Orthogroup	Prba	Praf
OG0001169	Prba.g_00764	Praf.g_00182
OG0001170	Prba.g_00766	Praf.g_00180
OG0001171	Prba.g_00767	Praf.g_00179
OG0001172	Prba.g_00769	Praf.g_00177
OG0001173	Prba.g_00771	Praf.g_00175
OG0001174	Prba.g_00772	Praf.g_00174
OG0001175	Prba.g_00773	Praf.g_00173
OG0001176	Prba.g_00774	Praf.g_00165
OG0001177	Prba.g_00776	Praf.g_00163
OG0001178	Prba.g_00779	Praf.g_00158
OG0001179	Prba.g_00780	Praf.g_00157
OG0001180	Prba.g_00781	Praf.g_00156
OG0001181	Prba.g_00782	Praf.g_00155
OG0001182	Prba.g_00783	Praf.g_00154
OG0001183	Prba.g_00784	Praf.g_00153
OG0001184	Prba.g_00786	Praf.g_00091
OG0001185	Prba.g_00789	Praf.g_00089
OG0001186	Prba.g_00790	Praf.g_00088
OG0001187	Prba.g_00792	Praf.g_00087
OG0001188	Prba.g_00793	Praf.g_00083
OG0001189	Prba.g_00794	Praf.g_00082
OG0001190	Prba.g_00795	Praf.g_00081
OG0001191	Prba.g_00796	Praf.g_00077
OG0001192	Prba.g_00797	Praf.g_00075
OG0001193	Prba.g_00798	Praf.g_00074
OG0001194	Prba.g_00799	Praf.g_00072
OG0001195	Prba.g_00800	Praf.g_00071
OG0001196	Prba.g_00801	Praf.g_00070
OG0001197	Prba.g_00802	Praf.g_00069
OG0001198	Prba.g_00803	Praf.g_00068
OG0001199	Prba.g_00804	Praf.g_00067
OG0001200	Prba.g_00805	Praf.g_00064
OG0001201	Prba.g_00806	Praf.g_00063
OG0001202	Prba.g_00807	Praf.g_00062
OG0001203	Prba.g_00809	Praf.g_00060
OG0001204	Prba.g_00811	Praf.g_00056
OG0001205	Prba.g_00812	Praf.g_00054
OG0001206	Prba.g_00813	Praf.g_00053
OG0001207	Prba.g_00814	Praf.g_02656
OG0001208	Prba.g_00815	Praf.g_02657
OG0001209	Prba.g_00816	Praf.g_02658
OG0001210	Prba.g_00817	Praf.g_02659
OG0001211	Prba.g_00818	Praf.g_02661
OG0001212	Prba.g_00819	Praf.g_02662
OG0001213	Prba.g_00820	Praf.g_02663
OG0001214	Prba.g_00822	Praf.g_02665
OG0001215	Prba.g_00823	Praf.g_02667
OG0001216	Prba.g_00824	Praf.g_02669
OG0001217	Prba.g_00825	Praf.g_02670
OG0001218	Prba.g_00826	Praf.g_02671
OG0001219	Prba.g_00829	Praf.g_02674
OG0001220	Prba.g_00830	Praf.g_02680
OG0001221	Prba.g_00833	Praf.g_02702
OG0001222	Prba.g_00834	Praf.g_02716
OG0001223	Prba.g_00835	Praf.g_02717
OG0001224	Prba.g_00836	Praf.g_02719
OG0001225	Prba.g_00837	Praf.g_02720
OG0001226	Prba.g_00838	Praf.g_02723
OG0001227	Prba.g_00839	Praf.g_02724
OG0001228	Prba.g_00840	Praf.g_02728
OG0001229	Prba.g_00841	Praf.g_02729
OG0001230	Prba.g_00842	Praf.g_02730
OG0001231	Prba.g_00843	Praf.g_02743
OG0001232	Prba.g_00844	Praf.g_02753
OG0001233	Prba.g_00845	Praf.g_02754
OG0001234	Prba.g_00846	Praf.g_02755
OG0001235	Prba.g_00847	Praf.g_02756
OG0001236	Prba.g_01777	Praf.g_02758
OG0001237	Prba.g_01778	Praf.g_02759
OG0001238	Prba.g_01780	Praf.g_02764
OG0001239	Prba.g_01781	Praf.g_02765
OG0001240	Prba.g_01782	Praf.g_02766
OG0001241	Prba.g_01784	Praf.g_02770
OG0001242	Prba.g_01785	Praf.g_02772
OG0001243	Prba.g_01786	Praf.g_02773
OG0001244	Prba.g_01787	Praf.g_02775
OG0001245	Prba.g_01788	Praf.g_02777
OG0001246	Prba.g_01789	Praf.g_02779
OG0001247	Prba.g_01790	Praf.g_02780
OG0001248	Prba.g_01791	Praf.g_02781
OG0001249	Prba.g_01792	Praf.g_02782
OG0001250	Prba.g_01793	Praf.g_02783
OG0001252	Prba.g_01926	Praf.g_02418
OG0001253	Prba.g_01938	Praf.g_02437
OG0001254	Prba.g_00498	Praf.g_02280
OG0001255	Prba.g_00549	Praf.g_02055
OG0001257	Prba.g_00979	Praf.g_00597
OG0001258	Prba.g_00963	Praf.g_00615
OG0001259	Prba.g_01727	Praf.g_00738
OG0001261	Prba.g_01464	Praf.g_01591
OG0001262	Prba.g_01448	Praf.g_01614
OG0001264	Prba.g_01396	Praf.g_01460
OG0001265	Prba.g_01288	Praf.g_01333
OG0001266	Prba.g_01240	Praf.g_00991
OG0001267	Prba.g_00080	Praf.g_01134
OG0001268	Prba.g_00067	Praf.g_00852
OG0001269	Prba.g_00213	Praf.g_01893
OG0001270	Prba.g_00348	Praf.g_00976
OG0001271	Prba.g_00337	Praf.g_00535
OG0001272	Prba.g_00295	Praf.g_01248
OG0001273	Prba.g_00294	Praf.g_00639
OG0001274	Prba.g_00289	Praf.g_01145
OG0001275	Prba.g_00272	Praf.g_01950
OG0001276	Prba.g_00262	Praf.g_01484
OG0001278	Prba.g_00234	Praf.g_00492
OG0001279	Prba.g_00230	Praf.g_00487
OG0001280	Prba.g_00227	Praf.g_00484
OG0001281	Prba.g_00360	Praf.g_02197
OG0001282	Prba.g_00385	Praf.g_00474
OG0001283	Prba.g_01077	Praf.g_02392
OG0001284	Prba.g_00778	Praf.g_00159
OG0001285	Prba.g_00810	Praf.g_00058
OG0001286	Prba.g_01783	Praf.g_02768
OG0001288	Prba.g_01024	Praf.g_01988
OG0001290	Prba.g_01823	Praf.g_00036
OG0001291	Prba.g_01859	Praf.g_00318
OG0001292	Prba.g_01862	Praf.g_00315
OG0001293	Prba.g_01864	Praf.g_00313
OG0001294	Prba.g_01881	Praf.g_00260
OG0001296	Prba.g_01913	Praf.g_02402
OG0001298	Prba.g_00462	Praf.g_02206
OG0001299	Prba.g_00471	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001301	Prba.g_01680	Praf.g_01694
OG0001303	Prba.g_01547	Praf.g_01853
OG0001304	Prba.g_01273	Praf.g_01284
OG0001305	Prba.g_01268	Praf.g_01278
OG0001306	Prba.g_01232	Praf.g_02752
OG0001307	Prba.g_01223	Praf.g_01473
OG0001309	Prba.g_00735	Praf.g_00055
OG0001310	Prba.g_00724	Praf.g_01002, Praf.g_02648
OG0001311	Prba.g_00035	Praf.g_00926
OG0001312	Prba.g_00212	Praf.g_01894
OG0001313	Prba.g_00291	Praf.g_00017
OG0001314	Prba.g_00597	Praf.g_00454
OG0001315	Prba.g_00563	Praf.g_00403
OG0001316	Prba.g_01073	Praf.g_02387
OG0001318	Prba.g_01929	Praf.g_02429
OG0001319	Prba.g_00457	Praf.g_00387
OG0001320	Prba.g_00994	Praf.g_00676
OG0001322	Prba.g_01518	Praf.g_01257
OG0001323	Prba.g_01248	Praf.g_01640
OG0001324	Prba.g_01215	Praf.g_00969
OG0001326	Prba.g_01164	Praf.g_01082
OG0001327	Prba.g_01166	Praf.g_00805
OG0001328	Prba.g_01197	Praf.g_00789
OG0001329	Prba.g_00176	Praf.g_02762
OG0001330	Prba.g_00298	Praf.g_00497
OG0001331	Prba.g_00229	Praf.g_00486
OG0001333	Prba.g_00433	Praf.g_02111
OG0001334	Prba.g_00770	Praf.g_00176
OG0001335	Prba.g_00808	Praf.g_00061
OG0001336	Prba.g_01916	Praf.g_02404
OG0001337	Prba.g_01906	Praf.g_00217
OG0001339	Prba.g_00659	Praf.g_02522
OG0001340	Prba.g_00467	Praf.g_02211
OG0001341	Prba.g_00479	Praf.g_02252
OG0001342	Prba.g_00497	Praf.g_02279
OG0001343	Prba.g_00555	Praf.g_02048
OG0001344	Prba.g_00872	Praf.g_01750
OG0001345	Prba.g_01027	Praf.g_01991
OG0001346	Prba.g_00989	Praf.g_01910
OG0001347	Prba.g_00975	Praf.g_00601
OG0001348	Prba.g_00957	Praf.g_00624
OG0001351	Prba.g_01739	Praf.g_00722
OG0001353	Prba.g_01614	Praf.g_02550
OG0001355	Prba.g_01458	Praf.g_01598
OG0001357	Prba.g_01309	Praf.g_01351
OG0001358	Prba.g_01289	Praf.g_01334
OG0001359	Prba.g_00093	Praf.g_01037
OG0001360	Prba.g_00092	Praf.g_01038
OG0001361	Prba.g_00013	Praf.g_00893
OG0001362	Prba.g_01136	Praf.g_01769
OG0001366	Prba.g_00583	Praf.g_00436
OG0001367	Prba.g_00374	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090
OG0001368	Prba.g_00777	Praf.g_00160
OG0001369	Prba.g_01287	Praf.g_01332
OG0001375	Prba.g_01923	Praf.g_02414
OG0001378	Prba.g_00490	Praf.g_02269
OG0001381	Prba.g_01007	Praf.g_01958
OG0001384	Prba.g_00942	Praf.g_00642
OG0001396	Prba.g_01305	Praf.g_01431
OG0001412	Prba.g_01356	Praf.g_01421
OG0001415	Prba.g_00542	Praf.g_02074
OG0001416	Prba.g_00940	Praf.g_00644
OG0001425	Prba.g_00277	Praf.g_01298
OG0001426	Prba.g_01779	Praf.g_02763
OG0001429	Prba.g_01327	Praf.g_01375
OG0001436	Prba.g_01535	Praf.g_02686, Praf.g_01026
OG0001438	Prba.g_01697	Praf.g_01665
OG0001439	Prba.g_01467	Praf.g_01588, Praf.g_01589
OG0001442	Prba.g_00721, Prba.g_00104	Praf.g_00960
OG0001448	Prba.g_00265	Praf.g_01004
OG0001452	Prba.g_00828	Praf.g_02673
OG0001453	Prba.g_00254	Praf.g_01085
OG0001455	Prba.g_00921, Prba.g_01046	Praf.g_00966
OG0001467	Prba.g_00716	Praf.g_01791
OG0001470	Prba.g_00536	Praf.g_02333
OG0001471	Prba.g_01042	Praf.g_01576
OG0001472	Prba.g_01437	Praf.g_01231
OG0001474	Prba.g_01426	Praf.g_02731
OG0001475	Prba.g_01255	Praf.g_02678
OG0001476	Prba.g_01254	Praf.g_02677
OG0001477	Prba.g_01253	Praf.g_02676
OG0001478	Prba.g_01247	Praf.g_01130
OG0001479	Prba.g_01220	Praf.g_00936
OG0001480	Prba.g_00750	Praf.g_01997
OG0001481	Prba.g_00047	Praf.g_00883
OG0001483	Prba.g_01186	Praf.g_00803
OG0001486	Prba.g_01376	Praf.g_01500
OG0001487	Prba.g_01540	Praf.g_01670
OG0001489	Prba.g_00869	Praf.g_02647, Praf.g_02091
OG0001492	Prba.g_01466	Praf.g_02169
OG0001493	Prba.g_01425	Praf.g_02732
OG0001494	Prba.g_01424	Praf.g_02733
OG0001495	Prba.g_01423	Praf.g_02734
OG0001496	Prba.g_01422	Praf.g_02735
OG0001497	Prba.g_01421	Praf.g_02736
OG0001498	Prba.g_01420	Praf.g_02737
OG0001499	Prba.g_01419	Praf.g_02738
OG0001500	Prba.g_01418	Praf.g_02739
OG0001501	Prba.g_01417	Praf.g_02740
OG0001502	Prba.g_01416	Praf.g_02741
OG0001503	Prba.g_01415	Praf.g_02742
OG0001508	Prba.g_00286	Praf.g_00977
OG0001512	Prba.g_01118	Praf.g_01168, Praf.g_01187, Praf.g_02627, Praf.g_00342
OG0001513	Prba.g_01893	Praf.g_00246, Praf.g_01768
OG0001520	Prba.g_01536	Praf.g_01027
OG0001525	Prba.g_01002	Praf.g_00792
OG0001529	Prba.g_01140	Praf.g_01193
OG0001530	Prba.g_01537	Praf.g_01028
OG0001532	Prba.g_01827	Praf.g_00043
OG0001542	Prba.g_00281	Praf.g_00345
OG0001580	Prba.g_00141, Prba.g_00142	Praf.g_00097
OG0001581	Prba.g_00138	Praf.g_00099
OG0001592	Prba.g_00896	Praf.g_00353
OG0001596	Prba.g_01550	Praf.g_00545
OG0001598	Prba.g_01408	Praf.g_00953
OG0001621	Prba.g_01542	Praf.g_02092
OG0001623	Prba.g_00553	Praf.g_02050
OG0001695	Prba.g_00162	Praf.g_00118
OG0001713	Prba.g_00174	Praf.g_00093
OG0001844	Prba.g_00140	Praf.g_00100
OG0001875	Prba.g_00917	Praf.g_01581
OG0001876	Prba.g_00914	Praf.g_01442
OG0001881	Prba.g_01091	Praf.g_01202
OG0001882	Prba.g_00244	Praf.g_00968
OG0002035	Prba.g_01119	Praf.g_00363
OG0002148	Prba.g_01212	Praf.g_01079
OG0003480	Prba.g_01092	Praf.g_02466
