Orthogroup	Pras	Syab
OG0001166	Pras.g_00569	Syab.g_02296
OG0001167	Pras.g_00586	Syab.g_02322
OG0001168	Pras.g_00588	Syab.g_02324
OG0001169	Pras.g_00590	Syab.g_02326
OG0001170	Pras.g_00592	Syab.g_02328
OG0001171	Pras.g_00602	Syab.g_02339
OG0001172	Pras.g_00616	Syab.g_00371
OG0001173	Pras.g_00617	Syab.g_00372
OG0001174	Pras.g_00625	Syab.g_00380
OG0001175	Pras.g_00626	Syab.g_00381
OG0001176	Pras.g_00633	Syab.g_00398
OG0001177	Pras.g_00636	Syab.g_00396
OG0001178	Pras.g_00641	Syab.g_02263
OG0001179	Pras.g_00671	Syab.g_00427
OG0001180	Pras.g_00693	Syab.g_00453
OG0001181	Pras.g_00697	Syab.g_00457
OG0001182	Pras.g_00704	Syab.g_00467
OG0001183	Pras.g_00708	Syab.g_00474
OG0001184	Pras.g_00724	Syab.g_00196
OG0001185	Pras.g_00738	Syab.g_00119
OG0001186	Pras.g_00762	Syab.g_00085
OG0001187	Pras.g_00766	Syab.g_00081
OG0001188	Pras.g_00769	Syab.g_00079
OG0001189	Pras.g_00786	Syab.g_00058
OG0001190	Pras.g_00790	Syab.g_02755
OG0001191	Pras.g_00800	Syab.g_02771
OG0001192	Pras.g_00804	Syab.g_02778
OG0001193	Pras.g_00815	Syab.g_02827
OG0001194	Pras.g_00816	Syab.g_02833
OG0001195	Pras.g_00817	Syab.g_02834
OG0001196	Pras.g_00830	Syab.g_02896
OG0001197	Pras.g_00831	Syab.g_02898
OG0001198	Pras.g_00839	Syab.g_02911
OG0001199	Pras.g_00925	Syab.g_02440
OG0001200	Pras.g_00927	Syab.g_02442
OG0001201	Pras.g_00959	Syab.g_02501
OG0001202	Pras.g_01050	Syab.g_02635
OG0001203	Pras.g_01090	Syab.g_02369
OG0001204	Pras.g_01095	Syab.g_00353
OG0001205	Pras.g_01323	Syab.g_00593
OG0001206	Pras.g_01340	Syab.g_00641
OG0001207	Pras.g_01355	Syab.g_02088
OG0001208	Pras.g_01360	Syab.g_02098
OG0001209	Pras.g_01412	Syab.g_02038
OG0001210	Pras.g_01417	Syab.g_02030
OG0001211	Pras.g_01427	Syab.g_02013
OG0001212	Pras.g_01472	Syab.g_01955
OG0001213	Pras.g_01505	Syab.g_01886
OG0001214	Pras.g_01513	Syab.g_01872
OG0001215	Pras.g_01566	Syab.g_01171
OG0001216	Pras.g_01608	Syab.g_01269
OG0001217	Pras.g_01649	Syab.g_01464
OG0001218	Pras.g_01657	Syab.g_00723
OG0001220	Pras.g_01752	Syab.g_01737
OG0001221	Pras.g_01812	Syab.g_01607
OG0001222	Pras.g_01851	Syab.g_01396
OG0001223	Pras.g_01877	Syab.g_01345
OG0001224	Pras.g_01930	Syab.g_01214
OG0001225	Pras.g_01932	Syab.g_01212
OG0001226	Pras.g_01958	Syab.g_02450
OG0001227	Pras.g_01976	Syab.g_00891
OG0001228	Pras.g_00102	Syab.g_01697
OG0001229	Pras.g_00248	Syab.g_01184
OG0001230	Pras.g_00342	Syab.g_00791
OG0001231	Pras.g_00450	Syab.g_00017
OG0001232	Pras.g_00573	Syab.g_02306
OG0001233	Pras.g_00593	Syab.g_02329
OG0001234	Pras.g_00628	Syab.g_00385
OG0001235	Pras.g_00638	Syab.g_00391
OG0001236	Pras.g_00721	Syab.g_00200
OG0001237	Pras.g_00725	Syab.g_00192
OG0001238	Pras.g_00801	Syab.g_02773
OG0001240	Pras.g_00944	Syab.g_02484
OG0001241	Pras.g_00952	Syab.g_02494
OG0001242	Pras.g_00970	Syab.g_02525
OG0001243	Pras.g_00976	Syab.g_02533
OG0001244	Pras.g_00992	Syab.g_02561
OG0001245	Pras.g_01233	Syab.g_01762
OG0001246	Pras.g_01382	Syab.g_02126
OG0001247	Pras.g_01559	Syab.g_02825
OG0001248	Pras.g_01561	Syab.g_01163
OG0001249	Pras.g_01679	Syab.g_00514
OG0001250	Pras.g_01741	Syab.g_01714
OG0001251	Pras.g_01789	Syab.g_01816
OG0001252	Pras.g_01925	Syab.g_01228
OG0001253	Pras.g_01977	Syab.g_01761
OG0001254	Pras.g_00025	Syab.g_01749
OG0001255	Pras.g_00040	Syab.g_01846
OG0001256	Pras.g_00443	Syab.g_02238
OG0001257	Pras.g_00449	Syab.g_01610
OG0001258	Pras.g_00547	Syab.g_02250
OG0001259	Pras.g_00591	Syab.g_02327
OG0001260	Pras.g_00608	Syab.g_02350
OG0001261	Pras.g_00679	Syab.g_00436
OG0001262	Pras.g_00784	Syab.g_00060
OG0001263	Pras.g_00979	Syab.g_02536
OG0001265	Pras.g_00969	Syab.g_02523
OG0001266	Pras.g_01054	Syab.g_02639
OG0001267	Pras.g_01132	Syab.g_00295
OG0001268	Pras.g_01192	Syab.g_00529
OG0001269	Pras.g_01212	Syab.g_01809
OG0001270	Pras.g_01312	Syab.g_00579
OG0001271	Pras.g_01350	Syab.g_00694
OG0001272	Pras.g_01364	Syab.g_02102
OG0001273	Pras.g_01507	Syab.g_01878
OG0001274	Pras.g_01579	Syab.g_02706
OG0001275	Pras.g_01888	Syab.g_01330
OG0001276	Pras.g_01909	Syab.g_01313
OG0001277	Pras.g_01966	Syab.g_02163
OG0001278	Pras.g_00107	Syab.g_01152
OG0001279	Pras.g_00152	Syab.g_01807
OG0001280	Pras.g_00208	Syab.g_00918
OG0001282	Pras.g_00251	Syab.g_02086
OG0001283	Pras.g_00270	Syab.g_02885
OG0001284	Pras.g_00423	Syab.g_02211
OG0001285	Pras.g_00576	Syab.g_02309
OG0001286	Pras.g_00691	Syab.g_00451
OG0001287	Pras.g_00745	Syab.g_00111
OG0001288	Pras.g_00754	Syab.g_00094
OG0001289	Pras.g_00938	Syab.g_02465
OG0001290	Pras.g_00951	Syab.g_02493
OG0001291	Pras.g_00986	Syab.g_02546
OG0001292	Pras.g_01100	Syab.g_00348
OG0001293	Pras.g_01113	Syab.g_00322
OG0001294	Pras.g_01231	Syab.g_01564
OG0001295	Pras.g_01345	Syab.g_01215
OG0001296	Pras.g_01387	Syab.g_02132
OG0001297	Pras.g_01392	Syab.g_02136
OG0001298	Pras.g_01453	Syab.g_01980
OG0001299	Pras.g_01542	Syab.g_01557
OG0001300	Pras.g_01569	Syab.g_01180
OG0001301	Pras.g_01572	Syab.g_01197
OG0001302	Pras.g_01688	Syab.g_01844
OG0001303	Pras.g_01892	Syab.g_01424
OG0001304	Pras.g_01919	Syab.g_01298
OG0001305	Pras.g_01938	Syab.g_01204
OG0001306	Pras.g_00042	Syab.g_00941
OG0001307	Pras.g_00233	Syab.g_01552
OG0001308	Pras.g_00360	Syab.g_00759
OG0001309	Pras.g_00447	Syab.g_02142
OG0001310	Pras.g_00562	Syab.g_02288
OG0001311	Pras.g_01911	Syab.g_01311
OG0001315	Pras.g_00913	Syab.g_00472
OG0001316	Pras.g_00991	Syab.g_02552
OG0001317	Pras.g_01086	Syab.g_02373
OG0001318	Pras.g_01108	Syab.g_00333
OG0001319	Pras.g_01124	Syab.g_00306
OG0001321	Pras.g_01329	Syab.g_00616
OG0001322	Pras.g_01330	Syab.g_00617
OG0001323	Pras.g_01397	Syab.g_02145
OG0001324	Pras.g_01570	Syab.g_01181
OG0001325	Pras.g_01611	Syab.g_01273
OG0001326	Pras.g_01777	Syab.g_02841
OG0001327	Pras.g_01950	Syab.g_01643
OG0001328	Pras.g_01975	Syab.g_01616
OG0001329	Pras.g_00017	Syab.g_00361
OG0001330	Pras.g_00177	Syab.g_00925
OG0001331	Pras.g_00256	Syab.g_02081
OG0001332	Pras.g_00394	Syab.g_02165
OG0001333	Pras.g_00587	Syab.g_02323
OG0001334	Pras.g_00711	Syab.g_00483
OG0001335	Pras.g_00712	Syab.g_00484
OG0001336	Pras.g_00827	Syab.g_02886
OG0001339	Pras.g_00954	Syab.g_02496
OG0001340	Pras.g_01180	Syab.g_00503
OG0001341	Pras.g_01647	Syab.g_01779
OG0001343	Pras.g_01786	Syab.g_00359
OG0001344	Pras.g_00060	Syab.g_00974
OG0001345	Pras.g_00075	Syab.g_01008
OG0001346	Pras.g_00210	Syab.g_00914
OG0001349	Pras.g_00292	Syab.g_00150
OG0001358	Pras.g_01496	Syab.g_01900
OG0001359	Pras.g_01787	Syab.g_00360
OG0001360	Pras.g_01978	Syab.g_01010
OG0001361	Pras.g_00072	Syab.g_00154, Syab.g_01005
OG0001362	Pras.g_00364	Syab.g_00754
OG0001363	Pras.g_00366	Syab.g_00752
OG0001364	Pras.g_00714	Syab.g_00211
OG0001365	Pras.g_00794	Syab.g_02760
OG0001369	Pras.g_00943	Syab.g_02483
OG0001370	Pras.g_01337	Syab.g_01831
OG0001373	Pras.g_01776	Syab.g_02840
OG0001374	Pras.g_01784	Syab.g_02848
OG0001375	Pras.g_01785	Syab.g_00358
OG0001376	Pras.g_01944	Syab.g_02782
OG0001377	Pras.g_01945	Syab.g_02781
OG0001378	Pras.g_01987	Syab.g_00578
OG0001381	Pras.g_00244	Syab.g_01937
OG0001382	Pras.g_00462	Syab.g_00393
OG0001385	Pras.g_01773	Syab.g_02837
OG0001386	Pras.g_01774	Syab.g_02838
OG0001387	Pras.g_01775	Syab.g_02839
OG0001388	Pras.g_01778	Syab.g_02842
OG0001389	Pras.g_01779	Syab.g_02843
OG0001390	Pras.g_01780	Syab.g_02844
OG0001391	Pras.g_01781	Syab.g_02845
OG0001392	Pras.g_01782	Syab.g_02846
OG0001393	Pras.g_01783	Syab.g_02847
OG0001394	Pras.g_01816	Syab.g_01599
OG0001397	Pras.g_00365	Syab.g_00753
OG0001404	Pras.g_00920	Syab.g_02433
OG0001405	Pras.g_01178	Syab.g_00486
OG0001406	Pras.g_01943	Syab.g_02783
OG0001407	Pras.g_01956	Syab.g_01158
OG0001408	Pras.g_01961	Syab.g_01826
OG0001409	Pras.g_00063	Syab.g_00988
OG0001410	Pras.g_00234	Syab.g_01550
OG0001413	Pras.g_00438	Syab.g_01812
OG0001414	Pras.g_01081	Syab.g_01938
OG0001415	Pras.g_01083	Syab.g_02471
OG0001416	Pras.g_01336	Syab.g_00909
OG0001417	Pras.g_01347	Syab.g_01359
OG0001419	Pras.g_01957	Syab.g_01159
OG0001420	Pras.g_01996	Syab.g_02155
OG0001428	Pras.g_01023	Syab.g_02594
OG0001429	Pras.g_01691	Syab.g_01423
OG0001430	Pras.g_00172	Syab.g_02743
OG0001432	Pras.g_00436	Syab.g_01818
OG0001435	Pras.g_01797	Syab.g_01637
OG0001439	Pras.g_01159	Syab.g_00248
OG0001442	Pras.g_01637	Syab.g_01583
OG0001447	Pras.g_00977	Syab.g_02534
OG0001448	Pras.g_01220	Syab.g_01789
OG0001449	Pras.g_01254, Pras.g_01253	Syab.g_00357
OG0001450	Pras.g_01563	Syab.g_01081
OG0001454	Pras.g_01971	Syab.g_01808
OG0001456	Pras.g_00033	Syab.g_02850
OG0001457	Pras.g_00034	Syab.g_02851
OG0001458	Pras.g_00035	Syab.g_02852
OG0001462	Pras.g_00876	Syab.g_00042
OG0001463	Pras.g_01138	Syab.g_01104
OG0001471	Pras.g_00439	Syab.g_00253
OG0001472	Pras.g_00446	Syab.g_01800
OG0001473	Pras.g_00763	Syab.g_01813
OG0001479	Pras.g_01190	Syab.g_00527
OG0001480	Pras.g_01222	Syab.g_01836
OG0001481	Pras.g_01226	Syab.g_00621
OG0001482	Pras.g_01334	Syab.g_01349
OG0001484	Pras.g_00535	Syab.g_02849
OG0001486	Pras.g_00054	Syab.g_00967
OG0001492	Pras.g_00104	Syab.g_01155
OG0001493	Pras.g_00112	Syab.g_01147
OG0001499	Pras.g_00912	Syab.g_01112
OG0001502	Pras.g_01671	Syab.g_01733
OG0001505	Pras.g_00307, Pras.g_00298	Syab.g_00189
OG0001520	Pras.g_01246	Syab.g_01992
OG0001522	Pras.g_01733	Syab.g_01703
OG0001525	Pras.g_00455	Syab.g_01823
OG0001547	Pras.g_01673	Syab.g_01440
OG0001551	Pras.g_00032	Syab.g_01166
OG0001554	Pras.g_00445	Syab.g_02753
OG0001555	Pras.g_00459	Syab.g_02418
OG0001557	Pras.g_01817	Syab.g_01598
OG0001564	Pras.g_00320, Pras.g_00300	Syab.g_00177
OG0001565	Pras.g_01295	Syab.g_01837
OG0001567	Pras.g_01672	Syab.g_01441
OG0001568	Pras.g_01674	Syab.g_01439
OG0001572	Pras.g_00143	Syab.g_02215
OG0001582	Pras.g_01346	Syab.g_01881
OG0001586	Pras.g_00313	Syab.g_00181, Syab.g_00169
OG0001625	Pras.g_01110	Syab.g_00328
OG0001627	Pras.g_01654	Syab.g_02167
OG0001647	Pras.g_01125	Syab.g_00304
OG0001704	Pras.g_00910, Pras.g_00906	Syab.g_02425
OG0001709	Pras.g_00293	Syab.g_00162
OG0001712	Pras.g_01267	Syab.g_01764
OG0001713	Pras.g_00908	Syab.g_00985
OG0001726	Pras.g_01264	Syab.g_01087
OG0001745	Pras.g_00435	Syab.g_01769
OG0001755	Pras.g_00305	Syab.g_02141
OG0001922	Pras.g_00225	Syab.g_00153
OG0001924	Pras.g_00517	Syab.g_01915
OG0001925	Pras.g_00518	Syab.g_01916
OG0001926	Pras.g_00519	Syab.g_01917
OG0001927	Pras.g_00520	Syab.g_01918
OG0001993	Pras.g_00515	Syab.g_01913
OG0001994	Pras.g_00516	Syab.g_01914
OG0002112	Pras.g_01258	Syab.g_00267
OG0002156	Pras.g_00891	Syab.g_00808
OG0002157	Pras.g_01259	Syab.g_00266
OG0002158	Pras.g_01257	Syab.g_00268
OG0002560	Pras.g_01248	Syab.g_01474
