Orthogroup	Pras	Prbf
OG0001117	Pras.g_01872	Prbf.g_01104
OG0001118	Pras.g_01873	Prbf.g_01103
OG0001119	Pras.g_01874	Prbf.g_01102
OG0001120	Pras.g_01876	Prbf.g_01100
OG0001122	Pras.g_01906	Prbf.g_01080
OG0001123	Pras.g_01910	Prbf.g_01074
OG0001124	Pras.g_01912	Prbf.g_01072
OG0001125	Pras.g_01913	Prbf.g_01070
OG0001126	Pras.g_01923	Prbf.g_01159
OG0001127	Pras.g_01924	Prbf.g_01160
OG0001128	Pras.g_01926	Prbf.g_01162
OG0001129	Pras.g_01927	Prbf.g_01163
OG0001130	Pras.g_01928	Prbf.g_01164
OG0001131	Pras.g_01964	Prbf.g_01705
OG0001132	Pras.g_01973	Prbf.g_00296
OG0001133	Pras.g_00009	Prbf.g_00094
OG0001134	Pras.g_00023	Prbf.g_00788
OG0001135	Pras.g_00026	Prbf.g_00785
OG0001136	Pras.g_00053	Prbf.g_00915
OG0001137	Pras.g_00064	Prbf.g_00927
OG0001138	Pras.g_00082	Prbf.g_00948
OG0001139	Pras.g_00083	Prbf.g_00950
OG0001140	Pras.g_00084	Prbf.g_00951
OG0001141	Pras.g_00085	Prbf.g_00952
OG0001142	Pras.g_00086	Prbf.g_00953
OG0001143	Pras.g_00093	Prbf.g_00960
OG0001144	Pras.g_00099	Prbf.g_00965
OG0001145	Pras.g_00200	Prbf.g_00034
OG0001146	Pras.g_00213	Prbf.g_00022
OG0001147	Pras.g_00236	Prbf.g_00002
OG0001148	Pras.g_00252	Prbf.g_00097
OG0001149	Pras.g_00253	Prbf.g_00098
OG0001150	Pras.g_00254	Prbf.g_00099
OG0001151	Pras.g_00265	Prbf.g_00110
OG0001152	Pras.g_00266	Prbf.g_00111
OG0001153	Pras.g_00382	Prbf.g_00189
OG0001154	Pras.g_00384	Prbf.g_00190
OG0001155	Pras.g_00396, Pras.g_00397	Prbf.g_00207
OG0001156	Pras.g_00400	Prbf.g_00210
OG0001157	Pras.g_00401	Prbf.g_00211
OG0001158	Pras.g_00402	Prbf.g_00212
OG0001160	Pras.g_00428	Prbf.g_00239
OG0001161	Pras.g_00441	Prbf.g_00750
OG0001162	Pras.g_00452	Prbf.g_00812
OG0001163	Pras.g_00542	Prbf.g_00702
OG0001164	Pras.g_00546	Prbf.g_00698
OG0001165	Pras.g_00549	Prbf.g_00695
OG0001166	Pras.g_00569	Prbf.g_00674
OG0001167	Pras.g_00586	Prbf.g_00657
OG0001168	Pras.g_00588	Prbf.g_00655
OG0001169	Pras.g_00590	Prbf.g_00653
OG0001170	Pras.g_00592	Prbf.g_00651
OG0001171	Pras.g_00602	Prbf.g_00641
OG0001172	Pras.g_00616	Prbf.g_00625
OG0001173	Pras.g_00617	Prbf.g_00624
OG0001174	Pras.g_00625	Prbf.g_00616
OG0001175	Pras.g_00626	Prbf.g_00615
OG0001176	Pras.g_00633	Prbf.g_00607
OG0001177	Pras.g_00636	Prbf.g_00605
OG0001178	Pras.g_00641	Prbf.g_00688
OG0001179	Pras.g_00671	Prbf.g_00575
OG0001180	Pras.g_00693	Prbf.g_00552
OG0001181	Pras.g_00697	Prbf.g_00548
OG0001182	Pras.g_00704	Prbf.g_00540
OG0001183	Pras.g_00708	Prbf.g_00535
OG0001184	Pras.g_00724	Prbf.g_00517
OG0001185	Pras.g_00738	Prbf.g_00501
OG0001186	Pras.g_00762	Prbf.g_00476
OG0001187	Pras.g_00766	Prbf.g_00473
OG0001188	Pras.g_00769	Prbf.g_00471
OG0001189	Pras.g_00786	Prbf.g_00455
OG0001190	Pras.g_00790	Prbf.g_00450
OG0001191	Pras.g_00800	Prbf.g_00440
OG0001192	Pras.g_00804	Prbf.g_00435
OG0001193	Pras.g_00815	Prbf.g_00423
OG0001194	Pras.g_00816	Prbf.g_00422
OG0001195	Pras.g_00817	Prbf.g_00421
OG0001196	Pras.g_00830	Prbf.g_00405
OG0001197	Pras.g_00831	Prbf.g_00403
OG0001198	Pras.g_00839	Prbf.g_00396
OG0001199	Pras.g_00925	Prbf.g_01401
OG0001200	Pras.g_00927	Prbf.g_01403
OG0001201	Pras.g_00959	Prbf.g_01436
OG0001202	Pras.g_01050	Prbf.g_01534
OG0001203	Pras.g_01090	Prbf.g_01576
OG0001204	Pras.g_01095	Prbf.g_01582
OG0001205	Pras.g_01323	Prbf.g_01729
OG0001206	Pras.g_01340	Prbf.g_01749
OG0001207	Pras.g_01355	Prbf.g_01760
OG0001208	Pras.g_01360	Prbf.g_01765
OG0001209	Pras.g_01412	Prbf.g_01816
OG0001210	Pras.g_01417	Prbf.g_01821
OG0001211	Pras.g_01427	Prbf.g_01831
OG0001212	Pras.g_01472	Prbf.g_01878
OG0001213	Pras.g_01505	Prbf.g_01913
OG0001214	Pras.g_01513	Prbf.g_00984
OG0001215	Pras.g_01566	Prbf.g_01272
OG0001216	Pras.g_01608	Prbf.g_01251
OG0001217	Pras.g_01649	Prbf.g_00280
OG0001218	Pras.g_01657	Prbf.g_00855
OG0001219	Pras.g_01690	Prbf.g_01146
OG0001220	Pras.g_01752	Prbf.g_01189
OG0001221	Pras.g_01812	Prbf.g_01309
OG0001222	Pras.g_01851	Prbf.g_01067
OG0001223	Pras.g_01877	Prbf.g_01099
OG0001224	Pras.g_01930	Prbf.g_01166
OG0001225	Pras.g_01932	Prbf.g_01168
OG0001226	Pras.g_01958	Prbf.g_01921
OG0001227	Pras.g_01976	Prbf.g_00870
OG0001228	Pras.g_00102	Prbf.g_00968
OG0001229	Pras.g_00248	Prbf.g_00856
OG0001230	Pras.g_00342	Prbf.g_00150
OG0001231	Pras.g_00450	Prbf.g_01706
OG0001232	Pras.g_00573	Prbf.g_00670
OG0001233	Pras.g_00593	Prbf.g_00650
OG0001234	Pras.g_00628	Prbf.g_00613
OG0001235	Pras.g_00638	Prbf.g_00609
OG0001236	Pras.g_00721	Prbf.g_00520
OG0001237	Pras.g_00725	Prbf.g_00516
OG0001238	Pras.g_00801	Prbf.g_00439
OG0001240	Pras.g_00944	Prbf.g_01419
OG0001241	Pras.g_00952	Prbf.g_01429
OG0001242	Pras.g_00970	Prbf.g_01449
OG0001243	Pras.g_00976	Prbf.g_01456
OG0001244	Pras.g_00992	Prbf.g_01471
OG0001245	Pras.g_01233	Prbf.g_00879
OG0001247	Pras.g_01559	Prbf.g_01279
OG0001248	Pras.g_01561	Prbf.g_01277
OG0001249	Pras.g_01679	Prbf.g_01675
OG0001250	Pras.g_01741	Prbf.g_01202
OG0001251	Pras.g_01789	Prbf.g_00837
OG0001252	Pras.g_01925	Prbf.g_01161
OG0001253	Pras.g_01977	Prbf.g_01924
OG0001254	Pras.g_00025	Prbf.g_00786
OG0001255	Pras.g_00040	Prbf.g_00900
OG0001256	Pras.g_00443	Prbf.g_00246
OG0001258	Pras.g_00547	Prbf.g_00697
OG0001259	Pras.g_00591	Prbf.g_00652
OG0001260	Pras.g_00608	Prbf.g_00635
OG0001261	Pras.g_00679	Prbf.g_00567
OG0001263	Pras.g_00979	Prbf.g_01458
OG0001265	Pras.g_00969	Prbf.g_01448
OG0001266	Pras.g_01054	Prbf.g_01538
OG0001267	Pras.g_01132	Prbf.g_01620
OG0001268	Pras.g_01192	Prbf.g_01683
OG0001269	Pras.g_01212	Prbf.g_01190
OG0001270	Pras.g_01312	Prbf.g_01718
OG0001271	Pras.g_01350	Prbf.g_01755
OG0001272	Pras.g_01364	Prbf.g_01769
OG0001273	Pras.g_01507	Prbf.g_00978
OG0001274	Pras.g_01579	Prbf.g_01562
OG0001275	Pras.g_01888	Prbf.g_01089
OG0001276	Pras.g_01909	Prbf.g_01075
OG0001277	Pras.g_01966	Prbf.g_00417
OG0001278	Pras.g_00107	Prbf.g_00972
OG0001279	Pras.g_00152	Prbf.g_00339
OG0001280	Pras.g_00208	Prbf.g_00027
OG0001282	Pras.g_00251	Prbf.g_00096
OG0001283	Pras.g_00270	Prbf.g_00408
OG0001284	Pras.g_00423	Prbf.g_00232
OG0001285	Pras.g_00576	Prbf.g_00667
OG0001286	Pras.g_00691	Prbf.g_00554
OG0001287	Pras.g_00745	Prbf.g_00494
OG0001288	Pras.g_00754	Prbf.g_00483
OG0001289	Pras.g_00938	Prbf.g_01413
OG0001290	Pras.g_00951	Prbf.g_01428
OG0001291	Pras.g_00986	Prbf.g_01466
OG0001292	Pras.g_01100	Prbf.g_01587
OG0001293	Pras.g_01113	Prbf.g_01600
OG0001295	Pras.g_01345	Prbf.g_00824
OG0001296	Pras.g_01387	Prbf.g_01792
OG0001297	Pras.g_01392	Prbf.g_01797
OG0001298	Pras.g_01453	Prbf.g_01858
OG0001299	Pras.g_01542	Prbf.g_01015
OG0001300	Pras.g_01569	Prbf.g_01268
OG0001301	Pras.g_01572	Prbf.g_01263
OG0001302	Pras.g_01688	Prbf.g_01150
OG0001303	Pras.g_01892	Prbf.g_00731
OG0001304	Pras.g_01919	Prbf.g_01062
OG0001305	Pras.g_01938	Prbf.g_01174
OG0001306	Pras.g_00042	Prbf.g_00903
OG0001307	Pras.g_00233	Prbf.g_00070
OG0001308	Pras.g_00360	Prbf.g_00167
OG0001309	Pras.g_00447	Prbf.g_00274
OG0001310	Pras.g_00562	Prbf.g_00680
OG0001311	Pras.g_01911	Prbf.g_01073
OG0001314	Pras.g_01639	Prbf.g_00372
OG0001315	Pras.g_00913	Prbf.g_00865
OG0001316	Pras.g_00991	Prbf.g_01470
OG0001317	Pras.g_01086	Prbf.g_01572
OG0001318	Pras.g_01108	Prbf.g_01596
OG0001319	Pras.g_01124	Prbf.g_01613
OG0001320	Pras.g_00539, Pras.g_01235	Prbf.g_00765, Prbf.g_00732
OG0001321	Pras.g_01329	Prbf.g_01735
OG0001322	Pras.g_01330	Prbf.g_01736
OG0001323	Pras.g_01397	Prbf.g_01802
OG0001324	Pras.g_01570	Prbf.g_01267
OG0001325	Pras.g_01611	Prbf.g_01032
OG0001327	Pras.g_01950	Prbf.g_01332
OG0001328	Pras.g_01975	Prbf.g_00045
OG0001329	Pras.g_00017	Prbf.g_00734
OG0001330	Pras.g_00177	Prbf.g_00263
OG0001331	Pras.g_00256	Prbf.g_00101
OG0001332	Pras.g_00394	Prbf.g_00203
OG0001333	Pras.g_00587	Prbf.g_00656
OG0001334	Pras.g_00711	Prbf.g_00532
OG0001335	Pras.g_00712	Prbf.g_00531
OG0001339	Pras.g_00954	Prbf.g_01431
OG0001340	Pras.g_01180	Prbf.g_01671
OG0001341	Pras.g_01647	Prbf.g_00863
OG0001342	Pras.g_01683	Prbf.g_00711
OG0001343	Pras.g_01786	Prbf.g_00840
OG0001344	Pras.g_00060	Prbf.g_00922
OG0001345	Pras.g_00075	Prbf.g_00938
OG0001346	Pras.g_00210	Prbf.g_00025
OG0001349	Pras.g_00292	Prbf.g_00119
OG0001350	Pras.g_01089	Prbf.g_01575
OG0001352	Pras.g_01556	Prbf.g_01283
OG0001355	Pras.g_00144	Prbf.g_01053
OG0001359	Pras.g_01787	Prbf.g_00839
OG0001362	Pras.g_00364	Prbf.g_00171
OG0001363	Pras.g_00366	Prbf.g_00173
OG0001364	Pras.g_00714	Prbf.g_00529
OG0001365	Pras.g_00794	Prbf.g_00446
OG0001369	Pras.g_00943	Prbf.g_01418
OG0001370	Pras.g_01337	Prbf.g_01746
OG0001371	Pras.g_01555	Prbf.g_01284
OG0001372	Pras.g_01656	Prbf.g_01922
OG0001375	Pras.g_01785	Prbf.g_00841
OG0001380	Pras.g_00238	Prbf.g_00853, Prbf.g_00066
OG0001381	Pras.g_00244	Prbf.g_00893
OG0001382	Pras.g_00462	Prbf.g_00063
OG0001394	Pras.g_01816	Prbf.g_01305
OG0001397	Pras.g_00365	Prbf.g_00172
OG0001403	Pras.g_00872	Prbf.g_01353
OG0001404	Pras.g_00920	Prbf.g_01395
OG0001407	Pras.g_01956	Prbf.g_00059
OG0001409	Pras.g_00063	Prbf.g_00926
OG0001410	Pras.g_00234	Prbf.g_00069
OG0001414	Pras.g_01081	Prbf.g_01567
OG0001415	Pras.g_01083	Prbf.g_01569
OG0001418	Pras.g_01560	Prbf.g_01278
OG0001419	Pras.g_01957	Prbf.g_00060
OG0001421	Pras.g_00444	Prbf.g_00247
OG0001422	Pras.g_00467	Prbf.g_00056
OG0001423	Pras.g_01277, Pras.g_01276	Prbf.g_00361
OG0001428	Pras.g_01023	Prbf.g_01506
OG0001429	Pras.g_01691	Prbf.g_01145
OG0001430	Pras.g_00172	Prbf.g_00854
OG0001431	Pras.g_00175	Prbf.g_00872, Prbf.g_00816
OG0001435	Pras.g_01797	Prbf.g_01324
OG0001437	Pras.g_01082	Prbf.g_01568
OG0001440	Pras.g_01285, Pras.g_01296	Prbf.g_00729, Prbf.g_00735
OG0001446	Pras.g_00930	Prbf.g_00291
OG0001448	Pras.g_01220	Prbf.g_01739
OG0001450	Pras.g_01563	Prbf.g_01275
OG0001451	Pras.g_01761	Prbf.g_01178
OG0001455	Pras.g_00011	Prbf.g_00862
OG0001463	Pras.g_01138	Prbf.g_01627
OG0001464	Pras.g_01181	Prbf.g_01672
OG0001465	Pras.g_01578	Prbf.g_01256
OG0001468	Pras.g_01948	Prbf.g_00849
OG0001472	Pras.g_00446	Prbf.g_01930
OG0001481	Pras.g_01226	Prbf.g_00046
OG0001483	Pras.g_00494	Prbf.g_00777
OG0001484	Pras.g_00535	Prbf.g_00262
OG0001485	Pras.g_00477	Prbf.g_00346
OG0001486	Pras.g_00054	Prbf.g_00916
OG0001491	Pras.g_01686	Prbf.g_01153
OG0001500	Pras.g_01115	Prbf.g_01602
OG0001501	Pras.g_01581	Prbf.g_01334
OG0001503	Pras.g_00030	Prbf.g_00285
OG0001505	Pras.g_00307, Pras.g_00298	Prbf.g_00313
OG0001506	Pras.g_00392	Prbf.g_00201
OG0001521	Pras.g_01648	Prbf.g_01155
OG0001522	Pras.g_01733	Prbf.g_01211
OG0001523	Pras.g_00027	Prbf.g_00783
OG0001524	Pras.g_00028	Prbf.g_00782
OG0001525	Pras.g_00455	Prbf.g_00728
OG0001526	Pras.g_00482	Prbf.g_01383
OG0001549	Pras.g_01759	Prbf.g_01180
OG0001550	Pras.g_00014	Prbf.g_00281
OG0001552	Pras.g_00121	Prbf.g_00250
OG0001557	Pras.g_01817	Prbf.g_01304
OG0001564	Pras.g_00320, Pras.g_00300	Prbf.g_01382
OG0001565	Pras.g_01295	Prbf.g_00364
OG0001566	Pras.g_01552	Prbf.g_01287
OG0001569	Pras.g_01983	Prbf.g_00375
OG0001571	Pras.g_00007	Prbf.g_00336
OG0001572	Pras.g_00143	Prbf.g_00338
OG0001581	Pras.g_00995	Prbf.g_00007
OG0001583	Pras.g_01685, Pras.g_00884	Prbf.g_01154
OG0001584	Pras.g_01832	Prbf.g_01025
OG0001587	Pras.g_00610	Prbf.g_00633
OG0001595	Pras.g_00919	Prbf.g_01393
OG0001596	Pras.g_00926	Prbf.g_01402
OG0001597	Pras.g_01215	Prbf.g_00198
OG0001599	Pras.g_01338	Prbf.g_01747
OG0001600	Pras.g_01389	Prbf.g_01794
OG0001601	Pras.g_01550	Prbf.g_01289
OG0001603	Pras.g_01687	Prbf.g_01151
OG0001604	Pras.g_01809	Prbf.g_01312
OG0001605	Pras.g_01902	Prbf.g_00286
OG0001606	Pras.g_01963	Prbf.g_00276
OG0001607	Pras.g_00029	Prbf.g_00348
OG0001608	Pras.g_00241	Prbf.g_01059
OG0001609	Pras.g_00390	Prbf.g_00199
OG0001610	Pras.g_00393	Prbf.g_00202
OG0001611	Pras.g_00457	Prbf.g_00772
OG0001626	Pras.g_01646	Prbf.g_00353
OG0001628	Pras.g_01659	Prbf.g_01920
OG0001629	Pras.g_01660	Prbf.g_00327
OG0001631	Pras.g_01953	Prbf.g_00344
OG0001648	Pras.g_01225	Prbf.g_00757
OG0001649	Pras.g_01954	Prbf.g_00278
OG0001650	Pras.g_00227	Prbf.g_00819
OG0001651	Pras.g_00456	Prbf.g_00882
OG0001661	Pras.g_00133	Prbf.g_00357
OG0001662	Pras.g_01993	Prbf.g_00799
OG0001663	Pras.g_00039	Prbf.g_00899
OG0001664	Pras.g_00167	Prbf.g_00795
OG0001665	Pras.g_00170	Prbf.g_00892
OG0001685	Pras.g_01763	Prbf.g_01925
OG0001686	Pras.g_01901	Prbf.g_00878
OG0001687	Pras.g_01947	Prbf.g_01745
OG0001689	Pras.g_00752	Prbf.g_00485
OG0001697	Pras.g_01771	Prbf.g_01152
OG0001699	Pras.g_00510, Pras.g_00495	Prbf.g_00789
OG0001701	Pras.g_00612	Prbf.g_01384
OG0001705	Pras.g_01255	Prbf.g_00631
OG0001709	Pras.g_00293	Prbf.g_00133
OG0001710	Pras.g_00631	Prbf.g_01938
OG0001722	Pras.g_01790	Prbf.g_00834
OG0001725	Pras.g_01241	Prbf.g_00810
OG0001727	Pras.g_00536	Prbf.g_00773, Prbf.g_00298
OG0001746	Pras.g_00130	Prbf.g_00807
OG0001820	Pras.g_01642	Prbf.g_00297
OG0001922	Pras.g_00225	Prbf.g_00139
OG0001923	Pras.g_00276	Prbf.g_00132
OG0001988	Pras.g_00226	Prbf.g_00050
OG0002030	Pras.g_00229	Prbf.g_00780
OG0002034	Pras.g_00115	Prbf.g_01916
OG0002096	Pras.g_00278	Prbf.g_00310, Prbf.g_00130
OG0002098	Pras.g_00287, Pras.g_00284	Prbf.g_00078
OG0002270	Pras.g_00283	Prbf.g_00128
OG0002379	Pras.g_00888	Prbf.g_00746
OG0002833	Pras.g_00887	Prbf.g_00747
OG0002894	Pras.g_00274	Prbf.g_00120
