Orthogroup	Pras	Syap
OG0001435	Pras.g_01797	Syap.g_01259
OG0001437	Pras.g_01082	Syap.g_00448
OG0001439	Pras.g_01159	Syap.g_01674
OG0001441	Pras.g_01399	Syap.g_02749
OG0001447	Pras.g_00977	Syap.g_02218
OG0001453	Pras.g_01882	Syap.g_02687
OG0001456	Pras.g_00033	Syap.g_01828
OG0001457	Pras.g_00034	Syap.g_01826
OG0001458	Pras.g_00035	Syap.g_01825
OG0001474	Pras.g_01193	Syap.g_00562
OG0001475	Pras.g_00306	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Pras.g_01190	Syap.g_00565
OG0001492	Pras.g_00104	Syap.g_02441
OG0001493	Pras.g_00112	Syap.g_02433
OG0001495	Pras.g_00635	Syap.g_01921
OG0001502	Pras.g_01671	Syap.g_00833
OG0001507	Pras.g_00491	Syap.g_00227
OG0001547	Pras.g_01673	Syap.g_00840, Syap.g_00839
OG0001553	Pras.g_00347	Syap.g_02121
OG0001557	Pras.g_01817	Syap.g_00162
OG0001564	Pras.g_00320, Pras.g_00300	Syap.g_00876
OG0001567	Pras.g_01672	Syap.g_00838
OG0001568	Pras.g_01674	Syap.g_00842
OG0001584	Pras.g_01832	Syap.g_00183
OG0001587	Pras.g_00610	Syap.g_02669
OG0001613	Pras.g_00706	Syap.g_00597
OG0001632	Pras.g_00154	Syap.g_02524
OG0001647	Pras.g_01125	Syap.g_01370
OG0001713	Pras.g_00908	Syap.g_00349
OG0001745	Pras.g_00435	Syap.g_02401
OG0001755	Pras.g_00305	Syap.g_00250
OG0001919	Pras.g_01251	Syap.g_01968
OG0001924	Pras.g_00517	Syap.g_00381
OG0001925	Pras.g_00518	Syap.g_00382
OG0001926	Pras.g_00519	Syap.g_00383
OG0001927	Pras.g_00520	Syap.g_00384
OG0001959	Pras.g_00228	Syap.g_02163
OG0001994	Pras.g_00516	Syap.g_00380
OG0002015	Pras.g_00315	Syap.g_02069
OG0002026	Pras.g_01250	Syap.g_00821
OG0002098	Pras.g_00287, Pras.g_00284	Syap.g_02161
OG0002156	Pras.g_00891	Syap.g_01621
OG0002349	Pras.g_00595	Syap.g_01515
OG0002771	Pras.g_00275	Syap.g_00878
OG0005658	Pras.g_00760	Syap.g_02458
