Orthogroup	Pras	Syad
OG0001171	Pras.g_00602	Syad.g_02503
OG0001172	Pras.g_00616	Syad.g_00594
OG0001173	Pras.g_00617	Syad.g_00595
OG0001174	Pras.g_00625	Syad.g_00603
OG0001175	Pras.g_00626	Syad.g_00604
OG0001176	Pras.g_00633	Syad.g_00644
OG0001177	Pras.g_00636	Syad.g_00641
OG0001178	Pras.g_00641	Syad.g_02629
OG0001179	Pras.g_00671	Syad.g_00675
OG0001180	Pras.g_00693	Syad.g_00700
OG0001181	Pras.g_00697	Syad.g_00704
OG0001182	Pras.g_00704	Syad.g_00712
OG0001183	Pras.g_00708	Syad.g_00717
OG0001184	Pras.g_00724	Syad.g_00378
OG0001185	Pras.g_00738	Syad.g_00354
OG0001186	Pras.g_00762	Syad.g_00247
OG0001187	Pras.g_00766	Syad.g_00245
OG0001188	Pras.g_00769	Syad.g_00238
OG0001189	Pras.g_00786	Syad.g_00217
OG0001190	Pras.g_00790	Syad.g_03034
OG0001192	Pras.g_00804	Syad.g_00013
OG0001193	Pras.g_00815	Syad.g_00072
OG0001194	Pras.g_00816	Syad.g_00075
OG0001195	Pras.g_00817	Syad.g_00076
OG0001196	Pras.g_00830	Syad.g_00144
OG0001197	Pras.g_00831	Syad.g_00146
OG0001198	Pras.g_00839	Syad.g_00159
OG0001199	Pras.g_00925	Syad.g_02735
OG0001200	Pras.g_00927	Syad.g_02737
OG0001201	Pras.g_00959	Syad.g_02802
OG0001202	Pras.g_01050	Syad.g_02945
OG0001203	Pras.g_01090	Syad.g_00821
OG0001204	Pras.g_01095	Syad.g_00577
OG0001205	Pras.g_01323	Syad.g_02440
OG0001206	Pras.g_01340	Syad.g_02385
OG0001207	Pras.g_01355	Syad.g_00893
OG0001208	Pras.g_01360	Syad.g_00906
OG0001209	Pras.g_01412	Syad.g_00980
OG0001210	Pras.g_01417	Syad.g_00993
OG0001212	Pras.g_01472	Syad.g_01082
OG0001213	Pras.g_01505	Syad.g_02163
OG0001214	Pras.g_01513	Syad.g_02150
OG0001215	Pras.g_01566	Syad.g_01366
OG0001216	Pras.g_01608	Syad.g_01816
OG0001218	Pras.g_01657	Syad.g_02328
OG0001219	Pras.g_01690	Syad.g_01653
OG0001220	Pras.g_01752	Syad.g_01195
OG0001221	Pras.g_01812	Syad.g_01950
OG0001222	Pras.g_01851	Syad.g_01770
OG0001223	Pras.g_01877	Syad.g_01715
OG0001224	Pras.g_01930	Syad.g_01286
OG0001225	Pras.g_01932	Syad.g_01288
OG0001226	Pras.g_01958	Syad.g_02100
OG0001227	Pras.g_01976	Syad.g_00029
OG0001228	Pras.g_00102	Syad.g_02460
OG0001229	Pras.g_00248	Syad.g_01314
OG0001231	Pras.g_00450	Syad.g_00179
OG0001232	Pras.g_00573	Syad.g_02658
OG0001233	Pras.g_00593	Syad.g_02493
OG0001234	Pras.g_00628	Syad.g_00608
OG0001235	Pras.g_00638	Syad.g_00633
OG0001236	Pras.g_00721	Syad.g_00412
OG0001237	Pras.g_00725	Syad.g_00376
OG0001238	Pras.g_00801	Syad.g_00007
OG0001240	Pras.g_00944	Syad.g_02785
OG0001241	Pras.g_00952	Syad.g_02795
OG0001242	Pras.g_00970	Syad.g_02827
OG0001243	Pras.g_00976	Syad.g_02841
OG0001244	Pras.g_00992	Syad.g_02873
OG0001245	Pras.g_01233	Syad.g_02223
OG0001246	Pras.g_01382	Syad.g_00933
OG0001247	Pras.g_01559	Syad.g_01837
OG0001248	Pras.g_01561	Syad.g_01843
OG0001249	Pras.g_01679	Syad.g_00756
OG0001250	Pras.g_01741	Syad.g_01227
OG0001251	Pras.g_01789	Syad.g_00083
OG0001252	Pras.g_01925	Syad.g_01279
OG0001253	Pras.g_01977	Syad.g_02037
OG0001254	Pras.g_00025	Syad.g_01528
OG0001255	Pras.g_00040	Syad.g_02224
OG0001256	Pras.g_00443	Syad.g_02609
OG0001257	Pras.g_00449	Syad.g_02210
OG0001258	Pras.g_00547	Syad.g_02619
OG0001260	Pras.g_00608	Syad.g_02514
OG0001261	Pras.g_00679	Syad.g_00684
OG0001262	Pras.g_00784	Syad.g_00219
OG0001263	Pras.g_00979	Syad.g_02844
OG0001265	Pras.g_00969	Syad.g_02825
OG0001266	Pras.g_01054	Syad.g_02949
OG0001267	Pras.g_01132	Syad.g_00523
OG0001268	Pras.g_01192	Syad.g_00767
OG0001270	Pras.g_01312	Syad.g_02453
OG0001271	Pras.g_01350	Syad.g_02356
OG0001272	Pras.g_01364	Syad.g_00910
OG0001273	Pras.g_01507	Syad.g_02157
OG0001274	Pras.g_01579	Syad.g_02988
OG0001275	Pras.g_01888	Syad.g_01699
OG0001276	Pras.g_01909	Syad.g_01683
OG0001277	Pras.g_01966	Syad.g_00127
OG0001278	Pras.g_00107	Syad.g_01445
OG0001279	Pras.g_00152	Syad.g_02248
OG0001280	Pras.g_00208	Syad.g_02402
OG0001282	Pras.g_00251	Syad.g_00890
OG0001283	Pras.g_00270	Syad.g_00138
OG0001284	Pras.g_00423	Syad.g_02585
OG0001285	Pras.g_00576	Syad.g_02043
OG0001286	Pras.g_00691	Syad.g_00698
OG0001287	Pras.g_00745	Syad.g_00346
OG0001288	Pras.g_00754	Syad.g_00326
OG0001289	Pras.g_00938	Syad.g_02767
OG0001290	Pras.g_00951	Syad.g_02794
OG0001291	Pras.g_00986	Syad.g_02854
OG0001292	Pras.g_01100	Syad.g_00572
OG0001293	Pras.g_01113	Syad.g_00549
OG0001294	Pras.g_01231	Syad.g_01597
OG0001295	Pras.g_01345	Syad.g_00997
OG0001296	Pras.g_01387	Syad.g_00939
OG0001297	Pras.g_01392	Syad.g_00943
OG0001298	Pras.g_01453	Syad.g_01055
OG0001299	Pras.g_01542	Syad.g_01591
OG0001300	Pras.g_01569	Syad.g_01339
OG0001301	Pras.g_01572	Syad.g_01303
OG0001302	Pras.g_01688	Syad.g_02123
OG0001303	Pras.g_01892	Syad.g_01655
OG0001304	Pras.g_01919	Syad.g_01669
OG0001305	Pras.g_01938	Syad.g_01296
OG0001306	Pras.g_00042	Syad.g_01119
OG0001307	Pras.g_00233	Syad.g_00626
OG0001309	Pras.g_00447	Syad.g_00950
OG0001310	Pras.g_00562	Syad.g_02638
OG0001311	Pras.g_01911	Syad.g_01681
OG0001314	Pras.g_01639	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Pras.g_00913	Syad.g_00715
OG0001316	Pras.g_00991	Syad.g_02861
OG0001317	Pras.g_01086	Syad.g_00814
OG0001318	Pras.g_01108	Syad.g_00557
OG0001321	Pras.g_01329	Syad.g_02423
OG0001322	Pras.g_01330	Syad.g_02422
OG0001323	Pras.g_01397	Syad.g_00953
OG0001324	Pras.g_01570	Syad.g_01338
OG0001325	Pras.g_01611	Syad.g_01811
OG0001326	Pras.g_01777	Syad.g_00092
OG0001327	Pras.g_01950	Syad.g_01605
OG0001328	Pras.g_01975	Syad.g_01638
OG0001329	Pras.g_00017	Syad.g_00866
OG0001330	Pras.g_00177	Syad.g_02395
OG0001332	Pras.g_00394	Syad.g_02535
OG0001333	Pras.g_00587	Syad.g_02487
OG0001334	Pras.g_00711	Syad.g_00725
OG0001335	Pras.g_00712	Syad.g_00726
OG0001336	Pras.g_00827	Syad.g_00139
OG0001339	Pras.g_00954	Syad.g_02797
OG0001340	Pras.g_01180	Syad.g_00742
OG0001341	Pras.g_01647	Syad.g_01312
OG0001343	Pras.g_01786	Syad.g_00079
OG0001344	Pras.g_00060	Syad.g_01157
OG0001345	Pras.g_00075	Syad.g_01188
OG0001346	Pras.g_00210	Syad.g_02406
OG0001349	Pras.g_00292	Syad.g_02663
OG0001352	Pras.g_01556	Syad.g_00969
OG0001355	Pras.g_00144	Syad.g_02116
OG0001358	Pras.g_01496	Syad.g_02179
OG0001359	Pras.g_01787	Syad.g_00078
OG0001360	Pras.g_01978	Syad.g_01191
OG0001361	Pras.g_00072	Syad.g_01185
OG0001362	Pras.g_00364	Syad.g_02294
OG0001363	Pras.g_00366	Syad.g_02296
OG0001364	Pras.g_00714	Syad.g_00431
OG0001369	Pras.g_00943	Syad.g_02784
OG0001370	Pras.g_01337	Syad.g_02045, Syad.g_02124
OG0001373	Pras.g_01776	Syad.g_00091
OG0001374	Pras.g_01784	Syad.g_00099
OG0001375	Pras.g_01785	Syad.g_00080
OG0001376	Pras.g_01944	Syad.g_00015
OG0001377	Pras.g_01945	Syad.g_00014
OG0001378	Pras.g_01987	Syad.g_02454
OG0001381	Pras.g_00244	Syad.g_01266, Syad.g_00614
OG0001385	Pras.g_01773	Syad.g_00088
OG0001386	Pras.g_01774	Syad.g_00089
OG0001387	Pras.g_01775	Syad.g_00090
OG0001388	Pras.g_01778	Syad.g_00093
OG0001389	Pras.g_01779	Syad.g_00094
OG0001390	Pras.g_01780	Syad.g_00095
OG0001391	Pras.g_01781	Syad.g_00096
OG0001392	Pras.g_01782	Syad.g_00097
OG0001393	Pras.g_01783	Syad.g_00098
OG0001394	Pras.g_01816	Syad.g_01920
OG0001395	Pras.g_01921	Syad.g_01792
OG0001397	Pras.g_00365	Syad.g_02295
OG0001399	Pras.g_00630	Syad.g_02336
OG0001403	Pras.g_00872	Syad.g_00197
OG0001404	Pras.g_00920	Syad.g_02727
OG0001405	Pras.g_01178	Syad.g_00728
OG0001407	Pras.g_01956	Syad.g_00970
OG0001408	Pras.g_01961	Syad.g_01431
OG0001410	Pras.g_00234	Syad.g_00627
OG0001413	Pras.g_00438	Syad.g_02113
OG0001414	Pras.g_01081	Syad.g_00615
OG0001416	Pras.g_01336	Syad.g_02410
OG0001417	Pras.g_01347	Syad.g_01729
OG0001419	Pras.g_01957	Syad.g_00971
OG0001420	Pras.g_01996	Syad.g_00963
OG0001421	Pras.g_00444	Syad.g_02105, Syad.g_02039
OG0001423	Pras.g_01277, Pras.g_01276	Syad.g_02707, Syad.g_02708
OG0001428	Pras.g_01023	Syad.g_02906
OG0001429	Pras.g_01691	Syad.g_01656
OG0001430	Pras.g_00172	Syad.g_03026
OG0001431	Pras.g_00175	Syad.g_00393
OG0001432	Pras.g_00436	Syad.g_01382
OG0001435	Pras.g_01797	Syad.g_01612
OG0001439	Pras.g_01159	Syad.g_00476
OG0001442	Pras.g_01637	Syad.g_01906
OG0001447	Pras.g_00977	Syad.g_02842
OG0001448	Pras.g_01220	Syad.g_02723
OG0001449	Pras.g_01254, Pras.g_01253	Syad.g_00583
OG0001453	Pras.g_01882	Syad.g_01709
OG0001454	Pras.g_01971	Syad.g_02101
OG0001456	Pras.g_00033	Syad.g_00101
OG0001457	Pras.g_00034	Syad.g_00102
OG0001458	Pras.g_00035	Syad.g_00103
OG0001462	Pras.g_00876	Syad.g_00204
OG0001463	Pras.g_01138	Syad.g_01264
OG0001464	Pras.g_01181	Syad.g_00743
OG0001465	Pras.g_01578	Syad.g_01830
OG0001471	Pras.g_00439	Syad.g_00484
OG0001473	Pras.g_00763	Syad.g_02127
OG0001474	Pras.g_01193	Syad.g_00768
OG0001475	Pras.g_00306	Syad.g_02464
OG0001479	Pras.g_01190	Syad.g_00765
OG0001480	Pras.g_01222	Syad.g_01194
OG0001482	Pras.g_01334	Syad.g_01719
OG0001492	Pras.g_00104	Syad.g_01448
OG0001493	Pras.g_00112	Syad.g_01439
OG0001499	Pras.g_00912	Syad.g_02081
OG0001502	Pras.g_01671	Syad.g_01202
OG0001505	Pras.g_00307	Syad.g_00259
OG0001520	Pras.g_01246	Syad.g_01039
OG0001522	Pras.g_01733	Syad.g_01243
OG0001525	Pras.g_00455	Syad.g_00036
OG0001547	Pras.g_01673	Syad.g_01963
OG0001548	Pras.g_01677	Syad.g_02092
OG0001551	Pras.g_00032	Syad.g_01256
OG0001554	Pras.g_00445	Syad.g_03031
OG0001555	Pras.g_00459	Syad.g_01923
OG0001564	Pras.g_00320, Pras.g_00300	Syad.g_01539
OG0001567	Pras.g_01672	Syad.g_01965
OG0001568	Pras.g_01674	Syad.g_01961
OG0001582	Pras.g_01346	Syad.g_02086
OG0001585	Pras.g_00155	Syad.g_02678
OG0001602	Pras.g_01577	Syad.g_01831
OG0001625	Pras.g_01110	Syad.g_00555
OG0001647	Pras.g_01125	Syad.g_00531
OG0001713	Pras.g_00908	Syad.g_01164
OG0001755	Pras.g_00305	Syad.g_00949
OG0001923	Pras.g_00276	Syad.g_00251, Syad.g_00317
OG0001924	Pras.g_00517	Syad.g_02188
OG0001925	Pras.g_00518	Syad.g_02189
OG0001926	Pras.g_00519	Syad.g_02190
OG0001927	Pras.g_00520	Syad.g_02191
OG0001959	Pras.g_00228	Syad.g_00304, Syad.g_00305
OG0001993	Pras.g_00515	Syad.g_02186
OG0001994	Pras.g_00516	Syad.g_02187
OG0002015	Pras.g_00315	Syad.g_00443
OG0002112	Pras.g_01258	Syad.g_00494
OG0002157	Pras.g_01259	Syad.g_00493
OG0002158	Pras.g_01257	Syad.g_00495
OG0002618	Pras.g_00501	Syad.g_00382
OG0002785	Pras.g_01591	Syad.g_02531
