Orthogroup	Syag	Prar
OG0001165	Syag.g_01685	Prar.g_01144
OG0001166	Syag.g_01715	Prar.g_01124
OG0001167	Syag.g_02383	Prar.g_01959
OG0001168	Syag.g_01740	Prar.g_01957
OG0001169	Syag.g_01742	Prar.g_00596
OG0001170	Syag.g_01744	Prar.g_00598
OG0001171	Syag.g_01755	Prar.g_00607
OG0001172	Syag.g_02693	Prar.g_01111
OG0001173	Syag.g_02694	Prar.g_01110
OG0001174	Syag.g_02703	Prar.g_01102
OG0001175	Syag.g_02704	Prar.g_01101
OG0001176	Syag.g_02723	Prar.g_01094
OG0001177	Syag.g_02720	Prar.g_01091
OG0001178	Syag.g_01694	Prar.g_01086
OG0001179	Syag.g_02754	Prar.g_01043
OG0001180	Syag.g_02780	Prar.g_01022
OG0001181	Syag.g_02784	Prar.g_01018
OG0001182	Syag.g_02793	Prar.g_01011
OG0001183	Syag.g_02798	Prar.g_00618
OG0001184	Syag.g_02428	Prar.g_00634
OG0001185	Syag.g_02399	Prar.g_00648
OG0001186	Syag.g_02364	Prar.g_00670
OG0001187	Syag.g_02361	Prar.g_00674
OG0001188	Syag.g_02359	Prar.g_00676
OG0001189	Syag.g_02334	Prar.g_00693
OG0001190	Syag.g_02126	Prar.g_00697
OG0001191	Syag.g_02142	Prar.g_00707
OG0001192	Syag.g_02149	Prar.g_00074
OG0001193	Syag.g_02182	Prar.g_00064
OG0001194	Syag.g_02185	Prar.g_00063
OG0001195	Syag.g_02186	Prar.g_00062
OG0001196	Syag.g_02254	Prar.g_00049
OG0001197	Syag.g_02256	Prar.g_00048
OG0001198	Syag.g_02269	Prar.g_00041
OG0001199	Syag.g_01825	Prar.g_00254
OG0001200	Syag.g_01827	Prar.g_00252
OG0001201	Syag.g_01886	Prar.g_00220
OG0001202	Syag.g_02032	Prar.g_00128
OG0001203	Syag.g_01783	Prar.g_00089
OG0001204	Syag.g_02673	Prar.g_00084
OG0001206	Syag.g_01328	Prar.g_00511
OG0001207	Syag.g_01536	Prar.g_00527
OG0001208	Syag.g_01526	Prar.g_00532
OG0001209	Syag.g_01451	Prar.g_01365
OG0001210	Syag.g_01442	Prar.g_01370
OG0001211	Syag.g_00272	Prar.g_01380
OG0001212	Syag.g_00334	Prar.g_01426
OG0001213	Syag.g_00394	Prar.g_01459
OG0001214	Syag.g_00412	Prar.g_01467
OG0001215	Syag.g_01014	Prar.g_01520
OG0001216	Syag.g_00920	Prar.g_01601
OG0001217	Syag.g_00151	Prar.g_01638
OG0001219	Syag.g_00767	Prar.g_01672
OG0001220	Syag.g_00743	Prar.g_01735
OG0001221	Syag.g_00628	Prar.g_01787
OG0001222	Syag.g_00797	Prar.g_01825
OG0001223	Syag.g_00843	Prar.g_01851
OG0001224	Syag.g_00969	Prar.g_01900
OG0001225	Syag.g_00971	Prar.g_01902
OG0001226	Syag.g_01835	Prar.g_01928
OG0001227	Syag.g_01240	Prar.g_01947
OG0001228	Syag.g_00709	Prar.g_01218
OG0001229	Syag.g_00997	Prar.g_00913
OG0001230	Syag.g_01430	Prar.g_00347
OG0001231	Syag.g_02289	Prar.g_00751
OG0001232	Syag.g_01724	Prar.g_01120
OG0001233	Syag.g_01745	Prar.g_00599
OG0001234	Syag.g_02708	Prar.g_01099
OG0001235	Syag.g_02715	Prar.g_01089
OG0001236	Syag.g_02432	Prar.g_00631
OG0001237	Syag.g_02426	Prar.g_00635
OG0001238	Syag.g_02144	Prar.g_00708
OG0001239	Syag.g_01822	Prar.g_00547
OG0001240	Syag.g_01869	Prar.g_00235
OG0001241	Syag.g_01879	Prar.g_00227
OG0001243	Syag.g_01920	Prar.g_00203
OG0001244	Syag.g_01948	Prar.g_00187
OG0001245	Syag.g_00213	Prar.g_00441
OG0001246	Syag.g_01498	Prar.g_01335
OG0001247	Syag.g_00710	Prar.g_01513
OG0001248	Syag.g_00175	Prar.g_01515
OG0001249	Syag.g_02837	Prar.g_01661
OG0001250	Syag.g_00725	Prar.g_01724
OG0001251	Syag.g_00472	Prar.g_01760
OG0001252	Syag.g_00960	Prar.g_01895
OG0001253	Syag.g_00094	Prar.g_01948
OG0001254	Syag.g_02165	Prar.g_01294
OG0001255	Syag.g_00440	Prar.g_01279
OG0001256	Syag.g_01673	Prar.g_00758
OG0001257	Syag.g_00217, Syag.g_00176	Prar.g_00752
OG0001258	Syag.g_01683	Prar.g_01146
OG0001259	Syag.g_01743	Prar.g_00597
OG0001260	Syag.g_01763	Prar.g_00613
OG0001261	Syag.g_02763	Prar.g_01035
OG0001262	Syag.g_02336	Prar.g_00691
OG0001263	Syag.g_01923	Prar.g_00200
OG0001265	Syag.g_01910	Prar.g_00210
OG0001266	Syag.g_02036	Prar.g_00124
OG0001267	Syag.g_02598	Prar.g_00307
OG0001268	Syag.g_02850	Prar.g_00399
OG0001269	Syag.g_00480	Prar.g_00419
OG0001270	Syag.g_00030	Prar.g_00482
OG0001271	Syag.g_01353	Prar.g_00522
OG0001272	Syag.g_01522	Prar.g_00536
OG0001273	Syag.g_00405	Prar.g_01461
OG0001274	Syag.g_02076	Prar.g_01533
OG0001275	Syag.g_00857	Prar.g_01860
OG0001276	Syag.g_00874	Prar.g_01879
OG0001278	Syag.g_01054	Prar.g_01213
OG0001280	Syag.g_01189	Prar.g_00956
OG0001281	Syag.g_01219	Prar.g_00950
OG0001282	Syag.g_01538	Prar.g_00910
OG0001283	Syag.g_02248	Prar.g_00891
OG0001284	Syag.g_01656	Prar.g_00777
OG0001285	Syag.g_00142, Syag.g_02205	Prar.g_01966
OG0001287	Syag.g_02391	Prar.g_00655
OG0001288	Syag.g_02373	Prar.g_00663
OG0001289	Syag.g_01850	Prar.g_00241
OG0001290	Syag.g_01878	Prar.g_00228
OG0001291	Syag.g_01933	Prar.g_00193
OG0001292	Syag.g_02667	Prar.g_00079
OG0001293	Syag.g_02625	Prar.g_00326
OG0001294	Syag.g_00593	Prar.g_00439
OG0001295	Syag.g_00968	Prar.g_00516
OG0001296	Syag.g_01492	Prar.g_01340
OG0001298	Syag.g_00309	Prar.g_01406
OG0001299	Syag.g_00582	Prar.g_01496
OG0001300	Syag.g_01003	Prar.g_01523
OG0001301	Syag.g_00987	Prar.g_01526
OG0001302	Syag.g_00442	Prar.g_01670
OG0001303	Syag.g_00769	Prar.g_01864
OG0001304	Syag.g_00890	Prar.g_01889
OG0001305	Syag.g_00981	Prar.g_01908
OG0001306	Syag.g_01160	Prar.g_01277
OG0001307	Syag.g_00577	Prar.g_00928
OG0001308	Syag.g_01406	Prar.g_00837
OG0001309	Syag.g_01482	Prar.g_00754
OG0001311	Syag.g_00876	Prar.g_01881
OG0001312	Syag.g_00779	Prar.g_01814
OG0001315	Syag.g_02796	Prar.g_00556
OG0001316	Syag.g_01940	Prar.g_00188
OG0001317	Syag.g_01787	Prar.g_00093
OG0001318	Syag.g_02633	Prar.g_00331
OG0001319	Syag.g_02609	Prar.g_00315
OG0001321	Syag.g_00050	Prar.g_00499
OG0001322	Syag.g_00051	Prar.g_00500
OG0001323	Syag.g_01479	Prar.g_01349
OG0001324	Syag.g_01002	Prar.g_01524
OG0001325	Syag.g_00916	Prar.g_01604
OG0001326	Syag.g_02190, Syag.g_02195	Prar.g_01547
OG0001328	Syag.g_00620	Prar.g_01946
OG0001329	Syag.g_00498	Prar.g_01302
OG0001330	Syag.g_01181	Prar.g_00977
OG0001331	Syag.g_01543	Prar.g_00905
OG0001332	Syag.g_01611	Prar.g_00804
OG0001333	Syag.g_01739	Prar.g_01958
OG0001334	Syag.g_02807	Prar.g_00621
OG0001335	Syag.g_02808	Prar.g_00622
OG0001336	Syag.g_02249	Prar.g_00052
OG0001339	Syag.g_01881	Prar.g_00225
OG0001341	Syag.g_00233	Prar.g_01636
OG0001343	Syag.g_00562	Prar.g_01757
OG0001344	Syag.g_01136	Prar.g_01259
OG0001345	Syag.g_01108	Prar.g_01244
OG0001346	Syag.g_01193	Prar.g_00954
OG0001348	Syag.g_00941	Prar.g_00732
OG0001349	Syag.g_02479	Prar.g_00867
OG0001351	Syag.g_00055	Prar.g_00502
OG0001352	Syag.g_01459	Prar.g_01510
OG0001356	Syag.g_00942	Prar.g_01181
OG0001358	Syag.g_00374	Prar.g_01450
OG0001359	Syag.g_00561	Prar.g_01758
OG0001360	Syag.g_01106	Prar.g_01949
OG0001361	Syag.g_01111	Prar.g_01247
OG0001364	Syag.g_02448	Prar.g_00624
OG0001365	Syag.g_02131	Prar.g_00701
OG0001369	Syag.g_01868	Prar.g_00236
OG0001370	Syag.g_01660, Syag.g_01395, Syag.g_02204	Prar.g_00508
OG0001373	Syag.g_02194	Prar.g_01548
OG0001374	Syag.g_02202	Prar.g_01540
OG0001375	Syag.g_00563	Prar.g_01756
OG0001376	Syag.g_02153	Prar.g_01914
OG0001377	Syag.g_02152	Prar.g_01915
OG0001378	Syag.g_00028	Prar.g_01325
OG0001380	Syag.g_00252	Prar.g_00923
OG0001385	Syag.g_02191	Prar.g_01551
OG0001386	Syag.g_02192	Prar.g_01550
OG0001387	Syag.g_02193	Prar.g_01549
OG0001388	Syag.g_02196	Prar.g_01546
OG0001389	Syag.g_02197	Prar.g_01545
OG0001390	Syag.g_02198	Prar.g_01544
OG0001391	Syag.g_02199	Prar.g_01543
OG0001392	Syag.g_02200	Prar.g_01542
OG0001393	Syag.g_02201	Prar.g_01541
OG0001395	Syag.g_00898	Prar.g_01891
OG0001403	Syag.g_02308	Prar.g_00008
OG0001404	Syag.g_01818	Prar.g_00550
OG0001405	Syag.g_02810	Prar.g_00261
OG0001406	Syag.g_02154	Prar.g_01913
OG0001408	Syag.g_00450	Prar.g_01932, Prar.g_01931
OG0001409	Syag.g_01125	Prar.g_01256
OG0001410	Syag.g_00576	Prar.g_00927
OG0001413	Syag.g_00224	Prar.g_00763
OG0001416	Syag.g_01198	Prar.g_00507
OG0001417	Syag.g_00829	Prar.g_00518, Prar.g_00519
OG0001419	Syag.g_01466	Prar.g_01927
OG0001420	Syag.g_01465	Prar.g_01316
OG0001428	Syag.g_01981	Prar.g_00155
OG0001429	Syag.g_00770	Prar.g_01673
OG0001432	Syag.g_00448	Prar.g_00764
OG0001433	Syag.g_00943	Prar.g_01180
OG0001435	Syag.g_00605	Prar.g_01772
OG0001438	Syag.g_02583	Prar.g_00294
OG0001439	Syag.g_02554	Prar.g_00280
OG0001442	Syag.g_00648	Prar.g_01629
OG0001447	Syag.g_01921	Prar.g_00202
OG0001448	Syag.g_01350	Prar.g_00427
OG0001452	Syag.g_02638	Prar.g_01762
OG0001453	Syag.g_00849	Prar.g_01854
OG0001454	Syag.g_00204	Prar.g_01942
OG0001456	Syag.g_02212	Prar.g_01286
OG0001457	Syag.g_02213	Prar.g_01285
OG0001458	Syag.g_02214	Prar.g_01284
OG0001459	Syag.g_00535	Prar.g_00996
OG0001462	Syag.g_02315	Prar.g_00003
OG0001465	Syag.g_00940	Prar.g_01532
OG0001467	Syag.g_01322	Prar.g_01662
OG0001470	Syag.g_02420	Prar.g_00889
OG0001471	Syag.g_02563	Prar.g_00762
OG0001472	Syag.g_00104	Prar.g_00755
OG0001473	Syag.g_00471	Prar.g_00671
OG0001474	Syag.g_02851	Prar.g_00400
OG0001475	Syag.g_02418	Prar.g_00887
OG0001479	Syag.g_02848	Prar.g_00397
OG0001480	Syag.g_00451	Prar.g_00429
OG0001482	Syag.g_00839	Prar.g_00505
OG0001486	Syag.g_01143	Prar.g_01265
OG0001492	Syag.g_01057	Prar.g_01216
OG0001493	Syag.g_01045	Prar.g_01208
OG0001502	Syag.g_00739	Prar.g_01657
OG0001504	Syag.g_00534	Prar.g_00995
OG0001507	Syag.g_01794, Syag.g_00083	Prar.g_00714
OG0001508	Syag.g_02421	Prar.g_00890
OG0001520	Syag.g_00294	Prar.g_00454, Prar.g_00455
OG0001528	Syag.g_02419	Prar.g_00888
OG0001546	Syag.g_01473	Prar.g_01354
OG0001551	Syag.g_01019	Prar.g_01287
OG0001553	Syag.g_01424	Prar.g_00342
OG0001554	Syag.g_02124	Prar.g_00756
OG0001565	Syag.g_00449	Prar.g_00475
OG0001572	Syag.g_00086	Prar.g_01192
OG0001582	Syag.g_00198	Prar.g_00517
OG0001588	Syag.g_02446	Prar.g_00363
OG0001602	Syag.g_00939	Prar.g_01531
OG0001625	Syag.g_02631	Prar.g_00329
OG0001633	Syag.g_01608	Prar.g_00914
OG0001647	Syag.g_02607	Prar.g_00314
OG0001704	Syag.g_02512	Prar.g_01198
OG0001709	Syag.g_02478	Prar.g_00868
OG0001712	Syag.g_00089	Prar.g_00472
OG0001713	Syag.g_01128	Prar.g_00560
OG0001726	Syag.g_00747	Prar.g_00469
OG0001919	Syag.g_00444	Prar.g_00461
OG0001924	Syag.g_00366	Prar.g_01574
OG0001925	Syag.g_00365	Prar.g_01573
OG0001926	Syag.g_00364	Prar.g_01572
OG0001927	Syag.g_00363	Prar.g_01571
OG0001993	Syag.g_00368	Prar.g_01576
OG0001994	Syag.g_00367	Prar.g_01575
OG0002110	Syag.g_00103	Prar.g_01553, Prar.g_01556
OG0002156	Syag.g_01303	Prar.g_00583, Prar.g_00582
OG0002425	Syag.g_02484	Prar.g_00379
OG0002426	Syag.g_02507	Prar.g_00384
OG0002695	Syag.g_02482	Prar.g_00378
OG0002897	Syag.g_02498	Prar.g_00855
OG0003174	Syag.g_02022	Prar.g_01594
