Orthogroup	Syag	Prau
OG0001160	Syag.g_01666	Prau.g_01606
OG0001161	Syag.g_02163	Prau.g_01619
OG0001162	Syag.g_01238	Prau.g_01630
OG0001163	Syag.g_01674	Prau.g_01724
OG0001164	Syag.g_01680	Prau.g_01728
OG0001165	Syag.g_01685	Prau.g_01731
OG0001166	Syag.g_01715	Prau.g_01751
OG0001167	Syag.g_02383	Prau.g_01768
OG0001168	Syag.g_01740	Prau.g_01770
OG0001169	Syag.g_01742	Prau.g_01772
OG0001170	Syag.g_01744	Prau.g_01774
OG0001171	Syag.g_01755	Prau.g_01783
OG0001172	Syag.g_02693	Prau.g_01797
OG0001173	Syag.g_02694	Prau.g_01798
OG0001174	Syag.g_02703	Prau.g_01806
OG0001175	Syag.g_02704	Prau.g_01807
OG0001176	Syag.g_02723	Prau.g_01814
OG0001177	Syag.g_02720	Prau.g_01817
OG0001178	Syag.g_01694	Prau.g_01822
OG0001179	Syag.g_02754	Prau.g_01853
OG0001180	Syag.g_02780	Prau.g_01875
OG0001181	Syag.g_02784	Prau.g_01879
OG0001182	Syag.g_02793	Prau.g_01886
OG0001183	Syag.g_02798	Prau.g_01890
OG0001184	Syag.g_02428	Prau.g_01906
OG0001185	Syag.g_02399	Prau.g_01920
OG0001186	Syag.g_02364	Prau.g_01943
OG0001187	Syag.g_02361	Prau.g_01947
OG0001188	Syag.g_02359	Prau.g_01950
OG0001189	Syag.g_02334	Prau.g_01967
OG0001190	Syag.g_02126	Prau.g_01971
OG0001191	Syag.g_02142	Prau.g_01981
OG0001192	Syag.g_02149	Prau.g_01985
OG0001193	Syag.g_02182	Prau.g_01995
OG0001194	Syag.g_02185	Prau.g_01996
OG0001195	Syag.g_02186	Prau.g_01997
OG0001196	Syag.g_02254	Prau.g_02010
OG0001197	Syag.g_02256	Prau.g_02011
OG0001198	Syag.g_02269	Prau.g_02019
OG0001199	Syag.g_01825	Prau.g_00075
OG0001200	Syag.g_01827	Prau.g_00077
OG0001201	Syag.g_01886	Prau.g_00109
OG0001202	Syag.g_02032	Prau.g_00200
OG0001203	Syag.g_01783	Prau.g_00239
OG0001204	Syag.g_02673	Prau.g_00245
OG0001206	Syag.g_01328	Prau.g_00504
OG0001207	Syag.g_01536	Prau.g_00518
OG0001208	Syag.g_01526	Prau.g_00523
OG0001209	Syag.g_01451	Prau.g_00575
OG0001210	Syag.g_01442	Prau.g_00580
OG0001211	Syag.g_00272	Prau.g_00590
OG0001212	Syag.g_00334	Prau.g_00634
OG0001213	Syag.g_00394	Prau.g_00669
OG0001214	Syag.g_00412	Prau.g_00677
OG0001215	Syag.g_01014	Prau.g_00730
OG0001216	Syag.g_00920	Prau.g_00757
OG0001217	Syag.g_00151	Prau.g_00800
OG0001218	Syag.g_01364	Prau.g_00809
OG0001219	Syag.g_00767	Prau.g_00843
OG0001220	Syag.g_00743	Prau.g_00906
OG0001221	Syag.g_00628	Prau.g_00967
OG0001222	Syag.g_00797	Prau.g_01007
OG0001223	Syag.g_00843	Prau.g_01033
OG0001224	Syag.g_00969	Prau.g_01085
OG0001225	Syag.g_00971	Prau.g_01087
OG0001226	Syag.g_01835	Prau.g_01112
OG0001227	Syag.g_01240	Prau.g_01130
OG0001228	Syag.g_00709	Prau.g_01251
OG0001229	Syag.g_00997	Prau.g_01407
OG0001230	Syag.g_01430	Prau.g_01520
OG0001231	Syag.g_02289	Prau.g_01628
OG0001232	Syag.g_01724	Prau.g_01755
OG0001233	Syag.g_01745	Prau.g_01775
OG0001234	Syag.g_02708	Prau.g_01809
OG0001235	Syag.g_02715	Prau.g_01819
OG0001236	Syag.g_02432	Prau.g_01903
OG0001237	Syag.g_02426	Prau.g_01907
OG0001238	Syag.g_02144	Prau.g_01982
OG0001240	Syag.g_01869	Prau.g_00094
OG0001241	Syag.g_01879	Prau.g_00102
OG0001243	Syag.g_01920	Prau.g_00126
OG0001244	Syag.g_01948	Prau.g_00142
OG0001245	Syag.g_00213	Prau.g_00383
OG0001246	Syag.g_01498	Prau.g_00545
OG0001247	Syag.g_00710	Prau.g_00723
OG0001248	Syag.g_00175	Prau.g_00725
OG0001249	Syag.g_02837	Prau.g_00832
OG0001250	Syag.g_00725	Prau.g_00894
OG0001251	Syag.g_00472	Prau.g_00943
OG0001252	Syag.g_00960	Prau.g_01080
OG0001253	Syag.g_00094	Prau.g_01131
OG0001254	Syag.g_02165	Prau.g_01176
OG0001255	Syag.g_00440	Prau.g_01191
OG0001256	Syag.g_01673	Prau.g_01621
OG0001257	Syag.g_00217, Syag.g_00176	Prau.g_01627
OG0001258	Syag.g_01683	Prau.g_01729
OG0001259	Syag.g_01743	Prau.g_01773
OG0001260	Syag.g_01763	Prau.g_01789
OG0001261	Syag.g_02763	Prau.g_01861
OG0001262	Syag.g_02336	Prau.g_01965
OG0001263	Syag.g_01923	Prau.g_00129
OG0001265	Syag.g_01910	Prau.g_00119
OG0001266	Syag.g_02036	Prau.g_00204
OG0001267	Syag.g_02598	Prau.g_00282
OG0001268	Syag.g_02850	Prau.g_00341
OG0001269	Syag.g_00480	Prau.g_00361
OG0001270	Syag.g_00030	Prau.g_00475
OG0001271	Syag.g_01353	Prau.g_00513
OG0001272	Syag.g_01522	Prau.g_00527
OG0001273	Syag.g_00405	Prau.g_00671
OG0001274	Syag.g_02076	Prau.g_00743
OG0001275	Syag.g_00857	Prau.g_01043
OG0001276	Syag.g_00874	Prau.g_01064
OG0001278	Syag.g_01054	Prau.g_01256
OG0001279	Syag.g_00490	Prau.g_01320
OG0001280	Syag.g_01189	Prau.g_01370
OG0001281	Syag.g_01219	Prau.g_01376
OG0001282	Syag.g_01538	Prau.g_01410
OG0001283	Syag.g_02248	Prau.g_01429
OG0001284	Syag.g_01656	Prau.g_01601
OG0001285	Syag.g_00142, Syag.g_02205	Prau.g_01758
OG0001286	Syag.g_02778	Prau.g_01873
OG0001287	Syag.g_02391	Prau.g_01927
OG0001288	Syag.g_02373	Prau.g_01936
OG0001289	Syag.g_01850	Prau.g_00088
OG0001290	Syag.g_01878	Prau.g_00101
OG0001291	Syag.g_01933	Prau.g_00136
OG0001292	Syag.g_02667	Prau.g_00250
OG0001293	Syag.g_02625	Prau.g_00263
OG0001294	Syag.g_00593	Prau.g_00381
OG0001295	Syag.g_00968	Prau.g_00509
OG0001296	Syag.g_01492	Prau.g_00550
OG0001297	Syag.g_01488	Prau.g_00555
OG0001298	Syag.g_00309	Prau.g_00616
OG0001299	Syag.g_00582	Prau.g_00706
OG0001300	Syag.g_01003	Prau.g_00733
OG0001301	Syag.g_00987	Prau.g_00736
OG0001302	Syag.g_00442	Prau.g_00841
OG0001303	Syag.g_00769	Prau.g_01047
OG0001304	Syag.g_00890	Prau.g_01074
OG0001305	Syag.g_00981	Prau.g_01093
OG0001306	Syag.g_01160	Prau.g_01193
OG0001307	Syag.g_00577	Prau.g_01392
OG0001308	Syag.g_01406	Prau.g_01541
OG0001309	Syag.g_01482	Prau.g_01625
OG0001311	Syag.g_00876	Prau.g_01066
OG0001313	Syag.g_00391, Syag.g_01336, Syag.g_01335	Prau.g_00752
OG0001315	Syag.g_02796	Prau.g_00063
OG0001316	Syag.g_01940	Prau.g_00141
OG0001317	Syag.g_01787	Prau.g_00235
OG0001318	Syag.g_02633	Prau.g_00258
OG0001319	Syag.g_02609	Prau.g_00274
OG0001321	Syag.g_00050	Prau.g_00492
OG0001322	Syag.g_00051	Prau.g_00493
OG0001323	Syag.g_01479	Prau.g_00560
OG0001324	Syag.g_01002	Prau.g_00734
OG0001325	Syag.g_00916	Prau.g_00760
OG0001326	Syag.g_02190, Syag.g_02195	Prau.g_00931
OG0001328	Syag.g_00620	Prau.g_01129
OG0001329	Syag.g_00498	Prau.g_01168
OG0001330	Syag.g_01181	Prau.g_01345
OG0001331	Syag.g_01543	Prau.g_01415
OG0001332	Syag.g_01611	Prau.g_01574
OG0001333	Syag.g_01739	Prau.g_01769
OG0001334	Syag.g_02807	Prau.g_01893
OG0001335	Syag.g_02808	Prau.g_01894
OG0001336	Syag.g_02249	Prau.g_02007
OG0001339	Syag.g_01881	Prau.g_00104
OG0001341	Syag.g_00233	Prau.g_00798
OG0001343	Syag.g_00562	Prau.g_00940
OG0001344	Syag.g_01136	Prau.g_01210
OG0001345	Syag.g_01108	Prau.g_01225
OG0001346	Syag.g_01193	Prau.g_01372
OG0001349	Syag.g_02479	Prau.g_01530
OG0001351	Syag.g_00055	Prau.g_00495
OG0001352	Syag.g_01459	Prau.g_00720
OG0001358	Syag.g_00374	Prau.g_00660
OG0001359	Syag.g_00561	Prau.g_00941
OG0001360	Syag.g_01106	Prau.g_01132
OG0001361	Syag.g_01111	Prau.g_01222
OG0001364	Syag.g_02448	Prau.g_01896
OG0001365	Syag.g_02131	Prau.g_01975
OG0001369	Syag.g_01868	Prau.g_00093
OG0001370	Syag.g_01660, Syag.g_01395, Syag.g_02204	Prau.g_00501
OG0001373	Syag.g_02194	Prau.g_00930
OG0001374	Syag.g_02202	Prau.g_00938
OG0001375	Syag.g_00563	Prau.g_00939
OG0001376	Syag.g_02153	Prau.g_01098
OG0001377	Syag.g_02152	Prau.g_01099
OG0001378	Syag.g_00028	Prau.g_01141
OG0001380	Syag.g_00252	Prau.g_01397
OG0001385	Syag.g_02191	Prau.g_00927
OG0001386	Syag.g_02192	Prau.g_00928
OG0001387	Syag.g_02193	Prau.g_00929
OG0001388	Syag.g_02196	Prau.g_00932
OG0001389	Syag.g_02197	Prau.g_00933
OG0001390	Syag.g_02198	Prau.g_00934
OG0001391	Syag.g_02199	Prau.g_00935
OG0001392	Syag.g_02200	Prau.g_00936
OG0001393	Syag.g_02201	Prau.g_00937
OG0001394	Syag.g_00635	Prau.g_00971
OG0001395	Syag.g_00898	Prau.g_01076
OG0001398	Syag.g_00751	Prau.g_01653
OG0001404	Syag.g_01818	Prau.g_00070
OG0001405	Syag.g_02810	Prau.g_00328
OG0001406	Syag.g_02154	Prau.g_01097
OG0001408	Syag.g_00450	Prau.g_01115
OG0001409	Syag.g_01125	Prau.g_01213
OG0001410	Syag.g_00576	Prau.g_01393
OG0001411	Syag.g_02424	Prau.g_01452
OG0001413	Syag.g_00224	Prau.g_01616
OG0001416	Syag.g_01198	Prau.g_00500
OG0001417	Syag.g_00829	Prau.g_00511
OG0001419	Syag.g_01466	Prau.g_01111
OG0001420	Syag.g_01465	Prau.g_01150
OG0001428	Syag.g_01981	Prau.g_00173
OG0001429	Syag.g_00770	Prau.g_00844
OG0001432	Syag.g_00448	Prau.g_01614
OG0001436	Syag.g_02454, Syag.g_02453	Prau.g_01480
OG0001438	Syag.g_02583	Prau.g_00295
OG0001439	Syag.g_02554	Prau.g_00309
OG0001442	Syag.g_00648	Prau.g_00791
OG0001447	Syag.g_01921	Prau.g_00127
OG0001448	Syag.g_01350	Prau.g_00369
OG0001449	Syag.g_02676	Prau.g_00405
OG0001452	Syag.g_02638	Prau.g_00944
OG0001453	Syag.g_00849	Prau.g_01037
OG0001454	Syag.g_00204	Prau.g_01125
OG0001456	Syag.g_02212	Prau.g_01184
OG0001457	Syag.g_02213	Prau.g_01185
OG0001458	Syag.g_02214	Prau.g_01186
OG0001462	Syag.g_02315	Prau.g_00033
OG0001465	Syag.g_00940	Prau.g_00742
OG0001470	Syag.g_02420	Prau.g_01463, Prau.g_01472
OG0001471	Syag.g_02563	Prau.g_01617
OG0001472	Syag.g_00104	Prau.g_01624
OG0001473	Syag.g_00471	Prau.g_01944
OG0001474	Syag.g_02851	Prau.g_00342
OG0001475	Syag.g_02418	Prau.g_01474
OG0001479	Syag.g_02848	Prau.g_00339
OG0001480	Syag.g_00451	Prau.g_00371
OG0001482	Syag.g_00839	Prau.g_00498
OG0001484	Syag.g_02203	Prau.g_01709
OG0001492	Syag.g_01057	Prau.g_01253
OG0001493	Syag.g_01045	Prau.g_01261
OG0001494	Syag.g_02489	Prau.g_01503
OG0001495	Syag.g_02719	Prau.g_01816
OG0001502	Syag.g_00739	Prau.g_00824
OG0001507	Syag.g_01794, Syag.g_00083	Prau.g_01664
OG0001508	Syag.g_02421	Prau.g_01462
OG0001520	Syag.g_00294	Prau.g_00397
OG0001525	Syag.g_00464	Prau.g_01633
OG0001528	Syag.g_02419	Prau.g_01473, Prau.g_01464
OG0001547	Syag.g_00753	Prau.g_00826
OG0001551	Syag.g_01019	Prau.g_01183
OG0001553	Syag.g_01424	Prau.g_01525
OG0001554	Syag.g_02124	Prau.g_01623
OG0001557	Syag.g_00636	Prau.g_00972
OG0001564	Syag.g_02208	Prau.g_01501, Prau.g_01505
OG0001565	Syag.g_00449	Prau.g_00457, Prau.g_00431
OG0001567	Syag.g_00752	Prau.g_00825
OG0001568	Syag.g_00754	Prau.g_00827
OG0001572	Syag.g_00086	Prau.g_01308
OG0001582	Syag.g_00198	Prau.g_00510
OG0001586	Syag.g_02483	Prau.g_01467
OG0001602	Syag.g_00939	Prau.g_00741
OG0001625	Syag.g_02631	Prau.g_00260
OG0001633	Syag.g_01608	Prau.g_01406
OG0001647	Syag.g_02607	Prau.g_00275
OG0001709	Syag.g_02478	Prau.g_01477
OG0001712	Syag.g_00089	Prau.g_00418
OG0001726	Syag.g_00747	Prau.g_00415
OG0001897	Syag.g_02854	Prau.g_01280
OG0001919	Syag.g_00444	Prau.g_00402
OG0001924	Syag.g_00366	Prau.g_01691
OG0001925	Syag.g_00365	Prau.g_01692
OG0001926	Syag.g_00364	Prau.g_01693
OG0001927	Syag.g_00363	Prau.g_01694
OG0001993	Syag.g_00368	Prau.g_01689
OG0001994	Syag.g_00367	Prau.g_01690
OG0002112	Syag.g_02570	Prau.g_00409
OG0002156	Syag.g_01303	Prau.g_00045
OG0002157	Syag.g_02569	Prau.g_00410
OG0002158	Syag.g_02571	Prau.g_00408
OG0002244	Syag.g_01792	Prau.g_01663
OG0002248	Syag.g_01000	Prau.g_01722
OG0002425	Syag.g_02484	Prau.g_01468
OG0002426	Syag.g_02507	Prau.g_01478
OG0002695	Syag.g_02482	Prau.g_01499, Prau.g_01466
OG0002794	Syag.g_02490	Prau.g_01471
OG0002935	Syag.g_02534	Prau.g_01314
OG0003034	Syag.g_02504	Prau.g_01486
OG0003063	Syag.g_02497	Prau.g_01476
