Orthogroup	Syag	Syat
OG0001181	Syag.g_02784	Syat.g_01650
OG0001182	Syag.g_02793	Syat.g_01642
OG0001183	Syag.g_02798	Syat.g_01632
OG0001184	Syag.g_02428	Syat.g_02160
OG0001185	Syag.g_02399	Syat.g_02200
OG0001186	Syag.g_02364	Syat.g_02235
OG0001187	Syag.g_02361	Syat.g_02256
OG0001188	Syag.g_02359	Syat.g_02261
OG0001189	Syag.g_02334	Syat.g_02287
OG0001190	Syag.g_02126	Syat.g_02692
OG0001191	Syag.g_02142	Syat.g_02675
OG0001192	Syag.g_02149	Syat.g_02663
OG0001193	Syag.g_02182	Syat.g_02513
OG0001194	Syag.g_02185	Syat.g_02515
OG0001195	Syag.g_02186	Syat.g_02516
OG0001196	Syag.g_02254	Syat.g_02398
OG0001197	Syag.g_02256	Syat.g_02396
OG0001199	Syag.g_01825	Syat.g_01475
OG0001200	Syag.g_01827	Syat.g_01477
OG0001201	Syag.g_01886	Syat.g_01572
OG0001202	Syag.g_02032	Syat.g_02812
OG0001203	Syag.g_01783	Syat.g_01447
OG0001204	Syag.g_02673	Syat.g_01867
OG0001206	Syag.g_01328	Syat.g_03268
OG0001207	Syag.g_01536	Syat.g_03162
OG0001208	Syag.g_01526	Syat.g_03172
OG0001209	Syag.g_01451	Syat.g_03273
OG0001210	Syag.g_01442	Syat.g_00103
OG0001211	Syag.g_00272	Syat.g_00078
OG0001213	Syag.g_00394	Syat.g_03289
OG0001214	Syag.g_00412	Syat.g_00128
OG0001216	Syag.g_00920	Syat.g_00660
OG0001217	Syag.g_00151	Syat.g_02587
OG0001218	Syag.g_01364	Syat.g_01356
OG0001219	Syag.g_00767	Syat.g_00629
OG0001220	Syag.g_00743	Syat.g_01534
OG0001222	Syag.g_00797	Syat.g_00597
OG0001223	Syag.g_00843	Syat.g_00544
OG0001224	Syag.g_00969	Syat.g_00804
OG0001225	Syag.g_00971	Syat.g_00806
OG0001226	Syag.g_01835	Syat.g_01485
OG0001228	Syag.g_00709	Syat.g_00938
OG0001229	Syag.g_00997	Syat.g_00981
OG0001230	Syag.g_01430	Syat.g_01235
OG0001231	Syag.g_02289	Syat.g_02327
OG0001232	Syag.g_01724	Syat.g_03041
OG0001233	Syag.g_01745	Syat.g_03012
OG0001234	Syag.g_02708	Syat.g_02092
OG0001235	Syag.g_02715	Syat.g_01838
OG0001236	Syag.g_02432	Syat.g_02156
OG0001237	Syag.g_02426	Syat.g_02161
OG0001238	Syag.g_02144	Syat.g_02673
OG0001239	Syag.g_01822	Syat.g_01472
OG0001240	Syag.g_01869	Syat.g_01554
OG0001241	Syag.g_01879	Syat.g_01564
OG0001243	Syag.g_01920	Syat.g_02928
OG0001244	Syag.g_01948	Syat.g_02901
OG0001245	Syag.g_00213	Syat.g_00212
OG0001246	Syag.g_01498	Syat.g_03209
OG0001247	Syag.g_00710	Syat.g_01019
OG0001248	Syag.g_00175	Syat.g_03159
OG0001249	Syag.g_02837	Syat.g_01620
OG0001250	Syag.g_00725	Syat.g_00739
OG0001251	Syag.g_00472	Syat.g_00963, Syat.g_00621
OG0001252	Syag.g_00960	Syat.g_00787
OG0001255	Syag.g_00440	Syat.g_00843
OG0001256	Syag.g_01673	Syat.g_03111
OG0001257	Syag.g_00217	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Syag.g_01683	Syat.g_03119
OG0001259	Syag.g_01743	Syat.g_03014
OG0001261	Syag.g_02763	Syat.g_01791
OG0001262	Syag.g_02336	Syat.g_02285
OG0001263	Syag.g_01923	Syat.g_02926
OG0001265	Syag.g_01910	Syat.g_02938
OG0001266	Syag.g_02036	Syat.g_02808
OG0001267	Syag.g_02598	Syat.g_02060
OG0001268	Syag.g_02850	Syat.g_01608
OG0001269	Syag.g_00480	Syat.g_02369
OG0001270	Syag.g_00030	Syat.g_02968
OG0001271	Syag.g_01353	Syat.g_01374
OG0001272	Syag.g_01522	Syat.g_03176
OG0001274	Syag.g_02076	Syat.g_02727
OG0001275	Syag.g_00857	Syat.g_00529
OG0001276	Syag.g_00874	Syat.g_00705
OG0001278	Syag.g_01054	Syat.g_00895
OG0001279	Syag.g_00490	Syat.g_01252
OG0001281	Syag.g_01219	Syat.g_01159
OG0001282	Syag.g_01538	Syat.g_02780
OG0001283	Syag.g_02248	Syat.g_02403
OG0001286	Syag.g_02778	Syat.g_01656
OG0001287	Syag.g_02391	Syat.g_02208
OG0001288	Syag.g_02373	Syat.g_02225
OG0001289	Syag.g_01850	Syat.g_01527
OG0001290	Syag.g_01878	Syat.g_01563
OG0001291	Syag.g_01933	Syat.g_02916
OG0001292	Syag.g_02667	Syat.g_01873
OG0001293	Syag.g_02625	Syat.g_01995
OG0001294	Syag.g_00593	Syat.g_00409
OG0001295	Syag.g_00968	Syat.g_00945
OG0001296	Syag.g_01492	Syat.g_03217
OG0001297	Syag.g_01488	Syat.g_03221
OG0001298	Syag.g_00309	Syat.g_00043
OG0001299	Syag.g_00582	Syat.g_00401
OG0001300	Syag.g_01003	Syat.g_01025
OG0001303	Syag.g_00769	Syat.g_00628
OG0001304	Syag.g_00890	Syat.g_00690
OG0001305	Syag.g_00981	Syat.g_00813
OG0001306	Syag.g_01160	Syat.g_03234
OG0001307	Syag.g_00577	Syat.g_02082
OG0001308	Syag.g_01406	Syat.g_01176
OG0001309	Syag.g_01482	Syat.g_01113
OG0001311	Syag.g_00876	Syat.g_00703
OG0001312	Syag.g_00779	Syat.g_00615
OG0001315	Syag.g_02796	Syat.g_01634
OG0001317	Syag.g_01787	Syat.g_01451
OG0001318	Syag.g_02633	Syat.g_01888
OG0001319	Syag.g_02609	Syat.g_02048
OG0001323	Syag.g_01479	Syat.g_01111
OG0001325	Syag.g_00916	Syat.g_00664
OG0001326	Syag.g_02190, Syag.g_02195	Syat.g_02525
OG0001329	Syag.g_00498	Syat.g_00097
OG0001331	Syag.g_01543	Syat.g_01301
OG0001333	Syag.g_01739	Syat.g_03018
OG0001336	Syag.g_02249	Syat.g_02402
OG0001337	Syag.g_02835	Syat.g_01621
OG0001345	Syag.g_01108	Syat.g_00290
OG0001347	Syag.g_02350	Syat.g_02666
OG0001348	Syag.g_00941	Syat.g_03316
OG0001351	Syag.g_00055	Syat.g_01318
OG0001353	Syag.g_00716	Syat.g_00717
OG0001354	Syag.g_00830	Syat.g_00558
OG0001356	Syag.g_00942	Syat.g_01428
OG0001358	Syag.g_00374	Syat.g_03319
OG0001360	Syag.g_01106	Syat.g_00256
OG0001361	Syag.g_01111	Syat.g_00293
OG0001364	Syag.g_02448	Syat.g_02143
OG0001365	Syag.g_02131	Syat.g_02687
OG0001366	Syag.g_01718	Syat.g_03047
OG0001373	Syag.g_02194	Syat.g_02524
OG0001374	Syag.g_02202	Syat.g_02541
OG0001376	Syag.g_02153	Syat.g_00841
OG0001377	Syag.g_02152	Syat.g_00842
OG0001378	Syag.g_00028	Syat.g_02967
OG0001379	Syag.g_01183	Syat.g_01147
OG0001383	Syag.g_01776	Syat.g_01092
OG0001383	Syag.g_02087, Syag.g_02090	Syat.g_01441
OG0001385	Syag.g_02191	Syat.g_02521
OG0001386	Syag.g_02192	Syat.g_02522
OG0001387	Syag.g_02193	Syat.g_02523
OG0001388	Syag.g_02196	Syat.g_02526
OG0001389	Syag.g_02197	Syat.g_02531
OG0001390	Syag.g_02198	Syat.g_02532
OG0001391	Syag.g_02199	Syat.g_02533
OG0001392	Syag.g_02200	Syat.g_02539
OG0001393	Syag.g_02201	Syat.g_02540
OG0001394	Syag.g_00635	Syat.g_00450
OG0001396	Syag.g_02349	Syat.g_02665
OG0001401	Syag.g_00720	Syat.g_00721
OG0001402	Syag.g_00379	Syat.g_03314
OG0001403	Syag.g_02308	Syat.g_02307
OG0001406	Syag.g_02154	Syat.g_00840
OG0001408	Syag.g_00450	Syat.g_00211
OG0001409	Syag.g_01125	Syat.g_01007
OG0001411	Syag.g_02424	Syat.g_01188
OG0001412	Syag.g_02351	Syat.g_02667
OG0001413	Syag.g_00224	Syat.g_02775, Syat.g_00853
OG0001416	Syag.g_01198	Syat.g_02491
OG0001417	Syag.g_00829	Syat.g_01705
OG0001420	Syag.g_01465	Syat.g_01099
OG0001429	Syag.g_00770	Syat.g_00627
OG0001432	Syag.g_00448	Syat.g_00846
OG0001433	Syag.g_00943	Syat.g_01429
OG0001435	Syag.g_00605	Syat.g_00422
OG0001438	Syag.g_02583	Syat.g_02076
OG0001439	Syag.g_02554	Syat.g_02105
OG0001443	Syag.g_02157	Syat.g_02649
OG0001444	Syag.g_01863	Syat.g_01550
OG0001444	Syag.g_02380	Syat.g_01547
OG0001449	Syag.g_02676	Syat.g_00800
OG0001452	Syag.g_02638	Syat.g_01881
OG0001453	Syag.g_00849	Syat.g_00538
OG0001454	Syag.g_00204	Syat.g_00189
OG0001456	Syag.g_02212	Syat.g_02545
OG0001457	Syag.g_02213	Syat.g_02546
OG0001458	Syag.g_02214	Syat.g_02547
OG0001459	Syag.g_00535	Syat.g_03357, Syat.g_03358
OG0001460	Syag.g_00944	Syat.g_01430
OG0001461	Syag.g_00521	Syat.g_01945
OG0001462	Syag.g_02315	Syat.g_02301
OG0001467	Syag.g_01322	Syat.g_02457
OG0001470	Syag.g_02420	Syat.g_02252
OG0001473	Syag.g_00471	Syat.g_00190
OG0001474	Syag.g_02851	Syat.g_01607
OG0001475	Syag.g_02418	Syat.g_01116
OG0001477	Syag.g_00990	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001478	Syag.g_01337	Syat.g_01385
OG0001478	Syag.g_01344, Syag.g_02050	Syat.g_01294
OG0001479	Syag.g_02848	Syat.g_01610
OG0001480	Syag.g_00451	Syat.g_00100
OG0001482	Syag.g_00839	Syat.g_00549
OG0001484	Syag.g_02203	Syat.g_02443
OG0001486	Syag.g_01143	Syat.g_03258
OG0001487	Syag.g_01365	Syat.g_01355
OG0001488	Syag.g_01119	Syat.g_00301
OG0001489	Syag.g_02789, Syag.g_00515	Syat.g_01645
OG0001492	Syag.g_01057	Syat.g_00898
OG0001493	Syag.g_01045	Syat.g_00890
OG0001495	Syag.g_02719	Syat.g_01833
OG0001496	Syag.g_00993	Syat.g_00316
OG0001497	Syag.g_00991	Syat.g_00317
OG0001498	Syag.g_00006	Syat.g_02954
OG0001502	Syag.g_00739	Syat.g_00757
OG0001504	Syag.g_00534	Syat.g_03356
OG0001507	Syag.g_01794, Syag.g_00083	Syat.g_03261
OG0001508	Syag.g_02421	Syat.g_02258
OG0001510	Syag.g_02386	Syat.g_02214
OG0001511	Syag.g_01893	Syat.g_01580
OG0001512	Syag.g_01781	Syat.g_01445
OG0001513	Syag.g_02427	Syat.g_01083
OG0001514	Syag.g_00994	Syat.g_00315
OG0001515	Syag.g_01007	Syat.g_00927
OG0001516	Syag.g_00579	Syat.g_00398
OG0001517	Syag.g_02844	Syat.g_01613
OG0001518	Syag.g_02146	Syat.g_02671
OG0001519	Syag.g_02161	Syat.g_02646
OG0001520	Syag.g_00294	Syat.g_00852
OG0001527	Syag.g_00287	Syat.g_00064
OG0001528	Syag.g_02419	Syat.g_01115
OG0001529	Syag.g_02327	Syat.g_02294
OG0001530	Syag.g_01891	Syat.g_01578
OG0001531	Syag.g_01780	Syat.g_01444
OG0001532	Syag.g_01089	Syat.g_00213
OG0001533	Syag.g_01324	Syat.g_02786
OG0001533	Syag.g_00026	Syat.g_02966
OG0001534	Syag.g_00891	Syat.g_00689
OG0001535	Syag.g_00871	Syat.g_00707
OG0001536	Syag.g_00805	Syat.g_00589
OG0001537	Syag.g_00629	Syat.g_00441
OG0001538	Syag.g_00672	Syat.g_00484
OG0001539	Syag.g_00601	Syat.g_00417
OG0001540	Syag.g_01925	Syat.g_02924
OG0001541	Syag.g_01990	Syat.g_02847
OG0001542	Syag.g_01999	Syat.g_02837
OG0001543	Syag.g_02058	Syat.g_03229
OG0001544	Syag.g_02158	Syat.g_02647
OG0001545	Syag.g_02238	Syat.g_02444, Syat.g_02433
OG0001546	Syag.g_01473	Syat.g_01106
OG0001547	Syag.g_00753	Syat.g_00645
OG0001553	Syag.g_01424	Syat.g_01230
OG0001554	Syag.g_02124	Syat.g_01005
OG0001556	Syag.g_01096	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001557	Syag.g_00636	Syat.g_00451
OG0001558	Syag.g_02292	Syat.g_02323
OG0001559	Syag.g_01890	Syat.g_01577
OG0001560	Syag.g_01877	Syat.g_01562
OG0001561	Syag.g_00878	Syat.g_00701
OG0001562	Syag.g_00863	Syat.g_00523
OG0001563	Syag.g_02772	Syat.g_01662
OG0001567	Syag.g_00752	Syat.g_00651
OG0001568	Syag.g_00754	Syat.g_00643
OG0001573	Syag.g_00546, Syag.g_02341	Syat.g_01835
OG0001574	Syag.g_00285	Syat.g_00066
OG0001575	Syag.g_00290	Syat.g_00061
OG0001576	Syag.g_01233	Syat.g_01169
OG0001577	Syag.g_01146	Syat.g_03255
OG0001580	Syag.g_02112	Syat.g_02701
OG0001588	Syag.g_02446	Syat.g_03195
OG0001590	Syag.g_00404, Syag.g_00519	Syat.g_00112
OG0001591	Syag.g_00595	Syat.g_00411
OG0001592	Syag.g_02113	Syat.g_02699
OG0001594	Syag.g_01304	Syat.g_01365
OG0001614	Syag.g_02401	Syat.g_02197
OG0001616	Syag.g_01102	Syat.g_00249
OG0001617	Syag.g_00998	Syat.g_03212, Syat.g_03299
OG0001618	Syag.g_00909	Syat.g_00670, Syat.g_02510
OG0001619	Syag.g_00794	Syat.g_00600
OG0001620	Syag.g_02857	Syat.g_01601
OG0001621	Syag.g_02637	Syat.g_01883
OG0001622	Syag.g_02247	Syat.g_02404
OG0001623	Syag.g_02828	Syat.g_01666
OG0001624	Syag.g_00443	Syat.g_00188
OG0001625	Syag.g_02631	Syat.g_01938
OG0001634	Syag.g_00585	Syat.g_00404
OG0001635	Syag.g_02369	Syat.g_02229, Syat.g_01993
OG0001636	Syag.g_02314	Syat.g_02302
OG0001637	Syag.g_00020	Syat.g_02788
OG0001638	Syag.g_01700	Syat.g_03143
OG0001639	Syag.g_01615	Syat.g_02981
OG0001640	Syag.g_00955	Syat.g_00792
OG0001641	Syag.g_00847	Syat.g_00540
OG0001642	Syag.g_00742	Syat.g_00676
OG0001643	Syag.g_00415	Syat.g_00131
OG0001644	Syag.g_00902	Syat.g_00844
OG0001645	Syag.g_00559	Syat.g_01719
OG0001647	Syag.g_02607	Syat.g_02051
OG0001652	Syag.g_02290	Syat.g_02326
OG0001653	Syag.g_01462, Syag.g_01866	Syat.g_01553
OG0001654	Syag.g_01613	Syat.g_02983
OG0001657	Syag.g_01962	Syat.g_02887
OG0001659	Syag.g_01093	Syat.g_00219
OG0001660	Syag.g_01899, Syag.g_02870	Syat.g_01585, Syat.g_02948
OG0001666	Syag.g_00218	Syat.g_03349
OG0001671	Syag.g_02063	Syat.g_02742
OG0001672	Syag.g_01833	Syat.g_01483
OG0001673	Syag.g_01789	Syat.g_01454
OG0001675	Syag.g_00861	Syat.g_00525
OG0001677	Syag.g_02800	Syat.g_01631
OG0001678	Syag.g_02692	Syat.g_01859
OG0001680	Syag.g_01709	Syat.g_03064
OG0001682	Syag.g_00911	Syat.g_00668
OG0001692	Syag.g_01426	Syat.g_01231
OG0001694	Syag.g_02596	Syat.g_02062
OG0001695	Syag.g_02232	Syat.g_02434
OG0001700	Syag.g_00537	Syat.g_01074
OG0001702	Syag.g_01855	Syat.g_01533
OG0001703	Syag.g_01535	Syat.g_03164
OG0001715	Syag.g_00114	Syat.g_01717
OG0001717	Syag.g_01976	Syat.g_02860
OG0001726	Syag.g_00747	Syat.g_02003
OG0001729	Syag.g_01774	Syat.g_01440
OG0001730	Syag.g_01769	Syat.g_01676
OG0001731	Syag.g_01640	Syat.g_03081
OG0001732	Syag.g_01069	Syat.g_02387, Syat.g_00911
OG0001733	Syag.g_00597	Syat.g_01048
OG0001734	Syag.g_00740	Syat.g_00513, Syat.g_01308
OG0001735	Syag.g_00555	Syat.g_00345
OG0001736	Syag.g_02468	Syat.g_01254
OG0001737	Syag.g_02577	Syat.g_02084
OG0001738	Syag.g_02539	Syat.g_02127
OG0001739	Syag.g_02230	Syat.g_02435, Syat.g_02445
OG0001748	Syag.g_02065	Syat.g_02740
OG0001750	Syag.g_01864	Syat.g_01551
OG0001752	Syag.g_01766	Syat.g_02991
OG0001753	Syag.g_01760	Syat.g_01542, Syat.g_01710
OG0001754	Syag.g_00022	Syat.g_02790
OG0001755	Syag.g_01483	Syat.g_03226
OG0001756	Syag.g_02151	Syat.g_01277, Syat.g_00731
OG0001759	Syag.g_01250	Syat.g_02466
OG0001761	Syag.g_00361	Syat.g_00819
OG0001762	Syag.g_00854	Syat.g_00531
OG0001763	Syag.g_00842	Syat.g_00545
OG0001764	Syag.g_00758	Syat.g_00639
OG0001766	Syag.g_02567	Syat.g_02711
OG0001767	Syag.g_02455	Syat.g_01208, Syat.g_01199, Syat.g_02418, Syat.g_02419, Syat.g_02371
OG0001768	Syag.g_02008	Syat.g_02831, Syat.g_03145
OG0001771	Syag.g_00180	Syat.g_01094
OG0001783	Syag.g_02396	Syat.g_02203
OG0001784	Syag.g_01860	Syat.g_01536
OG0001786	Syag.g_01658	Syat.g_03099
OG0001787	Syag.g_01455	Syat.g_01076
OG0001788	Syag.g_01452	Syat.g_03272
OG0001789	Syag.g_01191	Syat.g_01152
OG0001790	Syag.g_01153	Syat.g_03249
OG0001792	Syag.g_01063	Syat.g_00905
OG0001796	Syag.g_00865	Syat.g_00716
OG0001797	Syag.g_00786	Syat.g_00605, Syat.g_01062
OG0001798	Syag.g_00381	Syat.g_03310
OG0001799	Syag.g_00430	Syat.g_00376
OG0001800	Syag.g_01287	Syat.g_01091, Syat.g_01660
OG0001801	Syag.g_01440	Syat.g_01240
OG0001803	Syag.g_00039	Syat.g_01291
OG0001804	Syag.g_00007	Syat.g_02955
OG0001805	Syag.g_02661	Syat.g_02770, Syat.g_01090
OG0001806	Syag.g_02608	Syat.g_02050, Syat.g_02049
OG0001807	Syag.g_02452	Syat.g_02090
OG0001808	Syag.g_02441	Syat.g_02145
OG0001809	Syag.g_01936	Syat.g_00435
OG0001811	Syag.g_01997	Syat.g_02839
OG0001812	Syag.g_02114	Syat.g_02698
OG0001813	Syag.g_02168	Syat.g_02490
OG0001814	Syag.g_02257	Syat.g_02395
OG0001815	Syag.g_02267	Syat.g_01886, Syat.g_00954
OG0001816	Syag.g_00599	Syat.g_00413
OG0001837	Syag.g_02064	Syat.g_02741
OG0001839	Syag.g_02310	Syat.g_02305
OG0001840	Syag.g_02333	Syat.g_02288
OG0001841	Syag.g_02342	Syat.g_02280
OG0001843	Syag.g_02402	Syat.g_02196
OG0001844	Syag.g_02403	Syat.g_02195
OG0001845	Syag.g_02404	Syat.g_02193
OG0001846	Syag.g_01913	Syat.g_03123, Syat.g_02935
OG0001847	Syag.g_01911	Syat.g_02937
OG0001848	Syag.g_01907	Syat.g_02941
OG0001849	Syag.g_01849	Syat.g_01526
OG0001850	Syag.g_01836	Syat.g_01486
OG0001851	Syag.g_01829	Syat.g_01479
OG0001852	Syag.g_01828	Syat.g_01478
OG0001853	Syag.g_01821	Syat.g_01471
OG0001854	Syag.g_01785	Syat.g_01449
OG0001855	Syag.g_01313	Syat.g_01363, Syat.g_01273
OG0001856	Syag.g_01665	Syat.g_03103
OG0001857	Syag.g_01662	Syat.g_03100
OG0001858	Syag.g_01634	Syat.g_03076
OG0001859	Syag.g_01547	Syat.g_01305
OG0001860	Syag.g_01533	Syat.g_03166
OG0001861	Syag.g_01521	Syat.g_03177
OG0001862	Syag.g_01509	Syat.g_03190
OG0001863	Syag.g_01503	Syat.g_03203
OG0001864	Syag.g_01444	Syat.g_03282
OG0001866	Syag.g_00349	Syat.g_00002
OG0001867	Syag.g_00359	Syat.g_03410
OG0001868	Syag.g_01197	Syat.g_01156
OG0001869	Syag.g_01147	Syat.g_03254
OG0001870	Syag.g_01138	Syat.g_03264
OG0001871	Syag.g_01133	Syat.g_00312
OG0001872	Syag.g_01058	Syat.g_00899
OG0001873	Syag.g_01101	Syat.g_00228
OG0001874	Syag.g_01104	Syat.g_00251
OG0001877	Syag.g_01006	Syat.g_00926
OG0001878	Syag.g_00858	Syat.g_00528
OG0001879	Syag.g_00852	Syat.g_00533
OG0001880	Syag.g_00815	Syat.g_00574
OG0001881	Syag.g_00813	Syat.g_00575
OG0001882	Syag.g_00789	Syat.g_00602
OG0001883	Syag.g_00785	Syat.g_00608
OG0001884	Syag.g_00483	Syat.g_00617
OG0001885	Syag.g_00764	Syat.g_00632
OG0001886	Syag.g_00760	Syat.g_00638
OG0001888	Syag.g_00640	Syat.g_00456
OG0001889	Syag.g_00682	Syat.g_00498
OG0001890	Syag.g_00732	Syat.g_00748
OG0001891	Syag.g_00736	Syat.g_00756
OG0001892	Syag.g_00447	Syat.g_00982
OG0001893	Syag.g_00382	Syat.g_03309
OG0001894	Syag.g_00409	Syat.g_00116
OG0001895	Syag.g_01296	Syat.g_01244
OG0001896	Syag.g_00024	Syat.g_02964
OG0001897	Syag.g_02854	Syat.g_01604
OG0001898	Syag.g_02836	Syat.g_01622
OG0001899	Syag.g_02761	Syat.g_01793
OG0001900	Syag.g_02623	Syat.g_01997
OG0001901	Syag.g_02622	Syat.g_01998
OG0001902	Syag.g_02591	Syat.g_02068
OG0001903	Syag.g_02582	Syat.g_02077
OG0001904	Syag.g_02450	Syat.g_02141
OG0001905	Syag.g_02438	Syat.g_02147
OG0001906	Syag.g_01926	Syat.g_02923
OG0001908	Syag.g_01992	Syat.g_02845
OG0001909	Syag.g_02006	Syat.g_02833
OG0001910	Syag.g_02068	Syat.g_02736
OG0001912	Syag.g_02139	Syat.g_02679
OG0001913	Syag.g_02141	Syat.g_02677
OG0001914	Syag.g_00149	Syat.g_03287
OG0001915	Syag.g_02264	Syat.g_02389
OG0001924	Syag.g_00366	Syat.g_02767
OG0001925	Syag.g_00365	Syat.g_02766
OG0001926	Syag.g_00364	Syat.g_02765
OG0001927	Syag.g_00363	Syat.g_02764
OG0001929	Syag.g_02352	Syat.g_02273
OG0001932	Syag.g_02400	Syat.g_02198
OG0001933	Syag.g_01888	Syat.g_01573
OG0001934	Syag.g_01873	Syat.g_01559
OG0001935	Syag.g_01826	Syat.g_01476
OG0001936	Syag.g_00111	Syat.g_00178
OG0001937	Syag.g_01648	Syat.g_03089
OG0001938	Syag.g_01531	Syat.g_03168
OG0001940	Syag.g_00307	Syat.g_00044
OG0001941	Syag.g_01220	Syat.g_01160
OG0001942	Syag.g_01161	Syat.g_02534
OG0001943	Syag.g_01126	Syat.g_00405
OG0001944	Syag.g_00746	Syat.g_01250
OG0001946	Syag.g_01005	Syat.g_00972
OG0001947	Syag.g_00953	Syat.g_02750
OG0001948	Syag.g_00844	Syat.g_00543
OG0001949	Syag.g_00824	Syat.g_00563
OG0001950	Syag.g_00822	Syat.g_00565
OG0001951	Syag.g_00812	Syat.g_00576
OG0001952	Syag.g_00788	Syat.g_00603
OG0001953	Syag.g_00787	Syat.g_00604
OG0001957	Syag.g_00387	Syat.g_03304
OG0001958	Syag.g_00558	Syat.g_00343
OG0001961	Syag.g_01351	Syat.g_01376
OG0001964	Syag.g_02706	Syat.g_01846
OG0001966	Syag.g_02629	Syat.g_01940
OG0001967	Syag.g_02627	Syat.g_01942
OG0001968	Syag.g_02626	Syat.g_01943
OG0001969	Syag.g_02561	Syat.g_02102
OG0001970	Syag.g_01928	Syat.g_02921
OG0001971	Syag.g_02004	Syat.g_02835
OG0001972	Syag.g_02082	Syat.g_02723
OG0001975	Syag.g_00150	Syat.g_03286
OG0001976	Syag.g_00148	Syat.g_03288
OG0001978	Syag.g_02649	Syat.g_01141
OG0001979	Syag.g_01012	Syat.g_03155
OG0001980	Syag.g_02832	Syat.g_00836
OG0001993	Syag.g_00368	Syat.g_02769
OG0001996	Syag.g_02306	Syat.g_02309
OG0001997	Syag.g_01862	Syat.g_01549
OG0001999	Syag.g_01737	Syat.g_03020
OG0002000	Syag.g_01481	Syat.g_01112
OG0002002	Syag.g_01059	Syat.g_00900
OG0002003	Syag.g_01009	Syat.g_01980
OG0002004	Syag.g_01686	Syat.g_02268
OG0002006	Syag.g_00952	Syat.g_02751
OG0002007	Syag.g_00951	Syat.g_00984
OG0002008	Syag.g_00856	Syat.g_03284
OG0002010	Syag.g_01384	Syat.g_01337
OG0002013	Syag.g_01841	Syat.g_01504
OG0002016	Syag.g_02062	Syat.g_02743
OG0002019	Syag.g_02511	Syat.g_02199
OG0002020	Syag.g_02228	Syat.g_02597
OG0002021	Syag.g_02226	Syat.g_02450
OG0002022	Syag.g_02225	Syat.g_02448
OG0002023	Syag.g_02224	Syat.g_02447
OG0002024	Syag.g_02217	Syat.g_02554
OG0002029	Syag.g_01347	Syat.g_03352
OG0002037	Syag.g_01037	Syat.g_01293
OG0002038	Syag.g_01131	Syat.g_01251
OG0002039	Syag.g_01118	Syat.g_00299
OG0002040	Syag.g_01117	Syat.g_02427
OG0002041	Syag.g_00840	Syat.g_00547
OG0002042	Syag.g_00818	Syat.g_00569
OG0002043	Syag.g_00771	Syat.g_00625
OG0002045	Syag.g_01346	Syat.g_01381
OG0002046	Syag.g_01342	Syat.g_01404, Syat.g_01397
OG0002047	Syag.g_00003	Syat.g_02951
OG0002048	Syag.g_02795	Syat.g_01636
OG0002049	Syag.g_02712	Syat.g_01840
OG0002050	Syag.g_02617	Syat.g_02040
OG0002051	Syag.g_01989	Syat.g_02848
OG0002054	Syag.g_02216	Syat.g_02555
OG0002055	Syag.g_02219	Syat.g_02428
OG0002056	Syag.g_02581	Syat.g_02078
OG0002110	Syag.g_00103	Syat.g_02552
OG0002114	Syag.g_01314	Syat.g_01366
OG0002116	Syag.g_01653	Syat.g_03094
OG0002119	Syag.g_02057	Syat.g_02752
OG0002120	Syag.g_00745	Syat.g_02459
OG0002123	Syag.g_00918	Syat.g_00662
OG0002129	Syag.g_01403	Syat.g_01280
OG0002131	Syag.g_02227	Syat.g_02451
OG0002132	Syag.g_02220	Syat.g_02553
OG0002134	Syag.g_02410	Syat.g_02186
OG0002135	Syag.g_01722	Syat.g_03043
OG0002136	Syag.g_01721	Syat.g_03044
OG0002137	Syag.g_01624	Syat.g_02021
OG0002138	Syag.g_00463	Syat.g_02879, Syat.g_02880, Syat.g_00820
OG0002139	Syag.g_01040	Syat.g_00884
OG0002142	Syag.g_01439	Syat.g_01239
OG0002143	Syag.g_00010	Syat.g_00973
OG0002144	Syag.g_02717	Syat.g_03389
OG0002145	Syag.g_01302	Syat.g_00826
OG0002159	Syag.g_02381	Syat.g_01548
OG0002161	Syag.g_01306	Syat.g_01272, Syat.g_02653
OG0002163	Syag.g_02150	Syat.g_02644
OG0002167	Syag.g_01842	Syat.g_01778
OG0002170	Syag.g_02839	Syat.g_01618
OG0002173	Syag.g_02055	Syat.g_02754
OG0002174	Syag.g_02180	Syat.g_02511
OG0002175	Syag.g_01074	Syat.g_00921
OG0002179	Syag.g_02435	Syat.g_02153
OG0002180	Syag.g_02590	Syat.g_02069
OG0002181	Syag.g_02620	Syat.g_02001
OG0002182	Syag.g_02639	Syat.g_03097
OG0002183	Syag.g_01851	Syat.g_01529
OG0002184	Syag.g_01847	Syat.g_01525
OG0002185	Syag.g_01837	Syat.g_01487
OG0002186	Syag.g_01720	Syat.g_03045
OG0002187	Syag.g_01719	Syat.g_03046
OG0002188	Syag.g_01682	Syat.g_03118
OG0002189	Syag.g_01681	Syat.g_03117
OG0002190	Syag.g_01639	Syat.g_03080
OG0002191	Syag.g_00027	Syat.g_02668, Syat.g_01001
OG0002192	Syag.g_01116	Syat.g_00298
OG0002194	Syag.g_01044	Syat.g_00889
