Orthogroup	Syag	Pral
OG0001169	Syag.g_01742	Pral.g_00147
OG0001170	Syag.g_01744	Pral.g_00149
OG0001171	Syag.g_01755	Pral.g_00160
OG0001172	Syag.g_02693	Pral.g_00175
OG0001173	Syag.g_02694	Pral.g_00176
OG0001174	Syag.g_02703	Pral.g_00184
OG0001175	Syag.g_02704	Pral.g_00185
OG0001176	Syag.g_02723	Pral.g_00194
OG0001177	Syag.g_02720	Pral.g_00196
OG0001178	Syag.g_01694	Pral.g_00112
OG0001179	Syag.g_02754	Pral.g_00226
OG0001180	Syag.g_02780	Pral.g_00249
OG0001181	Syag.g_02784	Pral.g_00253
OG0001182	Syag.g_02793	Pral.g_00261
OG0001183	Syag.g_02798	Pral.g_00267
OG0001184	Syag.g_02428	Pral.g_00284
OG0001185	Syag.g_02399	Pral.g_00300
OG0001186	Syag.g_02364	Pral.g_00324
OG0001187	Syag.g_02361	Pral.g_00327
OG0001188	Syag.g_02359	Pral.g_00329
OG0001189	Syag.g_02334	Pral.g_00346
OG0001190	Syag.g_02126	Pral.g_00351
OG0001191	Syag.g_02142	Pral.g_00361
OG0001192	Syag.g_02149	Pral.g_00366
OG0001193	Syag.g_02182	Pral.g_00380
OG0001194	Syag.g_02185	Pral.g_00381
OG0001195	Syag.g_02186	Pral.g_00382
OG0001196	Syag.g_02254	Pral.g_00398
OG0001197	Syag.g_02256	Pral.g_00400
OG0001198	Syag.g_02269	Pral.g_00407
OG0001200	Syag.g_01827	Pral.g_00971
OG0001201	Syag.g_01886	Pral.g_00939
OG0001203	Syag.g_01783	Pral.g_00802
OG0001206	Syag.g_01328	Pral.g_00626
OG0001207	Syag.g_01536	Pral.g_00615
OG0001208	Syag.g_01526	Pral.g_00609
OG0001209	Syag.g_01451	Pral.g_00555
OG0001210	Syag.g_01442	Pral.g_00550
OG0001211	Syag.g_00272	Pral.g_00540
OG0001212	Syag.g_00334	Pral.g_00493
OG0001213	Syag.g_00394	Pral.g_00458
OG0001214	Syag.g_00412	Pral.g_01438
OG0001215	Syag.g_01014	Pral.g_01751
OG0001216	Syag.g_00920	Pral.g_01727
OG0001217	Syag.g_00151	Pral.g_00023
OG0001218	Syag.g_01364	Pral.g_01308
OG0001219	Syag.g_00767	Pral.g_01660
OG0001220	Syag.g_00743	Pral.g_01542
OG0001221	Syag.g_00628	Pral.g_01788
OG0001222	Syag.g_00797	Pral.g_01605
OG0001223	Syag.g_00843	Pral.g_01610
OG0001224	Syag.g_00969	Pral.g_01565
OG0001225	Syag.g_00971	Pral.g_01563
OG0001226	Syag.g_01835	Pral.g_01320, Pral.g_00967
OG0001227	Syag.g_01240	Pral.g_01327
OG0001228	Syag.g_00709	Pral.g_01421
OG0001229	Syag.g_00997	Pral.g_01299
OG0001230	Syag.g_01430	Pral.g_01174
OG0001232	Syag.g_01724	Pral.g_00130
OG0001233	Syag.g_01745	Pral.g_00150
OG0001234	Syag.g_02708	Pral.g_00188
OG0001235	Syag.g_02715	Pral.g_00192
OG0001236	Syag.g_02432	Pral.g_00281
OG0001237	Syag.g_02426	Pral.g_00285
OG0001238	Syag.g_02144	Pral.g_00362
OG0001239	Syag.g_01822	Pral.g_00976
OG0001240	Syag.g_01869	Pral.g_00954
OG0001241	Syag.g_01879	Pral.g_00945
OG0001243	Syag.g_01920	Pral.g_00919
OG0001244	Syag.g_01948	Pral.g_00904
OG0001245	Syag.g_00213	Pral.g_01840
OG0001246	Syag.g_01498	Pral.g_00016, Pral.g_00586
OG0001247	Syag.g_00710	Pral.g_01758
OG0001248	Syag.g_00175	Pral.g_01756
OG0001249	Syag.g_02837	Pral.g_00701
OG0001250	Syag.g_00725	Pral.g_01529
OG0001251	Syag.g_00472	Pral.g_01819
OG0001253	Syag.g_00094	Pral.g_01032
OG0001254	Syag.g_02165	Pral.g_00076
OG0001256	Syag.g_01673	Pral.g_01069
OG0001258	Syag.g_01683	Pral.g_00103
OG0001259	Syag.g_01743	Pral.g_00148
OG0001260	Syag.g_01763	Pral.g_00166
OG0001261	Syag.g_02763	Pral.g_00234
OG0001262	Syag.g_02336	Pral.g_00344
OG0001263	Syag.g_01923	Pral.g_00917
OG0001265	Syag.g_01910	Pral.g_00927
OG0001266	Syag.g_02036	Pral.g_00841
OG0001267	Syag.g_02598	Pral.g_00759
OG0001268	Syag.g_02850	Pral.g_00693
OG0001269	Syag.g_00480	Pral.g_01541
OG0001270	Syag.g_00030	Pral.g_00660
OG0001271	Syag.g_01353	Pral.g_00620
OG0001272	Syag.g_01522	Pral.g_00605
OG0001273	Syag.g_00405	Pral.g_01432
OG0001274	Syag.g_02076	Pral.g_00818
OG0001275	Syag.g_00857	Pral.g_01585
OG0001276	Syag.g_00874	Pral.g_01597
OG0001278	Syag.g_01054	Pral.g_01425
OG0001279	Syag.g_00490	Pral.g_00024
OG0001280	Syag.g_01189	Pral.g_01282
OG0001281	Syag.g_01219	Pral.g_01276
OG0001282	Syag.g_01538	Pral.g_01221
OG0001283	Syag.g_02248	Pral.g_00394
OG0001284	Syag.g_01656	Pral.g_01082
OG0001285	Syag.g_00142, Syag.g_02205	Pral.g_00133
OG0001286	Syag.g_02778	Pral.g_00247
OG0001287	Syag.g_02391	Pral.g_00307
OG0001288	Syag.g_02373	Pral.g_00317
OG0001289	Syag.g_01850	Pral.g_00960
OG0001290	Syag.g_01878	Pral.g_00946
OG0001291	Syag.g_01933	Pral.g_00909
OG0001292	Syag.g_02667	Pral.g_00791
OG0001293	Syag.g_02625	Pral.g_00778
OG0001294	Syag.g_00593	Pral.g_00025
OG0001296	Syag.g_01492	Pral.g_00581
OG0001297	Syag.g_01488	Pral.g_00576
OG0001298	Syag.g_00309	Pral.g_00511
OG0001299	Syag.g_00582	Pral.g_01468
OG0001300	Syag.g_01003	Pral.g_01747
OG0001301	Syag.g_00987	Pral.g_01742
OG0001302	Syag.g_00442	Pral.g_01663
OG0001304	Syag.g_00890	Pral.g_01577
OG0001305	Syag.g_00981	Pral.g_01557
OG0001306	Syag.g_01160	Pral.g_01352
OG0001307	Syag.g_00577	Pral.g_01238
OG0001308	Syag.g_01406	Pral.g_01151
OG0001309	Syag.g_01482	Pral.g_00572
OG0001311	Syag.g_00876	Pral.g_01599
OG0001312	Syag.g_00779	Pral.g_01651
OG0001313	Syag.g_00391, Syag.g_01336, Syag.g_01335	Pral.g_01673
OG0001315	Syag.g_02796	Pral.g_01326
OG0001316	Syag.g_01940	Pral.g_00905
OG0001317	Syag.g_01787	Pral.g_00806
OG0001318	Syag.g_02633	Pral.g_00782
OG0001319	Syag.g_02609	Pral.g_00766
OG0001321	Syag.g_00050	Pral.g_00642
OG0001322	Syag.g_00051	Pral.g_00641
OG0001323	Syag.g_01479	Pral.g_00570
OG0001324	Syag.g_01002	Pral.g_01746
OG0001325	Syag.g_00916	Pral.g_01724
OG0001330	Syag.g_01181	Pral.g_01047
OG0001331	Syag.g_01543	Pral.g_01216
OG0001332	Syag.g_01611	Pral.g_01112
OG0001333	Syag.g_01739	Pral.g_00144
OG0001334	Syag.g_02807	Pral.g_00270
OG0001335	Syag.g_02808	Pral.g_00271
OG0001336	Syag.g_02249	Pral.g_00395
OG0001337	Syag.g_02804, Syag.g_02835, Syag.g_02824	Pral.g_00707
OG0001338	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827	Pral.g_00704
OG0001339	Syag.g_01881	Pral.g_00943
OG0001341	Syag.g_00233	Pral.g_01304
OG0001343	Syag.g_00562	Pral.g_01822
OG0001344	Syag.g_01136	Pral.g_01371
OG0001345	Syag.g_01108	Pral.g_01389
OG0001346	Syag.g_01193	Pral.g_01280
OG0001348	Syag.g_00941	Pral.g_01303
OG0001351	Syag.g_00055	Pral.g_00634
OG0001352	Syag.g_01459	Pral.g_01762
OG0001353	Syag.g_00716	Pral.g_01520
OG0001354	Syag.g_00830	Pral.g_01617
OG0001358	Syag.g_00374	Pral.g_00467
OG0001359	Syag.g_00561	Pral.g_01821
OG0001361	Syag.g_01111	Pral.g_01386
OG0001364	Syag.g_02448	Pral.g_00273
OG0001365	Syag.g_02131	Pral.g_00355
OG0001368	Syag.g_02674	Pral.g_01899, Pral.g_01702
OG0001369	Syag.g_01868	Pral.g_00955
OG0001375	Syag.g_00563	Pral.g_01823
OG0001379	Syag.g_01183	Pral.g_01287
OG0001380	Syag.g_00252	Pral.g_01345
OG0001394	Syag.g_00635	Pral.g_01784
OG0001398	Syag.g_00751	Pral.g_01710
OG0001401	Syag.g_00720	Pral.g_01672
OG0001402	Syag.g_00379	Pral.g_00463
OG0001403	Syag.g_02308	Pral.g_01013
OG0001404	Syag.g_01818	Pral.g_00979
OG0001405	Syag.g_02810	Pral.g_00713
OG0001409	Syag.g_01125	Pral.g_01376
OG0001410	Syag.g_00576	Pral.g_01237
OG0001419	Syag.g_01466	Pral.g_00052
OG0001425	Syag.g_02148	Pral.g_00365
OG0001429	Syag.g_00770	Pral.g_01659
OG0001435	Syag.g_00605	Pral.g_01803
OG0001438	Syag.g_02583	Pral.g_00745
OG0001443	Syag.g_02157	Pral.g_01300
OG0001448	Syag.g_01350	Pral.g_01851
OG0001452	Syag.g_02638	Pral.g_01817
OG0001453	Syag.g_00849	Pral.g_00989
OG0001461	Syag.g_00521	Pral.g_00457
OG0001465	Syag.g_00940	Pral.g_01735
OG0001467	Syag.g_01322	Pral.g_01223
OG0001484	Syag.g_02203	Pral.g_01053
OG0001486	Syag.g_01143	Pral.g_01365
OG0001487	Syag.g_01365	Pral.g_01120
OG0001489	Syag.g_02789, Syag.g_00515	Pral.g_00258
OG0001494	Syag.g_02489	Pral.g_01255, Pral.g_01252
OG0001495	Syag.g_02719	Pral.g_00197
OG0001498	Syag.g_00006	Pral.g_00675
OG0001510	Syag.g_02386	Pral.g_00311
OG0001511	Syag.g_01893	Pral.g_00935
OG0001512	Syag.g_01781	Pral.g_01297
OG0001515	Syag.g_01007	Pral.g_01749
OG0001516	Syag.g_00579	Pral.g_01465
OG0001517	Syag.g_02844	Pral.g_00697
OG0001518	Syag.g_02146	Pral.g_00364
OG0001519	Syag.g_02161	Pral.g_00369
OG0001527	Syag.g_00287	Pral.g_00526
OG0001529	Syag.g_02327	Pral.g_01004
OG0001530	Syag.g_01891	Pral.g_00936
OG0001531	Syag.g_01780	Pral.g_00801
OG0001532	Syag.g_01089	Pral.g_01402
OG0001534	Syag.g_00891	Pral.g_01576
OG0001535	Syag.g_00871	Pral.g_01596
OG0001536	Syag.g_00805	Pral.g_01631
OG0001537	Syag.g_00629	Pral.g_01787
OG0001538	Syag.g_00672	Pral.g_01493
OG0001539	Syag.g_00601	Pral.g_01808
OG0001540	Syag.g_01925	Pral.g_00915
OG0001541	Syag.g_01990	Pral.g_00864
OG0001542	Syag.g_01999	Pral.g_00858
OG0001543	Syag.g_02058	Pral.g_01305
OG0001544	Syag.g_02158	Pral.g_00368
OG0001545	Syag.g_02238	Pral.g_00385
OG0001553	Syag.g_01424	Pral.g_01168
OG0001557	Syag.g_00636	Pral.g_01783
OG0001558	Syag.g_02292	Pral.g_00667
OG0001559	Syag.g_01890	Pral.g_00937
OG0001560	Syag.g_01877	Pral.g_00947
OG0001561	Syag.g_00878	Pral.g_01601
OG0001562	Syag.g_00863	Pral.g_01589
OG0001563	Syag.g_02772	Pral.g_00242
OG0001565	Syag.g_00449	Pral.g_01872
OG0001574	Syag.g_00285	Pral.g_00528
OG0001575	Syag.g_00290	Pral.g_00523
OG0001576	Syag.g_01233	Pral.g_01268
OG0001577	Syag.g_01146	Pral.g_01362
OG0001579	Syag.g_02813, Syag.g_02817	Pral.g_00709
OG0001580	Syag.g_02112	Pral.g_00997
OG0001588	Syag.g_02446	Pral.g_01229
OG0001589	Syag.g_01748	Pral.g_00153
OG0001591	Syag.g_00595	Pral.g_01770
OG0001592	Syag.g_02113	Pral.g_00998
OG0001602	Syag.g_00939	Pral.g_01736
OG0001614	Syag.g_02401	Pral.g_00299
OG0001616	Syag.g_01102	Pral.g_01392
OG0001617	Syag.g_00998	Pral.g_01745
OG0001619	Syag.g_00794	Pral.g_01641
OG0001620	Syag.g_02857	Pral.g_00689
OG0001621	Syag.g_02637	Pral.g_00786
OG0001622	Syag.g_02247	Pral.g_00393
OG0001636	Syag.g_02314	Pral.g_01010
OG0001638	Syag.g_01700	Pral.g_00118
OG0001639	Syag.g_01615	Pral.g_01109
OG0001640	Syag.g_00955	Pral.g_01572
OG0001642	Syag.g_00742	Pral.g_01540
OG0001644	Syag.g_00902	Pral.g_01714
OG0001652	Syag.g_02290	Pral.g_01678
OG0001654	Syag.g_01613	Pral.g_01111
OG0001656	Syag.g_02816	Pral.g_00710
OG0001657	Syag.g_01962	Pral.g_00889
OG0001658	Syag.g_02125	Pral.g_01002
OG0001659	Syag.g_01093	Pral.g_00433
OG0001671	Syag.g_02063	Pral.g_01685
OG0001673	Syag.g_01789	Pral.g_00808
OG0001676	Syag.g_02815	Pral.g_00708
OG0001678	Syag.g_02692	Pral.g_00174
OG0001691	Syag.g_00486	Pral.g_01574
OG0001692	Syag.g_01426	Pral.g_01170
OG0001694	Syag.g_02596	Pral.g_00757
OG0001703	Syag.g_01535	Pral.g_00614
OG0001713	Syag.g_01128	Pral.g_01375
OG0001717	Syag.g_01976	Pral.g_00876
OG0001729	Syag.g_01774	Pral.g_00798
OG0001731	Syag.g_01640	Pral.g_01096
OG0001737	Syag.g_02577	Pral.g_01686
OG0001748	Syag.g_02065	Pral.g_01684
OG0001761	Syag.g_00361	Pral.g_00473
OG0001770	Syag.g_00523	Pral.g_00001, Pral.g_00027, Pral.g_00028
OG0001803	Syag.g_00039	Pral.g_00652
OG0001810	Syag.g_01938	Pral.g_01688
OG0001813	Syag.g_02168	Pral.g_00372
OG0001816	Syag.g_00599	Pral.g_01811
OG0001837	Syag.g_02064	Pral.g_01683
OG0001907	Syag.g_01944	Pral.g_01056
OG0001916	Syag.g_01510	Pral.g_00594
OG0001936	Syag.g_00111	Pral.g_00069
OG0001974	Syag.g_02122	Pral.g_00014
OG0002177	Syag.g_01022	Pral.g_00453
OG0002237	Syag.g_00403	Pral.g_01431
OG0002246	Syag.g_00015	Pral.g_00081
OG0002247	Syag.g_00298	Pral.g_00517
OG0002348	Syag.g_00117	Pral.g_00033
OG0002349	Syag.g_01747	Pral.g_00152
OG0002426	Syag.g_02507	Pral.g_00092
OG0002434	Syag.g_00281	Pral.g_00531
OG0003034	Syag.g_02504	Pral.g_01189
