Orthogroup	Syag	Prbd
OG0001121	Syag.g_01584	Prbd.g_00425, Prbd.g_00284
OG0001122	Syag.g_00867	Prbd.g_00312
OG0001123	Syag.g_00875	Prbd.g_00316
OG0001124	Syag.g_00877	Prbd.g_00318
OG0001125	Syag.g_00879	Prbd.g_00319
OG0001126	Syag.g_00957	Prbd.g_00329
OG0001127	Syag.g_00958	Prbd.g_00330
OG0001128	Syag.g_00961	Prbd.g_00332
OG0001129	Syag.g_00963	Prbd.g_00333
OG0001130	Syag.g_00964	Prbd.g_00334
OG0001131	Syag.g_00624	Prbd.g_00370
OG0001132	Syag.g_00096	Prbd.g_00380
OG0001133	Syag.g_00380	Prbd.g_00414
OG0001134	Syag.g_02164	Prbd.g_00427
OG0001135	Syag.g_00147	Prbd.g_00430
OG0001136	Syag.g_01144	Prbd.g_00465
OG0001137	Syag.g_01123	Prbd.g_00476
OG0001138	Syag.g_01090	Prbd.g_00494
OG0001139	Syag.g_01088	Prbd.g_00495
OG0001140	Syag.g_01087	Prbd.g_00496
OG0001141	Syag.g_01086	Prbd.g_00497
OG0001142	Syag.g_01085	Prbd.g_00498
OG0001143	Syag.g_01077	Prbd.g_00505
OG0001144	Syag.g_01064	Prbd.g_00510
OG0001145	Syag.g_01169	Prbd.g_01809
OG0001146	Syag.g_01218	Prbd.g_01797
OG0001147	Syag.g_01360	Prbd.g_01778
OG0001148	Syag.g_01539	Prbd.g_01762
OG0001149	Syag.g_01540	Prbd.g_01761
OG0001150	Syag.g_01541	Prbd.g_01760
OG0001151	Syag.g_01554	Prbd.g_01749
OG0001152	Syag.g_01555	Prbd.g_01748
OG0001153	Syag.g_01375	Prbd.g_01657
OG0001154	Syag.g_01374	Prbd.g_01656
OG0001155	Syag.g_01616	Prbd.g_01644
OG0001156	Syag.g_01619	Prbd.g_01641
OG0001157	Syag.g_01620	Prbd.g_01640
OG0001158	Syag.g_01621	Prbd.g_01639
OG0001159	Syag.g_01622, Syag.g_01625	Prbd.g_01638
OG0001160	Syag.g_01666	Prbd.g_01613
OG0001161	Syag.g_02163	Prbd.g_01600
OG0001162	Syag.g_01238	Prbd.g_01589
OG0001163	Syag.g_01674	Prbd.g_01533
OG0001164	Syag.g_01680	Prbd.g_01529
OG0001165	Syag.g_01685	Prbd.g_01526
OG0001166	Syag.g_01715	Prbd.g_01506
OG0001167	Syag.g_02383	Prbd.g_01489
OG0001168	Syag.g_01740	Prbd.g_01487
OG0001169	Syag.g_01742	Prbd.g_01485
OG0001170	Syag.g_01744	Prbd.g_01483
OG0001171	Syag.g_01755	Prbd.g_01473
OG0001172	Syag.g_02693	Prbd.g_01460
OG0001173	Syag.g_02694	Prbd.g_01459
OG0001174	Syag.g_02703	Prbd.g_01451
OG0001175	Syag.g_02704	Prbd.g_01450
OG0001176	Syag.g_02723	Prbd.g_01443
OG0001177	Syag.g_02720	Prbd.g_01440
OG0001178	Syag.g_01694	Prbd.g_01435
OG0001179	Syag.g_02754	Prbd.g_01407
OG0001180	Syag.g_02780	Prbd.g_01385
OG0001181	Syag.g_02784	Prbd.g_01381
OG0001182	Syag.g_02793	Prbd.g_01374
OG0001183	Syag.g_02798	Prbd.g_01370
OG0001184	Syag.g_02428	Prbd.g_01354
OG0001185	Syag.g_02399	Prbd.g_01340
OG0001186	Syag.g_02364	Prbd.g_01316
OG0001187	Syag.g_02361	Prbd.g_01311
OG0001188	Syag.g_02359	Prbd.g_01309
OG0001189	Syag.g_02334	Prbd.g_01292
OG0001190	Syag.g_02126	Prbd.g_01288
OG0001191	Syag.g_02142	Prbd.g_01278
OG0001192	Syag.g_02149	Prbd.g_01274
OG0001193	Syag.g_02182	Prbd.g_01264
OG0001194	Syag.g_02185	Prbd.g_01263
OG0001195	Syag.g_02186	Prbd.g_01262
OG0001196	Syag.g_02254	Prbd.g_01249
OG0001197	Syag.g_02256	Prbd.g_01248
OG0001198	Syag.g_02269	Prbd.g_01240
OG0001199	Syag.g_01825	Prbd.g_01170
OG0001200	Syag.g_01827	Prbd.g_01168
OG0001201	Syag.g_01886	Prbd.g_01136
OG0001202	Syag.g_02032	Prbd.g_01041
OG0001203	Syag.g_01783	Prbd.g_01001
OG0001204	Syag.g_02673	Prbd.g_00996
OG0001206	Syag.g_01328	Prbd.g_00780
OG0001207	Syag.g_01536	Prbd.g_00765
OG0001208	Syag.g_01526	Prbd.g_00760
OG0001209	Syag.g_01451	Prbd.g_00707
OG0001210	Syag.g_01442	Prbd.g_00702
OG0001211	Syag.g_00272	Prbd.g_00692
OG0001212	Syag.g_00334	Prbd.g_00648
OG0001213	Syag.g_00394	Prbd.g_00615
OG0001214	Syag.g_00412	Prbd.g_00607
OG0001215	Syag.g_01014	Prbd.g_00554
OG0001216	Syag.g_00920	Prbd.g_00009
OG0001217	Syag.g_00151	Prbd.g_00049
OG0001218	Syag.g_01364	Prbd.g_00056
OG0001219	Syag.g_00767	Prbd.g_00091
OG0001220	Syag.g_00743	Prbd.g_00154
OG0001221	Syag.g_00628	Prbd.g_00217
OG0001222	Syag.g_00797	Prbd.g_00256
OG0001223	Syag.g_00843	Prbd.g_00282
OG0001224	Syag.g_00969	Prbd.g_00336
OG0001225	Syag.g_00971	Prbd.g_00338
OG0001226	Syag.g_01835	Prbd.g_00364
OG0001227	Syag.g_01240	Prbd.g_00383
OG0001228	Syag.g_00709	Prbd.g_00513
OG0001229	Syag.g_00997	Prbd.g_01766
OG0001230	Syag.g_01430	Prbd.g_01697
OG0001231	Syag.g_02289	Prbd.g_01591
OG0001232	Syag.g_01724	Prbd.g_01502
OG0001233	Syag.g_01745	Prbd.g_01482
OG0001234	Syag.g_02708	Prbd.g_01448
OG0001235	Syag.g_02715	Prbd.g_01438
OG0001236	Syag.g_02432	Prbd.g_01357
OG0001237	Syag.g_02426	Prbd.g_01353
OG0001238	Syag.g_02144	Prbd.g_01277
OG0001239	Syag.g_01822	Prbd.g_01173
OG0001240	Syag.g_01869	Prbd.g_01151
OG0001241	Syag.g_01879	Prbd.g_01143
OG0001243	Syag.g_01920	Prbd.g_01118
OG0001244	Syag.g_01948	Prbd.g_01101
OG0001245	Syag.g_00213	Prbd.g_00858
OG0001246	Syag.g_01498	Prbd.g_00738
OG0001247	Syag.g_00710	Prbd.g_00561
OG0001248	Syag.g_00175	Prbd.g_00559
OG0001249	Syag.g_02837	Prbd.g_00080
OG0001250	Syag.g_00725	Prbd.g_00143
OG0001251	Syag.g_00472	Prbd.g_00191
OG0001252	Syag.g_00960	Prbd.g_00331
OG0001253	Syag.g_00094	Prbd.g_00384
OG0001254	Syag.g_02165	Prbd.g_00429
OG0001255	Syag.g_00440	Prbd.g_00452
OG0001256	Syag.g_01673	Prbd.g_01598
OG0001257	Syag.g_00217, Syag.g_00176	Prbd.g_01592
OG0001258	Syag.g_01683	Prbd.g_01528
OG0001259	Syag.g_01743	Prbd.g_01484
OG0001260	Syag.g_01763	Prbd.g_01467
OG0001261	Syag.g_02763	Prbd.g_01399
OG0001262	Syag.g_02336	Prbd.g_01294
OG0001263	Syag.g_01923	Prbd.g_01115
OG0001265	Syag.g_01910	Prbd.g_01125
OG0001266	Syag.g_02036	Prbd.g_01037
OG0001267	Syag.g_02598	Prbd.g_00959
OG0001268	Syag.g_02850	Prbd.g_00900
OG0001269	Syag.g_00480	Prbd.g_00880
OG0001270	Syag.g_00030	Prbd.g_00808
OG0001271	Syag.g_01353	Prbd.g_00770
OG0001272	Syag.g_01522	Prbd.g_00756
OG0001273	Syag.g_00405	Prbd.g_00613
OG0001274	Syag.g_02076	Prbd.g_00541
OG0001275	Syag.g_00857	Prbd.g_00292
OG0001276	Syag.g_00874	Prbd.g_00315
OG0001278	Syag.g_01054	Prbd.g_00518
OG0001279	Syag.g_00490	Prbd.g_01893
OG0001280	Syag.g_01189	Prbd.g_01802
OG0001281	Syag.g_01219	Prbd.g_01796
OG0001282	Syag.g_01538	Prbd.g_01763
OG0001283	Syag.g_02248	Prbd.g_01744
OG0001284	Syag.g_01656	Prbd.g_01618, Prbd.g_01619
OG0001285	Syag.g_00142, Syag.g_02205	Prbd.g_01499
OG0001286	Syag.g_02778	Prbd.g_01387
OG0001287	Syag.g_02391	Prbd.g_01333
OG0001288	Syag.g_02373	Prbd.g_01324
OG0001289	Syag.g_01850	Prbd.g_01157
OG0001290	Syag.g_01878	Prbd.g_01144
OG0001291	Syag.g_01933	Prbd.g_01108
OG0001292	Syag.g_02667	Prbd.g_00991
OG0001293	Syag.g_02625	Prbd.g_00978
OG0001294	Syag.g_00593	Prbd.g_00860
OG0001295	Syag.g_00968	Prbd.g_00775
OG0001296	Syag.g_01492	Prbd.g_00733
OG0001297	Syag.g_01488	Prbd.g_00728
OG0001298	Syag.g_00309	Prbd.g_00666
OG0001299	Syag.g_00582	Prbd.g_00578
OG0001300	Syag.g_01003	Prbd.g_00551
OG0001301	Syag.g_00987	Prbd.g_00548
OG0001302	Syag.g_00442	Prbd.g_00089
OG0001303	Syag.g_00769	Prbd.g_00296
OG0001304	Syag.g_00890	Prbd.g_00325
OG0001305	Syag.g_00981	Prbd.g_00344
OG0001306	Syag.g_01160	Prbd.g_00454
OG0001307	Syag.g_00577	Prbd.g_01781
OG0001308	Syag.g_01406	Prbd.g_01679
OG0001309	Syag.g_01482	Prbd.g_01594
OG0001311	Syag.g_00876	Prbd.g_00317
OG0001312	Syag.g_00779	Prbd.g_00245
OG0001314	Syag.g_00118	Prbd.g_00039
OG0001315	Syag.g_02796	Prbd.g_01182
OG0001316	Syag.g_01940	Prbd.g_01102
OG0001317	Syag.g_01787	Prbd.g_01005
OG0001318	Syag.g_02633	Prbd.g_00983
OG0001319	Syag.g_02609	Prbd.g_00967
OG0001321	Syag.g_00050	Prbd.g_00791
OG0001322	Syag.g_00051	Prbd.g_00790
OG0001323	Syag.g_01479	Prbd.g_00723
OG0001324	Syag.g_01002	Prbd.g_00550
OG0001325	Syag.g_00916	Prbd.g_00012
OG0001326	Syag.g_02190, Syag.g_02195	Prbd.g_00179
OG0001328	Syag.g_00620	Prbd.g_00382
OG0001329	Syag.g_00498	Prbd.g_00421
OG0001331	Syag.g_01543	Prbd.g_01758
OG0001332	Syag.g_01611	Prbd.g_01646
OG0001333	Syag.g_01739	Prbd.g_01488
OG0001334	Syag.g_02807	Prbd.g_01367
OG0001335	Syag.g_02808	Prbd.g_01366
OG0001336	Syag.g_02249	Prbd.g_01252
OG0001339	Syag.g_01881	Prbd.g_01141
OG0001341	Syag.g_00233	Prbd.g_00047
OG0001343	Syag.g_00562	Prbd.g_00188
OG0001344	Syag.g_01136	Prbd.g_00472
OG0001345	Syag.g_01108	Prbd.g_00487
OG0001346	Syag.g_01193	Prbd.g_01800
OG0001347	Syag.g_02350	Prbd.g_01815
OG0001348	Syag.g_00941	Prbd.g_01570
OG0001351	Syag.g_00055	Prbd.g_00788
OG0001352	Syag.g_01459	Prbd.g_00564
OG0001353	Syag.g_00716	Prbd.g_00134
OG0001354	Syag.g_00830	Prbd.g_00274
OG0001356	Syag.g_00942	Prbd.g_00830
OG0001358	Syag.g_00374	Prbd.g_00624
OG0001359	Syag.g_00561	Prbd.g_00189
OG0001360	Syag.g_01106	Prbd.g_00385
OG0001361	Syag.g_01111	Prbd.g_00484
OG0001364	Syag.g_02448	Prbd.g_01364
OG0001365	Syag.g_02131	Prbd.g_01284
OG0001369	Syag.g_01868	Prbd.g_01152
OG0001373	Syag.g_02194	Prbd.g_00178
OG0001374	Syag.g_02202	Prbd.g_00186
OG0001375	Syag.g_00563	Prbd.g_00187
OG0001376	Syag.g_02153	Prbd.g_00350
OG0001377	Syag.g_02152	Prbd.g_00351
OG0001378	Syag.g_00028	Prbd.g_00394
OG0001379	Syag.g_01183	Prbd.g_01807
OG0001380	Syag.g_00252	Prbd.g_01776
OG0001385	Syag.g_02191	Prbd.g_00175
OG0001386	Syag.g_02192	Prbd.g_00176
OG0001387	Syag.g_02193	Prbd.g_00177
OG0001388	Syag.g_02196	Prbd.g_00180
OG0001389	Syag.g_02197	Prbd.g_00181
OG0001390	Syag.g_02198	Prbd.g_00182
OG0001391	Syag.g_02199	Prbd.g_00183
OG0001392	Syag.g_02200	Prbd.g_00184
OG0001393	Syag.g_02201	Prbd.g_00185
OG0001394	Syag.g_00635	Prbd.g_00221
OG0001395	Syag.g_00898	Prbd.g_00327
OG0001396	Syag.g_02349	Prbd.g_01814
OG0001398	Syag.g_00751	Prbd.g_01565
OG0001402	Syag.g_00379	Prbd.g_00063
OG0001403	Syag.g_02308	Prbd.g_01207
OG0001404	Syag.g_01818	Prbd.g_01176
OG0001405	Syag.g_02810	Prbd.g_00913
OG0001406	Syag.g_02154	Prbd.g_00349
OG0001408	Syag.g_00450	Prbd.g_00367
OG0001409	Syag.g_01125	Prbd.g_00475
OG0001410	Syag.g_00576	Prbd.g_01780
OG0001413	Syag.g_00224	Prbd.g_01603
OG0001416	Syag.g_01198	Prbd.g_00783
OG0001417	Syag.g_00829	Prbd.g_00773
OG0001419	Syag.g_01466	Prbd.g_00363
OG0001420	Syag.g_01465	Prbd.g_00403
OG0001428	Syag.g_01981	Prbd.g_01068
OG0001429	Syag.g_00770	Prbd.g_00092
OG0001432	Syag.g_00448	Prbd.g_01605
OG0001433	Syag.g_00943	Prbd.g_00829
OG0001435	Syag.g_00605	Prbd.g_00202
OG0001438	Syag.g_02583	Prbd.g_00946
OG0001439	Syag.g_02554	Prbd.g_00932
OG0001442	Syag.g_00648	Prbd.g_00037
OG0001447	Syag.g_01921	Prbd.g_01117
OG0001448	Syag.g_01350	Prbd.g_00872
OG0001449	Syag.g_02676	Prbd.g_00841
OG0001452	Syag.g_02638	Prbd.g_00193
OG0001453	Syag.g_00849	Prbd.g_00286
OG0001454	Syag.g_00204	Prbd.g_00378
OG0001456	Syag.g_02212	Prbd.g_00445
OG0001457	Syag.g_02213	Prbd.g_00446
OG0001458	Syag.g_02214	Prbd.g_00447
OG0001459	Syag.g_00535	Prbd.g_01879
OG0001460	Syag.g_00944	Prbd.g_00828
OG0001461	Syag.g_00521	Prbd.g_00823
OG0001462	Syag.g_02315	Prbd.g_01203
OG0001465	Syag.g_00940	Prbd.g_00542
OG0001467	Syag.g_01322	Prbd.g_00081
OG0001471	Syag.g_02563	Prbd.g_01602
OG0001472	Syag.g_00104	Prbd.g_01595
OG0001473	Syag.g_00471	Prbd.g_01315
OG0001474	Syag.g_02851	Prbd.g_00899
OG0001479	Syag.g_02848	Prbd.g_00902
OG0001480	Syag.g_00451	Prbd.g_00870
OG0001482	Syag.g_00839	Prbd.g_00785
OG0001484	Syag.g_02203	Prbd.g_01837
OG0001486	Syag.g_01143	Prbd.g_00466
OG0001492	Syag.g_01057	Prbd.g_00515
OG0001493	Syag.g_01045	Prbd.g_00523
OG0001495	Syag.g_02719	Prbd.g_01441
OG0001502	Syag.g_00739	Prbd.g_00072
OG0001504	Syag.g_00534	Prbd.g_01878
OG0001507	Syag.g_01794, Syag.g_00083	Prbd.g_01549
OG0001520	Syag.g_00294	Prbd.g_00846
OG0001525	Syag.g_00464	Prbd.g_01586
OG0001546	Syag.g_01473	Prbd.g_00718
OG0001547	Syag.g_00753	Prbd.g_00074
OG0001551	Syag.g_01019	Prbd.g_00444
OG0001553	Syag.g_01424	Prbd.g_01692
OG0001554	Syag.g_02124	Prbd.g_01596
OG0001556	Syag.g_01096	Prbd.g_00825
OG0001567	Syag.g_00752	Prbd.g_00073
OG0001568	Syag.g_00754	Prbd.g_00075
OG0001572	Syag.g_00086	Prbd.g_00003
OG0001573	Syag.g_00546, Syag.g_02341, Syag.g_02183	Prbd.g_00821, Prbd.g_01098
OG0001582	Syag.g_00198	Prbd.g_00774
OG0001602	Syag.g_00939	Prbd.g_00543
OG0001625	Syag.g_02631	Prbd.g_00981
OG0001633	Syag.g_01608	Prbd.g_01767
OG0001635	Syag.g_02369	Prbd.g_01545
OG0001647	Syag.g_02607	Prbd.g_00966
OG0001666	Syag.g_00218	Prbd.g_01880
OG0001690	Syag.g_02135, Syag.g_00545, Syag.g_02137	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904
OG0001695	Syag.g_02232	Prbd.g_01854
OG0001700	Syag.g_00537	Prbd.g_00827
OG0001740	Syag.g_02235	Prbd.g_01853
OG0001919	Syag.g_00444	Prbd.g_00844
OG0001990	Syag.g_02236	Prbd.g_00438
OG0002020	Syag.g_02228	Prbd.g_01852
OG0002021	Syag.g_02226	Prbd.g_01850
OG0002022	Syag.g_02225	Prbd.g_01849
OG0002023	Syag.g_02224	Prbd.g_01848
OG0002024	Syag.g_02217	Prbd.g_01844
OG0002029	Syag.g_01347	Prbd.g_01881
OG0002054	Syag.g_02216	Prbd.g_01843
OG0002055	Syag.g_02219	Prbd.g_01846
OG0002110	Syag.g_00103	Prbd.g_01905, Prbd.g_01906
OG0002131	Syag.g_02227	Prbd.g_01851
OG0002132	Syag.g_02220	Prbd.g_01847
OG0002133	Syag.g_02218	Prbd.g_01845
OG0002178	Syag.g_02222	Prbd.g_01841
OG0002380	Syag.g_01603	Prbd.g_00837
OG0002416	Syag.g_00454	Prbd.g_00529
OG0002432	Syag.g_02103	Prbd.g_01821
OG0002492	Syag.g_02101	Prbd.g_01823
OG0002592	Syag.g_02108	Prbd.g_01819
OG0002632	Syag.g_02102	Prbd.g_01822
OG0002785	Syag.g_00924	Prbd.g_00535
OG0002842	Syag.g_02104	Prbd.g_01820
OG0003033	Syag.g_02476	Prbd.g_01715
