Orthogroup	Prad	Pram
OG0001165	Prad.g_01638	Pram.g_01825
OG0001166	Prad.g_01637	Pram.g_01826
OG0001167	Prad.g_01636	Pram.g_01828
OG0001168	Prad.g_01635	Pram.g_01829
OG0001169	Prad.g_01634	Pram.g_01830
OG0001170	Prad.g_01633	Pram.g_01831
OG0001171	Prad.g_01632	Pram.g_01832
OG0001172	Prad.g_01630	Pram.g_01834
OG0001173	Prad.g_01628	Pram.g_01836
OG0001174	Prad.g_01627	Pram.g_01837
OG0001175	Prad.g_01626	Pram.g_01838
OG0001176	Prad.g_01625	Pram.g_01840
OG0001177	Prad.g_01623	Pram.g_01842
OG0001178	Prad.g_01621	Pram.g_01845
OG0001179	Prad.g_01620	Pram.g_01846
OG0001180	Prad.g_01619	Pram.g_01847
OG0001181	Prad.g_01618	Pram.g_01848
OG0001182	Prad.g_01617	Pram.g_01849
OG0001183	Prad.g_01616	Pram.g_01850
OG0001184	Prad.g_01614	Pram.g_01852
OG0001185	Prad.g_01611	Pram.g_01854
OG0001186	Prad.g_01610	Pram.g_01855
OG0001187	Prad.g_01609	Pram.g_01856
OG0001188	Prad.g_01608	Pram.g_01857
OG0001189	Prad.g_01607	Pram.g_01858
OG0001190	Prad.g_01606	Pram.g_01859
OG0001191	Prad.g_01605	Pram.g_01860
OG0001192	Prad.g_01604	Pram.g_01861
OG0001193	Prad.g_01603	Pram.g_01862
OG0001194	Prad.g_01602	Pram.g_01863
OG0001195	Prad.g_01601	Pram.g_01864
OG0001196	Prad.g_01600	Pram.g_01865
OG0001197	Prad.g_01599	Pram.g_01866
OG0001198	Prad.g_01598	Pram.g_01867
OG0001199	Prad.g_01597	Pram.g_01868
OG0001200	Prad.g_01596	Pram.g_01869
OG0001201	Prad.g_01595	Pram.g_01870
OG0001202	Prad.g_01594	Pram.g_01871
OG0001203	Prad.g_01592	Pram.g_01873
OG0001204	Prad.g_01590	Pram.g_01875
OG0001205	Prad.g_01589	Pram.g_01877
OG0001206	Prad.g_01588	Pram.g_01878
OG0001207	Prad.g_01587	Pram.g_01879
OG0001208	Prad.g_01586	Pram.g_01880
OG0001209	Prad.g_01585	Pram.g_01881
OG0001210	Prad.g_01584	Pram.g_01882
OG0001211	Prad.g_01583	Pram.g_01883
OG0001212	Prad.g_01582	Pram.g_01884
OG0001213	Prad.g_01581	Pram.g_01885
OG0001214	Prad.g_01579	Pram.g_01887
OG0001215	Prad.g_01578	Pram.g_01888
OG0001216	Prad.g_01577	Pram.g_01889
OG0001217	Prad.g_01576	Pram.g_01890
OG0001218	Prad.g_01575	Pram.g_01891
OG0001219	Prad.g_01572	Pram.g_01894
OG0001220	Prad.g_01571	Pram.g_01895
OG0001221	Prad.g_01568	Pram.g_01900
OG0001222	Prad.g_01567	Pram.g_01901
OG0001223	Prad.g_01566	Pram.g_01902
OG0001224	Prad.g_01565	Pram.g_01904
OG0001225	Prad.g_01564	Pram.g_01905
OG0001226	Prad.g_01563	Pram.g_01906
OG0001227	Prad.g_01562	Pram.g_01907
OG0001228	Prad.g_01561	Pram.g_01908
OG0001229	Prad.g_01560	Pram.g_01909
OG0001230	Prad.g_01559	Pram.g_01910
OG0001231	Prad.g_01558	Pram.g_01911
OG0001232	Prad.g_01557	Pram.g_01913
OG0001233	Prad.g_01556	Pram.g_01914
OG0001234	Prad.g_01555	Pram.g_01915
OG0001235	Prad.g_01554	Pram.g_01916
OG0001236	Prad.g_01552	Pram.g_01918
OG0001237	Prad.g_01551	Pram.g_01919
OG0001238	Prad.g_01549	Pram.g_01924
OG0001239	Prad.g_01548	Pram.g_01925
OG0001240	Prad.g_01547	Pram.g_01926
OG0001241	Prad.g_01545	Pram.g_01929
OG0001242	Prad.g_01544	Pram.g_01930
OG0001243	Prad.g_01543	Pram.g_01931
OG0001244	Prad.g_01542	Pram.g_01932
OG0001245	Prad.g_01541	Pram.g_01933
OG0001246	Prad.g_01540	Pram.g_01934
OG0001247	Prad.g_01539	Pram.g_01935
OG0001248	Prad.g_01538	Pram.g_01936
OG0001249	Prad.g_01537	Pram.g_01937
OG0001250	Prad.g_01536	Pram.g_01938
OG0001252	Prad.g_01855	Pram.g_00124
OG0001253	Prad.g_01841	Pram.g_00135
OG0001254	Prad.g_01710	Pram.g_00269
OG0001255	Prad.g_01658	Pram.g_00327
OG0001257	Prad.g_00025	Pram.g_00418
OG0001258	Prad.g_00131	Pram.g_00434
OG0001259	Prad.g_01379	Pram.g_00527
OG0001260	Prad.g_01091	Pram.g_00903
OG0001261	Prad.g_01181	Pram.g_00844
OG0001262	Prad.g_00297	Pram.g_00862
OG0001263	Prad.g_00276	Pram.g_01161
OG0001264	Prad.g_00246	Pram.g_00733
OG0001265	Prad.g_00137	Pram.g_00981
OG0001266	Prad.g_00995	Pram.g_00577
OG0001267	Prad.g_01512	Pram.g_01157
OG0001268	Prad.g_01499	Pram.g_01143
OG0001269	Prad.g_00611	Pram.g_01477
OG0001270	Prad.g_00474	Pram.g_01334
OG0001271	Prad.g_00463	Pram.g_01322
OG0001272	Prad.g_00421	Pram.g_00658
OG0001273	Prad.g_00420	Pram.g_01272
OG0001274	Prad.g_00415	Pram.g_01590
OG0001276	Prad.g_00384	Pram.g_01003
OG0001277	Prad.g_00369	Pram.g_01599
OG0001278	Prad.g_00949	Pram.g_01624
OG0001279	Prad.g_00945	Pram.g_01627
OG0001280	Prad.g_00942	Pram.g_01630
OG0001281	Prad.g_00876	Pram.g_01700
OG0001282	Prad.g_00851	Pram.g_01637
OG0001283	Prad.g_00769	Pram.g_01813
OG0001285	Prad.g_01591	Pram.g_01874
OG0001286	Prad.g_01546	Pram.g_01928
OG0001287	Prad.g_01299	Pram.g_01516
OG0001288	Prad.g_00070	Pram.g_00372
OG0001290	Prad.g_01956	Pram.g_00017
OG0001291	Prad.g_01922	Pram.g_00056
OG0001292	Prad.g_01919	Pram.g_00059
OG0001293	Prad.g_01917	Pram.g_00061
OG0001294	Prad.g_01900	Pram.g_00077
OG0001295	Prad.g_01874	Pram.g_00105
OG0001296	Prad.g_01868	Pram.g_00112
OG0001297	Prad.g_01792	Pram.g_00184
OG0001298	Prad.g_01748	Pram.g_00231
OG0001299	Prad.g_01739	Pram.g_00240
OG0001300	Prad.g_00736	Pram.g_01213
OG0001302	Prad.g_01096	Pram.g_01529
OG0001303	Prad.g_01100	Pram.g_01196
OG0001304	Prad.g_01027	Pram.g_00897
OG0001305	Prad.g_01022	Pram.g_00892
OG0001307	Prad.g_00979	Pram.g_01214
OG0001308	Prad.g_00647	Pram.g_01275
OG0001311	Prad.g_01467	Pram.g_01106
OG0001312	Prad.g_00610	Pram.g_01476
OG0001313	Prad.g_00417	Pram.g_00357
OG0001314	Prad.g_00918	Pram.g_01655
OG0001316	Prad.g_00773	Pram.g_01809
OG0001318	Prad.g_01852	Pram.g_00127
OG0001319	Prad.g_01753	Pram.g_00225
OG0001321	Prad.g_01207, Prad.g_01102	Pram.g_00576
OG0001322	Prad.g_01126	Pram.g_01189
OG0001323	Prad.g_01003	Pram.g_00723
OG0001324	Prad.g_00971	Pram.g_00625
OG0001325	Prad.g_00653	Pram.g_00648
OG0001326	Prad.g_00338	Pram.g_00629
OG0001327	Prad.g_00340	Pram.g_01276
OG0001328	Prad.g_00623	Pram.g_01235
OG0001329	Prad.g_00574	Pram.g_01922
OG0001330	Prad.g_00424	Pram.g_01289
OG0001331	Prad.g_00944	Pram.g_01628
OG0001332	Prad.g_00894	Pram.g_01680
OG0001333	Prad.g_00803	Pram.g_01774
OG0001334	Prad.g_01629	Pram.g_01835
OG0001335	Prad.g_01593	Pram.g_01872
OG0001336	Prad.g_01865	Pram.g_00114
OG0001337	Prad.g_01875	Pram.g_00104
OG0001338	Prad.g_01847	Pram.g_01246
OG0001339	Prad.g_01788	Pram.g_00188
OG0001340	Prad.g_01743	Pram.g_00236
OG0001341	Prad.g_01730	Pram.g_00249
OG0001342	Prad.g_01711	Pram.g_00268
OG0001343	Prad.g_01652	Pram.g_00334
OG0001345	Prad.g_00668	Pram.g_00369
OG0001346	Prad.g_00035	Pram.g_00408
OG0001347	Prad.g_00021	Pram.g_00422
OG0001348	Prad.g_00125	Pram.g_00680
OG0001349	Prad.g_00120	Pram.g_00446
OG0001350	Prad.g_00115	Pram.g_00451
OG0001351	Prad.g_01366	Pram.g_00515
OG0001352	Prad.g_01256	Pram.g_00772
OG0001353	Prad.g_01277	Pram.g_00211
OG0001354	Prad.g_01129	Pram.g_00904
OG0001355	Prad.g_00307	Pram.g_00851
OG0001356	Prad.g_00262	Pram.g_00711
OG0001357	Prad.g_00158	Pram.g_00969
OG0001358	Prad.g_00138	Pram.g_00980
OG0001359	Prad.g_01525	Pram.g_01551
OG0001360	Prad.g_01524	Pram.g_01552
OG0001361	Prad.g_01445	Pram.g_01085
OG0001362	Prad.g_01216	Pram.g_01253
OG0001364	Prad.g_00444	Pram.g_01302
OG0001365	Prad.g_00376	Pram.g_00041
OG0001366	Prad.g_00904	Pram.g_01670
OG0001368	Prad.g_01622	Pram.g_01843
OG0001371	Prad.g_01926	Pram.g_00051
OG0001372	Prad.g_01925	Pram.g_00053
OG0001373	Prad.g_01918	Pram.g_00060
OG0001374	Prad.g_01906	Pram.g_00071
OG0001375	Prad.g_01858	Pram.g_00122
OG0001376	Prad.g_01757	Pram.g_00221
OG0001377	Prad.g_01735	Pram.g_00245
OG0001378	Prad.g_01719	Pram.g_00261
OG0001379	Prad.g_00748	Pram.g_01337
OG0001380	Prad.g_01980	Pram.g_00788
OG0001381	Prad.g_00053	Pram.g_00394
OG0001382	Prad.g_00046	Pram.g_00399
OG0001383	Prad.g_00118	Pram.g_00448
OG0001384	Prad.g_00110	Pram.g_00457
OG0001385	Prad.g_01240	Pram.g_01043
OG0001386	Prad.g_01248	Pram.g_00764
OG0001387	Prad.g_01250	Pram.g_00766
OG0001388	Prad.g_01260	Pram.g_00777
OG0001389	Prad.g_01054	Pram.g_01025
OG0001390	Prad.g_01090	Pram.g_01533
OG0001391	Prad.g_01131	Pram.g_00907
OG0001392	Prad.g_00263	Pram.g_00710
OG0001393	Prad.g_00261	Pram.g_00712
OG0001394	Prad.g_00240	Pram.g_00739
OG0001395	Prad.g_00237	Pram.g_00742
OG0001397	Prad.g_01034	Pram.g_00993
OG0001398	Prad.g_01014	Pram.g_00884
OG0001399	Prad.g_01005	Pram.g_00702
OG0001400	Prad.g_00997	Pram.g_01202
OG0001401	Prad.g_01320	Pram.g_00698
OG0001402	Prad.g_01510	Pram.g_01155
OG0001403	Prad.g_00627	Pram.g_01231
OG0001404	Prad.g_00603	Pram.g_00996
OG0001405	Prad.g_00593	Pram.g_01467
OG0001406	Prad.g_00475	Pram.g_01335
OG0001407	Prad.g_00472	Pram.g_01332
OG0001408	Prad.g_00423	Pram.g_01288
OG0001409	Prad.g_00409	Pram.g_01563
OG0001410	Prad.g_00395	Pram.g_01526
OG0001412	Prad.g_00205	Pram.g_00920
OG0001414	Prad.g_01932	Pram.g_01553
OG0001415	Prad.g_01665	Pram.g_00314
OG0001416	Prad.g_00108	Pram.g_00459
OG0001417	Prad.g_01249	Pram.g_00765
OG0001418	Prad.g_01103	Pram.g_00660
OG0001419	Prad.g_01135	Pram.g_00912
OG0001420	Prad.g_00259	Pram.g_00714
OG0001421	Prad.g_00255	Pram.g_00718
OG0001422	Prad.g_01000	Pram.g_00650
OG0001423	Prad.g_01523	Pram.g_01509
OG0001424	Prad.g_00074	Pram.g_01286
OG0001425	Prad.g_00403	Pram.g_01200
OG0001426	Prad.g_01550	Pram.g_01923
OG0001428	Prad.g_00560	Pram.g_01408
OG0001431	Prad.g_00999	Pram.g_00695
OG0001438	Prad.g_01409	Pram.g_00558
OG0001439	Prad.g_01178	Pram.g_00841
OG0001440	Prad.g_00134	Pram.g_00985
OG0001441	Prad.g_00640	Pram.g_01508
OG0001442	Prad.g_00663	Pram.g_01598
OG0001443	Prad.g_01513	Pram.g_01158
OG0001445	Prad.g_01202	Pram.g_01210
OG0001446	Prad.g_01204	Pram.g_00363
OG0001447	Prad.g_01205	Pram.g_01166
OG0001449	Prad.g_00536	Pram.g_01401
OG0001451	Prad.g_00546	Pram.g_00613
OG0001452	Prad.g_01573	Pram.g_01893
OG0001454	Prad.g_00743	Pram.g_00392
OG0001455	Prad.g_01191	Pram.g_00637
OG0001457	Prad.g_01276	Pram.g_00797
OG0001459	Prad.g_01124	Pram.g_01470
OG0001460	Prad.g_00285	Pram.g_00581
OG0001461	Prad.g_00213	Pram.g_01032
OG0001462	Prad.g_00146	Pram.g_01179
OG0001463	Prad.g_01006	Pram.g_00398
OG0001465	Prad.g_00334	Pram.g_01197
OG0001466	Prad.g_00348	Pram.g_01277
OG0001468	Prad.g_00780	Pram.g_01800
OG0001469	Prad.g_01498	Pram.g_01142
OG0001470	Prad.g_01671	Pram.g_00308
OG0001472	Prad.g_00286	Pram.g_00878
OG0001473	Prad.g_00277	Pram.g_00906
OG0001481	Prad.g_01480	Pram.g_01121
OG0001482	Prad.g_01985, Prad.g_01318	Pram.g_00362
OG0001483	Prad.g_00364	Pram.g_01224
OG0001484	Prad.g_00562	Pram.g_00046
OG0001485	Prad.g_00881	Pram.g_01692
OG0001489	Prad.g_00734	Pram.g_01723
OG0001490	Prad.g_00701	Pram.g_01694
OG0001492	Prad.g_01179	Pram.g_00842
OG0001504	Prad.g_00230	Pram.g_00749
OG0001505	Prad.g_01189	Pram.g_00641
OG0001506	Prad.g_00984	Pram.g_01187
OG0001507	Prad.g_01514	Pram.g_01159
OG0001510	Prad.g_00788	Pram.g_01792
OG0001516	Prad.g_00164	Pram.g_01487
OG0001519	Prad.g_00722	Pram.g_00628
OG0001521	Prad.g_00375	Pram.g_00042
OG0001522	Prad.g_00075, Prad.g_00962	Pram.g_01562, Pram.g_00682
OG0001527	Prad.g_00638	Pram.g_01515
OG0001538	Prad.g_00337	Pram.g_00666
OG0001544	Prad.g_00082	Pram.g_01257
OG0001546	Prad.g_01046	Pram.g_00846
OG0001579	Prad.g_00535	Pram.g_01400
OG0001605	Prad.g_00857	Pram.g_01721
OG0001616	Prad.g_00328	Pram.g_01593
OG0001619	Prad.g_00605	Pram.g_01205
OG0001621	Prad.g_01106	Pram.g_01251
OG0001627	Prad.g_01192	Pram.g_01532
OG0001631	Prad.g_01437	Pram.g_00572
OG0001646	Prad.g_00695	Pram.g_00630
OG0001714	Prad.g_00573	Pram.g_01338
OG0001735	Prad.g_00079	Pram.g_01578
OG0001736	Prad.g_00229	Pram.g_00750
OG0001821	Prad.g_00347	Pram.g_01609
OG0001827	Prad.g_00346	Pram.g_00626
OG0001869	Prad.g_00553	Pram.g_01493
OG0001872	Prad.g_00390	Pram.g_01566
OG0001961	Prad.g_01286	Pram.g_00692
OG0003446	Prad.g_00558	Pram.g_01496
OG0003448	Prad.g_01285	Pram.g_00615
