Orthogroup	Prad	Praj
OG0001146	Prad.g_00783	Praj.g_01979
OG0001147	Prad.g_00782	Praj.g_01980
OG0001148	Prad.g_00781	Praj.g_01981
OG0001149	Prad.g_00779	Praj.g_01982
OG0001150	Prad.g_00778	Praj.g_01983
OG0001151	Prad.g_00776	Praj.g_01986
OG0001152	Prad.g_00775	Praj.g_01987
OG0001153	Prad.g_00774	Praj.g_01988
OG0001154	Prad.g_00772	Praj.g_01990
OG0001155	Prad.g_00770	Praj.g_01992
OG0001156	Prad.g_00768	Praj.g_01994
OG0001157	Prad.g_00767	Praj.g_01996
OG0001158	Prad.g_00765	Praj.g_01998
OG0001159	Prad.g_00764	Praj.g_01999
OG0001160	Prad.g_00763	Praj.g_02000
OG0001161	Prad.g_00762	Praj.g_02001
OG0001162	Prad.g_01641	Praj.g_02002
OG0001163	Prad.g_01640	Praj.g_02003
OG0001164	Prad.g_01639	Praj.g_02004
OG0001165	Prad.g_01638	Praj.g_02005
OG0001166	Prad.g_01637	Praj.g_02006
OG0001167	Prad.g_01636	Praj.g_02007
OG0001168	Prad.g_01635	Praj.g_02008
OG0001169	Prad.g_01634	Praj.g_02009
OG0001170	Prad.g_01633	Praj.g_02010
OG0001171	Prad.g_01632	Praj.g_02011
OG0001172	Prad.g_01630	Praj.g_02013
OG0001173	Prad.g_01628	Praj.g_02015
OG0001174	Prad.g_01627	Praj.g_02016
OG0001175	Prad.g_01626	Praj.g_02017
OG0001176	Prad.g_01625	Praj.g_02019
OG0001177	Prad.g_01623	Praj.g_02021
OG0001178	Prad.g_01621	Praj.g_02025
OG0001179	Prad.g_01620	Praj.g_02026
OG0001180	Prad.g_01619	Praj.g_02027
OG0001181	Prad.g_01618	Praj.g_02028
OG0001182	Prad.g_01617	Praj.g_02030
OG0001183	Prad.g_01616	Praj.g_02031
OG0001184	Prad.g_01614	Praj.g_02046
OG0001185	Prad.g_01611	Praj.g_02059
OG0001186	Prad.g_01610	Praj.g_02060
OG0001187	Prad.g_01609	Praj.g_02061
OG0001188	Prad.g_01608	Praj.g_02062
OG0001189	Prad.g_01607	Praj.g_02063
OG0001190	Prad.g_01606	Praj.g_02064
OG0001191	Prad.g_01605	Praj.g_02065
OG0001192	Prad.g_01604	Praj.g_02066
OG0001193	Prad.g_01603	Praj.g_02067
OG0001194	Prad.g_01602	Praj.g_02068
OG0001195	Prad.g_01601	Praj.g_02069
OG0001196	Prad.g_01600	Praj.g_02070
OG0001197	Prad.g_01599	Praj.g_02071
OG0001198	Prad.g_01598	Praj.g_02072
OG0001199	Prad.g_01597	Praj.g_02073
OG0001200	Prad.g_01596	Praj.g_02074
OG0001201	Prad.g_01595	Praj.g_02075
OG0001202	Prad.g_01594	Praj.g_02076
OG0001203	Prad.g_01592	Praj.g_02078
OG0001204	Prad.g_01590	Praj.g_02080
OG0001205	Prad.g_01589	Praj.g_02082
OG0001206	Prad.g_01588	Praj.g_02083
OG0001207	Prad.g_01587	Praj.g_02084
OG0001208	Prad.g_01586	Praj.g_02085
OG0001209	Prad.g_01585	Praj.g_02086
OG0001210	Prad.g_01584	Praj.g_02087
OG0001211	Prad.g_01583	Praj.g_02088
OG0001212	Prad.g_01582	Praj.g_02089
OG0001213	Prad.g_01581	Praj.g_02090
OG0001214	Prad.g_01579	Praj.g_02092
OG0001215	Prad.g_01578	Praj.g_02093
OG0001216	Prad.g_01577	Praj.g_02094
OG0001217	Prad.g_01576	Praj.g_02095
OG0001218	Prad.g_01575	Praj.g_02096
OG0001219	Prad.g_01572	Praj.g_02099
OG0001220	Prad.g_01571	Praj.g_02100
OG0001221	Prad.g_01568	Praj.g_02105
OG0001222	Prad.g_01567	Praj.g_02106
OG0001223	Prad.g_01566	Praj.g_02107
OG0001224	Prad.g_01565	Praj.g_02109
OG0001225	Prad.g_01564	Praj.g_02110
OG0001226	Prad.g_01563	Praj.g_02111
OG0001227	Prad.g_01562	Praj.g_02112
OG0001228	Prad.g_01561	Praj.g_02113
OG0001229	Prad.g_01560	Praj.g_02114
OG0001230	Prad.g_01559	Praj.g_02115
OG0001231	Prad.g_01558	Praj.g_02116
OG0001232	Prad.g_01557	Praj.g_02124
OG0001233	Prad.g_01556	Praj.g_02125
OG0001234	Prad.g_01555	Praj.g_02126
OG0001235	Prad.g_01554	Praj.g_02127
OG0001236	Prad.g_01552	Praj.g_02129
OG0001237	Prad.g_01551	Praj.g_02130
OG0001238	Prad.g_01549	Praj.g_02134
OG0001239	Prad.g_01548	Praj.g_02135
OG0001240	Prad.g_01547	Praj.g_02136
OG0001241	Prad.g_01545	Praj.g_02139
OG0001242	Prad.g_01544	Praj.g_02141
OG0001243	Prad.g_01543	Praj.g_02142
OG0001244	Prad.g_01542	Praj.g_02143
OG0001245	Prad.g_01541	Praj.g_02144
OG0001246	Prad.g_01540	Praj.g_02145
OG0001247	Prad.g_01539	Praj.g_02146
OG0001248	Prad.g_01538	Praj.g_02147
OG0001249	Prad.g_01537	Praj.g_02148
OG0001250	Prad.g_01536	Praj.g_02149
OG0001251	Prad.g_01901	Praj.g_00130
OG0001252	Prad.g_01855	Praj.g_00178
OG0001253	Prad.g_01841	Praj.g_00190
OG0001254	Prad.g_01710	Praj.g_00316
OG0001255	Prad.g_01658	Praj.g_00379
OG0001257	Prad.g_00025	Praj.g_00475
OG0001258	Prad.g_00131	Praj.g_00490
OG0001259	Prad.g_01379	Praj.g_00577
OG0001260	Prad.g_01091	Praj.g_00982, Praj.g_01392
OG0001261	Prad.g_01181	Praj.g_00805
OG0001262	Prad.g_00297	Praj.g_01326
OG0001263	Prad.g_00276	Praj.g_00864
OG0001264	Prad.g_00246	Praj.g_00886
OG0001265	Prad.g_00137	Praj.g_00997
OG0001267	Prad.g_01512	Praj.g_01477
OG0001268	Prad.g_01499	Praj.g_01463
OG0001269	Prad.g_00611	Praj.g_01547
OG0001270	Prad.g_00474	Praj.g_01673
OG0001271	Prad.g_00463	Praj.g_01685
OG0001272	Prad.g_00421	Praj.g_00851, Praj.g_01327
OG0001273	Prad.g_00420	Praj.g_00510
OG0001274	Prad.g_00415	Praj.g_01723
OG0001275	Prad.g_00397	Praj.g_01041
OG0001276	Prad.g_00384	Praj.g_01726
OG0001277	Prad.g_00369	Praj.g_01735, Praj.g_01844
OG0001278	Prad.g_00949	Praj.g_01761
OG0001279	Prad.g_00945	Praj.g_01765
OG0001280	Prad.g_00942	Praj.g_01767
OG0001281	Prad.g_00876	Praj.g_01872
OG0001282	Prad.g_00851	Praj.g_01236
OG0001283	Prad.g_00769	Praj.g_01993
OG0001285	Prad.g_01591	Praj.g_02079
OG0001286	Prad.g_01546	Praj.g_02138
OG0001287	Prad.g_01299	Praj.g_01139
OG0001288	Prad.g_00070	Praj.g_00431
OG0001290	Prad.g_01956	Praj.g_00030
OG0001291	Prad.g_01922	Praj.g_00109
OG0001292	Prad.g_01919	Praj.g_00112
OG0001293	Prad.g_01917	Praj.g_00114
OG0001294	Prad.g_01900	Praj.g_00131
OG0001295	Prad.g_01874	Praj.g_00159
OG0001296	Prad.g_01868	Praj.g_00166
OG0001297	Prad.g_01792	Praj.g_00239
OG0001298	Prad.g_01748	Praj.g_00284
OG0001299	Prad.g_01739	Praj.g_00291
OG0001300	Prad.g_00736	Praj.g_01031
OG0001301	Prad.g_01426	Praj.g_00625
OG0001302	Prad.g_01096	Praj.g_01745
OG0001303	Prad.g_01100	Praj.g_00740
OG0001304	Prad.g_01027	Praj.g_01015
OG0001305	Prad.g_01022	Praj.g_01020
OG0001306	Prad.g_00988	Praj.g_02123
OG0001307	Prad.g_00979	Praj.g_00895
OG0001308	Prad.g_00647	Praj.g_01025
OG0001309	Prad.g_00649	Praj.g_02081
OG0001310	Prad.g_00660	Praj.g_01205
OG0001311	Prad.g_01467	Praj.g_01429
OG0001312	Prad.g_00610	Praj.g_01548
OG0001313	Prad.g_00417	Praj.g_00744
OG0001314	Prad.g_00918	Praj.g_01789
OG0001315	Prad.g_00883	Praj.g_01824
OG0001316	Prad.g_00773	Praj.g_01989
OG0001318	Prad.g_01852	Praj.g_00182
OG0001319	Prad.g_01753	Praj.g_00278
OG0001320	Prad.g_00039	Praj.g_01485
OG0001322	Prad.g_01126	Praj.g_00733
OG0001323	Prad.g_01003	Praj.g_00876
OG0001324	Prad.g_00971	Praj.g_01378
OG0001325	Prad.g_00653	Praj.g_01277
OG0001326	Prad.g_00338	Praj.g_01165
OG0001327	Prad.g_00340	Praj.g_01521
OG0001328	Prad.g_00623	Praj.g_01533
OG0001329	Prad.g_00574	Praj.g_02132
OG0001330	Prad.g_00424	Praj.g_01719
OG0001332	Prad.g_00894	Praj.g_01813
OG0001333	Prad.g_00803	Praj.g_01956
OG0001334	Prad.g_01629	Praj.g_02014
OG0001335	Prad.g_01593	Praj.g_02077
OG0001336	Prad.g_01865	Praj.g_00169
OG0001338	Prad.g_01847	Praj.g_01059
OG0001344	Prad.g_00731	Praj.g_01497, Praj.g_01564
OG0001348	Prad.g_00125	Praj.g_00496
OG0001349	Prad.g_00120	Praj.g_00501
OG0001350	Prad.g_00115	Praj.g_00506
OG0001352	Prad.g_01256	Praj.g_00674
OG0001356	Prad.g_00262	Praj.g_00867
OG0001359	Prad.g_01525	Praj.g_01837
OG0001360	Prad.g_01524	Praj.g_01838
OG0001362	Prad.g_01216	Praj.g_01155
OG0001364	Prad.g_00444	Praj.g_01705
OG0001365	Prad.g_00376	Praj.g_00910
OG0001368	Prad.g_01622	Praj.g_02023
OG0001371	Prad.g_01926	Praj.g_00105
OG0001372	Prad.g_01925	Praj.g_00106
OG0001373	Prad.g_01918	Praj.g_00113
OG0001374	Prad.g_01906	Praj.g_00125
OG0001376	Prad.g_01757	Praj.g_00274
OG0001377	Prad.g_01735	Praj.g_00295
OG0001379	Prad.g_00748	Praj.g_01671
OG0001380	Prad.g_01980	Praj.g_01027
OG0001381	Prad.g_00053	Praj.g_00448
OG0001382	Prad.g_00046	Praj.g_00456
OG0001383	Prad.g_00118	Praj.g_00503
OG0001385	Prad.g_01240	Praj.g_00655
OG0001386	Prad.g_01248	Praj.g_00665
OG0001387	Prad.g_01250	Praj.g_00667
OG0001388	Prad.g_01260	Praj.g_00679
OG0001389	Prad.g_01054	Praj.g_00703
OG0001390	Prad.g_01090	Praj.g_00069
OG0001391	Prad.g_01131	Praj.g_00912
OG0001392	Prad.g_00263	Praj.g_00866
OG0001393	Prad.g_00261	Praj.g_00868
OG0001394	Prad.g_00240	Praj.g_00892
OG0001395	Prad.g_00237	Praj.g_00896
OG0001396	Prad.g_00154	Praj.g_01344
OG0001397	Prad.g_01034	Praj.g_01006
OG0001398	Prad.g_01014	Praj.g_00842
OG0001399	Prad.g_01005	Praj.g_00865
OG0001400	Prad.g_00997	Praj.g_00858
OG0001401	Prad.g_01320	Praj.g_01094
OG0001402	Prad.g_01510	Praj.g_01475
OG0001403	Prad.g_00627	Praj.g_01529
OG0001404	Prad.g_00603	Praj.g_01073
OG0001405	Prad.g_00593	Praj.g_01576
OG0001406	Prad.g_00475	Praj.g_01672
OG0001407	Prad.g_00472	Praj.g_01676
OG0001408	Prad.g_00423	Praj.g_01720
OG0001409	Prad.g_00409	Praj.g_01096
OG0001410	Prad.g_00395	Praj.g_01082
OG0001411	Prad.g_01187	Praj.g_01199
OG0001412	Prad.g_00205	Praj.g_00924
OG0001414	Prad.g_01932	Praj.g_01974
OG0001415	Prad.g_01665	Praj.g_00361
OG0001416	Prad.g_00108	Praj.g_00513
OG0001417	Prad.g_01249	Praj.g_00666
OG0001418	Prad.g_01103	Praj.g_01138
OG0001419	Prad.g_01135	Praj.g_00916
OG0001420	Prad.g_00259	Praj.g_01858
OG0001421	Prad.g_00255	Praj.g_00873
OG0001422	Prad.g_01000	Praj.g_00725
OG0001423	Prad.g_01523	Praj.g_01181
OG0001424	Prad.g_00074	Praj.g_01840
OG0001426	Prad.g_01550	Praj.g_02133
OG0001427	Prad.g_00737	Praj.g_01741
OG0001430	Prad.g_00145	Praj.g_01056
OG0001431	Prad.g_00999	Praj.g_00857
OG0001432	Prad.g_00996	Praj.g_00736
OG0001433	Prad.g_00312	Praj.g_01146
OG0001435	Prad.g_00411	Praj.g_01069
OG0001438	Prad.g_01409	Praj.g_00608
OG0001441	Prad.g_00640	Praj.g_01319
OG0001442	Prad.g_00663	Praj.g_01727
OG0001443	Prad.g_01513	Praj.g_01478
OG0001444	Prad.g_01477	Praj.g_01441
OG0001445	Prad.g_01202	Praj.g_01570
OG0001446	Prad.g_01204	Praj.g_01571
OG0001447	Prad.g_01205	Praj.g_01572
OG0001451	Prad.g_00546	Praj.g_01598
OG0001452	Prad.g_01573	Praj.g_02098
OG0001453	Prad.g_00378	Praj.g_01322
OG0001455	Prad.g_01191	Praj.g_01068
OG0001456	Prad.g_01378	Praj.g_00374
OG0001458	Prad.g_01089	Praj.g_01230
OG0001459	Prad.g_01124	Praj.g_00098
OG0001461	Prad.g_00213	Praj.g_00759
OG0001464	Prad.g_01001	Praj.g_01394, Praj.g_00977
OG0001465	Prad.g_00334	Praj.g_00856
OG0001466	Prad.g_00348	Praj.g_01206
OG0001467	Prad.g_00518	Praj.g_01629
OG0001472	Prad.g_00286	Praj.g_00837
OG0001473	Prad.g_00277	Praj.g_00911
OG0001474	Prad.g_00275	Praj.g_01846
OG0001475	Prad.g_01010	Praj.g_00853
OG0001476	Prad.g_01009	Praj.g_00854
OG0001477	Prad.g_01008	Praj.g_00855
OG0001478	Prad.g_01002	Praj.g_01600
OG0001479	Prad.g_00976	Praj.g_01439
OG0001480	Prad.g_00634	Praj.g_00428
OG0001482	Prad.g_01985, Prad.g_01318	Praj.g_00453
OG0001486	Prad.g_00225	Praj.g_00908
OG0001491	Prad.g_01121	Praj.g_01061
OG0001492	Prad.g_01179	Praj.g_00803
OG0001493	Prad.g_00274	Praj.g_01847
OG0001494	Prad.g_00273	Praj.g_01848
OG0001495	Prad.g_00272	Praj.g_01849
OG0001496	Prad.g_00271	Praj.g_01850
OG0001497	Prad.g_00270	Praj.g_01851
OG0001498	Prad.g_00269	Praj.g_01852
OG0001499	Prad.g_00268	Praj.g_01853
OG0001500	Prad.g_00267	Praj.g_01854
OG0001501	Prad.g_00266	Praj.g_01855
OG0001502	Prad.g_00265	Praj.g_01856
OG0001503	Prad.g_00264	Praj.g_01857
OG0001504	Prad.g_00230	Praj.g_00903
OG0001505	Prad.g_01189	Praj.g_01238
OG0001507	Prad.g_01514	Praj.g_01479
OG0001508	Prad.g_00412	Praj.g_00060, Praj.g_01760
OG0001510	Prad.g_00788	Praj.g_01973
OG0001511	Prad.g_00950	Praj.g_01287
OG0001511	Prad.g_00955	Praj.g_01374
OG0001515	Prad.g_01094	Praj.g_01733, Praj.g_01295
OG0001516	Prad.g_00164	Praj.g_00967
OG0001517	Prad.g_00992	Praj.g_00082
OG0001518	Prad.g_01194	Praj.g_01256, Praj.g_01258, Praj.g_01252
OG0001522	Prad.g_00075, Prad.g_00962	Praj.g_01293
OG0001523	Prad.g_01933	Praj.g_00093
OG0001524	Prad.g_00733	Praj.g_01207
OG0001527	Prad.g_00638	Praj.g_01270
OG0001528	Prad.g_01217	Praj.g_01738
OG0001529	Prad.g_00316	Praj.g_01260
OG0001533	Prad.g_00700	Praj.g_01208
OG0001536	Prad.g_00636	Praj.g_01052
OG0001538	Prad.g_00337	Praj.g_01544
OG0001539	Prad.g_00356	Praj.g_01219
OG0001540	Prad.g_00357	Praj.g_01186
OG0001543	Prad.g_00396	Praj.g_01215
OG0001544	Prad.g_00082	Praj.g_01168
OG0001546	Prad.g_01046	Praj.g_00807
OG0001549	Prad.g_01867	Praj.g_00167
OG0001550	Prad.g_01684	Praj.g_00342
OG0001552	Prad.g_00741	Praj.g_01173
OG0001553	Prad.g_00720	Praj.g_01225
OG0001554	Prad.g_00712	Praj.g_01034
OG0001555	Prad.g_00050	Praj.g_01044
OG0001556	Prad.g_00037	Praj.g_01496
OG0001557	Prad.g_01251	Praj.g_00668
OG0001558	Prad.g_01073, Prad.g_01084	Praj.g_01178
OG0001559	Prad.g_01095	Praj.g_01150
OG0001560	Prad.g_01113	Praj.g_00983
OG0001561	Prad.g_00284	Praj.g_01299
OG0001562	Prad.g_00147	Praj.g_00729
OG0001563	Prad.g_00994	Praj.g_00092
OG0001564	Prad.g_00993	Praj.g_01028
OG0001565	Prad.g_00991	Praj.g_00737
OG0001566	Prad.g_00989	Praj.g_01043
OG0001567	Prad.g_00983	Praj.g_01237
OG0001568	Prad.g_00633	Praj.g_00081
OG0001569	Prad.g_00637	Praj.g_01137
OG0001570	Prad.g_00643	Praj.g_01142
OG0001571	Prad.g_00656	Praj.g_01172
OG0001572	Prad.g_01993	Praj.g_01216
OG0001573	Prad.g_01990	Praj.g_01058
OG0001575	Prad.g_00331	Praj.g_01296
OG0001576	Prad.g_00343	Praj.g_01164
OG0001577	Prad.g_00597	Praj.g_01866
OG0001578	Prad.g_00595	Praj.g_01574
OG0001582	Prad.g_00431	Praj.g_00988
OG0001583	Prad.g_00429	Praj.g_00745
OG0001584	Prad.g_00428	Praj.g_01498
OG0001585	Prad.g_00418	Praj.g_01724
OG0001586	Prad.g_01613	Praj.g_01560
OG0001591	Prad.g_00747	Praj.g_01095
OG0001593	Prad.g_00047	Praj.g_01193
OG0001594	Prad.g_00038	Praj.g_01494
OG0001595	Prad.g_01280	Praj.g_01241
OG0001597	Prad.g_00282	Praj.g_01350
OG0001599	Prad.g_01520	Praj.g_01843
OG0001600	Prad.g_01519	Praj.g_01503
OG0001601	Prad.g_01518	Praj.g_01502
OG0001602	Prad.g_01517	Praj.g_01501
OG0001603	Prad.g_00368	Praj.g_01140
OG0001604	Prad.g_00928	Praj.g_01349
OG0001605	Prad.g_00857	Praj.g_01890
OG0001606	Prad.g_01651	Praj.g_00385
OG0001609	Prad.g_00742	Praj.g_01740
OG0001612	Prad.g_01122	Praj.g_00741
OG0001615	Prad.g_00323	Praj.g_01123
OG0001616	Prad.g_00328	Praj.g_01330
OG0001626	Prad.g_00324	Praj.g_01124
OG0001646	Prad.g_00695	Praj.g_01125, Praj.g_01233
OG0001683	Prad.g_01978	Praj.g_02039
OG0001699	Prad.g_01281	Praj.g_01251
OG0001705	Prad.g_01295, Prad.g_00646	Praj.g_01284
OG0001714	Prad.g_00573	Praj.g_01670
OG0001736	Prad.g_00229	Praj.g_00904
OG0001792	Prad.g_01979	Praj.g_02038
OG0001793	Prad.g_01977	Praj.g_02040
OG0001794	Prad.g_00959	Praj.g_01353
OG0001819	Prad.g_00684	Praj.g_01567
OG0001821	Prad.g_00347	Praj.g_01906
OG0001827	Prad.g_00346	Praj.g_01210
OG0001829	Prad.g_00382	Praj.g_01292
OG0001847	Prad.g_00402	Praj.g_01839
OG0001866	Prad.g_00313	Praj.g_01157
OG0001877	Prad.g_00709	Praj.g_01385
OG0001955	Prad.g_01209	Praj.g_01373
OG0001983	Prad.g_00153	Praj.g_01130
OG0002031	Prad.g_01315	Praj.g_01729
OG0002140	Prad.g_01201	Praj.g_00409
