Orthogroup	Prad	Prbn
OG0001121	Prad.g_00815	Prbn.g_01872
OG0001122	Prad.g_00814	Prbn.g_01873
OG0001123	Prad.g_00813	Prbn.g_01874
OG0001124	Prad.g_00811	Prbn.g_01876
OG0001125	Prad.g_00809	Prbn.g_01878
OG0001126	Prad.g_00808	Prbn.g_01879
OG0001127	Prad.g_00806	Prbn.g_01882
OG0001128	Prad.g_00805	Prbn.g_01883
OG0001129	Prad.g_00804	Prbn.g_01884
OG0001130	Prad.g_00801	Prbn.g_01887
OG0001131	Prad.g_00800	Prbn.g_01888
OG0001132	Prad.g_00799	Prbn.g_01889
OG0001133	Prad.g_00798	Prbn.g_01890
OG0001134	Prad.g_00797	Prbn.g_01891
OG0001135	Prad.g_00796	Prbn.g_01892
OG0001136	Prad.g_00795	Prbn.g_01893
OG0001137	Prad.g_00794	Prbn.g_01894
OG0001138	Prad.g_00793	Prbn.g_01895
OG0001139	Prad.g_00792	Prbn.g_01897
OG0001140	Prad.g_00791	Prbn.g_01898
OG0001141	Prad.g_00790	Prbn.g_01899
OG0001142	Prad.g_00787	Prbn.g_01903
OG0001143	Prad.g_00786	Prbn.g_01904
OG0001144	Prad.g_00785	Prbn.g_01905
OG0001145	Prad.g_00784	Prbn.g_01906
OG0001146	Prad.g_00783	Prbn.g_01907
OG0001147	Prad.g_00782	Prbn.g_01908
OG0001148	Prad.g_00781	Prbn.g_01909
OG0001149	Prad.g_00779	Prbn.g_01911
OG0001150	Prad.g_00778	Prbn.g_01912
OG0001151	Prad.g_00776	Prbn.g_01916
OG0001152	Prad.g_00775	Prbn.g_01917
OG0001153	Prad.g_00774	Prbn.g_01918
OG0001154	Prad.g_00772	Prbn.g_01920
OG0001155	Prad.g_00770	Prbn.g_01017
OG0001156	Prad.g_00768	Prbn.g_01015
OG0001157	Prad.g_00767	Prbn.g_01013
OG0001158	Prad.g_00765	Prbn.g_01011
OG0001159	Prad.g_00764	Prbn.g_01010
OG0001160	Prad.g_00763	Prbn.g_01009
OG0001161	Prad.g_00762	Prbn.g_01008
OG0001162	Prad.g_01641	Prbn.g_01007
OG0001163	Prad.g_01640	Prbn.g_01006
OG0001164	Prad.g_01639	Prbn.g_01005
OG0001165	Prad.g_01638	Prbn.g_01004
OG0001166	Prad.g_01637	Prbn.g_01003
OG0001167	Prad.g_01636	Prbn.g_01001
OG0001168	Prad.g_01635	Prbn.g_01000
OG0001169	Prad.g_01634	Prbn.g_00999
OG0001170	Prad.g_01633	Prbn.g_00998
OG0001171	Prad.g_01632	Prbn.g_00997
OG0001172	Prad.g_01630	Prbn.g_00995
OG0001173	Prad.g_01628	Prbn.g_00993
OG0001174	Prad.g_01627	Prbn.g_00992
OG0001175	Prad.g_01626	Prbn.g_00991
OG0001176	Prad.g_01625	Prbn.g_00989
OG0001177	Prad.g_01623	Prbn.g_00987
OG0001178	Prad.g_01621	Prbn.g_00984
OG0001179	Prad.g_01620	Prbn.g_00983
OG0001180	Prad.g_01619	Prbn.g_00982
OG0001181	Prad.g_01618	Prbn.g_00981
OG0001182	Prad.g_01617	Prbn.g_00980
OG0001183	Prad.g_01616	Prbn.g_00979
OG0001184	Prad.g_01614	Prbn.g_00977
OG0001185	Prad.g_01611	Prbn.g_00975
OG0001186	Prad.g_01610	Prbn.g_00974
OG0001187	Prad.g_01609	Prbn.g_00973
OG0001188	Prad.g_01608	Prbn.g_00972
OG0001189	Prad.g_01607	Prbn.g_00971
OG0001190	Prad.g_01606	Prbn.g_00970
OG0001191	Prad.g_01605	Prbn.g_00969
OG0001192	Prad.g_01604	Prbn.g_00968
OG0001193	Prad.g_01603	Prbn.g_00967
OG0001194	Prad.g_01602	Prbn.g_00966
OG0001195	Prad.g_01601	Prbn.g_00965
OG0001196	Prad.g_01600	Prbn.g_00964
OG0001197	Prad.g_01599	Prbn.g_00963
OG0001198	Prad.g_01598	Prbn.g_00962
OG0001199	Prad.g_01597	Prbn.g_00961
OG0001200	Prad.g_01596	Prbn.g_00960
OG0001201	Prad.g_01595	Prbn.g_00959
OG0001202	Prad.g_01594	Prbn.g_00958
OG0001203	Prad.g_01592	Prbn.g_00957
OG0001204	Prad.g_01590	Prbn.g_00955
OG0001205	Prad.g_01589	Prbn.g_00953
OG0001206	Prad.g_01588	Prbn.g_00952
OG0001207	Prad.g_01587	Prbn.g_00951
OG0001208	Prad.g_01586	Prbn.g_00950
OG0001209	Prad.g_01585	Prbn.g_00949
OG0001210	Prad.g_01584	Prbn.g_00948
OG0001211	Prad.g_01583	Prbn.g_00947
OG0001212	Prad.g_01582	Prbn.g_00946
OG0001213	Prad.g_01581	Prbn.g_00945
OG0001214	Prad.g_01579	Prbn.g_00943
OG0001215	Prad.g_01578	Prbn.g_00942
OG0001216	Prad.g_01577	Prbn.g_00941
OG0001217	Prad.g_01576	Prbn.g_00940
OG0001218	Prad.g_01575	Prbn.g_00939
OG0001219	Prad.g_01572	Prbn.g_00936
OG0001220	Prad.g_01571	Prbn.g_00935
OG0001221	Prad.g_01568	Prbn.g_00931
OG0001222	Prad.g_01567	Prbn.g_00930
OG0001223	Prad.g_01566	Prbn.g_00929
OG0001224	Prad.g_01565	Prbn.g_00927
OG0001225	Prad.g_01564	Prbn.g_00926
OG0001226	Prad.g_01563	Prbn.g_00925
OG0001227	Prad.g_01562	Prbn.g_00924
OG0001228	Prad.g_01561	Prbn.g_00923
OG0001229	Prad.g_01560	Prbn.g_00922
OG0001230	Prad.g_01559	Prbn.g_00921
OG0001231	Prad.g_01558	Prbn.g_00920
OG0001232	Prad.g_01557	Prbn.g_00917
OG0001233	Prad.g_01556	Prbn.g_00916
OG0001234	Prad.g_01555	Prbn.g_00915
OG0001235	Prad.g_01554	Prbn.g_00914
OG0001236	Prad.g_01552	Prbn.g_00912
OG0001237	Prad.g_01551	Prbn.g_00911
OG0001238	Prad.g_01549	Prbn.g_00908
OG0001239	Prad.g_01548	Prbn.g_00907
OG0001240	Prad.g_01547	Prbn.g_00906
OG0001241	Prad.g_01545	Prbn.g_00291
OG0001242	Prad.g_01544	Prbn.g_00292
OG0001243	Prad.g_01543	Prbn.g_00293
OG0001244	Prad.g_01542	Prbn.g_00294
OG0001245	Prad.g_01541	Prbn.g_00295
OG0001246	Prad.g_01540	Prbn.g_00296
OG0001247	Prad.g_01539	Prbn.g_00297
OG0001248	Prad.g_01538	Prbn.g_00298
OG0001249	Prad.g_01537	Prbn.g_00299
OG0001250	Prad.g_01536	Prbn.g_00300
OG0001252	Prad.g_01855	Prbn.g_01279
OG0001253	Prad.g_01841	Prbn.g_01264
OG0001254	Prad.g_01710	Prbn.g_00048
OG0001255	Prad.g_01658	Prbn.g_00104
OG0001257	Prad.g_00025	Prbn.g_00632
OG0001258	Prad.g_00131	Prbn.g_00616
OG0001259	Prad.g_01379	Prbn.g_00525
OG0001260	Prad.g_01091	Prbn.g_01456
OG0001261	Prad.g_01181	Prbn.g_01510
OG0001262	Prad.g_00297	Prbn.g_01493
OG0001263	Prad.g_00276	Prbn.g_01168
OG0001264	Prad.g_00246	Prbn.g_01622
OG0001265	Prad.g_00137	Prbn.g_01375
OG0001266	Prad.g_00995	Prbn.g_00476
OG0001267	Prad.g_01512	Prbn.g_01171
OG0001268	Prad.g_01499	Prbn.g_01186
OG0001269	Prad.g_00611	Prbn.g_01215
OG0001270	Prad.g_00474	Prbn.g_00255
OG0001271	Prad.g_00463	Prbn.g_00268
OG0001272	Prad.g_00421	Prbn.g_00467
OG0001273	Prad.g_00420	Prbn.g_00865
OG0001274	Prad.g_00415	Prbn.g_00134
OG0001275	Prad.g_00397	Prbn.g_01114
OG0001276	Prad.g_00384	Prbn.g_01354
OG0001277	Prad.g_00369	Prbn.g_01704
OG0001278	Prad.g_00949	Prbn.g_01736
OG0001279	Prad.g_00945	Prbn.g_01740
OG0001280	Prad.g_00942	Prbn.g_01743
OG0001281	Prad.g_00876	Prbn.g_01814
OG0001282	Prad.g_00851	Prbn.g_01750
OG0001283	Prad.g_00769	Prbn.g_01016
OG0001285	Prad.g_01591	Prbn.g_00956
OG0001287	Prad.g_01299	Prbn.g_00133
OG0001288	Prad.g_00070	Prbn.g_00676
OG0001290	Prad.g_01956	Prbn.g_00751
OG0001291	Prad.g_01922	Prbn.g_00706
OG0001292	Prad.g_01919	Prbn.g_00703
OG0001294	Prad.g_01900	Prbn.g_01328
OG0001295	Prad.g_01874	Prbn.g_01298
OG0001296	Prad.g_01868	Prbn.g_01291
OG0001297	Prad.g_01792	Prbn.g_00354
OG0001298	Prad.g_01748	Prbn.g_00306
OG0001299	Prad.g_01739	Prbn.g_00018
OG0001300	Prad.g_00736	Prbn.g_01104
OG0001301	Prad.g_01426	Prbn.g_00428
OG0001302	Prad.g_01096	Prbn.g_00126, Prbn.g_01676
OG0001303	Prad.g_01100	Prbn.g_01126
OG0001304	Prad.g_01027	Prbn.g_01462
OG0001305	Prad.g_01022	Prbn.g_01467
OG0001306	Prad.g_00988	Prbn.g_00918
OG0001307	Prad.g_00979	Prbn.g_01103
OG0001308	Prad.g_00647	Prbn.g_00875
OG0001309	Prad.g_00649	Prbn.g_00954
OG0001310	Prad.g_00660	Prbn.g_01024
OG0001311	Prad.g_01467	Prbn.g_00395
OG0001312	Prad.g_00610	Prbn.g_01214
OG0001313	Prad.g_00417	Prbn.g_00691
OG0001315	Prad.g_00883	Prbn.g_01804
OG0001316	Prad.g_00773	Prbn.g_01919
OG0001318	Prad.g_01852	Prbn.g_01276
OG0001319	Prad.g_01753	Prbn.g_00312
OG0001320	Prad.g_00039	Prbn.g_00146
OG0001321	Prad.g_01207, Prad.g_01102	Prbn.g_00477
OG0001322	Prad.g_01126	Prbn.g_01140
OG0001323	Prad.g_01003	Prbn.g_01633
OG0001324	Prad.g_00971	Prbn.g_00774
OG0001325	Prad.g_00653	Prbn.g_00813
OG0001326	Prad.g_00338	Prbn.g_00138
OG0001327	Prad.g_00340	Prbn.g_00876
OG0001328	Prad.g_00623	Prbn.g_01079
OG0001329	Prad.g_00574	Prbn.g_00909
OG0001330	Prad.g_00424	Prbn.g_00893
OG0001331	Prad.g_00944	Prbn.g_01741
OG0001332	Prad.g_00894	Prbn.g_01793
OG0001333	Prad.g_00803	Prbn.g_01885
OG0001334	Prad.g_01629	Prbn.g_00994
OG0001336	Prad.g_01865	Prbn.g_01289
OG0001337	Prad.g_01875	Prbn.g_01299
OG0001338	Prad.g_01847	Prbn.g_01065
OG0001339	Prad.g_01788	Prbn.g_00350
OG0001340	Prad.g_01743	Prbn.g_00014
OG0001341	Prad.g_01730	Prbn.g_00027
OG0001342	Prad.g_01711	Prbn.g_00047
OG0001343	Prad.g_01652	Prbn.g_00110
OG0001345	Prad.g_00668	Prbn.g_00679
OG0001346	Prad.g_00035	Prbn.g_00642
OG0001347	Prad.g_00021	Prbn.g_00628
OG0001349	Prad.g_00120	Prbn.g_00605
OG0001350	Prad.g_00115	Prbn.g_00600
OG0001351	Prad.g_01366	Prbn.g_00539
OG0001352	Prad.g_01256	Prbn.g_01582
OG0001353	Prad.g_01277	Prbn.g_00326
OG0001354	Prad.g_01129	Prbn.g_01455
OG0001355	Prad.g_00307	Prbn.g_01503
OG0001356	Prad.g_00262	Prbn.g_01932
OG0001357	Prad.g_00158	Prbn.g_01390
OG0001358	Prad.g_00138	Prbn.g_01376
OG0001359	Prad.g_01525	Prbn.g_01655
OG0001360	Prad.g_01524	Prbn.g_01656
OG0001361	Prad.g_01445	Prbn.g_00416
OG0001362	Prad.g_01216	Prbn.g_00810
OG0001364	Prad.g_00444	Prbn.g_00287
OG0001365	Prad.g_00376	Prbn.g_00721
OG0001366	Prad.g_00904	Prbn.g_01783
OG0001368	Prad.g_01622	Prbn.g_00986
OG0001371	Prad.g_01926	Prbn.g_00711
OG0001372	Prad.g_01925	Prbn.g_00709
OG0001373	Prad.g_01918	Prbn.g_00702
OG0001374	Prad.g_01906	Prbn.g_01334
OG0001375	Prad.g_01858	Prbn.g_01281
OG0001376	Prad.g_01757	Prbn.g_00316
OG0001377	Prad.g_01735	Prbn.g_00023
OG0001378	Prad.g_01719	Prbn.g_00040
OG0001379	Prad.g_00748	Prbn.g_00253
OG0001380	Prad.g_01980	Prbn.g_01566
OG0001381	Prad.g_00053	Prbn.g_00656
OG0001382	Prad.g_00046	Prbn.g_00650
OG0001383	Prad.g_00118	Prbn.g_00603
OG0001384	Prad.g_00110	Prbn.g_00595
OG0001385	Prad.g_01240	Prbn.g_00842
OG0001386	Prad.g_01248	Prbn.g_01590
OG0001387	Prad.g_01250	Prbn.g_01588
OG0001388	Prad.g_01260	Prbn.g_01577
OG0001389	Prad.g_01054	Prbn.g_00859
OG0001390	Prad.g_01090	Prbn.g_01134
OG0001391	Prad.g_01131	Prbn.g_01452
OG0001392	Prad.g_00263	Prbn.g_01933
OG0001393	Prad.g_00261	Prbn.g_01931
OG0001394	Prad.g_00240	Prbn.g_01616
OG0001395	Prad.g_00237	Prbn.g_01613
OG0001396	Prad.g_00154	Prbn.g_01707
OG0001397	Prad.g_01034	Prbn.g_01363
OG0001398	Prad.g_01014	Prbn.g_01475
OG0001399	Prad.g_01005	Prbn.g_01941
OG0001400	Prad.g_00997	Prbn.g_01117
OG0001401	Prad.g_01320	Prbn.g_01019
OG0001402	Prad.g_01510	Prbn.g_01174
OG0001403	Prad.g_00627	Prbn.g_01083
OG0001404	Prad.g_00603	Prbn.g_01360
OG0001405	Prad.g_00593	Prbn.g_01241
OG0001406	Prad.g_00475	Prbn.g_00254
OG0001407	Prad.g_00472	Prbn.g_00257
OG0001408	Prad.g_00423	Prbn.g_00892
OG0001409	Prad.g_00409	Prbn.g_01666
OG0001410	Prad.g_00395	Prbn.g_00148
OG0001412	Prad.g_00205	Prbn.g_01438
OG0001414	Prad.g_01932	Prbn.g_01136
OG0001417	Prad.g_01249	Prbn.g_01589
OG0001418	Prad.g_01103	Prbn.g_00822
OG0001419	Prad.g_01135	Prbn.g_01446
OG0001420	Prad.g_00259	Prbn.g_01929
OG0001421	Prad.g_00255	Prbn.g_01924
OG0001422	Prad.g_01000	Prbn.g_00805
OG0001423	Prad.g_01523	Prbn.g_00801
OG0001424	Prad.g_00074	Prbn.g_00889
OG0001425	Prad.g_00403	Prbn.g_01121
OG0001427	Prad.g_00737	Prbn.g_01681
OG0001428	Prad.g_00560	Prbn.g_00186, Prbn.g_00184
OG0001430	Prad.g_00145	Prbn.g_01029
OG0001431	Prad.g_00999	Prbn.g_01021
OG0001432	Prad.g_00996	Prbn.g_01118
OG0001435	Prad.g_00411	Prbn.g_01153
OG0001439	Prad.g_01178	Prbn.g_01513
OG0001440	Prad.g_00134	Prbn.g_01371
OG0001441	Prad.g_00640	Prbn.g_01639
OG0001443	Prad.g_01513	Prbn.g_01170
OG0001444	Prad.g_01477	Prbn.g_01209
OG0001445	Prad.g_01202	Prbn.g_01643
OG0001446	Prad.g_01204	Prbn.g_01644
OG0001447	Prad.g_01205	Prbn.g_01163
OG0001451	Prad.g_00546	Prbn.g_00787
OG0001452	Prad.g_01573	Prbn.g_00937
OG0001453	Prad.g_00378	Prbn.g_00790
OG0001454	Prad.g_00743	Prbn.g_00658
OG0001455	Prad.g_01191	Prbn.g_00792
OG0001456	Prad.g_01378	Prbn.g_00526
OG0001457	Prad.g_01276	Prbn.g_01557
OG0001458	Prad.g_01089	Prbn.g_00796
OG0001459	Prad.g_01124	Prbn.g_01235
OG0001460	Prad.g_00285	Prbn.g_00472
OG0001461	Prad.g_00213	Prbn.g_00852
OG0001462	Prad.g_00146	Prbn.g_01149
OG0001463	Prad.g_01006	Prbn.g_00652
OG0001465	Prad.g_00334	Prbn.g_01125
OG0001466	Prad.g_00348	Prbn.g_00877
OG0001468	Prad.g_00780	Prbn.g_01910
OG0001469	Prad.g_01498	Prbn.g_01187
OG0001473	Prad.g_00277	Prbn.g_01453
OG0001482	Prad.g_01985, Prad.g_01318	Prbn.g_01649
OG0001483	Prad.g_00364	Prbn.g_01090
OG0001484	Prad.g_00562	Prbn.g_00716
OG0001485	Prad.g_00881	Prbn.g_01806
OG0001486	Prad.g_00225	Prbn.g_01601
OG0001488	Prad.g_01819	Prbn.g_00382
OG0001489	Prad.g_00734	Prbn.g_01836
OG0001490	Prad.g_00701	Prbn.g_01808
OG0001492	Prad.g_01179	Prbn.g_01512
OG0001504	Prad.g_00230	Prbn.g_01606
OG0001505	Prad.g_01189	Prbn.g_00128
OG0001506	Prad.g_00984	Prbn.g_01142
OG0001508	Prad.g_00412	Prbn.g_01710
OG0001509	Prad.g_00861	Prbn.g_00459
OG0001519	Prad.g_00722	Prbn.g_00132
OG0001521	Prad.g_00375	Prbn.g_00720
OG0001522	Prad.g_00075, Prad.g_00962	Prbn.g_01665, Prbn.g_01041
OG0001544	Prad.g_00082	Prbn.g_00129
OG0001546	Prad.g_01046	Prbn.g_01508
OG0001558	Prad.g_01073, Prad.g_01084	Prbn.g_01040
OG0001574	Prad.g_00315	Prbn.g_00811
OG0001579	Prad.g_00535	Prbn.g_00188
OG0001593	Prad.g_00047	Prbn.g_00651
OG0001607	Prad.g_00087	Prbn.g_01236
OG0001607	Prad.g_00310	Prbn.g_01237
OG0001627	Prad.g_01192	Prbn.g_01658
OG0001631	Prad.g_01437	Prbn.g_00481
OG0001694	Prad.g_01186	Prbn.g_00688
OG0001714	Prad.g_00573	Prbn.g_00252
OG0001735	Prad.g_00079	Prbn.g_01708, Prbn.g_01680
OG0001736	Prad.g_00229	Prbn.g_01605
OG0001869	Prad.g_00553	Prbn.g_01223
OG0001873	Prad.g_00309	Prbn.g_01238
OG0001880	Prad.g_00570	Prbn.g_01053
OG0001961	Prad.g_01286	Prbn.g_01026
OG0001962	Prad.g_00543	Prbn.g_01062
OG0001963	Prad.g_00544	Prbn.g_01063
OG0001964	Prad.g_00545	Prbn.g_01064
OG0001994	Prad.g_00089	Prbn.g_00687
OG0002191	Prad.g_01288	Prbn.g_00786
OG0002195	Prad.g_00088	Prbn.g_00686
OG0002275	Prad.g_00542	Prbn.g_01061
