Orthogroup	Prbj	Prat
OG0001129	Prbj.g_00410	Prat.g_01729
OG0001130	Prbj.g_00407	Prat.g_01732
OG0001131	Prbj.g_00406	Prat.g_01733
OG0001132	Prbj.g_00405	Prat.g_01734
OG0001133	Prbj.g_00404	Prat.g_01735
OG0001134	Prbj.g_00403	Prat.g_01736
OG0001135	Prbj.g_00402	Prat.g_01737
OG0001136	Prbj.g_00401	Prat.g_01738
OG0001137	Prbj.g_00400	Prat.g_01739
OG0001138	Prbj.g_00399	Prat.g_01740
OG0001139	Prbj.g_00397	Prat.g_01742
OG0001140	Prbj.g_00395	Prat.g_01744
OG0001141	Prbj.g_00394	Prat.g_01745
OG0001142	Prbj.g_00368	Prat.g_01748
OG0001143	Prbj.g_00367	Prat.g_01749
OG0001144	Prbj.g_00365	Prat.g_01750
OG0001145	Prbj.g_00364	Prat.g_01751
OG0001146	Prbj.g_00363	Prat.g_01752
OG0001147	Prbj.g_00362	Prat.g_01753
OG0001148	Prbj.g_00361	Prat.g_01754
OG0001149	Prbj.g_01494	Prat.g_01756
OG0001150	Prbj.g_01498	Prat.g_01757
OG0001151	Prbj.g_01501	Prat.g_01760
OG0001152	Prbj.g_01502	Prat.g_01761
OG0001153	Prbj.g_01504	Prat.g_01762
OG0001154	Prbj.g_01506	Prat.g_01764
OG0001155	Prbj.g_01509	Prat.g_01766
OG0001156	Prbj.g_01513	Prat.g_01768
OG0001157	Prbj.g_01515	Prat.g_01770
OG0001158	Prbj.g_01517	Prat.g_01772
OG0001159	Prbj.g_01518	Prat.g_01773
OG0001160	Prbj.g_01519	Prat.g_01775
OG0001161	Prbj.g_01576	Prat.g_01776
OG0001162	Prbj.g_01577	Prat.g_01777
OG0001163	Prbj.g_01578	Prat.g_01778
OG0001164	Prbj.g_01579	Prat.g_01779
OG0001165	Prbj.g_01580	Prat.g_01780
OG0001166	Prbj.g_01581	Prat.g_01781
OG0001167	Prbj.g_01592	Prat.g_01783
OG0001168	Prbj.g_01593	Prat.g_01784
OG0001169	Prbj.g_01594	Prat.g_01785
OG0001170	Prbj.g_01596	Prat.g_01786
OG0001171	Prbj.g_01597	Prat.g_01787
OG0001172	Prbj.g_01599	Prat.g_01789
OG0001173	Prbj.g_01821	Prat.g_01791
OG0001174	Prbj.g_01820	Prat.g_01792
OG0001175	Prbj.g_01819	Prat.g_01793
OG0001176	Prbj.g_01809	Prat.g_01795
OG0001177	Prbj.g_01290	Prat.g_01797
OG0001178	Prbj.g_01286	Prat.g_01800
OG0001179	Prbj.g_01285	Prat.g_01801
OG0001180	Prbj.g_01284	Prat.g_01802
OG0001181	Prbj.g_01283	Prat.g_01803
OG0001182	Prbj.g_01282	Prat.g_01804
OG0001183	Prbj.g_01281	Prat.g_01805
OG0001184	Prbj.g_01253	Prat.g_01807
OG0001185	Prbj.g_01250	Prat.g_01809
OG0001186	Prbj.g_01249	Prat.g_01810
OG0001187	Prbj.g_01248	Prat.g_01811
OG0001188	Prbj.g_01245	Prat.g_01812
OG0001189	Prbj.g_01244	Prat.g_01813
OG0001190	Prbj.g_01243	Prat.g_01814
OG0001191	Prbj.g_01241	Prat.g_01815
OG0001192	Prbj.g_01239	Prat.g_01816
OG0001193	Prbj.g_01238	Prat.g_01817
OG0001194	Prbj.g_01236	Prat.g_01818
OG0001195	Prbj.g_01235	Prat.g_01819
OG0001196	Prbj.g_01234	Prat.g_01820
OG0001197	Prbj.g_01233	Prat.g_01821
OG0001198	Prbj.g_01232	Prat.g_01822
OG0001199	Prbj.g_01231	Prat.g_01823
OG0001200	Prbj.g_01229	Prat.g_01824
OG0001201	Prbj.g_01228	Prat.g_01825
OG0001202	Prbj.g_01227	Prat.g_01826
OG0001203	Prbj.g_01225	Prat.g_01828
OG0001204	Prbj.g_01221	Prat.g_01830
OG0001205	Prbj.g_01219	Prat.g_01832
OG0001206	Prbj.g_01218	Prat.g_01833
OG0001207	Prbj.g_01955	Prat.g_01834
OG0001208	Prbj.g_01956	Prat.g_01835
OG0001209	Prbj.g_01957	Prat.g_01836
OG0001210	Prbj.g_01958	Prat.g_01837
OG0001211	Prbj.g_01960	Prat.g_01838
OG0001212	Prbj.g_01961	Prat.g_01839
OG0001213	Prbj.g_01962	Prat.g_01840
OG0001214	Prbj.g_01964	Prat.g_01842
OG0001215	Prbj.g_01966	Prat.g_01843
OG0001216	Prbj.g_01968	Prat.g_01844
OG0001217	Prbj.g_01969	Prat.g_01845
OG0001218	Prbj.g_01970	Prat.g_01846
OG0001219	Prbj.g_01975	Prat.g_01849
OG0001220	Prbj.g_01980	Prat.g_01850
OG0001221	Prbj.g_02002	Prat.g_01856
OG0001222	Prbj.g_02005	Prat.g_01857
OG0001223	Prbj.g_02006	Prat.g_01858
OG0001224	Prbj.g_02008	Prat.g_01860
OG0001225	Prbj.g_02009	Prat.g_01861
OG0001226	Prbj.g_02012	Prat.g_01862
OG0001227	Prbj.g_02013	Prat.g_01863
OG0001228	Prbj.g_02019	Prat.g_01864
OG0001229	Prbj.g_02020	Prat.g_01865
OG0001230	Prbj.g_02021	Prat.g_01866
OG0001231	Prbj.g_02034	Prat.g_01867
OG0001232	Prbj.g_02043	Prat.g_01869
OG0001233	Prbj.g_02044	Prat.g_01870
OG0001234	Prbj.g_02045	Prat.g_01871
OG0001235	Prbj.g_02046	Prat.g_01872
OG0001236	Prbj.g_02048	Prat.g_01874
OG0001237	Prbj.g_02049	Prat.g_01875
OG0001238	Prbj.g_02053	Prat.g_01879
OG0001239	Prbj.g_02055	Prat.g_01880
OG0001240	Prbj.g_02056	Prat.g_01881
OG0001241	Prbj.g_02060	Prat.g_01884
OG0001242	Prbj.g_02062	Prat.g_01885
OG0001243	Prbj.g_02063	Prat.g_01886
OG0001244	Prbj.g_02065	Prat.g_01887
OG0001245	Prbj.g_02067	Prat.g_01888
OG0001246	Prbj.g_02069	Prat.g_01889
OG0001247	Prbj.g_02070	Prat.g_01890
OG0001248	Prbj.g_02071	Prat.g_01891
OG0001249	Prbj.g_02072	Prat.g_01892
OG0001250	Prbj.g_02073	Prat.g_01893
OG0001251	Prbj.g_00603	Prat.g_01269
OG0001252	Prbj.g_01545	Prat.g_00137
OG0001253	Prbj.g_00538	Prat.g_00149
OG0001254	Prbj.g_01406	Prat.g_00288
OG0001255	Prbj.g_00342	Prat.g_00347
OG0001257	Prbj.g_01628	Prat.g_00442
OG0001258	Prbj.g_01609	Prat.g_00459
OG0001259	Prbj.g_01782	Prat.g_00552
OG0001261	Prbj.g_02475	Prat.g_01003
OG0001262	Prbj.g_02498	Prat.g_00987
OG0001264	Prbj.g_02339	Prat.g_00715
OG0001265	Prbj.g_02209	Prat.g_00937
OG0001266	Prbj.g_00678	Prat.g_00078
OG0001267	Prbj.g_00769	Prat.g_01172
OG0001268	Prbj.g_00969	Prat.g_01158
OG0001269	Prbj.g_00670	Prat.g_01283
OG0001270	Prbj.g_02627	Prat.g_01398
OG0001271	Prbj.g_01691	Prat.g_01413
OG0001273	Prbj.g_02106	Prat.g_00481
OG0001274	Prbj.g_00780	Prat.g_01500
OG0001275	Prbj.g_00158	Prat.g_00659, Prat.g_00660
OG0001278	Prbj.g_00870	Prat.g_01583
OG0001279	Prbj.g_00865	Prat.g_01587
OG0001280	Prbj.g_00862	Prat.g_01590
OG0001281	Prbj.g_02653	Prat.g_01660
OG0001282	Prbj.g_00851	Prat.g_01597
OG0001283	Prbj.g_01512	Prat.g_01767
OG0001284	Prbj.g_01287	Prat.g_01799
OG0001285	Prbj.g_01223	Prat.g_01829
OG0001286	Prbj.g_02058	Prat.g_01883
OG0001287	Prbj.g_00214, Prbj.g_02701	Prat.g_00648
OG0001288	Prbj.g_00101	Prat.g_00397
OG0001290	Prbj.g_01203	Prat.g_00032
OG0001291	Prbj.g_00567	Prat.g_00068
OG0001293	Prbj.g_00572	Prat.g_00073
OG0001294	Prbj.g_00604	Prat.g_00090
OG0001296	Prbj.g_01529	Prat.g_00125
OG0001297	Prbj.g_01164	Prat.g_00201
OG0001299	Prbj.g_01353	Prat.g_00258
OG0001300	Prbj.g_01896	Prat.g_00375
OG0001301	Prbj.g_02575	Prat.g_01088
OG0001303	Prbj.g_00663	Prat.g_01217
OG0001305	Prbj.g_01842	Prat.g_00961
OG0001306	Prbj.g_02042	Prat.g_00817
OG0001308	Prbj.g_00046	Prat.g_01470
OG0001309	Prbj.g_01220	Prat.g_01831
OG0001312	Prbj.g_00671	Prat.g_01284
OG0001314	Prbj.g_00477	Prat.g_01614
OG0001315	Prbj.g_00426	Prat.g_01651
OG0001316	Prbj.g_01505	Prat.g_01763
OG0001319	Prbj.g_02610	Prat.g_00243
OG0001320	Prbj.g_02145	Prat.g_01215
OG0001326	Prbj.g_00731	Prat.g_01489
OG0001327	Prbj.g_01718	Prat.g_01468
OG0001328	Prbj.g_01734	Prat.g_01254
OG0001329	Prbj.g_02051	Prat.g_01877
OG0001331	Prbj.g_00864	Prat.g_01588
OG0001332	Prbj.g_00450	Prat.g_01640
OG0001333	Prbj.g_00409	Prat.g_01730
OG0001335	Prbj.g_01226	Prat.g_01827
OG0001336	Prbj.g_01531	Prat.g_00127
OG0001337	Prbj.g_01558	Prat.g_00117
OG0001339	Prbj.g_01168	Prat.g_00205
OG0001340	Prbj.g_01346	Prat.g_00254
OG0001341	Prbj.g_01369	Prat.g_00268
OG0001342	Prbj.g_01405	Prat.g_00287
OG0001343	Prbj.g_00335	Prat.g_00353
OG0001344	Prbj.g_00826	Prat.g_01546
OG0001345	Prbj.g_00098	Prat.g_00394
OG0001346	Prbj.g_00131	Prat.g_00431
OG0001347	Prbj.g_01624	Prat.g_00446
OG0001348	Prbj.g_02091	Prat.g_00467, Prat.g_01485
OG0001350	Prbj.g_02100	Prat.g_00477
OG0001351	Prbj.g_01797	Prat.g_00541
OG0001353	Prbj.g_00269	Prat.g_00228
OG0001355	Prbj.g_02482	Prat.g_00997
OG0001357	Prbj.g_02227	Prat.g_00922
OG0001358	Prbj.g_02210	Prat.g_00936
OG0001361	Prbj.g_02165	Prat.g_01102
OG0001362	Prbj.g_01299	Prat.g_00828
OG0001366	Prbj.g_00460	Prat.g_01629
OG0001368	Prbj.g_01288	Prat.g_01798
OG0001369	Prbj.g_02208	Prat.g_00938
OG0001375	Prbj.g_01541	Prat.g_00135
OG0001378	Prbj.g_01395	Prat.g_00280
OG0001380	Prbj.g_00951	Prat.g_00771
OG0001381	Prbj.g_01893	Prat.g_00416
OG0001396	Prbj.g_02309	Prat.g_01550
OG0001410	Prbj.g_00249	Prat.g_00827
OG0001412	Prbj.g_02298	Prat.g_00872
OG0001413	Prbj.g_00194, Prbj.g_02695, Prbj.g_01330, Prbj.g_00726	Prat.g_00619
OG0001415	Prbj.g_00360	Prat.g_00333
OG0001416	Prbj.g_02111	Prat.g_00484
OG0001426	Prbj.g_02052	Prat.g_01878
OG0001429	Prbj.g_02252	Prat.g_00906
OG0001437	Prbj.g_00142, Prbj.g_00143	Prat.g_00849
OG0001439	Prbj.g_02473	Prat.g_01005
OG0001448	Prbj.g_00690	Prat.g_00810
OG0001452	Prbj.g_01972	Prat.g_01848
OG0001455	Prbj.g_00045, Prbj.g_00051	Prat.g_01505
OG0001466	Prbj.g_02172	Prat.g_00635
OG0001467	Prbj.g_01053	Prat.g_01349
OG0001470	Prbj.g_01457	Prat.g_00327
OG0001472	Prbj.g_00920	Prat.g_00972
OG0001481	Prbj.g_00309	Prat.g_01138
OG0001483	Prbj.g_01720	Prat.g_01243
OG0001486	Prbj.g_02385	Prat.g_00737
OG0001487	Prbj.g_02554	Prat.g_00588
OG0001504	Prbj.g_02381	Prat.g_00732
OG0001525	Prbj.g_01731	Prat.g_00421
OG0001531	Prbj.g_02170, Prbj.g_00673, Prbj.g_00315	Prat.g_00630
OG0001544	Prbj.g_00071	Prat.g_01517
OG0001545	Prbj.g_02336	Prat.g_00711
OG0001546	Prbj.g_02477	Prat.g_00850
OG0001587	Prbj.g_01889	Prat.g_00378
OG0001588	Prbj.g_00872	Prat.g_01227
OG0001590	Prbj.g_01420	Prat.g_00301
OG0001593	Prbj.g_02460	Prat.g_00422
OG0001605	Prbj.g_01031	Prat.g_01681
OG0001608	Prbj.g_00374	Prat.g_01466
OG0001620	Prbj.g_01124	Prat.g_01271
OG0001622	Prbj.g_00745	Prat.g_01511
OG0001632	Prbj.g_00859	Prat.g_01467
OG0001633	Prbj.g_01121	Prat.g_00854
OG0001634	Prbj.g_00746	Prat.g_01512
OG0001635	Prbj.g_00749	Prat.g_01513
OG0001636	Prbj.g_00750	Prat.g_01514
OG0001697	Prbj.g_00779	Prat.g_00675
OG0001714	Prbj.g_00662	Prat.g_01395
OG0001715	Prbj.g_01818	Prat.g_01794
OG0001716	Prbj.g_00005	Prat.g_01125
OG0001717	Prbj.g_00033	Prat.g_00687
OG0001718	Prbj.g_00040	Prat.g_00677
OG0001719	Prbj.g_00340	Prat.g_01328
OG0001737	Prbj.g_01216	Prat.g_00043
OG0001738	Prbj.g_00628	Prat.g_00109
OG0001739	Prbj.g_00626	Prat.g_00108
OG0001740	Prbj.g_00625	Prat.g_00107
OG0001741	Prbj.g_00612	Prat.g_00097
OG0001742	Prbj.g_02612	Prat.g_01231
OG0001743	Prbj.g_02613	Prat.g_00244
OG0001744	Prbj.g_00452	Prat.g_01638
OG0001745	Prbj.g_01881	Prat.g_00529
OG0001746	Prbj.g_01743	Prat.g_01262
OG0001747	Prbj.g_00828	Prat.g_01143
OG0001748	Prbj.g_00939	Prat.g_00766
OG0001749	Prbj.g_00908	Prat.g_00756
OG0001750	Prbj.g_02200	Prat.g_00950
OG0001751	Prbj.g_02206	Prat.g_00940
OG0001752	Prbj.g_02212	Prat.g_00935
OG0001753	Prbj.g_02272	Prat.g_00892
OG0001754	Prbj.g_02325	Prat.g_00952
OG0001755	Prbj.g_02372	Prat.g_00729
OG0001756	Prbj.g_02417	Prat.g_01032
OG0001757	Prbj.g_02496	Prat.g_01218
OG0001758	Prbj.g_02499	Prat.g_00986
OG0001759	Prbj.g_02513	Prat.g_00979
OG0001760	Prbj.g_02522	Prat.g_00706
OG0001761	Prbj.g_02526	Prat.g_00746
OG0001762	Prbj.g_00817	Prat.g_01060
OG0001763	Prbj.g_00122	Prat.g_00120
OG0001764	Prbj.g_00065	Prat.g_00371
OG0001765	Prbj.g_00353	Prat.g_00339
OG0001766	Prbj.g_00354	Prat.g_00338
OG0001767	Prbj.g_00356	Prat.g_00337
OG0001768	Prbj.g_00357	Prat.g_00336
OG0001769	Prbj.g_00358	Prat.g_00335
OG0001770	Prbj.g_00398	Prat.g_01741
OG0001771	Prbj.g_00982	Prat.g_01725
OG0001772	Prbj.g_01533	Prat.g_00129
OG0001773	Prbj.g_01546	Prat.g_00832
OG0001774	Prbj.g_00507	Prat.g_00181
OG0001775	Prbj.g_01142	Prat.g_00187
OG0001776	Prbj.g_00247	Prat.g_01221
OG0001777	Prbj.g_01971	Prat.g_01847
OG0001778	Prbj.g_01981	Prat.g_01851
OG0001779	Prbj.g_01982	Prat.g_01852
OG0001780	Prbj.g_01983	Prat.g_00945
OG0001781	Prbj.g_02007	Prat.g_01859
OG0001782	Prbj.g_02041	Prat.g_01868
OG0001795	Prbj.g_01878	Prat.g_00526
OG0001799	Prbj.g_00029	Prat.g_01450
OG0001801	Prbj.g_00677	Prat.g_01207
OG0001802	Prbj.g_00942	Prat.g_00638
OG0001803	Prbj.g_02220	Prat.g_00927
OG0001831	Prbj.g_00967	Prat.g_01160
OG0001852	Prbj.g_02168	Prat.g_00623
OG0001883	Prbj.g_01209	Prat.g_00035
OG0001884	Prbj.g_01590	Prat.g_01782
OG0001885	Prbj.g_01685	Prat.g_01406
OG0001886	Prbj.g_01876	Prat.g_00524
OG0001887	Prbj.g_01911	Prat.g_01133
OG0001891	Prbj.g_01092	Prat.g_00770
OG0001892	Prbj.g_00871	Prat.g_01220
OG0001893	Prbj.g_01851	Prat.g_00954
OG0001894	Prbj.g_02282	Prat.g_00882
OG0001895	Prbj.g_02463	Prat.g_00064
OG0001896	Prbj.g_02528	Prat.g_00628
OG0001897	Prbj.g_00326	Prat.g_00357
OG0001898	Prbj.g_01358	Prat.g_00259
OG0001899	Prbj.g_01944	Prat.g_00050
OG0001900	Prbj.g_01945	Prat.g_00049
OG0001901	Prbj.g_01954	Prat.g_00045
OG0001902	Prbj.g_02050	Prat.g_01876
OG0001916	Prbj.g_01185	Prat.g_00844
OG0001917	Prbj.g_01186	Prat.g_00845
OG0001918	Prbj.g_00254	Prat.g_00837
OG0001921	Prbj.g_02578	Prat.g_01085
OG0001923	Prbj.g_00070	Prat.g_00625
OG0001925	Prbj.g_01665	Prat.g_00664
OG0001955	Prbj.g_00753	Prat.g_01543
OG0001968	Prbj.g_01683	Prat.g_01404
OG0001969	Prbj.g_00302	Prat.g_01568
OG0001973	Prbj.g_00532	Prat.g_00155
OG0001980	Prbj.g_00203	Prat.g_00853
OG0001995	Prbj.g_01201	Prat.g_00030
OG0002001	Prbj.g_00072, Prbj.g_00229	Prat.g_01230
OG0002036	Prbj.g_00178	Prat.g_00237
OG0002038	Prbj.g_01637	Prat.g_00437
OG0002041	Prbj.g_01407	Prat.g_00289
OG0002043	Prbj.g_00551	Prat.g_01459
OG0002072	Prbj.g_01873	Prat.g_00521
OG0002074	Prbj.g_02197	Prat.g_00830
OG0002075	Prbj.g_01051	Prat.g_01347
OG0002079	Prbj.g_01952	Prat.g_01491
OG0002132	Prbj.g_01528	Prat.g_01289
OG0002143	Prbj.g_01475	Prat.g_01325
OG0002146	Prbj.g_01698	Prat.g_01419
OG0002148	Prbj.g_00728	Prat.g_01541
OG0002206	Prbj.g_01425	Prat.g_00836
OG0002285	Prbj.g_02618	Prat.g_00247
OG0002288	Prbj.g_00167	Prat.g_01456
OG0002293	Prbj.g_00901	Prat.g_00578
OG0002294	Prbj.g_02295	Prat.g_00875
OG0002297	Prbj.g_02567	Prat.g_01096
OG0002300	Prbj.g_00106	Prat.g_00402
OG0002305	Prbj.g_00550	Prat.g_01288
OG0002307	Prbj.g_02001	Prat.g_01855
OG0002392	Prbj.g_00424	Prat.g_01653
OG0002399	Prbj.g_00715	Prat.g_01224
