Orthogroup	Prbj	Prbg
OG0001085	Prbj.g_01029	Prbg.g_01737
OG0001086	Prbj.g_01033	Prbg.g_01734
OG0001087	Prbj.g_01034	Prbg.g_01733
OG0001088	Prbj.g_02635	Prbg.g_01732
OG0001089	Prbj.g_01025	Prbg.g_01742
OG0001090	Prbj.g_01023	Prbg.g_01744
OG0001091	Prbj.g_01022	Prbg.g_01745
OG0001092	Prbj.g_01021	Prbg.g_01746
OG0001093	Prbj.g_01020	Prbg.g_01747
OG0001094	Prbj.g_01019	Prbg.g_01748
OG0001095	Prbj.g_01018	Prbg.g_01749
OG0001096	Prbj.g_01017	Prbg.g_01750
OG0001097	Prbj.g_01016	Prbg.g_01751
OG0001098	Prbj.g_01015	Prbg.g_01752
OG0001099	Prbj.g_01014	Prbg.g_01753
OG0001100	Prbj.g_01013	Prbg.g_01754
OG0001101	Prbj.g_01012	Prbg.g_01755
OG0001102	Prbj.g_01011	Prbg.g_01756
OG0001103	Prbj.g_01010	Prbg.g_01757
OG0001104	Prbj.g_01009	Prbg.g_01758
OG0001105	Prbj.g_01008	Prbg.g_01759
OG0001106	Prbj.g_01007	Prbg.g_01760
OG0001107	Prbj.g_01006	Prbg.g_01761
OG0001108	Prbj.g_01005	Prbg.g_01762
OG0001109	Prbj.g_01004	Prbg.g_01763
OG0001110	Prbj.g_01003	Prbg.g_01764
OG0001111	Prbj.g_01002	Prbg.g_01765
OG0001112	Prbj.g_01001	Prbg.g_01766
OG0001113	Prbj.g_01000	Prbg.g_01767
OG0001114	Prbj.g_00999	Prbg.g_01768
OG0001115	Prbj.g_00998	Prbg.g_01769
OG0001116	Prbj.g_00997	Prbg.g_01770
OG0001117	Prbj.g_00996	Prbg.g_01771
OG0001118	Prbj.g_00995	Prbg.g_01772
OG0001119	Prbj.g_00994	Prbg.g_01773
OG0001120	Prbj.g_00993	Prbg.g_01774
OG0001121	Prbj.g_00990	Prbg.g_01776
OG0001122	Prbj.g_00989	Prbg.g_01777
OG0001123	Prbj.g_00988	Prbg.g_01778
OG0001124	Prbj.g_00986	Prbg.g_01780
OG0001125	Prbj.g_00984	Prbg.g_01782
OG0001126	Prbj.g_00983	Prbg.g_01783
OG0001127	Prbj.g_00414	Prbg.g_01786
OG0001128	Prbj.g_00413	Prbg.g_01787
OG0001129	Prbj.g_00410	Prbg.g_01788
OG0001130	Prbj.g_00407	Prbg.g_01791
OG0001131	Prbj.g_00406	Prbg.g_01792
OG0001132	Prbj.g_00405	Prbg.g_01793
OG0001133	Prbj.g_00404	Prbg.g_01794
OG0001134	Prbj.g_00403	Prbg.g_01795
OG0001135	Prbj.g_00402	Prbg.g_01796
OG0001136	Prbj.g_00401	Prbg.g_01797
OG0001137	Prbj.g_00400	Prbg.g_01798
OG0001138	Prbj.g_00399	Prbg.g_01799
OG0001139	Prbj.g_00397	Prbg.g_01801
OG0001140	Prbj.g_00395	Prbg.g_01802
OG0001141	Prbj.g_00394	Prbg.g_01803
OG0001142	Prbj.g_00368	Prbg.g_01807
OG0001143	Prbj.g_00367	Prbg.g_01808
OG0001144	Prbj.g_00365	Prbg.g_01809
OG0001145	Prbj.g_00364	Prbg.g_01810
OG0001146	Prbj.g_00363	Prbg.g_01811
OG0001147	Prbj.g_00362	Prbg.g_01812
OG0001148	Prbj.g_00361	Prbg.g_01813
OG0001149	Prbj.g_01494	Prbg.g_01815
OG0001150	Prbj.g_01498	Prbg.g_01816
OG0001151	Prbj.g_01501	Prbg.g_01820
OG0001152	Prbj.g_01502	Prbg.g_01821
OG0001153	Prbj.g_01504	Prbg.g_01822
OG0001154	Prbj.g_01506	Prbg.g_01824
OG0001155	Prbj.g_01509	Prbg.g_01826
OG0001156	Prbj.g_01513	Prbg.g_01828
OG0001157	Prbj.g_01515	Prbg.g_01830
OG0001158	Prbj.g_01517	Prbg.g_01832
OG0001159	Prbj.g_01518	Prbg.g_01833
OG0001160	Prbj.g_01519	Prbg.g_01834
OG0001161	Prbj.g_01576	Prbg.g_01835
OG0001162	Prbj.g_01577	Prbg.g_01836
OG0001163	Prbj.g_01578	Prbg.g_01837
OG0001164	Prbj.g_01579	Prbg.g_01838
OG0001165	Prbj.g_01580	Prbg.g_01839
OG0001166	Prbj.g_01581	Prbg.g_01840
OG0001167	Prbj.g_01592	Prbg.g_01842
OG0001168	Prbj.g_01593	Prbg.g_01843
OG0001169	Prbj.g_01594	Prbg.g_01844
OG0001170	Prbj.g_01596	Prbg.g_01845
OG0001171	Prbj.g_01597	Prbg.g_01846
OG0001172	Prbj.g_01599	Prbg.g_01848
OG0001173	Prbj.g_01821	Prbg.g_01850
OG0001174	Prbj.g_01820	Prbg.g_01851
OG0001175	Prbj.g_01819	Prbg.g_01852
OG0001176	Prbj.g_01809	Prbg.g_01854
OG0001177	Prbj.g_01290	Prbg.g_01856
OG0001178	Prbj.g_01286	Prbg.g_01859
OG0001179	Prbj.g_01285	Prbg.g_01860
OG0001180	Prbj.g_01284	Prbg.g_01861
OG0001181	Prbj.g_01283	Prbg.g_01862
OG0001182	Prbj.g_01282	Prbg.g_01863
OG0001183	Prbj.g_01281	Prbg.g_01864
OG0001184	Prbj.g_01253	Prbg.g_01866
OG0001185	Prbj.g_01250	Prbg.g_01868
OG0001186	Prbj.g_01249	Prbg.g_01869
OG0001187	Prbj.g_01248	Prbg.g_01870
OG0001188	Prbj.g_01245	Prbg.g_01871
OG0001189	Prbj.g_01244	Prbg.g_01872
OG0001190	Prbj.g_01243	Prbg.g_01873
OG0001191	Prbj.g_01241	Prbg.g_01874
OG0001192	Prbj.g_01239	Prbg.g_01875
OG0001193	Prbj.g_01238	Prbg.g_01876
OG0001194	Prbj.g_01236	Prbg.g_01877
OG0001195	Prbj.g_01235	Prbg.g_01878
OG0001196	Prbj.g_01234	Prbg.g_01879
OG0001197	Prbj.g_01233	Prbg.g_01880
OG0001198	Prbj.g_01232	Prbg.g_01881
OG0001199	Prbj.g_01231	Prbg.g_01882
OG0001200	Prbj.g_01229	Prbg.g_01883
OG0001201	Prbj.g_01228	Prbg.g_01884
OG0001202	Prbj.g_01227	Prbg.g_01885
OG0001203	Prbj.g_01225	Prbg.g_01887
OG0001204	Prbj.g_01221	Prbg.g_01889
OG0001205	Prbj.g_01219	Prbg.g_01891
OG0001206	Prbj.g_01218	Prbg.g_01892
OG0001207	Prbj.g_01955	Prbg.g_01893
OG0001208	Prbj.g_01956	Prbg.g_01894
OG0001209	Prbj.g_01957	Prbg.g_01895
OG0001210	Prbj.g_01958	Prbg.g_01896
OG0001211	Prbj.g_01960	Prbg.g_01897
OG0001212	Prbj.g_01961	Prbg.g_01898
OG0001213	Prbj.g_01962	Prbg.g_01899
OG0001214	Prbj.g_01964	Prbg.g_01901
OG0001215	Prbj.g_01966	Prbg.g_01902
OG0001216	Prbj.g_01968	Prbg.g_01903
OG0001217	Prbj.g_01969	Prbg.g_01904
OG0001218	Prbj.g_01970	Prbg.g_01905
OG0001219	Prbj.g_01975	Prbg.g_01908
OG0001220	Prbj.g_01980	Prbg.g_01909
OG0001221	Prbj.g_02002	Prbg.g_01913
OG0001222	Prbj.g_02005	Prbg.g_01914
OG0001223	Prbj.g_02006	Prbg.g_01915
OG0001224	Prbj.g_02008	Prbg.g_01917
OG0001225	Prbj.g_02009	Prbg.g_01918
OG0001226	Prbj.g_02012	Prbg.g_01919
OG0001227	Prbj.g_02013	Prbg.g_01920
OG0001228	Prbj.g_02019	Prbg.g_01921
OG0001229	Prbj.g_02020	Prbg.g_01922
OG0001230	Prbj.g_02021	Prbg.g_01923
OG0001231	Prbj.g_02034	Prbg.g_01924
OG0001232	Prbj.g_02043	Prbg.g_01927
OG0001233	Prbj.g_02044	Prbg.g_01928
OG0001234	Prbj.g_02045	Prbg.g_01929
OG0001235	Prbj.g_02046	Prbg.g_01930
OG0001236	Prbj.g_02048	Prbg.g_01932
OG0001237	Prbj.g_02049	Prbg.g_01933
OG0001238	Prbj.g_02053	Prbg.g_01936
OG0001239	Prbj.g_02055	Prbg.g_01937
OG0001240	Prbj.g_02056	Prbg.g_01938
OG0001241	Prbj.g_02060	Prbg.g_00758
OG0001242	Prbj.g_02062	Prbg.g_00759
OG0001243	Prbj.g_02063	Prbg.g_00760
OG0001244	Prbj.g_02065	Prbg.g_00761
OG0001245	Prbj.g_02067	Prbg.g_00762
OG0001246	Prbj.g_02069	Prbg.g_00763
OG0001247	Prbj.g_02070	Prbg.g_00764
OG0001248	Prbj.g_02071	Prbg.g_00765
OG0001249	Prbj.g_02072	Prbg.g_00766
OG0001250	Prbj.g_02073	Prbg.g_00767
OG0001251	Prbj.g_00603	Prbg.g_00862
OG0001252	Prbj.g_01545	Prbg.g_00912
OG0001253	Prbj.g_00538	Prbg.g_00927
OG0001254	Prbj.g_01406	Prbg.g_00060
OG0001255	Prbj.g_00342	Prbg.g_00116
OG0001257	Prbj.g_01628	Prbg.g_00201
OG0001258	Prbj.g_01609	Prbg.g_00217
OG0001259	Prbj.g_01782	Prbg.g_00309
OG0001261	Prbj.g_02475	Prbg.g_01195
OG0001262	Prbj.g_02498	Prbg.g_01212
OG0001264	Prbj.g_02339	Prbg.g_01083
OG0001265	Prbj.g_02209	Prbg.g_01330
OG0001266	Prbj.g_00678	Prbg.g_00358
OG0001267	Prbj.g_00769	Prbg.g_01504
OG0001268	Prbj.g_00969	Prbg.g_01489
OG0001269	Prbj.g_00670	Prbg.g_00504
OG0001270	Prbj.g_02627	Prbg.g_00634
OG0001271	Prbj.g_01691	Prbg.g_00647
OG0001272	Prbj.g_00907	Prbg.g_00367
OG0001273	Prbj.g_02106	Prbg.g_00708
OG0001274	Prbj.g_00780	Prbg.g_00726
OG0001275	Prbj.g_00158	Prbg.g_01561
OG0001276	Prbj.g_02368	Prbg.g_01351
OG0001278	Prbj.g_00870	Prbg.g_01641
OG0001279	Prbj.g_00865	Prbg.g_01645
OG0001280	Prbj.g_00862	Prbg.g_01648
OG0001281	Prbj.g_02653	Prbg.g_01718
OG0001282	Prbj.g_00851	Prbg.g_01655
OG0001283	Prbj.g_01512	Prbg.g_01827
OG0001284	Prbj.g_01287	Prbg.g_01858
OG0001285	Prbj.g_01223	Prbg.g_01888
OG0001286	Prbj.g_02058	Prbg.g_01940
OG0001287	Prbj.g_00214, Prbj.g_02701	Prbg.g_00727
OG0001288	Prbj.g_00101	Prbg.g_00157
OG0001290	Prbj.g_01203	Prbg.g_00843
OG0001291	Prbj.g_00567	Prbg.g_00798
OG0001292	Prbj.g_00570	Prbg.g_00795
OG0001293	Prbj.g_00572	Prbg.g_00793
OG0001294	Prbj.g_00604	Prbg.g_00863
OG0001295	Prbj.g_01560	Prbg.g_00893
OG0001296	Prbj.g_01529	Prbg.g_00900
OG0001297	Prbj.g_01164	Prbg.g_00978
OG0001298	Prbj.g_01340	Prbg.g_01026
OG0001299	Prbj.g_01353	Prbg.g_01035
OG0001300	Prbj.g_01896	Prbg.g_00457
OG0001301	Prbj.g_02575	Prbg.g_01420
OG0001303	Prbj.g_00663	Prbg.g_01549
OG0001304	Prbj.g_01847	Prbg.g_01243
OG0001305	Prbj.g_01842	Prbg.g_01238
OG0001306	Prbj.g_02042	Prbg.g_01926
OG0001307	Prbj.g_02357	Prbg.g_00458
OG0001308	Prbj.g_00046	Prbg.g_00698
OG0001309	Prbj.g_01220	Prbg.g_01890
OG0001310	Prbj.g_00688	Prbg.g_00007
OG0001311	Prbj.g_00007	Prbg.g_01453
OG0001312	Prbj.g_00671	Prbg.g_00503
OG0001313	Prbj.g_01184	Prbg.g_00142
OG0001314	Prbj.g_00477	Prbg.g_01673
OG0001315	Prbj.g_00426	Prbg.g_01708
OG0001316	Prbj.g_01505	Prbg.g_01823
OG0001319	Prbj.g_02610	Prbg.g_01020
OG0001320	Prbj.g_02145	Prbg.g_00714
OG0001324	Prbj.g_02632	Prbg.g_00442
OG0001326	Prbj.g_00731	Prbg.g_00722
OG0001327	Prbj.g_01718	Prbg.g_00697
OG0001328	Prbj.g_01734	Prbg.g_00482
OG0001329	Prbj.g_02051	Prbg.g_01935
OG0001331	Prbj.g_00864	Prbg.g_01646
OG0001332	Prbj.g_00450	Prbg.g_01697
OG0001333	Prbj.g_00409	Prbg.g_01789
OG0001335	Prbj.g_01226	Prbg.g_01886
OG0001336	Prbj.g_01531	Prbg.g_00902
OG0001337	Prbj.g_01558	Prbg.g_00892
OG0001339	Prbj.g_01168	Prbg.g_00982
OG0001340	Prbj.g_01346	Prbg.g_01031
OG0001341	Prbj.g_01369	Prbg.g_01044
OG0001342	Prbj.g_01405	Prbg.g_00059
OG0001343	Prbj.g_00335	Prbg.g_00122
OG0001345	Prbj.g_00098	Prbg.g_00154
OG0001346	Prbj.g_00131	Prbg.g_00191
OG0001347	Prbj.g_01624	Prbg.g_00205
OG0001350	Prbj.g_02100	Prbg.g_00233
OG0001351	Prbj.g_01797	Prbg.g_00295
OG0001353	Prbj.g_00269	Prbg.g_01006
OG0001355	Prbj.g_02482	Prbg.g_01202
OG0001357	Prbj.g_02227	Prbg.g_01315
OG0001358	Prbj.g_02210	Prbg.g_01329
OG0001361	Prbj.g_02165	Prbg.g_01432
OG0001362	Prbj.g_01299	Prbg.g_00407
OG0001366	Prbj.g_00460	Prbg.g_01687
OG0001368	Prbj.g_01288	Prbg.g_01857
OG0001369	Prbj.g_02208	Prbg.g_01331
OG0001375	Prbj.g_01541	Prbg.g_00910
OG0001378	Prbj.g_01395	Prbg.g_00052
OG0001380	Prbj.g_00951	Prbg.g_01139
OG0001381	Prbj.g_01893	Prbg.g_00177
OG0001384	Prbj.g_02109	Prbg.g_00238
OG0001396	Prbj.g_02309	Prbg.g_01612
OG0001410	Prbj.g_00249	Prbg.g_00712
OG0001412	Prbj.g_02298	Prbg.g_01267
OG0001425	Prbj.g_02174	Prbg.g_01554
OG0001429	Prbj.g_02252	Prbg.g_01297
OG0001430	Prbj.g_00038	Prbg.g_00012
OG0001436	Prbj.g_01986	Prbg.g_01638
OG0001439	Prbj.g_02473	Prbg.g_01192
OG0001448	Prbj.g_00690	Prbg.g_00737
OG0001451	Prbj.g_01102, Prbj.g_02711	Prbg.g_00429
OG0001452	Prbj.g_01972	Prbg.g_01907
OG0001455	Prbj.g_00045, Prbj.g_00051	Prbg.g_00425
OG0001456	Prbj.g_01783	Prbg.g_00308
OG0001466	Prbj.g_02172	Prbg.g_00696
OG0001471	Prbj.g_02457	Prbg.g_00432
OG0001483	Prbj.g_01720	Prbg.g_00471
OG0001486	Prbj.g_02385	Prbg.g_01104
OG0001487	Prbj.g_02554	Prbg.g_00344
OG0001489	Prbj.g_00378	Prbg.g_01740
OG0001504	Prbj.g_02381	Prbg.g_01099
OG0001508	Prbj.g_02626	Prbg.g_01615
OG0001531	Prbj.g_02170, Prbj.g_00673, Prbj.g_00315	Prbg.g_00418, Prbg.g_00392
OG0001544	Prbj.g_00071	Prbg.g_00731
OG0001545	Prbj.g_02336	Prbg.g_01080
OG0001546	Prbj.g_02477	Prbg.g_01197
OG0001547	Prbj.g_00698	Prbg.g_00034, Prbg.g_00440
OG0001548	Prbj.g_00125	Prbg.g_01545, Prbg.g_00402
OG0001574	Prbj.g_00213	Prbg.g_00406
OG0001587	Prbj.g_01889	Prbg.g_00817
OG0001588	Prbj.g_00872	Prbg.g_01547
OG0001593	Prbj.g_02460	Prbg.g_00182
OG0001608	Prbj.g_00374	Prbg.g_00700
OG0001622	Prbj.g_00745	Prbg.g_00387
OG0001632	Prbj.g_00859	Prbg.g_00691
OG0001633	Prbj.g_01121	Prbg.g_00699
OG0001634	Prbj.g_00746	Prbg.g_00386
OG0001635	Prbj.g_00749	Prbg.g_00385
OG0001636	Prbj.g_00750	Prbg.g_00384
OG0001694	Prbj.g_01492	Prbg.g_00145
OG0001697	Prbj.g_00779	Prbg.g_01617, Prbg.g_01049
OG0001714	Prbj.g_00662	Prbg.g_00631
OG0001715	Prbj.g_01818	Prbg.g_01853
OG0001716	Prbj.g_00005	Prbg.g_01455
OG0001717	Prbj.g_00033	Prbg.g_01056
OG0001718	Prbj.g_00040	Prbg.g_01050
OG0001719	Prbj.g_00340	Prbg.g_00118
OG0001737	Prbj.g_01216	Prbg.g_00833
OG0001738	Prbj.g_00628	Prbg.g_00884
OG0001739	Prbj.g_00626	Prbg.g_00883
OG0001740	Prbj.g_00625	Prbg.g_00882
OG0001741	Prbj.g_00612	Prbg.g_00871
OG0001742	Prbj.g_02612	Prbg.g_01543
OG0001743	Prbj.g_02613	Prbg.g_01021
OG0001744	Prbj.g_00452	Prbg.g_01695
OG0001745	Prbj.g_01881	Prbg.g_00284
OG0001746	Prbj.g_01743	Prbg.g_00491
OG0001747	Prbj.g_00828	Prbg.g_01473
OG0001748	Prbj.g_00939	Prbg.g_01134
OG0001749	Prbj.g_00908	Prbg.g_01124
OG0001750	Prbj.g_02200	Prbg.g_01343
OG0001751	Prbj.g_02206	Prbg.g_01333
OG0001752	Prbj.g_02212	Prbg.g_01327
OG0001753	Prbj.g_02272	Prbg.g_01283
OG0001754	Prbj.g_02325	Prbg.g_01248
OG0001755	Prbj.g_02372	Prbg.g_01096
OG0001756	Prbj.g_02417	Prbg.g_01164
OG0001757	Prbj.g_02496	Prbg.g_00725
OG0001758	Prbj.g_02499	Prbg.g_01213
OG0001759	Prbj.g_02513	Prbg.g_01220
OG0001760	Prbj.g_02522	Prbg.g_01074
OG0001761	Prbj.g_02526	Prbg.g_01113
OG0001762	Prbj.g_00817	Prbg.g_01392
OG0001763	Prbj.g_00122	Prbg.g_00895
OG0001764	Prbj.g_00065	Prbg.g_00138
OG0001765	Prbj.g_00353	Prbg.g_00109
OG0001766	Prbj.g_00354	Prbg.g_00108
OG0001767	Prbj.g_00356	Prbg.g_00107
OG0001768	Prbj.g_00357	Prbg.g_00106
OG0001769	Prbj.g_00358	Prbg.g_00105
OG0001770	Prbj.g_00398	Prbg.g_01800
OG0001771	Prbj.g_00982	Prbg.g_01784
OG0001772	Prbj.g_01533	Prbg.g_00904
OG0001773	Prbj.g_01546	Prbg.g_00810
OG0001774	Prbj.g_00507	Prbg.g_00958
OG0001775	Prbj.g_01142	Prbg.g_00964
OG0001776	Prbj.g_00247	Prbg.g_00463
OG0001777	Prbj.g_01971	Prbg.g_01906
OG0001778	Prbj.g_01981	Prbg.g_01910
OG0001779	Prbj.g_01982	Prbg.g_01911
OG0001780	Prbj.g_01983	Prbg.g_01338
OG0001781	Prbj.g_02007	Prbg.g_01916
OG0001782	Prbj.g_02041	Prbg.g_01925
OG0001795	Prbj.g_01878	Prbg.g_00281
OG0001799	Prbj.g_00029	Prbg.g_00685
OG0001800	Prbj.g_00676	Prbg.g_01582
OG0001801	Prbj.g_00677	Prbg.g_01536
OG0001802	Prbj.g_00942	Prbg.g_00400
OG0001803	Prbj.g_02220	Prbg.g_01320
OG0001831	Prbj.g_00967	Prbg.g_01491
OG0001832	Prbj.g_00839	Prbg.g_01479
OG0001852	Prbj.g_02168	Prbg.g_00026
OG0001883	Prbj.g_01209	Prbg.g_00839
OG0001884	Prbj.g_01590	Prbg.g_01841
OG0001885	Prbj.g_01685	Prbg.g_00640
OG0001886	Prbj.g_01876	Prbg.g_00279
OG0001887	Prbj.g_01911	Prbg.g_01463
OG0001888	Prbj.g_00708	Prbg.g_01580
OG0001891	Prbj.g_01092	Prbg.g_01138
OG0001892	Prbj.g_00871	Prbg.g_00738
OG0001893	Prbj.g_01851	Prbg.g_01246
OG0001894	Prbj.g_02282	Prbg.g_01276
OG0001895	Prbj.g_02463	Prbg.g_00802
OG0001896	Prbj.g_02528	Prbg.g_00420
OG0001897	Prbj.g_00326	Prbg.g_00126
OG0001898	Prbj.g_01358	Prbg.g_01036
OG0001899	Prbj.g_01944	Prbg.g_00826
OG0001900	Prbj.g_01945	Prbg.g_00827
OG0001901	Prbj.g_01954	Prbg.g_00831
OG0001902	Prbj.g_02050	Prbg.g_01934
OG0001905	Prbj.g_00301	Prbg.g_01618, Prbg.g_01600
OG0001920	Prbj.g_00490	Prbg.g_01661
OG0001921	Prbj.g_02578	Prbg.g_01417
OG0001923	Prbj.g_00070	Prbg.g_01594
OG0001925	Prbj.g_01665	Prbg.g_00704
OG0001967	Prbj.g_01328	Prbg.g_00710
OG0001968	Prbj.g_01683	Prbg.g_00638
OG0001970	Prbj.g_00935	Prbg.g_00014
OG0001971	Prbj.g_00934	Prbg.g_00015
OG0001972	Prbj.g_02238	Prbg.g_01308
OG0001973	Prbj.g_00532	Prbg.g_00933
OG0001980	Prbj.g_00203	Prbg.g_01318
OG0001994	Prbj.g_00549	Prbg.g_00146
OG0001995	Prbj.g_01201	Prbg.g_00845
OG0001997	Prbj.g_01812	Prbg.g_00020
OG0001998	Prbj.g_01813	Prbg.g_00019
OG0001999	Prbj.g_01814	Prbg.g_00018
OG0002004	Prbj.g_01486	Prbg.g_00815
OG0002040	Prbj.g_01357	Prbg.g_01584
OG0002044	Prbj.g_00232	Prbg.g_00988
OG0002071	Prbj.g_01664	Prbg.g_00736
