Orthogroup	Prai	Syaq
OG0001139	Prai.g_01200	Syaq.g_00194
OG0001140	Prai.g_01201	Syaq.g_00193
OG0001141	Prai.g_01202	Syaq.g_00192
OG0001142	Prai.g_01203	Syaq.g_00191
OG0001143	Prai.g_01210	Syaq.g_00182
OG0001144	Prai.g_01215	Syaq.g_00166
OG0001145	Prai.g_01326	Syaq.g_00284
OG0001146	Prai.g_01339	Syaq.g_00305
OG0001147	Prai.g_01357	Syaq.g_00438
OG0001148	Prai.g_01372	Syaq.g_01761
OG0001149	Prai.g_01373	Syaq.g_01760
OG0001150	Prai.g_01374	Syaq.g_01759
OG0001151	Prai.g_01385	Syaq.g_01746
OG0001152	Prai.g_01386	Syaq.g_01745
OG0001153	Prai.g_01494	Syaq.g_00413
OG0001154	Prai.g_01495	Syaq.g_00414
OG0001155	Prai.g_01507	Syaq.g_01739
OG0001156	Prai.g_01510	Syaq.g_01729
OG0001157	Prai.g_01511	Syaq.g_01728
OG0001158	Prai.g_01512	Syaq.g_01727
OG0001159	Prai.g_01513	Syaq.g_01726
OG0001160	Prai.g_01537	Syaq.g_01693
OG0001161	Prai.g_01550	Syaq.g_01233
OG0001162	Prai.g_01563	Syaq.g_00331
OG0001163	Prai.g_01630	Syaq.g_01685
OG0001164	Prai.g_01634	Syaq.g_01679
OG0001165	Prai.g_01637	Syaq.g_01674
OG0001166	Prai.g_01657	Syaq.g_01652
OG0001167	Prai.g_01674	Syaq.g_01039
OG0001169	Prai.g_01678	Syaq.g_01620
OG0001170	Prai.g_01680	Syaq.g_01618
OG0001171	Prai.g_01689	Syaq.g_01607
OG0001172	Prai.g_01704	Syaq.g_00690
OG0001173	Prai.g_01705	Syaq.g_00689
OG0001174	Prai.g_01713	Syaq.g_00681
OG0001175	Prai.g_01714	Syaq.g_00680
OG0001176	Prai.g_01721	Syaq.g_00656
OG0001177	Prai.g_01724	Syaq.g_00658
OG0001178	Prai.g_01729	Syaq.g_01667
OG0001179	Prai.g_01761	Syaq.g_00626
OG0001180	Prai.g_01788	Syaq.g_00600
OG0001181	Prai.g_01792	Syaq.g_00596
OG0001182	Prai.g_01799	Syaq.g_00587
OG0001183	Prai.g_01803	Syaq.g_00579
OG0001184	Prai.g_01819	Syaq.g_00995
OG0001185	Prai.g_01833	Syaq.g_01022
OG0001186	Prai.g_01856	Syaq.g_01058
OG0001187	Prai.g_01862	Syaq.g_01061
OG0001188	Prai.g_01864	Syaq.g_01065
OG0001189	Prai.g_01881	Syaq.g_01095
OG0001190	Prai.g_01885	Syaq.g_01264
OG0001191	Prai.g_01895	Syaq.g_01248
OG0001192	Prai.g_01899	Syaq.g_01242
OG0001193	Prai.g_01909	Syaq.g_01217
OG0001194	Prai.g_01910	Syaq.g_01214
OG0001195	Prai.g_01911	Syaq.g_01213
OG0001196	Prai.g_01924	Syaq.g_01169
OG0001197	Prai.g_01925	Syaq.g_01167
OG0001198	Prai.g_01933	Syaq.g_01153
OG0001199	Prai.g_00074	Syaq.g_01553
OG0001200	Prai.g_00076	Syaq.g_01551
OG0001201	Prai.g_00108	Syaq.g_01486
OG0001202	Prai.g_00210	Syaq.g_01358
OG0001203	Prai.g_00249	Syaq.g_01581
OG0001204	Prai.g_00256	Syaq.g_00709
OG0001205	Prai.g_00476	Syaq.g_00491
OG0001206	Prai.g_00493	Syaq.g_00468
OG0001207	Prai.g_00507	Syaq.g_01764
OG0001208	Prai.g_00512	Syaq.g_01774
OG0001209	Prai.g_00563	Syaq.g_01841
OG0001210	Prai.g_00568	Syaq.g_01852
OG0001211	Prai.g_00578	Syaq.g_01932
OG0001212	Prai.g_00624	Syaq.g_01990
OG0001213	Prai.g_00658	Syaq.g_02072
OG0001214	Prai.g_00666	Syaq.g_02084
OG0001215	Prai.g_00719	Syaq.g_02580
OG0001216	Prai.g_00750	Syaq.g_00026
OG0001217	Prai.g_00894	Syaq.g_01885
OG0001218	Prai.g_00887	Syaq.g_00423
OG0001219	Prai.g_00858	Syaq.g_02434
OG0001220	Prai.g_00795	Syaq.g_02412
OG0001221	Prai.g_01035	Syaq.g_02300
OG0001222	Prai.g_00997	Syaq.g_02472
OG0001223	Prai.g_00971	Syaq.g_02516
OG0001224	Prai.g_00922	Syaq.g_02683
OG0001225	Prai.g_00920	Syaq.g_02681
OG0001226	Prai.g_01083	Syaq.g_01543
OG0001227	Prai.g_01101	Syaq.g_00333
OG0001230	Prai.g_01455	Syaq.g_00361
OG0001231	Prai.g_01560	Syaq.g_01133
OG0001232	Prai.g_01661	Syaq.g_01643
OG0001233	Prai.g_01681	Syaq.g_01617
OG0001234	Prai.g_01716	Syaq.g_00676
OG0001235	Prai.g_01726	Syaq.g_00665
OG0001236	Prai.g_01816	Syaq.g_00990
OG0001237	Prai.g_01820	Syaq.g_00999
OG0001238	Prai.g_01896	Syaq.g_01246
OG0001239	Prai.g_00071	Syaq.g_01556
OG0001240	Prai.g_00093	Syaq.g_01502
OG0001241	Prai.g_00101	Syaq.g_01492
OG0001243	Prai.g_00125	Syaq.g_01457
OG0001244	Prai.g_00141	Syaq.g_01430
OG0001245	Prai.g_00392	Syaq.g_01916
OG0001246	Prai.g_00534	Syaq.g_01802
OG0001248	Prai.g_00714	Syaq.g_01891
OG0001249	Prai.g_00869	Syaq.g_00563
OG0001250	Prai.g_00806	Syaq.g_02389
OG0001252	Prai.g_00927	Syaq.g_02690
OG0001253	Prai.g_01102	Syaq.g_01918
OG0001254	Prai.g_01145	Syaq.g_02214
OG0001255	Prai.g_01156	Syaq.g_02111
OG0001256	Prai.g_01553	Syaq.g_01686
OG0001258	Prai.g_01635	Syaq.g_01676
OG0001259	Prai.g_01679	Syaq.g_01619
OG0001260	Prai.g_01695	Syaq.g_01595
OG0001261	Prai.g_01769	Syaq.g_00617
OG0001262	Prai.g_01879	Syaq.g_01093
OG0001263	Prai.g_00128	Syaq.g_01454
OG0001265	Prai.g_00118	Syaq.g_01466
OG0001266	Prai.g_00214	Syaq.g_01354
OG0001267	Prai.g_00293	Syaq.g_00763
OG0001268	Prai.g_00352	Syaq.g_00553
OG0001269	Prai.g_00372	Syaq.g_01866
OG0001270	Prai.g_00465	Syaq.g_00504
OG0001271	Prai.g_00502	Syaq.g_00445
OG0001272	Prai.g_00516	Syaq.g_01778
OG0001273	Prai.g_00660	Syaq.g_02077
OG0001275	Prai.g_00961	Syaq.g_02531
OG0001276	Prai.g_00942	Syaq.g_00062
OG0001278	Prai.g_01223	Syaq.g_00155
OG0001279	Prai.g_01583	Syaq.g_01867
OG0001280	Prai.g_01334	Syaq.g_00294
OG0001281	Prai.g_01340	Syaq.g_00306
OG0001282	Prai.g_01371	Syaq.g_01762
OG0001284	Prai.g_01532	Syaq.g_01700
OG0001285	Prai.g_01664	Syaq.g_01639
OG0001286	Prai.g_01786	Syaq.g_00602
OG0001287	Prai.g_01840	Syaq.g_01030
OG0001289	Prai.g_00087	Syaq.g_01528
OG0001290	Prai.g_00100	Syaq.g_01493
OG0001291	Prai.g_00135	Syaq.g_01444
OG0001293	Prai.g_00274	Syaq.g_00736
OG0001294	Prai.g_00389	Syaq.g_02252
OG0001296	Prai.g_00539	Syaq.g_01808
OG0001298	Prai.g_00605	Syaq.g_01967
OG0001299	Prai.g_00695	Syaq.g_02246
OG0001300	Prai.g_00722	Syaq.g_02589
OG0001301	Prai.g_00725	Syaq.g_02602
OG0001302	Prai.g_00860	Syaq.g_02115
OG0001304	Prai.g_00933	Syaq.g_00049
OG0001305	Prai.g_00914	Syaq.g_02673
OG0001306	Prai.g_01158	Syaq.g_00267
OG0001308	Prai.g_01473	Syaq.g_00385
OG0001312	Prai.g_01008	Syaq.g_02449
OG0001314	Prai.g_00439	Syaq.g_00826
OG0001315	Prai.g_00061	Syaq.g_00581
OG0001316	Prai.g_00140	Syaq.g_01437
OG0001317	Prai.g_00245	Syaq.g_01576
OG0001318	Prai.g_00269	Syaq.g_00728
OG0001321	Prai.g_00482	Syaq.g_00483
OG0001322	Prai.g_00483	Syaq.g_00482
OG0001323	Prai.g_00548	Syaq.g_01820
OG0001324	Prai.g_00723	Syaq.g_02590
OG0001325	Prai.g_00753	Syaq.g_00030
OG0001327	Prai.g_01075	Syaq.g_02259
OG0001328	Prai.g_01100	Syaq.g_02280
OG0001330	Prai.g_01309	Syaq.g_00287
OG0001331	Prai.g_01376	Syaq.g_01757
OG0001333	Prai.g_01675	Syaq.g_01622
OG0001336	Prai.g_01921	Syaq.g_01174
OG0001343	Prai.g_01062	Syaq.g_00700
OG0001345	Prai.g_01190	Syaq.g_00213
OG0001346	Prai.g_01336	Syaq.g_00298
OG0001348	Prai.g_01587	Syaq.g_02703
OG0001351	Prai.g_00485	Syaq.g_00476
OG0001352	Prai.g_00709	Syaq.g_01904
OG0001353	Prai.g_00815	Syaq.g_02379
OG0001355	Prai.g_01272	Syaq.g_00797
OG0001358	Prai.g_00649	Syaq.g_02056
OG0001359	Prai.g_01061	Syaq.g_00699
OG0001360	Prai.g_01103	Syaq.g_00211
OG0001361	Prai.g_01187	Syaq.g_00216
OG0001364	Prai.g_01809	Syaq.g_00972
OG0001365	Prai.g_01889	Syaq.g_01259
OG0001369	Prai.g_00092	Syaq.g_01503
OG0001375	Prai.g_01063	Syaq.g_00701
OG0001378	Prai.g_01112	Syaq.g_00506
OG0001382	Prai.g_01575	Syaq.g_00662
OG0001394	Prai.g_01031	Syaq.g_02307
OG0001395	Prai.g_00931	Syaq.g_00045
OG0001408	Prai.g_01086	Syaq.g_02125
OG0001409	Prai.g_01178	Syaq.g_00229
OG0001413	Prai.g_01547	Syaq.g_00139, Syaq.g_02051
OG0001416	Prai.g_00490	Syaq.g_00303
OG0001417	Prai.g_00500	Syaq.g_02502
OG0001418	Prai.g_00713	Syaq.g_00243
OG0001420	Prai.g_01122	Syaq.g_01833
OG0001428	Prai.g_00183	Syaq.g_01396
OG0001430	Prai.g_01271	Syaq.g_01271
OG0001432	Prai.g_01545	Syaq.g_01862
OG0001438	Prai.g_00306	Syaq.g_00778
OG0001439	Prai.g_00320	Syaq.g_00863
OG0001441	Prai.g_00550	Syaq.g_01822
OG0001443	Prai.g_01602	Syaq.g_01236
OG0001447	Prai.g_00126	Syaq.g_01456
OG0001448	Prai.g_00380	Syaq.g_01873
OG0001449	Prai.g_00413	Syaq.g_00698
OG0001452	Prai.g_01058	Syaq.g_00723
OG0001453	Prai.g_00967	Syaq.g_02522
OG0001454	Prai.g_01096	Syaq.g_01917
OG0001462	Prai.g_00034	Syaq.g_01108
OG0001465	Prai.g_00731	Syaq.g_02704
OG0001467	Prai.g_00868	Syaq.g_00354
OG0001470	Prai.g_01433	Syaq.g_00903
OG0001471	Prai.g_01548	Syaq.g_00859
OG0001473	Prai.g_01857	Syaq.g_02134
OG0001474	Prai.g_00353	Syaq.g_00552
OG0001475	Prai.g_00152	Syaq.g_00905
OG0001477	Prai.g_01254	Syaq.g_02599
OG0001480	Prai.g_00382	Syaq.g_02121
OG0001482	Prai.g_00488	Syaq.g_02512
OG0001484	Prai.g_00893	Syaq.g_02628
OG0001486	Prai.g_01169	Syaq.g_00251
OG0001492	Prai.g_01220	Syaq.g_00158
OG0001493	Prai.g_01228	Syaq.g_00150
OG0001495	Prai.g_01723	Syaq.g_00659
OG0001496	Prai.g_01252	Syaq.g_02596
OG0001497	Prai.g_01253	Syaq.g_02598
OG0001502	Prai.g_00877	Syaq.g_02407
OG0001505	Prai.g_01394	Syaq.g_00934, Syaq.g_00906
OG0001508	Prai.g_01432	Syaq.g_00902
OG0001514	Prai.g_01251	Syaq.g_02595
OG0001520	Prai.g_00406	Syaq.g_01953
OG0001527	Prai.g_00591	Syaq.g_01946
OG0001532	Prai.g_01199	Syaq.g_00195
OG0001547	Prai.g_00875	Syaq.g_02422
OG0001549	Prai.g_00788	Syaq.g_02416
OG0001553	Prai.g_01460	Syaq.g_00368
OG0001554	Prai.g_01555	Syaq.g_01266
OG0001562	Prai.g_00949	Syaq.g_00073
OG0001565	Prai.g_00447	Syaq.g_02120
OG0001567	Prai.g_00876	Syaq.g_02421
OG0001568	Prai.g_00874	Syaq.g_02424
OG0001570	Prai.g_01255	Syaq.g_02417
OG0001602	Prai.g_00730	Syaq.g_02705
OG0001605	Prai.g_00950	Syaq.g_01892
OG0001613	Prai.g_01801	Syaq.g_00582
OG0001625	Prai.g_00271	Syaq.g_00730
OG0001627	Prai.g_00889	Syaq.g_01735
OG0001634	Prai.g_01582	Syaq.g_02249
OG0001647	Prai.g_00285	Syaq.g_00753
OG0001726	Prai.g_00425	Syaq.g_02419
OG0001924	Prai.g_01283	Syaq.g_02038
OG0001925	Prai.g_01284	Syaq.g_02037
OG0001926	Prai.g_01285	Syaq.g_02036
OG0001927	Prai.g_01286	Syaq.g_02035
OG0001993	Prai.g_01281	Syaq.g_02040
OG0001994	Prai.g_01282	Syaq.g_02039
OG0002019	Prai.g_01304	Syaq.g_00994
OG0002112	Prai.g_00417	Syaq.g_00850
OG0002157	Prai.g_00418	Syaq.g_00851
OG0002158	Prai.g_00416	Syaq.g_00849
OG0002369	Prai.g_00742	Syaq.g_00913
OG0002375	Prai.g_01408	Syaq.g_00479
OG0002395	Prai.g_01628	Syaq.g_00852
OG0002396	Prai.g_01745	Syaq.g_00642
OG0002723	Prai.g_01409	Syaq.g_00480
OG0003224	Prai.g_01625	Syaq.g_02644
