Orthogroup	Prai	Syac
OG0001174	Prai.g_01713	Syac.g_02178
OG0001175	Prai.g_01714	Syac.g_02177
OG0001176	Prai.g_01721	Syac.g_02141
OG0001177	Prai.g_01724	Syac.g_02143
OG0001178	Prai.g_01729	Syac.g_00539
OG0001179	Prai.g_01761	Syac.g_02112
OG0001180	Prai.g_01788	Syac.g_02087
OG0001181	Prai.g_01792	Syac.g_02083
OG0001182	Prai.g_01799	Syac.g_02074
OG0001183	Prai.g_01803	Syac.g_02070
OG0001184	Prai.g_01819	Syac.g_00186
OG0001185	Prai.g_01833	Syac.g_00162
OG0001186	Prai.g_01856	Syac.g_00082
OG0001187	Prai.g_01862	Syac.g_00085
OG0001188	Prai.g_01864	Syac.g_00076
OG0001189	Prai.g_01881	Syac.g_00054
OG0001190	Prai.g_01885	Syac.g_02353
OG0001191	Prai.g_01895	Syac.g_02368
OG0001192	Prai.g_01899	Syac.g_02374
OG0001193	Prai.g_01909	Syac.g_02406
OG0001194	Prai.g_01910	Syac.g_02408
OG0001195	Prai.g_01911	Syac.g_02409
OG0001196	Prai.g_01924	Syac.g_02477
OG0001197	Prai.g_01925	Syac.g_02479
OG0001198	Prai.g_01933	Syac.g_02491
OG0001199	Prai.g_00074	Syac.g_00445
OG0001200	Prai.g_00076	Syac.g_00443
OG0001201	Prai.g_00108	Syac.g_00395
OG0001202	Prai.g_00210	Syac.g_02285
OG0001203	Prai.g_00249	Syac.g_01967
OG0001204	Prai.g_00256	Syac.g_02200
OG0001205	Prai.g_00476	Syac.g_00706
OG0001206	Prai.g_00493	Syac.g_01715
OG0001207	Prai.g_00507	Syac.g_01915
OG0001208	Prai.g_00512	Syac.g_01902
OG0001209	Prai.g_00563	Syac.g_01833
OG0001210	Prai.g_00568	Syac.g_01826
OG0001211	Prai.g_00578	Syac.g_01809
OG0001212	Prai.g_00624	Syac.g_01751
OG0001213	Prai.g_00658	Syac.g_00968
OG0001214	Prai.g_00666	Syac.g_00981
OG0001215	Prai.g_00719	Syac.g_00919
OG0001216	Prai.g_00750	Syac.g_01285
OG0001217	Prai.g_00894	Syac.g_01043
OG0001218	Prai.g_00887	Syac.g_01679
OG0001220	Prai.g_00795	Syac.g_00813
OG0001221	Prai.g_01035	Syac.g_01379
OG0001223	Prai.g_00971	Syac.g_01215
OG0001224	Prai.g_00922	Syac.g_00880
OG0001225	Prai.g_00920	Syac.g_00882
OG0001226	Prai.g_01083	Syac.g_01026
OG0001227	Prai.g_01101	Syac.g_02387
OG0001228	Prai.g_01218	Syac.g_00700
OG0001229	Prai.g_01368	Syac.g_00906
OG0001230	Prai.g_01455	Syac.g_01621
OG0001231	Prai.g_01560	Syac.g_00017
OG0001232	Prai.g_01661	Syac.g_00509
OG0001233	Prai.g_01681	Syac.g_00660
OG0001234	Prai.g_01716	Syac.g_02173
OG0001235	Prai.g_01726	Syac.g_02147
OG0001236	Prai.g_01816	Syac.g_00189
OG0001237	Prai.g_01820	Syac.g_00184
OG0001238	Prai.g_01896	Syac.g_02369
OG0001240	Prai.g_00093	Syac.g_00411
OG0001241	Prai.g_00101	Syac.g_00402
OG0001242	Prai.g_00119	Syac.g_00370
OG0001243	Prai.g_00125	Syac.g_00363
OG0001244	Prai.g_00141	Syac.g_00333
OG0001245	Prai.g_00392	Syac.g_01064
OG0001246	Prai.g_00534	Syac.g_01876
OG0001247	Prai.g_00712	Syac.g_01303
OG0001248	Prai.g_00714	Syac.g_01306
OG0001249	Prai.g_00869	Syac.g_02029
OG0001250	Prai.g_00806	Syac.g_00838
OG0001252	Prai.g_00927	Syac.g_00874
OG0001253	Prai.g_01102	Syac.g_01063
OG0001254	Prai.g_01145	Syac.g_01465
OG0001255	Prai.g_01156	Syac.g_01957
OG0001256	Prai.g_01553	Syac.g_00563
OG0001257	Prai.g_01559	Syac.g_01686
OG0001258	Prai.g_01635	Syac.g_00553
OG0001259	Prai.g_01679	Syac.g_00662
OG0001260	Prai.g_01695	Syac.g_00640
OG0001262	Prai.g_01879	Syac.g_00056
OG0001263	Prai.g_00128	Syac.g_00360
OG0001265	Prai.g_00118	Syac.g_00372
OG0001266	Prai.g_00214	Syac.g_02289
OG0001267	Prai.g_00293	Syac.g_02253
OG0001268	Prai.g_00352	Syac.g_02014
OG0001269	Prai.g_00372	Syac.g_01960
OG0001270	Prai.g_00465	Syac.g_00690
OG0001271	Prai.g_00502	Syac.g_01703
OG0001272	Prai.g_00516	Syac.g_01898
OG0001273	Prai.g_00660	Syac.g_00974
OG0001275	Prai.g_00961	Syac.g_01228
OG0001276	Prai.g_00942	Syac.g_01244
OG0001277	Prai.g_01090	Syac.g_02463
OG0001278	Prai.g_01223	Syac.g_01517
OG0001279	Prai.g_01583	Syac.g_01605
OG0001280	Prai.g_01334	Syac.g_00731
OG0001281	Prai.g_01340	Syac.g_00721
OG0001282	Prai.g_01371	Syac.g_01917
OG0001284	Prai.g_01532	Syac.g_00586
OG0001285	Prai.g_01664	Syac.g_01060
OG0001286	Prai.g_01786	Syac.g_02089
OG0001287	Prai.g_01840	Syac.g_00154
OG0001288	Prai.g_01849	Syac.g_00141
OG0001289	Prai.g_00087	Syac.g_00426
OG0001291	Prai.g_00135	Syac.g_00349
OG0001292	Prai.g_00261	Syac.g_02205
OG0001293	Prai.g_00274	Syac.g_02226
OG0001294	Prai.g_00389	Syac.g_01411
OG0001295	Prai.g_00498	Syac.g_01824
OG0001296	Prai.g_00539	Syac.g_01870
OG0001298	Prai.g_00605	Syac.g_01774
OG0001299	Prai.g_00695	Syac.g_01417
OG0001300	Prai.g_00722	Syac.g_00910
OG0001301	Prai.g_00725	Syac.g_00897
OG0001302	Prai.g_00860	Syac.g_01012
OG0001304	Prai.g_00933	Syac.g_01257
OG0001305	Prai.g_00914	Syac.g_00890
OG0001306	Prai.g_01158	Syac.g_00749
OG0001307	Prai.g_01354	Syac.g_02156
OG0001309	Prai.g_01557	Syac.g_01860
OG0001310	Prai.g_01650	Syac.g_00528
OG0001312	Prai.g_01008	Syac.g_01147
OG0001314	Prai.g_00439	Syac.g_00809, Syac.g_00460
OG0001315	Prai.g_00061	Syac.g_02072
OG0001316	Prai.g_00140	Syac.g_00342
OG0001317	Prai.g_00245	Syac.g_01971
OG0001318	Prai.g_00269	Syac.g_02218
OG0001321	Prai.g_00482	Syac.g_00712
OG0001322	Prai.g_00483	Syac.g_00713
OG0001323	Prai.g_00548	Syac.g_01857
OG0001324	Prai.g_00723	Syac.g_00909
OG0001325	Prai.g_00753	Syac.g_01281
OG0001328	Prai.g_01100	Syac.g_01385
OG0001330	Prai.g_01309	Syac.g_00738
OG0001332	Prai.g_01504	Syac.g_00625
OG0001333	Prai.g_01675	Syac.g_00666
OG0001334	Prai.g_01806	Syac.g_02061
OG0001335	Prai.g_01807	Syac.g_02060
OG0001336	Prai.g_01921	Syac.g_02473
OG0001339	Prai.g_00103	Syac.g_00400
OG0001340	Prai.g_00341	Syac.g_02039
OG0001341	Prai.g_00897	Syac.g_00904
OG0001343	Prai.g_01062	Syac.g_02413
OG0001344	Prai.g_01175	Syac.g_00774
OG0001345	Prai.g_01190	Syac.g_00803
OG0001346	Prai.g_01336	Syac.g_00728
OG0001348	Prai.g_01587	Syac.g_00857
OG0001349	Prai.g_01407	Syac.g_00504
OG0001352	Prai.g_00709	Syac.g_01842
OG0001353	Prai.g_00815	Syac.g_00850
OG0001355	Prai.g_01272	Syac.g_01823
OG0001358	Prai.g_00649	Syac.g_00952
OG0001359	Prai.g_01061	Syac.g_02412
OG0001360	Prai.g_01103	Syac.g_00805
OG0001361	Prai.g_01187	Syac.g_00800
OG0001362	Prai.g_01477	Syac.g_01649
OG0001363	Prai.g_01479	Syac.g_01651
OG0001364	Prai.g_01809	Syac.g_00204
OG0001372	Prai.g_00909	Syac.g_01845
OG0001375	Prai.g_01063	Syac.g_02414
OG0001376	Prai.g_01069	Syac.g_02376
OG0001377	Prai.g_01070	Syac.g_02375
OG0001378	Prai.g_01112	Syac.g_00689
OG0001381	Prai.g_01364	Syac.g_02162
OG0001382	Prai.g_01575	Syac.g_00148
OG0001394	Prai.g_01031	Syac.g_01373
OG0001395	Prai.g_00931	Syac.g_01262
OG0001398	Prai.g_01601	Syac.g_01120
OG0001403	Prai.g_00030	Syac.g_00033
OG0001404	Prai.g_00068	Syac.g_00451
OG0001405	Prai.g_00339	Syac.g_02058
OG0001406	Prai.g_01068	Syac.g_02377
OG0001407	Prai.g_01081	Syac.g_01841
OG0001408	Prai.g_01086	Syac.g_01530
OG0001410	Prai.g_01355	Syac.g_02155
OG0001413	Prai.g_01547	Syac.g_01019
OG0001414	Prai.g_00240	Syac.g_02161
OG0001416	Prai.g_00490	Syac.g_00724
OG0001417	Prai.g_00500	Syac.g_01200
OG0001419	Prai.g_01082	Syac.g_01840
OG0001420	Prai.g_01122	Syac.g_01847
OG0001428	Prai.g_00183	Syac.g_00301
OG0001430	Prai.g_01271	Syac.g_02345
OG0001432	Prai.g_01545	Syac.g_01572
OG0001438	Prai.g_00306	Syac.g_00280
OG0001439	Prai.g_00320	Syac.g_00250
OG0001443	Prai.g_01602	Syac.g_02382
OG0001446	Prai.g_00079	Syac.g_01293
OG0001447	Prai.g_00126	Syac.g_00362
OG0001448	Prai.g_00380	Syac.g_01094
OG0001449	Prai.g_00413	Syac.g_02197
OG0001452	Prai.g_01058	Syac.g_02214
OG0001459	Prai.g_01552	Syac.g_01445
OG0001462	Prai.g_00034	Syac.g_00039
OG0001465	Prai.g_00731	Syac.g_01299
OG0001468	Prai.g_01073	Syac.g_01014
OG0001470	Prai.g_01433	Syac.g_00683
OG0001471	Prai.g_01548	Syac.g_00257
OG0001473	Prai.g_01857	Syac.g_01010
OG0001474	Prai.g_00353	Syac.g_02013
OG0001475	Prai.g_00152	Syac.g_00681
OG0001477	Prai.g_01254	Syac.g_00900
OG0001480	Prai.g_00382	Syac.g_00812
OG0001481	Prai.g_00386	Syac.g_01260
OG0001482	Prai.g_00488	Syac.g_01210
OG0001492	Prai.g_01220	Syac.g_01514
OG0001493	Prai.g_01228	Syac.g_01522
OG0001495	Prai.g_01723	Syac.g_02144
OG0001496	Prai.g_01252	Syac.g_00902
OG0001497	Prai.g_01253	Syac.g_00901
OG0001499	Prai.g_00060	Syac.g_01441
OG0001502	Prai.g_00877	Syac.g_00818
OG0001505	Prai.g_01394	Syac.g_00105
OG0001508	Prai.g_01432	Syac.g_00684
OG0001514	Prai.g_01251	Syac.g_00903
OG0001520	Prai.g_00406	Syac.g_01787
OG0001522	Prai.g_00814	Syac.g_00849
OG0001527	Prai.g_00591	Syac.g_01794
OG0001532	Prai.g_01199	Syac.g_01487
OG0001547	Prai.g_00875	Syac.g_01122
OG0001548	Prai.g_00871	Syac.g_01030
OG0001562	Prai.g_00949	Syac.g_01234
OG0001567	Prai.g_00876	Syac.g_01121
OG0001568	Prai.g_00874	Syac.g_01124
OG0001570	Prai.g_01255	Syac.g_01108
OG0001602	Prai.g_00730	Syac.g_01300
OG0001625	Prai.g_00271	Syac.g_02220
OG0001634	Prai.g_01582	Syac.g_01414
OG0001647	Prai.g_00285	Syac.g_02244
OG0001667	Prai.g_01311	Syac.g_00472
OG0001712	Prai.g_00427	Syac.g_01065
OG0002092	Prai.g_01240	Syac.g_00775, Syac.g_00614
OG0002106	Prai.g_00396	Syac.g_02391
OG0002112	Prai.g_00417	Syac.g_00266
OG0002157	Prai.g_00418	Syac.g_00265
OG0002158	Prai.g_00416	Syac.g_00267
OG0002395	Prai.g_01628	Syac.g_00264
OG0002560	Prai.g_00408	Syac.g_01542
OG0003335	Prai.g_00398	Syac.g_00106
