Orthogroup	Prai	Syag
OG0001170	Prai.g_01680	Syag.g_01744
OG0001171	Prai.g_01689	Syag.g_01755
OG0001172	Prai.g_01704	Syag.g_02693
OG0001173	Prai.g_01705	Syag.g_02694
OG0001174	Prai.g_01713	Syag.g_02703
OG0001175	Prai.g_01714	Syag.g_02704
OG0001176	Prai.g_01721	Syag.g_02723
OG0001177	Prai.g_01724	Syag.g_02720
OG0001178	Prai.g_01729	Syag.g_01694
OG0001179	Prai.g_01761	Syag.g_02754
OG0001180	Prai.g_01788	Syag.g_02780
OG0001181	Prai.g_01792	Syag.g_02784
OG0001182	Prai.g_01799	Syag.g_02793
OG0001183	Prai.g_01803	Syag.g_02798
OG0001184	Prai.g_01819	Syag.g_02428
OG0001185	Prai.g_01833	Syag.g_02399
OG0001186	Prai.g_01856	Syag.g_02364
OG0001187	Prai.g_01862	Syag.g_02361
OG0001188	Prai.g_01864	Syag.g_02359
OG0001189	Prai.g_01881	Syag.g_02334
OG0001190	Prai.g_01885	Syag.g_02126
OG0001191	Prai.g_01895	Syag.g_02142
OG0001192	Prai.g_01899	Syag.g_02149
OG0001193	Prai.g_01909	Syag.g_02182
OG0001194	Prai.g_01910	Syag.g_02185
OG0001195	Prai.g_01911	Syag.g_02186
OG0001196	Prai.g_01924	Syag.g_02254
OG0001197	Prai.g_01925	Syag.g_02256
OG0001198	Prai.g_01933	Syag.g_02269
OG0001199	Prai.g_00074	Syag.g_01825
OG0001200	Prai.g_00076	Syag.g_01827
OG0001201	Prai.g_00108	Syag.g_01886
OG0001202	Prai.g_00210	Syag.g_02032
OG0001203	Prai.g_00249	Syag.g_01783
OG0001204	Prai.g_00256	Syag.g_02673
OG0001206	Prai.g_00493	Syag.g_01328
OG0001207	Prai.g_00507	Syag.g_01536
OG0001208	Prai.g_00512	Syag.g_01526
OG0001209	Prai.g_00563	Syag.g_01451
OG0001210	Prai.g_00568	Syag.g_01442
OG0001211	Prai.g_00578	Syag.g_00272
OG0001212	Prai.g_00624	Syag.g_00334
OG0001213	Prai.g_00658	Syag.g_00394
OG0001214	Prai.g_00666	Syag.g_00412
OG0001215	Prai.g_00719	Syag.g_01014
OG0001216	Prai.g_00750	Syag.g_00920
OG0001217	Prai.g_00894	Syag.g_00151
OG0001218	Prai.g_00887	Syag.g_01364
OG0001219	Prai.g_00858	Syag.g_00767
OG0001220	Prai.g_00795	Syag.g_00743
OG0001221	Prai.g_01035	Syag.g_00628
OG0001222	Prai.g_00997	Syag.g_00797
OG0001223	Prai.g_00971	Syag.g_00843
OG0001224	Prai.g_00922	Syag.g_00969
OG0001225	Prai.g_00920	Syag.g_00971
OG0001226	Prai.g_01083	Syag.g_01835
OG0001227	Prai.g_01101	Syag.g_01240
OG0001228	Prai.g_01218	Syag.g_00709
OG0001229	Prai.g_01368	Syag.g_00997
OG0001230	Prai.g_01455	Syag.g_01430
OG0001231	Prai.g_01560	Syag.g_02289
OG0001232	Prai.g_01661	Syag.g_01724
OG0001233	Prai.g_01681	Syag.g_01745
OG0001234	Prai.g_01716	Syag.g_02708
OG0001235	Prai.g_01726	Syag.g_02715
OG0001236	Prai.g_01816	Syag.g_02432
OG0001237	Prai.g_01820	Syag.g_02426
OG0001238	Prai.g_01896	Syag.g_02144
OG0001239	Prai.g_00071	Syag.g_01822
OG0001240	Prai.g_00093	Syag.g_01869
OG0001241	Prai.g_00101	Syag.g_01879
OG0001243	Prai.g_00125	Syag.g_01920
OG0001244	Prai.g_00141	Syag.g_01948
OG0001245	Prai.g_00392	Syag.g_00213
OG0001246	Prai.g_00534	Syag.g_01498
OG0001247	Prai.g_00712	Syag.g_00710
OG0001248	Prai.g_00714	Syag.g_00175
OG0001249	Prai.g_00869	Syag.g_02837
OG0001250	Prai.g_00806	Syag.g_00725
OG0001252	Prai.g_00927	Syag.g_00960
OG0001253	Prai.g_01102	Syag.g_00094
OG0001254	Prai.g_01145	Syag.g_02165
OG0001255	Prai.g_01156	Syag.g_00440
OG0001256	Prai.g_01553	Syag.g_01673
OG0001257	Prai.g_01559	Syag.g_00217, Syag.g_00176
OG0001258	Prai.g_01635	Syag.g_01683
OG0001259	Prai.g_01679	Syag.g_01743
OG0001260	Prai.g_01695	Syag.g_01763
OG0001261	Prai.g_01769	Syag.g_02763
OG0001262	Prai.g_01879	Syag.g_02336
OG0001263	Prai.g_00128	Syag.g_01923
OG0001265	Prai.g_00118	Syag.g_01910
OG0001266	Prai.g_00214	Syag.g_02036
OG0001267	Prai.g_00293	Syag.g_02598
OG0001268	Prai.g_00352	Syag.g_02850
OG0001269	Prai.g_00372	Syag.g_00480
OG0001270	Prai.g_00465	Syag.g_00030
OG0001271	Prai.g_00502	Syag.g_01353
OG0001272	Prai.g_00516	Syag.g_01522
OG0001273	Prai.g_00660	Syag.g_00405
OG0001275	Prai.g_00961	Syag.g_00857
OG0001276	Prai.g_00942	Syag.g_00874
OG0001278	Prai.g_01223	Syag.g_01054
OG0001279	Prai.g_01583	Syag.g_00490
OG0001280	Prai.g_01334	Syag.g_01189
OG0001281	Prai.g_01340	Syag.g_01219
OG0001282	Prai.g_01371	Syag.g_01538
OG0001284	Prai.g_01532	Syag.g_01656
OG0001285	Prai.g_01664	Syag.g_00142, Syag.g_02205
OG0001286	Prai.g_01786	Syag.g_02778
OG0001287	Prai.g_01840	Syag.g_02391
OG0001288	Prai.g_01849	Syag.g_02373
OG0001289	Prai.g_00087	Syag.g_01850
OG0001290	Prai.g_00100	Syag.g_01878
OG0001291	Prai.g_00135	Syag.g_01933
OG0001292	Prai.g_00261	Syag.g_02667
OG0001293	Prai.g_00274	Syag.g_02625
OG0001294	Prai.g_00389	Syag.g_00593
OG0001295	Prai.g_00498	Syag.g_00968
OG0001296	Prai.g_00539	Syag.g_01492
OG0001298	Prai.g_00605	Syag.g_00309
OG0001299	Prai.g_00695	Syag.g_00582
OG0001300	Prai.g_00722	Syag.g_01003
OG0001301	Prai.g_00725	Syag.g_00987
OG0001302	Prai.g_00860	Syag.g_00442
OG0001304	Prai.g_00933	Syag.g_00890
OG0001305	Prai.g_00914	Syag.g_00981
OG0001306	Prai.g_01158	Syag.g_01160
OG0001307	Prai.g_01354	Syag.g_00577
OG0001308	Prai.g_01473	Syag.g_01406
OG0001309	Prai.g_01557	Syag.g_01482
OG0001312	Prai.g_01008	Syag.g_00779
OG0001314	Prai.g_00439	Syag.g_00118
OG0001315	Prai.g_00061	Syag.g_02796
OG0001316	Prai.g_00140	Syag.g_01940
OG0001317	Prai.g_00245	Syag.g_01787
OG0001318	Prai.g_00269	Syag.g_02633
OG0001321	Prai.g_00482	Syag.g_00050
OG0001322	Prai.g_00483	Syag.g_00051
OG0001323	Prai.g_00548	Syag.g_01479
OG0001324	Prai.g_00723	Syag.g_01002
OG0001325	Prai.g_00753	Syag.g_00916
OG0001328	Prai.g_01100	Syag.g_00620
OG0001330	Prai.g_01309	Syag.g_01181
OG0001331	Prai.g_01376	Syag.g_01543
OG0001332	Prai.g_01504	Syag.g_01611
OG0001333	Prai.g_01675	Syag.g_01739
OG0001334	Prai.g_01806	Syag.g_02807
OG0001335	Prai.g_01807	Syag.g_02808
OG0001336	Prai.g_01921	Syag.g_02249
OG0001339	Prai.g_00103	Syag.g_01881
OG0001341	Prai.g_00897	Syag.g_00233
OG0001343	Prai.g_01062	Syag.g_00562
OG0001344	Prai.g_01175	Syag.g_01136
OG0001345	Prai.g_01190	Syag.g_01108
OG0001346	Prai.g_01336	Syag.g_01193
OG0001348	Prai.g_01587	Syag.g_00941
OG0001351	Prai.g_00485	Syag.g_00055
OG0001352	Prai.g_00709	Syag.g_01459
OG0001353	Prai.g_00815	Syag.g_00716
OG0001358	Prai.g_00649	Syag.g_00374
OG0001359	Prai.g_01061	Syag.g_00561
OG0001360	Prai.g_01103	Syag.g_01106
OG0001361	Prai.g_01187	Syag.g_01111
OG0001364	Prai.g_01809	Syag.g_02448
OG0001365	Prai.g_01889	Syag.g_02131
OG0001369	Prai.g_00092	Syag.g_01868
OG0001375	Prai.g_01063	Syag.g_00563
OG0001376	Prai.g_01069	Syag.g_02153
OG0001377	Prai.g_01070	Syag.g_02152
OG0001378	Prai.g_01112	Syag.g_00028
OG0001394	Prai.g_01031	Syag.g_00635
OG0001395	Prai.g_00931	Syag.g_00898
OG0001398	Prai.g_01601	Syag.g_00751
OG0001403	Prai.g_00030	Syag.g_02308
OG0001404	Prai.g_00068	Syag.g_01818
OG0001405	Prai.g_00339	Syag.g_02810
OG0001406	Prai.g_01068	Syag.g_02154
OG0001408	Prai.g_01086	Syag.g_00450
OG0001409	Prai.g_01178	Syag.g_01125
OG0001410	Prai.g_01355	Syag.g_00576
OG0001413	Prai.g_01547	Syag.g_00224
OG0001416	Prai.g_00490	Syag.g_01198
OG0001417	Prai.g_00500	Syag.g_00829
OG0001419	Prai.g_01082	Syag.g_01466
OG0001420	Prai.g_01122	Syag.g_01465
OG0001428	Prai.g_00183	Syag.g_01981
OG0001432	Prai.g_01545	Syag.g_00448
OG0001438	Prai.g_00306	Syag.g_02583
OG0001439	Prai.g_00320	Syag.g_02554
OG0001443	Prai.g_01602	Syag.g_02157
OG0001447	Prai.g_00126	Syag.g_01921
OG0001448	Prai.g_00380	Syag.g_01350
OG0001449	Prai.g_00413	Syag.g_02676
OG0001452	Prai.g_01058	Syag.g_02638
OG0001453	Prai.g_00967	Syag.g_00849
OG0001454	Prai.g_01096	Syag.g_00204
OG0001459	Prai.g_01552	Syag.g_00535
OG0001462	Prai.g_00034	Syag.g_02315
OG0001465	Prai.g_00731	Syag.g_00940
OG0001467	Prai.g_00868	Syag.g_01322
OG0001470	Prai.g_01433	Syag.g_02420
OG0001471	Prai.g_01548	Syag.g_02563
OG0001472	Prai.g_01556	Syag.g_00104
OG0001473	Prai.g_01857	Syag.g_00471
OG0001474	Prai.g_00353	Syag.g_02851
OG0001475	Prai.g_00152	Syag.g_02418
OG0001477	Prai.g_01254	Syag.g_00990
OG0001480	Prai.g_00382	Syag.g_00451
OG0001482	Prai.g_00488	Syag.g_00839
OG0001484	Prai.g_00893	Syag.g_02203
OG0001486	Prai.g_01169	Syag.g_01143
OG0001492	Prai.g_01220	Syag.g_01057
OG0001493	Prai.g_01228	Syag.g_01045
OG0001495	Prai.g_01723	Syag.g_02719
OG0001496	Prai.g_01252	Syag.g_00993
OG0001497	Prai.g_01253	Syag.g_00991
OG0001502	Prai.g_00877	Syag.g_00739
OG0001507	Prai.g_01245	Syag.g_01794, Syag.g_00083
OG0001508	Prai.g_01432	Syag.g_02421
OG0001514	Prai.g_01251	Syag.g_00994
OG0001520	Prai.g_00406	Syag.g_00294
OG0001527	Prai.g_00591	Syag.g_00287
OG0001532	Prai.g_01199	Syag.g_01089
OG0001547	Prai.g_00875	Syag.g_00753
OG0001553	Prai.g_01460	Syag.g_01424
OG0001554	Prai.g_01555	Syag.g_02124
OG0001562	Prai.g_00949	Syag.g_00863
OG0001565	Prai.g_00447	Syag.g_00449
OG0001567	Prai.g_00876	Syag.g_00752
OG0001568	Prai.g_00874	Syag.g_00754
OG0001582	Prai.g_00499	Syag.g_00198
OG0001602	Prai.g_00730	Syag.g_00939
OG0001625	Prai.g_00271	Syag.g_02631
OG0001633	Prai.g_01367	Syag.g_01608
OG0001634	Prai.g_01582	Syag.g_00585
OG0001647	Prai.g_00285	Syag.g_02607
OG0001712	Prai.g_00427	Syag.g_00089
OG0001726	Prai.g_00425	Syag.g_00747
OG0001919	Prai.g_00411	Syag.g_00444
OG0001924	Prai.g_01283	Syag.g_00366
OG0001925	Prai.g_01284	Syag.g_00365
OG0001926	Prai.g_01285	Syag.g_00364
OG0001927	Prai.g_01286	Syag.g_00363
OG0001993	Prai.g_01281	Syag.g_00368
OG0001994	Prai.g_01282	Syag.g_00367
OG0002019	Prai.g_01304	Syag.g_02511
OG0002092	Prai.g_01240	Syag.g_01294, Syag.g_01295
OG0002106	Prai.g_00396	Syag.g_01417
OG0002112	Prai.g_00417	Syag.g_02570
OG0002157	Prai.g_00418	Syag.g_02569
OG0002158	Prai.g_00416	Syag.g_02571
OG0002244	Prai.g_01244	Syag.g_01792
OG0002395	Prai.g_01628	Syag.g_02568
OG0002396	Prai.g_01745	Syag.g_02738
OG0002426	Prai.g_01302	Syag.g_02507
OG0002699	Prai.g_01440	Syag.g_02502
OG0002916	Prai.g_01413	Syag.g_02105
