Orthogroup	Praq	Syak
OG0001185	Praq.g_00758	Syak.g_01643
OG0001186	Praq.g_00684	Syak.g_01709
OG0001187	Praq.g_00688	Syak.g_01712
OG0001188	Praq.g_00690	Syak.g_01714
OG0001189	Praq.g_00707	Syak.g_01736
OG0001190	Praq.g_00711	Syak.g_01942
OG0001191	Praq.g_00721	Syak.g_01928
OG0001192	Praq.g_00390	Syak.g_01921
OG0001193	Praq.g_00400	Syak.g_01888
OG0001194	Praq.g_00401	Syak.g_01882
OG0001195	Praq.g_00402	Syak.g_01881
OG0001196	Praq.g_00415	Syak.g_01811
OG0001197	Praq.g_00416	Syak.g_01809
OG0001198	Praq.g_00423	Syak.g_01798
OG0001199	Praq.g_01929	Syak.g_02249
OG0001200	Praq.g_01927	Syak.g_02247
OG0001201	Praq.g_01895	Syak.g_02191
OG0001202	Praq.g_01803	Syak.g_02061
OG0001203	Praq.g_01764	Syak.g_02307
OG0001204	Praq.g_01759	Syak.g_01404
OG0001205	Praq.g_01112	Syak.g_01181
OG0001206	Praq.g_00512	Syak.g_01148
OG0001207	Praq.g_00528	Syak.g_02566
OG0001208	Praq.g_00533	Syak.g_02576
OG0001209	Praq.g_01067	Syak.g_02643
OG0001210	Praq.g_01062	Syak.g_02654
OG0001211	Praq.g_01052	Syak.g_02669
OG0001212	Praq.g_01006	Syak.g_02728
OG0001213	Praq.g_00973	Syak.g_00025
OG0001214	Praq.g_00965	Syak.g_00037
OG0001215	Praq.g_00819	Syak.g_00697
OG0001216	Praq.g_00585	Syak.g_00805
OG0001217	Praq.g_00622	Syak.g_00138
OG0001218	Praq.g_00630	Syak.g_01093
OG0001219	Praq.g_00658	Syak.g_00551
OG0001220	Praq.g_01449	Syak.g_00580
OG0001221	Praq.g_01501	Syak.g_00390
OG0001222	Praq.g_01540	Syak.g_00517
OG0001223	Praq.g_01566	Syak.g_00472
OG0001224	Praq.g_01615	Syak.g_00739
OG0001226	Praq.g_01642	Syak.g_02239
OG0001227	Praq.g_01661	Syak.g_00963
OG0001228	Praq.g_01378	Syak.g_00619
OG0001229	Praq.g_00173	Syak.g_00711
OG0001230	Praq.g_00286	Syak.g_01030
OG0001231	Praq.g_00003	Syak.g_01777
OG0001232	Praq.g_00474	Syak.g_02385
OG0001233	Praq.g_00454	Syak.g_02359
OG0001234	Praq.g_00936	Syak.g_01374
OG0001235	Praq.g_00926	Syak.g_01362
OG0001236	Praq.g_00741	Syak.g_01568
OG0001237	Praq.g_00745	Syak.g_01573
OG0001238	Praq.g_00722	Syak.g_01926
OG0001239	Praq.g_01932	Syak.g_02252
OG0001240	Praq.g_01910	Syak.g_02206
OG0001241	Praq.g_01902	Syak.g_02197
OG0001242	Praq.g_01884	Syak.g_02168
OG0001243	Praq.g_01878	Syak.g_02160
OG0001244	Praq.g_01862	Syak.g_02132
OG0001245	Praq.g_01163	Syak.g_00248
OG0001246	Praq.g_01098	Syak.g_02604
OG0001247	Praq.g_00812	Syak.g_00618
OG0001248	Praq.g_00814	Syak.g_00147
OG0001249	Praq.g_00647	Syak.g_01251
OG0001250	Praq.g_01438	Syak.g_00602
OG0001251	Praq.g_01474	Syak.g_01875
OG0001252	Praq.g_01610	Syak.g_00754
OG0001253	Praq.g_01662	Syak.g_00250
OG0001254	Praq.g_01302	Syak.g_00272
OG0001255	Praq.g_01317	Syak.g_00066
OG0001256	Praq.g_00384	Syak.g_02430
OG0001257	Praq.g_00002	Syak.g_02502
OG0001259	Praq.g_00456	Syak.g_02361
OG0001260	Praq.g_00440	Syak.g_02332
OG0001261	Praq.g_00887	Syak.g_01315
OG0001262	Praq.g_00705	Syak.g_01734
OG0001263	Praq.g_01875	Syak.g_02157
OG0001265	Praq.g_01885	Syak.g_02170
OG0001266	Praq.g_01799	Syak.g_02057
OG0001267	Praq.g_01723	Syak.g_01459
OG0001268	Praq.g_01206	Syak.g_01240
OG0001269	Praq.g_01185	Syak.g_02323
OG0001270	Praq.g_01123	Syak.g_01194
OG0001271	Praq.g_00523	Syak.g_01121
OG0001272	Praq.g_00537	Syak.g_02580
OG0001273	Praq.g_00971	Syak.g_00030
OG0001274	Praq.g_00832	Syak.g_01988
OG0001275	Praq.g_01575	Syak.g_00633
OG0001276	Praq.g_01594	Syak.g_00649
OG0001277	Praq.g_01651	Syak.g_01829
OG0001278	Praq.g_01383	Syak.g_00671
OG0001280	Praq.g_00132	Syak.g_00933
OG0001281	Praq.g_00138	Syak.g_00944
OG0001282	Praq.g_00178	Syak.g_02564
OG0001283	Praq.g_00197	Syak.g_01818
OG0001284	Praq.g_00364	Syak.g_02446
OG0001285	Praq.g_00471	Syak.g_02381
OG0001287	Praq.g_00765	Syak.g_01652
OG0001288	Praq.g_00773	Syak.g_01686
OG0001289	Praq.g_01916	Syak.g_02222
OG0001290	Praq.g_01903	Syak.g_02198
OG0001291	Praq.g_01868	Syak.g_02147
OG0001292	Praq.g_01754	Syak.g_01410
OG0001293	Praq.g_01742	Syak.g_01432
OG0001294	Praq.g_01165	Syak.g_00355
OG0001295	Praq.g_00517	Syak.g_00740
OG0001296	Praq.g_01093	Syak.g_02610
OG0001297	Praq.g_01088	Syak.g_02614
OG0001298	Praq.g_01026	Syak.g_02703
OG0001299	Praq.g_00795	Syak.g_00349
OG0001300	Praq.g_00822	Syak.g_00706
OG0001301	Praq.g_00825	Syak.g_00721
OG0001302	Praq.g_00656	Syak.g_00068
OG0001303	Praq.g_01579	Syak.g_00548
OG0001304	Praq.g_01604	Syak.g_00664
OG0001305	Praq.g_01623	Syak.g_00728
OG0001306	Praq.g_01319	Syak.g_00915
OG0001307	Praq.g_00158	Syak.g_00344
OG0001308	Praq.g_00304	Syak.g_01054
OG0001311	Praq.g_01596	Syak.g_00651
OG0001312	Praq.g_01529	Syak.g_00537
OG0001315	Praq.g_01942	Syak.g_01284
OG0001316	Praq.g_01863	Syak.g_02140
OG0001317	Praq.g_01768	Syak.g_02302
OG0001318	Praq.g_01747	Syak.g_01424
OG0001319	Praq.g_01731	Syak.g_01448
OG0001321	Praq.g_00500	Syak.g_01172
OG0001322	Praq.g_00501	Syak.g_01171
OG0001323	Praq.g_01083	Syak.g_02623
OG0001324	Praq.g_00823	Syak.g_00707
OG0001325	Praq.g_00588	Syak.g_00800
OG0001326	Praq.g_00846	Syak.g_01870
OG0001327	Praq.g_01634	Syak.g_00362
OG0001328	Praq.g_01660	Syak.g_00383
OG0001329	Praq.g_01294	Syak.g_00280
OG0001330	Praq.g_00111	Syak.g_00925
OG0001331	Praq.g_00183	Syak.g_02559
OG0001332	Praq.g_00337	Syak.g_02485
OG0001333	Praq.g_00460	Syak.g_02365
OG0001334	Praq.g_00731	Syak.g_01274
OG0001335	Praq.g_00732	Syak.g_01273
OG0001336	Praq.g_00412	Syak.g_01817
OG0001340	Praq.g_01674	Syak.g_01261
OG0001343	Praq.g_01471	Syak.g_01877
OG0001344	Praq.g_01337	Syak.g_00893
OG0001345	Praq.g_01352	Syak.g_00856
OG0001346	Praq.g_00134	Syak.g_00937
OG0001348	Praq.g_00023	Syak.g_00774
OG0001350	Praq.g_01765	Syak.g_02306
OG0001351	Praq.g_00503	Syak.g_01164
OG0001352	Praq.g_00809	Syak.g_00764
OG0001355	Praq.g_00033, Praq.g_00044	Syak.g_00144
OG0001356	Praq.g_00067	Syak.g_00773
OG0001358	Praq.g_00982	Syak.g_00007
OG0001359	Praq.g_01472	Syak.g_01878
OG0001360	Praq.g_01663	Syak.g_00854
OG0001361	Praq.g_01349	Syak.g_00859
OG0001364	Praq.g_00734	Syak.g_01552
OG0001365	Praq.g_00715	Syak.g_01937
OG0001369	Praq.g_01911	Syak.g_02207
OG0001371	Praq.g_00808	Syak.g_02231
OG0001373	Praq.g_00847	Syak.g_01871
OG0001374	Praq.g_00839	Syak.g_01863
OG0001375	Praq.g_01470	Syak.g_01876
OG0001376	Praq.g_01628	Syak.g_01916
OG0001377	Praq.g_01629	Syak.g_01917
OG0001378	Praq.g_01272	Syak.g_01196
OG0001380	Praq.g_00163	Syak.g_00237
OG0001382	Praq.g_00016	Syak.g_01169
OG0001385	Praq.g_00850	Syak.g_01874
OG0001386	Praq.g_00849	Syak.g_01873
OG0001387	Praq.g_00848	Syak.g_01872
OG0001388	Praq.g_00845	Syak.g_01869
OG0001389	Praq.g_00844	Syak.g_01868
OG0001390	Praq.g_00843	Syak.g_01867
OG0001391	Praq.g_00842	Syak.g_01866
OG0001392	Praq.g_00841	Syak.g_01865
OG0001393	Praq.g_00840	Syak.g_01864
OG0001395	Praq.g_01606	Syak.g_00789
OG0001399	Praq.g_00934	Syak.g_01977, Syak.g_01103
OG0001405	Praq.g_01676	Syak.g_01271
OG0001406	Praq.g_01627	Syak.g_01915
OG0001408	Praq.g_01646, Praq.g_01645	Syak.g_00087
OG0001409	Praq.g_01340	Syak.g_00878
OG0001410	Praq.g_00159	Syak.g_00343
OG0001411	Praq.g_00219	Syak.g_01581
OG0001413	Praq.g_00379	Syak.g_00103
OG0001416	Praq.g_00508	Syak.g_00941
OG0001417	Praq.g_00519, Praq.g_00520	Syak.g_00486
OG0001420	Praq.g_01280	Syak.g_00997, Syak.g_02635
OG0001422	Praq.g_00021	Syak.g_00928
OG0001425	Praq.g_00389	Syak.g_01922
OG0001429	Praq.g_00659	Syak.g_00547
OG0001430	Praq.g_00106	Syak.g_01949, Syak.g_00314
OG0001432	Praq.g_00377	Syak.g_00095
OG0001433	Praq.g_00066	Syak.g_00771
OG0001434	Praq.g_01509	Syak.g_00404
OG0001435	Praq.g_01486	Syak.g_00369
OG0001438	Praq.g_01709	Syak.g_01475
OG0001439	Praq.g_01695	Syak.g_01506
OG0001442	Praq.g_00613	Syak.g_00415
OG0001447	Praq.g_01877	Syak.g_02159
OG0001448	Praq.g_01177	Syak.g_00121
OG0001452	Praq.g_01476	Syak.g_01419
OG0001453	Praq.g_01569	Syak.g_00465
OG0001454	Praq.g_01656	Syak.g_00249
OG0001456	Praq.g_01310	Syak.g_01855
OG0001457	Praq.g_01311	Syak.g_01854
OG0001458	Praq.g_01312	Syak.g_01853
OG0001459	Praq.g_00092	Syak.g_00311
OG0001462	Praq.g_01238	Syak.g_01750
OG0001464	Praq.g_01673	Syak.g_01260
OG0001465	Praq.g_00831	Syak.g_00775
OG0001467	Praq.g_00648	Syak.g_01022
OG0001470	Praq.g_00199	Syak.g_01592
OG0001471	Praq.g_00380	Syak.g_01501
OG0001473	Praq.g_00685	Syak.g_00102
OG0001474	Praq.g_01205	Syak.g_01239
OG0001475	Praq.g_00201	Syak.g_01594
OG0001479	Praq.g_01208	Syak.g_01242
OG0001480	Praq.g_01175	Syak.g_00084
OG0001482	Praq.g_00506	Syak.g_00476
OG0001486	Praq.g_01331	Syak.g_00900
OG0001492	Praq.g_01380	Syak.g_00668
OG0001493	Praq.g_01388	Syak.g_00676
OG0001502	Praq.g_00643	Syak.g_00586
OG0001504	Praq.g_00093	Syak.g_00310
OG0001508	Praq.g_00198	Syak.g_01591
OG0001520	Praq.g_01151, Praq.g_01150	Syak.g_02689
OG0001528	Praq.g_00200	Syak.g_01593
OG0001546	Praq.g_01078	Syak.g_02627
OG0001551	Praq.g_01309	Syak.g_00689
OG0001553	Praq.g_00291	Syak.g_01037
OG0001554	Praq.g_00386	Syak.g_01945
OG0001565	Praq.g_01130	Syak.g_00083
OG0001572	Praq.g_00078	Syak.g_00097
OG0001582	Praq.g_00518	Syak.g_00231
OG0001588	Praq.g_00270	Syak.g_01554
OG0001602	Praq.g_00830	Syak.g_00776
OG0001625	Praq.g_01745	Syak.g_01426
OG0001633	Praq.g_00172	Syak.g_00662
OG0001647	Praq.g_01730	Syak.g_01450
OG0001712	Praq.g_01133	Syak.g_00225
OG0001713	Praq.g_01946	Syak.g_00881
OG0001726	Praq.g_01136	Syak.g_00572
OG0001745	Praq.g_00376	Syak.g_00281
OG0001924	Praq.g_00559	Syak.g_02769
OG0001925	Praq.g_00558	Syak.g_02768
OG0001926	Praq.g_00557	Syak.g_02767
OG0001927	Praq.g_00556	Syak.g_02766
OG0001993	Praq.g_00561	Syak.g_02771
OG0001994	Praq.g_00560	Syak.g_02770
OG0002109	Praq.g_00151	Syak.g_01102
OG0002111	Praq.g_01011	Syak.g_00568
OG0002156	Praq.g_01252, Praq.g_01253	Syak.g_01003
