Orthogroup	Praq	Syam
OG0001188	Praq.g_00690	Syam.g_00070
OG0001189	Praq.g_00707	Syam.g_00054
OG0001190	Praq.g_00711	Syam.g_02313
OG0001191	Praq.g_00721	Syam.g_02324
OG0001192	Praq.g_00390	Syam.g_02330
OG0001193	Praq.g_00400	Syam.g_02355
OG0001194	Praq.g_00401	Syam.g_02357
OG0001195	Praq.g_00402	Syam.g_02358
OG0001196	Praq.g_00415	Syam.g_02429
OG0001197	Praq.g_00416	Syam.g_02431
OG0001198	Praq.g_00423	Syam.g_02443
OG0001199	Praq.g_01929	Syam.g_02068
OG0001200	Praq.g_01927	Syam.g_02070
OG0001201	Praq.g_01895	Syam.g_02122
OG0001202	Praq.g_01803	Syam.g_02255
OG0001203	Praq.g_01764	Syam.g_00511
OG0001204	Praq.g_01759	Syam.g_00282
OG0001205	Praq.g_01112	Syam.g_01852
OG0001206	Praq.g_00512	Syam.g_01680
OG0001208	Praq.g_00533	Syam.g_00585
OG0001209	Praq.g_01067	Syam.g_00654
OG0001210	Praq.g_01062	Syam.g_00663
OG0001211	Praq.g_01052	Syam.g_00678
OG0001212	Praq.g_01006	Syam.g_01717
OG0001213	Praq.g_00973	Syam.g_01479
OG0001214	Praq.g_00965	Syam.g_01466
OG0001215	Praq.g_00819	Syam.g_00808
OG0001216	Praq.g_00585	Syam.g_01245
OG0001217	Praq.g_00622	Syam.g_01403
OG0001218	Praq.g_00630	Syam.g_01662
OG0001219	Praq.g_00658	Syam.g_01080
OG0001220	Praq.g_01449	Syam.g_01754
OG0001221	Praq.g_01501	Syam.g_01334
OG0001222	Praq.g_01540	Syam.g_01111
OG0001224	Praq.g_01615	Syam.g_00770
OG0001225	Praq.g_01617	Syam.g_00772
OG0001226	Praq.g_01642	Syam.g_01425
OG0001227	Praq.g_01661	Syam.g_02340
OG0001228	Praq.g_01378	Syam.g_01858
OG0001229	Praq.g_00173	Syam.g_00796
OG0001230	Praq.g_00286	Syam.g_01603
OG0001231	Praq.g_00003	Syam.g_00017
OG0001232	Praq.g_00474	Syam.g_02022
OG0001233	Praq.g_00454	Syam.g_01895
OG0001234	Praq.g_00936	Syam.g_00306
OG0001235	Praq.g_00926	Syam.g_00313
OG0001236	Praq.g_00741	Syam.g_00146
OG0001237	Praq.g_00745	Syam.g_00141
OG0001238	Praq.g_00722	Syam.g_02326
OG0001239	Praq.g_01932	Syam.g_02065
OG0001240	Praq.g_01910	Syam.g_02105
OG0001241	Praq.g_01902	Syam.g_02115
OG0001242	Praq.g_01884	Syam.g_02145
OG0001244	Praq.g_01862	Syam.g_02188
OG0001245	Praq.g_01163	Syam.g_01057
OG0001246	Praq.g_01098	Syam.g_00611
OG0001247	Praq.g_00812	Syam.g_01253
OG0001248	Praq.g_00814	Syam.g_01256
OG0001249	Praq.g_00647	Syam.g_00436
OG0001250	Praq.g_01438	Syam.g_00731
OG0001251	Praq.g_01474	Syam.g_02365
OG0001252	Praq.g_01610	Syam.g_00763
OG0001253	Praq.g_01662	Syam.g_01021
OG0001254	Praq.g_01302	Syam.g_00916
OG0001255	Praq.g_01317	Syam.g_01056
OG0001256	Praq.g_00384	Syam.g_01976
OG0001257	Praq.g_00002	Syam.g_01683
OG0001259	Praq.g_00456	Syam.g_01893
OG0001260	Praq.g_00440	Syam.g_01912
OG0001261	Praq.g_00887	Syam.g_00360
OG0001262	Praq.g_00705	Syam.g_00056
OG0001263	Praq.g_01875	Syam.g_02159
OG0001265	Praq.g_01885	Syam.g_02143
OG0001266	Praq.g_01799	Syam.g_02259
OG0001267	Praq.g_01723	Syam.g_00230
OG0001268	Praq.g_01206	Syam.g_00463
OG0001269	Praq.g_01185	Syam.g_00956
OG0001270	Praq.g_01123	Syam.g_01871
OG0001271	Praq.g_00523	Syam.g_01671
OG0001272	Praq.g_00537	Syam.g_00589
OG0001273	Praq.g_00971	Syam.g_01472
OG0001274	Praq.g_00832	Syam.g_02285
OG0001275	Praq.g_01575	Syam.g_01174
OG0001276	Praq.g_01594	Syam.g_01190
OG0001277	Praq.g_01651	Syam.g_02415
OG0001278	Praq.g_01383	Syam.g_00862
OG0001280	Praq.g_00132	Syam.g_01827
OG0001281	Praq.g_00138	Syam.g_01837
OG0001282	Praq.g_00178	Syam.g_00574
OG0001283	Praq.g_00197	Syam.g_02424
OG0001284	Praq.g_00364	Syam.g_01960
OG0001285	Praq.g_00471	Syam.g_02380
OG0001287	Praq.g_00765	Syam.g_00113
OG0001288	Praq.g_00773	Syam.g_00102
OG0001289	Praq.g_01916	Syam.g_02089
OG0001290	Praq.g_01903	Syam.g_02114
OG0001291	Praq.g_01868	Syam.g_02170
OG0001292	Praq.g_01754	Syam.g_00276
OG0001293	Praq.g_01742	Syam.g_00256
OG0001294	Praq.g_01165	Syam.g_01365
OG0001295	Praq.g_00517	Syam.g_00665
OG0001296	Praq.g_01093	Syam.g_00617
OG0001297	Praq.g_01088	Syam.g_00621
OG0001298	Praq.g_01026	Syam.g_01738
OG0001299	Praq.g_00795	Syam.g_01371
OG0001300	Praq.g_00822	Syam.g_00800
OG0001301	Praq.g_00825	Syam.g_00786
OG0001302	Praq.g_00656	Syam.g_01437
OG0001303	Praq.g_01579	Syam.g_01082
OG0001304	Praq.g_01604	Syam.g_01204
OG0001305	Praq.g_01623	Syam.g_00780
OG0001306	Praq.g_01319	Syam.g_01811
OG0001307	Praq.g_00158	Syam.g_00945
OG0001308	Praq.g_00304	Syam.g_01623
OG0001311	Praq.g_01596	Syam.g_01192
OG0001312	Praq.g_01529	Syam.g_01092
OG0001315	Praq.g_01942	Syam.g_00394
OG0001316	Praq.g_01863	Syam.g_02176
OG0001317	Praq.g_01768	Syam.g_00505
OG0001319	Praq.g_01731	Syam.g_00241
OG0001321	Praq.g_00500	Syam.g_01846
OG0001322	Praq.g_00501	Syam.g_01845
OG0001323	Praq.g_01083	Syam.g_00631
OG0001324	Praq.g_00823	Syam.g_00799
OG0001325	Praq.g_00588	Syam.g_01241
OG0001326	Praq.g_00846	Syam.g_02370
OG0001327	Praq.g_01634	Syam.g_01359
OG0001328	Praq.g_01660	Syam.g_01340
OG0001330	Praq.g_00111	Syam.g_01819
OG0001331	Praq.g_00183	Syam.g_00569
OG0001332	Praq.g_00337	Syam.g_01919
OG0001333	Praq.g_00460	Syam.g_01889
OG0001334	Praq.g_00731	Syam.g_00405
OG0001335	Praq.g_00732	Syam.g_00406
OG0001336	Praq.g_00412	Syam.g_02425
OG0001339	Praq.g_01900	Syam.g_02117
OG0001340	Praq.g_01674	Syam.g_00425
OG0001341	Praq.g_00620	Syam.g_00795
OG0001343	Praq.g_01471	Syam.g_02361
OG0001344	Praq.g_01337	Syam.g_01790
OG0001345	Praq.g_01352	Syam.g_01764
OG0001346	Praq.g_00134	Syam.g_01831
OG0001348	Praq.g_00023	Syam.g_00750
OG0001351	Praq.g_00503	Syam.g_01695
OG0001352	Praq.g_00809	Syam.g_00644
OG0001355	Praq.g_00033, Praq.g_00044	Syam.g_00957
OG0001356	Praq.g_00067	Syam.g_00751
OG0001358	Praq.g_00982	Syam.g_01495
OG0001359	Praq.g_01472	Syam.g_02360
OG0001360	Praq.g_01663	Syam.g_01762
OG0001361	Praq.g_01349	Syam.g_01767
OG0001362	Praq.g_00308	Syam.g_01628
OG0001363	Praq.g_00310	Syam.g_01630
OG0001364	Praq.g_00734	Syam.g_00158
OG0001370	Praq.g_00509	Syam.g_02033, Syam.g_01536, Syam.g_01942
OG0001372	Praq.g_00629	Syam.g_00450, Syam.g_00984
OG0001373	Praq.g_00847	Syam.g_02369
OG0001374	Praq.g_00839	Syam.g_02377
OG0001375	Praq.g_01470	Syam.g_02362
OG0001376	Praq.g_01628	Syam.g_02332
OG0001377	Praq.g_01629	Syam.g_02331
OG0001378	Praq.g_01272	Syam.g_01872
OG0001380	Praq.g_00163	Syam.g_01409
OG0001381	Praq.g_00169	Syam.g_00939
OG0001382	Praq.g_00016	Syam.g_01557
OG0001385	Praq.g_00850	Syam.g_02366
OG0001386	Praq.g_00849	Syam.g_02367
OG0001387	Praq.g_00848	Syam.g_02368
OG0001388	Praq.g_00845	Syam.g_02371
OG0001389	Praq.g_00844	Syam.g_02372
OG0001390	Praq.g_00843	Syam.g_02373
OG0001391	Praq.g_00842	Syam.g_02374
OG0001392	Praq.g_00841	Syam.g_02375
OG0001393	Praq.g_00840	Syam.g_02376
OG0001395	Praq.g_01606	Syam.g_01225
OG0001397	Praq.g_00309	Syam.g_01629
OG0001400	Praq.g_00265	Syam.g_00836
OG0001404	Praq.g_01935	Syam.g_02061
OG0001405	Praq.g_01676	Syam.g_00408
OG0001406	Praq.g_01627	Syam.g_02333
OG0001407	Praq.g_01640	Syam.g_00645
OG0001408	Praq.g_01646, Praq.g_01645	Syam.g_00848
OG0001413	Praq.g_00379	Syam.g_01430
OG0001414	Praq.g_01773	Syam.g_00940
OG0001416	Praq.g_00508	Syam.g_01834
OG0001417	Praq.g_00519, Praq.g_00520	Syam.g_01144
OG0001419	Praq.g_01641	Syam.g_00646
OG0001420	Praq.g_01280	Syam.g_00642
OG0001421	Praq.g_00385	Syam.g_01019
OG0001422	Praq.g_00021	Syam.g_01822
OG0001423	Praq.g_00859	Syam.g_00553, Syam.g_00548
OG0001425	Praq.g_00389	Syam.g_02329
OG0001428	Praq.g_01830	Syam.g_02220
OG0001429	Praq.g_00659	Syam.g_01083
OG0001430	Praq.g_00106	Syam.g_02305
OG0001432	Praq.g_00377	Syam.g_00822
OG0001433	Praq.g_00066	Syam.g_00752
OG0001434	Praq.g_01509	Syam.g_01316
OG0001435	Praq.g_01486	Syam.g_01353
OG0001438	Praq.g_01709	Syam.g_00215
OG0001439	Praq.g_01695	Syam.g_00190
OG0001441	Praq.g_01081	Syam.g_00633
OG0001442	Praq.g_00613	Syam.g_01306
OG0001447	Praq.g_01877	Syam.g_02152
OG0001448	Praq.g_01177	Syam.g_02342
OG0001452	Praq.g_01476	Syam.g_00268
OG0001453	Praq.g_01569	Syam.g_01166
OG0001454	Praq.g_01656	Syam.g_01426
OG0001456	Praq.g_01310	Syam.g_02387
OG0001457	Praq.g_01311	Syam.g_02388
OG0001458	Praq.g_01312	Syam.g_02389
OG0001459	Praq.g_00092	Syam.g_00949
OG0001462	Praq.g_01238	Syam.g_00041
OG0001465	Praq.g_00831	Syam.g_01250
OG0001467	Praq.g_00648	Syam.g_01438
OG0001468	Praq.g_01632	Syam.g_01435
OG0001470	Praq.g_00199	Syam.g_01874
OG0001471	Praq.g_00380	Syam.g_00195
OG0001472	Praq.g_00387	Syam.g_00833
OG0001473	Praq.g_00685	Syam.g_01440
OG0001474	Praq.g_01205	Syam.g_00464
OG0001475	Praq.g_00201	Syam.g_01876
OG0001479	Praq.g_01208	Syam.g_00461
OG0001480	Praq.g_01175	Syam.g_01755
OG0001482	Praq.g_00506	Syam.g_01154
OG0001492	Praq.g_01380	Syam.g_00865
OG0001493	Praq.g_01388	Syam.g_00857
OG0001499	Praq.g_01943	Syam.g_02154, Syam.g_01397
OG0001502	Praq.g_00643	Syam.g_00705
OG0001504	Praq.g_00093	Syam.g_00948
OG0001507	Praq.g_01957	Syam.g_00975
OG0001508	Praq.g_00198	Syam.g_01873
OG0001520	Praq.g_01151, Praq.g_01150	Syam.g_01752
OG0001526	Praq.g_00953	Syam.g_02183
OG0001528	Praq.g_00200	Syam.g_01875
OG0001546	Praq.g_01078	Syam.g_00636
OG0001548	Praq.g_00645	Syam.g_01420
OG0001551	Praq.g_01309	Syam.g_00755
OG0001554	Praq.g_00386	Syam.g_02311
OG0001572	Praq.g_00078	Syam.g_00531
OG0001582	Praq.g_00518	Syam.g_01128
OG0001585	Praq.g_00089	Syam.g_01008
OG0001602	Praq.g_00830	Syam.g_01251
OG0001625	Praq.g_01745	Syam.g_00262
OG0001627	Praq.g_00628	Syam.g_01921
OG0001633	Praq.g_00172	Syam.g_01586
OG0001647	Praq.g_01730	Syam.g_00239
OG0001667	Praq.g_00113	Syam.g_00840
OG0001712	Praq.g_01133	Syam.g_01009
OG0001713	Praq.g_01946	Syam.g_01783
OG0001718	Praq.g_01181	Syam.g_01501
OG0001726	Praq.g_01136	Syam.g_01046
OG0001836	Praq.g_00053	Syam.g_00760
OG0002156	Praq.g_01252, Praq.g_01253	Syam.g_01596
OG0002377	Praq.g_00054	Syam.g_00761
OG0002488	Praq.g_00256	Syam.g_00157
