Orthogroup	Praq	Syap
OG0001439	Praq.g_01695	Syap.g_01674
OG0001441	Praq.g_01081	Syap.g_02749
OG0001447	Praq.g_01877	Syap.g_02218
OG0001452	Praq.g_01476	Syap.g_01590
OG0001453	Praq.g_01569	Syap.g_02687
OG0001456	Praq.g_01310	Syap.g_01828
OG0001457	Praq.g_01311	Syap.g_01826
OG0001458	Praq.g_01312	Syap.g_01825
OG0001459	Praq.g_00092	Syap.g_00351
OG0001474	Praq.g_01205	Syap.g_00562
OG0001475	Praq.g_00201	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Praq.g_01208	Syap.g_00565
OG0001492	Praq.g_01380	Syap.g_02441
OG0001493	Praq.g_01388	Syap.g_02433
OG0001502	Praq.g_00643	Syap.g_00833
OG0001504	Praq.g_00093	Syap.g_00350
OG0001507	Praq.g_01957	Syap.g_00227
OG0001508	Praq.g_00198	Syap.g_00808
OG0001528	Praq.g_00200	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001546	Praq.g_01078	Syap.g_02745
OG0001553	Praq.g_00291	Syap.g_02121
OG0001584	Praq.g_01521	Syap.g_00183
OG0001587	Praq.g_00955	Syap.g_02669
OG0001613	Praq.g_00726	Syap.g_00597
OG0001632	Praq.g_00087	Syap.g_02524
OG0001647	Praq.g_01730	Syap.g_01370
OG0001713	Praq.g_01946	Syap.g_00349
OG0001745	Praq.g_00376	Syap.g_02401
OG0001919	Praq.g_01144	Syap.g_01968
OG0001924	Praq.g_00559	Syap.g_00381
OG0001925	Praq.g_00558	Syap.g_00382
OG0001926	Praq.g_00557	Syap.g_00383
OG0001927	Praq.g_00556	Syap.g_00384
OG0001994	Praq.g_00560	Syap.g_00380
OG0002026	Praq.g_01145	Syap.g_00821
OG0002097	Praq.g_00234	Syap.g_00711
OG0002110	Praq.g_00852, Praq.g_00855	Syap.g_00363
OG0002156	Praq.g_01252, Praq.g_01253	Syap.g_01621
OG0002274	Praq.g_00235	Syap.g_00710
OG0002425	Praq.g_00254	Syap.g_01019
OG0002628	Praq.g_00837	Syap.g_01081
OG0002771	Praq.g_00230	Syap.g_00878
