Orthogroup	Praq	Syad
OG0001180	Praq.g_00874	Syad.g_00700
OG0001181	Praq.g_00870	Syad.g_00704
OG0001182	Praq.g_00863	Syad.g_00712
OG0001183	Praq.g_00728	Syad.g_00717
OG0001184	Praq.g_00744	Syad.g_00378
OG0001185	Praq.g_00758	Syad.g_00354
OG0001186	Praq.g_00684	Syad.g_00247
OG0001187	Praq.g_00688	Syad.g_00245
OG0001188	Praq.g_00690	Syad.g_00238
OG0001189	Praq.g_00707	Syad.g_00217
OG0001190	Praq.g_00711	Syad.g_03034
OG0001192	Praq.g_00390	Syad.g_00013
OG0001193	Praq.g_00400	Syad.g_00072
OG0001194	Praq.g_00401	Syad.g_00075
OG0001195	Praq.g_00402	Syad.g_00076
OG0001196	Praq.g_00415	Syad.g_00144
OG0001197	Praq.g_00416	Syad.g_00146
OG0001198	Praq.g_00423	Syad.g_00159
OG0001199	Praq.g_01929	Syad.g_02735
OG0001200	Praq.g_01927	Syad.g_02737
OG0001201	Praq.g_01895	Syad.g_02802
OG0001202	Praq.g_01803	Syad.g_02945
OG0001203	Praq.g_01764	Syad.g_00821
OG0001204	Praq.g_01759	Syad.g_00577
OG0001205	Praq.g_01112	Syad.g_02440
OG0001206	Praq.g_00512	Syad.g_02385
OG0001207	Praq.g_00528	Syad.g_00893
OG0001208	Praq.g_00533	Syad.g_00906
OG0001209	Praq.g_01067	Syad.g_00980
OG0001210	Praq.g_01062	Syad.g_00993
OG0001212	Praq.g_01006	Syad.g_01082
OG0001213	Praq.g_00973	Syad.g_02163
OG0001214	Praq.g_00965	Syad.g_02150
OG0001215	Praq.g_00819	Syad.g_01366
OG0001216	Praq.g_00585	Syad.g_01816
OG0001218	Praq.g_00630	Syad.g_02328
OG0001219	Praq.g_00658	Syad.g_01653
OG0001220	Praq.g_01449	Syad.g_01195
OG0001221	Praq.g_01501	Syad.g_01950
OG0001222	Praq.g_01540	Syad.g_01770
OG0001223	Praq.g_01566	Syad.g_01715
OG0001224	Praq.g_01615	Syad.g_01286
OG0001225	Praq.g_01617	Syad.g_01288
OG0001226	Praq.g_01642	Syad.g_02100
OG0001227	Praq.g_01661	Syad.g_00029
OG0001228	Praq.g_01378	Syad.g_02460
OG0001229	Praq.g_00173	Syad.g_01314
OG0001231	Praq.g_00003	Syad.g_00179
OG0001232	Praq.g_00474	Syad.g_02658
OG0001233	Praq.g_00454	Syad.g_02493
OG0001234	Praq.g_00936	Syad.g_00608
OG0001235	Praq.g_00926	Syad.g_00633
OG0001236	Praq.g_00741	Syad.g_00412
OG0001237	Praq.g_00745	Syad.g_00376
OG0001238	Praq.g_00722	Syad.g_00007
OG0001239	Praq.g_01932	Syad.g_02732
OG0001240	Praq.g_01910	Syad.g_02785
OG0001241	Praq.g_01902	Syad.g_02795
OG0001242	Praq.g_01884	Syad.g_02827
OG0001243	Praq.g_01878	Syad.g_02841
OG0001244	Praq.g_01862	Syad.g_02873
OG0001245	Praq.g_01163	Syad.g_02223
OG0001246	Praq.g_01098	Syad.g_00933
OG0001247	Praq.g_00812	Syad.g_01837
OG0001248	Praq.g_00814	Syad.g_01843
OG0001249	Praq.g_00647	Syad.g_00756
OG0001250	Praq.g_01438	Syad.g_01227
OG0001251	Praq.g_01474	Syad.g_00083
OG0001252	Praq.g_01610	Syad.g_01279
OG0001253	Praq.g_01662	Syad.g_02037
OG0001254	Praq.g_01302	Syad.g_01528
OG0001255	Praq.g_01317	Syad.g_02224
OG0001256	Praq.g_00384	Syad.g_02609
OG0001257	Praq.g_00002	Syad.g_02210
OG0001260	Praq.g_00440	Syad.g_02514
OG0001261	Praq.g_00887	Syad.g_00684
OG0001262	Praq.g_00705	Syad.g_00219
OG0001263	Praq.g_01875	Syad.g_02844
OG0001265	Praq.g_01885	Syad.g_02825
OG0001266	Praq.g_01799	Syad.g_02949
OG0001267	Praq.g_01723	Syad.g_00523
OG0001268	Praq.g_01206	Syad.g_00767
OG0001270	Praq.g_01123	Syad.g_02453
OG0001271	Praq.g_00523	Syad.g_02356
OG0001272	Praq.g_00537	Syad.g_00910
OG0001273	Praq.g_00971	Syad.g_02157
OG0001274	Praq.g_00832	Syad.g_02988
OG0001275	Praq.g_01575	Syad.g_01699
OG0001276	Praq.g_01594	Syad.g_01683
OG0001277	Praq.g_01651	Syad.g_00127
OG0001278	Praq.g_01383	Syad.g_01445
OG0001280	Praq.g_00132	Syad.g_02402
OG0001281	Praq.g_00138	Syad.g_02413
OG0001282	Praq.g_00178	Syad.g_00890
OG0001283	Praq.g_00197	Syad.g_00138
OG0001284	Praq.g_00364	Syad.g_02585
OG0001285	Praq.g_00471	Syad.g_02043
OG0001287	Praq.g_00765	Syad.g_00346
OG0001288	Praq.g_00773	Syad.g_00326
OG0001289	Praq.g_01916	Syad.g_02767
OG0001290	Praq.g_01903	Syad.g_02794
OG0001291	Praq.g_01868	Syad.g_02854
OG0001292	Praq.g_01754	Syad.g_00572
OG0001293	Praq.g_01742	Syad.g_00549
OG0001294	Praq.g_01165	Syad.g_01597
OG0001295	Praq.g_00517	Syad.g_00997
OG0001296	Praq.g_01093	Syad.g_00939
OG0001297	Praq.g_01088	Syad.g_00943
OG0001298	Praq.g_01026	Syad.g_01055
OG0001299	Praq.g_00795	Syad.g_01591
OG0001300	Praq.g_00822	Syad.g_01339
OG0001301	Praq.g_00825	Syad.g_01303
OG0001302	Praq.g_00656	Syad.g_02123
OG0001303	Praq.g_01579	Syad.g_01655
OG0001304	Praq.g_01604	Syad.g_01669
OG0001305	Praq.g_01623	Syad.g_01296
OG0001306	Praq.g_01319	Syad.g_01119
OG0001307	Praq.g_00158	Syad.g_00626
OG0001310	Praq.g_00485	Syad.g_02638
OG0001311	Praq.g_01596	Syad.g_01681
OG0001312	Praq.g_01529	Syad.g_01788
OG0001315	Praq.g_01942	Syad.g_00715
OG0001316	Praq.g_01863	Syad.g_02861
OG0001317	Praq.g_01768	Syad.g_00814
OG0001318	Praq.g_01747	Syad.g_00557
OG0001321	Praq.g_00500	Syad.g_02423
OG0001322	Praq.g_00501	Syad.g_02422
OG0001323	Praq.g_01083	Syad.g_00953
OG0001324	Praq.g_00823	Syad.g_01338
OG0001325	Praq.g_00588	Syad.g_01811
OG0001326	Praq.g_00846	Syad.g_00092
OG0001327	Praq.g_01634	Syad.g_01605
OG0001328	Praq.g_01660	Syad.g_01638
OG0001329	Praq.g_01294	Syad.g_00866
OG0001330	Praq.g_00111	Syad.g_02395
OG0001332	Praq.g_00337	Syad.g_02535
OG0001333	Praq.g_00460	Syad.g_02487
OG0001334	Praq.g_00731	Syad.g_00725
OG0001335	Praq.g_00732	Syad.g_00726
OG0001336	Praq.g_00412	Syad.g_00139
OG0001339	Praq.g_01900	Syad.g_02797
OG0001340	Praq.g_01674	Syad.g_00742
OG0001341	Praq.g_00620	Syad.g_01312
OG0001343	Praq.g_01471	Syad.g_00079
OG0001344	Praq.g_01337	Syad.g_01157
OG0001345	Praq.g_01352	Syad.g_01188
OG0001346	Praq.g_00134	Syad.g_02406
OG0001348	Praq.g_00023	Syad.g_01250
OG0001349	Praq.g_00221	Syad.g_02663
OG0001352	Praq.g_00809	Syad.g_00969
OG0001355	Praq.g_00033, Praq.g_00044	Syad.g_02116
OG0001356	Praq.g_00067	Syad.g_01251
OG0001358	Praq.g_00982	Syad.g_02179
OG0001359	Praq.g_01472	Syad.g_00078
OG0001360	Praq.g_01663	Syad.g_01191
OG0001361	Praq.g_01349	Syad.g_01185
OG0001362	Praq.g_00308	Syad.g_02294
OG0001363	Praq.g_00310	Syad.g_02296
OG0001364	Praq.g_00734	Syad.g_00431
OG0001369	Praq.g_01911	Syad.g_02784
OG0001370	Praq.g_00509	Syad.g_02045, Syad.g_02124
OG0001373	Praq.g_00847	Syad.g_00091
OG0001374	Praq.g_00839	Syad.g_00099
OG0001375	Praq.g_01470	Syad.g_00080
OG0001376	Praq.g_01628	Syad.g_00015
OG0001377	Praq.g_01629	Syad.g_00014
OG0001378	Praq.g_01272	Syad.g_02454
OG0001381	Praq.g_00169	Syad.g_01266, Syad.g_00614
OG0001385	Praq.g_00850	Syad.g_00088
OG0001386	Praq.g_00849	Syad.g_00089
OG0001387	Praq.g_00848	Syad.g_00090
OG0001388	Praq.g_00845	Syad.g_00093
OG0001389	Praq.g_00844	Syad.g_00094
OG0001390	Praq.g_00843	Syad.g_00095
OG0001391	Praq.g_00842	Syad.g_00096
OG0001392	Praq.g_00841	Syad.g_00097
OG0001393	Praq.g_00840	Syad.g_00098
OG0001395	Praq.g_01606	Syad.g_01792
OG0001397	Praq.g_00309	Syad.g_02295
OG0001399	Praq.g_00934	Syad.g_02336
OG0001400	Praq.g_00265	Syad.g_00984
OG0001403	Praq.g_01233	Syad.g_00197
OG0001404	Praq.g_01935	Syad.g_02727
OG0001405	Praq.g_01676	Syad.g_00728
OG0001407	Praq.g_01640	Syad.g_00970
OG0001408	Praq.g_01646, Praq.g_01645	Syad.g_01431
OG0001410	Praq.g_00159	Syad.g_00627
OG0001411	Praq.g_00219	Syad.g_00372
OG0001413	Praq.g_00379	Syad.g_02113
OG0001414	Praq.g_01773	Syad.g_00615
OG0001416	Praq.g_00508	Syad.g_02410
OG0001417	Praq.g_00519, Praq.g_00520	Syad.g_01729
OG0001419	Praq.g_01641	Syad.g_00971
OG0001420	Praq.g_01280	Syad.g_00963
OG0001421	Praq.g_00385	Syad.g_02105, Syad.g_02039
OG0001423	Praq.g_00859	Syad.g_02707, Syad.g_02708
OG0001425	Praq.g_00389	Syad.g_00012
OG0001428	Praq.g_01830	Syad.g_02906
OG0001429	Praq.g_00659	Syad.g_01656
OG0001430	Praq.g_00106	Syad.g_03026
OG0001431	Praq.g_00109	Syad.g_00393
OG0001432	Praq.g_00377	Syad.g_01382
OG0001433	Praq.g_00066	Syad.g_01253, Syad.g_01252
OG0001434	Praq.g_01509	Syad.g_01916
OG0001435	Praq.g_01486	Syad.g_01612
OG0001438	Praq.g_01709	Syad.g_00507
OG0001439	Praq.g_01695	Syad.g_00476
OG0001442	Praq.g_00613	Syad.g_01906
OG0001447	Praq.g_01877	Syad.g_02842
OG0001448	Praq.g_01177	Syad.g_02723
OG0001452	Praq.g_01476	Syad.g_00563
OG0001453	Praq.g_01569	Syad.g_01709
OG0001454	Praq.g_01656	Syad.g_02101
OG0001456	Praq.g_01310	Syad.g_00101
OG0001457	Praq.g_01311	Syad.g_00102
OG0001458	Praq.g_01312	Syad.g_00103
OG0001459	Praq.g_00092	Syad.g_01550
OG0001462	Praq.g_01238	Syad.g_00204
OG0001463	Praq.g_01716	Syad.g_01264
OG0001464	Praq.g_01673	Syad.g_00743
OG0001465	Praq.g_00831	Syad.g_01830
OG0001470	Praq.g_00199	Syad.g_02462
OG0001471	Praq.g_00380	Syad.g_00484
OG0001473	Praq.g_00685	Syad.g_02127
OG0001474	Praq.g_01205	Syad.g_00768
OG0001475	Praq.g_00201	Syad.g_02464
OG0001479	Praq.g_01208	Syad.g_00765
OG0001480	Praq.g_01175	Syad.g_01194
OG0001482	Praq.g_00506	Syad.g_01719
OG0001492	Praq.g_01380	Syad.g_01448
OG0001493	Praq.g_01388	Syad.g_01439
OG0001499	Praq.g_01943	Syad.g_02081
OG0001502	Praq.g_00643	Syad.g_01202
OG0001504	Praq.g_00093	Syad.g_01535
OG0001508	Praq.g_00198	Syad.g_02461
OG0001520	Praq.g_01151, Praq.g_01150	Syad.g_01039
OG0001522	Praq.g_01430	Syad.g_01243
OG0001528	Praq.g_00200	Syad.g_00283, Syad.g_00286
OG0001548	Praq.g_00645	Syad.g_02092
OG0001551	Praq.g_01309	Syad.g_01256
OG0001554	Praq.g_00386	Syad.g_03031
OG0001555	Praq.g_00012	Syad.g_01923
OG0001582	Praq.g_00518	Syad.g_02086
OG0001585	Praq.g_00089	Syad.g_02678
OG0001588	Praq.g_00270	Syad.g_00428
OG0001602	Praq.g_00830	Syad.g_01831
OG0001625	Praq.g_01745	Syad.g_00555
OG0001647	Praq.g_01730	Syad.g_00531
OG0001713	Praq.g_01946	Syad.g_01164
OG0001780	Praq.g_00228	Syad.g_00288
OG0001924	Praq.g_00559	Syad.g_02188
OG0001925	Praq.g_00558	Syad.g_02189
OG0001926	Praq.g_00557	Syad.g_02190
OG0001927	Praq.g_00556	Syad.g_02191
OG0001993	Praq.g_00561	Syad.g_02186
OG0001994	Praq.g_00560	Syad.g_02187
OG0002421	Praq.g_00231	Syad.g_00276
OG0002480	Praq.g_00225	Syad.g_00290
OG0002488	Praq.g_00256	Syad.g_00430
OG0003029	Praq.g_00077	Syad.g_00972
