Orthogroup	Praq	Syai
OG0001180	Praq.g_00874	Syai.g_00410
OG0001181	Praq.g_00870	Syai.g_00414
OG0001182	Praq.g_00863	Syai.g_00423
OG0001183	Praq.g_00728	Syai.g_00429
OG0001184	Praq.g_00744	Syai.g_00156
OG0001185	Praq.g_00758	Syai.g_00117
OG0001186	Praq.g_00684	Syai.g_00084
OG0001187	Praq.g_00688	Syai.g_00081
OG0001188	Praq.g_00690	Syai.g_00078
OG0001189	Praq.g_00707	Syai.g_00061
OG0001190	Praq.g_00711	Syai.g_02776
OG0001191	Praq.g_00721	Syai.g_02788
OG0001192	Praq.g_00390	Syai.g_02793
OG0001193	Praq.g_00400	Syai.g_02835
OG0001194	Praq.g_00401	Syai.g_02838
OG0001195	Praq.g_00402	Syai.g_02839
OG0001196	Praq.g_00415	Syai.g_02913
OG0001197	Praq.g_00416	Syai.g_02915
OG0001198	Praq.g_00423	Syai.g_02930
OG0001199	Praq.g_01929	Syai.g_02480
OG0001200	Praq.g_01927	Syai.g_02482
OG0001202	Praq.g_01803	Syai.g_02674
OG0001203	Praq.g_01764	Syai.g_00540
OG0001204	Praq.g_01759	Syai.g_00312
OG0001205	Praq.g_01112	Syai.g_02212
OG0001206	Praq.g_00512	Syai.g_00853
OG0001207	Praq.g_00528	Syai.g_00629
OG0001208	Praq.g_00533	Syai.g_00640
OG0001209	Praq.g_01067	Syai.g_00711
OG0001210	Praq.g_01062	Syai.g_00720
OG0001211	Praq.g_01052	Syai.g_00735
OG0001212	Praq.g_01006	Syai.g_00799
OG0001213	Praq.g_00973	Syai.g_01082
OG0001214	Praq.g_00965	Syai.g_01106
OG0001215	Praq.g_00819	Syai.g_01958
OG0001216	Praq.g_00585	Syai.g_01388
OG0001217	Praq.g_00622	Syai.g_01185
OG0001218	Praq.g_00630	Syai.g_00893
OG0001219	Praq.g_00658	Syai.g_01561
OG0001220	Praq.g_01449	Syai.g_02087
OG0001221	Praq.g_01501	Syai.g_01284
OG0001222	Praq.g_01540	Syai.g_01516
OG0001223	Praq.g_01566	Syai.g_01463
OG0001224	Praq.g_01615	Syai.g_02011
OG0001225	Praq.g_01617	Syai.g_02009
OG0001226	Praq.g_01642	Syai.g_01154
OG0001227	Praq.g_01661	Syai.g_02806
OG0001228	Praq.g_01378	Syai.g_02218
OG0001229	Praq.g_00173	Syai.g_01986
OG0001230	Praq.g_00286	Syai.g_00964
OG0001231	Praq.g_00003	Syai.g_00017
OG0001232	Praq.g_00474	Syai.g_02410
OG0001233	Praq.g_00454	Syai.g_02261
OG0001234	Praq.g_00936	Syai.g_00337
OG0001235	Praq.g_00926	Syai.g_00343
OG0001236	Praq.g_00741	Syai.g_00159
OG0001237	Praq.g_00745	Syai.g_00137
OG0001238	Praq.g_00722	Syai.g_02789
OG0001239	Praq.g_01932	Syai.g_02477
OG0001240	Praq.g_01910	Syai.g_02527
OG0001241	Praq.g_01902	Syai.g_02537
OG0001242	Praq.g_01884	Syai.g_02566
OG0001243	Praq.g_01878	Syai.g_02573
OG0001244	Praq.g_01862	Syai.g_02605
OG0001245	Praq.g_01163	Syai.g_02091
OG0001246	Praq.g_01098	Syai.g_00666
OG0001247	Praq.g_00812	Syai.g_01380
OG0001248	Praq.g_00814	Syai.g_01377
OG0001249	Praq.g_00647	Syai.g_00464
OG0001250	Praq.g_01438	Syai.g_02053
OG0001251	Praq.g_01474	Syai.g_02845
OG0001252	Praq.g_01610	Syai.g_02018
OG0001254	Praq.g_01302	Syai.g_01744
OG0001255	Praq.g_01317	Syai.g_01915
OG0001256	Praq.g_00384	Syai.g_02362
OG0001257	Praq.g_00002	Syai.g_00848
OG0001259	Praq.g_00456	Syai.g_02259
OG0001260	Praq.g_00440	Syai.g_02281
OG0001261	Praq.g_00887	Syai.g_00394
OG0001262	Praq.g_00705	Syai.g_00063
OG0001263	Praq.g_01875	Syai.g_02576
OG0001265	Praq.g_01885	Syai.g_02563
OG0001266	Praq.g_01799	Syai.g_02679
OG0001267	Praq.g_01723	Syai.g_00259
OG0001268	Praq.g_01206	Syai.g_00492
OG0001269	Praq.g_01185	Syai.g_01699
OG0001270	Praq.g_01123	Syai.g_02231
OG0001271	Praq.g_00523	Syai.g_00862
OG0001272	Praq.g_00537	Syai.g_00644
OG0001273	Praq.g_00971	Syai.g_01099
OG0001274	Praq.g_00832	Syai.g_02706
OG0001275	Praq.g_01575	Syai.g_01447
OG0001276	Praq.g_01594	Syai.g_01431
OG0001277	Praq.g_01651	Syai.g_02899
OG0001278	Praq.g_01383	Syai.g_01799
OG0001280	Praq.g_00132	Syai.g_02176
OG0001281	Praq.g_00138	Syai.g_02186
OG0001282	Praq.g_00178	Syai.g_00627
OG0001283	Praq.g_00197	Syai.g_02908
OG0001284	Praq.g_00364	Syai.g_02338
OG0001285	Praq.g_00471	Syai.g_02866
OG0001287	Praq.g_00765	Syai.g_00109
OG0001289	Praq.g_01916	Syai.g_02504
OG0001290	Praq.g_01903	Syai.g_02536
OG0001291	Praq.g_01868	Syai.g_02587
OG0001292	Praq.g_01754	Syai.g_00306
OG0001293	Praq.g_01742	Syai.g_00285
OG0001294	Praq.g_01165	Syai.g_01242
OG0001295	Praq.g_00517	Syai.g_00722
OG0001296	Praq.g_01093	Syai.g_00672
OG0001297	Praq.g_01088	Syai.g_00676
OG0001298	Praq.g_01026	Syai.g_00773
OG0001299	Praq.g_00795	Syai.g_01236
OG0001300	Praq.g_00822	Syai.g_01982
OG0001301	Praq.g_00825	Syai.g_01995
OG0001302	Praq.g_00656	Syai.g_01142
OG0001303	Praq.g_01579	Syai.g_01559
OG0001304	Praq.g_01604	Syai.g_01418
OG0001305	Praq.g_01623	Syai.g_02001
OG0001306	Praq.g_01319	Syai.g_02160
OG0001307	Praq.g_00158	Syai.g_01717
OG0001308	Praq.g_00304	Syai.g_00943
OG0001311	Praq.g_01596	Syai.g_01429
OG0001312	Praq.g_01529	Syai.g_01549
OG0001315	Praq.g_01942	Syai.g_00427
OG0001316	Praq.g_01863	Syai.g_02593
OG0001317	Praq.g_01768	Syai.g_00534
OG0001318	Praq.g_01747	Syai.g_00293
OG0001319	Praq.g_01731	Syai.g_00270
OG0001321	Praq.g_00500	Syai.g_02195
OG0001322	Praq.g_00501	Syai.g_02194
OG0001323	Praq.g_01083	Syai.g_00685
OG0001324	Praq.g_00823	Syai.g_01983
OG0001325	Praq.g_00588	Syai.g_01392
OG0001326	Praq.g_00846	Syai.g_02856
OG0001327	Praq.g_01634	Syai.g_01250
OG0001328	Praq.g_01660	Syai.g_01278
OG0001330	Praq.g_00111	Syai.g_02167
OG0001331	Praq.g_00183	Syai.g_00622
OG0001332	Praq.g_00337	Syai.g_02293
OG0001333	Praq.g_00460	Syai.g_02255
OG0001334	Praq.g_00731	Syai.g_00438
OG0001335	Praq.g_00732	Syai.g_00439
OG0001336	Praq.g_00412	Syai.g_02909
OG0001339	Praq.g_01900	Syai.g_02539
OG0001340	Praq.g_01674	Syai.g_00453
OG0001343	Praq.g_01471	Syai.g_02842
OG0001344	Praq.g_01337	Syai.g_02139
OG0001345	Praq.g_01352	Syai.g_02110
OG0001346	Praq.g_00134	Syai.g_02180
OG0001348	Praq.g_00023	Syai.g_02033
OG0001349	Praq.g_00221	Syai.g_02417
OG0001351	Praq.g_00503	Syai.g_00843
OG0001352	Praq.g_00809	Syai.g_00700
OG0001355	Praq.g_00033, Praq.g_00044	Syai.g_01698
OG0001356	Praq.g_00067	Syai.g_02032
OG0001359	Praq.g_01472	Syai.g_02841
OG0001360	Praq.g_01663	Syai.g_02107
OG0001361	Praq.g_01349	Syai.g_02113
OG0001362	Praq.g_00308	Syai.g_00938
OG0001363	Praq.g_00310	Syai.g_00936
OG0001364	Praq.g_00734	Syai.g_00173
OG0001370	Praq.g_00509	Syai.g_02317
OG0001373	Praq.g_00847	Syai.g_02855
OG0001374	Praq.g_00839	Syai.g_02863
OG0001375	Praq.g_01470	Syai.g_02843
OG0001376	Praq.g_01628	Syai.g_02795
OG0001377	Praq.g_01629	Syai.g_02794
OG0001378	Praq.g_01272	Syai.g_02232
OG0001380	Praq.g_00163	Syai.g_01168
OG0001381	Praq.g_00169	Syai.g_02819, Syai.g_01723
OG0001385	Praq.g_00850	Syai.g_02852
OG0001386	Praq.g_00849	Syai.g_02853
OG0001387	Praq.g_00848	Syai.g_02854
OG0001388	Praq.g_00845	Syai.g_02857
OG0001389	Praq.g_00844	Syai.g_02858
OG0001390	Praq.g_00843	Syai.g_02859
OG0001391	Praq.g_00842	Syai.g_02860
OG0001392	Praq.g_00841	Syai.g_02861
OG0001393	Praq.g_00840	Syai.g_02862
OG0001395	Praq.g_01606	Syai.g_01410
OG0001397	Praq.g_00309	Syai.g_00937
OG0001400	Praq.g_00265	Syai.g_02602, Syai.g_01928
OG0001404	Praq.g_01935	Syai.g_02473
OG0001405	Praq.g_01676	Syai.g_00441
OG0001406	Praq.g_01627	Syai.g_02796
OG0001407	Praq.g_01640	Syai.g_00701
OG0001408	Praq.g_01646, Praq.g_01645	Syai.g_01831
OG0001413	Praq.g_00379	Syai.g_01148
OG0001414	Praq.g_01773	Syai.g_01722
OG0001416	Praq.g_00508	Syai.g_02183
OG0001417	Praq.g_00519, Praq.g_00520	Syai.g_01478
OG0001419	Praq.g_01641	Syai.g_00702
OG0001420	Praq.g_01280	Syai.g_00697
OG0001421	Praq.g_00385	Syai.g_01621
OG0001422	Praq.g_00021	Syai.g_02171
OG0001423	Praq.g_00859	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Praq.g_00389	Syai.g_02792
OG0001428	Praq.g_01830	Syai.g_02637
OG0001430	Praq.g_00106	Syai.g_02768
OG0001432	Praq.g_00377	Syai.g_01943
OG0001433	Praq.g_00066	Syai.g_02031
OG0001435	Praq.g_01486	Syai.g_01256
OG0001438	Praq.g_01709	Syai.g_00244
OG0001439	Praq.g_01695	Syai.g_00219
OG0001441	Praq.g_01081	Syai.g_00687
OG0001442	Praq.g_00613	Syai.g_01305
OG0001446	Praq.g_01924	Syai.g_00832
OG0001447	Praq.g_01877	Syai.g_02574
OG0001448	Praq.g_01177	Syai.g_02808
OG0001452	Praq.g_01476	Syai.g_00298
OG0001453	Praq.g_01569	Syai.g_01455
OG0001454	Praq.g_01656	Syai.g_01153
OG0001456	Praq.g_01310	Syai.g_02873
OG0001457	Praq.g_01311	Syai.g_02874
OG0001458	Praq.g_01312	Syai.g_02875
OG0001459	Praq.g_00092	Syai.g_01712
OG0001462	Praq.g_01238	Syai.g_00045
OG0001465	Praq.g_00831	Syai.g_01384
OG0001467	Praq.g_00648	Syai.g_01141
OG0001468	Praq.g_01632	Syai.g_01144
OG0001470	Praq.g_00199	Syai.g_02235
OG0001471	Praq.g_00380	Syai.g_00224
OG0001472	Praq.g_00387	Syai.g_01931
OG0001473	Praq.g_00685	Syai.g_01130
OG0001474	Praq.g_01205	Syai.g_00493
OG0001475	Praq.g_00201	Syai.g_02237
OG0001479	Praq.g_01208	Syai.g_00490
OG0001480	Praq.g_01175	Syai.g_02088
OG0001482	Praq.g_00506	Syai.g_01468
OG0001492	Praq.g_01380	Syai.g_01796
OG0001493	Praq.g_01388	Syai.g_01820
OG0001499	Praq.g_01943	Syai.g_00831, Syai.g_01189
OG0001502	Praq.g_00643	Syai.g_02079
OG0001504	Praq.g_00093	Syai.g_01713
OG0001507	Praq.g_01957	Syai.g_01671
OG0001508	Praq.g_00198	Syai.g_02234
OG0001520	Praq.g_01151, Praq.g_01150	Syai.g_00757
OG0001528	Praq.g_00200	Syai.g_02236
OG0001546	Praq.g_01078	Syai.g_00690
OG0001548	Praq.g_00645	Syai.g_01157
OG0001551	Praq.g_01309	Syai.g_02028
OG0001552	Praq.g_01395	Syai.g_01018
OG0001554	Praq.g_00386	Syai.g_02774
OG0001555	Praq.g_00012	Syai.g_01645
OG0001572	Praq.g_00078	Syai.g_00564
OG0001582	Praq.g_00518	Syai.g_01500
OG0001585	Praq.g_00089	Syai.g_01635
OG0001588	Praq.g_00270	Syai.g_00170
OG0001602	Praq.g_00830	Syai.g_01383
OG0001625	Praq.g_01745	Syai.g_00291
OG0001633	Praq.g_00172	Syai.g_00995
OG0001647	Praq.g_01730	Syai.g_00268
OG0001667	Praq.g_00113	Syai.g_01923
OG0001712	Praq.g_01133	Syai.g_01634
OG0001713	Praq.g_01946	Syai.g_02130
OG0001726	Praq.g_01136	Syai.g_01593, Syai.g_01594
OG0001924	Praq.g_00559	Syai.g_01058
OG0001925	Praq.g_00558	Syai.g_01057
OG0001926	Praq.g_00557	Syai.g_01056
OG0001927	Praq.g_00556	Syai.g_01055
OG0001993	Praq.g_00561	Syai.g_01060
OG0001994	Praq.g_00560	Syai.g_01059
OG0002111	Praq.g_01011	Syai.g_01901, Syai.g_01912, Syai.g_00576
OG0002156	Praq.g_01252, Praq.g_01253	Syai.g_00984
OG0002488	Praq.g_00256	Syai.g_00172
OG0002489	Praq.g_01140	Syai.g_00596, Syai.g_01023
