Orthogroup	Prat	Syap
OG0001489	Prat.g_01741	Syap.g_00603
OG0001495	Prat.g_01681	Syap.g_01921
OG0001498	Prat.g_00371	Syap.g_02044, Syap.g_02043
OG0001510	Prat.g_01794	Syap.g_01117
OG0001511	Prat.g_00109	Syap.g_02629, Syap.g_02676
OG0001512	Prat.g_01231	Syap.g_01151, Syap.g_01152
OG0001515	Prat.g_00766	Syap.g_00906
OG0001516	Prat.g_01060	Syap.g_01964
OG0001517	Prat.g_01328, Prat.g_00349	Syap.g_00568
OG0001518	Prat.g_01847	Syap.g_01026
OG0001519	Prat.g_01852	Syap.g_02079
OG0001527	Prat.g_00526	Syap.g_00287, Syap.g_00292
OG0001529	Prat.g_00043	Syap.g_01809
OG0001530	Prat.g_00108	Syap.g_02627
OG0001531	Prat.g_00244	Syap.g_01150
OG0001534	Prat.g_00950	Syap.g_00534
OG0001535	Prat.g_00935	Syap.g_01875
OG0001536	Prat.g_00892	Syap.g_02018
OG0001537	Prat.g_00729	Syap.g_00153
OG0001538	Prat.g_01032	Syap.g_00199
OG0001539	Prat.g_00706	Syap.g_02370
OG0001540	Prat.g_00129	Syap.g_02214
OG0001541	Prat.g_00181	Syap.g_01187
OG0001542	Prat.g_00187	Syap.g_01177
OG0001543	Prat.g_01221	Syap.g_01417, Syap.g_01416
OG0001553	Prat.g_01349	Syap.g_02121
OG0001557	Prat.g_00733	Syap.g_00162
OG0001562	Prat.g_00927	Syap.g_02700
OG0001563	Prat.g_01725	Syap.g_00473
OG0001574	Prat.g_00524	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prat.g_01160	Syap.g_00232
OG0001580	Prat.g_00050	Syap.g_01340, Syap.g_01341
OG0001584	Prat.g_01047	Syap.g_00183
OG0001592	Prat.g_00049	Syap.g_01342
OG0001613	Prat.g_01747	Syap.g_00597
OG0001614	Prat.g_01782	Syap.g_01101
OG0001616	Prat.g_01133	Syap.g_01884
OG0001619	Prat.g_00882	Syap.g_01752
OG0001620	Prat.g_00357	Syap.g_00557
OG0001621	Prat.g_00259	Syap.g_01592
OG0001622	Prat.g_01876	Syap.g_02601
OG0001632	Prat.g_00668	Syap.g_02524
OG0001636	Prat.g_00035	Syap.g_01797
OG0001639	Prat.g_01406	Syap.g_00751
OG0001642	Prat.g_00986	Syap.g_00530
OG0001643	Prat.g_01085	Syap.g_00902
OG0001644	Prat.g_00806	Syap.g_00346
OG0001652	Prat.g_00844	Syap.g_02634
OG0001654	Prat.g_01404	Syap.g_00753
OG0001657	Prat.g_00155	Syap.g_02175
OG0001658	Prat.g_00045	Syap.g_00131
OG0001669	Prat.g_00041	Syap.g_01283
OG0001673	Prat.g_00237	Syap.g_01163
OG0001678	Prat.g_01659	Syap.g_02678
OG0001679	Prat.g_00343	Syap.g_02521
OG0001692	Prat.g_01347	Syap.g_02120
OG0001694	Prat.g_00289	Syap.g_01358
OG0001713	Prat.g_01149	Syap.g_00349
OG0001717	Prat.g_00168	Syap.g_01200
OG0001729	Prat.g_00247	Syap.g_02666
OG0001731	Prat.g_01419	Syap.g_00029
OG0001737	Prat.g_00836	Syap.g_01637
OG0001748	Prat.g_00838	Syap.g_01911
OG0001749	Prat.g_01325	Syap.g_02067
OG0001752	Prat.g_01653	Syap.g_02670
OG0001769	Prat.g_01222	Syap.g_00643
OG0001771	Prat.g_01576	Syap.g_00329
OG0001813	Prat.g_01855	Syap.g_02086
OG0001956	Prat.g_00979	Syap.g_01978
OG0001977	Prat.g_01859	Syap.g_02094
OG0002097	Prat.g_01321	Syap.g_00711
OG0002247	Prat.g_00535	Syap.g_01305
OG0002274	Prat.g_01319	Syap.g_00710
OG0002296	Prat.g_01377	Syap.g_02008
OG0002349	Prat.g_01637	Syap.g_01515
OG0002495	Prat.g_01541	Syap.g_00398
OG0002588	Prat.g_01276	Syap.g_02162
OG0002893	Prat.g_01322	Syap.g_00729
