Orthogroup	Prat	Syat
OG0001176	Prat.g_01678	Syat.g_01831
OG0001178	Prat.g_01597	Syat.g_03137
OG0001180	Prat.g_01732	Syat.g_01654
OG0001181	Prat.g_01736	Syat.g_01650
OG0001182	Prat.g_01745	Syat.g_01642
OG0001183	Prat.g_01749	Syat.g_01632
OG0001184	Prat.g_01766	Syat.g_02160
OG0001185	Prat.g_01783	Syat.g_02200
OG0001186	Prat.g_01807	Syat.g_02235
OG0001187	Prat.g_01810	Syat.g_02256
OG0001188	Prat.g_01812	Syat.g_02261
OG0001189	Prat.g_01829	Syat.g_02287
OG0001190	Prat.g_01834	Syat.g_02692
OG0001191	Prat.g_01844	Syat.g_02675
OG0001192	Prat.g_01849	Syat.g_02663
OG0001193	Prat.g_01863	Syat.g_02513
OG0001194	Prat.g_01864	Syat.g_02515
OG0001195	Prat.g_01865	Syat.g_02516
OG0001196	Prat.g_01881	Syat.g_02398
OG0001197	Prat.g_01883	Syat.g_02396
OG0001200	Prat.g_00073	Syat.g_01477
OG0001201	Prat.g_00105	Syat.g_01572
OG0001202	Prat.g_00201	Syat.g_02812
OG0001203	Prat.g_00243	Syat.g_01447
OG0001205	Prat.g_00406	Syat.g_01287
OG0001206	Prat.g_00425	Syat.g_03268
OG0001207	Prat.g_00436	Syat.g_03162
OG0001208	Prat.g_00442	Syat.g_03172
OG0001209	Prat.g_00497	Syat.g_03273
OG0001210	Prat.g_00501	Syat.g_00103
OG0001211	Prat.g_00511	Syat.g_00078
OG0001213	Prat.g_00593	Syat.g_03289
OG0001214	Prat.g_01088	Syat.g_00128
OG0001216	Prat.g_00790	Syat.g_00660
OG0001217	Prat.g_01486	Syat.g_02587
OG0001218	Prat.g_01217	Syat.g_01356
OG0001219	Prat.g_00863	Syat.g_00629
OG0001220	Prat.g_00984	Syat.g_01534
OG0001222	Prat.g_00944	Syat.g_00597
OG0001223	Prat.g_00914	Syat.g_00544
OG0001224	Prat.g_00961	Syat.g_00804
OG0001225	Prat.g_00963	Syat.g_00806
OG0001226	Prat.g_00078	Syat.g_01485
OG0001228	Prat.g_01106	Syat.g_00938
OG0001229	Prat.g_01228	Syat.g_00981
OG0001230	Prat.g_01343	Syat.g_01235
OG0001232	Prat.g_01614	Syat.g_03041
OG0001233	Prat.g_01635	Syat.g_03012
OG0001234	Prat.g_01672	Syat.g_02092
OG0001235	Prat.g_01676	Syat.g_01838
OG0001236	Prat.g_01763	Syat.g_02156
OG0001237	Prat.g_01767	Syat.g_02161
OG0001238	Prat.g_01845	Syat.g_02673
OG0001239	Prat.g_00068	Syat.g_01472
OG0001240	Prat.g_00090	Syat.g_01554
OG0001241	Prat.g_00099	Syat.g_01564
OG0001243	Prat.g_00125	Syat.g_02928
OG0001244	Prat.g_00140	Syat.g_02901
OG0001245	Prat.g_00671	Syat.g_00212
OG0001246	Prat.g_01485, Prat.g_00467	Syat.g_03209
OG0001247	Prat.g_00757	Syat.g_01019
OG0001248	Prat.g_00759	Syat.g_03159
OG0001249	Prat.g_00345	Syat.g_01620
OG0001250	Prat.g_00997	Syat.g_00739
OG0001251	Prat.g_00695	Syat.g_00963, Syat.g_00621
OG0001255	Prat.g_01172	Syat.g_00843
OG0001256	Prat.g_01446	Syat.g_03111
OG0001258	Prat.g_01588	Syat.g_03119
OG0001259	Prat.g_01633	Syat.g_03014
OG0001261	Prat.g_01717	Syat.g_01791
OG0001262	Prat.g_01827	Syat.g_02285
OG0001263	Prat.g_00127	Syat.g_02926
OG0001265	Prat.g_00117	Syat.g_02938
OG0001266	Prat.g_00205	Syat.g_02808
OG0001267	Prat.g_00287	Syat.g_02060
OG0001268	Prat.g_00353	Syat.g_01608
OG0001269	Prat.g_00985	Syat.g_02369
OG0001270	Prat.g_00394	Syat.g_02968
OG0001271	Prat.g_00431	Syat.g_01374
OG0001272	Prat.g_00446	Syat.g_03176
OG0001274	Prat.g_00228	Syat.g_02727
OG0001275	Prat.g_00922	Syat.g_00529
OG0001276	Prat.g_00936	Syat.g_00705
OG0001277	Prat.g_00817	Syat.g_03312
OG0001278	Prat.g_01102	Syat.g_00895
OG0001279	Prat.g_00828	Syat.g_01252
OG0001281	Prat.g_01254	Syat.g_01159
OG0001282	Prat.g_01292	Syat.g_02780
OG0001283	Prat.g_01877	Syat.g_02403
OG0001286	Prat.g_01730	Syat.g_01656
OG0001287	Prat.g_01790	Syat.g_02208
OG0001288	Prat.g_01800	Syat.g_02225
OG0001289	Prat.g_00085	Syat.g_01527
OG0001290	Prat.g_00098	Syat.g_01563
OG0001291	Prat.g_00135	Syat.g_02916
OG0001292	Prat.g_00254	Syat.g_01873
OG0001293	Prat.g_00268	Syat.g_01995
OG0001294	Prat.g_01546	Syat.g_00409
OG0001295	Prat.g_01215	Syat.g_00945
OG0001296	Prat.g_00472	Syat.g_03217
OG0001297	Prat.g_00477	Syat.g_03221
OG0001298	Prat.g_00541	Syat.g_00043
OG0001299	Prat.g_01057	Syat.g_00401
OG0001300	Prat.g_00768	Syat.g_01025
OG0001303	Prat.g_01550	Syat.g_00628
OG0001304	Prat.g_00949	Syat.g_00690
OG0001305	Prat.g_00969	Syat.g_00813
OG0001306	Prat.g_01170	Syat.g_03234
OG0001307	Prat.g_01283	Syat.g_02082
OG0001308	Prat.g_01363	Syat.g_01176
OG0001309	Prat.g_00481	Syat.g_01113
OG0001310	Prat.g_01604	Syat.g_03066
OG0001311	Prat.g_00938	Syat.g_00703
OG0001312	Prat.g_00872	Syat.g_00615
OG0001317	Prat.g_00239	Syat.g_01451
OG0001318	Prat.g_00263	Syat.g_01888
OG0001319	Prat.g_00280	Syat.g_02048
OG0001325	Prat.g_00793	Syat.g_00664
OG0001327	Prat.g_00704	Syat.g_00414
OG0001329	Prat.g_01542	Syat.g_00097
OG0001331	Prat.g_01297	Syat.g_01301
OG0001333	Prat.g_01629	Syat.g_03018
OG0001336	Prat.g_01878	Syat.g_02402
OG0001337	Prat.g_00339	Syat.g_01621
OG0001348	Prat.g_00827	Syat.g_03316
OG0001351	Prat.g_00416	Syat.g_01318
OG0001353	Prat.g_01005	Syat.g_00717
OG0001354	Prat.g_00906	Syat.g_00558
OG0001361	Prat.g_01138	Syat.g_00293
OG0001364	Prat.g_01755	Syat.g_02143
OG0001365	Prat.g_01838	Syat.g_02687
OG0001371	Prat.g_00752	Syat.g_01490
OG0001379	Prat.g_01243	Syat.g_01147
OG0001394	Prat.g_00732	Syat.g_00450
OG0001401	Prat.g_00850	Syat.g_00721
OG0001402	Prat.g_00588	Syat.g_03314
OG0001403	Prat.g_00032	Syat.g_02307
OG0001409	Prat.g_01148	Syat.g_01007
OG0001415	Prat.g_00235	Syat.g_00017
OG0001416	Prat.g_00421	Syat.g_02491
OG0001418	Prat.g_00758	Syat.g_03267
OG0001421	Prat.g_01447	Syat.g_03056
OG0001429	Prat.g_00864	Syat.g_00627
OG0001430	Prat.g_01216	Syat.g_03343
OG0001434	Prat.g_00737	Syat.g_00455
OG0001435	Prat.g_00711	Syat.g_00422
OG0001437	Prat.g_00234	Syat.g_00016
OG0001438	Prat.g_00301	Syat.g_02076
OG0001441	Prat.g_00484	Syat.g_01109
OG0001443	Prat.g_01227	Syat.g_02649
OG0001451	Prat.g_00973	Syat.g_02877
OG0001452	Prat.g_00697	Syat.g_01881
OG0001461	Prat.g_00378	Syat.g_01945
OG0001467	Prat.g_01290	Syat.g_02457
OG0001477	Prat.g_01515, Prat.g_01514	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001484	Prat.g_00635	Syat.g_02443
OG0001487	Prat.g_01395	Syat.g_01355
OG0001489	Prat.g_01741	Syat.g_01645
OG0001495	Prat.g_01681	Syat.g_01833
OG0001496	Prat.g_01512	Syat.g_00316
OG0001497	Prat.g_01513	Syat.g_00317
OG0001498	Prat.g_00371	Syat.g_02954
OG0001510	Prat.g_01794	Syat.g_02214
OG0001511	Prat.g_00109	Syat.g_01580
OG0001512	Prat.g_01231	Syat.g_01445
OG0001514	Prat.g_01511	Syat.g_00315
OG0001515	Prat.g_00766	Syat.g_00927
OG0001516	Prat.g_01060	Syat.g_00398
OG0001517	Prat.g_01328, Prat.g_00349	Syat.g_01613
OG0001518	Prat.g_01847	Syat.g_02671
OG0001519	Prat.g_01852	Syat.g_02646
OG0001523	Prat.g_01555	Syat.g_01089
OG0001524	Prat.g_01554	Syat.g_01088
OG0001526	Prat.g_01460	Syat.g_02907
OG0001527	Prat.g_00526	Syat.g_00064
OG0001529	Prat.g_00043	Syat.g_02294
OG0001530	Prat.g_00108	Syat.g_01578
OG0001531	Prat.g_00244	Syat.g_01444
OG0001532	Prat.g_01125	Syat.g_00213
OG0001534	Prat.g_00950	Syat.g_00689
OG0001535	Prat.g_00935	Syat.g_00707
OG0001536	Prat.g_00892	Syat.g_00589
OG0001537	Prat.g_00729	Syat.g_00441
OG0001538	Prat.g_01032	Syat.g_00484
OG0001539	Prat.g_00706	Syat.g_00417
OG0001540	Prat.g_00129	Syat.g_02924
OG0001541	Prat.g_00181	Syat.g_02847
OG0001542	Prat.g_00187	Syat.g_02837
OG0001543	Prat.g_01221	Syat.g_03229
OG0001544	Prat.g_01851	Syat.g_02647
OG0001545	Prat.g_01868	Syat.g_02444, Syat.g_02433
OG0001549	Prat.g_00975	Syat.g_00799
OG0001553	Prat.g_01349	Syat.g_01230
OG0001557	Prat.g_00733	Syat.g_00451
OG0001559	Prat.g_00107	Syat.g_01577
OG0001560	Prat.g_00097	Syat.g_01562
OG0001561	Prat.g_00940	Syat.g_00701
OG0001562	Prat.g_00927	Syat.g_00523
OG0001563	Prat.g_01725	Syat.g_01662
OG0001574	Prat.g_00524	Syat.g_00066
OG0001575	Prat.g_00529	Syat.g_00061
OG0001576	Prat.g_01262	Syat.g_01169
OG0001577	Prat.g_01160	Syat.g_03255
OG0001580	Prat.g_00050	Syat.g_02701
OG0001584	Prat.g_01047	Syat.g_00468
OG0001591	Prat.g_00746	Syat.g_00411
OG0001592	Prat.g_00049	Syat.g_02699
OG0001613	Prat.g_01747	Syat.g_01635
OG0001614	Prat.g_01782	Syat.g_02197
OG0001616	Prat.g_01133	Syat.g_00249
OG0001617	Prat.g_00770	Syat.g_03212, Syat.g_03299
OG0001619	Prat.g_00882	Syat.g_00600
OG0001620	Prat.g_00357	Syat.g_01601
OG0001621	Prat.g_00259	Syat.g_01883
OG0001622	Prat.g_01876	Syat.g_02404
OG0001625	Prat.g_00265	Syat.g_01938
OG0001636	Prat.g_00035	Syat.g_02302
OG0001639	Prat.g_01406	Syat.g_02981
OG0001640	Prat.g_00954	Syat.g_00792
OG0001642	Prat.g_00986	Syat.g_00676
OG0001643	Prat.g_01085	Syat.g_00131
OG0001644	Prat.g_00806	Syat.g_00844
OG0001652	Prat.g_00844	Syat.g_02326
OG0001654	Prat.g_01404	Syat.g_02983
OG0001657	Prat.g_00155	Syat.g_02887
OG0001669	Prat.g_00041	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903
OG0001671	Prat.g_00837	Syat.g_02742
OG0001673	Prat.g_00237	Syat.g_01454
OG0001678	Prat.g_01659	Syat.g_01859
OG0001679	Prat.g_00343	Syat.g_02946
OG0001692	Prat.g_01347	Syat.g_01231
OG0001694	Prat.g_00289	Syat.g_02062
OG0001703	Prat.g_00437	Syat.g_03164
OG0001717	Prat.g_00168	Syat.g_02860
OG0001729	Prat.g_00247	Syat.g_01440
OG0001731	Prat.g_01419	Syat.g_03081
OG0001737	Prat.g_00836	Syat.g_02084
OG0001748	Prat.g_00838	Syat.g_02740
OG0001752	Prat.g_01653	Syat.g_02991
OG0001761	Prat.g_00578	Syat.g_00819
OG0001769	Prat.g_01222	Syat.g_00373
OG0001771	Prat.g_01576	Syat.g_01094
OG0001782	Prat.g_01498	Syat.g_01210
OG0001803	Prat.g_00402	Syat.g_01291
OG0001813	Prat.g_01855	Syat.g_02490
OG0001816	Prat.g_00703	Syat.g_00413
OG0001837	Prat.g_00839	Syat.g_02741
OG0001955	Prat.g_01218	Syat.g_01670
OG0001956	Prat.g_00979	Syat.g_00959
OG0001977	Prat.g_01859	Syat.g_02506
OG0001996	Prat.g_00030	Syat.g_02309
OG0002052	Prat.g_00945	Syat.g_01022
OG0002097	Prat.g_01321	Syat.g_02176
OG0002154	Prat.g_01289	Syat.g_00084
OG0002247	Prat.g_00535	Syat.g_00054
OG0002274	Prat.g_01319	Syat.g_02175
OG0002285	Prat.g_00875	Syat.g_00612
OG0002296	Prat.g_01377	Syat.g_01332
OG0002348	Prat.g_01518	Syat.g_02603
OG0002349	Prat.g_01637	Syat.g_03010
OG0002700	Prat.g_01205	Syat.g_03378
OG0002893	Prat.g_01322	Syat.g_02173
