Orthogroup	Prat	Syar
OG0001142	Prat.g_01122	Syar.g_01983
OG0001143	Prat.g_01115	Syar.g_01698
OG0001144	Prat.g_01110	Syar.g_01707
OG0001145	Prat.g_01241	Syar.g_02769
OG0001146	Prat.g_01253	Syar.g_02782
OG0001147	Prat.g_01287	Syar.g_01276
OG0001148	Prat.g_01293	Syar.g_01459
OG0001149	Prat.g_01294	Syar.g_01458
OG0001150	Prat.g_01295	Syar.g_01457
OG0001151	Prat.g_01306	Syar.g_01238
OG0001152	Prat.g_01307	Syar.g_01237
OG0001153	Prat.g_01387	Syar.g_01398
OG0001154	Prat.g_01388	Syar.g_01397
OG0001155	Prat.g_01407	Syar.g_01211
OG0001156	Prat.g_01410	Syar.g_01185
OG0001157	Prat.g_01411	Syar.g_01184
OG0001158	Prat.g_01412	Syar.g_01183
OG0001159	Prat.g_01413	Syar.g_01182
OG0001160	Prat.g_01439	Syar.g_02908
OG0001161	Prat.g_01502	Syar.g_00382
OG0001162	Prat.g_01500	Syar.g_03081
OG0001163	Prat.g_01583	Syar.g_02917
OG0001164	Prat.g_01587	Syar.g_02922
OG0001165	Prat.g_01590	Syar.g_02927
OG0001166	Prat.g_01610	Syar.g_02959
OG0001167	Prat.g_01628	Syar.g_02982
OG0001168	Prat.g_01630	Syar.g_02983
OG0001169	Prat.g_01632	Syar.g_02985
OG0001170	Prat.g_01634	Syar.g_02987
OG0001171	Prat.g_01645	Syar.g_02999
OG0001172	Prat.g_01660	Syar.g_00143
OG0001173	Prat.g_01661	Syar.g_00142
OG0001174	Prat.g_01669	Syar.g_00134
OG0001175	Prat.g_01670	Syar.g_00133
OG0001176	Prat.g_01678	Syar.g_01025
OG0001177	Prat.g_01680	Syar.g_01023
OG0001178	Prat.g_01597	Syar.g_02943
OG0001179	Prat.g_01710	Syar.g_01055
OG0001181	Prat.g_01736	Syar.g_01082
OG0001182	Prat.g_01745	Syar.g_01090
OG0001183	Prat.g_01749	Syar.g_01096
OG0001184	Prat.g_01766	Syar.g_00653
OG0001185	Prat.g_01783	Syar.g_00614
OG0001186	Prat.g_01807	Syar.g_00562
OG0001187	Prat.g_01810	Syar.g_00548
OG0001188	Prat.g_01812	Syar.g_00546
OG0001189	Prat.g_01829	Syar.g_00525
OG0001190	Prat.g_01834	Syar.g_00330
OG0001191	Prat.g_01844	Syar.g_00349
OG0001192	Prat.g_01849	Syar.g_00356
OG0001193	Prat.g_01863	Syar.g_00711
OG0001194	Prat.g_01864	Syar.g_00622
OG0001195	Prat.g_01865	Syar.g_00623
OG0001196	Prat.g_01881	Syar.g_00453
OG0001197	Prat.g_01883	Syar.g_00455
OG0001198	Prat.g_01890	Syar.g_00467
OG0001200	Prat.g_00073	Syar.g_03047
OG0001201	Prat.g_00105	Syar.g_03120
OG0001202	Prat.g_00201	Syar.g_00991
OG0001203	Prat.g_00243	Syar.g_03021
OG0001205	Prat.g_00406	Syar.g_02869
OG0001207	Prat.g_00436	Syar.g_01462
OG0001208	Prat.g_00442	Syar.g_01471
OG0001211	Prat.g_00511	Syar.g_02323
OG0001212	Prat.g_00558	Syar.g_02027
OG0001213	Prat.g_00593	Syar.g_02239
OG0001214	Prat.g_01088	Syar.g_02420
OG0001215	Prat.g_00764	Syar.g_00965
OG0001216	Prat.g_00790	Syar.g_01909
OG0001217	Prat.g_01486	Syar.g_02852
OG0001218	Prat.g_01217	Syar.g_01388
OG0001219	Prat.g_00863	Syar.g_02585
OG0001222	Prat.g_00944	Syar.g_02552
OG0001223	Prat.g_00914	Syar.g_02505
OG0001224	Prat.g_00961	Syar.g_01361
OG0001225	Prat.g_00963	Syar.g_01929
OG0001226	Prat.g_00078	Syar.g_03054
OG0001227	Prat.g_01197	Syar.g_02213
OG0001230	Prat.g_01343	Syar.g_02816
OG0001232	Prat.g_01614	Syar.g_02968
OG0001233	Prat.g_01635	Syar.g_02988
OG0001235	Prat.g_01676	Syar.g_01019
OG0001236	Prat.g_01763	Syar.g_00657
OG0001237	Prat.g_01767	Syar.g_00652
OG0001238	Prat.g_01845	Syar.g_00351
OG0001239	Prat.g_00068	Syar.g_03043
OG0001240	Prat.g_00090	Syar.g_03101
OG0001241	Prat.g_00099	Syar.g_03149, Syar.g_03112
OG0001243	Prat.g_00125	Syar.g_00051
OG0001244	Prat.g_00140	Syar.g_00075
OG0001245	Prat.g_00671	Syar.g_00999
OG0001246	Prat.g_01485, Prat.g_00467	Syar.g_01910
OG0001247	Prat.g_00757	Syar.g_02024
OG0001248	Prat.g_00759	Syar.g_02059
OG0001249	Prat.g_00345	Syar.g_01113
OG0001250	Prat.g_00997	Syar.g_01819, Syar.g_03240
OG0001251	Prat.g_00695	Syar.g_02575
OG0001253	Prat.g_01480	Syar.g_02015
OG0001254	Prat.g_01559	Syar.g_02233
OG0001255	Prat.g_01172	Syar.g_01746
OG0001256	Prat.g_01446	Syar.g_02915
OG0001258	Prat.g_01588	Syar.g_02925
OG0001259	Prat.g_01633	Syar.g_02986
OG0001260	Prat.g_01651	Syar.g_03007
OG0001262	Prat.g_01827	Syar.g_00527
OG0001263	Prat.g_00127	Syar.g_00054
OG0001265	Prat.g_00117	Syar.g_00041
OG0001266	Prat.g_00205	Syar.g_00987
OG0001267	Prat.g_00287	Syar.g_00225
OG0001268	Prat.g_00353	Syar.g_01124
OG0001269	Prat.g_00985	Syar.g_00688
OG0001270	Prat.g_00394	Syar.g_01175
OG0001271	Prat.g_00431	Syar.g_01270
OG0001272	Prat.g_00446	Syar.g_01475
OG0001273	Prat.g_01095	Syar.g_02413
OG0001274	Prat.g_00228	Syar.g_00929
OG0001275	Prat.g_00922	Syar.g_02490
OG0001276	Prat.g_00936	Syar.g_01797
OG0001277	Prat.g_00817	Syar.g_02250
OG0001278	Prat.g_01102	Syar.g_01720
OG0001279	Prat.g_00828	Syar.g_02841
OG0001280	Prat.g_01248	Syar.g_03317
OG0001281	Prat.g_01254	Syar.g_02783
OG0001282	Prat.g_01292	Syar.g_01460, Syar.g_01351
OG0001283	Prat.g_01877	Syar.g_00447
OG0001284	Prat.g_01433	Syar.g_02900
OG0001285	Prat.g_01617	Syar.g_02972
OG0001286	Prat.g_01730	Syar.g_01077
OG0001287	Prat.g_01790	Syar.g_00606
OG0001288	Prat.g_01800	Syar.g_00591
OG0001289	Prat.g_00085	Syar.g_03080
OG0001290	Prat.g_00098	Syar.g_03111
OG0001291	Prat.g_00135	Syar.g_00064
OG0001292	Prat.g_00254	Syar.g_00160
OG0001293	Prat.g_00268	Syar.g_00198
OG0001294	Prat.g_01546	Syar.g_01687
OG0001295	Prat.g_01215	Syar.g_00693
OG0001296	Prat.g_00472	Syar.g_01506
OG0001297	Prat.g_00477	Syar.g_01510
OG0001298	Prat.g_00541	Syar.g_02210
OG0001299	Prat.g_01057	Syar.g_01915
OG0001303	Prat.g_01550	Syar.g_02583
OG0001304	Prat.g_00949	Syar.g_01557
OG0001305	Prat.g_00969	Syar.g_01937
OG0001306	Prat.g_01170	Syar.g_01521
OG0001307	Prat.g_01283	Syar.g_02591
OG0001308	Prat.g_01363	Syar.g_02798
OG0001309	Prat.g_00481	Syar.g_00360
OG0001310	Prat.g_01604	Syar.g_02951
OG0001311	Prat.g_00938	Syar.g_01795
OG0001312	Prat.g_00872	Syar.g_02569
OG0001313	Prat.g_00849	Syar.g_01264
OG0001317	Prat.g_00239	Syar.g_03025
OG0001318	Prat.g_00263	Syar.g_00186
OG0001319	Prat.g_00280	Syar.g_00215
OG0001325	Prat.g_00793	Syar.g_01577
OG0001327	Prat.g_00704	Syar.g_01674
OG0001329	Prat.g_01542	Syar.g_02337
OG0001331	Prat.g_01297	Syar.g_01455
OG0001334	Prat.g_01752	Syar.g_03166
OG0001336	Prat.g_01878	Syar.g_00448
OG0001337	Prat.g_00339	Syar.g_01112
OG0001338	Prat.g_00342	Syar.g_03232
OG0001339	Prat.g_00101	Syar.g_03114
OG0001343	Prat.g_00692	Syar.g_03210
OG0001346	Prat.g_01250	Syar.g_02778
OG0001348	Prat.g_00827	Syar.g_02259
OG0001351	Prat.g_00416	Syar.g_01420
OG0001353	Prat.g_01005	Syar.g_01809
OG0001354	Prat.g_00906	Syar.g_02520
OG0001359	Prat.g_00693	Syar.g_03211
OG0001361	Prat.g_01138	Syar.g_01955
OG0001364	Prat.g_01755	Syar.g_00284
OG0001365	Prat.g_01838	Syar.g_00335
OG0001370	Prat.g_00422	Syar.g_00013
OG0001371	Prat.g_00752	Syar.g_03059
OG0001379	Prat.g_01243	Syar.g_02772
OG0001394	Prat.g_00732	Syar.g_02608
OG0001401	Prat.g_00850	Syar.g_01813
OG0001402	Prat.g_00588	Syar.g_02252
OG0001403	Prat.g_00032	Syar.g_00504
OG0001415	Prat.g_00235	Syar.g_01553
OG0001416	Prat.g_00421	Syar.g_00433
OG0001418	Prat.g_00758	Syar.g_01546
OG0001428	Prat.g_00173	Syar.g_00108
OG0001429	Prat.g_00864	Syar.g_02582
OG0001430	Prat.g_01216	Syar.g_03306
OG0001434	Prat.g_00737	Syar.g_02613
OG0001435	Prat.g_00711	Syar.g_01621
OG0001437	Prat.g_00234	Syar.g_01554
OG0001438	Prat.g_00301	Syar.g_00240
OG0001441	Prat.g_00484	Syar.g_02691
OG0001443	Prat.g_01227	Syar.g_00378
OG0001450	Prat.g_00761	Syar.g_00880
OG0001452	Prat.g_00697	Syar.g_00167
OG0001461	Prat.g_00378	Syar.g_02478
OG0001467	Prat.g_01290	Syar.g_01745
OG0001477	Prat.g_01515, Prat.g_01514	Syar.g_02277
OG0001487	Prat.g_01395	Syar.g_01389
OG0001489	Prat.g_01741	Syar.g_01087
OG0001495	Prat.g_01681	Syar.g_01022
OG0001496	Prat.g_01512	Syar.g_02279
OG0001497	Prat.g_01513	Syar.g_02278
OG0001498	Prat.g_00371	Syar.g_03286, Syar.g_01163
OG0001510	Prat.g_01794	Syar.g_00601
OG0001511	Prat.g_00109	Syar.g_03129
OG0001512	Prat.g_01231	Syar.g_03020
OG0001514	Prat.g_01511	Syar.g_02280
OG0001515	Prat.g_00766	Syar.g_03266, Syar.g_02594
OG0001516	Prat.g_01060	Syar.g_01918
OG0001517	Prat.g_01328, Prat.g_00349	Syar.g_01119
OG0001518	Prat.g_01847	Syar.g_00353
OG0001519	Prat.g_01852	Syar.g_00380, Syar.g_00002
OG0001527	Prat.g_00526	Syar.g_02309
OG0001529	Prat.g_00043	Syar.g_00518
OG0001530	Prat.g_00108	Syar.g_03127
OG0001531	Prat.g_00244	Syar.g_03019
OG0001532	Prat.g_01125	Syar.g_01978
OG0001534	Prat.g_00950	Syar.g_01558
OG0001535	Prat.g_00935	Syar.g_01799
OG0001536	Prat.g_00892	Syar.g_02544
OG0001537	Prat.g_00729	Syar.g_02602
OG0001538	Prat.g_01032	Syar.g_02644
OG0001539	Prat.g_00706	Syar.g_01626
OG0001540	Prat.g_00129	Syar.g_00056
OG0001541	Prat.g_00181	Syar.g_00117
OG0001542	Prat.g_00187	Syar.g_00128
OG0001543	Prat.g_01221	Syar.g_00949
OG0001544	Prat.g_01851	Syar.g_00379, Syar.g_00001
OG0001545	Prat.g_01868	Syar.g_00865
OG0001549	Prat.g_00975	Syar.g_02838
OG0001557	Prat.g_00733	Syar.g_02609
OG0001559	Prat.g_00107	Syar.g_03126
OG0001560	Prat.g_00097	Syar.g_03110
OG0001561	Prat.g_00940	Syar.g_01792
OG0001562	Prat.g_00927	Syar.g_02484
OG0001563	Prat.g_01725	Syar.g_01072
OG0001574	Prat.g_00524	Syar.g_02311
OG0001575	Prat.g_00529	Syar.g_02306
OG0001576	Prat.g_01262	Syar.g_02794
OG0001577	Prat.g_01160	Syar.g_01534
OG0001580	Prat.g_00050	Syar.g_00895
OG0001591	Prat.g_00746	Syar.g_01685
OG0001592	Prat.g_00049	Syar.g_03309, Syar.g_00310
OG0001613	Prat.g_01747	Syar.g_01093
OG0001614	Prat.g_01782	Syar.g_00617
OG0001616	Prat.g_01133	Syar.g_01964
OG0001617	Prat.g_00770	Syar.g_01972
OG0001619	Prat.g_00882	Syar.g_02556
OG0001620	Prat.g_00357	Syar.g_01131
OG0001621	Prat.g_00259	Syar.g_00169
OG0001622	Prat.g_01876	Syar.g_00446
OG0001625	Prat.g_00265	Syar.g_00192
OG0001636	Prat.g_00035	Syar.g_00510
OG0001639	Prat.g_01406	Syar.g_01212
OG0001640	Prat.g_00954	Syar.g_01377
OG0001642	Prat.g_00986	Syar.g_01387
OG0001643	Prat.g_01085	Syar.g_02423
OG0001644	Prat.g_00806	Syar.g_01876
OG0001652	Prat.g_00844	Syar.g_00486
OG0001654	Prat.g_01404	Syar.g_01214
OG0001657	Prat.g_00155	Syar.g_00089
OG0001658	Prat.g_00045	Syar.g_00329
OG0001661	Prat.g_01505	Syar.g_00911
OG0001669	Prat.g_00041	Syar.g_00323, Syar.g_00555
OG0001671	Prat.g_00837	Syar.g_00943, Syar.g_03173
OG0001673	Prat.g_00237	Syar.g_03028
OG0001678	Prat.g_01659	Syar.g_00144
OG0001679	Prat.g_00343	Syar.g_00032
OG0001692	Prat.g_01347	Syar.g_02812
OG0001694	Prat.g_00289	Syar.g_00227
OG0001703	Prat.g_00437	Syar.g_01463
OG0001713	Prat.g_01149	Syar.g_02147
OG0001717	Prat.g_00168	Syar.g_00103
OG0001729	Prat.g_00247	Syar.g_03015
OG0001731	Prat.g_01419	Syar.g_02884
OG0001737	Prat.g_00836	Syar.g_00855
OG0001748	Prat.g_00838	Syar.g_00941
OG0001749	Prat.g_01325	Syar.g_00264
OG0001752	Prat.g_01653	Syar.g_03214, Syar.g_03009
OG0001761	Prat.g_00578	Syar.g_01703, Syar.g_00182
OG0001769	Prat.g_01222	Syar.g_02437
OG0001771	Prat.g_01576	Syar.g_02677
OG0001803	Prat.g_00402	Syar.g_02873
OG0001810	Prat.g_00832	Syar.g_00071
OG0001813	Prat.g_01855	Syar.g_00696
OG0001816	Prat.g_00703	Syar.g_01675
OG0001837	Prat.g_00839	Syar.g_00942
OG0001907	Prat.g_01459	Syar.g_00072
OG0001955	Prat.g_01218	Syar.g_00733
OG0001974	Prat.g_01491	Syar.g_00325
OG0001977	Prat.g_01859	Syar.g_00703
OG0001996	Prat.g_00030	Syar.g_00502
OG0002154	Prat.g_01289	Syar.g_00251
OG0002296	Prat.g_01377	Syar.g_01411
OG0002348	Prat.g_01518	Syar.g_00309
OG0002349	Prat.g_01637	Syar.g_02990
OG0002445	Prat.g_01279	Syar.g_01281
OG0002495	Prat.g_01541	Syar.g_02068
OG0002700	Prat.g_01205	Syar.g_01979
OG0003806	Prat.g_00843	Syar.g_00019
