Orthogroup	Prat	Syab
OG0001155	Prat.g_01407	Syab.g_02171
OG0001156	Prat.g_01410	Syab.g_02174
OG0001157	Prat.g_01411	Syab.g_02175
OG0001158	Prat.g_01412	Syab.g_02176
OG0001159	Prat.g_01413	Syab.g_02177
OG0001160	Prat.g_01439	Syab.g_02231
OG0001161	Prat.g_01502	Syab.g_02797
OG0001162	Prat.g_01500	Syab.g_00893
OG0001163	Prat.g_01583	Syab.g_02241
OG0001164	Prat.g_01587	Syab.g_02247
OG0001165	Prat.g_01590	Syab.g_02252
OG0001166	Prat.g_01610	Syab.g_02296
OG0001167	Prat.g_01628	Syab.g_02322
OG0001168	Prat.g_01630	Syab.g_02324
OG0001169	Prat.g_01632	Syab.g_02326
OG0001170	Prat.g_01634	Syab.g_02328
OG0001171	Prat.g_01645	Syab.g_02339
OG0001172	Prat.g_01660	Syab.g_00371
OG0001173	Prat.g_01661	Syab.g_00372
OG0001174	Prat.g_01669	Syab.g_00380
OG0001175	Prat.g_01670	Syab.g_00381
OG0001176	Prat.g_01678	Syab.g_00398
OG0001177	Prat.g_01680	Syab.g_00396
OG0001178	Prat.g_01597	Syab.g_02263
OG0001179	Prat.g_01710	Syab.g_00427
OG0001180	Prat.g_01732	Syab.g_00453
OG0001181	Prat.g_01736	Syab.g_00457
OG0001182	Prat.g_01745	Syab.g_00467
OG0001183	Prat.g_01749	Syab.g_00474
OG0001184	Prat.g_01766	Syab.g_00196
OG0001185	Prat.g_01783	Syab.g_00119
OG0001186	Prat.g_01807	Syab.g_00085
OG0001187	Prat.g_01810	Syab.g_00081
OG0001188	Prat.g_01812	Syab.g_00079
OG0001189	Prat.g_01829	Syab.g_00058
OG0001190	Prat.g_01834	Syab.g_02755
OG0001191	Prat.g_01844	Syab.g_02771
OG0001192	Prat.g_01849	Syab.g_02778
OG0001193	Prat.g_01863	Syab.g_02827
OG0001194	Prat.g_01864	Syab.g_02833
OG0001195	Prat.g_01865	Syab.g_02834
OG0001196	Prat.g_01881	Syab.g_02896
OG0001197	Prat.g_01883	Syab.g_02898
OG0001198	Prat.g_01890	Syab.g_02911
OG0001200	Prat.g_00073	Syab.g_02442
OG0001201	Prat.g_00105	Syab.g_02501
OG0001202	Prat.g_00201	Syab.g_02635
OG0001203	Prat.g_00243	Syab.g_02369
OG0001205	Prat.g_00406	Syab.g_00593
OG0001206	Prat.g_00425	Syab.g_00641
OG0001207	Prat.g_00436	Syab.g_02088
OG0001208	Prat.g_00442	Syab.g_02098
OG0001209	Prat.g_00497	Syab.g_02038
OG0001210	Prat.g_00501	Syab.g_02030
OG0001211	Prat.g_00511	Syab.g_02013
OG0001212	Prat.g_00558	Syab.g_01955
OG0001213	Prat.g_00593	Syab.g_01886
OG0001214	Prat.g_01088	Syab.g_01872
OG0001215	Prat.g_00764	Syab.g_01171
OG0001216	Prat.g_00790	Syab.g_01269
OG0001217	Prat.g_01486	Syab.g_01464
OG0001218	Prat.g_01217	Syab.g_00723
OG0001220	Prat.g_00984	Syab.g_01737
OG0001221	Prat.g_00728	Syab.g_01607
OG0001222	Prat.g_00944	Syab.g_01396
OG0001223	Prat.g_00914	Syab.g_01345
OG0001224	Prat.g_00961	Syab.g_01214
OG0001225	Prat.g_00963	Syab.g_01212
OG0001226	Prat.g_00078	Syab.g_02450
OG0001227	Prat.g_01197	Syab.g_00891
OG0001228	Prat.g_01106	Syab.g_01697
OG0001229	Prat.g_01228	Syab.g_01184
OG0001230	Prat.g_01343	Syab.g_00791
OG0001232	Prat.g_01614	Syab.g_02306
OG0001233	Prat.g_01635	Syab.g_02329
OG0001234	Prat.g_01672	Syab.g_00385
OG0001235	Prat.g_01676	Syab.g_00391
OG0001236	Prat.g_01763	Syab.g_00200
OG0001237	Prat.g_01767	Syab.g_00192
OG0001238	Prat.g_01845	Syab.g_02773
OG0001239	Prat.g_00068	Syab.g_02437
OG0001240	Prat.g_00090	Syab.g_02484
OG0001241	Prat.g_00099	Syab.g_02494
OG0001243	Prat.g_00125	Syab.g_02533
OG0001244	Prat.g_00140	Syab.g_02561
OG0001245	Prat.g_00671	Syab.g_01762
OG0001246	Prat.g_01485, Prat.g_00467	Syab.g_02126
OG0001247	Prat.g_00757	Syab.g_02825
OG0001248	Prat.g_00759	Syab.g_01163
OG0001249	Prat.g_00345	Syab.g_00514
OG0001250	Prat.g_00997	Syab.g_01714
OG0001251	Prat.g_00695	Syab.g_01816
OG0001253	Prat.g_01480	Syab.g_01761
OG0001254	Prat.g_01559	Syab.g_01749
OG0001255	Prat.g_01172	Syab.g_01846
OG0001256	Prat.g_01446	Syab.g_02238
OG0001258	Prat.g_01588	Syab.g_02250
OG0001259	Prat.g_01633	Syab.g_02327
OG0001260	Prat.g_01651	Syab.g_02350
OG0001261	Prat.g_01717	Syab.g_00436
OG0001262	Prat.g_01827	Syab.g_00060
OG0001263	Prat.g_00127	Syab.g_02536
OG0001265	Prat.g_00117	Syab.g_02523
OG0001266	Prat.g_00205	Syab.g_02639
OG0001267	Prat.g_00287	Syab.g_00295
OG0001268	Prat.g_00353	Syab.g_00529
OG0001269	Prat.g_00985	Syab.g_01809
OG0001270	Prat.g_00394	Syab.g_00579
OG0001271	Prat.g_00431	Syab.g_00694
OG0001272	Prat.g_00446	Syab.g_02102
OG0001273	Prat.g_01095	Syab.g_01878
OG0001274	Prat.g_00228	Syab.g_02706
OG0001275	Prat.g_00922	Syab.g_01330
OG0001276	Prat.g_00936	Syab.g_01313
OG0001277	Prat.g_00817	Syab.g_02163
OG0001278	Prat.g_01102	Syab.g_01152
OG0001279	Prat.g_00828	Syab.g_01807
OG0001280	Prat.g_01248	Syab.g_00918
OG0001281	Prat.g_01254	Syab.g_00906
OG0001282	Prat.g_01292	Syab.g_02086
OG0001283	Prat.g_01877	Syab.g_02885
OG0001284	Prat.g_01433	Syab.g_02211
OG0001285	Prat.g_01617	Syab.g_02309
OG0001286	Prat.g_01730	Syab.g_00451
OG0001287	Prat.g_01790	Syab.g_00111
OG0001288	Prat.g_01800	Syab.g_00094
OG0001289	Prat.g_00085	Syab.g_02465
OG0001290	Prat.g_00098	Syab.g_02493
OG0001291	Prat.g_00135	Syab.g_02546
OG0001292	Prat.g_00254	Syab.g_00348
OG0001293	Prat.g_00268	Syab.g_00322
OG0001294	Prat.g_01546	Syab.g_01564
OG0001295	Prat.g_01215	Syab.g_01215
OG0001296	Prat.g_00472	Syab.g_02132
OG0001297	Prat.g_00477	Syab.g_02136
OG0001298	Prat.g_00541	Syab.g_01980
OG0001299	Prat.g_01057	Syab.g_01557
OG0001300	Prat.g_00768	Syab.g_01180
OG0001301	Prat.g_00773	Syab.g_01197
OG0001302	Prat.g_00859	Syab.g_01844
OG0001303	Prat.g_01550	Syab.g_01424
OG0001304	Prat.g_00949	Syab.g_01298
OG0001305	Prat.g_00969	Syab.g_01204
OG0001306	Prat.g_01170	Syab.g_00941
OG0001307	Prat.g_01283	Syab.g_01552
OG0001308	Prat.g_01363	Syab.g_00759
OG0001309	Prat.g_00481	Syab.g_02142
OG0001310	Prat.g_01604	Syab.g_02288
OG0001311	Prat.g_00938	Syab.g_01311
OG0001312	Prat.g_00872	Syab.g_01414
OG0001313	Prat.g_00849	Syab.g_00652, Syab.g_00660, Syab.g_00651, Syab.g_00659
OG0001316	Prat.g_00139	Syab.g_02552
OG0001317	Prat.g_00239	Syab.g_02373
OG0001318	Prat.g_00263	Syab.g_00333
OG0001319	Prat.g_00280	Syab.g_00306
OG0001321	Prat.g_00413	Syab.g_00616
OG0001322	Prat.g_00414	Syab.g_00617
OG0001324	Prat.g_00769	Syab.g_01181
OG0001325	Prat.g_00793	Syab.g_01273
OG0001327	Prat.g_00704	Syab.g_01643
OG0001329	Prat.g_01542	Syab.g_00361
OG0001330	Prat.g_01468	Syab.g_00925
OG0001331	Prat.g_01297	Syab.g_02081
OG0001332	Prat.g_01403	Syab.g_02165
OG0001333	Prat.g_01629	Syab.g_02323
OG0001334	Prat.g_01752	Syab.g_00483
OG0001335	Prat.g_01753	Syab.g_00484
OG0001336	Prat.g_01878	Syab.g_02886
OG0001337	Prat.g_00339	Syab.g_00480, Syab.g_00502
OG0001338	Prat.g_00342	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Prat.g_00101	Syab.g_02496
OG0001340	Prat.g_00340	Syab.g_00503
OG0001341	Prat.g_01225	Syab.g_01779
OG0001343	Prat.g_00692	Syab.g_00359
OG0001344	Prat.g_01152	Syab.g_00974
OG0001346	Prat.g_01250	Syab.g_00914
OG0001348	Prat.g_00827	Syab.g_01258
OG0001351	Prat.g_00416	Syab.g_00625
OG0001353	Prat.g_01005	Syab.g_01702
OG0001354	Prat.g_00906	Syab.g_01358
OG0001359	Prat.g_00693	Syab.g_00360
OG0001361	Prat.g_01138	Syab.g_00154, Syab.g_01005
OG0001362	Prat.g_01367	Syab.g_00754
OG0001363	Prat.g_01369	Syab.g_00752
OG0001364	Prat.g_01755	Syab.g_00211
OG0001365	Prat.g_01838	Syab.g_02760
OG0001369	Prat.g_01269	Syab.g_02483
OG0001370	Prat.g_00422	Syab.g_01831
OG0001375	Prat.g_00691	Syab.g_00358
OG0001379	Prat.g_01243	Syab.g_00923
OG0001381	Prat.g_01181	Syab.g_01937
OG0001394	Prat.g_00732	Syab.g_01599
OG0001397	Prat.g_01368	Syab.g_00753
OG0001398	Prat.g_00810	Syab.g_02457
OG0001401	Prat.g_00850	Syab.g_01708
OG0001402	Prat.g_00588	Syab.g_01896
OG0001404	Prat.g_00065	Syab.g_02433
OG0001405	Prat.g_00333	Syab.g_00486
OG0001407	Prat.g_01521	Syab.g_01158
OG0001409	Prat.g_01148	Syab.g_00988
OG0001410	Prat.g_01284	Syab.g_01550
OG0001414	Prat.g_00233	Syab.g_01938
OG0001415	Prat.g_00235	Syab.g_02471
OG0001416	Prat.g_00421	Syab.g_00909
OG0001419	Prat.g_01522	Syab.g_01159
OG0001425	Prat.g_01848	Syab.g_02777
OG0001428	Prat.g_00173	Syab.g_02594
OG0001429	Prat.g_00864	Syab.g_01423
OG0001430	Prat.g_01216	Syab.g_02743
OG0001434	Prat.g_00737	Syab.g_01594
OG0001435	Prat.g_00711	Syab.g_01637
OG0001438	Prat.g_00301	Syab.g_00280
OG0001443	Prat.g_01227	Syab.g_02794
OG0001448	Prat.g_00658	Syab.g_01789
OG0001450	Prat.g_00761	Syab.g_01081
OG0001452	Prat.g_00697	Syab.g_00338
OG0001461	Prat.g_00378	Syab.g_01754
OG0001463	Prat.g_00294	Syab.g_01104
OG0001467	Prat.g_01290	Syab.g_00805
OG0001477	Prat.g_01515, Prat.g_01514	Syab.g_01191
OG0001481	Prat.g_00375	Syab.g_00621
OG0001484	Prat.g_00635	Syab.g_02849
OG0001489	Prat.g_01741	Syab.g_00462
OG0001494	Prat.g_01271	Syab.g_00180
OG0001496	Prat.g_01512	Syab.g_01188
OG0001497	Prat.g_01513	Syab.g_01190
OG0001498	Prat.g_00371	Syab.g_00552
OG0001499	Prat.g_00667	Syab.g_01112
OG0001510	Prat.g_01794	Syab.g_00103
OG0001511	Prat.g_00109	Syab.g_02509
OG0001512	Prat.g_01231	Syab.g_02368
OG0001514	Prat.g_01511	Syab.g_01187
OG0001515	Prat.g_00766	Syab.g_01176
OG0001516	Prat.g_01060	Syab.g_01554
OG0001517	Prat.g_01328, Prat.g_00349	Syab.g_00524
OG0001518	Prat.g_01847	Syab.g_02775
OG0001519	Prat.g_01852	Syab.g_02796
OG0001527	Prat.g_00526	Syab.g_01998
OG0001529	Prat.g_00043	Syab.g_00051
OG0001530	Prat.g_00108	Syab.g_02507
OG0001531	Prat.g_00244	Syab.g_02367
OG0001532	Prat.g_01125	Syab.g_01024
OG0001534	Prat.g_00950	Syab.g_01297
OG0001535	Prat.g_00935	Syab.g_01316
OG0001536	Prat.g_00892	Syab.g_01388
OG0001537	Prat.g_00729	Syab.g_01606
OG0001538	Prat.g_01032	Syab.g_01278
OG0001539	Prat.g_00706	Syab.g_01641
OG0001540	Prat.g_00129	Syab.g_02538
OG0001541	Prat.g_00181	Syab.g_02603
OG0001542	Prat.g_00187	Syab.g_02614
OG0001543	Prat.g_01221	Syab.g_02686
OG0001544	Prat.g_01851	Syab.g_02795
OG0001545	Prat.g_01868	Syab.g_02874
OG0001557	Prat.g_00733	Syab.g_01598
OG0001559	Prat.g_00107	Syab.g_02506
OG0001560	Prat.g_00097	Syab.g_02492
OG0001561	Prat.g_00940	Syab.g_01309
OG0001562	Prat.g_00927	Syab.g_01324
OG0001574	Prat.g_00524	Syab.g_02000
OG0001575	Prat.g_00529	Syab.g_01995
OG0001576	Prat.g_01262	Syab.g_00896
OG0001577	Prat.g_01160	Syab.g_00964
OG0001579	Prat.g_00337	Syab.g_00489, Syab.g_00494
OG0001580	Prat.g_00050	Syab.g_02740
OG0001586	Prat.g_01268	Syab.g_00169
OG0001589	Prat.g_01638	Syab.g_02331
OG0001591	Prat.g_00746	Syab.g_01566
OG0001592	Prat.g_00049	Syab.g_02741
OG0001614	Prat.g_01782	Syab.g_00121
OG0001616	Prat.g_01133	Syab.g_01013
OG0001617	Prat.g_00770	Syab.g_01183
OG0001619	Prat.g_00882	Syab.g_01399
OG0001620	Prat.g_00357	Syab.g_00535
OG0001621	Prat.g_00259	Syab.g_00337
OG0001622	Prat.g_01876	Syab.g_02884
OG0001625	Prat.g_00265	Syab.g_00328
OG0001636	Prat.g_00035	Syab.g_00041
OG0001639	Prat.g_01406	Syab.g_02170
OG0001640	Prat.g_00954	Syab.g_01233
OG0001642	Prat.g_00986	Syab.g_02027
OG0001643	Prat.g_01085	Syab.g_01869
OG0001644	Prat.g_00806	Syab.g_01672
OG0001652	Prat.g_00844	Syab.g_00019
OG0001654	Prat.g_01404	Syab.g_02168
OG0001655	Prat.g_01230	Syab.g_02056, Syab.g_02672
OG0001656	Prat.g_00336	Syab.g_00493
OG0001657	Prat.g_00155	Syab.g_02575
OG0001658	Prat.g_00045	Syab.g_02754
OG0001669	Prat.g_00041	Syab.g_02892
OG0001671	Prat.g_00837	Syab.g_02691
OG0001673	Prat.g_00237	Syab.g_02375
OG0001676	Prat.g_00338	Syab.g_00492
OG0001678	Prat.g_01659	Syab.g_00370
OG0001679	Prat.g_00343	Syab.g_02475, Syab.g_01425
OG0001692	Prat.g_01347	Syab.g_00782
OG0001693	Prat.g_00625	Syab.g_01209
OG0001694	Prat.g_00289	Syab.g_00293
OG0001703	Prat.g_00437	Syab.g_02089
OG0001713	Prat.g_01149	Syab.g_00985
OG0001717	Prat.g_00168	Syab.g_02588
OG0001729	Prat.g_00247	Syab.g_02362
OG0001731	Prat.g_01419	Syab.g_02188
OG0001737	Prat.g_00836	Syab.g_00274
OG0001748	Prat.g_00838	Syab.g_02693
OG0001752	Prat.g_01653	Syab.g_02354
OG0001761	Prat.g_00578	Syab.g_01920
OG0001770	Prat.g_01553	Syab.g_01743
OG0001803	Prat.g_00402	Syab.g_00589
OG0001813	Prat.g_01855	Syab.g_02810
OG0001816	Prat.g_00703	Syab.g_01644
OG0001835	Prat.g_01543	Syab.g_01059
OG0001837	Prat.g_00839	Syab.g_02692
OG0001974	Prat.g_01491	Syab.g_02750
OG0002177	Prat.g_00598	Syab.g_01480
OG0002237	Prat.g_01096	Syab.g_01880
OG0002246	Prat.g_01537	Syab.g_00563
OG0002296	Prat.g_01377	Syab.g_00744
OG0002434	Prat.g_00521	Syab.g_02004
OG0002490	Prat.g_01527	Syab.g_00176
OG0002490	Prat.g_01531	Syab.g_01118
OG0002700	Prat.g_01205	Syab.g_01069
OG0002794	Prat.g_01270	Syab.g_00168
OG0004266	Prat.g_00040, Prat.g_00039	Syab.g_00048
