Orthogroup	Prat	Syah
OG0001163	Prat.g_01583	Syah.g_02370
OG0001164	Prat.g_01587	Syah.g_02376
OG0001165	Prat.g_01590	Syah.g_02381
OG0001166	Prat.g_01610	Syah.g_02410
OG0001167	Prat.g_01628	Syah.g_02259
OG0001168	Prat.g_01630	Syah.g_02261
OG0001169	Prat.g_01632	Syah.g_02263
OG0001170	Prat.g_01634	Syah.g_02265
OG0001171	Prat.g_01645	Syah.g_02276
OG0001172	Prat.g_01660	Syah.g_00692
OG0001173	Prat.g_01661	Syah.g_00693
OG0001174	Prat.g_01669	Syah.g_00701
OG0001175	Prat.g_01670	Syah.g_00702
OG0001176	Prat.g_01678	Syah.g_00738
OG0001177	Prat.g_01680	Syah.g_00736
OG0001178	Prat.g_01597	Syah.g_02390
OG0001179	Prat.g_01710	Syah.g_00767
OG0001180	Prat.g_01732	Syah.g_00792
OG0001181	Prat.g_01736	Syah.g_00796
OG0001182	Prat.g_01745	Syah.g_00805
OG0001183	Prat.g_01749	Syah.g_00810
OG0001184	Prat.g_01766	Syah.g_00192
OG0001185	Prat.g_01783	Syah.g_00244
OG0001186	Prat.g_01807	Syah.g_00294
OG0001187	Prat.g_01810	Syah.g_00289
OG0001188	Prat.g_01812	Syah.g_00299
OG0001189	Prat.g_01829	Syah.g_00316
OG0001190	Prat.g_01834	Syah.g_00512
OG0001191	Prat.g_01844	Syah.g_00491
OG0001192	Prat.g_01849	Syah.g_00485
OG0001193	Prat.g_01863	Syah.g_00456
OG0001194	Prat.g_01864	Syah.g_00454
OG0001195	Prat.g_01865	Syah.g_00453
OG0001196	Prat.g_01881	Syah.g_00390
OG0001197	Prat.g_01883	Syah.g_00388
OG0001198	Prat.g_01890	Syah.g_00376
OG0001200	Prat.g_00073	Syah.g_02490
OG0001201	Prat.g_00105	Syah.g_02538
OG0001202	Prat.g_00201	Syah.g_00594
OG0001203	Prat.g_00243	Syah.g_00909
OG0001205	Prat.g_00406	Syah.g_02222
OG0001206	Prat.g_00425	Syah.g_01208
OG0001207	Prat.g_00436	Syah.g_00987
OG0001208	Prat.g_00442	Syah.g_00999
OG0001209	Prat.g_00497	Syah.g_01067
OG0001210	Prat.g_00501	Syah.g_01074
OG0001211	Prat.g_00511	Syah.g_01092
OG0001212	Prat.g_00558	Syah.g_01150
OG0001213	Prat.g_00593	Syah.g_01946
OG0001214	Prat.g_01088	Syah.g_01933
OG0001215	Prat.g_00764	Syah.g_01996
OG0001216	Prat.g_00790	Syah.g_01727
OG0001217	Prat.g_01486	Syah.g_01869
OG0001218	Prat.g_01217	Syah.g_01244
OG0001219	Prat.g_00863	Syah.g_01578
OG0001220	Prat.g_00984	Syah.g_02113
OG0001221	Prat.g_00728	Syah.g_01816
OG0001223	Prat.g_00914	Syah.g_01654
OG0001224	Prat.g_00961	Syah.g_02034
OG0001225	Prat.g_00963	Syah.g_02032
OG0001226	Prat.g_00078	Syah.g_01887
OG0001227	Prat.g_01197	Syah.g_00472
OG0001228	Prat.g_01106	Syah.g_02228
OG0001229	Prat.g_01228	Syah.g_02009
OG0001230	Prat.g_01343	Syah.g_01302
OG0001232	Prat.g_01614	Syah.g_02422
OG0001233	Prat.g_01635	Syah.g_02266
OG0001234	Prat.g_01672	Syah.g_00706
OG0001236	Prat.g_01763	Syah.g_00189
OG0001237	Prat.g_01767	Syah.g_00201
OG0001238	Prat.g_01845	Syah.g_00490
OG0001240	Prat.g_00090	Syah.g_02523
OG0001241	Prat.g_00099	Syah.g_02532
OG0001243	Prat.g_00125	Syah.g_00017
OG0001244	Prat.g_00140	Syah.g_00049
OG0001245	Prat.g_00671	Syah.g_01848
OG0001246	Prat.g_01485, Prat.g_00467	Syah.g_01025
OG0001247	Prat.g_00757	Syah.g_01741
OG0001248	Prat.g_00759	Syah.g_01744
OG0001249	Prat.g_00345	Syah.g_00849
OG0001250	Prat.g_00997	Syah.g_02090
OG0001251	Prat.g_00695	Syah.g_00448
OG0001253	Prat.g_01480	Syah.g_01849
OG0001254	Prat.g_01559	Syah.g_01438
OG0001255	Prat.g_01172	Syah.g_00919
OG0001256	Prat.g_01446	Syah.g_02369
OG0001258	Prat.g_01588	Syah.g_02379
OG0001259	Prat.g_01633	Syah.g_02264
OG0001260	Prat.g_01651	Syah.g_02286
OG0001262	Prat.g_01827	Syah.g_00314
OG0001263	Prat.g_00127	Syah.g_00020
OG0001265	Prat.g_00117	Syah.g_00009
OG0001266	Prat.g_00205	Syah.g_00590
OG0001267	Prat.g_00287	Syah.g_00624
OG0001268	Prat.g_00353	Syah.g_00864
OG0001269	Prat.g_00985	Syah.g_00916
OG0001270	Prat.g_00394	Syah.g_02238
OG0001271	Prat.g_00431	Syah.g_01218
OG0001272	Prat.g_00446	Syah.g_01003
OG0001273	Prat.g_01095	Syah.g_01940
OG0001274	Prat.g_00228	Syah.g_00537
OG0001275	Prat.g_00922	Syah.g_01669
OG0001276	Prat.g_00936	Syah.g_01685
OG0001277	Prat.g_00817	Syah.g_00404
OG0001278	Prat.g_01102	Syah.g_01390
OG0001279	Prat.g_00828	Syah.g_01323
OG0001280	Prat.g_01248	Syah.g_02197
OG0001281	Prat.g_01254	Syah.g_02207
OG0001282	Prat.g_01292	Syah.g_00985
OG0001283	Prat.g_01877	Syah.g_00395
OG0001284	Prat.g_01433	Syah.g_02348
OG0001286	Prat.g_01730	Syah.g_00790
OG0001287	Prat.g_01790	Syah.g_00252
OG0001288	Prat.g_01800	Syah.g_00266
OG0001289	Prat.g_00085	Syah.g_02508
OG0001291	Prat.g_00135	Syah.g_00032
OG0001292	Prat.g_00254	Syah.g_00671
OG0001293	Prat.g_00268	Syah.g_00650
OG0001294	Prat.g_01546	Syah.g_01507
OG0001295	Prat.g_01215	Syah.g_01076
OG0001296	Prat.g_00472	Syah.g_01030
OG0001297	Prat.g_00477	Syah.g_01034
OG0001298	Prat.g_00541	Syah.g_01128
OG0001299	Prat.g_01057	Syah.g_01501
OG0001300	Prat.g_00768	Syah.g_02005
OG0001301	Prat.g_00773	Syah.g_02018
OG0001302	Prat.g_00859	Syah.g_01901
OG0001303	Prat.g_01550	Syah.g_01580
OG0001304	Prat.g_00949	Syah.g_01698
OG0001305	Prat.g_00969	Syah.g_02024
OG0001306	Prat.g_01170	Syah.g_02179
OG0001307	Prat.g_01283	Syah.g_00724
OG0001309	Prat.g_00481	Syah.g_01040
OG0001310	Prat.g_01604	Syah.g_02402
OG0001311	Prat.g_00938	Syah.g_01687
OG0001312	Prat.g_00872	Syah.g_01590
OG0001313	Prat.g_00849	Syah.g_00564
OG0001316	Prat.g_00139	Syah.g_00039
OG0001317	Prat.g_00239	Syah.g_00905
OG0001318	Prat.g_00263	Syah.g_00658
OG0001319	Prat.g_00280	Syah.g_00635
OG0001321	Prat.g_00413	Syah.g_02216
OG0001322	Prat.g_00414	Syah.g_02215
OG0001324	Prat.g_00769	Syah.g_02006
OG0001325	Prat.g_00793	Syah.g_01723
OG0001327	Prat.g_00704	Syah.g_01519
OG0001329	Prat.g_01542	Syah.g_01906
OG0001330	Prat.g_01468	Syah.g_02190
OG0001332	Prat.g_01403	Syah.g_02308
OG0001333	Prat.g_01629	Syah.g_02260
OG0001334	Prat.g_01752	Syah.g_00818
OG0001335	Prat.g_01753	Syah.g_00819
OG0001336	Prat.g_01878	Syah.g_00394
OG0001337	Prat.g_00339	Syah.g_00815, Syah.g_00837
OG0001338	Prat.g_00342	Syah.g_00829, Syah.g_00856, Syah.g_02456, Syah.g_00841
OG0001340	Prat.g_00340	Syah.g_00838
OG0001341	Prat.g_01225	Syah.g_02011
OG0001343	Prat.g_00692	Syah.g_00450
OG0001344	Prat.g_01152	Syah.g_02153
OG0001346	Prat.g_01250	Syah.g_02200
OG0001348	Prat.g_00827	Syah.g_02073
OG0001352	Prat.g_00753	Syah.g_01058
OG0001353	Prat.g_01005	Syah.g_02079
OG0001354	Prat.g_00906	Syah.g_01641
OG0001359	Prat.g_00693	Syah.g_00451
OG0001361	Prat.g_01138	Syah.g_02127
OG0001362	Prat.g_01367	Syah.g_01275
OG0001363	Prat.g_01369	Syah.g_01273
OG0001364	Prat.g_01755	Syah.g_00174
OG0001368	Prat.g_00632, Prat.g_00818	Syah.g_00677
OG0001370	Prat.g_00422	Syah.g_01732, Syah.g_00429
OG0001372	Prat.g_01503	Syah.g_01055
OG0001375	Prat.g_00691	Syah.g_00449
OG0001379	Prat.g_01243	Syah.g_02192
OG0001381	Prat.g_01181	Syah.g_00717
OG0001394	Prat.g_00732	Syah.g_01810
OG0001397	Prat.g_01368	Syah.g_01274
OG0001398	Prat.g_00810	Syah.g_01563
OG0001401	Prat.g_00850	Syah.g_02084
OG0001402	Prat.g_00588	Syah.g_01958
OG0001403	Prat.g_00032	Syah.g_00341
OG0001404	Prat.g_00065	Syah.g_02482
OG0001405	Prat.g_00333	Syah.g_00821
OG0001407	Prat.g_01521	Syah.g_01059
OG0001410	Prat.g_01284	Syah.g_00725
OG0001414	Prat.g_00233	Syah.g_00718
OG0001416	Prat.g_00421	Syah.g_02204
OG0001419	Prat.g_01522	Syah.g_01060
OG0001421	Prat.g_01447	Syah.g_01851
OG0001425	Prat.g_01848	Syah.g_00486
OG0001428	Prat.g_00173	Syah.g_00081
OG0001430	Prat.g_01216	Syah.g_00518
OG0001434	Prat.g_00737	Syah.g_01805
OG0001435	Prat.g_00711	Syah.g_01525
OG0001438	Prat.g_00301	Syah.g_00102
OG0001443	Prat.g_01227	Syah.g_00478
OG0001446	Prat.g_01504	Syah.g_01731
OG0001448	Prat.g_00658	Syah.g_01540
OG0001452	Prat.g_00697	Syah.g_00663
OG0001461	Prat.g_00378	Syah.g_00711
OG0001465	Prat.g_00779	Syah.g_01737
OG0001468	Prat.g_00679	Syah.g_01899
OG0001477	Prat.g_01515, Prat.g_01514	Syah.g_02015
OG0001481	Prat.g_00375	Syah.g_01703
OG0001484	Prat.g_00635	Syah.g_00435
OG0001487	Prat.g_01395	Syah.g_01245
OG0001489	Prat.g_01741	Syah.g_00801
OG0001494	Prat.g_01271	Syah.g_00325
OG0001495	Prat.g_01681	Syah.g_00735
OG0001496	Prat.g_01512	Syah.g_02013
OG0001497	Prat.g_01513	Syah.g_02014
OG0001498	Prat.g_00371	Syah.g_00889
OG0001499	Prat.g_00667	Syah.g_01463, Syah.g_01462
OG0001510	Prat.g_01794	Syah.g_00256
OG0001511	Prat.g_00109	Syah.g_02546
OG0001512	Prat.g_01231	Syah.g_00910
OG0001514	Prat.g_01511	Syah.g_02012
OG0001515	Prat.g_00766	Syah.g_02001
OG0001516	Prat.g_01060	Syah.g_01498
OG0001517	Prat.g_01328, Prat.g_00349	Syah.g_00859
OG0001518	Prat.g_01847	Syah.g_00488
OG0001519	Prat.g_01852	Syah.g_00476
OG0001527	Prat.g_00526	Syah.g_01107
OG0001529	Prat.g_00043	Syah.g_00328
OG0001530	Prat.g_00108	Syah.g_02544
OG0001531	Prat.g_00244	Syah.g_00911
OG0001532	Prat.g_01125	Syah.g_01420
OG0001534	Prat.g_00950	Syah.g_01699
OG0001535	Prat.g_00935	Syah.g_01683
OG0001536	Prat.g_00892	Syah.g_01617
OG0001537	Prat.g_00729	Syah.g_01815
OG0001538	Prat.g_01032	Syah.g_01774
OG0001539	Prat.g_00706	Syah.g_01521
OG0001540	Prat.g_00129	Syah.g_00022
OG0001541	Prat.g_00181	Syah.g_00621
OG0001542	Prat.g_00187	Syah.g_00612
OG0001543	Prat.g_01221	Syah.g_00568
OG0001544	Prat.g_01851	Syah.g_00477
OG0001545	Prat.g_01868	Syah.g_00405
OG0001548	Prat.g_00643	Syah.g_01882
OG0001549	Prat.g_00975	Syah.g_02121
OG0001557	Prat.g_00733	Syah.g_01809
OG0001559	Prat.g_00107	Syah.g_02543
OG0001560	Prat.g_00097	Syah.g_02531
OG0001561	Prat.g_00940	Syah.g_01689
OG0001562	Prat.g_00927	Syah.g_01675
OG0001563	Prat.g_01725	Syah.g_00784
OG0001574	Prat.g_00524	Syah.g_01105
OG0001575	Prat.g_00529	Syah.g_01110
OG0001576	Prat.g_01262	Syah.g_01172
OG0001577	Prat.g_01160	Syah.g_02162
OG0001579	Prat.g_00337	Syah.g_00824, Syah.g_00828
OG0001580	Prat.g_00050	Syah.g_00523, Syah.g_00522
OG0001589	Prat.g_01638	Syah.g_02269
OG0001591	Prat.g_00746	Syah.g_01509
OG0001592	Prat.g_00049	Syah.g_00521
OG0001602	Prat.g_00778	Syah.g_01738
OG0001614	Prat.g_01782	Syah.g_00242
OG0001616	Prat.g_01133	Syah.g_01430
OG0001617	Prat.g_00770	Syah.g_02008
OG0001619	Prat.g_00882	Syah.g_01607
OG0001620	Prat.g_00357	Syah.g_00871
OG0001621	Prat.g_00259	Syah.g_00662
OG0001622	Prat.g_01876	Syah.g_00396
OG0001625	Prat.g_00265	Syah.g_00656
OG0001636	Prat.g_00035	Syah.g_00336
OG0001639	Prat.g_01406	Syah.g_02312
OG0001640	Prat.g_00954	Syah.g_02060
OG0001643	Prat.g_01085	Syah.g_01930
OG0001644	Prat.g_00806	Syah.g_01709
OG0001652	Prat.g_00844	Syah.g_00560
OG0001654	Prat.g_01404	Syah.g_02310
OG0001655	Prat.g_01230	Syah.g_02446
OG0001656	Prat.g_00336	Syah.g_00827
OG0001657	Prat.g_00155	Syah.g_00063
OG0001658	Prat.g_00045	Syah.g_00513
OG0001671	Prat.g_00837	Syah.g_00550
OG0001673	Prat.g_00237	Syah.g_01195, Syah.g_00903
OG0001676	Prat.g_00338	Syah.g_00826
OG0001678	Prat.g_01659	Syah.g_00691
OG0001679	Prat.g_00343	Syah.g_01114
OG0001691	Prat.g_00952	Syah.g_01965
OG0001692	Prat.g_01347	Syah.g_01297
OG0001693	Prat.g_00625	Syah.g_02029
OG0001694	Prat.g_00289	Syah.g_00622
OG0001703	Prat.g_00437	Syah.g_00988
OG0001713	Prat.g_01149	Syah.g_02144
OG0001717	Prat.g_00168	Syah.g_00076
OG0001729	Prat.g_00247	Syah.g_00914
OG0001731	Prat.g_01419	Syah.g_02332
OG0001737	Prat.g_00836	Syah.g_00108
OG0001748	Prat.g_00838	Syah.g_00554, Syah.g_00549
OG0001749	Prat.g_01325	Syah.g_00159
OG0001752	Prat.g_01653	Syah.g_02289
OG0001761	Prat.g_00578	Syah.g_01971
OG0001769	Prat.g_01222	Syah.g_01915
OG0001770	Prat.g_01553	Syah.g_01448
OG0001771	Prat.g_01576	Syah.g_02078
OG0001795	Prat.g_00675	Syah.g_01461
OG0001803	Prat.g_00402	Syah.g_02226
OG0001810	Prat.g_00832	Syah.g_00037
OG0001813	Prat.g_01855	Syah.g_00467
OG0001816	Prat.g_00703	Syah.g_01518
OG0001835	Prat.g_01543	Syah.g_01363
OG0001837	Prat.g_00839	Syah.g_00555
OG0001907	Prat.g_01459	Syah.g_00043
OG0001916	Prat.g_00457	Syah.g_01014
OG0001974	Prat.g_01491	Syah.g_00515
OG0002237	Prat.g_01096	Syah.g_01942
OG0002247	Prat.g_00535	Syah.g_01119
OG0002276	Prat.g_01545, Prat.g_01565	Syah.g_00943
OG0002285	Prat.g_00875	Syah.g_01593
OG0002349	Prat.g_01637	Syah.g_02268
OG0002490	Prat.g_01527, Prat.g_01531	Syah.g_00214
OG0002794	Prat.g_01270	Syah.g_00326
OG0003370	Prat.g_00847	Syah.g_00563
OG0003371	Prat.g_00840	Syah.g_00556
OG0003372	Prat.g_00842	Syah.g_00558
OG0003660	Prat.g_00841	Syah.g_00557
OG0003806	Prat.g_00843	Syah.g_00559
