Orthogroup	Syal	Pran
OG0001173	Syal.g_00199	Pran.g_01036
OG0001174	Syal.g_00207	Pran.g_01045
OG0001175	Syal.g_00208	Pran.g_01046
OG0001176	Syal.g_00226	Pran.g_01053
OG0001177	Syal.g_00224	Pran.g_01055
OG0001178	Syal.g_00592	Pran.g_01060
OG0001179	Syal.g_00256	Pran.g_01089
OG0001180	Syal.g_00282	Pran.g_01111
OG0001182	Syal.g_00295	Pran.g_01122
OG0001183	Syal.g_00302	Pran.g_01126
OG0001184	Syal.g_01359	Pran.g_01141
OG0001185	Syal.g_01453	Pran.g_01155
OG0001186	Syal.g_00179	Pran.g_01178
OG0001187	Syal.g_00175	Pran.g_01183
OG0001188	Syal.g_00172	Pran.g_01185
OG0001190	Syal.g_01067	Pran.g_01205
OG0001191	Syal.g_01083	Pran.g_01215
OG0001192	Syal.g_01090	Pran.g_01220
OG0001193	Syal.g_01128	Pran.g_01230
OG0001194	Syal.g_01130	Pran.g_01231
OG0001195	Syal.g_01131	Pran.g_01232
OG0001196	Syal.g_00078	Pran.g_01245
OG0001197	Syal.g_00080	Pran.g_01246
OG0001198	Syal.g_00093	Pran.g_01254
OG0001199	Syal.g_00757	Pran.g_00358
OG0001200	Syal.g_00759	Pran.g_00356
OG0001201	Syal.g_00821	Pran.g_00325
OG0001202	Syal.g_00956	Pran.g_00233
OG0001204	Syal.g_01201	Pran.g_01949
OG0001205	Syal.g_00515	Pran.g_01735
OG0001206	Syal.g_00490	Pran.g_01716
OG0001207	Syal.g_02889	Pran.g_01701
OG0001208	Syal.g_02899	Pran.g_01696
OG0001209	Syal.g_02835	Pran.g_01643
OG0001210	Syal.g_02827	Pran.g_01638
OG0001211	Syal.g_02811	Pran.g_01628
OG0001212	Syal.g_02754	Pran.g_01582
OG0001213	Syal.g_02701	Pran.g_01549
OG0001214	Syal.g_02634	Pran.g_01541
OG0001215	Syal.g_01786	Pran.g_01488
OG0001216	Syal.g_01861	Pran.g_01458
OG0001217	Syal.g_02067	Pran.g_01415
OG0001218	Syal.g_00429	Pran.g_01407
OG0001219	Syal.g_02036	Pran.g_01354
OG0001220	Syal.g_02494	Pran.g_01292
OG0001221	Syal.g_02258	Pran.g_00440
OG0001222	Syal.g_02006	Pran.g_00479
OG0001223	Syal.g_01960	Pran.g_00505
OG0001225	Syal.g_01825	Pran.g_00566
OG0001226	Syal.g_00767	Pran.g_00159
OG0001227	Syal.g_01575	Pran.g_00141
OG0001228	Syal.g_02451	Pran.g_00015
OG0001229	Syal.g_01801	Pran.g_00843
OG0001230	Syal.g_00029	Pran.g_00741
OG0001231	Syal.g_00114	Pran.g_00634
OG0001232	Syal.g_00622	Pran.g_00993
OG0001233	Syal.g_00645	Pran.g_01013
OG0001234	Syal.g_00212	Pran.g_01048
OG0001237	Syal.g_01362	Pran.g_01142
OG0001238	Syal.g_01085	Pran.g_01216
OG0001239	Syal.g_00754	Pran.g_00361
OG0001240	Syal.g_00804	Pran.g_00340
OG0001241	Syal.g_00814	Pran.g_00332
OG0001242	Syal.g_00844	Pran.g_00314
OG0001244	Syal.g_00882	Pran.g_00293
OG0001245	Syal.g_02522	Pran.g_01815
OG0001246	Syal.g_02927	Pran.g_01674
OG0001247	Syal.g_01126	Pran.g_01495
OG0001248	Syal.g_01778	Pran.g_01493
OG0001249	Syal.g_00337	Pran.g_01365
OG0001250	Syal.g_02469	Pran.g_01303
OG0001251	Syal.g_02576	Pran.g_00414
OG0001252	Syal.g_01834	Pran.g_00559
OG0001253	Syal.g_02521	Pran.g_00140
OG0001254	Syal.g_02507	Pran.g_00091
OG0001255	Syal.g_02609	Pran.g_00076
OG0001256	Syal.g_00571	Pran.g_00641
OG0001257	Syal.g_02262	Pran.g_00635
OG0001258	Syal.g_00582	Pran.g_00967
OG0001259	Syal.g_00643	Pran.g_01011
OG0001260	Syal.g_00665	Pran.g_01027
OG0001261	Syal.g_00265	Pran.g_01097
OG0001262	Syal.g_00154	Pran.g_01200
OG0001264	Syal.g_00191	Pran.g_01952
OG0001265	Syal.g_00842	Pran.g_00315
OG0001266	Syal.g_00960	Pran.g_00229
OG0001267	Syal.g_01263	Pran.g_01914
OG0001268	Syal.g_00353	Pran.g_01856
OG0001269	Syal.g_02567	Pran.g_01835
OG0001270	Syal.g_00528	Pran.g_01746
OG0001271	Syal.g_00466	Pran.g_01706
OG0001272	Syal.g_02903	Pran.g_01692
OG0001273	Syal.g_02641	Pran.g_01547
OG0001274	Syal.g_01007	Pran.g_01473
OG0001275	Syal.g_01932	Pran.g_00515
OG0001276	Syal.g_01914	Pran.g_00543
OG0001277	Syal.g_02963	Pran.g_00152
OG0001278	Syal.g_01766	Pran.g_00010
OG0001279	Syal.g_02565	Pran.g_00609
OG0001280	Syal.g_01604	Pran.g_00877
OG0001281	Syal.g_01592	Pran.g_00871
OG0001282	Syal.g_02887	Pran.g_00840
OG0001283	Syal.g_01179	Pran.g_00820
OG0001284	Syal.g_03007	Pran.g_00663
OG0001285	Syal.g_00625	Pran.g_00996
OG0001286	Syal.g_00280	Pran.g_01109
OG0001287	Syal.g_01461	Pran.g_01162
OG0001288	Syal.g_01513	Pran.g_01171
OG0001289	Syal.g_00781	Pran.g_00345
OG0001290	Syal.g_00813	Pran.g_00333
OG0001291	Syal.g_00866	Pran.g_00299
OG0001292	Syal.g_01206	Pran.g_01944
OG0001293	Syal.g_01236	Pran.g_01932
OG0001294	Syal.g_02207	Pran.g_01817
OG0001295	Syal.g_01828	Pran.g_01711
OG0001296	Syal.g_02933	Pran.g_01669
OG0001298	Syal.g_02777	Pran.g_01601
OG0001299	Syal.g_02200	Pran.g_01512
OG0001300	Syal.g_01795	Pran.g_01485
OG0001301	Syal.g_01941, Syal.g_01810	Pran.g_01482
OG0001302	Syal.g_02607	Pran.g_01356
OG0001303	Syal.g_02033	Pran.g_01434
OG0001304	Syal.g_01899	Pran.g_00553
OG0001305	Syal.g_01817	Pran.g_00572
OG0001306	Syal.g_01626	Pran.g_00074
OG0001308	Syal.g_00392	Pran.g_00723
OG0001309	Syal.g_02943	Pran.g_00637
OG0001310	Syal.g_00605	Pran.g_00982
OG0001311	Syal.g_01912	Pran.g_00545
OG0001312	Syal.g_02024	Pran.g_00468
OG0001315	Syal.g_00300	Pran.g_00371
OG0001316	Syal.g_00872	Pran.g_00294
OG0001317	Syal.g_00687	Pran.g_00198
OG0001318	Syal.g_01228	Pran.g_01936
OG0001319	Syal.g_01252	Pran.g_01921
OG0001321	Syal.g_00508	Pran.g_01726
OG0001322	Syal.g_00507	Pran.g_01725
OG0001323	Syal.g_02946	Pran.g_01659
OG0001324	Syal.g_01796	Pran.g_01484
OG0001325	Syal.g_01865	Pran.g_01455
OG0001326	Syal.g_01138	Pran.g_00184
OG0001327	Syal.g_02296	Pran.g_00167
OG0001328	Syal.g_02266	Pran.g_00142
OG0001329	Syal.g_01188	Pran.g_00101
OG0001332	Syal.g_02965	Pran.g_00690
OG0001333	Syal.g_00639	Pran.g_01007
OG0001334	Syal.g_00311	Pran.g_01129
OG0001335	Syal.g_00312	Pran.g_01130
OG0001336	Syal.g_01180	Pran.g_01242
OG0001339	Syal.g_00816	Pran.g_00330
OG0001340	Syal.g_00328	Pran.g_01866
OG0001341	Syal.g_02538	Pran.g_01418
OG0001343	Syal.g_01190	Pran.g_00411
OG0001344	Syal.g_01658	Pran.g_00056
OG0001345	Syal.g_01694	Pran.g_00041
OG0001346	Syal.g_01600	Pran.g_00875
OG0001348	Syal.g_01849	Pran.g_00604
OG0001349	Syal.g_01426	Pran.g_00792, Pran.g_00805
OG0001353	Syal.g_02457	Pran.g_01311
OG0001354	Syal.g_01973	Pran.g_00497
OG0001358	Syal.g_02715	Pran.g_01558
OG0001359	Syal.g_01189	Pran.g_00412
OG0001360	Syal.g_01696	Pran.g_00139
OG0001361	Syal.g_01691	Pran.g_00044
OG0001362	Syal.g_00397	Pran.g_00719
OG0001363	Syal.g_00399	Pran.g_00717
OG0001364	Syal.g_01342	Pran.g_01132
OG0001365	Syal.g_01072	Pran.g_01209
OG0001373	Syal.g_01137	Pran.g_00183
OG0001374	Syal.g_01145	Pran.g_00191
OG0001375	Syal.g_01191	Pran.g_00192
OG0001376	Syal.g_01095	Pran.g_00173
OG0001377	Syal.g_01094	Pran.g_00172
OG0001378	Syal.g_00529	Pran.g_00130
OG0001379	Syal.g_01609	Pran.g_00882
OG0001382	Syal.g_00220	Pran.g_00618
OG0001385	Syal.g_01134	Pran.g_00180
OG0001386	Syal.g_01135	Pran.g_00181
OG0001387	Syal.g_01136	Pran.g_00182
OG0001388	Syal.g_01139	Pran.g_00185
OG0001389	Syal.g_01140	Pran.g_00186
OG0001390	Syal.g_01141	Pran.g_00187
OG0001391	Syal.g_01142	Pran.g_00188
OG0001392	Syal.g_01143	Pran.g_00189
OG0001393	Syal.g_01144	Pran.g_00190
OG0001394	Syal.g_02250	Pran.g_00444
OG0001395	Syal.g_02432	Pran.g_00555
OG0001397	Syal.g_00398	Pran.g_00718
OG0001398	Syal.g_00774	Pran.g_00596
OG0001399	Syal.g_00434	Pran.g_01050
OG0001404	Syal.g_00750	Pran.g_00364
OG0001405	Syal.g_00314	Pran.g_01868
OG0001406	Syal.g_01096	Pran.g_00174
OG0001407	Syal.g_01774	Pran.g_00161
OG0001408	Syal.g_02589	Pran.g_00156
OG0001409	Syal.g_01671	Pran.g_00053
OG0001411	Syal.g_01399	Pran.g_00809
OG0001413	Syal.g_02570	Pran.g_00648
OG0001416	Syal.g_01595	Pran.g_01719
OG0001417	Syal.g_01974	Pran.g_01709
OG0001419	Syal.g_01775	Pran.g_00160
OG0001420	Syal.g_02955	Pran.g_00121
OG0001423	Syal.g_00726	Pran.g_01777
OG0001425	Syal.g_01089	Pran.g_01219
OG0001428	Syal.g_00915	Pran.g_00260
OG0001432	Syal.g_02578	Pran.g_00650
OG0001433	Syal.g_02212	Pran.g_01391
OG0001434	Syal.g_02245	Pran.g_00448
OG0001438	Syal.g_01278	Pran.g_01901
OG0001439	Syal.g_01306	Pran.g_01887
OG0001442	Syal.g_02234	Pran.g_01431
OG0001443	Syal.g_01101	Pran.g_00595
OG0001447	Syal.g_00853	Pran.g_00308
OG0001448	Syal.g_02552	Pran.g_01827
OG0001449	Syal.g_01198	Pran.g_01794
OG0001452	Syal.g_01223	Pran.g_00416
OG0001454	Syal.g_02566	Pran.g_00146
OG0001456	Syal.g_01146	Pran.g_00082
OG0001457	Syal.g_01147	Pran.g_00081
OG0001458	Syal.g_01148	Pran.g_00080
OG0001459	Syal.g_01493, Syal.g_02104	Pran.g_00954, Pran.g_00642
OG0001460	Syal.g_02211	Pran.g_01392
OG0001461	Syal.g_02091	Pran.g_00916
OG0001462	Syal.g_00138	Pran.g_00390
OG0001471	Syal.g_01301	Pran.g_00647
OG0001473	Syal.g_02571	Pran.g_01180
OG0001474	Syal.g_00354	Pran.g_01855
OG0001480	Syal.g_02599	Pran.g_01826
OG0001481	Syal.g_00504	Pran.g_01821
OG0001482	Syal.g_01964	Pran.g_01721
OG0001486	Syal.g_01651	Pran.g_00062
OG0001492	Syal.g_01769	Pran.g_00013
OG0001493	Syal.g_01760	Pran.g_00005
OG0001499	Syal.g_00086	Pran.g_00372
OG0001502	Syal.g_02489	Pran.g_01373
OG0001504	Syal.g_02103, Syal.g_01492	Pran.g_00953
OG0001507	Syal.g_02094	Pran.g_00613
OG0001525	Syal.g_02585	Pran.g_00629
OG0001527	Syal.g_02796	Pran.g_01615
OG0001546	Syal.g_02950	Pran.g_01654
OG0001547	Syal.g_02050	Pran.g_01371
OG0001551	Syal.g_01781	Pran.g_00083
OG0001554	Syal.g_01065	Pran.g_00639
OG0001555	Syal.g_02484	Pran.g_00624
OG0001565	Syal.g_02600	Pran.g_01757
OG0001567	Syal.g_02051	Pran.g_01372
OG0001568	Syal.g_02049	Pran.g_01370
OG0001570	Syal.g_02053	Pran.g_00118
OG0001572	Syal.g_03017	Pran.g_01768
OG0001582	Syal.g_02644	Pran.g_01710
OG0001585	Syal.g_00712	Pran.g_01784
OG0001634	Syal.g_02203	Pran.g_00610
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Pran.g_00955
OG0001667	Syal.g_02863	Pran.g_00897
OG0001719	Syal.g_01472	Pran.g_01801
OG0001722	Syal.g_00730	Pran.g_00417
OG0001744	Syal.g_00735	Pran.g_00890
OG0001745	Syal.g_02530	Pran.g_00651
OG0001835	Syal.g_00713	Pran.g_01785
OG0001990	Syal.g_01168	Pran.g_01773
OG0002029	Syal.g_00704	Pran.g_00956
OG0002032	Syal.g_02367	Pran.g_01218
OG0002154	Syal.g_01438	Pran.g_00818
OG0002375	Syal.g_01427	Pran.g_00791
OG0002622	Syal.g_02076	Pran.g_00782
OG0003346	Syal.g_01378	Pran.g_00762
