Orthogroup	Syal	Syar
OG0001140	Syal.g_01712	Syar.g_01981
OG0001141	Syal.g_01713	Syar.g_01982
OG0001142	Syal.g_01714	Syar.g_01983
OG0001143	Syal.g_01722	Syar.g_01698
OG0001144	Syal.g_01736	Syar.g_01707
OG0001145	Syal.g_01614	Syar.g_02769
OG0001146	Syal.g_01593	Syar.g_02782
OG0001147	Syal.g_00458	Syar.g_01276
OG0001148	Syal.g_02886	Syar.g_01459
OG0001149	Syal.g_02885	Syar.g_01458
OG0001150	Syal.g_02884	Syar.g_01457
OG0001151	Syal.g_02872	Syar.g_01238
OG0001152	Syal.g_02871	Syar.g_01237
OG0001153	Syal.g_00421	Syar.g_01398
OG0001154	Syal.g_00422	Syar.g_01397
OG0001155	Syal.g_02969	Syar.g_01211
OG0001156	Syal.g_02972	Syar.g_01185
OG0001157	Syal.g_02973	Syar.g_01184
OG0001158	Syal.g_02974	Syar.g_01183
OG0001159	Syal.g_02975	Syar.g_01182
OG0001160	Syal.g_00564	Syar.g_02908
OG0001161	Syal.g_01104	Syar.g_00382
OG0001162	Syal.g_01577	Syar.g_03081
OG0001163	Syal.g_00573	Syar.g_02917
OG0001164	Syal.g_00579	Syar.g_02922
OG0001165	Syal.g_00584	Syar.g_02927
OG0001166	Syal.g_00613	Syar.g_02959
OG0001167	Syal.g_00638	Syar.g_02982
OG0001168	Syal.g_00640	Syar.g_02983
OG0001169	Syal.g_00642	Syar.g_02985
OG0001170	Syal.g_00644	Syar.g_02987
OG0001172	Syal.g_00198	Syar.g_00143
OG0001173	Syal.g_00199	Syar.g_00142
OG0001174	Syal.g_00207	Syar.g_00134
OG0001175	Syal.g_00208	Syar.g_00133
OG0001176	Syal.g_00226	Syar.g_01025
OG0001177	Syal.g_00224	Syar.g_01023
OG0001178	Syal.g_00592	Syar.g_02943
OG0001179	Syal.g_00256	Syar.g_01055
OG0001182	Syal.g_00295	Syar.g_01090
OG0001183	Syal.g_00302	Syar.g_01096
OG0001184	Syal.g_01359	Syar.g_00653
OG0001185	Syal.g_01453	Syar.g_00614
OG0001186	Syal.g_00179	Syar.g_00562
OG0001187	Syal.g_00175	Syar.g_00548
OG0001188	Syal.g_00172	Syar.g_00546
OG0001189	Syal.g_00152	Syar.g_00525
OG0001190	Syal.g_01067	Syar.g_00330
OG0001191	Syal.g_01083	Syar.g_00349
OG0001192	Syal.g_01090	Syar.g_00356
OG0001193	Syal.g_01128	Syar.g_00711
OG0001194	Syal.g_01130	Syar.g_00622
OG0001195	Syal.g_01131	Syar.g_00623
OG0001196	Syal.g_00078	Syar.g_00453
OG0001197	Syal.g_00080	Syar.g_00455
OG0001198	Syal.g_00093	Syar.g_00467
OG0001199	Syal.g_00757	Syar.g_03045
OG0001200	Syal.g_00759	Syar.g_03047
OG0001201	Syal.g_00821	Syar.g_03120
OG0001202	Syal.g_00956	Syar.g_00991
OG0001203	Syal.g_00683	Syar.g_03021
OG0001204	Syal.g_01201	Syar.g_00154
OG0001205	Syal.g_00515	Syar.g_02869
OG0001207	Syal.g_02889	Syar.g_01462
OG0001208	Syal.g_02899	Syar.g_01471
OG0001211	Syal.g_02811	Syar.g_02323
OG0001212	Syal.g_02754	Syar.g_02027
OG0001213	Syal.g_02701	Syar.g_02239
OG0001214	Syal.g_02634	Syar.g_02420
OG0001215	Syal.g_01786	Syar.g_00965
OG0001216	Syal.g_01861	Syar.g_01909
OG0001217	Syal.g_02067	Syar.g_02852
OG0001218	Syal.g_00429	Syar.g_01388
OG0001219	Syal.g_02036	Syar.g_02585
OG0001222	Syal.g_02006	Syar.g_02552
OG0001223	Syal.g_01960	Syar.g_02505
OG0001224	Syal.g_01827	Syar.g_01361
OG0001225	Syal.g_01825	Syar.g_01929
OG0001226	Syal.g_00767	Syar.g_03054
OG0001227	Syal.g_01575	Syar.g_02213
OG0001230	Syal.g_00029	Syar.g_02816
OG0001231	Syal.g_00114	Syar.g_00485
OG0001232	Syal.g_00622	Syar.g_02968
OG0001233	Syal.g_00645	Syar.g_02988
OG0001236	Syal.g_01352	Syar.g_00657
OG0001237	Syal.g_01362	Syar.g_00652
OG0001238	Syal.g_01085	Syar.g_00351
OG0001239	Syal.g_00754	Syar.g_03043
OG0001240	Syal.g_00804	Syar.g_03101
OG0001241	Syal.g_00814	Syar.g_03112
OG0001242	Syal.g_00844	Syar.g_00043
OG0001243	Syal.g_00852	Syar.g_00051
OG0001244	Syal.g_00882	Syar.g_00075
OG0001245	Syal.g_02522	Syar.g_00999
OG0001246	Syal.g_02927	Syar.g_01910
OG0001247	Syal.g_01126	Syar.g_02024
OG0001248	Syal.g_01778	Syar.g_02059
OG0001249	Syal.g_00337	Syar.g_01113
OG0001250	Syal.g_02469	Syar.g_01819, Syar.g_03240
OG0001251	Syal.g_02576	Syar.g_02575
OG0001252	Syal.g_01834	Syar.g_01372
OG0001253	Syal.g_02521	Syar.g_02015
OG0001254	Syal.g_02507	Syar.g_02233
OG0001255	Syal.g_02609	Syar.g_01746
OG0001256	Syal.g_00571	Syar.g_02915
OG0001257	Syal.g_02262	Syar.g_00807
OG0001258	Syal.g_00582	Syar.g_02925
OG0001259	Syal.g_00643	Syar.g_02986
OG0001260	Syal.g_00665	Syar.g_03007
OG0001262	Syal.g_00154	Syar.g_00527
OG0001263	Syal.g_00856	Syar.g_00054
OG0001265	Syal.g_00842	Syar.g_00041
OG0001266	Syal.g_00960	Syar.g_00987
OG0001267	Syal.g_01263	Syar.g_00225
OG0001268	Syal.g_00353	Syar.g_01124
OG0001269	Syal.g_02116, Syal.g_02567	Syar.g_00688
OG0001270	Syal.g_00528	Syar.g_01175
OG0001271	Syal.g_00466	Syar.g_01270
OG0001272	Syal.g_02903	Syar.g_01475
OG0001273	Syal.g_02641	Syar.g_02413
OG0001274	Syal.g_01007	Syar.g_00929
OG0001275	Syal.g_01932	Syar.g_02490
OG0001276	Syal.g_01914	Syar.g_01797
OG0001277	Syal.g_02963	Syar.g_02250
OG0001278	Syal.g_01766	Syar.g_01720
OG0001279	Syal.g_02565	Syar.g_02841
OG0001280	Syal.g_01604	Syar.g_03317
OG0001281	Syal.g_01592	Syar.g_02783
OG0001282	Syal.g_02887	Syar.g_01460, Syar.g_01351
OG0001283	Syal.g_01179	Syar.g_00447
OG0001284	Syal.g_03007	Syar.g_02900
OG0001285	Syal.g_00625	Syar.g_02972
OG0001286	Syal.g_00280	Syar.g_01077
OG0001287	Syal.g_01461	Syar.g_00606
OG0001288	Syal.g_01513	Syar.g_00591
OG0001289	Syal.g_00781	Syar.g_03080
OG0001290	Syal.g_00813	Syar.g_03111
OG0001291	Syal.g_00866	Syar.g_00064
OG0001292	Syal.g_01206	Syar.g_00160
OG0001293	Syal.g_01236	Syar.g_00198
OG0001294	Syal.g_02207	Syar.g_01687
OG0001295	Syal.g_01828	Syar.g_00693
OG0001296	Syal.g_02933	Syar.g_01506
OG0001298	Syal.g_02777	Syar.g_02210
OG0001299	Syal.g_02200	Syar.g_01915
OG0001303	Syal.g_02033	Syar.g_02583
OG0001304	Syal.g_01899	Syar.g_01557
OG0001305	Syal.g_01817	Syar.g_01937
OG0001306	Syal.g_01626	Syar.g_01521
OG0001307	Syal.g_02195	Syar.g_02591
OG0001308	Syal.g_00392	Syar.g_02798
OG0001309	Syal.g_02943	Syar.g_00360
OG0001310	Syal.g_00605	Syar.g_02951
OG0001311	Syal.g_01912	Syar.g_01795
OG0001312	Syal.g_02024	Syar.g_02569
OG0001315	Syal.g_00300	Syar.g_01094
OG0001317	Syal.g_00687	Syar.g_03025
OG0001318	Syal.g_01228	Syar.g_00186
OG0001319	Syal.g_01252	Syar.g_00215
OG0001325	Syal.g_01865	Syar.g_01577
OG0001326	Syal.g_01138, Syal.g_02405	Syar.g_00632
OG0001327	Syal.g_02296	Syar.g_01674
OG0001329	Syal.g_01188	Syar.g_02337
OG0001334	Syal.g_00311	Syar.g_03166
OG0001336	Syal.g_01180	Syar.g_00448
OG0001337	Syal.g_00308, Syal.g_00327	Syar.g_01112
OG0001338	Syal.g_02003, Syal.g_00330	Syar.g_03232
OG0001339	Syal.g_00816	Syar.g_03114
OG0001343	Syal.g_01190	Syar.g_03210
OG0001345	Syal.g_01694	Syar.g_01958
OG0001346	Syal.g_01600	Syar.g_02778
OG0001347	Syal.g_01531	Syar.g_00565
OG0001348	Syal.g_01849	Syar.g_02259
OG0001349	Syal.g_01426	Syar.g_02764
OG0001351	Syal.g_00501	Syar.g_01420
OG0001353	Syal.g_02457	Syar.g_01809
OG0001354	Syal.g_01973	Syar.g_02520
OG0001358	Syal.g_02715	Syar.g_02262
OG0001359	Syal.g_01189	Syar.g_03211
OG0001360	Syal.g_01696	Syar.g_01961
OG0001361	Syal.g_01691	Syar.g_01955
OG0001364	Syal.g_01342	Syar.g_00284
OG0001365	Syal.g_01072	Syar.g_00335
OG0001366	Syal.g_00616	Syar.g_02962
OG0001373	Syal.g_01137	Syar.g_00631
OG0001374	Syal.g_01145	Syar.g_00642
OG0001376	Syal.g_01095	Syar.g_02600, Syar.g_03203
OG0001377	Syal.g_01094	Syar.g_02599
OG0001378	Syal.g_00529	Syar.g_01174
OG0001379	Syal.g_01609	Syar.g_02772
OG0001382	Syal.g_00220	Syar.g_02834, Syar.g_03204
OG0001383	Syal.g_00678	Syar.g_01880
OG0001383	Syal.g_00677	Syar.g_03016
OG0001385	Syal.g_01134	Syar.g_00628
OG0001386	Syal.g_01135	Syar.g_00629
OG0001387	Syal.g_01136	Syar.g_00630
OG0001388	Syal.g_01139	Syar.g_00635
OG0001389	Syal.g_01140	Syar.g_00636
OG0001390	Syal.g_01141	Syar.g_00637
OG0001391	Syal.g_01142	Syar.g_00638
OG0001392	Syal.g_01143	Syar.g_00640
OG0001393	Syal.g_01144	Syar.g_00641
OG0001394	Syal.g_02250	Syar.g_02608
OG0001395	Syal.g_02432	Syar.g_01561
OG0001396	Syal.g_01532	Syar.g_00566, Syar.g_02402
OG0001401	Syal.g_02463	Syar.g_01813
OG0001402	Syal.g_02711	Syar.g_02252
OG0001406	Syal.g_01096	Syar.g_02601
OG0001408	Syal.g_02589	Syar.g_02042
OG0001411	Syal.g_01399	Syar.g_02761, Syar.g_02360
OG0001412	Syal.g_01530	Syar.g_00564
OG0001413	Syal.g_02570	Syar.g_02063
OG0001416	Syal.g_01595	Syar.g_00433
OG0001417	Syal.g_01974	Syar.g_01885
OG0001420	Syal.g_02955	Syar.g_02680
OG0001428	Syal.g_00915	Syar.g_00108
OG0001430	Syal.g_01055	Syar.g_03306
OG0001432	Syal.g_02578	Syar.g_02064, Syar.g_02123
OG0001433	Syal.g_02212	Syar.g_00173
OG0001434	Syal.g_02245	Syar.g_02613
OG0001435	Syal.g_02290	Syar.g_01621
OG0001436	Syal.g_01336	Syar.g_03234
OG0001436	Syal.g_01384	Syar.g_02714
OG0001438	Syal.g_01278	Syar.g_00240
OG0001439	Syal.g_01306	Syar.g_00824
OG0001442	Syal.g_02234	Syar.g_02622
OG0001443	Syal.g_01101	Syar.g_00378
OG0001444	Syal.g_01506	Syar.g_03093
OG0001444	Syal.g_00798	Syar.g_03096
OG0001447	Syal.g_00853	Syar.g_00052
OG0001449	Syal.g_01198	Syar.g_01897
OG0001452	Syal.g_01223	Syar.g_00167
OG0001454	Syal.g_02566	Syar.g_02065, Syar.g_02122
OG0001456	Syal.g_01146	Syar.g_00643
OG0001457	Syal.g_01147	Syar.g_00644
OG0001458	Syal.g_01148	Syar.g_00645
OG0001459	Syal.g_01493, Syal.g_02104	Syar.g_00418, Syar.g_02047
OG0001460	Syal.g_02211	Syar.g_00172
OG0001461	Syal.g_02091	Syar.g_02478
OG0001462	Syal.g_00138	Syar.g_00511
OG0001470	Syal.g_00181	Syar.g_02358, Syar.g_02369
OG0001471	Syal.g_01301	Syar.g_00830
OG0001474	Syal.g_00354	Syar.g_01125
OG0001475	Syal.g_00184	Syar.g_02370
OG0001476	Syal.g_01667	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Syal.g_01807	Syar.g_02277
OG0001478	Syal.g_00481	Syar.g_01259
OG0001478	Syal.g_00474	Syar.g_03184
OG0001479	Syal.g_00351	Syar.g_01122
OG0001480	Syal.g_02599	Syar.g_02013
OG0001482	Syal.g_01964	Syar.g_02511
OG0001486	Syal.g_01651	Syar.g_01537
OG0001488	Syal.g_01677	Syar.g_01948
OG0001489	Syal.g_00291	Syar.g_01087
OG0001492	Syal.g_01769	Syar.g_01717
OG0001493	Syal.g_01760	Syar.g_01725
OG0001495	Syal.g_00223	Syar.g_01022
OG0001496	Syal.g_01804	Syar.g_02279
OG0001497	Syal.g_01806	Syar.g_02278
OG0001498	Syal.g_00554	Syar.g_01163
OG0001502	Syal.g_02489	Syar.g_01840
OG0001504	Syal.g_02103, Syal.g_01492	Syar.g_02046
OG0001505	Syal.g_01370, Syal.g_01371	Syar.g_02696
OG0001507	Syal.g_02094	Syar.g_03257, Syar.g_01540
OG0001508	Syal.g_00180	Syar.g_02372
OG0001509	Syal.g_00190	Syar.g_00570
OG0001510	Syal.g_01489	Syar.g_00601
OG0001511	Syal.g_00829	Syar.g_03129
OG0001512	Syal.g_00682	Syar.g_03020
OG0001513	Syal.g_00298, Syal.g_01361	Syar.g_00995
OG0001514	Syal.g_01803	Syar.g_02280
OG0001515	Syal.g_01791	Syar.g_03266, Syar.g_02594
OG0001516	Syal.g_02197	Syar.g_01918
OG0001517	Syal.g_00348	Syar.g_01119
OG0001518	Syal.g_01087, Syal.g_02309	Syar.g_00353
OG0001519	Syal.g_01103	Syar.g_00380, Syar.g_00002
OG0001520	Syal.g_02790	Syar.g_02053
OG0001525	Syal.g_02585	Syar.g_01315
OG0001527	Syal.g_02796	Syar.g_02309
OG0001528	Syal.g_00182	Syar.g_02371
OG0001529	Syal.g_00145	Syar.g_00518
OG0001530	Syal.g_00827	Syar.g_03127
OG0001531	Syal.g_00681	Syar.g_03019
OG0001532	Syal.g_01710	Syar.g_01978
OG0001533	Syal.g_00533, Syal.g_00494	Syar.g_01173
OG0001534	Syal.g_01898	Syar.g_01558
OG0001535	Syal.g_01917	Syar.g_01799
OG0001536	Syal.g_01996	Syar.g_02544
OG0001537	Syal.g_02257	Syar.g_02602
OG0001538	Syal.g_01870	Syar.g_02644
OG0001539	Syal.g_02294	Syar.g_01626
OG0001540	Syal.g_00858	Syar.g_00056
OG0001541	Syal.g_00924	Syar.g_00117
OG0001542	Syal.g_00935	Syar.g_00128
OG0001543	Syal.g_00988	Syar.g_00949
OG0001544	Syal.g_01102	Syar.g_00379
OG0001545	Syal.g_01170	Syar.g_00865
OG0001546	Syal.g_02950	Syar.g_03276, Syar.g_02688
OG0001547	Syal.g_02050	Syar.g_01855
OG0001554	Syal.g_01065	Syar.g_00327
OG0001555	Syal.g_02484	Syar.g_01689
OG0001557	Syal.g_02249	Syar.g_02609
OG0001558	Syal.g_00117	Syar.g_00488
OG0001559	Syal.g_00826	Syar.g_03126
OG0001560	Syal.g_00812	Syar.g_03110
OG0001561	Syal.g_01910	Syar.g_01792
OG0001562	Syal.g_01926	Syar.g_02484
OG0001563	Syal.g_00274	Syar.g_01072
OG0001565	Syal.g_02600	Syar.g_03069
OG0001567	Syal.g_02051	Syar.g_01847
OG0001568	Syal.g_02049	Syar.g_01866
OG0001570	Syal.g_02053	Syar.g_02858
OG0001574	Syal.g_02798	Syar.g_02311
OG0001575	Syal.g_02793	Syar.g_02306
OG0001576	Syal.g_01582	Syar.g_02794
OG0001577	Syal.g_01648	Syar.g_01534
OG0001578	Syal.g_01562	Syar.g_00863
OG0001580	Syal.g_01052	Syar.g_00895
OG0001590	Syal.g_02511, Syal.g_02642	Syar.g_02412
OG0001591	Syal.g_02209	Syar.g_01685
OG0001592	Syal.g_01053	Syar.g_03309, Syar.g_00310
OG0001594	Syal.g_00056, Syal.g_00057	Syar.g_00848, Syar.g_00374
OG0001614	Syal.g_01451	Syar.g_00617
OG0001615	Syal.g_02482	Syar.g_02334
OG0001616	Syal.g_01699	Syar.g_01964
OG0001617	Syal.g_01800	Syar.g_01972
OG0001618	Syal.g_02420	Syar.g_01571
OG0001619	Syal.g_02009	Syar.g_02556
OG0001620	Syal.g_00360	Syar.g_01131
OG0001621	Syal.g_01224	Syar.g_00169
OG0001622	Syal.g_01178	Syar.g_00446
OG0001623	Syal.g_00331	Syar.g_01694, Syar.g_01104
OG0001624	Syal.g_02962	Syar.g_02145
OG0001624	Syal.g_02606	Syar.g_01312, Syar.g_02156
OG0001625	Syal.g_01230	Syar.g_00192
OG0001634	Syal.g_02203	Syar.g_01691
OG0001636	Syal.g_00137	Syar.g_00510
OG0001637	Syal.g_00659	Syar.g_00971, Syar.g_02007
OG0001638	Syal.g_00599	Syar.g_02949, Syar.g_03132
OG0001639	Syal.g_02968	Syar.g_01212
OG0001640	Syal.g_01839	Syar.g_01377
OG0001641	Syal.g_01955	Syar.g_02500
OG0001643	Syal.g_02631	Syar.g_02423
OG0001644	Syal.g_02426	Syar.g_01876
OG0001645	Syal.g_02826	Syar.g_02340
OG0001645	Syal.g_02825	Syar.g_00803
OG0001647	Syal.g_01254	Syar.g_00217
OG0001652	Syal.g_00115	Syar.g_00486
OG0001653	Syal.g_00801	Syar.g_03099
OG0001654	Syal.g_02966	Syar.g_01214
OG0001657	Syal.g_00897	Syar.g_00089
OG0001658	Syal.g_01066	Syar.g_00329
OG0001659	Syal.g_01706	Syar.g_01973
OG0001671	Syal.g_00993	Syar.g_00943
OG0001672	Syal.g_00765	Syar.g_03053
OG0001673	Syal.g_00689	Syar.g_03028
OG0001674	Syal.g_00044, Syal.g_01890, Syal.g_00045	Syar.g_02089
OG0001674	Syal.g_01889	Syar.g_00299
OG0001675	Syal.g_01928	Syar.g_02486
OG0001677	Syal.g_00303	Syar.g_01097
OG0001678	Syal.g_00197	Syar.g_00144
OG0001679	Syal.g_02034, Syal.g_00794	Syar.g_00032
OG0001680	Syal.g_00607	Syar.g_02953
OG0001682	Syal.g_02407, Syal.g_02418	Syar.g_01573
OG0001692	Syal.g_00024	Syar.g_02812
OG0001694	Syal.g_01265	Syar.g_00227
OG0001695	Syal.g_01165	Syar.g_00864
OG0001702	Syal.g_00786	Syar.g_03087
OG0001703	Syal.g_02890	Syar.g_01463
OG0001712	Syal.g_02524	Syar.g_01846
OG0001713	Syal.g_01668	Syar.g_02147
OG0001714	Syal.g_01529	Syar.g_00576
OG0001715	Syal.g_02550	Syar.g_00804
OG0001716	Syal.g_02491	Syar.g_01642
OG0001716	Syal.g_01503	Syar.g_00805
OG0001717	Syal.g_00910	Syar.g_00103
OG0001726	Syal.g_00536	Syar.g_01863
OG0001729	Syal.g_00676	Syar.g_03015
OG0001730	Syal.g_00672	Syar.g_00837, Syar.g_00806
OG0001731	Syal.g_02986	Syar.g_02884
OG0001732	Syal.g_01730	Syar.g_00464, Syar.g_01702
OG0001733	Syal.g_02213	Syar.g_00179
OG0001734	Syal.g_02492	Syar.g_00188
OG0001735	Syal.g_02179	Syar.g_02469
OG0001737	Syal.g_01284	Syar.g_00855
OG0001738	Syal.g_01320	Syar.g_00717
OG0001739	Syal.g_01163	Syar.g_00862
OG0001741	Syal.g_00708, Syal.g_02278, Syal.g_02961	Syar.g_01311, Syar.g_02155
OG0001745	Syal.g_02530	Syar.g_02010
OG0001748	Syal.g_00995	Syar.g_00941
OG0001750	Syal.g_00799	Syar.g_03097, Syar.g_01648
OG0001751	Syal.g_00690	Syar.g_03029
OG0001752	Syal.g_00669	Syar.g_03009, Syar.g_03214
OG0001754	Syal.g_00661	Syar.g_00973
OG0001755	Syal.g_02942	Syar.g_01515
OG0001756	Syal.g_01093	Syar.g_00840, Syar.g_01320
OG0001761	Syal.g_02727	Syar.g_01703, Syar.g_00182
OG0001762	Syal.g_01947	Syar.g_02493
OG0001763	Syal.g_01961	Syar.g_02506
OG0001764	Syal.g_02046	Syar.g_01870
OG0001766	Syal.g_01296	Syar.g_00902
OG0001767	Syal.g_01334	Syar.g_02733
OG0001768	Syal.g_00941	Syar.g_02918
OG0001783	Syal.g_01456	Syar.g_00611
OG0001784	Syal.g_00795	Syar.g_03090
OG0001786	Syal.g_03009	Syar.g_02903
OG0001787	Syal.g_02839	Syar.g_03272, Syar.g_01927
OG0001788	Syal.g_02836	Syar.g_02351
OG0001789	Syal.g_01602	Syar.g_02776
OG0001790	Syal.g_01633	Syar.g_01528
OG0001792	Syal.g_01737	Syar.g_01708
OG0001794	Syal.g_01901	Syar.g_03304
OG0001796	Syal.g_01923	Syar.g_01808
OG0001797	Syal.g_02017	Syar.g_00681
OG0001798	Syal.g_02709	Syar.g_02248
OG0001799	Syal.g_02616, Syal.g_02336	Syar.g_02434
OG0001800	Syal.g_01539	Syar.g_02840
OG0001801	Syal.g_00038	Syar.g_02821
OG0001803	Syal.g_00519	Syar.g_02873
OG0001804	Syal.g_00553	Syar.g_01164
OG0001805	Syal.g_01211	Syar.g_00927
OG0001806	Syal.g_01253	Syar.g_00216
OG0001808	Syal.g_01344	Syar.g_00286, Syar.g_03226
OG0001809	Syal.g_00869	Syar.g_02274
OG0001810	Syal.g_00878	Syar.g_00071
OG0001811	Syal.g_00933	Syar.g_00125, Syar.g_02050
OG0001812	Syal.g_01054	Syar.g_00311
OG0001813	Syal.g_01117	Syar.g_00696
OG0001814	Syal.g_00081	Syar.g_00456
OG0001815	Syal.g_00091	Syar.g_00465
OG0001816	Syal.g_02297	Syar.g_01675
OG0001817	Syal.g_02537	Syar.g_00012
OG0001837	Syal.g_00994	Syar.g_00942
OG0001838	Syal.g_00105	Syar.g_00478
OG0001839	Syal.g_00133	Syar.g_00506
OG0001840	Syal.g_00151	Syar.g_00524
OG0001841	Syal.g_00158	Syar.g_00531
OG0001843	Syal.g_01450	Syar.g_00618
OG0001844	Syal.g_01449	Syar.g_00619
OG0001845	Syal.g_01448	Syar.g_00621
OG0001846	Syal.g_00845	Syar.g_00044
OG0001847	Syal.g_00843	Syar.g_00042
OG0001848	Syal.g_00839	Syar.g_00037
OG0001849	Syal.g_00780	Syar.g_03079
OG0001850	Syal.g_00768	Syar.g_03055
OG0001851	Syal.g_00761	Syar.g_03049
OG0001852	Syal.g_00760	Syar.g_03048
OG0001853	Syal.g_00753	Syar.g_03042
OG0001854	Syal.g_00685	Syar.g_03023
OG0001855	Syal.g_00050	Syar.g_02726, Syar.g_01767, Syar.g_00369, Syar.g_00922
OG0001856	Syal.g_00563	Syar.g_02907
OG0001857	Syal.g_00560	Syar.g_02904
OG0001858	Syal.g_02981	Syar.g_02339
OG0001859	Syal.g_02879	Syar.g_01451
OG0001860	Syal.g_02892	Syar.g_01465
OG0001861	Syal.g_02904	Syar.g_01476
OG0001862	Syal.g_02916	Syar.g_01488
OG0001863	Syal.g_02922	Syar.g_01495
OG0001864	Syal.g_02829	Syar.g_02227
OG0001865	Syal.g_02562, Syal.g_02764	Syar.g_02198
OG0001866	Syal.g_02740	Syar.g_02174
OG0001867	Syal.g_02729	Syar.g_02172
OG0001868	Syal.g_01596	Syar.g_02780
OG0001869	Syal.g_01647	Syar.g_01533
OG0001870	Syal.g_01656	Syar.g_01543
OG0001871	Syal.g_01661	Syar.g_01552
OG0001872	Syal.g_01742	Syar.g_01715
OG0001873	Syal.g_01700	Syar.g_01965
OG0001874	Syal.g_01697	Syar.g_01962
OG0001877	Syal.g_01792	Syar.g_02593
OG0001878	Syal.g_01931	Syar.g_02489
OG0001879	Syal.g_01950	Syar.g_02495
OG0001880	Syal.g_01987	Syar.g_03302, Syar.g_02535
OG0001881	Syal.g_01988	Syar.g_02536, Syar.g_03301
OG0001882	Syal.g_02014	Syar.g_00678, Syar.g_03147
OG0001883	Syal.g_02018	Syar.g_02561
OG0001884	Syal.g_02564	Syar.g_02571
OG0001885	Syal.g_02041	Syar.g_02587
OG0001886	Syal.g_02045	Syar.g_01871
OG0001887	Syal.g_02267	Syar.g_01971
OG0001888	Syal.g_02243	Syar.g_02614
OG0001889	Syal.g_01880	Syar.g_02654
OG0001890	Syal.g_02476	Syar.g_01831
OG0001891	Syal.g_02480	Syar.g_01839
OG0001892	Syal.g_02601	Syar.g_03139, Syar.g_02837
OG0001893	Syal.g_02708	Syar.g_02247
OG0001894	Syal.g_02637	Syar.g_02417
OG0001895	Syal.g_00063	Syar.g_02824
OG0001896	Syal.g_00535	Syar.g_01171
OG0001897	Syal.g_00357	Syar.g_01128
OG0001898	Syal.g_00336	Syar.g_01110
OG0001899	Syal.g_00263	Syar.g_01062
OG0001900	Syal.g_01238	Syar.g_00200
OG0001901	Syal.g_01239	Syar.g_00201
OG0001902	Syal.g_01270	Syar.g_00232
OG0001903	Syal.g_01279	Syar.g_00241
OG0001904	Syal.g_01340	Syar.g_00282
OG0001905	Syal.g_01346	Syar.g_00288
OG0001906	Syal.g_00859	Syar.g_00057
OG0001908	Syal.g_00926	Syar.g_00119
OG0001909	Syal.g_00939	Syar.g_01010
OG0001910	Syal.g_00999	Syar.g_00937
OG0001912	Syal.g_01077	Syar.g_00345
OG0001913	Syal.g_01081	Syar.g_00347
OG0001914	Syal.g_02509	Syar.g_02237
OG0001915	Syal.g_00088	Syar.g_00462
OG0001924	Syal.g_02722	Syar.g_02672
OG0001925	Syal.g_02723	Syar.g_02671
OG0001926	Syal.g_02724	Syar.g_02669
OG0001927	Syal.g_02725	Syar.g_02668
OG0001929	Syal.g_00165	Syar.g_00538
OG0001932	Syal.g_01452	Syar.g_00616
OG0001933	Syal.g_00823	Syar.g_03122
OG0001934	Syal.g_00808	Syar.g_03106
OG0001936	Syal.g_02069	Syar.g_02054
OG0001937	Syal.g_02994	Syar.g_02892
OG0001938	Syal.g_02894	Syar.g_01467
OG0001939	Syal.g_02608	Syar.g_00339
OG0001940	Syal.g_02778	Syar.g_02211
OG0001941	Syal.g_01591	Syar.g_02784
OG0001942	Syal.g_01625	Syar.g_01836
OG0001943	Syal.g_01670	Syar.g_01382
OG0001944	Syal.g_02052	Syar.g_02836
OG0001946	Syal.g_01793	Syar.g_02597
OG0001947	Syal.g_01841, Syal.g_01043	Syar.g_01379
OG0001948	Syal.g_01959	Syar.g_02504
OG0001949	Syal.g_01978	Syar.g_02524
OG0001950	Syal.g_01980	Syar.g_02526
OG0001951	Syal.g_01989	Syar.g_02537
OG0001952	Syal.g_02015	Syar.g_00679
OG0001953	Syal.g_02016	Syar.g_00680
OG0001954	Syal.g_02517	Syar.g_02066
OG0001957	Syal.g_02703	Syar.g_02242
OG0001958	Syal.g_02181	Syar.g_02471
OG0001961	Syal.g_00468	Syar.g_01268
OG0001964	Syal.g_00210	Syar.g_00131
OG0001966	Syal.g_01232	Syar.g_00194
OG0001967	Syal.g_01234	Syar.g_00196
OG0001968	Syal.g_01235	Syar.g_00197
OG0001969	Syal.g_01303	Syar.g_00827
OG0001970	Syal.g_00861	Syar.g_00059
OG0001971	Syal.g_00937	Syar.g_01012
OG0001972	Syal.g_01011	Syar.g_00916
OG0001974	Syal.g_01063	Syar.g_00325
OG0001975	Syal.g_02508	Syar.g_02236
OG0001976	Syal.g_02510	Syar.g_02238
OG0001979	Syal.g_01787, Syal.g_01777	Syar.g_01841, Syar.g_00404
OG0001980	Syal.g_00333	Syar.g_01111
OG0001993	Syal.g_02720	Syar.g_02674
OG0001994	Syal.g_02721	Syar.g_02673
OG0001995	Syal.g_01208	Syar.g_02034
OG0001997	Syal.g_00797	Syar.g_03095
OG0001999	Syal.g_00637	Syar.g_02142, Syar.g_02981
OG0002002	Syal.g_02337, Syal.g_01741	Syar.g_01714
OG0002003	Syal.g_01790	Syar.g_02127
OG0002004	Syal.g_01354	Syar.g_00361
OG0002006	Syal.g_01842	Syar.g_01380
OG0002007	Syal.g_01843	Syar.g_01994, Syar.g_01381
