Orthogroup	Syal	Prbh
OG0001120	Syal.g_01962	Prbh.g_01102
OG0001122	Syal.g_01921	Prbh.g_01119
OG0001123	Syal.g_01913	Prbh.g_01124
OG0001124	Syal.g_01911	Prbh.g_01126
OG0001125	Syal.g_01909	Prbh.g_01128
OG0001126	Syal.g_01837	Prbh.g_01042
OG0001127	Syal.g_01836	Prbh.g_01041
OG0001128	Syal.g_01833	Prbh.g_01039
OG0001129	Syal.g_01831	Prbh.g_01038
OG0001130	Syal.g_01830	Prbh.g_01037
OG0001131	Syal.g_02260	Prbh.g_00411
OG0001132	Syal.g_02553	Prbh.g_00827
OG0001133	Syal.g_02710	Prbh.g_00008
OG0001134	Syal.g_02506	Prbh.g_01868
OG0001136	Syal.g_01650	Prbh.g_01286
OG0001137	Syal.g_01673	Prbh.g_01273
OG0001138	Syal.g_01709	Prbh.g_01252
OG0001139	Syal.g_01711	Prbh.g_01250
OG0001140	Syal.g_01712	Prbh.g_01249
OG0001141	Syal.g_01713	Prbh.g_01248
OG0001142	Syal.g_01714	Prbh.g_01247
OG0001143	Syal.g_01722	Prbh.g_01240
OG0001144	Syal.g_01736	Prbh.g_01235
OG0001145	Syal.g_01614	Prbh.g_01365
OG0001146	Syal.g_01593	Prbh.g_01377
OG0001147	Syal.g_00458	Prbh.g_00002
OG0001148	Syal.g_02886	Prbh.g_00011
OG0001149	Syal.g_02885	Prbh.g_00012
OG0001150	Syal.g_02884	Prbh.g_00013
OG0001151	Syal.g_02872	Prbh.g_00025
OG0001152	Syal.g_02871	Prbh.g_00026
OG0001153	Syal.g_00421	Prbh.g_00131
OG0001154	Syal.g_00422	Prbh.g_00132
OG0001155	Syal.g_02969	Prbh.g_00149
OG0001156	Syal.g_02972	Prbh.g_00152
OG0001157	Syal.g_02973	Prbh.g_00153
OG0001158	Syal.g_02974	Prbh.g_00154
OG0001159	Syal.g_02975	Prbh.g_00155
OG0001160	Syal.g_00564	Prbh.g_00181
OG0001161	Syal.g_01104	Prbh.g_01837
OG0001162	Syal.g_01577	Prbh.g_01824
OG0001163	Syal.g_00573	Prbh.g_01790
OG0001164	Syal.g_00579	Prbh.g_01787
OG0001165	Syal.g_00584	Prbh.g_01784
OG0001166	Syal.g_00613	Prbh.g_01763
OG0001167	Syal.g_00638	Prbh.g_01745
OG0001168	Syal.g_00640	Prbh.g_01743
OG0001169	Syal.g_00642	Prbh.g_01741
OG0001170	Syal.g_00644	Prbh.g_01739
OG0001172	Syal.g_00198	Prbh.g_01714
OG0001173	Syal.g_00199	Prbh.g_01713
OG0001174	Syal.g_00207	Prbh.g_01705
OG0001175	Syal.g_00208	Prbh.g_01704
OG0001176	Syal.g_00226	Prbh.g_01696
OG0001177	Syal.g_00224	Prbh.g_01694
OG0001178	Syal.g_00592	Prbh.g_01777
OG0001179	Syal.g_00256	Prbh.g_01661
OG0001180	Syal.g_00282	Prbh.g_01638
OG0001182	Syal.g_00295	Prbh.g_01626
OG0001183	Syal.g_00302	Prbh.g_01620
OG0001184	Syal.g_01359	Prbh.g_01602
OG0001185	Syal.g_01453	Prbh.g_01586
OG0001186	Syal.g_00179	Prbh.g_01562
OG0001187	Syal.g_00175	Prbh.g_01559
OG0001188	Syal.g_00172	Prbh.g_01557
OG0001189	Syal.g_00152	Prbh.g_01540
OG0001190	Syal.g_01067	Prbh.g_01535
OG0001191	Syal.g_01083	Prbh.g_01525
OG0001192	Syal.g_01090	Prbh.g_01520
OG0001193	Syal.g_01128	Prbh.g_01507
OG0001194	Syal.g_01130	Prbh.g_01506
OG0001195	Syal.g_01131	Prbh.g_01505
OG0001196	Syal.g_00078	Prbh.g_01488
OG0001197	Syal.g_00080	Prbh.g_01486
OG0001198	Syal.g_00093	Prbh.g_01479
OG0001199	Syal.g_00757	Prbh.g_00708
OG0001200	Syal.g_00759	Prbh.g_00706
OG0001201	Syal.g_00821	Prbh.g_00675
OG0001202	Syal.g_00956	Prbh.g_00583
OG0001203	Syal.g_00683	Prbh.g_00542
OG0001204	Syal.g_01201	Prbh.g_00536
OG0001205	Syal.g_00515	Prbh.g_00387
OG0001206	Syal.g_00490	Prbh.g_00366
OG0001207	Syal.g_02889	Prbh.g_00354
OG0001208	Syal.g_02899	Prbh.g_00349
OG0001209	Syal.g_02835	Prbh.g_00294
OG0001210	Syal.g_02827	Prbh.g_00290
OG0001211	Syal.g_02811	Prbh.g_00280
OG0001212	Syal.g_02754	Prbh.g_00234
OG0001213	Syal.g_02701	Prbh.g_01452
OG0001215	Syal.g_01786	Prbh.g_00925
OG0001216	Syal.g_01861	Prbh.g_00947
OG0001217	Syal.g_02067	Prbh.g_01875
OG0001218	Syal.g_00429	Prbh.g_01339
OG0001219	Syal.g_02036	Prbh.g_01054
OG0001220	Syal.g_02494	Prbh.g_01009
OG0001221	Syal.g_02258	Prbh.g_00889
OG0001222	Syal.g_02006	Prbh.g_01131
OG0001223	Syal.g_01960	Prbh.g_01103
OG0001224	Syal.g_01827	Prbh.g_01035
OG0001225	Syal.g_01825	Prbh.g_01033
OG0001226	Syal.g_00767	Prbh.g_01444
OG0001227	Syal.g_01575	Prbh.g_01331
OG0001228	Syal.g_02451	Prbh.g_01232
OG0001229	Syal.g_01801	Prbh.g_01872
OG0001230	Syal.g_00029	Prbh.g_00089
OG0001231	Syal.g_00114	Prbh.g_00410
OG0001232	Syal.g_00622	Prbh.g_01759
OG0001233	Syal.g_00645	Prbh.g_01738
OG0001234	Syal.g_00212	Prbh.g_01702
OG0001236	Syal.g_01352	Prbh.g_01605
OG0001237	Syal.g_01362	Prbh.g_01601
OG0001238	Syal.g_01085	Prbh.g_01524
OG0001239	Syal.g_00754	Prbh.g_00711
OG0001240	Syal.g_00804	Prbh.g_00690
OG0001241	Syal.g_00814	Prbh.g_00681
OG0001242	Syal.g_00844	Prbh.g_00662
OG0001243	Syal.g_00852	Prbh.g_00655
OG0001244	Syal.g_00882	Prbh.g_00640
OG0001245	Syal.g_02522	Prbh.g_01320
OG0001246	Syal.g_02927	Prbh.g_00824
OG0001247	Syal.g_01126	Prbh.g_00918
OG0001248	Syal.g_01778	Prbh.g_00920
OG0001249	Syal.g_00337	Prbh.g_00442
OG0001250	Syal.g_02469	Prbh.g_00995
OG0001251	Syal.g_02576	Prbh.g_00858
OG0001252	Syal.g_01834	Prbh.g_01040
OG0001253	Syal.g_02521	Prbh.g_01442
OG0001254	Syal.g_02507	Prbh.g_01866
OG0001255	Syal.g_02609	Prbh.g_01300
OG0001256	Syal.g_00571	Prbh.g_00188
OG0001258	Syal.g_00582	Prbh.g_01786
OG0001259	Syal.g_00643	Prbh.g_01740
OG0001261	Syal.g_00265	Prbh.g_01653
OG0001262	Syal.g_00154	Prbh.g_01542
OG0001263	Syal.g_00856	Prbh.g_00653
OG0001265	Syal.g_00842	Prbh.g_00663
OG0001266	Syal.g_00960	Prbh.g_00579
OG0001267	Syal.g_01263	Prbh.g_00499
OG0001268	Syal.g_00353	Prbh.g_00433
OG0001269	Syal.g_02567	Prbh.g_01008
OG0001270	Syal.g_00528	Prbh.g_00398
OG0001271	Syal.g_00466	Prbh.g_00359
OG0001272	Syal.g_02903	Prbh.g_00345
OG0001273	Syal.g_02641	Prbh.g_01222
OG0001274	Syal.g_01007	Prbh.g_00556
OG0001275	Syal.g_01932	Prbh.g_01112
OG0001276	Syal.g_01914	Prbh.g_01123
OG0001278	Syal.g_01766	Prbh.g_01228
OG0001279	Syal.g_02565	Prbh.g_01396
OG0001280	Syal.g_01604	Prbh.g_01372
OG0001281	Syal.g_01592	Prbh.g_01378
OG0001282	Syal.g_02887	Prbh.g_00010
OG0001283	Syal.g_01179	Prbh.g_01492
OG0001284	Syal.g_03007	Prbh.g_00175
OG0001285	Syal.g_00625	Prbh.g_01756
OG0001286	Syal.g_00280	Prbh.g_01640
OG0001287	Syal.g_01461	Prbh.g_01579
OG0001288	Syal.g_01513	Prbh.g_01569
OG0001289	Syal.g_00781	Prbh.g_00696
OG0001290	Syal.g_00813	Prbh.g_00682
OG0001291	Syal.g_00866	Prbh.g_00645
OG0001292	Syal.g_01206	Prbh.g_00531
OG0001293	Syal.g_01236	Prbh.g_00518
OG0001296	Syal.g_02933	Prbh.g_00321
OG0001298	Syal.g_02777	Prbh.g_00252
OG0001299	Syal.g_02200	Prbh.g_01186
OG0001300	Syal.g_01795	Prbh.g_00929
OG0001301	Syal.g_01941, Syal.g_01810	Prbh.g_00934
OG0001302	Syal.g_02607	Prbh.g_01051
OG0001304	Syal.g_01899	Prbh.g_01136
OG0001305	Syal.g_01817	Prbh.g_01027
OG0001306	Syal.g_01626	Prbh.g_01298
OG0001307	Syal.g_02195	Prbh.g_01936
OG0001308	Syal.g_00392	Prbh.g_00109
OG0001309	Syal.g_02943	Prbh.g_00205
OG0001310	Syal.g_00605	Prbh.g_01769
OG0001311	Syal.g_01912	Prbh.g_01125
OG0001312	Syal.g_02024	Prbh.g_01063
OG0001315	Syal.g_00300	Prbh.g_01861
OG0001316	Syal.g_00872	Prbh.g_00641
OG0001317	Syal.g_00687	Prbh.g_00546
OG0001318	Syal.g_01228	Prbh.g_00522
OG0001319	Syal.g_01252	Prbh.g_00506
OG0001321	Syal.g_00508	Prbh.g_00381
OG0001322	Syal.g_00507	Prbh.g_00380
OG0001323	Syal.g_02946	Prbh.g_00310
OG0001324	Syal.g_01796	Prbh.g_00930
OG0001325	Syal.g_01865	Prbh.g_01168
OG0001327	Syal.g_02296	Prbh.g_00867
OG0001328	Syal.g_02266	Prbh.g_01357
OG0001329	Syal.g_01188	Prbh.g_01816
OG0001330	Syal.g_01611	Prbh.g_00201
OG0001332	Syal.g_02965	Prbh.g_00146
OG0001333	Syal.g_00639	Prbh.g_01744
OG0001334	Syal.g_00311	Prbh.g_01617
OG0001335	Syal.g_00312	Prbh.g_01616
OG0001336	Syal.g_01180	Prbh.g_01491
OG0001337	Syal.g_00308, Syal.g_00327	Prbh.g_00447
OG0001338	Syal.g_02003, Syal.g_00330	Prbh.g_00444
OG0001339	Syal.g_00816	Prbh.g_00679
OG0001340	Syal.g_00328	Prbh.g_00446
OG0001341	Syal.g_02538	Prbh.g_01881
OG0001343	Syal.g_01190	Prbh.g_00855
OG0001344	Syal.g_01658	Prbh.g_01278
OG0001346	Syal.g_01600	Prbh.g_01374
OG0001348	Syal.g_01849	Prbh.g_01888
OG0001349	Syal.g_01426	Prbh.g_00076
OG0001351	Syal.g_00501	Prbh.g_00373
OG0001353	Syal.g_02457	Prbh.g_00985
OG0001354	Syal.g_01973	Prbh.g_01096
OG0001358	Syal.g_02715	Prbh.g_01463
OG0001359	Syal.g_01189	Prbh.g_00856
OG0001361	Syal.g_01691	Prbh.g_01264
OG0001362	Syal.g_00397	Prbh.g_00113
OG0001363	Syal.g_00399	Prbh.g_00115
OG0001364	Syal.g_01342	Prbh.g_01614
OG0001365	Syal.g_01072	Prbh.g_01531
OG0001368	Syal.g_01200	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001369	Syal.g_00803	Prbh.g_00691
OG0001375	Syal.g_01191	Prbh.g_00854
OG0001379	Syal.g_01609	Prbh.g_01367
OG0001382	Syal.g_00220	Prbh.g_01343
OG0001394	Syal.g_02250	Prbh.g_00893
OG0001397	Syal.g_00398	Prbh.g_00114
OG0001398	Syal.g_00774	Prbh.g_01399
OG0001401	Syal.g_02463	Prbh.g_00990
OG0001402	Syal.g_02711	Prbh.g_01458
OG0001404	Syal.g_00750	Prbh.g_00714
OG0001405	Syal.g_00314	Prbh.g_00453
OG0001407	Syal.g_01774	Prbh.g_01345
OG0001409	Syal.g_01671	Prbh.g_01274
OG0001410	Syal.g_02194	Prbh.g_01937
OG0001411	Syal.g_01399	Prbh.g_00055, Prbh.g_00721
OG0001423	Syal.g_00726	Prbh.g_01940
OG0001425	Syal.g_01089	Prbh.g_01521
OG0001430	Syal.g_01055	Prbh.g_01340
OG0001435	Syal.g_02290	Prbh.g_00874
OG0001443	Syal.g_01101	Prbh.g_01871
OG0001448	Syal.g_02552	Prbh.g_00375
OG0001460	Syal.g_02211	Prbh.g_01791
OG0001461	Syal.g_02091	Prbh.g_01839
OG0001476	Syal.g_01667	Prbh.g_01275
OG0001477	Syal.g_01807	Prbh.g_01893
OG0001481	Syal.g_00504	Prbh.g_01356
OG0001486	Syal.g_01651	Prbh.g_01285
OG0001488	Syal.g_01677	Prbh.g_01269
OG0001489	Syal.g_00291	Prbh.g_01629
OG0001495	Syal.g_00223	Prbh.g_01693
OG0001496	Syal.g_01804	Prbh.g_01895
OG0001497	Syal.g_01806	Prbh.g_01894
OG0001498	Syal.g_00554	Prbh.g_00414
OG0001505	Syal.g_01370, Syal.g_01371	Prbh.g_00063
OG0001510	Syal.g_01489	Prbh.g_01575
OG0001511	Syal.g_00829	Prbh.g_00671
OG0001512	Syal.g_00682	Prbh.g_01335
OG0001514	Syal.g_01803	Prbh.g_01896
OG0001515	Syal.g_01791	Prbh.g_00927
OG0001516	Syal.g_02197	Prbh.g_01189
OG0001517	Syal.g_00348	Prbh.g_00438
OG0001518	Syal.g_01087	Prbh.g_01522
OG0001519	Syal.g_01103	Prbh.g_01517
OG0001527	Syal.g_02796	Prbh.g_00266
OG0001529	Syal.g_00145	Prbh.g_00742
OG0001530	Syal.g_00827	Prbh.g_00672
OG0001531	Syal.g_00681	Prbh.g_00541
OG0001532	Syal.g_01710	Prbh.g_01251
OG0001534	Syal.g_01898	Prbh.g_01137
OG0001535	Syal.g_01917	Prbh.g_01122
OG0001536	Syal.g_01996	Prbh.g_01082
OG0001537	Syal.g_02257	Prbh.g_00890
OG0001538	Syal.g_01870	Prbh.g_00958
OG0001539	Syal.g_02294	Prbh.g_00869
OG0001540	Syal.g_00858	Prbh.g_00651
OG0001541	Syal.g_00924	Prbh.g_00603
OG0001542	Syal.g_00935	Prbh.g_00597
OG0001543	Syal.g_00988	Prbh.g_01876
OG0001544	Syal.g_01102	Prbh.g_01518
OG0001545	Syal.g_01170	Prbh.g_01502
OG0001557	Syal.g_02249	Prbh.g_00894
OG0001559	Syal.g_00826	Prbh.g_00673
OG0001560	Syal.g_00812	Prbh.g_00683
OG0001561	Syal.g_01910	Prbh.g_01127
OG0001563	Syal.g_00274	Prbh.g_01645
OG0001565	Syal.g_02600	Prbh.g_01838
OG0001574	Syal.g_02798	Prbh.g_00268
OG0001575	Syal.g_02793	Prbh.g_00263
OG0001576	Syal.g_01582	Prbh.g_01386
OG0001579	Syal.g_00318	Prbh.g_00449
OG0001580	Syal.g_01052	Prbh.g_00735
OG0001589	Syal.g_00647	Prbh.g_01736
OG0001591	Syal.g_02209	Prbh.g_00906
OG0001592	Syal.g_01053	Prbh.g_00736
OG0001614	Syal.g_01451	Prbh.g_01587
OG0001616	Syal.g_01699	Prbh.g_01259
OG0001617	Syal.g_01800	Prbh.g_00931
OG0001619	Syal.g_02009	Prbh.g_01072
OG0001620	Syal.g_00360	Prbh.g_00429
OG0001621	Syal.g_01224	Prbh.g_00526
OG0001622	Syal.g_01178	Prbh.g_01493
OG0001634	Syal.g_02203	Prbh.g_01183
OG0001636	Syal.g_00137	Prbh.g_00747
OG0001638	Syal.g_00599	Prbh.g_01771
OG0001639	Syal.g_02968	Prbh.g_00148
OG0001640	Syal.g_01839	Prbh.g_01043
OG0001641	Syal.g_01955	Prbh.g_01105
OG0001643	Syal.g_02631	Prbh.g_01214
OG0001644	Syal.g_02426	Prbh.g_01158
OG0001656	Syal.g_00317	Prbh.g_00450
OG0001658	Syal.g_01066	Prbh.g_00740
OG0001659	Syal.g_01706	Prbh.g_01407
OG0001676	Syal.g_00320	Prbh.g_00448
OG0001678	Syal.g_00197	Prbh.g_01715
OG0001679	Syal.g_02034, Syal.g_00794	Prbh.g_00443
OG0001693	Syal.g_01822	Prbh.g_00805
OG0001713	Syal.g_01668	Prbh.g_01360
OG0001717	Syal.g_00910	Prbh.g_00822
OG0001722	Syal.g_00730	Prbh.g_00860
OG0001731	Syal.g_02986	Prbh.g_00161
OG0001762	Syal.g_01947	Prbh.g_01110
OG0001764	Syal.g_02046	Prbh.g_01152
OG0001770	Syal.g_02501	Prbh.g_01802
OG0001974	Syal.g_01063	Prbh.g_00407
OG0002003	Syal.g_01790	Prbh.g_00832
OG0002019	Syal.g_01425	Prbh.g_01950
OG0002098	Syal.g_01386	Prbh.g_01921
OG0002122	Syal.g_01789	Prbh.g_00831
OG0002177	Syal.g_02864	Prbh.g_01447
OG0002246	Syal.g_00542	Prbh.g_01831
OG0002582	Syal.g_01382	Prbh.g_01922
