Orthogroup	Syal	Prag
OG0001167	Syal.g_00638	Prag.g_01705
OG0001168	Syal.g_00640	Prag.g_01707
OG0001169	Syal.g_00642	Prag.g_01709
OG0001170	Syal.g_00644	Prag.g_01711
OG0001172	Syal.g_00198	Prag.g_01735
OG0001173	Syal.g_00199	Prag.g_01736
OG0001174	Syal.g_00207	Prag.g_01744
OG0001175	Syal.g_00208	Prag.g_01745
OG0001176	Syal.g_00226	Prag.g_01752
OG0001177	Syal.g_00224	Prag.g_01754
OG0001178	Syal.g_00592	Prag.g_01759
OG0001179	Syal.g_00256	Prag.g_01788
OG0001180	Syal.g_00282	Prag.g_01810
OG0001182	Syal.g_00295	Prag.g_01821
OG0001183	Syal.g_00302	Prag.g_01825
OG0001184	Syal.g_01359	Prag.g_01841
OG0001185	Syal.g_01453	Prag.g_01855
OG0001186	Syal.g_00179	Prag.g_01879
OG0001187	Syal.g_00175	Prag.g_01883
OG0001188	Syal.g_00172	Prag.g_01885
OG0001189	Syal.g_00152	Prag.g_01902
OG0001190	Syal.g_01067	Prag.g_01906
OG0001191	Syal.g_01083	Prag.g_01916
OG0001192	Syal.g_01090	Prag.g_01921
OG0001193	Syal.g_01128	Prag.g_01931
OG0001194	Syal.g_01130	Prag.g_01932
OG0001195	Syal.g_01131	Prag.g_01933
OG0001196	Syal.g_00078	Prag.g_01946
OG0001197	Syal.g_00080	Prag.g_01947
OG0001198	Syal.g_00093	Prag.g_01954
OG0001199	Syal.g_00757	Prag.g_00068
OG0001200	Syal.g_00759	Prag.g_00070
OG0001201	Syal.g_00821	Prag.g_00101
OG0001202	Syal.g_00956	Prag.g_00192
OG0001203	Syal.g_00683	Prag.g_00231
OG0001204	Syal.g_01201	Prag.g_00236
OG0001205	Syal.g_00515	Prag.g_00424
OG0001206	Syal.g_00490	Prag.g_00441
OG0001207	Syal.g_02889	Prag.g_00456
OG0001208	Syal.g_02899	Prag.g_00461
OG0001209	Syal.g_02835	Prag.g_00514
OG0001210	Syal.g_02827	Prag.g_00519
OG0001211	Syal.g_02811	Prag.g_00529
OG0001212	Syal.g_02754	Prag.g_00574
OG0001213	Syal.g_02701	Prag.g_00607
OG0001214	Syal.g_02634	Prag.g_00615
OG0001215	Syal.g_01786	Prag.g_00668
OG0001216	Syal.g_01861	Prag.g_00694
OG0001217	Syal.g_02067	Prag.g_00744
OG0001218	Syal.g_00429	Prag.g_00752
OG0001219	Syal.g_02036	Prag.g_00795
OG0001220	Syal.g_02494	Prag.g_00856
OG0001221	Syal.g_02258	Prag.g_00917
OG0001222	Syal.g_02006	Prag.g_00956
OG0001223	Syal.g_01960	Prag.g_00982
OG0001224	Syal.g_01827	Prag.g_01032
OG0001225	Syal.g_01825	Prag.g_01034
OG0001226	Syal.g_00767	Prag.g_01060
OG0001227	Syal.g_01575	Prag.g_01079
OG0001228	Syal.g_02451	Prag.g_01198
OG0001229	Syal.g_01801	Prag.g_01387
OG0001230	Syal.g_00029	Prag.g_01480
OG0001231	Syal.g_00114	Prag.g_01585
OG0001232	Syal.g_00622	Prag.g_01692
OG0001233	Syal.g_00645	Prag.g_01712
OG0001234	Syal.g_00212	Prag.g_01747
OG0001236	Syal.g_01352	Prag.g_01838
OG0001237	Syal.g_01362	Prag.g_01842
OG0001238	Syal.g_01085	Prag.g_01917
OG0001239	Syal.g_00754	Prag.g_00065
OG0001241	Syal.g_00814	Prag.g_00094
OG0001242	Syal.g_00844	Prag.g_00112
OG0001243	Syal.g_00852	Prag.g_00118
OG0001244	Syal.g_00882	Prag.g_00134
OG0001245	Syal.g_02522	Prag.g_00373
OG0001246	Syal.g_02927	Prag.g_00483
OG0001247	Syal.g_01126	Prag.g_00661
OG0001248	Syal.g_01778	Prag.g_00663
OG0001249	Syal.g_00337	Prag.g_00784
OG0001250	Syal.g_02469	Prag.g_00845
OG0001251	Syal.g_02576	Prag.g_00893
OG0001252	Syal.g_01834	Prag.g_01027
OG0001253	Syal.g_02521	Prag.g_01080
OG0001254	Syal.g_02507	Prag.g_01122
OG0001255	Syal.g_02609	Prag.g_01137
OG0001256	Syal.g_00571	Prag.g_01578
OG0001257	Syal.g_02262	Prag.g_01584
OG0001258	Syal.g_00582	Prag.g_01666
OG0001259	Syal.g_00643	Prag.g_01710
OG0001260	Syal.g_00665	Prag.g_01727
OG0001261	Syal.g_00265	Prag.g_01796
OG0001262	Syal.g_00154	Prag.g_01900
OG0001263	Syal.g_00856	Prag.g_00121
OG0001264	Syal.g_00191	Prag.g_00038
OG0001265	Syal.g_00842	Prag.g_00111
OG0001266	Syal.g_00960	Prag.g_00196
OG0001267	Syal.g_01263	Prag.g_00271
OG0001268	Syal.g_00353	Prag.g_00334
OG0001269	Syal.g_02567	Prag.g_00353
OG0001270	Syal.g_00528	Prag.g_00413
OG0001271	Syal.g_00466	Prag.g_00451
OG0001272	Syal.g_02903	Prag.g_00465
OG0001273	Syal.g_02641	Prag.g_00609
OG0001274	Syal.g_01007	Prag.g_00681
OG0001275	Syal.g_01932	Prag.g_00992
OG0001276	Syal.g_01914	Prag.g_01011
OG0001277	Syal.g_02963	Prag.g_01068
OG0001278	Syal.g_01766	Prag.g_01203
OG0001279	Syal.g_02565	Prag.g_01302
OG0001280	Syal.g_01604	Prag.g_01354
OG0001281	Syal.g_01592	Prag.g_01360
OG0001282	Syal.g_02887	Prag.g_01390
OG0001284	Syal.g_03007	Prag.g_01560
OG0001285	Syal.g_00625	Prag.g_01695
OG0001286	Syal.g_00280	Prag.g_01808
OG0001287	Syal.g_01461	Prag.g_01863
OG0001288	Syal.g_01513	Prag.g_01872
OG0001289	Syal.g_00781	Prag.g_00081
OG0001290	Syal.g_00813	Prag.g_00093
OG0001291	Syal.g_00866	Prag.g_00128
OG0001292	Syal.g_01206	Prag.g_00241
OG0001293	Syal.g_01236	Prag.g_00252
OG0001294	Syal.g_02207	Prag.g_00371
OG0001295	Syal.g_01828	Prag.g_00446
OG0001296	Syal.g_02933	Prag.g_00488
OG0001298	Syal.g_02777	Prag.g_00555
OG0001299	Syal.g_02200	Prag.g_00644
OG0001300	Syal.g_01795	Prag.g_00671
OG0001301	Syal.g_01941, Syal.g_01810	Prag.g_00674
OG0001302	Syal.g_02607	Prag.g_00793
OG0001303	Syal.g_02033	Prag.g_00996
OG0001304	Syal.g_01899	Prag.g_01021
OG0001305	Syal.g_01817	Prag.g_01040
OG0001306	Syal.g_01626	Prag.g_01139
OG0001307	Syal.g_02195	Prag.g_01372
OG0001308	Syal.g_00392	Prag.g_01500
OG0001309	Syal.g_02943	Prag.g_01582
OG0001310	Syal.g_00605	Prag.g_01681
OG0001312	Syal.g_02024	Prag.g_00945
OG0001313	Syal.g_00482	Prag.g_01293, Prag.g_01295, Prag.g_01251
OG0001315	Syal.g_00300	Prag.g_00055
OG0001316	Syal.g_00872	Prag.g_00133
OG0001317	Syal.g_00687	Prag.g_00227
OG0001318	Syal.g_01228	Prag.g_00248
OG0001319	Syal.g_01252	Prag.g_00263
OG0001321	Syal.g_00508	Prag.g_00430
OG0001322	Syal.g_00507	Prag.g_00431
OG0001323	Syal.g_02946	Prag.g_00498
OG0001324	Syal.g_01796	Prag.g_00672
OG0001325	Syal.g_01865	Prag.g_00697
OG0001326	Syal.g_01138	Prag.g_00881
OG0001327	Syal.g_02296	Prag.g_01051
OG0001328	Syal.g_02266	Prag.g_01078
OG0001329	Syal.g_01188	Prag.g_01113
OG0001330	Syal.g_01611	Prag.g_01327
OG0001332	Syal.g_02965	Prag.g_01533
OG0001333	Syal.g_00639	Prag.g_01706
OG0001334	Syal.g_00311	Prag.g_01828
OG0001335	Syal.g_00312	Prag.g_01829
OG0001336	Syal.g_01180	Prag.g_01943
OG0001339	Syal.g_00816	Prag.g_00096
OG0001340	Syal.g_00328	Prag.g_00319
OG0001341	Syal.g_02538	Prag.g_00742
OG0001343	Syal.g_01190	Prag.g_00890
OG0001344	Syal.g_01658	Prag.g_01157
OG0001345	Syal.g_01694	Prag.g_01172
OG0001346	Syal.g_01600	Prag.g_01356
OG0001348	Syal.g_01849	Prag.g_01606
OG0001349	Syal.g_01426	Prag.g_01489
OG0001351	Syal.g_00501	Prag.g_00433
OG0001353	Syal.g_02457	Prag.g_00837
OG0001354	Syal.g_01973	Prag.g_00974
OG0001358	Syal.g_02715	Prag.g_00598
OG0001359	Syal.g_01189	Prag.g_00891
OG0001360	Syal.g_01696	Prag.g_01081
OG0001361	Syal.g_01691	Prag.g_01169
OG0001362	Syal.g_00397	Prag.g_01504
OG0001363	Syal.g_00399	Prag.g_01506
OG0001364	Syal.g_01342	Prag.g_01831
OG0001365	Syal.g_01072	Prag.g_01910
OG0001369	Syal.g_00803	Prag.g_00086
OG0001373	Syal.g_01137	Prag.g_00880
OG0001374	Syal.g_01145	Prag.g_00888
OG0001375	Syal.g_01191	Prag.g_00889
OG0001376	Syal.g_01095	Prag.g_01045
OG0001377	Syal.g_01094	Prag.g_01046
OG0001378	Syal.g_00529	Prag.g_01090
OG0001379	Syal.g_01609	Prag.g_01349
OG0001382	Syal.g_00220	Prag.g_01599
OG0001385	Syal.g_01134	Prag.g_00877
OG0001386	Syal.g_01135	Prag.g_00878
OG0001387	Syal.g_01136	Prag.g_00879
OG0001388	Syal.g_01139	Prag.g_00882
OG0001389	Syal.g_01140	Prag.g_00883
OG0001390	Syal.g_01141	Prag.g_00884
OG0001391	Syal.g_01142	Prag.g_00885
OG0001392	Syal.g_01143	Prag.g_00886
OG0001393	Syal.g_01144	Prag.g_00887
OG0001395	Syal.g_02432	Prag.g_01023
OG0001396	Syal.g_01532	Prag.g_01277
OG0001397	Syal.g_00398	Prag.g_01505
OG0001398	Syal.g_00774	Prag.g_01612
OG0001399	Syal.g_00434	Prag.g_01749
OG0001401	Syal.g_02463	Prag.g_01280
OG0001402	Syal.g_02711	Prag.g_00759
OG0001404	Syal.g_00750	Prag.g_00062
OG0001405	Syal.g_00314	Prag.g_00317
OG0001406	Syal.g_01096	Prag.g_01044
OG0001407	Syal.g_01774	Prag.g_01058
OG0001408	Syal.g_02589	Prag.g_01063
OG0001409	Syal.g_01671	Prag.g_01160
OG0001410	Syal.g_02194	Prag.g_01373
OG0001411	Syal.g_01399	Prag.g_01426
OG0001413	Syal.g_02570	Prag.g_01574
OG0001416	Syal.g_01595	Prag.g_00438
OG0001417	Syal.g_01974	Prag.g_00448
OG0001419	Syal.g_01775	Prag.g_01059
OG0001420	Syal.g_02955	Prag.g_01098
OG0001425	Syal.g_01089	Prag.g_01920
OG0001428	Syal.g_00915	Prag.g_00165
OG0001430	Syal.g_01055	Prag.g_01322
OG0001432	Syal.g_02578	Prag.g_01573
OG0001433	Syal.g_02212	Prag.g_00768
OG0001434	Syal.g_02245	Prag.g_00925
OG0001438	Syal.g_01278	Prag.g_00284
OG0001439	Syal.g_01306	Prag.g_00298
OG0001442	Syal.g_02234	Prag.g_00733
OG0001443	Syal.g_01101	Prag.g_01652
OG0001447	Syal.g_00853	Prag.g_00119
OG0001448	Syal.g_02552	Prag.g_00361
OG0001449	Syal.g_01198	Prag.g_00388
OG0001452	Syal.g_01223	Prag.g_00894
OG0001454	Syal.g_02566	Prag.g_01074
OG0001456	Syal.g_01146	Prag.g_01130
OG0001457	Syal.g_01147	Prag.g_01131
OG0001458	Syal.g_01148	Prag.g_01132
OG0001459	Syal.g_01493, Syal.g_02104	Prag.g_01312
OG0001460	Syal.g_02211	Prag.g_00767
OG0001462	Syal.g_00138	Prag.g_00034
OG0001471	Syal.g_01301	Prag.g_01575
OG0001473	Syal.g_02571	Prag.g_01880
OG0001474	Syal.g_00354	Prag.g_00335
OG0001477	Syal.g_01807	Prag.g_01256
OG0001479	Syal.g_00351	Prag.g_00332
OG0001480	Syal.g_02599	Prag.g_00363
OG0001481	Syal.g_00504	Prag.g_00367
OG0001482	Syal.g_01964	Prag.g_00436
OG0001486	Syal.g_01651	Prag.g_01151
OG0001492	Syal.g_01769	Prag.g_01200
OG0001493	Syal.g_01760	Prag.g_01208
OG0001496	Syal.g_01804	Prag.g_01254
OG0001497	Syal.g_01806	Prag.g_01255
OG0001499	Syal.g_00086	Prag.g_00054
OG0001502	Syal.g_02489	Prag.g_00776
OG0001504	Syal.g_02103, Syal.g_01492	Prag.g_01313, Prag.g_01639
OG0001507	Syal.g_02094	Prag.g_01632
OG0001514	Syal.g_01803	Prag.g_01253
OG0001525	Syal.g_02585	Prag.g_01589
OG0001546	Syal.g_02950	Prag.g_00503
OG0001547	Syal.g_02050	Prag.g_00778
OG0001551	Syal.g_01781	Prag.g_01129
OG0001554	Syal.g_01065	Prag.g_01580
OG0001555	Syal.g_02484	Prag.g_01595
OG0001558	Syal.g_00117	Prag.g_01283
OG0001565	Syal.g_02600	Prag.g_00395
OG0001567	Syal.g_02051	Prag.g_00777
OG0001568	Syal.g_02049	Prag.g_00779
OG0001582	Syal.g_02644	Prag.g_00447
OG0001585	Syal.g_00712	Prag.g_01307
OG0001635	Syal.g_01517	Prag.g_01634
OG0001647	Syal.g_01254	Prag.g_00264
OG0001652	Syal.g_00115	Prag.g_01281
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Prag.g_01311
OG0001667	Syal.g_02863	Prag.g_01330
OG0001671	Syal.g_00993	Prag.g_01288
OG0001719	Syal.g_01472	Prag.g_00382
OG0001744	Syal.g_00735	Prag.g_01339
OG0001745	Syal.g_02530	Prag.g_01572
OG0001792	Syal.g_01737	Prag.g_01441
OG0002032	Syal.g_02367	Prag.g_01919
OG0002244	Syal.g_02093	Prag.g_01631
OG0002291	Syal.g_00876	Prag.g_01299
OG0002451	Syal.g_00743	Prag.g_00724
OG0002885	Syal.g_02167	Prag.g_00397
OG0003059	Syal.g_01388	Prag.g_00688
OG0003157	Syal.g_02168	Prag.g_00403
OG0003158	Syal.g_02171	Prag.g_00406
OG0003336	Syal.g_02169	Prag.g_00404
OG0003337	Syal.g_02170	Prag.g_00405
OG0003616	Syal.g_02162	Prag.g_00398
OG0003617	Syal.g_02163	Prag.g_00399
OG0003618	Syal.g_02164	Prag.g_00400
OG0003619	Syal.g_02165	Prag.g_00401
OG0003620	Syal.g_02166	Prag.g_00402
