Orthogroup	Syal	Prba
OG0001172	Syal.g_00198	Prba.g_00360
OG0001173	Syal.g_00199	Prba.g_00361
OG0001174	Syal.g_00207	Prba.g_00369
OG0001175	Syal.g_00208	Prba.g_00370
OG0001176	Syal.g_00226	Prba.g_00377
OG0001177	Syal.g_00224	Prba.g_00380
OG0001178	Syal.g_00592	Prba.g_00385
OG0001179	Syal.g_00256	Prba.g_00413
OG0001180	Syal.g_00282	Prba.g_00435
OG0001182	Syal.g_00295	Prba.g_01055
OG0001183	Syal.g_00302	Prba.g_01060
OG0001184	Syal.g_01359	Prba.g_01076
OG0001185	Syal.g_01453	Prba.g_00762
OG0001186	Syal.g_00179	Prba.g_00786
OG0001187	Syal.g_00175	Prba.g_00790
OG0001188	Syal.g_00172	Prba.g_00793
OG0001189	Syal.g_00152	Prba.g_00810
OG0001190	Syal.g_01067	Prba.g_00814
OG0001191	Syal.g_01083	Prba.g_00824
OG0001192	Syal.g_01090	Prba.g_00829
OG0001193	Syal.g_01128	Prba.g_00839
OG0001194	Syal.g_01130	Prba.g_00840
OG0001195	Syal.g_01131	Prba.g_00841
OG0001196	Syal.g_00078	Prba.g_01782
OG0001197	Syal.g_00080	Prba.g_01783
OG0001198	Syal.g_00093	Prba.g_01790
OG0001199	Syal.g_00757	Prba.g_01862
OG0001200	Syal.g_00759	Prba.g_01864
OG0001201	Syal.g_00821	Prba.g_01896
OG0001202	Syal.g_00956	Prba.g_00655
OG0001203	Syal.g_00683	Prba.g_00457
OG0001204	Syal.g_01201	Prba.g_00462
OG0001205	Syal.g_00515	Prba.g_01016
OG0001206	Syal.g_00490	Prba.g_00999
OG0001207	Syal.g_02889	Prba.g_00984
OG0001208	Syal.g_02899	Prba.g_00979
OG0001209	Syal.g_02835	Prba.g_00926
OG0001210	Syal.g_02827	Prba.g_01775
OG0001211	Syal.g_02811	Prba.g_01765
OG0001212	Syal.g_02754	Prba.g_01721
OG0001213	Syal.g_02701	Prba.g_01688
OG0001214	Syal.g_02634	Prba.g_01680
OG0001215	Syal.g_01786	Prba.g_01627
OG0001216	Syal.g_01861	Prba.g_01592
OG0001217	Syal.g_02067	Prba.g_01554
OG0001218	Syal.g_00429	Prba.g_01547
OG0001219	Syal.g_02036	Prba.g_01510
OG0001220	Syal.g_02494	Prba.g_01447
OG0001221	Syal.g_02258	Prba.g_01384
OG0001222	Syal.g_02006	Prba.g_01345
OG0001223	Syal.g_01960	Prba.g_01319
OG0001224	Syal.g_01827	Prba.g_01268
OG0001225	Syal.g_01825	Prba.g_01266
OG0001226	Syal.g_00767	Prba.g_01240
OG0001227	Syal.g_01575	Prba.g_01222
OG0001228	Syal.g_02451	Prba.g_00018
OG0001229	Syal.g_01801	Prba.g_00198
OG0001230	Syal.g_00029	Prba.g_00105
OG0001231	Syal.g_00114	Prba.g_00291
OG0001232	Syal.g_00622	Prba.g_00597
OG0001233	Syal.g_00645	Prba.g_00577
OG0001234	Syal.g_00212	Prba.g_00372
OG0001236	Syal.g_01352	Prba.g_01073
OG0001237	Syal.g_01362	Prba.g_01077
OG0001238	Syal.g_01085	Prba.g_00825
OG0001239	Syal.g_00754	Prba.g_01859
OG0001240	Syal.g_00804	Prba.g_01881
OG0001241	Syal.g_00814	Prba.g_01889
OG0001242	Syal.g_00844	Prba.g_01907
OG0001243	Syal.g_00852	Prba.g_01913
OG0001244	Syal.g_00882	Prba.g_01929
OG0001245	Syal.g_02522	Prba.g_00874
OG0001246	Syal.g_02927	Prba.g_00957
OG0001247	Syal.g_01126	Prba.g_01634
OG0001248	Syal.g_01778	Prba.g_01632
OG0001249	Syal.g_00337	Prba.g_01521
OG0001250	Syal.g_02469	Prba.g_01458
OG0001251	Syal.g_02576	Prba.g_01410
OG0001252	Syal.g_01834	Prba.g_01273
OG0001253	Syal.g_02521	Prba.g_01221
OG0001254	Syal.g_02507	Prba.g_00095
OG0001255	Syal.g_02609	Prba.g_00080
OG0001256	Syal.g_00571	Prba.g_00298
OG0001257	Syal.g_02262	Prba.g_00292
OG0001258	Syal.g_00582	Prba.g_00229
OG0001259	Syal.g_00643	Prba.g_00579
OG0001260	Syal.g_00665	Prba.g_00563
OG0001261	Syal.g_00265	Prba.g_00421
OG0001262	Syal.g_00154	Prba.g_00808
OG0001263	Syal.g_00856	Prba.g_01916
OG0001264	Syal.g_00191	Prba.g_01832
OG0001265	Syal.g_00842	Prba.g_01906
OG0001266	Syal.g_00960	Prba.g_00659
OG0001267	Syal.g_01263	Prba.g_00497
OG0001268	Syal.g_00353	Prba.g_00555
OG0001269	Syal.g_02567	Prba.g_00853
OG0001270	Syal.g_00528	Prba.g_01027
OG0001271	Syal.g_00466	Prba.g_00989
OG0001272	Syal.g_02903	Prba.g_00975
OG0001273	Syal.g_02641	Prba.g_01686
OG0001274	Syal.g_01007	Prba.g_01614
OG0001275	Syal.g_01932	Prba.g_01309
OG0001276	Syal.g_01914	Prba.g_01289
OG0001277	Syal.g_02963	Prba.g_01232
OG0001278	Syal.g_01766	Prba.g_00013
OG0001279	Syal.g_02565	Prba.g_01136
OG0001280	Syal.g_01604	Prba.g_01191
OG0001281	Syal.g_01592	Prba.g_01197
OG0001282	Syal.g_02887	Prba.g_00195
OG0001283	Syal.g_01179	Prba.g_00176
OG0001284	Syal.g_03007	Prba.g_00318
OG0001285	Syal.g_00625	Prba.g_00594
OG0001286	Syal.g_00280	Prba.g_00433
OG0001287	Syal.g_01461	Prba.g_00770
OG0001288	Syal.g_01513	Prba.g_00779
OG0001289	Syal.g_00781	Prba.g_01875
OG0001290	Syal.g_00813	Prba.g_01888
OG0001291	Syal.g_00866	Prba.g_01923
OG0001292	Syal.g_01206	Prba.g_00467
OG0001293	Syal.g_01236	Prba.g_00479
OG0001294	Syal.g_02207	Prba.g_00872
OG0001295	Syal.g_01828	Prba.g_00994
OG0001296	Syal.g_02933	Prba.g_00952
OG0001298	Syal.g_02777	Prba.g_01739
OG0001299	Syal.g_02200	Prba.g_01651
OG0001300	Syal.g_01795	Prba.g_01624
OG0001301	Syal.g_01941, Syal.g_01810	Prba.g_01621
OG0001302	Syal.g_02607	Prba.g_01512
OG0001303	Syal.g_02033	Prba.g_01305
OG0001304	Syal.g_01899	Prba.g_01279
OG0001305	Syal.g_01817	Prba.g_01260
OG0001306	Syal.g_01626	Prba.g_00078
OG0001307	Syal.g_02195	Prba.g_00213
OG0001308	Syal.g_00392	Prba.g_00703
OG0001309	Syal.g_02943	Prba.g_00294
OG0001310	Syal.g_00605	Prba.g_00608
OG0001311	Syal.g_01912	Prba.g_01287
OG0001312	Syal.g_02024	Prba.g_01356
OG0001315	Syal.g_00300	Prba.g_01850
OG0001316	Syal.g_00872	Prba.g_01928
OG0001317	Syal.g_00687	Prba.g_00453
OG0001318	Syal.g_01228	Prba.g_00475
OG0001319	Syal.g_01252	Prba.g_00490
OG0001321	Syal.g_00508	Prba.g_01010
OG0001322	Syal.g_00507	Prba.g_01009
OG0001323	Syal.g_02946	Prba.g_00942
OG0001324	Syal.g_01796	Prba.g_01623
OG0001325	Syal.g_01865	Prba.g_01589
OG0001326	Syal.g_01138	Prba.g_01422
OG0001327	Syal.g_02296	Prba.g_01248
OG0001328	Syal.g_02266	Prba.g_01223
OG0001329	Syal.g_01188	Prba.g_00104, Prba.g_00721
OG0001330	Syal.g_01611	Prba.g_01166
OG0001332	Syal.g_02965	Prba.g_00345
OG0001333	Syal.g_00639	Prba.g_00583
OG0001334	Syal.g_00311	Prba.g_01063
OG0001335	Syal.g_00312	Prba.g_01064
OG0001336	Syal.g_01180	Prba.g_01779
OG0001339	Syal.g_00816	Prba.g_01891
OG0001340	Syal.g_00328	Prba.g_00544
OG0001341	Syal.g_02538	Prba.g_01556
OG0001343	Syal.g_01190	Prba.g_01413
OG0001344	Syal.g_01658	Prba.g_00059
OG0001345	Syal.g_01694	Prba.g_00044
OG0001346	Syal.g_01600	Prba.g_01193
OG0001349	Syal.g_01426	Prba.g_00116
OG0001351	Syal.g_00501	Prba.g_01007
OG0001353	Syal.g_02457	Prba.g_01467
OG0001354	Syal.g_01973	Prba.g_01327
OG0001358	Syal.g_02715	Prba.g_01697
OG0001359	Syal.g_01189	Prba.g_01412
OG0001360	Syal.g_01696	Prba.g_01220
OG0001361	Syal.g_01691	Prba.g_00047
OG0001362	Syal.g_00397	Prba.g_00699
OG0001363	Syal.g_00399	Prba.g_00697
OG0001364	Syal.g_01342	Prba.g_01066
OG0001365	Syal.g_01072	Prba.g_00818
OG0001369	Syal.g_00803	Prba.g_01880
OG0001373	Syal.g_01137	Prba.g_01423
OG0001374	Syal.g_01145	Prba.g_01415
OG0001375	Syal.g_01191	Prba.g_01414
OG0001376	Syal.g_01095	Prba.g_01254
OG0001377	Syal.g_01094	Prba.g_01253
OG0001378	Syal.g_00529	Prba.g_00750
OG0001379	Syal.g_01609	Prba.g_01186
OG0001382	Syal.g_00220	Prba.g_00277
OG0001385	Syal.g_01134	Prba.g_01426
OG0001386	Syal.g_01135	Prba.g_01425
OG0001387	Syal.g_01136	Prba.g_01424
OG0001388	Syal.g_01139	Prba.g_01421
OG0001389	Syal.g_01140	Prba.g_01420
OG0001390	Syal.g_01141	Prba.g_01419
OG0001391	Syal.g_01142	Prba.g_01418
OG0001392	Syal.g_01143	Prba.g_01417
OG0001393	Syal.g_01144	Prba.g_01416
OG0001395	Syal.g_02432	Prba.g_01277
OG0001397	Syal.g_00398	Prba.g_00698
OG0001398	Syal.g_00774	Prba.g_00265
OG0001399	Syal.g_00434	Prba.g_00374
OG0001402	Syal.g_02711	Prba.g_01540
OG0001404	Syal.g_00750	Prba.g_01856
OG0001405	Syal.g_00314	Prba.g_00542
OG0001406	Syal.g_01096	Prba.g_01255
OG0001407	Syal.g_01774	Prba.g_01242
OG0001408	Syal.g_02589	Prba.g_01237
OG0001409	Syal.g_01671	Prba.g_00056
OG0001410	Syal.g_02194	Prba.g_00212
OG0001411	Syal.g_01399	Prba.g_00151
OG0001413	Syal.g_02570	Prba.g_00303
OG0001416	Syal.g_01595	Prba.g_01002
OG0001417	Syal.g_01974	Prba.g_00992
OG0001419	Syal.g_01775	Prba.g_01241
OG0001420	Syal.g_02955	Prba.g_00741
OG0001425	Syal.g_01089	Prba.g_00828
OG0001428	Syal.g_00915	Prba.g_00628
OG0001430	Syal.g_01055	Prba.g_01161
OG0001432	Syal.g_02578	Prba.g_00305
OG0001433	Syal.g_02212	Prba.g_01536
OG0001434	Syal.g_02245	Prba.g_01376
OG0001439	Syal.g_01306	Prba.g_00523
OG0001442	Syal.g_02234	Prba.g_01564
OG0001447	Syal.g_00853	Prba.g_01914
OG0001448	Syal.g_02552	Prba.g_00860
OG0001449	Syal.g_01198	Prba.g_00896
OG0001452	Syal.g_01223	Prba.g_01408
OG0001454	Syal.g_02566	Prba.g_01227
OG0001456	Syal.g_01146	Prba.g_00087
OG0001457	Syal.g_01147	Prba.g_00086
OG0001458	Syal.g_01148	Prba.g_00085
OG0001459	Syal.g_01493, Syal.g_02104	Prba.g_01150
OG0001460	Syal.g_02211	Prba.g_01537
OG0001462	Syal.g_00138	Prba.g_01827
OG0001471	Syal.g_01301	Prba.g_00302
OG0001473	Syal.g_02571	Prba.g_00787
OG0001474	Syal.g_00354	Prba.g_00556
OG0001475	Syal.g_00184	Prba.g_00162
OG0001479	Syal.g_00351	Prba.g_00553
OG0001480	Syal.g_02599	Prba.g_00862
OG0001481	Syal.g_00504	Prba.g_00867
OG0001482	Syal.g_01964	Prba.g_01004
OG0001486	Syal.g_01651	Prba.g_00066
OG0001492	Syal.g_01769	Prba.g_00016
OG0001493	Syal.g_01760	Prba.g_00008
OG0001499	Syal.g_00086	Prba.g_01849
OG0001502	Syal.g_02489	Prba.g_01529
OG0001504	Syal.g_02103, Syal.g_01492	Prba.g_01151
OG0001507	Syal.g_02094	Prba.g_00250
OG0001508	Syal.g_00180	Prba.g_00174
OG0001520	Syal.g_02790	Prba.g_00888
OG0001525	Syal.g_02585	Prba.g_00286
OG0001546	Syal.g_02950	Prba.g_00937
OG0001547	Syal.g_02050	Prba.g_01527
OG0001551	Syal.g_01781	Prba.g_00088
OG0001554	Syal.g_01065	Prba.g_00296
OG0001555	Syal.g_02484	Prba.g_00281
OG0001565	Syal.g_02600	Prba.g_01042
OG0001567	Syal.g_02051	Prba.g_01528
OG0001568	Syal.g_02049	Prba.g_01526
OG0001570	Syal.g_02053	Prba.g_00738
OG0001582	Syal.g_02644	Prba.g_00993
OG0001585	Syal.g_00712	Prba.g_01140
OG0001635	Syal.g_01517	Prba.g_00244
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Prba.g_01149
OG0001667	Syal.g_02863	Prba.g_01169
OG0001704	Syal.g_01020	Prba.g_01847, Prba.g_01848
OG0001712	Syal.g_02524	Prba.g_00917
OG0001719	Syal.g_01472	Prba.g_00885
OG0001726	Syal.g_00536	Prba.g_00914
OG0001744	Syal.g_00735	Prba.g_01178
OG0001745	Syal.g_02530	Prba.g_00306
OG0002029	Syal.g_00704	Prba.g_01148
OG0002032	Syal.g_02367	Prba.g_00827
OG0002098	Syal.g_01386	Prba.g_00147
OG0002112	Syal.g_01292	Prba.g_00908
OG0002157	Syal.g_01293	Prba.g_00909
OG0002158	Syal.g_01291	Prba.g_00907
OG0002249	Syal.g_02368, Syal.g_02383, Syal.g_00722	Prba.g_01110
OG0002560	Syal.g_02077	Prba.g_00890
OG0002666	Syal.g_02157	Prba.g_01108
OG0003059	Syal.g_01388	Prba.g_01607
