Orthogroup	Syal	Prak
OG0001172	Syal.g_00198	Prak.g_01713
OG0001173	Syal.g_00199	Prak.g_01714
OG0001174	Syal.g_00207	Prak.g_01722
OG0001175	Syal.g_00208	Prak.g_01723
OG0001176	Syal.g_00226	Prak.g_01731
OG0001177	Syal.g_00224	Prak.g_01733
OG0001178	Syal.g_00592	Prak.g_01650
OG0001179	Syal.g_00256	Prak.g_01763
OG0001180	Syal.g_00282	Prak.g_01786
OG0001182	Syal.g_00295	Prak.g_01798
OG0001183	Syal.g_00302	Prak.g_01803
OG0001184	Syal.g_01359	Prak.g_01821
OG0001185	Syal.g_01453	Prak.g_01837
OG0001186	Syal.g_00179	Prak.g_01861
OG0001187	Syal.g_00175	Prak.g_01864
OG0001188	Syal.g_00172	Prak.g_01866
OG0001189	Syal.g_00152	Prak.g_01883
OG0001190	Syal.g_01067	Prak.g_01888
OG0001191	Syal.g_01083	Prak.g_01898
OG0001192	Syal.g_01090	Prak.g_01903
OG0001193	Syal.g_01128	Prak.g_01915
OG0001194	Syal.g_01130	Prak.g_01916
OG0001195	Syal.g_01131	Prak.g_01917
OG0001196	Syal.g_00078	Prak.g_01933
OG0001197	Syal.g_00080	Prak.g_01935
OG0001198	Syal.g_00093	Prak.g_01942
OG0001199	Syal.g_00757	Prak.g_00079
OG0001200	Syal.g_00759	Prak.g_00081
OG0001201	Syal.g_00821	Prak.g_00114
OG0001202	Syal.g_00956	Prak.g_00212
OG0001203	Syal.g_00683	Prak.g_00254
OG0001204	Syal.g_01201	Prak.g_00260
OG0001205	Syal.g_00515	Prak.g_00407
OG0001206	Syal.g_00490	Prak.g_00427
OG0001207	Syal.g_02889	Prak.g_00438
OG0001208	Syal.g_02899	Prak.g_00443
OG0001209	Syal.g_02835	Prak.g_00494
OG0001210	Syal.g_02827	Prak.g_00499
OG0001211	Syal.g_02811	Prak.g_00510
OG0001212	Syal.g_02754	Prak.g_00557
OG0001213	Syal.g_02701	Prak.g_00592
OG0001214	Syal.g_02634	Prak.g_01106
OG0001215	Syal.g_01786	Prak.g_00818
OG0001216	Syal.g_01861	Prak.g_00839
OG0001217	Syal.g_02067	Prak.g_00728
OG0001218	Syal.g_00429	Prak.g_01235
OG0001219	Syal.g_02036	Prak.g_00944
OG0001220	Syal.g_02494	Prak.g_00901
OG0001221	Syal.g_02258	Prak.g_00781
OG0001222	Syal.g_02006	Prak.g_01023
OG0001223	Syal.g_01960	Prak.g_00991
OG0001224	Syal.g_01827	Prak.g_00924
OG0001225	Syal.g_01825	Prak.g_00922
OG0001226	Syal.g_00767	Prak.g_00600
OG0001227	Syal.g_01575	Prak.g_01220
OG0001228	Syal.g_02451	Prak.g_01122
OG0001229	Syal.g_01801	Prak.g_01234
OG0001230	Syal.g_00029	Prak.g_01384
OG0001231	Syal.g_00114	Prak.g_00384
OG0001232	Syal.g_00622	Prak.g_01668
OG0001233	Syal.g_00645	Prak.g_01688
OG0001234	Syal.g_00212	Prak.g_01725
OG0001236	Syal.g_01352	Prak.g_01818
OG0001237	Syal.g_01362	Prak.g_01822
OG0001238	Syal.g_01085	Prak.g_01899
OG0001239	Syal.g_00754	Prak.g_00076
OG0001240	Syal.g_00804	Prak.g_00097
OG0001241	Syal.g_00814	Prak.g_00107
OG0001242	Syal.g_00844	Prak.g_00127
OG0001243	Syal.g_00852	Prak.g_00134
OG0001244	Syal.g_00882	Prak.g_00149
OG0001245	Syal.g_02522	Prak.g_01211
OG0001247	Syal.g_01126	Prak.g_00811
OG0001248	Syal.g_01778	Prak.g_00813
OG0001249	Syal.g_00337	Prak.g_00353
OG0001250	Syal.g_02469	Prak.g_00888
OG0001251	Syal.g_02576	Prak.g_00749
OG0001252	Syal.g_01834	Prak.g_00929
OG0001253	Syal.g_02521	Prak.g_00603
OG0001254	Syal.g_02507	Prak.g_01552
OG0001255	Syal.g_02609	Prak.g_01190
OG0001256	Syal.g_00571	Prak.g_01480
OG0001258	Syal.g_00582	Prak.g_01641
OG0001259	Syal.g_00643	Prak.g_01686
OG0001260	Syal.g_00665	Prak.g_01703
OG0001261	Syal.g_00265	Prak.g_01771
OG0001262	Syal.g_00154	Prak.g_01881
OG0001263	Syal.g_00856	Prak.g_00136
OG0001265	Syal.g_00842	Prak.g_00126
OG0001266	Syal.g_00960	Prak.g_00216
OG0001267	Syal.g_01263	Prak.g_00298
OG0001268	Syal.g_00353	Prak.g_00361
OG0001269	Syal.g_02567	Prak.g_00900
OG0001270	Syal.g_00528	Prak.g_00396
OG0001271	Syal.g_00466	Prak.g_00433
OG0001272	Syal.g_02903	Prak.g_00447
OG0001273	Syal.g_02641	Prak.g_01112
OG0001274	Syal.g_01007	Prak.g_00240
OG0001275	Syal.g_01932	Prak.g_01001
OG0001276	Syal.g_01914	Prak.g_01015
OG0001277	Syal.g_02963	Prak.g_01921
OG0001278	Syal.g_01766	Prak.g_01118
OG0001279	Syal.g_02565	Prak.g_00668
OG0001280	Syal.g_01604	Prak.g_01276
OG0001281	Syal.g_01592	Prak.g_01282
OG0001282	Syal.g_02887	Prak.g_01330
OG0001283	Syal.g_01179	Prak.g_01930
OG0001284	Syal.g_03007	Prak.g_01466
OG0001285	Syal.g_00625	Prak.g_01671
OG0001286	Syal.g_00280	Prak.g_01784
OG0001287	Syal.g_01461	Prak.g_01844
OG0001288	Syal.g_01513	Prak.g_01854
OG0001289	Syal.g_00781	Prak.g_00091
OG0001290	Syal.g_00813	Prak.g_00106
OG0001291	Syal.g_00866	Prak.g_00144
OG0001292	Syal.g_01206	Prak.g_00265
OG0001293	Syal.g_01236	Prak.g_00278
OG0001295	Syal.g_01828	Prak.g_01514
OG0001296	Syal.g_02933	Prak.g_00470
OG0001298	Syal.g_02777	Prak.g_00537
OG0001299	Syal.g_02200	Prak.g_01075
OG0001300	Syal.g_01795	Prak.g_00822
OG0001301	Syal.g_01941, Syal.g_01810	Prak.g_00827
OG0001302	Syal.g_02607	Prak.g_00940
OG0001303	Syal.g_02033	Prak.g_01607
OG0001304	Syal.g_01899	Prak.g_01028
OG0001305	Syal.g_01817	Prak.g_00916
OG0001306	Syal.g_01626	Prak.g_01187
OG0001307	Syal.g_02195	Prak.g_01304
OG0001308	Syal.g_00392	Prak.g_01401
OG0001309	Syal.g_02943	Prak.g_01508
OG0001310	Syal.g_00605	Prak.g_01658
OG0001311	Syal.g_01912	Prak.g_01017
OG0001312	Syal.g_02024	Prak.g_00953
OG0001315	Syal.g_00300	Prak.g_01225
OG0001316	Syal.g_00872	Prak.g_00148
OG0001317	Syal.g_00687	Prak.g_00250
OG0001318	Syal.g_01228	Prak.g_00274
OG0001319	Syal.g_01252	Prak.g_00291
OG0001321	Syal.g_00508	Prak.g_00413
OG0001322	Syal.g_00507	Prak.g_00414
OG0001323	Syal.g_02946	Prak.g_00480
OG0001324	Syal.g_01796	Prak.g_00823
OG0001325	Syal.g_01865	Prak.g_01058
OG0001327	Syal.g_02296	Prak.g_00758
OG0001328	Syal.g_02266	Prak.g_01258
OG0001329	Syal.g_01188	Prak.g_01604
OG0001330	Syal.g_01611	Prak.g_01497
OG0001332	Syal.g_02965	Prak.g_01437
OG0001333	Syal.g_00639	Prak.g_01682
OG0001334	Syal.g_00311	Prak.g_01806
OG0001335	Syal.g_00312	Prak.g_01807
OG0001337	Syal.g_00308, Syal.g_00327	Prak.g_00348
OG0001338	Syal.g_02003, Syal.g_00330	Prak.g_00351
OG0001339	Syal.g_00816	Prak.g_00109
OG0001340	Syal.g_00328	Prak.g_00349
OG0001341	Syal.g_02538	Prak.g_01227
OG0001343	Syal.g_01190	Prak.g_00746
OG0001344	Syal.g_01658	Prak.g_01168
OG0001345	Syal.g_01694	Prak.g_01152
OG0001346	Syal.g_01600	Prak.g_01278
OG0001348	Syal.g_01849	Prak.g_01512
OG0001349	Syal.g_01426	Prak.g_01353
OG0001351	Syal.g_00501	Prak.g_00419
OG0001353	Syal.g_02457	Prak.g_00878
OG0001354	Syal.g_01973	Prak.g_00983
OG0001359	Syal.g_01189	Prak.g_00747
OG0001362	Syal.g_00397	Prak.g_01405
OG0001363	Syal.g_00399	Prak.g_01407
OG0001364	Syal.g_01342	Prak.g_01809
OG0001365	Syal.g_01072	Prak.g_01892
OG0001368	Syal.g_01200	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001369	Syal.g_00803	Prak.g_00096
OG0001375	Syal.g_01191	Prak.g_00745
OG0001379	Syal.g_01609	Prak.g_01271
OG0001382	Syal.g_00220	Prak.g_01240
OG0001394	Syal.g_02250	Prak.g_00785
OG0001397	Syal.g_00398	Prak.g_01406
OG0001398	Syal.g_00774	Prak.g_01537
OG0001401	Syal.g_02463	Prak.g_00883
OG0001402	Syal.g_02711	Prak.g_00586
OG0001404	Syal.g_00750	Prak.g_00073
OG0001407	Syal.g_01774	Prak.g_01244
OG0001409	Syal.g_01671	Prak.g_01164
OG0001410	Syal.g_02194	Prak.g_01303
OG0001411	Syal.g_01399	Prak.g_00066
OG0001419	Syal.g_01775	Prak.g_01243
OG0001423	Syal.g_00726	Prak.g_00645
OG0001425	Syal.g_01089	Prak.g_01902
OG0001428	Syal.g_00915	Prak.g_00184
OG0001430	Syal.g_01055	Prak.g_01236
OG0001433	Syal.g_02212	Prak.g_01632
OG0001434	Syal.g_02245	Prak.g_00790
OG0001435	Syal.g_02290	Prak.g_00766
OG0001443	Syal.g_01101	Prak.g_01233
OG0001448	Syal.g_02552	Prak.g_00417
OG0001460	Syal.g_02211	Prak.g_01631
OG0001461	Syal.g_02091	Prak.g_00057
OG0001476	Syal.g_01667	Prak.g_01165
OG0001477	Syal.g_01807	Prak.g_00691
OG0001481	Syal.g_00504	Prak.g_01257
OG0001486	Syal.g_01651	Prak.g_01174
OG0001488	Syal.g_01677	Prak.g_01159
OG0001489	Syal.g_00291	Prak.g_01795
OG0001496	Syal.g_01804	Prak.g_00689
OG0001497	Syal.g_01806	Prak.g_00690
OG0001498	Syal.g_00554	Prak.g_00380
OG0001505	Syal.g_01370, Syal.g_01371	Prak.g_00695
OG0001510	Syal.g_01489	Prak.g_01848
OG0001511	Syal.g_00829	Prak.g_00118
OG0001512	Syal.g_00682	Prak.g_01229
OG0001513	Syal.g_00298	Prak.g_01577
OG0001514	Syal.g_01803	Prak.g_00688
OG0001515	Syal.g_01791	Prak.g_00820
OG0001516	Syal.g_02197	Prak.g_01078
OG0001517	Syal.g_00348	Prak.g_00357
OG0001518	Syal.g_01087	Prak.g_01901
OG0001519	Syal.g_01103	Prak.g_01906
OG0001525	Syal.g_02585	Prak.g_01610
OG0001527	Syal.g_02796	Prak.g_00523
OG0001529	Syal.g_00145	Prak.g_00041
OG0001530	Syal.g_00827	Prak.g_00117
OG0001531	Syal.g_00681	Prak.g_00255
OG0001532	Syal.g_01710	Prak.g_01141
OG0001534	Syal.g_01898	Prak.g_01029
OG0001535	Syal.g_01917	Prak.g_01013
OG0001536	Syal.g_01996	Prak.g_00969
OG0001537	Syal.g_02257	Prak.g_00782
OG0001538	Syal.g_01870	Prak.g_00850
OG0001539	Syal.g_02294	Prak.g_00760
OG0001540	Syal.g_00858	Prak.g_00138
OG0001541	Syal.g_00924	Prak.g_00192
OG0001542	Syal.g_00935	Prak.g_00198
OG0001543	Syal.g_00988	Prak.g_01263
OG0001544	Syal.g_01102	Prak.g_01905
OG0001545	Syal.g_01170	Prak.g_01920
OG0001557	Syal.g_02249	Prak.g_00786
OG0001559	Syal.g_00826	Prak.g_00116
OG0001560	Syal.g_00812	Prak.g_00105
OG0001561	Syal.g_01910	Prak.g_01019
OG0001562	Syal.g_01926	Prak.g_01006
OG0001563	Syal.g_00274	Prak.g_01779
OG0001565	Syal.g_02600	Prak.g_00642
OG0001572	Syal.g_03017	Prak.g_00669
OG0001574	Syal.g_02798	Prak.g_00521
OG0001575	Syal.g_02793	Prak.g_00526
OG0001576	Syal.g_01582	Prak.g_01291
OG0001577	Syal.g_01648	Prak.g_01177
OG0001579	Syal.g_00318	Prak.g_00346
OG0001580	Syal.g_01052	Prak.g_00048
OG0001589	Syal.g_00647	Prak.g_01690
OG0001591	Syal.g_02209	Prak.g_00799
OG0001592	Syal.g_01053	Prak.g_00047
OG0001614	Syal.g_01451	Prak.g_01836
OG0001616	Syal.g_01699	Prak.g_01149
OG0001617	Syal.g_01800	Prak.g_00824
OG0001619	Syal.g_02009	Prak.g_00962
OG0001620	Syal.g_00360	Prak.g_00365
OG0001621	Syal.g_01224	Prak.g_00270
OG0001622	Syal.g_01178	Prak.g_01929
OG0001636	Syal.g_00137	Prak.g_00035
OG0001638	Syal.g_00599	Prak.g_01656
OG0001639	Syal.g_02968	Prak.g_01440
OG0001640	Syal.g_01839	Prak.g_00932
OG0001641	Syal.g_01955	Prak.g_00994
OG0001643	Syal.g_02631	Prak.g_01103
OG0001644	Syal.g_02426	Prak.g_01048
OG0001654	Syal.g_02966	Prak.g_01438
OG0001656	Syal.g_00317	Prak.g_00345
OG0001657	Syal.g_00897	Prak.g_00167
OG0001658	Syal.g_01066	Prak.g_00043
OG0001659	Syal.g_01706	Prak.g_01517
OG0001676	Syal.g_00320	Prak.g_00347
OG0001678	Syal.g_00197	Prak.g_01712
OG0001679	Syal.g_02034, Syal.g_00794	Prak.g_00352
OG0001693	Syal.g_01822	Prak.g_01589
OG0001717	Syal.g_00910	Prak.g_00684
OG0001722	Syal.g_00730	Prak.g_00752
OG0001733	Syal.g_02213	Prak.g_01629
OG0001770	Syal.g_02501	Prak.g_01560
OG0001807	Syal.g_01337	Prak.g_00059
OG0001965	Syal.g_02842	Prak.g_01579
OG0002003	Syal.g_01790	Prak.g_00720
OG0002019	Syal.g_01425	Prak.g_01520
OG0002098	Syal.g_01386	Prak.g_01312
OG0002122	Syal.g_01789	Prak.g_00719
OG0002177	Syal.g_02864	Prak.g_00597
OG0002246	Syal.g_00542	Prak.g_01593
OG0002340	Syal.g_00973	Prak.g_00222
OG0002433	Syal.g_00969	Prak.g_01536
OG0002518	Syal.g_02172, Syal.g_00737	Prak.g_00616
