Orthogroup	Syal	Pray
OG0001173	Syal.g_00199	Pray.g_01238
OG0001174	Syal.g_00207	Pray.g_01246
OG0001175	Syal.g_00208	Pray.g_01247
OG0001176	Syal.g_00226	Pray.g_01254
OG0001177	Syal.g_00224	Pray.g_01257
OG0001178	Syal.g_00592	Pray.g_01262
OG0001179	Syal.g_00256	Pray.g_01290
OG0001180	Syal.g_00282	Pray.g_01312
OG0001182	Syal.g_00295	Pray.g_01323
OG0001183	Syal.g_00302	Pray.g_01328
OG0001184	Syal.g_01359	Pray.g_01344
OG0001185	Syal.g_01453	Pray.g_01358
OG0001186	Syal.g_00179	Pray.g_01382
OG0001187	Syal.g_00175	Pray.g_01386
OG0001188	Syal.g_00172	Pray.g_01389
OG0001189	Syal.g_00152	Pray.g_01406
OG0001190	Syal.g_01067	Pray.g_01410
OG0001191	Syal.g_01083	Pray.g_01420
OG0001192	Syal.g_01090	Pray.g_01425
OG0001193	Syal.g_01128	Pray.g_01435
OG0001194	Syal.g_01130	Pray.g_01436
OG0001195	Syal.g_01131	Pray.g_01437
OG0001196	Syal.g_00078	Pray.g_01450
OG0001197	Syal.g_00080	Pray.g_01451
OG0001198	Syal.g_00093	Pray.g_01458
OG0001199	Syal.g_00757	Pray.g_00215
OG0001200	Syal.g_00759	Pray.g_00213
OG0001201	Syal.g_00821	Pray.g_00181
OG0001202	Syal.g_00956	Pray.g_00680
OG0001203	Syal.g_00683	Pray.g_00719
OG0001204	Syal.g_01201	Pray.g_00724
OG0001205	Syal.g_00515	Pray.g_00935
OG0001206	Syal.g_00490	Pray.g_00952
OG0001207	Syal.g_02889	Pray.g_00967
OG0001208	Syal.g_02899	Pray.g_00972
OG0001209	Syal.g_02835	Pray.g_01226
OG0001210	Syal.g_02827	Pray.g_01221
OG0001211	Syal.g_02811	Pray.g_01211
OG0001212	Syal.g_02754	Pray.g_01167
OG0001213	Syal.g_02701	Pray.g_01134
OG0001214	Syal.g_02634	Pray.g_01126
OG0001215	Syal.g_01786	Pray.g_01073
OG0001216	Syal.g_01861	Pray.g_01038
OG0001217	Syal.g_02067	Pray.g_00293
OG0001218	Syal.g_00429	Pray.g_00300
OG0001219	Syal.g_02036	Pray.g_00337
OG0001220	Syal.g_02494	Pray.g_00400
OG0001221	Syal.g_02258	Pray.g_00463
OG0001222	Syal.g_02006	Pray.g_00503
OG0001223	Syal.g_01960	Pray.g_00529
OG0001224	Syal.g_01827	Pray.g_00580
OG0001225	Syal.g_01825	Pray.g_00582
OG0001226	Syal.g_00767	Pray.g_00608
OG0001227	Syal.g_01575	Pray.g_00626
OG0001228	Syal.g_02451	Pray.g_00018
OG0001229	Syal.g_01801	Pray.g_01831
OG0001230	Syal.g_00029	Pray.g_01730
OG0001231	Syal.g_00114	Pray.g_01625
OG0001232	Syal.g_00622	Pray.g_01536
OG0001233	Syal.g_00645	Pray.g_01516
OG0001234	Syal.g_00212	Pray.g_01249
OG0001236	Syal.g_01352	Pray.g_01341
OG0001237	Syal.g_01362	Pray.g_01345
OG0001238	Syal.g_01085	Pray.g_01421
OG0001239	Syal.g_00754	Pray.g_00218
OG0001240	Syal.g_00804	Pray.g_00196
OG0001241	Syal.g_00814	Pray.g_00188
OG0001242	Syal.g_00844	Pray.g_00170
OG0001243	Syal.g_00852	Pray.g_00164
OG0001244	Syal.g_00882	Pray.g_00148
OG0001245	Syal.g_02522	Pray.g_00858
OG0001246	Syal.g_02927	Pray.g_00995
OG0001247	Syal.g_01126	Pray.g_01080
OG0001248	Syal.g_01778	Pray.g_01078
OG0001249	Syal.g_00337	Pray.g_00326
OG0001250	Syal.g_02469	Pray.g_00389
OG0001251	Syal.g_02576	Pray.g_00437
OG0001252	Syal.g_01834	Pray.g_00575
OG0001253	Syal.g_02521	Pray.g_00627
OG0001254	Syal.g_02507	Pray.g_00095
OG0001255	Syal.g_02609	Pray.g_00080
OG0001256	Syal.g_00571	Pray.g_01632
OG0001257	Syal.g_02262	Pray.g_01626
OG0001258	Syal.g_00582	Pray.g_01562
OG0001259	Syal.g_00643	Pray.g_01518
OG0001260	Syal.g_00665	Pray.g_01502
OG0001261	Syal.g_00265	Pray.g_01298
OG0001262	Syal.g_00154	Pray.g_01404
OG0001263	Syal.g_00856	Pray.g_00161
OG0001264	Syal.g_00191	Pray.g_00245, Pray.g_01501
OG0001265	Syal.g_00842	Pray.g_00171
OG0001266	Syal.g_00960	Pray.g_00684
OG0001267	Syal.g_01263	Pray.g_00759
OG0001268	Syal.g_00353	Pray.g_00817
OG0001269	Syal.g_02567	Pray.g_00837
OG0001270	Syal.g_00528	Pray.g_00924
OG0001271	Syal.g_00466	Pray.g_00962
OG0001272	Syal.g_02903	Pray.g_00976
OG0001273	Syal.g_02641	Pray.g_01132
OG0001274	Syal.g_01007	Pray.g_01060
OG0001275	Syal.g_01932	Pray.g_00539
OG0001276	Syal.g_01914	Pray.g_00559
OG0001277	Syal.g_02963	Pray.g_00616
OG0001278	Syal.g_01766	Pray.g_00013
OG0001279	Syal.g_02565	Pray.g_01926
OG0001280	Syal.g_01604	Pray.g_01871
OG0001281	Syal.g_01592	Pray.g_01865
OG0001282	Syal.g_02887	Pray.g_01828
OG0001283	Syal.g_01179	Pray.g_01809
OG0001284	Syal.g_03007	Pray.g_01652
OG0001285	Syal.g_00625	Pray.g_01533
OG0001286	Syal.g_00280	Pray.g_01310
OG0001287	Syal.g_01461	Pray.g_01366
OG0001288	Syal.g_01513	Pray.g_01375
OG0001289	Syal.g_00781	Pray.g_00202
OG0001290	Syal.g_00813	Pray.g_00189
OG0001291	Syal.g_00866	Pray.g_00154
OG0001292	Syal.g_01206	Pray.g_00729
OG0001293	Syal.g_01236	Pray.g_00741
OG0001294	Syal.g_02207	Pray.g_00856
OG0001295	Syal.g_01828	Pray.g_00957
OG0001296	Syal.g_02933	Pray.g_01000
OG0001298	Syal.g_02777	Pray.g_01185
OG0001299	Syal.g_02200	Pray.g_01097
OG0001300	Syal.g_01795	Pray.g_01070
OG0001301	Syal.g_01941, Syal.g_01810	Pray.g_01067
OG0001302	Syal.g_02607	Pray.g_00335
OG0001303	Syal.g_02033	Pray.g_00543
OG0001304	Syal.g_01899	Pray.g_00569
OG0001305	Syal.g_01817	Pray.g_00588
OG0001306	Syal.g_01626	Pray.g_00078
OG0001307	Syal.g_02195	Pray.g_01846
OG0001308	Syal.g_00392	Pray.g_01712
OG0001309	Syal.g_02943	Pray.g_01628
OG0001310	Syal.g_00605	Pray.g_01547
OG0001311	Syal.g_01912	Pray.g_00561
OG0001312	Syal.g_02024	Pray.g_00492
OG0001315	Syal.g_00300	Pray.g_00227
OG0001316	Syal.g_00872	Pray.g_00149
OG0001317	Syal.g_00687	Pray.g_00715
OG0001318	Syal.g_01228	Pray.g_00737
OG0001319	Syal.g_01252	Pray.g_00752
OG0001321	Syal.g_00508	Pray.g_00941
OG0001322	Syal.g_00507	Pray.g_00942
OG0001323	Syal.g_02946	Pray.g_01010
OG0001324	Syal.g_01796	Pray.g_01069
OG0001325	Syal.g_01865	Pray.g_01035
OG0001326	Syal.g_01138	Pray.g_00425
OG0001327	Syal.g_02296	Pray.g_00600
OG0001328	Syal.g_02266	Pray.g_00625
OG0001329	Syal.g_01188	Pray.g_00104
OG0001330	Syal.g_01611	Pray.g_01896
OG0001332	Syal.g_02965	Pray.g_01679
OG0001333	Syal.g_00639	Pray.g_01522
OG0001334	Syal.g_00311	Pray.g_01331
OG0001335	Syal.g_00312	Pray.g_01332
OG0001336	Syal.g_01180	Pray.g_01447
OG0001339	Syal.g_00816	Pray.g_00186
OG0001340	Syal.g_00328	Pray.g_00806
OG0001341	Syal.g_02538	Pray.g_00291
OG0001343	Syal.g_01190	Pray.g_00434
OG0001344	Syal.g_01658	Pray.g_00059
OG0001345	Syal.g_01694	Pray.g_00044
OG0001346	Syal.g_01600	Pray.g_01869
OG0001349	Syal.g_01426	Pray.g_01741
OG0001351	Syal.g_00501	Pray.g_00944
OG0001353	Syal.g_02457	Pray.g_00380
OG0001354	Syal.g_01973	Pray.g_00521
OG0001358	Syal.g_02715	Pray.g_01143
OG0001359	Syal.g_01189	Pray.g_00435
OG0001360	Syal.g_01696	Pray.g_00628
OG0001361	Syal.g_01691	Pray.g_00047
OG0001362	Syal.g_00397	Pray.g_01708
OG0001363	Syal.g_00399	Pray.g_01706
OG0001364	Syal.g_01342	Pray.g_01334
OG0001365	Syal.g_01072	Pray.g_01414
OG0001369	Syal.g_00803	Pray.g_00197
OG0001373	Syal.g_01137	Pray.g_00424
OG0001374	Syal.g_01145	Pray.g_00432
OG0001375	Syal.g_01191	Pray.g_00433
OG0001376	Syal.g_01095	Pray.g_00594
OG0001377	Syal.g_01094	Pray.g_00595
OG0001378	Syal.g_00529	Pray.g_00133
OG0001379	Syal.g_01609	Pray.g_01876
OG0001382	Syal.g_00220	Pray.g_01611
OG0001385	Syal.g_01134	Pray.g_00421
OG0001386	Syal.g_01135	Pray.g_00422
OG0001387	Syal.g_01136	Pray.g_00423
OG0001388	Syal.g_01139	Pray.g_00426
OG0001389	Syal.g_01140	Pray.g_00427
OG0001390	Syal.g_01141	Pray.g_00428
OG0001391	Syal.g_01142	Pray.g_00429
OG0001392	Syal.g_01143	Pray.g_00430
OG0001393	Syal.g_01144	Pray.g_00431
OG0001395	Syal.g_02432	Pray.g_00571
OG0001397	Syal.g_00398	Pray.g_01707
OG0001398	Syal.g_00774	Pray.g_01599
OG0001399	Syal.g_00434	Pray.g_01251
OG0001402	Syal.g_02711	Pray.g_00307
OG0001404	Syal.g_00750	Pray.g_00221
OG0001405	Syal.g_00314	Pray.g_00804
OG0001406	Syal.g_01096	Pray.g_00593
OG0001407	Syal.g_01774	Pray.g_00606
OG0001408	Syal.g_02589	Pray.g_00611
OG0001409	Syal.g_01671	Pray.g_00056
OG0001410	Syal.g_02194	Pray.g_01845
OG0001411	Syal.g_01399	Pray.g_01784
OG0001413	Syal.g_02570	Pray.g_01637
OG0001416	Syal.g_01595	Pray.g_00949
OG0001417	Syal.g_01974	Pray.g_00959
OG0001419	Syal.g_01775	Pray.g_00607
OG0001420	Syal.g_02955	Pray.g_00124
OG0001423	Syal.g_00726	Pray.g_01751
OG0001425	Syal.g_01089	Pray.g_01424
OG0001428	Syal.g_00915	Pray.g_00653
OG0001430	Syal.g_01055	Pray.g_01901
OG0001432	Syal.g_02578	Pray.g_01639
OG0001433	Syal.g_02212	Pray.g_00311
OG0001434	Syal.g_02245	Pray.g_00472
OG0001439	Syal.g_01306	Pray.g_00785
OG0001442	Syal.g_02234	Pray.g_00283
OG0001447	Syal.g_00853	Pray.g_00163
OG0001448	Syal.g_02552	Pray.g_00844
OG0001449	Syal.g_01198	Pray.g_00880
OG0001452	Syal.g_01223	Pray.g_00439
OG0001454	Syal.g_02566	Pray.g_00621
OG0001456	Syal.g_01146	Pray.g_00087
OG0001457	Syal.g_01147	Pray.g_00086
OG0001458	Syal.g_01148	Pray.g_00085
OG0001459	Syal.g_01493, Syal.g_02104	Pray.g_01912
OG0001460	Syal.g_02211	Pray.g_00310
OG0001462	Syal.g_00138	Pray.g_01496
OG0001471	Syal.g_01301	Pray.g_01636
OG0001473	Syal.g_02571	Pray.g_01383
OG0001474	Syal.g_00354	Pray.g_00818
OG0001475	Syal.g_00184	Pray.g_01795
OG0001479	Syal.g_00351	Pray.g_00815
OG0001480	Syal.g_02599	Pray.g_00846
OG0001481	Syal.g_00504	Pray.g_00851
OG0001482	Syal.g_01964	Pray.g_00947
OG0001486	Syal.g_01651	Pray.g_00066
OG0001492	Syal.g_01769	Pray.g_00016
OG0001493	Syal.g_01760	Pray.g_00008
OG0001499	Syal.g_00086	Pray.g_00228
OG0001502	Syal.g_02489	Pray.g_00318
OG0001504	Syal.g_02103, Syal.g_01492	Pray.g_01911
OG0001507	Syal.g_02094	Pray.g_01584
OG0001508	Syal.g_00180	Pray.g_01807
OG0001520	Syal.g_02790	Pray.g_00872
OG0001525	Syal.g_02585	Pray.g_01620
OG0001546	Syal.g_02950	Pray.g_01015
OG0001547	Syal.g_02050	Pray.g_00320
OG0001551	Syal.g_01781	Pray.g_00088
OG0001554	Syal.g_01065	Pray.g_01630
OG0001555	Syal.g_02484	Pray.g_01615
OG0001557	Syal.g_02249	Pray.g_00468
OG0001565	Syal.g_02600	Pray.g_00909
OG0001567	Syal.g_02051	Pray.g_00319
OG0001568	Syal.g_02049	Pray.g_00321
OG0001570	Syal.g_02053	Pray.g_00121
OG0001582	Syal.g_02644	Pray.g_00958
OG0001585	Syal.g_00712	Pray.g_01922
OG0001635	Syal.g_01517	Pray.g_01577
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Pray.g_01913
OG0001667	Syal.g_02863	Pray.g_01893
OG0001704	Syal.g_01020	Pray.g_00230, Pray.g_00229
OG0001712	Syal.g_02524	Pray.g_00901
OG0001719	Syal.g_01472	Pray.g_00869
OG0001726	Syal.g_00536	Pray.g_00898
OG0001744	Syal.g_00735	Pray.g_01884
OG0001745	Syal.g_02530	Pray.g_01640
OG0002029	Syal.g_00704	Pray.g_01914
OG0002032	Syal.g_02367	Pray.g_01423
OG0002098	Syal.g_01386	Pray.g_01780
OG0002112	Syal.g_01292	Pray.g_00892
OG0002157	Syal.g_01293	Pray.g_00893
OG0002158	Syal.g_01291	Pray.g_00891
OG0002560	Syal.g_02077	Pray.g_00874
OG0003059	Syal.g_01388	Pray.g_01053
