Orthogroup	Syal	Syap
OG0001387	Syal.g_01136	Syap.g_02648
OG0001388	Syal.g_01139	Syap.g_02645
OG0001389	Syal.g_01140	Syap.g_02644
OG0001390	Syal.g_01141	Syap.g_02643
OG0001391	Syal.g_01142	Syap.g_01833
OG0001392	Syal.g_01143	Syap.g_01832
OG0001393	Syal.g_01144	Syap.g_01831
OG0001394	Syal.g_02250	Syap.g_00159
OG0001395	Syal.g_00001, Syal.g_02432	Syap.g_00531
OG0001396	Syal.g_01532	Syap.g_02537
OG0001398	Syal.g_00774	Syap.g_02356
OG0001401	Syal.g_02463	Syap.g_01844
OG0001406	Syal.g_01096	Syap.g_01989
OG0001408	Syal.g_02589	Syap.g_01862
OG0001411	Syal.g_01399	Syap.g_00853
OG0001412	Syal.g_01530	Syap.g_02535
OG0001420	Syal.g_02955	Syap.g_02736
OG0001425	Syal.g_01089	Syap.g_01024
OG0001428	Syal.g_00915	Syap.g_01196
OG0001432	Syal.g_02578	Syap.g_01967
OG0001433	Syal.g_02212	Syap.g_00790
OG0001434	Syal.g_02245	Syap.g_00167
OG0001435	Syal.g_02290	Syap.g_01259
OG0001436	Syal.g_01336	Syap.g_01711
OG0001436	Syal.g_01387, Syal.g_01384	Syap.g_01703
OG0001438	Syal.g_01278	Syap.g_01346, Syap.g_01630
OG0001439	Syal.g_01306	Syap.g_01674
OG0001443	Syal.g_01101	Syap.g_01006
OG0001444	Syal.g_01506	Syap.g_00761
OG0001447	Syal.g_00853	Syap.g_02218
OG0001452	Syal.g_01223	Syap.g_01590
OG0001456	Syal.g_01146	Syap.g_01828
OG0001457	Syal.g_01147	Syap.g_01826
OG0001458	Syal.g_01148	Syap.g_01825
OG0001459	Syal.g_01493, Syal.g_02104	Syap.g_00351
OG0001460	Syal.g_02211	Syap.g_00789
OG0001461	Syal.g_02091	Syap.g_02707
OG0001474	Syal.g_00354	Syap.g_00562
OG0001475	Syal.g_00184	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001478	Syal.g_00481	Syap.g_01790
OG0001479	Syal.g_00351	Syap.g_00565
OG0001488	Syal.g_01677	Syap.g_00209
OG0001489	Syal.g_00291	Syap.g_00603
OG0001492	Syal.g_01769	Syap.g_02441
OG0001493	Syal.g_01760	Syap.g_02433
OG0001495	Syal.g_00223	Syap.g_01921
OG0001498	Syal.g_00554	Syap.g_02044, Syap.g_02043
OG0001502	Syal.g_02489	Syap.g_00833
OG0001504	Syal.g_02103, Syal.g_01492	Syap.g_00350
OG0001507	Syal.g_02094	Syap.g_00227
OG0001508	Syal.g_00180	Syap.g_00808
OG0001510	Syal.g_01489	Syap.g_01117
OG0001511	Syal.g_00829	Syap.g_02629, Syap.g_02676
OG0001512	Syal.g_00682	Syap.g_01151, Syap.g_01152
OG0001515	Syal.g_01791	Syap.g_00906
OG0001516	Syal.g_02197	Syap.g_01964
OG0001517	Syal.g_00348	Syap.g_00568
OG0001518	Syal.g_01087, Syal.g_02309	Syap.g_01026
OG0001519	Syal.g_01103	Syap.g_02079
OG0001527	Syal.g_02796	Syap.g_00287, Syap.g_00292
OG0001528	Syal.g_00182	Syap.g_00806
OG0001529	Syal.g_00145	Syap.g_01809
OG0001530	Syal.g_00827	Syap.g_02627
OG0001531	Syal.g_00681	Syap.g_01150
OG0001533	Syal.g_00494	Syap.g_02326
OG0001534	Syal.g_01898	Syap.g_00534
OG0001535	Syal.g_01917	Syap.g_01875
OG0001536	Syal.g_01996	Syap.g_02018
OG0001537	Syal.g_02257	Syap.g_00153
OG0001538	Syal.g_01870	Syap.g_00199
OG0001539	Syal.g_02294	Syap.g_02370
OG0001540	Syal.g_00858	Syap.g_02214
OG0001541	Syal.g_00924	Syap.g_01187
OG0001542	Syal.g_00935	Syap.g_01177
OG0001543	Syal.g_00988	Syap.g_01417, Syap.g_01416
OG0001546	Syal.g_02950	Syap.g_02745
OG0001547	Syal.g_02050	Syap.g_00840, Syap.g_00839
OG0001557	Syal.g_02249	Syap.g_00162
OG0001558	Syal.g_00117	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Syal.g_01926	Syap.g_02700
OG0001563	Syal.g_00274	Syap.g_00473
OG0001567	Syal.g_02051	Syap.g_00838
OG0001568	Syal.g_02049	Syap.g_00842
OG0001570	Syal.g_02053	Syap.g_00438
OG0001574	Syal.g_02798	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syal.g_01648	Syap.g_00232
OG0001578	Syal.g_01562	Syap.g_01818
OG0001580	Syal.g_01052	Syap.g_01340, Syap.g_01341
OG0001590	Syal.g_02511, Syal.g_02642	Syap.g_00889
OG0001592	Syal.g_01053	Syap.g_01342
OG0001614	Syal.g_01451	Syap.g_01101
OG0001615	Syal.g_02482	Syap.g_01937
OG0001616	Syal.g_01699	Syap.g_01884
OG0001618	Syal.g_02420	Syap.g_00518
OG0001619	Syal.g_02009	Syap.g_01752
OG0001620	Syal.g_00360	Syap.g_00557
OG0001621	Syal.g_01224	Syap.g_01592
OG0001622	Syal.g_01178	Syap.g_02601
OG0001623	Syal.g_00331	Syap.g_00582, Syap.g_00585
OG0001624	Syal.g_02606	Syap.g_02494
OG0001634	Syal.g_02203	Syap.g_01956
OG0001635	Syal.g_01517	Syap.g_01127
OG0001636	Syal.g_00137	Syap.g_01797
OG0001637	Syal.g_00659	Syap.g_01945, Syap.g_01946
OG0001638	Syal.g_00599	Syap.g_01778
OG0001639	Syal.g_02968	Syap.g_00751
OG0001641	Syal.g_01955	Syap.g_02685
OG0001643	Syal.g_02631	Syap.g_00902
OG0001644	Syal.g_02426	Syap.g_00346
OG0001645	Syal.g_02825	Syap.g_00668
OG0001647	Syal.g_01254	Syap.g_01370
OG0001652	Syal.g_00115	Syap.g_02634
OG0001654	Syal.g_02966	Syap.g_00753
OG0001657	Syal.g_00897	Syap.g_02175
OG0001658	Syal.g_01066	Syap.g_00131
OG0001659	Syal.g_01706	Syap.g_01892
OG0001672	Syal.g_00765	Syap.g_02553, Syap.g_02554
OG0001673	Syal.g_00689	Syap.g_01163
OG0001675	Syal.g_01928	Syap.g_02698
OG0001677	Syal.g_00303	Syap.g_00592
OG0001678	Syal.g_00197	Syap.g_02678
OG0001679	Syal.g_02034, Syal.g_00794	Syap.g_02521
OG0001680	Syal.g_00607	Syap.g_01772
OG0001682	Syal.g_02407, Syal.g_02418	Syap.g_00516
OG0001692	Syal.g_00024	Syap.g_02120
OG0001694	Syal.g_01265	Syap.g_01358
OG0001713	Syal.g_01668	Syap.g_00349
OG0001714	Syal.g_01529, Syal.g_01047	Syap.g_01040
OG0001715	Syal.g_02550	Syap.g_00665
OG0001717	Syal.g_00910	Syap.g_01200
OG0001729	Syal.g_00676	Syap.g_02666
OG0001730	Syal.g_00672	Syap.g_00770
OG0001731	Syal.g_02986	Syap.g_00029
OG0001732	Syal.g_01730	Syap.g_02315
OG0001733	Syal.g_02213	Syap.g_00794
OG0001735	Syal.g_02179	Syap.g_00095
OG0001737	Syal.g_01284	Syap.g_01637
OG0001738	Syal.g_01320	Syap.g_01657
OG0001739	Syal.g_01163	Syap.g_01815, Syap.g_01816
OG0001741	Syal.g_00708, Syal.g_02278, Syal.g_02961	Syap.g_02493
OG0001745	Syal.g_02530	Syap.g_02401
OG0001748	Syal.g_00995	Syap.g_01911
OG0001750	Syal.g_00799	Syap.g_00764
OG0001751	Syal.g_00690	Syap.g_01164
OG0001752	Syal.g_00669	Syap.g_02670
OG0001754	Syal.g_00661	Syap.g_01949, Syap.g_01948
OG0001755	Syal.g_02942	Syap.g_00250
OG0001760	Syal.g_02096	Syap.g_02651
OG0001762	Syal.g_01947	Syap.g_02692
OG0001764	Syal.g_02046	Syap.g_02336
OG0001766	Syal.g_01296	Syap.g_01328
OG0001767	Syal.g_01334	Syap.g_00863
OG0001768	Syal.g_00941	Syap.g_00610, Syap.g_02273, Syap.g_02275
OG0001783	Syal.g_01456	Syap.g_01108, Syap.g_01471
OG0001786	Syal.g_03009	Syap.g_00311, Syap.g_01210
OG0001787	Syal.g_02839	Syap.g_01454
OG0001788	Syal.g_02836	Syap.g_01449
OG0001789	Syal.g_01602	Syap.g_01482, Syap.g_01481
OG0001790	Syal.g_01633	Syap.g_00238
OG0001796	Syal.g_01923	Syap.g_01850, Syap.g_01852
OG0001797	Syal.g_02017	Syap.g_00947
OG0001798	Syal.g_02709	Syap.g_01291
OG0001799	Syal.g_02336	Syap.g_00638
OG0001800	Syal.g_01539	Syap.g_00771
OG0001801	Syal.g_00038	Syap.g_02110
OG0001804	Syal.g_00553	Syap.g_02045, Syap.g_02046
OG0001806	Syal.g_01253	Syap.g_02337
OG0001808	Syal.g_01344	Syap.g_01055
OG0001811	Syal.g_00933	Syap.g_01180
OG0001812	Syal.g_01054	Syap.g_01343
OG0001813	Syal.g_01117	Syap.g_02086
OG0001814	Syal.g_00081	Syap.g_01166, Syap.g_00125
OG0001815	Syal.g_00091	Syap.g_01801
OG0001838	Syal.g_00105	Syap.g_00064, Syap.g_00537
OG0001839	Syal.g_00133	Syap.g_01794
OG0001840	Syal.g_00151	Syap.g_00978
OG0001841	Syal.g_00158	Syap.g_00987
OG0001843	Syal.g_01450	Syap.g_01100
OG0001844	Syal.g_01449	Syap.g_01099
OG0001845	Syal.g_01448	Syap.g_01094
OG0001846	Syal.g_00845	Syap.g_02228, Syap.g_02226
OG0001847	Syal.g_00843	Syap.g_02230
OG0001848	Syal.g_00839	Syap.g_02236
OG0001849	Syal.g_00780	Syap.g_02364
OG0001850	Syal.g_00768	Syap.g_02550
OG0001851	Syal.g_00761	Syap.g_01700
OG0001852	Syal.g_00760	Syap.g_01699
OG0001853	Syal.g_00753	Syap.g_01691
OG0001854	Syal.g_00685	Syap.g_01157
OG0001855	Syal.g_00050	Syap.g_01462
OG0001856	Syal.g_00563	Syap.g_01216
OG0001857	Syal.g_00560	Syap.g_01212
OG0001858	Syal.g_02981	Syap.g_00025
OG0001859	Syal.g_02879	Syap.g_02516
OG0001860	Syal.g_02892	Syap.g_02262
OG0001861	Syal.g_02904	Syap.g_02248
OG0001862	Syal.g_02916	Syap.g_00276
OG0001863	Syal.g_02922	Syap.g_00272
OG0001864	Syal.g_02829	Syap.g_01974
OG0001865	Syal.g_02562, Syal.g_02764	Syap.g_00651
OG0001866	Syal.g_02740	Syap.g_01522
OG0001867	Syal.g_02729	Syap.g_01524
OG0001868	Syal.g_01596	Syap.g_01495
OG0001869	Syal.g_01647	Syap.g_00233
OG0001870	Syal.g_01656	Syap.g_00224
OG0001871	Syal.g_01661	Syap.g_00217
OG0001872	Syal.g_01742	Syap.g_02442
OG0001873	Syal.g_01700	Syap.g_01885
OG0001874	Syal.g_01697	Syap.g_01882
OG0001877	Syal.g_01792	Syap.g_00905
OG0001878	Syal.g_01931	Syap.g_02695
OG0001879	Syal.g_01950	Syap.g_02690
OG0001883	Syal.g_02018	Syap.g_01741
OG0001884	Syal.g_02564	Syap.g_01733
OG0001885	Syal.g_02041	Syap.g_02792
OG0001886	Syal.g_02045	Syap.g_02335
OG0001887	Syal.g_02267	Syap.g_01245
OG0001888	Syal.g_02243	Syap.g_00168
OG0001889	Syal.g_01880	Syap.g_02724
OG0001890	Syal.g_02476	Syap.g_00825
OG0001891	Syal.g_02480	Syap.g_00832
OG0001893	Syal.g_02708	Syap.g_01290
OG0001894	Syal.g_02637	Syap.g_00893
OG0001895	Syal.g_00063	Syap.g_02658
OG0001896	Syal.g_00535	Syap.g_02053
OG0001897	Syal.g_00357	Syap.g_00559
OG0001898	Syal.g_00336	Syap.g_00577
OG0001899	Syal.g_00263	Syap.g_00484
OG0001900	Syal.g_01238	Syap.g_02355
OG0001901	Syal.g_01239	Syap.g_02354
OG0001902	Syal.g_01270	Syap.g_01354
OG0001903	Syal.g_01279	Syap.g_01631
OG0001904	Syal.g_01340	Syap.g_02063
OG0001905	Syal.g_01346	Syap.g_01060
OG0001906	Syal.g_00859	Syap.g_02213
OG0001908	Syal.g_00926	Syap.g_01185
OG0001909	Syal.g_00939	Syap.g_02279
OG0001910	Syal.g_00999	Syap.g_01907
OG0001912	Syal.g_01077	Syap.g_01042
OG0001913	Syal.g_01081	Syap.g_01032
OG0001915	Syal.g_00088	Syap.g_02313
OG0001924	Syal.g_02722	Syap.g_00381
OG0001925	Syal.g_02723	Syap.g_00382
OG0001926	Syal.g_02724	Syap.g_00383
OG0001927	Syal.g_02725	Syap.g_00384
OG0001929	Syal.g_00165	Syap.g_00994
OG0001932	Syal.g_01452	Syap.g_01102
OG0001937	Syal.g_02994	Syap.g_00037
OG0001938	Syal.g_02894	Syap.g_00731, Syap.g_02259
OG0001942	Syal.g_01625	Syap.g_00831
OG0001943	Syal.g_01670	Syap.g_00645
OG0001944	Syal.g_02052	Syap.g_02662
OG0001946	Syal.g_01793	Syap.g_01058
OG0001947	Syal.g_01043	Syap.g_01412
OG0001970	Syal.g_00861	Syap.g_02212
OG0001979	Syal.g_01787, Syal.g_01777	Syap.g_00834, Syap.g_00662
OG0001994	Syal.g_02721	Syap.g_00380
OG0001998	Syal.g_00049	Syap.g_00747
OG0001999	Syal.g_00637	Syap.g_01375
OG0002002	Syal.g_02337, Syal.g_01741	Syap.g_02443
OG0002006	Syal.g_01842	Syap.g_01384, Syap.g_01413
OG0002009	Syal.g_02254	Syap.g_00155
OG0002013	Syal.g_00773	Syap.g_02542
OG0002016	Syal.g_00992	Syap.g_00102
OG0002017	Syal.g_01124	Syap.g_02099
OG0002019	Syal.g_01425	Syap.g_01103
OG0002020	Syal.g_01161	Syap.g_02581
OG0002021	Syal.g_01159	Syap.g_02584
OG0002022	Syal.g_01158	Syap.g_02585
OG0002023	Syal.g_01157	Syap.g_02588
OG0002029	Syal.g_00704	Syap.g_00356
OG0002039	Syal.g_01682	Syap.g_00208
OG0002046	Syal.g_00476	Syap.g_02164
OG0002048	Syal.g_00299	Syap.g_00598
OG0002049	Syal.g_00216	Syap.g_01926
OG0002056	Syal.g_01280	Syap.g_01633, Syap.g_01632
OG0002098	Syal.g_01386	Syap.g_02161
OG0002113	Syal.g_00134	Syap.g_01795
OG0002114	Syal.g_00048	Syap.g_01982
OG0002116	Syal.g_02999	Syap.g_00044
OG0002122	Syal.g_01789	Syap.g_01294
OG0002129	Syal.g_00395	Syap.g_02529
OG0002130	Syal.g_01603	Syap.g_01480
OG0002131	Syal.g_01160	Syap.g_02582
OG0002134	Syal.g_01442	Syap.g_01088, Syap.g_01087
OG0002135	Syal.g_00620	Syap.g_01395, Syap.g_01402
OG0002136	Syal.g_00619	Syap.g_01396, Syap.g_01403
OG0002139	Syal.g_01755	Syap.g_02429
OG0002142	Syal.g_00037	Syap.g_02112, Syap.g_02111
OG0002143	Syal.g_00550	Syap.g_02578
OG0002144	Syal.g_00221	Syap.g_00772, Syap.g_00773
OG0002156	Syal.g_00058	Syap.g_01621
OG0002161	Syal.g_00054	Syap.g_01463
OG0002167	Syal.g_00003	Syap.g_01318
OG0002168	Syal.g_01840	Syap.g_01411
OG0002170	Syal.g_00344	Syap.g_00573
OG0002172	Syal.g_00996	Syap.g_01910
OG0002173	Syal.g_00980	Syap.g_01420
OG0002174	Syal.g_01125	Syap.g_02100
OG0002179	Syal.g_01349	Syap.g_01062
OG0002180	Syal.g_01271	Syap.g_01353
OG0002181	Syal.g_01241	Syap.g_02350
OG0002182	Syal.g_01222	Syap.g_00309
OG0002184	Syal.g_00779	Syap.g_02363
OG0002185	Syal.g_00769	Syap.g_02549
OG0002186	Syal.g_00618	Syap.g_01404
OG0002187	Syal.g_00617	Syap.g_01398
OG0002188	Syal.g_00581	Syap.g_00616
OG0002189	Syal.g_00580	Syap.g_00615
OG0002190	Syal.g_02985	Syap.g_00028
OG0002191	Syal.g_00532, Syal.g_00530, Syal.g_00531	Syap.g_02327, Syap.g_02329
OG0002192	Syal.g_01686	Syap.g_00207
OG0002194	Syal.g_01759	Syap.g_02432
OG0002195	Syal.g_02273	Syap.g_01249
OG0002196	Syal.g_02224	Syap.g_00179
OG0002197	Syal.g_01956	Syap.g_02684
OG0002198	Syal.g_02613	Syap.g_00644, Syap.g_00405
OG0002199	Syal.g_02617	Syap.g_00637
OG0002200	Syal.g_00371	Syap.g_02466
OG0002201	Syal.g_02742	Syap.g_01520
OG0002202	Syal.g_02743	Syap.g_01519
OG0002203	Syal.g_02744	Syap.g_01518
OG0002204	Syal.g_02762	Syap.g_00440
OG0002205	Syal.g_02780	Syap.g_01315
OG0002207	Syal.g_02800	Syap.g_00297
OG0002208	Syal.g_02891	Syap.g_02263
OG0002209	Syal.g_00355	Syap.g_00561
OG0002210	Syal.g_00307	Syap.g_00588
OG0002211	Syal.g_00267	Syap.g_00480
OG0002212	Syal.g_01051	Syap.g_01338
OG0002214	Syal.g_01181	Syap.g_02604
OG0002229	Syal.g_00187	Syap.g_00858
OG0002235	Syal.g_02235	Syap.g_00176
OG0002236	Syal.g_02189	Syap.g_02346
OG0002238	Syal.g_02071	Syap.g_02235, Syap.g_02000
OG0002241	Syal.g_00477	Syap.g_02165
OG0002257	Syal.g_02569	Syap.g_00660
OG0002260	Syal.g_01754	Syap.g_02428
OG0002277	Syal.g_00168	Syap.g_00997
OG0002292	Syal.g_00948	Syap.g_02266
OG0002296	Syal.g_00408	Syap.g_02008
OG0002301	Syal.g_01566	Syap.g_00675
OG0002302	Syal.g_02877	Syap.g_02512
OG0002306	Syal.g_01385, Syal.g_01637	Syap.g_02088
OG0002308	Syal.g_02219	Syap.g_00624
OG0002309	Syal.g_02464	Syap.g_01843
OG0002335	Syal.g_00378, Syal.g_00379	Syap.g_01161
OG0002352	Syal.g_01665	Syap.g_00801
OG0002353	Syal.g_01877	Syap.g_02729
OG0002355	Syal.g_02539	Syap.g_02330
OG0002358	Syal.g_00527	Syap.g_02358
OG0002359	Syal.g_00415	Syap.g_00006
OG0002375	Syal.g_01427	Syap.g_00880
OG0002382	Syal.g_02906	Syap.g_02246
OG0002390	Syal.g_00942	Syap.g_02274
OG0002391	Syal.g_00848	Syap.g_02223
OG0002394	Syal.g_01028	Syap.g_02490
OG0002406	Syal.g_02063	Syap.g_00435
OG0002411	Syal.g_02452	Syap.g_02704
OG0002432	Syal.g_01034, Syal.g_01035, Syal.g_01036	Syap.g_01335
OG0002440	Syal.g_01916	Syap.g_01874
OG0002443	Syal.g_00970	Syap.g_01627
OG0002444	Syal.g_00055	Syap.g_01983
OG0002464	Syal.g_00766	Syap.g_02552
OG0002466	Syal.g_00658	Syap.g_01500
OG0002473	Syal.g_00930	Syap.g_01119
OG0002474	Syal.g_00219	Syap.g_01855, Syap.g_02768
OG0002475	Syal.g_00414	Syap.g_00005
OG0002492	Syal.g_01030, Syal.g_01029, Syal.g_01031	Syap.g_01333
OG0002519	Syal.g_02139	Syap.g_00778
OG0002527	Syal.g_02559	Syap.g_02372
OG0002528	Syal.g_02561	Syap.g_02374
OG0002537	Syal.g_00945	Syap.g_02270
OG0002539	Syal.g_01084	Syap.g_01029
OG0002541	Syal.g_00306	Syap.g_00589
OG0002543	Syal.g_01082	Syap.g_01031
OG0002545	Syal.g_02865	Syap.g_01546
OG0002570	Syal.g_01197	Syap.g_02566
OG0002580	Syal.g_01129	Syap.g_02394, Syap.g_02538
OG0002592	Syal.g_01032	Syap.g_01327
OG0002593	Syal.g_02964	Syap.g_00754
OG0002598	Syal.g_02574	Syap.g_02388
OG0002601	Syal.g_02560	Syap.g_02373
OG0002611	Syal.g_02140	Syap.g_01065
OG0002612	Syal.g_01495	Syap.g_00353
OG0002622	Syal.g_02076	Syap.g_01448
OG0002632	Syal.g_01033	Syap.g_01334
OG0002643	Syal.g_02377	Syap.g_00320
OG0002645	Syal.g_02626	Syap.g_01443
OG0002648	Syal.g_01058	Syap.g_01456
OG0002649	Syal.g_01059	Syap.g_01457
OG0002650	Syal.g_01060	Syap.g_01458
OG0002666	Syal.g_02157	Syap.g_02425
OG0002669	Syal.g_01368, Syal.g_01422	Syap.g_02105, Syap.g_02106
OG0002678	Syal.g_01565	Syap.g_00151
OG0002683	Syal.g_00483	Syap.g_02139, Syap.g_02140
OG0002722	Syal.g_01381	Syap.g_01285
OG0002723	Syal.g_01428	Syap.g_01265
OG0002734	Syal.g_01046	Syap.g_00718
OG0002736	Syal.g_02275	Syap.g_01708
OG0002753	Syal.g_00015	Syap.g_00775
OG0002755	Syal.g_00060	Syap.g_01980
OG0002760	Syal.g_02733	Syap.g_01472, Syap.g_01529
OG0002761	Syal.g_02610	Syap.g_00388
OG0002765	Syal.g_02087, Syal.g_01494	Syap.g_00352
OG0002808	Syal.g_00139	Syap.g_01798
OG0002844	Syal.g_00186	Syap.g_01000, Syap.g_00861
OG0002868	Syal.g_00019, Syal.g_02205	Syap.g_01625
OG0002870	Syal.g_00772	Syap.g_02543
OG0002879	Syal.g_02160	Syap.g_02107
OG0002880	Syal.g_01412	Syap.g_00685
OG0002940	Syal.g_00984	Syap.g_00368, Syap.g_00369
OG0002997	Syal.g_02112	Syap.g_00339
OG0003005	Syal.g_01411	Syap.g_00684
OG0003006	Syal.g_01462	Syap.g_00692
OG0003010	Syal.g_01375	Syap.g_01271
OG0003033	Syal.g_01429	Syap.g_01263
OG0003041	Syal.g_02081	Syap.g_00336, Syap.g_00334
OG0003067	Syal.g_00585	Syap.g_01865
OG0003091	Syal.g_00983	Syap.g_00367
OG0003102	Syal.g_01322	Syap.g_00884
OG0003127	Syal.g_02075	Syap.g_01447
OG0003128	Syal.g_02232	Syap.g_00177
OG0003135	Syal.g_00947	Syap.g_02267
OG0003145	Syal.g_00053	Syap.g_02572, Syap.g_02571
OG0003149	Syal.g_01581	Syap.g_01943
OG0003150	Syal.g_01580	Syap.g_01944
OG0003159	Syal.g_01374	Syap.g_01270
OG0003222	Syal.g_01379	Syap.g_01282
OG0003252	Syal.g_01504	Syap.g_01001, Syap.g_01704
OG0003293	Syal.g_02226	Syap.g_00847
OG0003310	Syal.g_00052	Syap.g_02573
OG0003318	Syal.g_01484	Syap.g_01951
OG0003496	Syal.g_01186	Syap.g_01572, Syap.g_02667, Syap.g_02500
OG0003506	Syal.g_01521	Syap.g_01004
OG0003549	Syal.g_02228	Syap.g_00524, Syap.g_00525
OG0003793	Syal.g_01383	Syap.g_01702
OG0003946	Syal.g_01478, Syal.g_01479, Syal.g_01480	Syap.g_01015, Syap.g_01016
OG0004344	Syal.g_00699	Syap.g_02603
OG0004345	Syal.g_02078	Syap.g_00652
OG0004416	Syal.g_02136, Syal.g_02143	Syap.g_00659
OG0005187	Syal.g_01891	Syap.g_01550
OG0006187	Syal.g_02700	Syap.g_01162
