Orthogroup	Syal	Praa
OG0001169	Syal.g_00642	Praa.g_01676
OG0001170	Syal.g_00644	Praa.g_01678
OG0001172	Syal.g_00198	Praa.g_01702
OG0001173	Syal.g_00199	Praa.g_01703
OG0001174	Syal.g_00207	Praa.g_01711
OG0001175	Syal.g_00208	Praa.g_01712
OG0001176	Syal.g_00226	Praa.g_01719
OG0001177	Syal.g_00224	Praa.g_01722
OG0001178	Syal.g_00592	Praa.g_01727
OG0001179	Syal.g_00256	Praa.g_01759
OG0001180	Syal.g_00282	Praa.g_01781
OG0001182	Syal.g_00295	Praa.g_01792
OG0001183	Syal.g_00302	Praa.g_01797
OG0001184	Syal.g_01359	Praa.g_01813
OG0001185	Syal.g_01453	Praa.g_01827
OG0001186	Syal.g_00179	Praa.g_01850
OG0001187	Syal.g_00175	Praa.g_01854
OG0001188	Syal.g_00172	Praa.g_01857
OG0001189	Syal.g_00152	Praa.g_01874
OG0001190	Syal.g_01067	Praa.g_01878
OG0001191	Syal.g_01083	Praa.g_01888
OG0001192	Syal.g_01090	Praa.g_01892
OG0001193	Syal.g_01128	Praa.g_01902
OG0001194	Syal.g_01130	Praa.g_01903
OG0001195	Syal.g_01131	Praa.g_01904
OG0001196	Syal.g_00078	Praa.g_01917
OG0001197	Syal.g_00080	Praa.g_01918
OG0001198	Syal.g_00093	Praa.g_01925
OG0001199	Syal.g_00757	Praa.g_00074
OG0001200	Syal.g_00759	Praa.g_00076
OG0001201	Syal.g_00821	Praa.g_00108
OG0001202	Syal.g_00956	Praa.g_00199
OG0001203	Syal.g_00683	Praa.g_00238
OG0001204	Syal.g_01201	Praa.g_00243
OG0001205	Syal.g_00515	Praa.g_00444
OG0001206	Syal.g_00490	Praa.g_00462
OG0001207	Syal.g_02889	Praa.g_00477
OG0001208	Syal.g_02899	Praa.g_00482
OG0001209	Syal.g_02835	Praa.g_00535
OG0001210	Syal.g_02827	Praa.g_00540
OG0001211	Syal.g_02811	Praa.g_00551
OG0001212	Syal.g_02754	Praa.g_00596
OG0001213	Syal.g_02701	Praa.g_00629
OG0001214	Syal.g_02634	Praa.g_00637
OG0001215	Syal.g_01786	Praa.g_00690
OG0001216	Syal.g_01861	Praa.g_00713
OG0001217	Syal.g_02067	Praa.g_00751
OG0001218	Syal.g_00429	Praa.g_00758
OG0001219	Syal.g_02036	Praa.g_00791
OG0001220	Syal.g_02494	Praa.g_00856
OG0001221	Syal.g_02258	Praa.g_00918
OG0001222	Syal.g_02006	Praa.g_00956
OG0001223	Syal.g_01960	Praa.g_00982
OG0001224	Syal.g_01827	Praa.g_01035
OG0001225	Syal.g_01825	Praa.g_01037
OG0001226	Syal.g_00767	Praa.g_01064
OG0001227	Syal.g_01575	Praa.g_01083
OG0001228	Syal.g_02451	Praa.g_01204
OG0001229	Syal.g_01801	Praa.g_01364
OG0001230	Syal.g_00029	Praa.g_01468
OG0001231	Syal.g_00114	Praa.g_01574
OG0001232	Syal.g_00622	Praa.g_01658
OG0001233	Syal.g_00645	Praa.g_01679
OG0001234	Syal.g_00212	Praa.g_01714
OG0001236	Syal.g_01352	Praa.g_01810
OG0001237	Syal.g_01362	Praa.g_01814
OG0001238	Syal.g_01085	Praa.g_01889
OG0001239	Syal.g_00754	Praa.g_00071
OG0001240	Syal.g_00804	Praa.g_00093
OG0001241	Syal.g_00814	Praa.g_00101
OG0001242	Syal.g_00844	Praa.g_00119
OG0001243	Syal.g_00852	Praa.g_00125
OG0001244	Syal.g_00882	Praa.g_00141
OG0001245	Syal.g_02522	Praa.g_00379
OG0001246	Syal.g_02927	Praa.g_00504
OG0001247	Syal.g_01126	Praa.g_00683
OG0001248	Syal.g_01778	Praa.g_00685
OG0001249	Syal.g_00337	Praa.g_00780
OG0001250	Syal.g_02469	Praa.g_00845
OG0001251	Syal.g_02576	Praa.g_00893
OG0001252	Syal.g_01834	Praa.g_01030
OG0001253	Syal.g_02521	Praa.g_01084
OG0001254	Syal.g_02507	Praa.g_01129
OG0001255	Syal.g_02609	Praa.g_01144
OG0001256	Syal.g_00571	Praa.g_01567
OG0001257	Syal.g_02262	Praa.g_01573
OG0001258	Syal.g_00582	Praa.g_01632
OG0001259	Syal.g_00643	Praa.g_01677
OG0001260	Syal.g_00665	Praa.g_01694
OG0001261	Syal.g_00265	Praa.g_01767
OG0001262	Syal.g_00154	Praa.g_01872
OG0001264	Syal.g_00191	Praa.g_00038, Praa.g_01221
OG0001265	Syal.g_00842	Praa.g_00118
OG0001266	Syal.g_00960	Praa.g_00203
OG0001267	Syal.g_01263	Praa.g_00280
OG0001268	Syal.g_00353	Praa.g_00339
OG0001269	Syal.g_02567	Praa.g_00358
OG0001270	Syal.g_00528	Praa.g_00434
OG0001271	Syal.g_00466	Praa.g_00472
OG0001272	Syal.g_02903	Praa.g_00486
OG0001273	Syal.g_02641	Praa.g_00631
OG0001274	Syal.g_01007	Praa.g_00703
OG0001275	Syal.g_01932	Praa.g_00992
OG0001276	Syal.g_01914	Praa.g_01014
OG0001277	Syal.g_02963	Praa.g_01072
OG0001278	Syal.g_01766	Praa.g_01209
OG0001279	Syal.g_02565	Praa.g_01257
OG0001280	Syal.g_01604	Praa.g_01317
OG0001281	Syal.g_01592	Praa.g_01323
OG0001282	Syal.g_02887	Praa.g_01367
OG0001283	Syal.g_01179	Praa.g_01386
OG0001284	Syal.g_03007	Praa.g_01547
OG0001285	Syal.g_00625	Praa.g_01661
OG0001286	Syal.g_00280	Praa.g_01779
OG0001287	Syal.g_01461	Praa.g_01834
OG0001288	Syal.g_01513	Praa.g_01843
OG0001289	Syal.g_00781	Praa.g_00087
OG0001290	Syal.g_00813	Praa.g_00100
OG0001291	Syal.g_00866	Praa.g_00135
OG0001292	Syal.g_01206	Praa.g_00248
OG0001293	Syal.g_01236	Praa.g_00261
OG0001294	Syal.g_02207	Praa.g_00377
OG0001295	Syal.g_01828	Praa.g_00467
OG0001296	Syal.g_02933	Praa.g_00509
OG0001298	Syal.g_02777	Praa.g_00577
OG0001299	Syal.g_02200	Praa.g_00666
OG0001300	Syal.g_01795	Praa.g_00693
OG0001301	Syal.g_01941, Syal.g_01810	Praa.g_00696
OG0001302	Syal.g_02607	Praa.g_00789
OG0001303	Syal.g_02033	Praa.g_00996
OG0001304	Syal.g_01899	Praa.g_01024
OG0001305	Syal.g_01817	Praa.g_01043
OG0001306	Syal.g_01626	Praa.g_01146
OG0001307	Syal.g_02195	Praa.g_01349
OG0001308	Syal.g_00392	Praa.g_01486
OG0001309	Syal.g_02943	Praa.g_01571
OG0001310	Syal.g_00605	Praa.g_01647
OG0001315	Syal.g_00300	Praa.g_00062
OG0001316	Syal.g_00872	Praa.g_00140
OG0001317	Syal.g_00687	Praa.g_00234
OG0001318	Syal.g_01228	Praa.g_00256
OG0001319	Syal.g_01252	Praa.g_00272
OG0001321	Syal.g_00508	Praa.g_00450
OG0001322	Syal.g_00507	Praa.g_00451
OG0001323	Syal.g_02946	Praa.g_00519
OG0001324	Syal.g_01796	Praa.g_00694
OG0001325	Syal.g_01865	Praa.g_00716
OG0001326	Syal.g_01138	Praa.g_00881
OG0001327	Syal.g_02296	Praa.g_01055
OG0001328	Syal.g_02266	Praa.g_01082
OG0001329	Syal.g_01188	Praa.g_01123
OG0001330	Syal.g_01611	Praa.g_01289
OG0001332	Syal.g_02965	Praa.g_01519
OG0001333	Syal.g_00639	Praa.g_01673
OG0001334	Syal.g_00311	Praa.g_01800
OG0001335	Syal.g_00312	Praa.g_01801
OG0001336	Syal.g_01180	Praa.g_01914
OG0001339	Syal.g_00816	Praa.g_00103
OG0001340	Syal.g_00328	Praa.g_00328
OG0001341	Syal.g_02538	Praa.g_00749
OG0001343	Syal.g_01190	Praa.g_00890
OG0001344	Syal.g_01658	Praa.g_01163
OG0001345	Syal.g_01694	Praa.g_01178
OG0001346	Syal.g_01600	Praa.g_01319
OG0001348	Syal.g_01849	Praa.g_01595
OG0001349	Syal.g_01426	Praa.g_01624, Praa.g_01794
OG0001351	Syal.g_00501	Praa.g_00453
OG0001353	Syal.g_02457	Praa.g_00836
OG0001354	Syal.g_01973	Praa.g_00974
OG0001358	Syal.g_02715	Praa.g_00620
OG0001359	Syal.g_01189	Praa.g_00891
OG0001360	Syal.g_01696	Praa.g_01085
OG0001361	Syal.g_01691	Praa.g_01175
OG0001362	Syal.g_00397	Praa.g_01490
OG0001363	Syal.g_00399	Praa.g_01492
OG0001364	Syal.g_01342	Praa.g_01803
OG0001365	Syal.g_01072	Praa.g_01882
OG0001369	Syal.g_00803	Praa.g_00092
OG0001373	Syal.g_01137	Praa.g_00880
OG0001374	Syal.g_01145	Praa.g_00888
OG0001375	Syal.g_01191	Praa.g_00889
OG0001376	Syal.g_01095	Praa.g_01049
OG0001377	Syal.g_01094	Praa.g_01050
OG0001378	Syal.g_00529	Praa.g_01094
OG0001379	Syal.g_01609	Praa.g_01312
OG0001382	Syal.g_00220	Praa.g_01587
OG0001385	Syal.g_01134	Praa.g_00877
OG0001386	Syal.g_01135	Praa.g_00878
OG0001387	Syal.g_01136	Praa.g_00879
OG0001388	Syal.g_01139	Praa.g_00882
OG0001389	Syal.g_01140	Praa.g_00883
OG0001390	Syal.g_01141	Praa.g_00884
OG0001391	Syal.g_01142	Praa.g_00885
OG0001392	Syal.g_01143	Praa.g_00886
OG0001393	Syal.g_01144	Praa.g_00887
OG0001394	Syal.g_02250	Praa.g_00922
OG0001395	Syal.g_02432	Praa.g_01026
OG0001396	Syal.g_01532	Praa.g_01430
OG0001397	Syal.g_00398	Praa.g_01491
OG0001398	Syal.g_00774	Praa.g_01601
OG0001399	Syal.g_00434	Praa.g_01716
OG0001404	Syal.g_00750	Praa.g_00068
OG0001405	Syal.g_00314	Praa.g_00326
OG0001406	Syal.g_01096	Praa.g_01048
OG0001407	Syal.g_01774	Praa.g_01062
OG0001408	Syal.g_02589	Praa.g_01067
OG0001409	Syal.g_01671	Praa.g_01166
OG0001410	Syal.g_02194	Praa.g_01350
OG0001411	Syal.g_01399	Praa.g_01397
OG0001413	Syal.g_02570	Praa.g_01562
OG0001416	Syal.g_01595	Praa.g_00458
OG0001417	Syal.g_01974	Praa.g_00469
OG0001419	Syal.g_01775	Praa.g_01063
OG0001420	Syal.g_02955	Praa.g_01103
OG0001428	Syal.g_00915	Praa.g_00172
OG0001430	Syal.g_01055	Praa.g_01284
OG0001432	Syal.g_02578	Praa.g_01560
OG0001438	Syal.g_01278	Praa.g_00293
OG0001439	Syal.g_01306	Praa.g_00307
OG0001442	Syal.g_02234	Praa.g_00741
OG0001447	Syal.g_00853	Praa.g_00126
OG0001448	Syal.g_02552	Praa.g_00366
OG0001449	Syal.g_01198	Praa.g_00393
OG0001452	Syal.g_01223	Praa.g_00894
OG0001454	Syal.g_02566	Praa.g_01078
OG0001456	Syal.g_01146	Praa.g_01137
OG0001457	Syal.g_01147	Praa.g_01138
OG0001458	Syal.g_01148	Praa.g_01139
OG0001459	Syal.g_01493, Syal.g_02104	Praa.g_01273
OG0001462	Syal.g_00138	Praa.g_00034
OG0001471	Syal.g_01301	Praa.g_01563
OG0001473	Syal.g_02571	Praa.g_01851
OG0001479	Syal.g_00351	Praa.g_00337
OG0001480	Syal.g_02599	Praa.g_00368
OG0001481	Syal.g_00504	Praa.g_00372
OG0001482	Syal.g_01964	Praa.g_00456
OG0001492	Syal.g_01769	Praa.g_01206
OG0001493	Syal.g_01760	Praa.g_01214
OG0001495	Syal.g_00223	Praa.g_01721
OG0001499	Syal.g_00086	Praa.g_00061
OG0001502	Syal.g_02489	Praa.g_00772
OG0001504	Syal.g_02103, Syal.g_01492	Praa.g_01274
OG0001507	Syal.g_02094	Praa.g_01619
OG0001520	Syal.g_02790	Praa.g_00388
OG0001525	Syal.g_02585	Praa.g_01579
OG0001546	Syal.g_02950	Praa.g_00524
OG0001547	Syal.g_02050	Praa.g_00774
OG0001551	Syal.g_01781	Praa.g_01136
OG0001554	Syal.g_01065	Praa.g_01569
OG0001555	Syal.g_02484	Praa.g_01583
OG0001565	Syal.g_02600	Praa.g_00416
OG0001567	Syal.g_02051	Praa.g_00773
OG0001568	Syal.g_02049	Praa.g_00775
OG0001570	Syal.g_02053	Praa.g_01106
OG0001572	Syal.g_03017	Praa.g_01251
OG0001582	Syal.g_02644	Praa.g_00468
OG0001585	Syal.g_00712	Praa.g_01262
OG0001625	Syal.g_01230	Praa.g_00258
OG0001647	Syal.g_01254	Praa.g_00273
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Praa.g_01272
OG0001667	Syal.g_02863	Praa.g_01292
OG0001704	Syal.g_01020	Praa.g_00060, Praa.g_01225
OG0001719	Syal.g_01472	Praa.g_00386
OG0001722	Syal.g_00730	Praa.g_00895
OG0001744	Syal.g_00735	Praa.g_01304
OG0001745	Syal.g_02530	Praa.g_01559
OG0002029	Syal.g_00704	Praa.g_01271
OG0002032	Syal.g_02367	Praa.g_01891
OG0002098	Syal.g_01386	Praa.g_01448
OG0002622	Syal.g_02076	Praa.g_01449
OG0002885	Syal.g_02167	Praa.g_00418
OG0003010	Syal.g_01375	Praa.g_01400
OG0003157	Syal.g_02168	Praa.g_00424
OG0003158	Syal.g_02171	Praa.g_00427
OG0003159	Syal.g_01374	Praa.g_01399
OG0003336	Syal.g_02169	Praa.g_00425
OG0003337	Syal.g_02170	Praa.g_00426
OG0003616	Syal.g_02162	Praa.g_00419
OG0003617	Syal.g_02163	Praa.g_00420
OG0003618	Syal.g_02164	Praa.g_00421
OG0003619	Syal.g_02165	Praa.g_00422
OG0003620	Syal.g_02166	Praa.g_00423
