Orthogroup	Syal	Prat
OG0001172	Syal.g_00198	Prat.g_01660
OG0001173	Syal.g_00199	Prat.g_01661
OG0001174	Syal.g_00207	Prat.g_01669
OG0001175	Syal.g_00208	Prat.g_01670
OG0001176	Syal.g_00226	Prat.g_01678
OG0001177	Syal.g_00224	Prat.g_01680
OG0001178	Syal.g_00592	Prat.g_01597
OG0001179	Syal.g_00256	Prat.g_01710
OG0001180	Syal.g_00282	Prat.g_01732
OG0001182	Syal.g_00295	Prat.g_01745
OG0001183	Syal.g_00302	Prat.g_01749
OG0001184	Syal.g_01359	Prat.g_01766
OG0001185	Syal.g_01453	Prat.g_01783
OG0001186	Syal.g_00179	Prat.g_01807
OG0001187	Syal.g_00175	Prat.g_01810
OG0001188	Syal.g_00172	Prat.g_01812
OG0001189	Syal.g_00152	Prat.g_01829
OG0001190	Syal.g_01067	Prat.g_01834
OG0001191	Syal.g_01083	Prat.g_01844
OG0001192	Syal.g_01090	Prat.g_01849
OG0001193	Syal.g_01128	Prat.g_01863
OG0001194	Syal.g_01130	Prat.g_01864
OG0001195	Syal.g_01131	Prat.g_01865
OG0001196	Syal.g_00078	Prat.g_01881
OG0001197	Syal.g_00080	Prat.g_01883
OG0001198	Syal.g_00093	Prat.g_01890
OG0001200	Syal.g_00759	Prat.g_00073
OG0001201	Syal.g_00821	Prat.g_00105
OG0001202	Syal.g_00956	Prat.g_00201
OG0001203	Syal.g_00683	Prat.g_00243
OG0001205	Syal.g_00515	Prat.g_00406
OG0001206	Syal.g_00490	Prat.g_00425
OG0001207	Syal.g_02889	Prat.g_00436
OG0001208	Syal.g_02899	Prat.g_00442
OG0001209	Syal.g_02835	Prat.g_00497
OG0001210	Syal.g_02827	Prat.g_00501
OG0001211	Syal.g_02811	Prat.g_00511
OG0001212	Syal.g_02754	Prat.g_00558
OG0001213	Syal.g_02701	Prat.g_00593
OG0001214	Syal.g_02634	Prat.g_01088
OG0001215	Syal.g_01786	Prat.g_00764
OG0001216	Syal.g_01861	Prat.g_00790
OG0001217	Syal.g_02067	Prat.g_01486
OG0001218	Syal.g_00429	Prat.g_01217
OG0001219	Syal.g_02036	Prat.g_00863
OG0001220	Syal.g_02494	Prat.g_00984
OG0001221	Syal.g_02258	Prat.g_00728
OG0001222	Syal.g_02006	Prat.g_00944
OG0001223	Syal.g_01960	Prat.g_00914
OG0001224	Syal.g_01827	Prat.g_00961
OG0001225	Syal.g_01825	Prat.g_00963
OG0001226	Syal.g_00767	Prat.g_00078
OG0001227	Syal.g_01575	Prat.g_01197
OG0001228	Syal.g_02451	Prat.g_01106
OG0001229	Syal.g_01801	Prat.g_01228
OG0001230	Syal.g_00029	Prat.g_01343
OG0001232	Syal.g_00622	Prat.g_01614
OG0001233	Syal.g_00645	Prat.g_01635
OG0001234	Syal.g_00212	Prat.g_01672
OG0001236	Syal.g_01352	Prat.g_01763
OG0001237	Syal.g_01362	Prat.g_01767
OG0001238	Syal.g_01085	Prat.g_01845
OG0001239	Syal.g_00754	Prat.g_00068
OG0001240	Syal.g_00804	Prat.g_00090
OG0001241	Syal.g_00814	Prat.g_00099
OG0001243	Syal.g_00852	Prat.g_00125
OG0001244	Syal.g_00882	Prat.g_00140
OG0001245	Syal.g_02522	Prat.g_00671
OG0001246	Syal.g_02927	Prat.g_01485, Prat.g_00467
OG0001247	Syal.g_01126	Prat.g_00757
OG0001248	Syal.g_01778	Prat.g_00759
OG0001249	Syal.g_00337	Prat.g_00345
OG0001250	Syal.g_02469	Prat.g_00997
OG0001251	Syal.g_02576	Prat.g_00695
OG0001253	Syal.g_02521	Prat.g_01480
OG0001254	Syal.g_02507	Prat.g_01559
OG0001255	Syal.g_02609	Prat.g_01172
OG0001256	Syal.g_00571	Prat.g_01446
OG0001258	Syal.g_00582	Prat.g_01588
OG0001259	Syal.g_00643	Prat.g_01633
OG0001260	Syal.g_00665	Prat.g_01651
OG0001261	Syal.g_00265	Prat.g_01717
OG0001262	Syal.g_00154	Prat.g_01827
OG0001263	Syal.g_00856	Prat.g_00127
OG0001264	Syal.g_00191	Prat.g_01473
OG0001265	Syal.g_00842	Prat.g_00117
OG0001266	Syal.g_00960	Prat.g_00205
OG0001267	Syal.g_01263	Prat.g_00287
OG0001268	Syal.g_00353	Prat.g_00353
OG0001269	Syal.g_02567	Prat.g_00985
OG0001270	Syal.g_00528	Prat.g_00394
OG0001271	Syal.g_00466	Prat.g_00431
OG0001272	Syal.g_02903	Prat.g_00446
OG0001273	Syal.g_02641	Prat.g_01095
OG0001274	Syal.g_01007	Prat.g_00228
OG0001275	Syal.g_01932	Prat.g_00922
OG0001276	Syal.g_01914	Prat.g_00936
OG0001277	Syal.g_02963	Prat.g_00817
OG0001278	Syal.g_01766	Prat.g_01102
OG0001279	Syal.g_02565	Prat.g_00828
OG0001280	Syal.g_01604	Prat.g_01248
OG0001281	Syal.g_01592	Prat.g_01254
OG0001282	Syal.g_02887	Prat.g_01292
OG0001283	Syal.g_01179	Prat.g_01877
OG0001284	Syal.g_03007	Prat.g_01433
OG0001285	Syal.g_00625	Prat.g_01617
OG0001286	Syal.g_00280	Prat.g_01730
OG0001287	Syal.g_01461	Prat.g_01790
OG0001288	Syal.g_01513	Prat.g_01800
OG0001289	Syal.g_00781	Prat.g_00085
OG0001290	Syal.g_00813	Prat.g_00098
OG0001291	Syal.g_00866	Prat.g_00135
OG0001292	Syal.g_01206	Prat.g_00254
OG0001293	Syal.g_01236	Prat.g_00268
OG0001294	Syal.g_02207	Prat.g_01546
OG0001295	Syal.g_01828	Prat.g_01215
OG0001296	Syal.g_02933	Prat.g_00472
OG0001298	Syal.g_02777	Prat.g_00541
OG0001299	Syal.g_02200	Prat.g_01057
OG0001300	Syal.g_01795	Prat.g_00768
OG0001301	Syal.g_01941, Syal.g_01810	Prat.g_00773
OG0001302	Syal.g_02607	Prat.g_00859
OG0001303	Syal.g_02033	Prat.g_01550
OG0001304	Syal.g_01899	Prat.g_00949
OG0001305	Syal.g_01817	Prat.g_00969
OG0001306	Syal.g_01626	Prat.g_01170
OG0001307	Syal.g_02195	Prat.g_01283
OG0001308	Syal.g_00392	Prat.g_01363
OG0001309	Syal.g_02943	Prat.g_00481
OG0001310	Syal.g_00605	Prat.g_01604
OG0001311	Syal.g_01912	Prat.g_00938
OG0001312	Syal.g_02024	Prat.g_00872
OG0001313	Syal.g_00482	Prat.g_00849
OG0001316	Syal.g_00872	Prat.g_00139
OG0001317	Syal.g_00687	Prat.g_00239
OG0001318	Syal.g_01228	Prat.g_00263
OG0001319	Syal.g_01252	Prat.g_00280
OG0001321	Syal.g_00508	Prat.g_00413
OG0001322	Syal.g_00507	Prat.g_00414
OG0001324	Syal.g_01796	Prat.g_00769
OG0001325	Syal.g_01865	Prat.g_00793
OG0001327	Syal.g_02296	Prat.g_00704
OG0001329	Syal.g_01188	Prat.g_01542
OG0001330	Syal.g_01611	Prat.g_01468
OG0001332	Syal.g_02965	Prat.g_01403
OG0001333	Syal.g_00639	Prat.g_01629
OG0001334	Syal.g_00311	Prat.g_01752
OG0001335	Syal.g_00312	Prat.g_01753
OG0001336	Syal.g_01180	Prat.g_01878
OG0001337	Syal.g_00308, Syal.g_00327	Prat.g_00339
OG0001338	Syal.g_02003, Syal.g_00330	Prat.g_00342
OG0001339	Syal.g_00816	Prat.g_00101
OG0001340	Syal.g_00328	Prat.g_00340
OG0001341	Syal.g_02538	Prat.g_01225
OG0001343	Syal.g_01190	Prat.g_00692
OG0001344	Syal.g_01658	Prat.g_01152
OG0001346	Syal.g_01600	Prat.g_01250
OG0001348	Syal.g_01849	Prat.g_00827
OG0001351	Syal.g_00501	Prat.g_00416
OG0001353	Syal.g_02457	Prat.g_01005
OG0001354	Syal.g_01973	Prat.g_00906
OG0001359	Syal.g_01189	Prat.g_00693
OG0001361	Syal.g_01691	Prat.g_01138
OG0001362	Syal.g_00397	Prat.g_01367
OG0001363	Syal.g_00399	Prat.g_01369
OG0001364	Syal.g_01342	Prat.g_01755
OG0001365	Syal.g_01072	Prat.g_01838
OG0001368	Syal.g_01200	Prat.g_00632, Prat.g_00818
OG0001369	Syal.g_00803	Prat.g_01269
OG0001375	Syal.g_01191	Prat.g_00691
OG0001379	Syal.g_01609	Prat.g_01243
OG0001394	Syal.g_02250	Prat.g_00732
OG0001397	Syal.g_00398	Prat.g_01368
OG0001398	Syal.g_00774	Prat.g_00810
OG0001400	Syal.g_00879, Syal.g_00877	Prat.g_01458
OG0001401	Syal.g_02463	Prat.g_00850
OG0001402	Syal.g_02711	Prat.g_00588
OG0001404	Syal.g_00750	Prat.g_00065
OG0001405	Syal.g_00314	Prat.g_00333
OG0001407	Syal.g_01774	Prat.g_01521
OG0001409	Syal.g_01671	Prat.g_01148
OG0001410	Syal.g_02194	Prat.g_01284
OG0001416	Syal.g_01595	Prat.g_00421
OG0001419	Syal.g_01775	Prat.g_01522
OG0001425	Syal.g_01089	Prat.g_01848
OG0001428	Syal.g_00915	Prat.g_00173
OG0001430	Syal.g_01055	Prat.g_01216
OG0001434	Syal.g_02245	Prat.g_00737
OG0001435	Syal.g_02290	Prat.g_00711
OG0001438	Syal.g_01278	Prat.g_00301
OG0001443	Syal.g_01101	Prat.g_01227
OG0001448	Syal.g_02552	Prat.g_00658
OG0001452	Syal.g_01223	Prat.g_00697
OG0001461	Syal.g_02091	Prat.g_00378
OG0001477	Syal.g_01807	Prat.g_01514, Prat.g_01515
OG0001481	Syal.g_00504	Prat.g_00375
OG0001488	Syal.g_01677	Prat.g_01143
OG0001489	Syal.g_00291	Prat.g_01741
OG0001495	Syal.g_00223	Prat.g_01681
OG0001496	Syal.g_01804	Prat.g_01512
OG0001497	Syal.g_01806	Prat.g_01513
OG0001498	Syal.g_00554	Prat.g_00371
OG0001499	Syal.g_00086	Prat.g_00667
OG0001510	Syal.g_01489	Prat.g_01794
OG0001511	Syal.g_00829	Prat.g_00109
OG0001512	Syal.g_00682	Prat.g_01231
OG0001514	Syal.g_01803	Prat.g_01511
OG0001515	Syal.g_01791	Prat.g_00766
OG0001516	Syal.g_02197	Prat.g_01060
OG0001517	Syal.g_00348	Prat.g_01328, Prat.g_00349
OG0001518	Syal.g_01087	Prat.g_01847
OG0001519	Syal.g_01103	Prat.g_01852
OG0001527	Syal.g_02796	Prat.g_00526
OG0001529	Syal.g_00145	Prat.g_00043
OG0001530	Syal.g_00827	Prat.g_00108
OG0001531	Syal.g_00681	Prat.g_00244
OG0001532	Syal.g_01710	Prat.g_01125
OG0001534	Syal.g_01898	Prat.g_00950
OG0001535	Syal.g_01917	Prat.g_00935
OG0001536	Syal.g_01996	Prat.g_00892
OG0001537	Syal.g_02257	Prat.g_00729
OG0001538	Syal.g_01870	Prat.g_01032
OG0001539	Syal.g_02294	Prat.g_00706
OG0001540	Syal.g_00858	Prat.g_00129
OG0001541	Syal.g_00924	Prat.g_00181
OG0001542	Syal.g_00935	Prat.g_00187
OG0001543	Syal.g_00988	Prat.g_01221
OG0001544	Syal.g_01102	Prat.g_01851
OG0001545	Syal.g_01170	Prat.g_01868
OG0001557	Syal.g_02249	Prat.g_00733
OG0001558	Syal.g_00117	Prat.g_00846
OG0001559	Syal.g_00826	Prat.g_00107
OG0001560	Syal.g_00812	Prat.g_00097
OG0001561	Syal.g_01910	Prat.g_00940
OG0001562	Syal.g_01926	Prat.g_00927
OG0001563	Syal.g_00274	Prat.g_01725
OG0001574	Syal.g_02798	Prat.g_00524
OG0001575	Syal.g_02793	Prat.g_00529
OG0001576	Syal.g_01582	Prat.g_01262
OG0001577	Syal.g_01648	Prat.g_01160
OG0001579	Syal.g_00318	Prat.g_00337
OG0001580	Syal.g_01052	Prat.g_00050
OG0001589	Syal.g_00647	Prat.g_01638
OG0001591	Syal.g_02209	Prat.g_00746
OG0001592	Syal.g_01053	Prat.g_00049
OG0001614	Syal.g_01451	Prat.g_01782
OG0001616	Syal.g_01699	Prat.g_01133
OG0001617	Syal.g_01800	Prat.g_00770
OG0001619	Syal.g_02009	Prat.g_00882
OG0001620	Syal.g_00360	Prat.g_00357
OG0001621	Syal.g_01224	Prat.g_00259
OG0001622	Syal.g_01178	Prat.g_01876
OG0001625	Syal.g_01230	Prat.g_00265
OG0001636	Syal.g_00137	Prat.g_00035
OG0001639	Syal.g_02968	Prat.g_01406
OG0001640	Syal.g_01839	Prat.g_00954
OG0001643	Syal.g_02631	Prat.g_01085
OG0001644	Syal.g_02426	Prat.g_00806
OG0001652	Syal.g_00115	Prat.g_00844
OG0001654	Syal.g_02966	Prat.g_01404
OG0001655	Syal.g_00703, Syal.g_02854	Prat.g_01230
OG0001656	Syal.g_00317	Prat.g_00336
OG0001657	Syal.g_00897	Prat.g_00155
OG0001658	Syal.g_01066	Prat.g_00045
OG0001671	Syal.g_00993	Prat.g_00837
OG0001673	Syal.g_00689	Prat.g_00237
OG0001676	Syal.g_00320	Prat.g_00338
OG0001678	Syal.g_00197	Prat.g_01659
OG0001679	Syal.g_02034, Syal.g_00794	Prat.g_00343
OG0001692	Syal.g_00024	Prat.g_01347
OG0001693	Syal.g_01822	Prat.g_00625
OG0001694	Syal.g_01265	Prat.g_00289
OG0001703	Syal.g_02890	Prat.g_00437
OG0001713	Syal.g_01668	Prat.g_01149
OG0001717	Syal.g_00910	Prat.g_00168
OG0001722	Syal.g_00730	Prat.g_00698
OG0001729	Syal.g_00676	Prat.g_00247
OG0001731	Syal.g_02986	Prat.g_01419
OG0001737	Syal.g_01284	Prat.g_00836
OG0001748	Syal.g_00995	Prat.g_00838
OG0001752	Syal.g_00669	Prat.g_01653
OG0001761	Syal.g_02727	Prat.g_00578
OG0001770	Syal.g_02501	Prat.g_01553
OG0001803	Syal.g_00519	Prat.g_00402
OG0001810	Syal.g_00878	Prat.g_00832
OG0001813	Syal.g_01117	Prat.g_01855
OG0001816	Syal.g_02297	Prat.g_00703
OG0001835	Syal.g_00713	Prat.g_01543
OG0001837	Syal.g_00994	Prat.g_00839
OG0001974	Syal.g_01063	Prat.g_01491
OG0002154	Syal.g_01438	Prat.g_01289
OG0002177	Syal.g_02864	Prat.g_00598
OG0002237	Syal.g_02643	Prat.g_01096
OG0002246	Syal.g_00542	Prat.g_01537
OG0002296	Syal.g_00408	Prat.g_01377
OG0002434	Syal.g_02802	Prat.g_00521
OG0002445	Syal.g_00455	Prat.g_01279
OG0002700	Syal.g_01622	Prat.g_01205
OG0003495	Syal.g_01391	Prat.g_00143
