Orthogroup	Syal	Prbi
OG0001119	Syal.g_01966	Prbi.g_01024
OG0001120	Syal.g_01962	Prbi.g_01026
OG0001121	Syal.g_02960	Prbi.g_01172, Prbi.g_01029
OG0001122	Syal.g_01921	Prbi.g_01058
OG0001123	Syal.g_01913	Prbi.g_01062
OG0001124	Syal.g_01911	Prbi.g_01064
OG0001125	Syal.g_01909	Prbi.g_01065
OG0001126	Syal.g_01837	Prbi.g_01075
OG0001127	Syal.g_01836	Prbi.g_01076
OG0001128	Syal.g_01833	Prbi.g_01078
OG0001129	Syal.g_01831	Prbi.g_01079
OG0001130	Syal.g_01830	Prbi.g_01080
OG0001131	Syal.g_02260	Prbi.g_01117
OG0001132	Syal.g_02553	Prbi.g_01127
OG0001133	Syal.g_02710	Prbi.g_01161
OG0001134	Syal.g_02506	Prbi.g_01174
OG0001136	Syal.g_01650	Prbi.g_01204
OG0001137	Syal.g_01673	Prbi.g_01215
OG0001138	Syal.g_01709	Prbi.g_01233
OG0001139	Syal.g_01711	Prbi.g_01234
OG0001140	Syal.g_01712	Prbi.g_01235
OG0001141	Syal.g_01713	Prbi.g_01236
OG0001142	Syal.g_01714	Prbi.g_01237
OG0001143	Syal.g_01722	Prbi.g_01244
OG0001144	Syal.g_01736	Prbi.g_01249
OG0001145	Syal.g_01614	Prbi.g_01383
OG0001146	Syal.g_01593	Prbi.g_01395
OG0001147	Syal.g_00458	Prbi.g_01425
OG0001148	Syal.g_02886	Prbi.g_01441
OG0001149	Syal.g_02885	Prbi.g_01442
OG0001150	Syal.g_02884	Prbi.g_01443
OG0001151	Syal.g_02872	Prbi.g_01454
OG0001152	Syal.g_02871	Prbi.g_01455
OG0001153	Syal.g_00421	Prbi.g_01622
OG0001154	Syal.g_00422	Prbi.g_01623
OG0001155	Syal.g_02969	Prbi.g_01635
OG0001156	Syal.g_02972	Prbi.g_01638
OG0001157	Syal.g_02973	Prbi.g_01639
OG0001158	Syal.g_02974	Prbi.g_01640
OG0001159	Syal.g_02975	Prbi.g_01641
OG0001160	Syal.g_00564	Prbi.g_01665
OG0001161	Syal.g_01104	Prbi.g_01678
OG0001162	Syal.g_01577	Prbi.g_01689
OG0001163	Syal.g_00573	Prbi.g_01779
OG0001164	Syal.g_00579	Prbi.g_01783
OG0001166	Syal.g_00613	Prbi.g_01806
OG0001167	Syal.g_00638	Prbi.g_01823
OG0001168	Syal.g_00640	Prbi.g_01825
OG0001169	Syal.g_00642	Prbi.g_01827
OG0001170	Syal.g_00644	Prbi.g_01829
OG0001172	Syal.g_00198	Prbi.g_01851
OG0001173	Syal.g_00199	Prbi.g_01852
OG0001174	Syal.g_00207	Prbi.g_01860
OG0001175	Syal.g_00208	Prbi.g_01861
OG0001176	Syal.g_00226	Prbi.g_01869
OG0001177	Syal.g_00224	Prbi.g_01872
OG0001178	Syal.g_00592	Prbi.g_01877
OG0001179	Syal.g_00256	Prbi.g_01922
OG0001180	Syal.g_00282	Prbi.g_01944
OG0001182	Syal.g_00295	Prbi.g_01955
OG0001183	Syal.g_00302	Prbi.g_01959
OG0001184	Syal.g_01359	Prbi.g_01975
OG0001185	Syal.g_01453	Prbi.g_01989
OG0001186	Syal.g_00179	Prbi.g_02012
OG0001187	Syal.g_00175	Prbi.g_02028
OG0001188	Syal.g_00172	Prbi.g_02031
OG0001189	Syal.g_00152	Prbi.g_02048
OG0001190	Syal.g_01067	Prbi.g_02052
OG0001191	Syal.g_01083	Prbi.g_02062
OG0001192	Syal.g_01090	Prbi.g_02067
OG0001193	Syal.g_01128	Prbi.g_02077
OG0001194	Syal.g_01130	Prbi.g_02078
OG0001195	Syal.g_01131	Prbi.g_02079
OG0001196	Syal.g_00078	Prbi.g_02092
OG0001197	Syal.g_00080	Prbi.g_02093
OG0001198	Syal.g_00093	Prbi.g_02100
OG0001199	Syal.g_00757	Prbi.g_00081
OG0001200	Syal.g_00759	Prbi.g_00083
OG0001201	Syal.g_00821	Prbi.g_00115
OG0001202	Syal.g_00956	Prbi.g_00223
OG0001203	Syal.g_00683	Prbi.g_00262
OG0001204	Syal.g_01201	Prbi.g_00267
OG0001205	Syal.g_00515	Prbi.g_00446
OG0001206	Syal.g_00490	Prbi.g_00464
OG0001207	Syal.g_02889	Prbi.g_00480
OG0001208	Syal.g_02899	Prbi.g_00485
OG0001209	Syal.g_02835	Prbi.g_00538
OG0001210	Syal.g_02827	Prbi.g_00543
OG0001211	Syal.g_02811	Prbi.g_00553
OG0001212	Syal.g_02754	Prbi.g_00598
OG0001213	Syal.g_02701	Prbi.g_00631
OG0001214	Syal.g_02634	Prbi.g_00640
OG0001215	Syal.g_01786	Prbi.g_00693
OG0001216	Syal.g_01861	Prbi.g_00747
OG0001217	Syal.g_02067	Prbi.g_00792
OG0001218	Syal.g_00429	Prbi.g_00800
OG0001219	Syal.g_02036	Prbi.g_00835
OG0001220	Syal.g_02494	Prbi.g_00899
OG0001221	Syal.g_02258	Prbi.g_00962
OG0001222	Syal.g_02006	Prbi.g_01001
OG0001223	Syal.g_01960	Prbi.g_01027
OG0001224	Syal.g_01827	Prbi.g_01082
OG0001225	Syal.g_01825	Prbi.g_01084
OG0001226	Syal.g_00767	Prbi.g_01111
OG0001227	Syal.g_01575	Prbi.g_01130
OG0001228	Syal.g_02451	Prbi.g_01252
OG0001229	Syal.g_01801	Prbi.g_01437
OG0001230	Syal.g_00029	Prbi.g_01581
OG0001231	Syal.g_00114	Prbi.g_01687
OG0001232	Syal.g_00622	Prbi.g_01810
OG0001233	Syal.g_00645	Prbi.g_01830
OG0001234	Syal.g_00212	Prbi.g_01864
OG0001236	Syal.g_01352	Prbi.g_01972
OG0001237	Syal.g_01362	Prbi.g_01976
OG0001238	Syal.g_01085	Prbi.g_02063
OG0001239	Syal.g_00754	Prbi.g_00078
OG0001240	Syal.g_00804	Prbi.g_00100
OG0001241	Syal.g_00814	Prbi.g_00108
OG0001242	Syal.g_00844	Prbi.g_00127
OG0001243	Syal.g_00852	Prbi.g_00133
OG0001244	Syal.g_00882	Prbi.g_00149
OG0001245	Syal.g_02522	Prbi.g_00404
OG0001246	Syal.g_02927	Prbi.g_00507
OG0001247	Syal.g_01126	Prbi.g_00686
OG0001248	Syal.g_01778	Prbi.g_00688
OG0001249	Syal.g_00337	Prbi.g_00825
OG0001250	Syal.g_02469	Prbi.g_00888
OG0001251	Syal.g_02576	Prbi.g_00935
OG0001252	Syal.g_01834	Prbi.g_01077
OG0001253	Syal.g_02521	Prbi.g_01131
OG0001254	Syal.g_02507	Prbi.g_01176
OG0001255	Syal.g_02609	Prbi.g_01191
OG0001256	Syal.g_00571	Prbi.g_01680
OG0001257	Syal.g_02262	Prbi.g_01686
OG0001258	Syal.g_00582	Prbi.g_01784
OG0001259	Syal.g_00643	Prbi.g_01828
OG0001260	Syal.g_00665	Prbi.g_01844
OG0001261	Syal.g_00265	Prbi.g_01930
OG0001262	Syal.g_00154	Prbi.g_02046
OG0001263	Syal.g_00856	Prbi.g_00136
OG0001264	Syal.g_00191	Prbi.g_00047, Prbi.g_01743
OG0001265	Syal.g_00842	Prbi.g_00126
OG0001266	Syal.g_00960	Prbi.g_00227
OG0001267	Syal.g_01263	Prbi.g_00304
OG0001268	Syal.g_00353	Prbi.g_00363
OG0001269	Syal.g_02567	Prbi.g_00383
OG0001270	Syal.g_00528	Prbi.g_00435
OG0001271	Syal.g_00466	Prbi.g_00475
OG0001272	Syal.g_02903	Prbi.g_00489
OG0001273	Syal.g_02641	Prbi.g_00634
OG0001274	Syal.g_01007	Prbi.g_00707
OG0001275	Syal.g_01932	Prbi.g_01037
OG0001276	Syal.g_01914	Prbi.g_01061
OG0001277	Syal.g_02963	Prbi.g_01119
OG0001278	Syal.g_01766	Prbi.g_01257
OG0001279	Syal.g_02565	Prbi.g_01332
OG0001280	Syal.g_01604	Prbi.g_01390
OG0001281	Syal.g_01592	Prbi.g_01396
OG0001282	Syal.g_02887	Prbi.g_01440
OG0001283	Syal.g_01179	Prbi.g_01459
OG0001284	Syal.g_03007	Prbi.g_01660
OG0001285	Syal.g_00625	Prbi.g_01813
OG0001286	Syal.g_00280	Prbi.g_01942
OG0001287	Syal.g_01461	Prbi.g_01996
OG0001288	Syal.g_01513	Prbi.g_02005
OG0001289	Syal.g_00781	Prbi.g_00094
OG0001290	Syal.g_00813	Prbi.g_00107
OG0001291	Syal.g_00866	Prbi.g_00143
OG0001292	Syal.g_01206	Prbi.g_00272
OG0001293	Syal.g_01236	Prbi.g_00285
OG0001294	Syal.g_02207	Prbi.g_00402
OG0001295	Syal.g_01828	Prbi.g_00469
OG0001296	Syal.g_02933	Prbi.g_00512
OG0001298	Syal.g_02777	Prbi.g_00579
OG0001299	Syal.g_02200	Prbi.g_00669
OG0001300	Syal.g_01795	Prbi.g_00696
OG0001301	Syal.g_01941, Syal.g_01810	Prbi.g_00699
OG0001302	Syal.g_02607	Prbi.g_00834
OG0001303	Syal.g_02033	Prbi.g_01041
OG0001304	Syal.g_01899	Prbi.g_01071
OG0001305	Syal.g_01817	Prbi.g_01090
OG0001306	Syal.g_01626	Prbi.g_01193
OG0001307	Syal.g_02195	Prbi.g_01422
OG0001308	Syal.g_00392	Prbi.g_01601
OG0001309	Syal.g_02943	Prbi.g_01684
OG0001310	Syal.g_00605	Prbi.g_01799
OG0001311	Syal.g_01912	Prbi.g_01063
OG0001312	Syal.g_02024	Prbi.g_00990
OG0001315	Syal.g_00300	Prbi.g_00068
OG0001316	Syal.g_00872	Prbi.g_00148
OG0001317	Syal.g_00687	Prbi.g_00258
OG0001318	Syal.g_01228	Prbi.g_00280
OG0001319	Syal.g_01252	Prbi.g_00296
OG0001321	Syal.g_00508	Prbi.g_00452
OG0001322	Syal.g_00507	Prbi.g_00453
OG0001323	Syal.g_02946	Prbi.g_00522
OG0001324	Syal.g_01796	Prbi.g_00697
OG0001325	Syal.g_01865	Prbi.g_00750
OG0001326	Syal.g_01138	Prbi.g_00923
OG0001327	Syal.g_02296	Prbi.g_01102
OG0001328	Syal.g_02266	Prbi.g_01129
OG0001329	Syal.g_01188	Prbi.g_01169
OG0001330	Syal.g_01611	Prbi.g_01362
OG0001332	Syal.g_02965	Prbi.g_01633
OG0001333	Syal.g_00639	Prbi.g_01824
OG0001334	Syal.g_00311	Prbi.g_01962
OG0001335	Syal.g_00312	Prbi.g_01963
OG0001336	Syal.g_01180	Prbi.g_02089
OG0001339	Syal.g_00816	Prbi.g_00110
OG0001340	Syal.g_00328	Prbi.g_00352
OG0001341	Syal.g_02538	Prbi.g_00790
OG0001343	Syal.g_01190	Prbi.g_00932
OG0001344	Syal.g_01658	Prbi.g_01211
OG0001345	Syal.g_01694	Prbi.g_01226
OG0001346	Syal.g_01600	Prbi.g_01392
OG0001348	Syal.g_01849	Prbi.g_01707
OG0001349	Syal.g_01426	Prbi.g_01590
OG0001351	Syal.g_00501	Prbi.g_00455
OG0001353	Syal.g_02457	Prbi.g_00879
OG0001354	Syal.g_01973	Prbi.g_01019
OG0001358	Syal.g_02715	Prbi.g_00622
OG0001359	Syal.g_01189	Prbi.g_00933
OG0001360	Syal.g_01696	Prbi.g_01132
OG0001361	Syal.g_01691	Prbi.g_01223
OG0001362	Syal.g_00397	Prbi.g_01605
OG0001363	Syal.g_00399	Prbi.g_01607
OG0001364	Syal.g_01342	Prbi.g_01965
OG0001365	Syal.g_01072	Prbi.g_02056
OG0001369	Syal.g_00803	Prbi.g_01522, Prbi.g_00099
OG0001373	Syal.g_01137	Prbi.g_00922
OG0001374	Syal.g_01145	Prbi.g_00930
OG0001375	Syal.g_01191	Prbi.g_00931
OG0001376	Syal.g_01095	Prbi.g_01096
OG0001377	Syal.g_01094	Prbi.g_01097
OG0001378	Syal.g_00529	Prbi.g_01141
OG0001379	Syal.g_01609	Prbi.g_01385
OG0001382	Syal.g_00220	Prbi.g_01699
OG0001385	Syal.g_01134	Prbi.g_00919
OG0001386	Syal.g_01135	Prbi.g_00920
OG0001387	Syal.g_01136	Prbi.g_00921
OG0001388	Syal.g_01139	Prbi.g_00924
OG0001389	Syal.g_01140	Prbi.g_00925
OG0001390	Syal.g_01141	Prbi.g_00926
OG0001391	Syal.g_01142	Prbi.g_00927
OG0001392	Syal.g_01143	Prbi.g_00928
OG0001393	Syal.g_01144	Prbi.g_00929
OG0001394	Syal.g_02250	Prbi.g_00966
OG0001395	Syal.g_02432	Prbi.g_01073
OG0001397	Syal.g_00398	Prbi.g_01606
OG0001399	Syal.g_00434	Prbi.g_01866
OG0001402	Syal.g_02711	Prbi.g_00808
OG0001404	Syal.g_00750	Prbi.g_00075
OG0001405	Syal.g_00314	Prbi.g_00350
OG0001406	Syal.g_01096	Prbi.g_01095
OG0001407	Syal.g_01774	Prbi.g_01109
OG0001408	Syal.g_02589	Prbi.g_01114
OG0001409	Syal.g_01671	Prbi.g_01214
OG0001410	Syal.g_02194	Prbi.g_01423
OG0001411	Syal.g_01399	Prbi.g_01491
OG0001413	Syal.g_02570	Prbi.g_01675
OG0001416	Syal.g_01595	Prbi.g_00460
OG0001417	Syal.g_01974	Prbi.g_00471
OG0001419	Syal.g_01775	Prbi.g_01110
OG0001420	Syal.g_02955	Prbi.g_01150
OG0001423	Syal.g_00726	Prbi.g_01567, Prbi.g_02024
OG0001425	Syal.g_01089	Prbi.g_02066
OG0001428	Syal.g_00915	Prbi.g_00196
OG0001430	Syal.g_01055	Prbi.g_01356
OG0001432	Syal.g_02578	Prbi.g_01673
OG0001433	Syal.g_02212	Prbi.g_01302
OG0001435	Syal.g_02290	Prbi.g_00947
OG0001438	Syal.g_01278	Prbi.g_00317
OG0001439	Syal.g_01306	Prbi.g_00331
OG0001442	Syal.g_02234	Prbi.g_00781
OG0001447	Syal.g_00853	Prbi.g_00134
OG0001448	Syal.g_02552	Prbi.g_00391
OG0001449	Syal.g_01198	Prbi.g_00421
OG0001452	Syal.g_01223	Prbi.g_00937
OG0001454	Syal.g_02566	Prbi.g_01125
OG0001456	Syal.g_01146	Prbi.g_01184
OG0001457	Syal.g_01147	Prbi.g_01185
OG0001458	Syal.g_01148	Prbi.g_01186
OG0001459	Syal.g_01493, Syal.g_02104	Prbi.g_01344
OG0001460	Syal.g_02211	Prbi.g_01303
OG0001461	Syal.g_02091	Prbi.g_01545
OG0001462	Syal.g_00138	Prbi.g_00034
OG0001471	Syal.g_01301	Prbi.g_01676
OG0001473	Syal.g_02571	Prbi.g_02013
OG0001474	Syal.g_00354	Prbi.g_00364
OG0001475	Syal.g_00184	Prbi.g_01472
OG0001479	Syal.g_00351	Prbi.g_00361
OG0001480	Syal.g_02599	Prbi.g_00393
OG0001481	Syal.g_00504	Prbi.g_00397
OG0001482	Syal.g_01964	Prbi.g_00458
OG0001486	Syal.g_01651	Prbi.g_01205
OG0001492	Syal.g_01769	Prbi.g_01254
OG0001493	Syal.g_01760	Prbi.g_01262
OG0001495	Syal.g_00223	Prbi.g_01871
OG0001499	Syal.g_00086	Prbi.g_00067
OG0001502	Syal.g_02489	Prbi.g_00817
OG0001504	Syal.g_02103, Syal.g_01492	Prbi.g_01345
OG0001507	Syal.g_02094	Prbi.g_01739
OG0001508	Syal.g_00180	Prbi.g_01473
OG0001513	Syal.g_00298	Prbi.g_01761
OG0001520	Syal.g_02790	Prbi.g_00416
OG0001546	Syal.g_02950	Prbi.g_00527
OG0001547	Syal.g_02050	Prbi.g_00819
OG0001551	Syal.g_01781	Prbi.g_01183
OG0001554	Syal.g_01065	Prbi.g_01682
OG0001555	Syal.g_02484	Prbi.g_01695
OG0001557	Syal.g_02249	Prbi.g_00967
OG0001567	Syal.g_02051	Prbi.g_00818
OG0001568	Syal.g_02049	Prbi.g_00820
OG0001570	Syal.g_02053	Prbi.g_01152
OG0001572	Syal.g_03017	Prbi.g_01326
OG0001582	Syal.g_02644	Prbi.g_00470
OG0001585	Syal.g_00712	Prbi.g_01336
OG0001590	Syal.g_02511	Prbi.g_01538
OG0001625	Syal.g_01230	Prbi.g_00282
OG0001647	Syal.g_01254	Prbi.g_00297
OG0001667	Syal.g_02863	Prbi.g_01365
OG0001695	Syal.g_01165	Prbi.g_01299, Prbi.g_01550
OG0001704	Syal.g_01020	Prbi.g_02023
OG0001719	Syal.g_01472	Prbi.g_00414
OG0001722	Syal.g_00730	Prbi.g_00938
OG0001740	Syal.g_01167	Prbi.g_01298, Prbi.g_01551
OG0001744	Syal.g_00735	Prbi.g_01377
OG0001745	Syal.g_02530	Prbi.g_01672
OG0001770	Syal.g_02501	Prbi.g_01537
OG0001995	Syal.g_01208	Prbi.g_01411
OG0002020	Syal.g_01161	Prbi.g_01297, Prbi.g_01552
OG0002021	Syal.g_01159	Prbi.g_01295, Prbi.g_01554
OG0002022	Syal.g_01158	Prbi.g_01294, Prbi.g_01555
OG0002023	Syal.g_01157	Prbi.g_01293, Prbi.g_01556
OG0002024	Syal.g_01151	Prbi.g_01289, Prbi.g_01560
OG0002032	Syal.g_02367	Prbi.g_02065
OG0002054	Syal.g_01150	Prbi.g_01288, Prbi.g_01561
OG0002055	Syal.g_01153	Prbi.g_01291, Prbi.g_01558
OG0002131	Syal.g_01160	Prbi.g_01296, Prbi.g_01553
OG0002132	Syal.g_01154	Prbi.g_01292, Prbi.g_01557
OG0002133	Syal.g_01152	Prbi.g_01290, Prbi.g_01559
OG0002178	Syal.g_01156	Prbi.g_01286, Prbi.g_01563
OG0002249	Syal.g_02368, Syal.g_02383, Syal.g_00722	Prbi.g_00732
OG0002380	Syal.g_00701	Prbi.g_00425
OG0002445	Syal.g_00455	Prbi.g_00712, Prbi.g_00164
OG0002631	Syal.g_00791	Prbi.g_01889
OG0002722	Syal.g_01381	Prbi.g_00742
OG0002785	Syal.g_01857	Prbi.g_00725
OG0003214	Syal.g_00448	Prbi.g_00720
