Orthogroup	Syal	Prar
OG0001173	Syal.g_00199	Prar.g_01110
OG0001174	Syal.g_00207	Prar.g_01102
OG0001175	Syal.g_00208	Prar.g_01101
OG0001176	Syal.g_00226	Prar.g_01094
OG0001177	Syal.g_00224	Prar.g_01091
OG0001178	Syal.g_00592	Prar.g_01086
OG0001179	Syal.g_00256	Prar.g_01043
OG0001180	Syal.g_00282	Prar.g_01022
OG0001182	Syal.g_00295	Prar.g_01011
OG0001183	Syal.g_00302	Prar.g_00618
OG0001184	Syal.g_01359	Prar.g_00634
OG0001185	Syal.g_01453	Prar.g_00648
OG0001186	Syal.g_00179	Prar.g_00670
OG0001187	Syal.g_00175	Prar.g_00674
OG0001188	Syal.g_00172	Prar.g_00676
OG0001189	Syal.g_00152	Prar.g_00693
OG0001190	Syal.g_01067	Prar.g_00697
OG0001191	Syal.g_01083	Prar.g_00707
OG0001192	Syal.g_01090	Prar.g_00074
OG0001193	Syal.g_01128	Prar.g_00064
OG0001194	Syal.g_01130	Prar.g_00063
OG0001195	Syal.g_01131	Prar.g_00062
OG0001196	Syal.g_00078	Prar.g_00049
OG0001197	Syal.g_00080	Prar.g_00048
OG0001198	Syal.g_00093	Prar.g_00041
OG0001199	Syal.g_00757	Prar.g_00254
OG0001200	Syal.g_00759	Prar.g_00252
OG0001201	Syal.g_00821	Prar.g_00220
OG0001202	Syal.g_00956	Prar.g_00128
OG0001203	Syal.g_00683	Prar.g_00089
OG0001204	Syal.g_01201	Prar.g_00084
OG0001205	Syal.g_00515	Prar.g_00493
OG0001206	Syal.g_00490	Prar.g_00511
OG0001207	Syal.g_02889	Prar.g_00527
OG0001208	Syal.g_02899	Prar.g_00532
OG0001209	Syal.g_02835	Prar.g_01365
OG0001210	Syal.g_02827	Prar.g_01370
OG0001211	Syal.g_02811	Prar.g_01380
OG0001212	Syal.g_02754	Prar.g_01426
OG0001213	Syal.g_02701	Prar.g_01459
OG0001214	Syal.g_02634	Prar.g_01467
OG0001215	Syal.g_01786	Prar.g_01520
OG0001216	Syal.g_01861	Prar.g_01601
OG0001217	Syal.g_02067	Prar.g_01638
OG0001219	Syal.g_02036	Prar.g_01672
OG0001220	Syal.g_02494	Prar.g_01735
OG0001221	Syal.g_02258	Prar.g_01787
OG0001222	Syal.g_02006	Prar.g_01825
OG0001223	Syal.g_01960	Prar.g_01851
OG0001224	Syal.g_01827	Prar.g_01900
OG0001225	Syal.g_01825	Prar.g_01902
OG0001226	Syal.g_00767	Prar.g_01928
OG0001227	Syal.g_01575	Prar.g_01947
OG0001228	Syal.g_02451	Prar.g_01218
OG0001229	Syal.g_01801	Prar.g_00913
OG0001230	Syal.g_00029	Prar.g_00347
OG0001231	Syal.g_00114	Prar.g_00751
OG0001232	Syal.g_00622	Prar.g_01120
OG0001233	Syal.g_00645	Prar.g_00599
OG0001234	Syal.g_00212	Prar.g_01099
OG0001236	Syal.g_01352	Prar.g_00631
OG0001237	Syal.g_01362	Prar.g_00635
OG0001238	Syal.g_01085	Prar.g_00708
OG0001239	Syal.g_00754	Prar.g_00547
OG0001240	Syal.g_00804	Prar.g_00235
OG0001241	Syal.g_00814	Prar.g_00227
OG0001242	Syal.g_00844	Prar.g_00209
OG0001243	Syal.g_00852	Prar.g_00203
OG0001244	Syal.g_00882	Prar.g_00187
OG0001245	Syal.g_02522	Prar.g_00441
OG0001246	Syal.g_02927	Prar.g_01335
OG0001247	Syal.g_01126	Prar.g_01513
OG0001248	Syal.g_01778	Prar.g_01515
OG0001249	Syal.g_00337	Prar.g_01661
OG0001250	Syal.g_02469	Prar.g_01724
OG0001251	Syal.g_02576	Prar.g_01760
OG0001252	Syal.g_01834	Prar.g_01895
OG0001253	Syal.g_02521	Prar.g_01948
OG0001254	Syal.g_02507	Prar.g_01294
OG0001255	Syal.g_02609	Prar.g_01279
OG0001256	Syal.g_00571	Prar.g_00758
OG0001257	Syal.g_02262	Prar.g_00752
OG0001258	Syal.g_00582	Prar.g_01146
OG0001259	Syal.g_00643	Prar.g_00597
OG0001260	Syal.g_00665	Prar.g_00613
OG0001261	Syal.g_00265	Prar.g_01035
OG0001262	Syal.g_00154	Prar.g_00691
OG0001263	Syal.g_00856	Prar.g_00200
OG0001264	Syal.g_00191	Prar.g_00593
OG0001265	Syal.g_00842	Prar.g_00210
OG0001266	Syal.g_00960	Prar.g_00124
OG0001267	Syal.g_01263	Prar.g_00307
OG0001268	Syal.g_00353	Prar.g_00399
OG0001269	Syal.g_02567	Prar.g_00419
OG0001270	Syal.g_00528	Prar.g_00482
OG0001271	Syal.g_00466	Prar.g_00522
OG0001272	Syal.g_02903	Prar.g_00536
OG0001273	Syal.g_02641	Prar.g_01461
OG0001274	Syal.g_01007	Prar.g_01533
OG0001275	Syal.g_01932	Prar.g_01860
OG0001276	Syal.g_01914	Prar.g_01879
OG0001277	Syal.g_02963	Prar.g_01937
OG0001278	Syal.g_01766	Prar.g_01213
OG0001280	Syal.g_01604	Prar.g_00956
OG0001281	Syal.g_01592	Prar.g_00950
OG0001282	Syal.g_02887	Prar.g_00910
OG0001283	Syal.g_01179	Prar.g_00891
OG0001284	Syal.g_03007	Prar.g_00777
OG0001285	Syal.g_00625	Prar.g_01966
OG0001287	Syal.g_01461	Prar.g_00655
OG0001288	Syal.g_01513	Prar.g_00663
OG0001289	Syal.g_00781	Prar.g_00241
OG0001290	Syal.g_00813	Prar.g_00228
OG0001291	Syal.g_00866	Prar.g_00193
OG0001292	Syal.g_01206	Prar.g_00079
OG0001293	Syal.g_01236	Prar.g_00326
OG0001294	Syal.g_02207	Prar.g_00439
OG0001295	Syal.g_01828	Prar.g_00516
OG0001296	Syal.g_02933	Prar.g_01340
OG0001298	Syal.g_02777	Prar.g_01406
OG0001299	Syal.g_02200	Prar.g_01496
OG0001300	Syal.g_01795	Prar.g_01523
OG0001301	Syal.g_01941, Syal.g_01810	Prar.g_01526
OG0001302	Syal.g_02607	Prar.g_01670
OG0001303	Syal.g_02033	Prar.g_01864
OG0001304	Syal.g_01899	Prar.g_01889
OG0001305	Syal.g_01817	Prar.g_01908
OG0001306	Syal.g_01626	Prar.g_01277
OG0001307	Syal.g_02195	Prar.g_00928
OG0001308	Syal.g_00392	Prar.g_00837
OG0001309	Syal.g_02943	Prar.g_00754
OG0001310	Syal.g_00605	Prar.g_01131
OG0001311	Syal.g_01912	Prar.g_01881
OG0001312	Syal.g_02024	Prar.g_01814
OG0001315	Syal.g_00300	Prar.g_00556
OG0001316	Syal.g_00872	Prar.g_00188
OG0001317	Syal.g_00687	Prar.g_00093
OG0001318	Syal.g_01228	Prar.g_00331
OG0001319	Syal.g_01252	Prar.g_00315
OG0001321	Syal.g_00508	Prar.g_00499
OG0001322	Syal.g_00507	Prar.g_00500
OG0001323	Syal.g_02946	Prar.g_01349
OG0001324	Syal.g_01796	Prar.g_01524
OG0001325	Syal.g_01865	Prar.g_01604
OG0001326	Syal.g_01138	Prar.g_01547
OG0001327	Syal.g_02296	Prar.g_01920
OG0001328	Syal.g_02266	Prar.g_01946
OG0001329	Syal.g_01188	Prar.g_01302
OG0001330	Syal.g_01611	Prar.g_00977
OG0001332	Syal.g_02965	Prar.g_00804
OG0001333	Syal.g_00639	Prar.g_01958
OG0001334	Syal.g_00311	Prar.g_00621
OG0001335	Syal.g_00312	Prar.g_00622
OG0001336	Syal.g_01180	Prar.g_00052
OG0001339	Syal.g_00816	Prar.g_00225
OG0001340	Syal.g_00328	Prar.g_00259
OG0001341	Syal.g_02538	Prar.g_01636
OG0001343	Syal.g_01190	Prar.g_01757
OG0001344	Syal.g_01658	Prar.g_01259
OG0001345	Syal.g_01694	Prar.g_01244
OG0001346	Syal.g_01600	Prar.g_00954
OG0001348	Syal.g_01849	Prar.g_00732
OG0001349	Syal.g_01426	Prar.g_00867
OG0001351	Syal.g_00501	Prar.g_00502
OG0001358	Syal.g_02715	Prar.g_01450
OG0001359	Syal.g_01189	Prar.g_01758
OG0001360	Syal.g_01696	Prar.g_01949
OG0001361	Syal.g_01691	Prar.g_01247
OG0001362	Syal.g_00397	Prar.g_00833
OG0001363	Syal.g_00399	Prar.g_00831
OG0001364	Syal.g_01342	Prar.g_00624
OG0001365	Syal.g_01072	Prar.g_00701
OG0001369	Syal.g_00803	Prar.g_00236
OG0001373	Syal.g_01137	Prar.g_01548
OG0001374	Syal.g_01145	Prar.g_01540
OG0001375	Syal.g_01191	Prar.g_01756
OG0001376	Syal.g_01095	Prar.g_01914
OG0001377	Syal.g_01094	Prar.g_01915
OG0001378	Syal.g_00529	Prar.g_01325
OG0001382	Syal.g_00220	Prar.g_00738
OG0001385	Syal.g_01134	Prar.g_01551
OG0001386	Syal.g_01135	Prar.g_01550
OG0001387	Syal.g_01136	Prar.g_01549
OG0001388	Syal.g_01139	Prar.g_01546
OG0001389	Syal.g_01140	Prar.g_01545
OG0001390	Syal.g_01141	Prar.g_01544
OG0001391	Syal.g_01142	Prar.g_01543
OG0001392	Syal.g_01143	Prar.g_01542
OG0001393	Syal.g_01144	Prar.g_01541
OG0001395	Syal.g_02432	Prar.g_01891
OG0001397	Syal.g_00398	Prar.g_00832
OG0001399	Syal.g_00434	Prar.g_01097
OG0001400	Syal.g_00877	Prar.g_00368
OG0001404	Syal.g_00750	Prar.g_00550
OG0001405	Syal.g_00314	Prar.g_00261
OG0001406	Syal.g_01096	Prar.g_01913
OG0001407	Syal.g_01774	Prar.g_01926
OG0001408	Syal.g_02589	Prar.g_01932, Prar.g_01931
OG0001409	Syal.g_01671	Prar.g_01256
OG0001410	Syal.g_02194	Prar.g_00927
OG0001411	Syal.g_01399	Prar.g_00869
OG0001413	Syal.g_02570	Prar.g_00763
OG0001416	Syal.g_01595	Prar.g_00507
OG0001417	Syal.g_01974	Prar.g_00518, Prar.g_00519
OG0001419	Syal.g_01775	Prar.g_01927
OG0001420	Syal.g_02955	Prar.g_01316
OG0001423	Syal.g_00726	Prar.g_01560
OG0001428	Syal.g_00915	Prar.g_00155
OG0001430	Syal.g_01055	Prar.g_00982
OG0001432	Syal.g_02578	Prar.g_00764
OG0001433	Syal.g_02212	Prar.g_01180
OG0001435	Syal.g_02290	Prar.g_01772
OG0001438	Syal.g_01278	Prar.g_00294
OG0001439	Syal.g_01306	Prar.g_00280
OG0001442	Syal.g_02234	Prar.g_01629
OG0001447	Syal.g_00853	Prar.g_00202
OG0001448	Syal.g_02552	Prar.g_00427
OG0001452	Syal.g_01223	Prar.g_01762
OG0001454	Syal.g_02566	Prar.g_01942
OG0001456	Syal.g_01146	Prar.g_01286
OG0001457	Syal.g_01147	Prar.g_01285
OG0001458	Syal.g_01148	Prar.g_01284
OG0001459	Syal.g_01493, Syal.g_02104	Prar.g_00996
OG0001462	Syal.g_00138	Prar.g_00003
OG0001470	Syal.g_00181	Prar.g_00889
OG0001471	Syal.g_01301	Prar.g_00762
OG0001473	Syal.g_02571	Prar.g_00671
OG0001474	Syal.g_00354	Prar.g_00400
OG0001475	Syal.g_00184	Prar.g_00887
OG0001479	Syal.g_00351	Prar.g_00397
OG0001480	Syal.g_02599	Prar.g_00429
OG0001481	Syal.g_00504	Prar.g_00434
OG0001482	Syal.g_01964	Prar.g_00505
OG0001486	Syal.g_01651	Prar.g_01265
OG0001492	Syal.g_01769	Prar.g_01216
OG0001493	Syal.g_01760	Prar.g_01208
OG0001499	Syal.g_00086	Prar.g_00557
OG0001502	Syal.g_02489	Prar.g_01657
OG0001504	Syal.g_02103, Syal.g_01492	Prar.g_00995
OG0001507	Syal.g_02094	Prar.g_00714
OG0001508	Syal.g_00180	Prar.g_00890
OG0001520	Syal.g_02790	Prar.g_00454, Prar.g_00455
OG0001528	Syal.g_00182	Prar.g_00888
OG0001546	Syal.g_02950	Prar.g_01354
OG0001551	Syal.g_01781	Prar.g_01287
OG0001554	Syal.g_01065	Prar.g_00756
OG0001555	Syal.g_02484	Prar.g_00742
OG0001565	Syal.g_02600	Prar.g_00475
OG0001572	Syal.g_03017	Prar.g_01192
OG0001582	Syal.g_02644	Prar.g_00517
OG0001585	Syal.g_00712	Prar.g_00998
OG0001625	Syal.g_01230	Prar.g_00329
OG0001647	Syal.g_01254	Prar.g_00314
OG0001667	Syal.g_02863	Prar.g_00975
OG0001704	Syal.g_01020	Prar.g_00562, Prar.g_00566, Prar.g_01198
OG0001712	Syal.g_02524	Prar.g_00472
OG0001713	Syal.g_01668	Prar.g_00560
OG0001719	Syal.g_01472	Prar.g_00451
OG0001722	Syal.g_00730	Prar.g_01763
OG0001726	Syal.g_00536	Prar.g_00469
OG0001744	Syal.g_00735	Prar.g_00968
OG0001745	Syal.g_02530	Prar.g_00765
OG0001924	Syal.g_02722	Prar.g_01574
OG0001925	Syal.g_02723	Prar.g_01573
OG0001926	Syal.g_02724	Prar.g_01572
OG0001927	Syal.g_02725	Prar.g_01571
OG0001993	Syal.g_02720	Prar.g_01576
OG0001994	Syal.g_02721	Prar.g_01575
OG0002032	Syal.g_02367	Prar.g_00075
OG0002111	Syal.g_02674, Syal.g_02655	Prar.g_01421
OG0002156	Syal.g_00058	Prar.g_00583, Prar.g_00582
OG0002445	Syal.g_00455	Prar.g_01085
OG0002560	Syal.g_02077	Prar.g_00457
OG0002885	Syal.g_02167	Prar.g_00563
OG0003214	Syal.g_00448	Prar.g_01073
OG0003351	Syal.g_01395	Prar.g_00881
