Orthogroup	Syal	Prau
OG0001168	Syal.g_00640	Prau.g_01770
OG0001169	Syal.g_00642	Prau.g_01772
OG0001170	Syal.g_00644	Prau.g_01774
OG0001172	Syal.g_00198	Prau.g_01797
OG0001173	Syal.g_00199	Prau.g_01798
OG0001174	Syal.g_00207	Prau.g_01806
OG0001175	Syal.g_00208	Prau.g_01807
OG0001176	Syal.g_00226	Prau.g_01814
OG0001177	Syal.g_00224	Prau.g_01817
OG0001178	Syal.g_00592	Prau.g_01822
OG0001179	Syal.g_00256	Prau.g_01853
OG0001180	Syal.g_00282	Prau.g_01875
OG0001182	Syal.g_00295	Prau.g_01886
OG0001183	Syal.g_00302	Prau.g_01890
OG0001184	Syal.g_01359	Prau.g_01906
OG0001185	Syal.g_01453	Prau.g_01920
OG0001186	Syal.g_00179	Prau.g_01943
OG0001187	Syal.g_00175	Prau.g_01947
OG0001188	Syal.g_00172	Prau.g_01950
OG0001189	Syal.g_00152	Prau.g_01967
OG0001190	Syal.g_01067	Prau.g_01971
OG0001191	Syal.g_01083	Prau.g_01981
OG0001192	Syal.g_01090	Prau.g_01985
OG0001193	Syal.g_01128	Prau.g_01995
OG0001194	Syal.g_01130	Prau.g_01996
OG0001195	Syal.g_01131	Prau.g_01997
OG0001196	Syal.g_00078	Prau.g_02010
OG0001197	Syal.g_00080	Prau.g_02011
OG0001198	Syal.g_00093	Prau.g_02019
OG0001199	Syal.g_00757	Prau.g_00075
OG0001200	Syal.g_00759	Prau.g_00077
OG0001201	Syal.g_00821	Prau.g_00109
OG0001202	Syal.g_00956	Prau.g_00200
OG0001203	Syal.g_00683	Prau.g_00239
OG0001204	Syal.g_01201	Prau.g_00245
OG0001205	Syal.g_00515	Prau.g_00486
OG0001206	Syal.g_00490	Prau.g_00504
OG0001207	Syal.g_02889	Prau.g_00518
OG0001208	Syal.g_02899	Prau.g_00523
OG0001209	Syal.g_02835	Prau.g_00575
OG0001210	Syal.g_02827	Prau.g_00580
OG0001211	Syal.g_02811	Prau.g_00590
OG0001212	Syal.g_02754	Prau.g_00634
OG0001213	Syal.g_02701	Prau.g_00669
OG0001214	Syal.g_02634	Prau.g_00677
OG0001215	Syal.g_01786	Prau.g_00730
OG0001216	Syal.g_01861	Prau.g_00757
OG0001217	Syal.g_02067	Prau.g_00800
OG0001218	Syal.g_00429	Prau.g_00809
OG0001219	Syal.g_02036	Prau.g_00843
OG0001220	Syal.g_02494	Prau.g_00906
OG0001221	Syal.g_02258	Prau.g_00967
OG0001222	Syal.g_02006	Prau.g_01007
OG0001223	Syal.g_01960	Prau.g_01033
OG0001224	Syal.g_01827	Prau.g_01085
OG0001225	Syal.g_01825	Prau.g_01087
OG0001226	Syal.g_00767	Prau.g_01112
OG0001227	Syal.g_01575	Prau.g_01130
OG0001228	Syal.g_02451	Prau.g_01251
OG0001229	Syal.g_01801	Prau.g_01407
OG0001230	Syal.g_00029	Prau.g_01520
OG0001231	Syal.g_00114	Prau.g_01628
OG0001232	Syal.g_00622	Prau.g_01755
OG0001233	Syal.g_00645	Prau.g_01775
OG0001234	Syal.g_00212	Prau.g_01809
OG0001236	Syal.g_01352	Prau.g_01903
OG0001237	Syal.g_01362	Prau.g_01907
OG0001238	Syal.g_01085	Prau.g_01982
OG0001240	Syal.g_00804	Prau.g_00094
OG0001241	Syal.g_00814	Prau.g_00102
OG0001242	Syal.g_00844	Prau.g_00120
OG0001243	Syal.g_00852	Prau.g_00126
OG0001244	Syal.g_00882	Prau.g_00142
OG0001245	Syal.g_02522	Prau.g_00383
OG0001246	Syal.g_02927	Prau.g_00545
OG0001247	Syal.g_01126	Prau.g_00723
OG0001248	Syal.g_01778	Prau.g_00725
OG0001249	Syal.g_00337	Prau.g_00832
OG0001250	Syal.g_02469	Prau.g_00894
OG0001251	Syal.g_02576	Prau.g_00943
OG0001252	Syal.g_01834	Prau.g_01080
OG0001253	Syal.g_02521	Prau.g_01131
OG0001254	Syal.g_02507	Prau.g_01176
OG0001255	Syal.g_02609	Prau.g_01191
OG0001256	Syal.g_00571	Prau.g_01621
OG0001257	Syal.g_02262	Prau.g_01627
OG0001258	Syal.g_00582	Prau.g_01729
OG0001259	Syal.g_00643	Prau.g_01773
OG0001260	Syal.g_00665	Prau.g_01789
OG0001261	Syal.g_00265	Prau.g_01861
OG0001262	Syal.g_00154	Prau.g_01965
OG0001263	Syal.g_00856	Prau.g_00129
OG0001264	Syal.g_00191	Prau.g_01268
OG0001265	Syal.g_00842	Prau.g_00119
OG0001266	Syal.g_00960	Prau.g_00204
OG0001267	Syal.g_01263	Prau.g_00282
OG0001268	Syal.g_00353	Prau.g_00341
OG0001269	Syal.g_02567	Prau.g_00361
OG0001270	Syal.g_00528	Prau.g_00475
OG0001271	Syal.g_00466	Prau.g_00513
OG0001272	Syal.g_02903	Prau.g_00527
OG0001273	Syal.g_02641	Prau.g_00671
OG0001274	Syal.g_01007	Prau.g_00743
OG0001275	Syal.g_01932	Prau.g_01043
OG0001276	Syal.g_01914	Prau.g_01064
OG0001277	Syal.g_02963	Prau.g_01120
OG0001278	Syal.g_01766	Prau.g_01256
OG0001279	Syal.g_02565	Prau.g_01320
OG0001280	Syal.g_01604	Prau.g_01370
OG0001281	Syal.g_01592	Prau.g_01376
OG0001282	Syal.g_02887	Prau.g_01410
OG0001283	Syal.g_01179	Prau.g_01429
OG0001284	Syal.g_03007	Prau.g_01601
OG0001285	Syal.g_00625	Prau.g_01758
OG0001286	Syal.g_00280	Prau.g_01873
OG0001287	Syal.g_01461	Prau.g_01927
OG0001288	Syal.g_01513	Prau.g_01936
OG0001289	Syal.g_00781	Prau.g_00088
OG0001290	Syal.g_00813	Prau.g_00101
OG0001291	Syal.g_00866	Prau.g_00136
OG0001292	Syal.g_01206	Prau.g_00250
OG0001293	Syal.g_01236	Prau.g_00263
OG0001294	Syal.g_02207	Prau.g_00381
OG0001295	Syal.g_01828	Prau.g_00509
OG0001296	Syal.g_02933	Prau.g_00550
OG0001298	Syal.g_02777	Prau.g_00616
OG0001299	Syal.g_02200	Prau.g_00706
OG0001300	Syal.g_01795	Prau.g_00733
OG0001301	Syal.g_01941, Syal.g_01810	Prau.g_00736
OG0001302	Syal.g_02607	Prau.g_00841
OG0001303	Syal.g_02033	Prau.g_01047
OG0001304	Syal.g_01899	Prau.g_01074
OG0001305	Syal.g_01817	Prau.g_01093
OG0001306	Syal.g_01626	Prau.g_01193
OG0001307	Syal.g_02195	Prau.g_01392
OG0001308	Syal.g_00392	Prau.g_01541
OG0001309	Syal.g_02943	Prau.g_01625
OG0001310	Syal.g_00605	Prau.g_01744
OG0001311	Syal.g_01912	Prau.g_01066
OG0001313	Syal.g_00482	Prau.g_00752
OG0001315	Syal.g_00300	Prau.g_00063
OG0001316	Syal.g_00872	Prau.g_00141
OG0001317	Syal.g_00687	Prau.g_00235
OG0001318	Syal.g_01228	Prau.g_00258
OG0001319	Syal.g_01252	Prau.g_00274
OG0001321	Syal.g_00508	Prau.g_00492
OG0001322	Syal.g_00507	Prau.g_00493
OG0001323	Syal.g_02946	Prau.g_00560
OG0001324	Syal.g_01796	Prau.g_00734
OG0001325	Syal.g_01865	Prau.g_00760
OG0001326	Syal.g_01138	Prau.g_00931
OG0001327	Syal.g_02296	Prau.g_01104
OG0001328	Syal.g_02266	Prau.g_01129
OG0001329	Syal.g_01188	Prau.g_01168
OG0001330	Syal.g_01611	Prau.g_01345
OG0001332	Syal.g_02965	Prau.g_01574
OG0001333	Syal.g_00639	Prau.g_01769
OG0001334	Syal.g_00311	Prau.g_01893
OG0001335	Syal.g_00312	Prau.g_01894
OG0001336	Syal.g_01180	Prau.g_02007
OG0001339	Syal.g_00816	Prau.g_00104
OG0001340	Syal.g_00328	Prau.g_00330
OG0001341	Syal.g_02538	Prau.g_00798
OG0001343	Syal.g_01190	Prau.g_00940
OG0001344	Syal.g_01658	Prau.g_01210
OG0001345	Syal.g_01694	Prau.g_01225
OG0001346	Syal.g_01600	Prau.g_01372
OG0001349	Syal.g_01426	Prau.g_01530
OG0001351	Syal.g_00501	Prau.g_00495
OG0001358	Syal.g_02715	Prau.g_00660
OG0001359	Syal.g_01189	Prau.g_00941
OG0001360	Syal.g_01696	Prau.g_01132
OG0001361	Syal.g_01691	Prau.g_01222
OG0001362	Syal.g_00397	Prau.g_01545
OG0001363	Syal.g_00399	Prau.g_01547
OG0001364	Syal.g_01342	Prau.g_01896
OG0001365	Syal.g_01072	Prau.g_01975
OG0001369	Syal.g_00803	Prau.g_00093
OG0001373	Syal.g_01137	Prau.g_00930
OG0001374	Syal.g_01145	Prau.g_00938
OG0001375	Syal.g_01191	Prau.g_00939
OG0001376	Syal.g_01095	Prau.g_01098
OG0001377	Syal.g_01094	Prau.g_01099
OG0001378	Syal.g_00529	Prau.g_01141
OG0001382	Syal.g_00220	Prau.g_01640
OG0001385	Syal.g_01134	Prau.g_00927
OG0001386	Syal.g_01135	Prau.g_00928
OG0001387	Syal.g_01136	Prau.g_00929
OG0001388	Syal.g_01139	Prau.g_00932
OG0001389	Syal.g_01140	Prau.g_00933
OG0001390	Syal.g_01141	Prau.g_00934
OG0001391	Syal.g_01142	Prau.g_00935
OG0001392	Syal.g_01143	Prau.g_00936
OG0001393	Syal.g_01144	Prau.g_00937
OG0001394	Syal.g_02250	Prau.g_00971
OG0001395	Syal.g_02432	Prau.g_01076
OG0001397	Syal.g_00398	Prau.g_01546
OG0001398	Syal.g_00774	Prau.g_01653
OG0001399	Syal.g_00434	Prau.g_01811
OG0001404	Syal.g_00750	Prau.g_00070
OG0001405	Syal.g_00314	Prau.g_00328
OG0001406	Syal.g_01096	Prau.g_01097
OG0001407	Syal.g_01774	Prau.g_01110
OG0001408	Syal.g_02589	Prau.g_01115
OG0001409	Syal.g_01671	Prau.g_01213
OG0001410	Syal.g_02194	Prau.g_01393
OG0001411	Syal.g_01399	Prau.g_01452
OG0001413	Syal.g_02570	Prau.g_01616
OG0001416	Syal.g_01595	Prau.g_00500
OG0001417	Syal.g_01974	Prau.g_00511
OG0001419	Syal.g_01775	Prau.g_01111
OG0001420	Syal.g_02955	Prau.g_01150
OG0001428	Syal.g_00915	Prau.g_00173
OG0001430	Syal.g_01055	Prau.g_01341
OG0001432	Syal.g_02578	Prau.g_01614
OG0001434	Syal.g_02245	Prau.g_00976
OG0001436	Syal.g_01335, Syal.g_01336, Syal.g_01387, Syal.g_01384	Prau.g_01480
OG0001438	Syal.g_01278	Prau.g_00295
OG0001439	Syal.g_01306	Prau.g_00309
OG0001442	Syal.g_02234	Prau.g_00791
OG0001447	Syal.g_00853	Prau.g_00127
OG0001448	Syal.g_02552	Prau.g_00369
OG0001449	Syal.g_01198	Prau.g_00405
OG0001452	Syal.g_01223	Prau.g_00944
OG0001454	Syal.g_02566	Prau.g_01125
OG0001456	Syal.g_01146	Prau.g_01184
OG0001457	Syal.g_01147	Prau.g_01185
OG0001458	Syal.g_01148	Prau.g_01186
OG0001462	Syal.g_00138	Prau.g_00033
OG0001470	Syal.g_00181	Prau.g_01463, Prau.g_01472
OG0001471	Syal.g_01301	Prau.g_01617
OG0001473	Syal.g_02571	Prau.g_01944
OG0001474	Syal.g_00354	Prau.g_00342
OG0001475	Syal.g_00184	Prau.g_01474
OG0001479	Syal.g_00351	Prau.g_00339
OG0001480	Syal.g_02599	Prau.g_00371
OG0001481	Syal.g_00504	Prau.g_00376
OG0001482	Syal.g_01964	Prau.g_00498
OG0001492	Syal.g_01769	Prau.g_01253
OG0001493	Syal.g_01760	Prau.g_01261
OG0001495	Syal.g_00223	Prau.g_01816
OG0001499	Syal.g_00086	Prau.g_00062
OG0001502	Syal.g_02489	Prau.g_00824
OG0001507	Syal.g_02094	Prau.g_01664
OG0001508	Syal.g_00180	Prau.g_01462
OG0001520	Syal.g_02790	Prau.g_00397
OG0001525	Syal.g_02585	Prau.g_01633
OG0001528	Syal.g_00182	Prau.g_01473, Prau.g_01464
OG0001547	Syal.g_02050	Prau.g_00826
OG0001551	Syal.g_01781	Prau.g_01183
OG0001554	Syal.g_01065	Prau.g_01623
OG0001555	Syal.g_02484	Prau.g_01637
OG0001557	Syal.g_02249	Prau.g_00972
OG0001565	Syal.g_02600	Prau.g_00457, Prau.g_00431
OG0001567	Syal.g_02051	Prau.g_00825
OG0001568	Syal.g_02049	Prau.g_00827
OG0001570	Syal.g_02053	Prau.g_01152
OG0001572	Syal.g_03017	Prau.g_01308
OG0001582	Syal.g_02644	Prau.g_00510
OG0001585	Syal.g_00712	Prau.g_01323
OG0001625	Syal.g_01230	Prau.g_00260
OG0001647	Syal.g_01254	Prau.g_00275
OG0001667	Syal.g_02863	Prau.g_01348
OG0001712	Syal.g_02524	Prau.g_00418
OG0001719	Syal.g_01472	Prau.g_00394
OG0001722	Syal.g_00730	Prau.g_00945
OG0001726	Syal.g_00536	Prau.g_00415
OG0001744	Syal.g_00735	Prau.g_01356
OG0001745	Syal.g_02530	Prau.g_01613
OG0001897	Syal.g_00357	Prau.g_01280
OG0001924	Syal.g_02722	Prau.g_01691
OG0001925	Syal.g_02723	Prau.g_01692
OG0001926	Syal.g_02724	Prau.g_01693
OG0001927	Syal.g_02725	Prau.g_01694
OG0001993	Syal.g_02720	Prau.g_01689
OG0001994	Syal.g_02721	Prau.g_01690
OG0002032	Syal.g_02367	Prau.g_01984
OG0002112	Syal.g_01292	Prau.g_00409
OG0002156	Syal.g_00058	Prau.g_00045
OG0002157	Syal.g_01293	Prau.g_00410
OG0002158	Syal.g_01291	Prau.g_00408
OG0002244	Syal.g_02093	Prau.g_01663
OG0002248	Syal.g_01799	Prau.g_01722
OG0002518	Syal.g_02172, Syal.g_00737	Prau.g_00454
OG0002560	Syal.g_02077	Prau.g_00399
OG0002885	Syal.g_02167	Prau.g_00459
OG0002934	Syal.g_00438	Prau.g_00450
OG0003157	Syal.g_02168	Prau.g_00465
OG0003158	Syal.g_02171	Prau.g_00468
OG0003336	Syal.g_02169	Prau.g_00466
OG0003337	Syal.g_02170	Prau.g_00467
OG0003496	Syal.g_01186	Prau.g_00243
OG0003616	Syal.g_02162	Prau.g_00460
OG0003617	Syal.g_02163	Prau.g_00461
OG0003618	Syal.g_02164	Prau.g_00462
OG0003619	Syal.g_02165	Prau.g_00463
OG0003620	Syal.g_02166	Prau.g_00464
