Orthogroup	Prbh	Syae
OG0001122	Prbh.g_01119	Syae.g_00417
OG0001123	Prbh.g_01124	Syae.g_00424
OG0001124	Prbh.g_01126	Syae.g_00426
OG0001125	Prbh.g_01128	Syae.g_00428
OG0001126	Prbh.g_01042	Syae.g_00807
OG0001127	Prbh.g_01041	Syae.g_00806
OG0001128	Prbh.g_01039	Syae.g_00803
OG0001129	Prbh.g_01038	Syae.g_00801
OG0001130	Prbh.g_01037	Syae.g_00800
OG0001131	Prbh.g_00411	Syae.g_00562
OG0001132	Prbh.g_00827	Syae.g_00242
OG0001133	Prbh.g_00008	Syae.g_00053
OG0001134	Prbh.g_01868	Syae.g_00638
OG0001135	Prbh.g_01865	Syae.g_00636
OG0001136	Prbh.g_01286	Syae.g_00923
OG0001137	Prbh.g_01273	Syae.g_00903
OG0001138	Prbh.g_01252	Syae.g_00654
OG0001139	Prbh.g_01250	Syae.g_00656
OG0001140	Prbh.g_01249	Syae.g_00657
OG0001141	Prbh.g_01248	Syae.g_00658
OG0001142	Prbh.g_01247	Syae.g_00660
OG0001143	Prbh.g_01240	Syae.g_00673
OG0001144	Prbh.g_01235	Syae.g_00684
OG0001145	Prbh.g_01365	Syae.g_00948
OG0001146	Prbh.g_01377	Syae.g_00968
OG0001147	Prbh.g_00002	Syae.g_02536
OG0001148	Prbh.g_00011	Syae.g_02297
OG0001149	Prbh.g_00012	Syae.g_02296
OG0001150	Prbh.g_00013	Syae.g_02295
OG0001151	Prbh.g_00025	Syae.g_02282
OG0001152	Prbh.g_00026	Syae.g_02281
OG0001153	Prbh.g_00131	Syae.g_02613
OG0001155	Prbh.g_00149	Syae.g_01083
OG0001156	Prbh.g_00152	Syae.g_01093
OG0001157	Prbh.g_00153	Syae.g_01094
OG0001158	Prbh.g_00154	Syae.g_01100
OG0001159	Prbh.g_00155	Syae.g_01103
OG0001160	Prbh.g_00181	Syae.g_01142
OG0001161	Prbh.g_01837	Syae.g_01597
OG0001162	Prbh.g_01824	Syae.g_00487
OG0001163	Prbh.g_01790	Syae.g_01150
OG0001164	Prbh.g_01787	Syae.g_01156
OG0001165	Prbh.g_01784	Syae.g_01161
OG0001166	Prbh.g_01763	Syae.g_01186
OG0001167	Prbh.g_01745	Syae.g_01031
OG0001168	Prbh.g_01743	Syae.g_01033
OG0001169	Prbh.g_01741	Syae.g_01035
OG0001170	Prbh.g_01739	Syae.g_01037
OG0001171	Prbh.g_01729	Syae.g_01047
OG0001172	Prbh.g_01714	Syae.g_02036
OG0001173	Prbh.g_01713	Syae.g_02037
OG0001174	Prbh.g_01705	Syae.g_02045
OG0001175	Prbh.g_01704	Syae.g_02046
OG0001176	Prbh.g_01696	Syae.g_02076
OG0001177	Prbh.g_01694	Syae.g_02073
OG0001178	Prbh.g_01777	Syae.g_01168
OG0001179	Prbh.g_01661	Syae.g_02106
OG0001180	Prbh.g_01638	Syae.g_02130
OG0001181	Prbh.g_01634	Syae.g_02134
OG0001182	Prbh.g_01626	Syae.g_02143
OG0001183	Prbh.g_01620	Syae.g_02147
OG0001184	Prbh.g_01602	Syae.g_01862
OG0001185	Prbh.g_01586	Syae.g_01835
OG0001188	Prbh.g_01557	Syae.g_01783
OG0001189	Prbh.g_01540	Syae.g_01767
OG0001190	Prbh.g_01535	Syae.g_01567
OG0001191	Prbh.g_01525	Syae.g_01580
OG0001192	Prbh.g_01520	Syae.g_01587
OG0001193	Prbh.g_01507	Syae.g_01617
OG0001194	Prbh.g_01506	Syae.g_01625
OG0001195	Prbh.g_01505	Syae.g_01626
OG0001196	Prbh.g_01488	Syae.g_01695
OG0001197	Prbh.g_01486	Syae.g_01697
OG0001198	Prbh.g_01479	Syae.g_01709
OG0001199	Prbh.g_00708	Syae.g_01291
OG0001200	Prbh.g_00706	Syae.g_01293
OG0001201	Prbh.g_00675	Syae.g_01364
OG0001202	Prbh.g_00583	Syae.g_01494
OG0001203	Prbh.g_00542	Syae.g_02240
OG0001204	Prbh.g_00536	Syae.g_02022
OG0001205	Prbh.g_00387	Syae.g_00984
OG0001206	Prbh.g_00366	Syae.g_02502
OG0001207	Prbh.g_00354	Syae.g_02300
OG0001208	Prbh.g_00349	Syae.g_02311
OG0001209	Prbh.g_00294	Syae.g_02377
OG0001210	Prbh.g_00290	Syae.g_02387
OG0001211	Prbh.g_00280	Syae.g_02403
OG0001212	Prbh.g_00234	Syae.g_02460
OG0001213	Prbh.g_01452	Syae.g_00062
OG0001215	Prbh.g_00925	Syae.g_00757
OG0001216	Prbh.g_00947	Syae.g_00470
OG0001217	Prbh.g_01875	Syae.g_00151
OG0001218	Prbh.g_01339	Syae.g_02605
OG0001219	Prbh.g_01054	Syae.g_00312
OG0001220	Prbh.g_01009	Syae.g_00880
OG0001221	Prbh.g_00889	Syae.g_00559
OG0001222	Prbh.g_01131	Syae.g_00347
OG0001223	Prbh.g_01103	Syae.g_00392
OG0001224	Prbh.g_01035	Syae.g_00797
OG0001225	Prbh.g_01033	Syae.g_00795
OG0001226	Prbh.g_01444	Syae.g_00135
OG0001227	Prbh.g_01331	Syae.g_01600
OG0001228	Prbh.g_01232	Syae.g_01004
OG0001229	Prbh.g_01872	Syae.g_00771
OG0001230	Prbh.g_00089	Syae.g_02662
OG0001231	Prbh.g_00410	Syae.g_01729
OG0001232	Prbh.g_01759	Syae.g_01197
OG0001233	Prbh.g_01738	Syae.g_01038
OG0001234	Prbh.g_01702	Syae.g_02050
OG0001235	Prbh.g_01698	Syae.g_02066
OG0001236	Prbh.g_01605	Syae.g_01867
OG0001237	Prbh.g_01601	Syae.g_01860
OG0001238	Prbh.g_01524	Syae.g_01582
OG0001239	Prbh.g_00711	Syae.g_01288
OG0001240	Prbh.g_00690	Syae.g_01347
OG0001241	Prbh.g_00681	Syae.g_01357
OG0001242	Prbh.g_00662	Syae.g_01387
OG0001243	Prbh.g_00655	Syae.g_01395
OG0001244	Prbh.g_00640	Syae.g_01425
OG0001245	Prbh.g_01320	Syae.g_00149
OG0001246	Prbh.g_00824	Syae.g_02337
OG0001247	Prbh.g_00918	Syae.g_00482
OG0001248	Prbh.g_00920	Syae.g_00485
OG0001249	Prbh.g_00442	Syae.g_02186
OG0001250	Prbh.g_00995	Syae.g_00841
OG0001251	Prbh.g_00858	Syae.g_01632
OG0001252	Prbh.g_01040	Syae.g_00804
OG0001253	Prbh.g_01442	Syae.g_00243
OG0001254	Prbh.g_01866	Syae.g_00637
OG0001255	Prbh.g_01300	Syae.g_00667
OG0001256	Prbh.g_00188	Syae.g_01149
OG0001258	Prbh.g_01786	Syae.g_01159
OG0001259	Prbh.g_01740	Syae.g_01036
OG0001261	Prbh.g_01653	Syae.g_02115
OG0001262	Prbh.g_01542	Syae.g_01769
OG0001263	Prbh.g_00653	Syae.g_01399
OG0001265	Prbh.g_00663	Syae.g_01385
OG0001266	Prbh.g_00579	Syae.g_01498
OG0001267	Prbh.g_00499	Syae.g_01969
OG0001268	Prbh.g_00433	Syae.g_02198
OG0001269	Prbh.g_01008	Syae.g_00225
OG0001270	Prbh.g_00398	Syae.g_00997
OG0001271	Prbh.g_00359	Syae.g_02527
OG0001272	Prbh.g_00345	Syae.g_02315
OG0001273	Prbh.g_01222	Syae.g_00069
OG0001274	Prbh.g_00556	Syae.g_01535
OG0001275	Prbh.g_01112	Syae.g_00407
OG0001276	Prbh.g_01123	Syae.g_00423
OG0001278	Prbh.g_01228	Syae.g_00697
OG0001279	Prbh.g_01396	Syae.g_00007
OG0001280	Prbh.g_01372	Syae.g_00958
OG0001281	Prbh.g_01378	Syae.g_00969
OG0001282	Prbh.g_00010	Syae.g_02298
OG0001283	Prbh.g_01492	Syae.g_01688
OG0001284	Prbh.g_00175	Syae.g_01132
OG0001285	Prbh.g_01756	Syae.g_00237
OG0001287	Prbh.g_01579	Syae.g_01827
OG0001288	Prbh.g_01569	Syae.g_01815
OG0001289	Prbh.g_00696	Syae.g_01330
OG0001290	Prbh.g_00682	Syae.g_01356
OG0001291	Prbh.g_00645	Syae.g_01409
OG0001292	Prbh.g_00531	Syae.g_02017
OG0001293	Prbh.g_00518	Syae.g_01996
OG0001296	Prbh.g_00321	Syae.g_02343
OG0001297	Prbh.g_00316	Syae.g_02347
OG0001298	Prbh.g_00252	Syae.g_02439
OG0001299	Prbh.g_01186	Syae.g_00599
OG0001300	Prbh.g_00929	Syae.g_00766
OG0001301	Prbh.g_00934	Syae.g_00780
OG0001302	Prbh.g_01051	Syae.g_00110
OG0001304	Prbh.g_01136	Syae.g_00436
OG0001305	Prbh.g_01027	Syae.g_00786
OG0001306	Prbh.g_01298	Syae.g_00943
OG0001307	Prbh.g_01936	Syae.g_02059
OG0001310	Prbh.g_01769	Syae.g_01178
OG0001311	Prbh.g_01125	Syae.g_00425
OG0001312	Prbh.g_01063	Syae.g_00326
OG0001314	Prbh.g_01949, Prbh.g_00791	Syae.g_00097
OG0001315	Prbh.g_01861	Syae.g_02145
OG0001316	Prbh.g_00641	Syae.g_01415
OG0001317	Prbh.g_00546	Syae.g_02235
OG0001318	Prbh.g_00522	Syae.g_02004
OG0001319	Prbh.g_00506	Syae.g_01980
OG0001321	Prbh.g_00381	Syae.g_00978
OG0001322	Prbh.g_00380	Syae.g_00977
OG0001323	Prbh.g_00310	Syae.g_02355
OG0001324	Prbh.g_00930	Syae.g_00767
OG0001325	Prbh.g_01168	Syae.g_00465
OG0001327	Prbh.g_00867	Syae.g_00586
OG0001328	Prbh.g_01357	Syae.g_00565
OG0001330	Prbh.g_00201	Syae.g_00950
OG0001331	Prbh.g_00015	Syae.g_02293
OG0001332	Prbh.g_00146	Syae.g_01077
OG0001333	Prbh.g_01744	Syae.g_01032
OG0001334	Prbh.g_01617	Syae.g_02156
OG0001335	Prbh.g_01616	Syae.g_02157
OG0001336	Prbh.g_01491	Syae.g_01689
OG0001337	Prbh.g_00447	Syae.g_02153, Syae.g_02175
OG0001338	Prbh.g_00444	Syae.g_02162, Syae.g_00689, Syae.g_02178
OG0001339	Prbh.g_00679	Syae.g_01359
OG0001340	Prbh.g_00446	Syae.g_02176
OG0001341	Prbh.g_01881	Syae.g_00737
OG0001342	Prbh.g_01870	Syae.g_02559
OG0001343	Prbh.g_00855	Syae.g_01629
OG0001344	Prbh.g_01278	Syae.g_00916
OG0001346	Prbh.g_01374	Syae.g_00962
OG0001348	Prbh.g_01888	Syae.g_00821
OG0001350	Prbh.g_00543	Syae.g_02239
OG0001351	Prbh.g_00373	Syae.g_02492
OG0001352	Prbh.g_00914	Syae.g_00666
OG0001353	Prbh.g_00985	Syae.g_00831
OG0001354	Prbh.g_01096	Syae.g_00379
OG0001355	Prbh.g_01146	Syae.g_00120
OG0001358	Prbh.g_01463	Syae.g_00046
OG0001359	Prbh.g_00856	Syae.g_01628
OG0001361	Prbh.g_01264	Syae.g_00889
OG0001362	Prbh.g_00113	Syae.g_02637
OG0001363	Prbh.g_00115	Syae.g_02635
OG0001364	Prbh.g_01614	Syae.g_01883
OG0001368	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768	Syae.g_02023
OG0001369	Prbh.g_00691	Syae.g_01346
OG0001375	Prbh.g_00854	Syae.g_01630
OG0001379	Prbh.g_01367	Syae.g_00952
OG0001382	Prbh.g_01343	Syae.g_02490
OG0001394	Prbh.g_00893	Syae.g_00553
OG0001397	Prbh.g_00114	Syae.g_02636
OG0001398	Prbh.g_01399	Syae.g_00289
OG0001401	Prbh.g_00990	Syae.g_00835
OG0001402	Prbh.g_01458	Syae.g_00051
OG0001404	Prbh.g_00714	Syae.g_01283
OG0001405	Prbh.g_00453	Syae.g_02159
OG0001407	Prbh.g_01345	Syae.g_02368
OG0001410	Prbh.g_01937	Syae.g_02060
OG0001421	Prbh.g_00189	Syae.g_00241
OG0001425	Prbh.g_01521	Syae.g_01586
OG0001429	Prbh.g_01055	Syae.g_00315
OG0001430	Prbh.g_01340	Syae.g_01560
OG0001435	Prbh.g_00874	Syae.g_00579
OG0001443	Prbh.g_01871	Syae.g_01594
OG0001453	Prbh.g_01927	Syae.g_00399
OG0001460	Prbh.g_01791	Syae.g_00818
OG0001461	Prbh.g_01839	Syae.g_00063
OG0001465	Prbh.g_00941	Syae.g_00475
OG0001468	Prbh.g_00846	Syae.g_00113
OG0001476	Prbh.g_01275	Syae.g_00908
OG0001477	Prbh.g_01893	Syae.g_00776
OG0001484	Prbh.g_00200	Syae.g_01649
OG0001487	Prbh.g_00139	Syae.g_02606
OG0001488	Prbh.g_01269	Syae.g_00898
OG0001489	Prbh.g_01629	Syae.g_02139
OG0001494	Prbh.g_01912	Syae.g_01255
OG0001495	Prbh.g_01693	Syae.g_02072
OG0001496	Prbh.g_01895	Syae.g_00774
OG0001497	Prbh.g_01894	Syae.g_00775
OG0001498	Prbh.g_00414	Syae.g_02220
OG0001505	Prbh.g_00063	Syae.g_01204
OG0001510	Prbh.g_01575	Syae.g_01823
OG0001511	Prbh.g_00671	Syae.g_01372
OG0001512	Prbh.g_01335	Syae.g_02241
OG0001514	Prbh.g_01896	Syae.g_00773
OG0001515	Prbh.g_00927	Syae.g_00762
OG0001516	Prbh.g_01189	Syae.g_00602
OG0001517	Prbh.g_00438	Syae.g_02193
OG0001518	Prbh.g_01522	Syae.g_01584
OG0001519	Prbh.g_01517	Syae.g_01596
OG0001527	Prbh.g_00266	Syae.g_02417
OG0001529	Prbh.g_00742	Syae.g_01760
OG0001530	Prbh.g_00672	Syae.g_01370
OG0001531	Prbh.g_00541	Syae.g_02242
OG0001532	Prbh.g_01251	Syae.g_00655
OG0001534	Prbh.g_01137	Syae.g_00437
OG0001535	Prbh.g_01122	Syae.g_00421
OG0001536	Prbh.g_01082	Syae.g_00355
OG0001537	Prbh.g_00890	Syae.g_00558
OG0001538	Prbh.g_00958	Syae.g_00516
OG0001539	Prbh.g_00869	Syae.g_00584
OG0001540	Prbh.g_00651	Syae.g_01401
OG0001541	Prbh.g_00603	Syae.g_01465
OG0001542	Prbh.g_00597	Syae.g_01474
OG0001543	Prbh.g_01876	Syae.g_01516
OG0001544	Prbh.g_01518	Syae.g_01595
OG0001545	Prbh.g_01502	Syae.g_01676
OG0001549	Prbh.g_01018	Syae.g_00882
OG0001557	Prbh.g_00894	Syae.g_00552
OG0001559	Prbh.g_00673	Syae.g_01369
OG0001560	Prbh.g_00683	Syae.g_01355
OG0001561	Prbh.g_01127	Syae.g_00427
OG0001563	Prbh.g_01645	Syae.g_02124
OG0001574	Prbh.g_00268	Syae.g_02415
OG0001575	Prbh.g_00263	Syae.g_02420
OG0001576	Prbh.g_01386	Syae.g_02478
OG0001579	Prbh.g_00449	Syae.g_02165
OG0001580	Prbh.g_00735	Syae.g_01556
OG0001586	Prbh.g_01913	Syae.g_01251
OG0001589	Prbh.g_01736	Syae.g_01040
OG0001592	Prbh.g_00736	Syae.g_01557
OG0001614	Prbh.g_01587	Syae.g_01837
OG0001616	Prbh.g_01259	Syae.g_00642
OG0001617	Prbh.g_00931	Syae.g_00769
OG0001619	Prbh.g_01072	Syae.g_00344
OG0001620	Prbh.g_00429	Syae.g_02205
OG0001621	Prbh.g_00526	Syae.g_02008
OG0001622	Prbh.g_01493	Syae.g_01687
OG0001634	Prbh.g_01183	Syae.g_00596
OG0001636	Prbh.g_00747	Syae.g_01753
OG0001638	Prbh.g_01771	Syae.g_01175
OG0001639	Prbh.g_00148	Syae.g_01082
OG0001640	Prbh.g_01043	Syae.g_00809
OG0001641	Prbh.g_01105	Syae.g_00397
OG0001642	Prbh.g_01007	Syae.g_00878
OG0001643	Prbh.g_01214	Syae.g_00079
OG0001644	Prbh.g_01158	Syae.g_00452
OG0001656	Prbh.g_00450	Syae.g_02164
OG0001658	Prbh.g_00740	Syae.g_01566
OG0001659	Prbh.g_01407	Syae.g_00650
OG0001676	Prbh.g_00448	Syae.g_02167
OG0001678	Prbh.g_01715	Syae.g_02035
OG0001679	Prbh.g_00443	Syae.g_02424
OG0001691	Prbh.g_01045	Syae.g_00044
OG0001693	Prbh.g_00805	Syae.g_00792
OG0001713	Prbh.g_01360	Syae.g_00907
OG0001717	Prbh.g_00822	Syae.g_01451
OG0001731	Prbh.g_00161	Syae.g_01117
OG0001746	Prbh.g_01400	Syae.g_01064
OG0001758	Prbh.g_01799	Syae.g_00620
OG0001762	Prbh.g_01110	Syae.g_00404
OG0001764	Prbh.g_01152	Syae.g_00301
OG0001770	Prbh.g_01802	Syae.g_00617
OG0001771	Prbh.g_01843	Syae.g_00183
OG0001875	Prbh.g_01800	Syae.g_00619
OG0001876	Prbh.g_01801	Syae.g_00618
OG0001916	Prbh.g_00335	Syae.g_02326
OG0001974	Prbh.g_00407	Syae.g_01563
OG0002019	Prbh.g_01950	Syae.g_00294
OG0002347	Prbh.g_01753	Syae.g_01195
