Orthogroup	Prbg	Syai
OG0001124	Prbg.g_01332	Syai.g_01428
OG0001125	Prbg.g_01334	Syai.g_01426
OG0001126	Prbg.g_01245	Syai.g_02021
OG0001127	Prbg.g_01244	Syai.g_02020
OG0001128	Prbg.g_01242	Syai.g_02017
OG0001129	Prbg.g_01241	Syai.g_02015
OG0001130	Prbg.g_01240	Syai.g_02014
OG0001131	Prbg.g_00141	Syai.g_01281
OG0001132	Prbg.g_00022	Syai.g_01620
OG0001133	Prbg.g_00528	Syai.g_01072
OG0001134	Prbg.g_00749	Syai.g_01745
OG0001136	Prbg.g_01489	Syai.g_02146
OG0001137	Prbg.g_01477	Syai.g_02126
OG0001138	Prbg.g_01456	Syai.g_01763
OG0001139	Prbg.g_01454	Syai.g_01765
OG0001140	Prbg.g_01453	Syai.g_01766
OG0001141	Prbg.g_01452	Syai.g_01767
OG0001142	Prbg.g_01451	Syai.g_01768
OG0001143	Prbg.g_01444	Syai.g_01778
OG0001144	Prbg.g_01439	Syai.g_01788
OG0001145	Prbg.g_00469	Syai.g_02165
OG0001146	Prbg.g_00481	Syai.g_02185
OG0001147	Prbg.g_00501	Syai.g_00869
OG0001148	Prbg.g_00531	Syai.g_00626
OG0001149	Prbg.g_00532	Syai.g_00625
OG0001150	Prbg.g_00533	Syai.g_00624
OG0001151	Prbg.g_00544	Syai.g_00611
OG0001152	Prbg.g_00545	Syai.g_00610
OG0001153	Prbg.g_00623	Syai.g_00903
OG0001154	Prbg.g_00624	Syai.g_00901
OG0001155	Prbg.g_00641	Syai.g_02298
OG0001156	Prbg.g_00644	Syai.g_02301
OG0001157	Prbg.g_00645	Syai.g_02302
OG0001158	Prbg.g_00646	Syai.g_02303
OG0001159	Prbg.g_00647	Syai.g_02304
OG0001160	Prbg.g_00673	Syai.g_02355
OG0001161	Prbg.g_01593	Syai.g_02803
OG0001162	Prbg.g_00726	Syai.g_01374
OG0001163	Prbg.g_01641	Syai.g_02363
OG0001164	Prbg.g_01645	Syai.g_02369
OG0001165	Prbg.g_01648	Syai.g_02374
OG0001166	Prbg.g_01669	Syai.g_02400
OG0001167	Prbg.g_01686	Syai.g_02254
OG0001168	Prbg.g_01688	Syai.g_02256
OG0001169	Prbg.g_01690	Syai.g_02258
OG0001170	Prbg.g_01692	Syai.g_02260
OG0001171	Prbg.g_01702	Syai.g_02270
OG0001172	Prbg.g_01718	Syai.g_00323
OG0001173	Prbg.g_01719	Syai.g_00324
OG0001174	Prbg.g_01727	Syai.g_00332
OG0001175	Prbg.g_01728	Syai.g_00333
OG0001176	Prbg.g_01736	Syai.g_00352
OG0001177	Prbg.g_01738	Syai.g_00350
OG0001178	Prbg.g_01655	Syai.g_02383
OG0001179	Prbg.g_01768	Syai.g_00385
OG0001180	Prbg.g_01791	Syai.g_00410
OG0001181	Prbg.g_01795	Syai.g_00414
OG0001182	Prbg.g_01803	Syai.g_00423
OG0001183	Prbg.g_01808	Syai.g_00429
OG0001184	Prbg.g_01826	Syai.g_00156
OG0001185	Prbg.g_01842	Syai.g_00117
OG0001186	Prbg.g_01866	Syai.g_00084
OG0001187	Prbg.g_01869	Syai.g_00081
OG0001188	Prbg.g_01871	Syai.g_00078
OG0001189	Prbg.g_01888	Syai.g_00061
OG0001190	Prbg.g_01893	Syai.g_02776
OG0001191	Prbg.g_01903	Syai.g_02788
OG0001192	Prbg.g_01908	Syai.g_02793
OG0001193	Prbg.g_01920	Syai.g_02835
OG0001194	Prbg.g_01921	Syai.g_02838
OG0001195	Prbg.g_01922	Syai.g_02839
OG0001196	Prbg.g_01938	Syai.g_02913
OG0001197	Prbg.g_01940	Syai.g_02915
OG0001198	Prbg.g_00764	Syai.g_02930
OG0001199	Prbg.g_00795	Syai.g_02480
OG0001200	Prbg.g_00793	Syai.g_02482
OG0001202	Prbg.g_00978	Syai.g_02674
OG0001203	Prbg.g_01020	Syai.g_00540
OG0001204	Prbg.g_01026	Syai.g_00312
OG0001205	Prbg.g_00165	Syai.g_02212
OG0001206	Prbg.g_00185	Syai.g_00853
OG0001207	Prbg.g_00196	Syai.g_00629
OG0001208	Prbg.g_00201	Syai.g_00640
OG0001209	Prbg.g_00252	Syai.g_00711
OG0001210	Prbg.g_00257	Syai.g_00720
OG0001211	Prbg.g_00268	Syai.g_00735
OG0001212	Prbg.g_00315	Syai.g_00799
OG0001213	Prbg.g_00350	Syai.g_01082
OG0001214	Prbg.g_01420	Syai.g_01106
OG0001215	Prbg.g_01132	Syai.g_01958
OG0001216	Prbg.g_01153	Syai.g_01388
OG0001217	Prbg.g_00006	Syai.g_01185
OG0001218	Prbg.g_01549	Syai.g_00893
OG0001219	Prbg.g_01258	Syai.g_01561
OG0001220	Prbg.g_01215	Syai.g_02087
OG0001221	Prbg.g_01095	Syai.g_01284
OG0001222	Prbg.g_01337	Syai.g_01516
OG0001223	Prbg.g_01305	Syai.g_01463
OG0001224	Prbg.g_01238	Syai.g_02011
OG0001225	Prbg.g_01236	Syai.g_02009
OG0001226	Prbg.g_00358	Syai.g_01154
OG0001227	Prbg.g_01534	Syai.g_02806
OG0001228	Prbg.g_01436	Syai.g_02218
OG0001229	Prbg.g_01548	Syai.g_01986
OG0001230	Prbg.g_00584	Syai.g_00964
OG0001231	Prbg.g_00142	Syai.g_00017
OG0001232	Prbg.g_01673	Syai.g_02410
OG0001233	Prbg.g_01693	Syai.g_02261
OG0001234	Prbg.g_01730	Syai.g_00337
OG0001235	Prbg.g_01734	Syai.g_00343
OG0001236	Prbg.g_01823	Syai.g_00159
OG0001237	Prbg.g_01827	Syai.g_00137
OG0001238	Prbg.g_01904	Syai.g_02789
OG0001239	Prbg.g_00798	Syai.g_02477
OG0001240	Prbg.g_00863	Syai.g_02527
OG0001241	Prbg.g_00873	Syai.g_02537
OG0001242	Prbg.g_00893	Syai.g_02566
OG0001243	Prbg.g_00900	Syai.g_02573
OG0001244	Prbg.g_00915	Syai.g_02605
OG0001245	Prbg.g_01525	Syai.g_02091
OG0001247	Prbg.g_01125	Syai.g_01380
OG0001248	Prbg.g_01127	Syai.g_01377
OG0001249	Prbg.g_00114	Syai.g_00464
OG0001250	Prbg.g_01202	Syai.g_02053
OG0001251	Prbg.g_01063	Syai.g_02845
OG0001252	Prbg.g_01243	Syai.g_02018
OG0001254	Prbg.g_00751	Syai.g_01744
OG0001255	Prbg.g_01504	Syai.g_01915
OG0001256	Prbg.g_00680	Syai.g_02362
OG0001258	Prbg.g_01646	Syai.g_02372
OG0001259	Prbg.g_01691	Syai.g_02259
OG0001260	Prbg.g_01708	Syai.g_02281
OG0001261	Prbg.g_01776	Syai.g_00394
OG0001262	Prbg.g_01886	Syai.g_00063
OG0001263	Prbg.g_00902	Syai.g_02576
OG0001265	Prbg.g_00892	Syai.g_02563
OG0001266	Prbg.g_00982	Syai.g_02679
OG0001267	Prbg.g_00059	Syai.g_00259
OG0001268	Prbg.g_00122	Syai.g_00492
OG0001269	Prbg.g_01214	Syai.g_01699
OG0001270	Prbg.g_00154	Syai.g_02231
OG0001271	Prbg.g_00191	Syai.g_00862
OG0001272	Prbg.g_00205	Syai.g_00644
OG0001273	Prbg.g_01426	Syai.g_01099
OG0001274	Prbg.g_01006	Syai.g_02706
OG0001275	Prbg.g_01315	Syai.g_01447
OG0001276	Prbg.g_01329	Syai.g_01431
OG0001277	Prbg.g_01926	Syai.g_02899
OG0001278	Prbg.g_01432	Syai.g_01799
OG0001279	Prbg.g_00407	Syai.g_00991
OG0001280	Prbg.g_00476	Syai.g_02176
OG0001281	Prbg.g_00482	Syai.g_02186
OG0001282	Prbg.g_00530	Syai.g_00627
OG0001283	Prbg.g_01935	Syai.g_02908
OG0001284	Prbg.g_00666	Syai.g_02338
OG0001285	Prbg.g_01676	Syai.g_02866
OG0001286	Prbg.g_01789	Syai.g_00408
OG0001287	Prbg.g_01849	Syai.g_00109
OG0001289	Prbg.g_00783	Syai.g_02504
OG0001290	Prbg.g_00872	Syai.g_02536
OG0001291	Prbg.g_00910	Syai.g_02587
OG0001292	Prbg.g_01031	Syai.g_00306
OG0001293	Prbg.g_01044	Syai.g_00285
OG0001295	Prbg.g_00714	Syai.g_00722
OG0001296	Prbg.g_00228	Syai.g_00672
OG0001297	Prbg.g_00233	Syai.g_00676
OG0001298	Prbg.g_00295	Syai.g_00773
OG0001299	Prbg.g_01389	Syai.g_01236
OG0001300	Prbg.g_01136	Syai.g_01982
OG0001301	Prbg.g_01141	Syai.g_01995
OG0001302	Prbg.g_01254	Syai.g_01142
OG0001303	Prbg.g_01612	Syai.g_01559
OG0001304	Prbg.g_01342	Syai.g_01418
OG0001305	Prbg.g_01230	Syai.g_02001
OG0001306	Prbg.g_01501	Syai.g_02160
OG0001307	Prbg.g_00504	Syai.g_01717
OG0001308	Prbg.g_00601	Syai.g_00943
OG0001309	Prbg.g_00708	Syai.g_00682
OG0001311	Prbg.g_01331	Syai.g_01429
OG0001312	Prbg.g_01267	Syai.g_01549
OG0001314	Prbg.g_00439	Syai.g_01341, Syai.g_01810
OG0001315	Prbg.g_01539	Syai.g_00427
OG0001316	Prbg.g_00914	Syai.g_02593
OG0001317	Prbg.g_01016	Syai.g_00534
OG0001318	Prbg.g_01040	Syai.g_00293
OG0001319	Prbg.g_00052	Syai.g_00270
OG0001321	Prbg.g_00171	Syai.g_02195
OG0001322	Prbg.g_00172	Syai.g_02194
OG0001323	Prbg.g_00238	Syai.g_00685
OG0001324	Prbg.g_01137	Syai.g_01983
OG0001325	Prbg.g_01372	Syai.g_01392
OG0001327	Prbg.g_01072	Syai.g_01250
OG0001328	Prbg.g_00458	Syai.g_01278
OG0001330	Prbg.g_00697	Syai.g_02167
OG0001331	Prbg.g_00535	Syai.g_00622
OG0001332	Prbg.g_00637	Syai.g_02293
OG0001333	Prbg.g_01687	Syai.g_02255
OG0001334	Prbg.g_01811	Syai.g_00438
OG0001335	Prbg.g_01812	Syai.g_00439
OG0001337	Prbg.g_00109	Syai.g_00434, Syai.g_00452
OG0001338	Prbg.g_00112	Syai.g_00448, Syai.g_01658, Syai.g_00456
OG0001339	Prbg.g_00875	Syai.g_02539
OG0001340	Prbg.g_00110	Syai.g_00453
OG0001343	Prbg.g_01060	Syai.g_02842
OG0001344	Prbg.g_01482	Syai.g_02139
OG0001345	Prbg.g_01466	Syai.g_02110
OG0001346	Prbg.g_00478	Syai.g_02180
OG0001348	Prbg.g_00712	Syai.g_02033
OG0001349	Prbg.g_00553	Syai.g_02417
OG0001350	Prbg.g_01019	Syai.g_00539
OG0001351	Prbg.g_00177	Syai.g_00843
OG0001352	Prbg.g_01121	Syai.g_00700
OG0001353	Prbg.g_01192	Syai.g_02042
OG0001354	Prbg.g_01297	Syai.g_01477
OG0001355	Prbg.g_01351	Syai.g_01698
OG0001356	Prbg.g_01638	Syai.g_02032
OG0001357	Prbg.g_00451	Syai.g_00918, Syai.g_01612
OG0001359	Prbg.g_01061	Syai.g_02841
OG0001362	Prbg.g_00605	Syai.g_00938
OG0001363	Prbg.g_00607	Syai.g_00936
OG0001364	Prbg.g_01814	Syai.g_00173
OG0001368	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441	Syai.g_00313
OG0001370	Prbg.g_00182	Syai.g_02317
OG0001375	Prbg.g_01059	Syai.g_02843
OG0001379	Prbg.g_00471	Syai.g_02169
OG0001380	Prbg.g_01551	Syai.g_01168
OG0001381	Prbg.g_01511	Syai.g_02819, Syai.g_01723
OG0001394	Prbg.g_01099	Syai.g_01290
OG0001397	Prbg.g_00606	Syai.g_00937
OG0001398	Prbg.g_00737	Syai.g_01587
OG0001401	Prbg.g_01197	Syai.g_02046, Syai.g_02047
OG0001402	Prbg.g_00344	Syai.g_01070
OG0001404	Prbg.g_00801	Syai.g_02473
OG0001407	Prbg.g_01558	Syai.g_00701
OG0001414	Prbg.g_01011	Syai.g_01722
OG0001419	Prbg.g_01557	Syai.g_00702
OG0001421	Prbg.g_00681	Syai.g_01621
OG0001422	Prbg.g_01561	Syai.g_02171
OG0001423	Prbg.g_00429	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prbg.g_01907	Syai.g_02792
OG0001428	Prbg.g_00950	Syai.g_02637
OG0001430	Prbg.g_01550	Syai.g_02768
OG0001433	Prbg.g_01637	Syai.g_02031
OG0001435	Prbg.g_01080	Syai.g_01256
OG0001443	Prbg.g_01547	Syai.g_02800
OG0001446	Prbg.g_00017	Syai.g_00832
OG0001448	Prbg.g_00175	Syai.g_02808
OG0001460	Prbg.g_01636	Syai.g_02030
OG0001461	Prbg.g_00817	Syai.g_01730
OG0001465	Prbg.g_01148	Syai.g_01384
OG0001467	Prbg.g_00524	Syai.g_01141
OG0001468	Prbg.g_01051	Syai.g_01144
OG0001472	Prbg.g_00367	Syai.g_01931
OG0001476	Prbg.g_01479	Syai.g_02131
OG0001477	Prbg.g_00384	Syai.g_01992
OG0001484	Prbg.g_00696	Syai.g_02864
OG0001487	Prbg.g_00631	Syai.g_00894
OG0001488	Prbg.g_01473	Syai.g_02121
OG0001489	Prbg.g_01800	Syai.g_00419
OG0001496	Prbg.g_00386	Syai.g_01990
OG0001497	Prbg.g_00385	Syai.g_01991
OG0001498	Prbg.g_00138	Syai.g_00518
OG0001510	Prbg.g_01853	Syai.g_00105
OG0001511	Prbg.g_00884	Syai.g_02549
OG0001512	Prbg.g_01543	Syai.g_00541
OG0001514	Prbg.g_00387	Syai.g_01989
OG0001515	Prbg.g_01134	Syai.g_01978
OG0001516	Prbg.g_01392	Syai.g_01233
OG0001517	Prbg.g_00118	Syai.g_00487
OG0001518	Prbg.g_01906	Syai.g_02791
OG0001519	Prbg.g_01911	Syai.g_02802
OG0001527	Prbg.g_00281	Syai.g_00749
OG0001529	Prbg.g_00833	Syai.g_00054
OG0001530	Prbg.g_00883	Syai.g_02547
OG0001531	Prbg.g_01021	Syai.g_00542
OG0001532	Prbg.g_01455	Syai.g_01764
OG0001534	Prbg.g_01343	Syai.g_01417
OG0001535	Prbg.g_01327	Syai.g_01433
OG0001536	Prbg.g_01283	Syai.g_01508
OG0001537	Prbg.g_01096	Syai.g_01285
OG0001538	Prbg.g_01164	Syai.g_01326
OG0001539	Prbg.g_01074	Syai.g_01252
OG0001540	Prbg.g_00904	Syai.g_02578
OG0001541	Prbg.g_00958	Syai.g_02646
OG0001542	Prbg.g_00964	Syai.g_02655
OG0001543	Prbg.g_00463	Syai.g_02692
OG0001544	Prbg.g_01910	Syai.g_02801
OG0001545	Prbg.g_01925	Syai.g_02898
OG0001549	Prbg.g_01224	Syai.g_02106
OG0001552	Prbg.g_00684	Syai.g_01018
OG0001557	Prbg.g_01100	Syai.g_01291
OG0001559	Prbg.g_00882	Syai.g_02546
OG0001560	Prbg.g_00871	Syai.g_02535
OG0001561	Prbg.g_01333	Syai.g_01427
OG0001562	Prbg.g_01320	Syai.g_01441
OG0001563	Prbg.g_01784	Syai.g_00403
OG0001564	Prbg.g_00814	Syai.g_02869
OG0001572	Prbg.g_00406	Syai.g_00564
OG0001574	Prbg.g_00279	Syai.g_00747
OG0001575	Prbg.g_00284	Syai.g_00752
OG0001576	Prbg.g_00491	Syai.g_00817
OG0001577	Prbg.g_01491	Syai.g_02148
OG0001579	Prbg.g_00107	Syai.g_00447
OG0001580	Prbg.g_00826	Syai.g_02758
OG0001588	Prbg.g_00145	Syai.g_00170
OG0001589	Prbg.g_01695	Syai.g_02263
OG0001591	Prbg.g_01113	Syai.g_01244
OG0001592	Prbg.g_00827	Syai.g_02760
OG0001614	Prbg.g_01841	Syai.g_00119
OG0001616	Prbg.g_01463	Syai.g_01751
OG0001617	Prbg.g_01138	Syai.g_01985
OG0001619	Prbg.g_01276	Syai.g_01519
OG0001620	Prbg.g_00126	Syai.g_00499
OG0001621	Prbg.g_01036	Syai.g_00297
OG0001622	Prbg.g_01934	Syai.g_02907
OG0001638	Prbg.g_01661	Syai.g_02390
OG0001639	Prbg.g_00640	Syai.g_02297
OG0001640	Prbg.g_01246	Syai.g_02022
OG0001641	Prbg.g_01308	Syai.g_01457
OG0001642	Prbg.g_01213	Syai.g_02085
OG0001643	Prbg.g_01417	Syai.g_01109
OG0001644	Prbg.g_01362	Syai.g_01406
OG0001654	Prbg.g_00638	Syai.g_02295
OG0001656	Prbg.g_00106	Syai.g_00445
OG0001657	Prbg.g_00933	Syai.g_02619
OG0001658	Prbg.g_00831	Syai.g_02775
OG0001659	Prbg.g_00717	Syai.g_01759
OG0001676	Prbg.g_00108	Syai.g_00444
OG0001678	Prbg.g_01717	Syai.g_00322
OG0001679	Prbg.g_00113	Syai.g_00756
OG0001691	Prbg.g_01248	Syai.g_01064
OG0001717	Prbg.g_00391	Syai.g_02632
OG0001733	Prbg.g_01634	Syai.g_01247
OG0001747	Prbg.g_00146	Syai.g_02600
OG0001758	Prbg.g_01628	Syai.g_01708
OG0001769	Prbg.g_01538	Syai.g_01123
OG0001771	Prbg.g_01577	Syai.g_01697
OG0001807	Prbg.g_00815	Syai.g_00177
OG0001842	Prbg.g_00020	Syai.g_02289
OG0001875	Prbg.g_01627	Syai.g_01707
OG0001876	Prbg.g_01626	Syai.g_01706
OG0001916	Prbg.g_00215	Syai.g_00655
OG0001917	Prbg.g_01328	Syai.g_01432
OG0001930	Prbg.g_00019	Syai.g_02290
OG0001931	Prbg.g_00018	Syai.g_02291
OG0001965	Prbg.g_01584	Syai.g_01131
OG0001996	Prbg.g_00845	Syai.g_00036
OG0002106	Prbg.g_00449	Syai.g_00555
OG0002177	Prbg.g_00355	Syai.g_01182
OG0002293	Prbg.g_00401	Syai.g_00879
OG0002348	Prbg.g_00711	Syai.g_01637
OG0002384	Prbg.g_01621	Syai.g_00598
OG0002389	Prbg.g_01804	Syai.g_00424
OG0002436	Prbg.g_01580	Syai.g_00606
OG0002487	Prbg.g_00460	Syai.g_01842
OG0002518	Prbg.g_00374	Syai.g_01532, Syai.g_01662
OG0002663	Prbg.g_01629	Syai.g_02098
OG0002927	Prbg.g_01255	Syai.g_00581
