Orthogroup	Prbg	Syah
OG0001127	Prbg.g_01244	Syah.g_02057
OG0001128	Prbg.g_01242	Syah.g_02040
OG0001129	Prbg.g_01241	Syah.g_02038
OG0001130	Prbg.g_01240	Syah.g_02037
OG0001131	Prbg.g_00141	Syah.g_01819
OG0001132	Prbg.g_00022	Syah.g_01850
OG0001133	Prbg.g_00528	Syah.g_01957
OG0001134	Prbg.g_00749	Syah.g_01437
OG0001136	Prbg.g_01489	Syah.g_02160
OG0001137	Prbg.g_01477	Syah.g_02141
OG0001138	Prbg.g_01456	Syah.g_01421
OG0001139	Prbg.g_01454	Syah.g_01419
OG0001140	Prbg.g_01453	Syah.g_01418
OG0001141	Prbg.g_01452	Syah.g_01417
OG0001142	Prbg.g_01451	Syah.g_01416
OG0001143	Prbg.g_01444	Syah.g_01408
OG0001144	Prbg.g_01439	Syah.g_01399
OG0001145	Prbg.g_00469	Syah.g_02188
OG0001146	Prbg.g_00481	Syah.g_02206
OG0001147	Prbg.g_00501	Syah.g_01234
OG0001148	Prbg.g_00531	Syah.g_00984
OG0001149	Prbg.g_00532	Syah.g_00983
OG0001150	Prbg.g_00533	Syah.g_00982
OG0001151	Prbg.g_00544	Syah.g_00970
OG0001152	Prbg.g_00545	Syah.g_00969
OG0001153	Prbg.g_00623	Syah.g_01253
OG0001154	Prbg.g_00624	Syah.g_01252
OG0001155	Prbg.g_00641	Syah.g_02313
OG0001156	Prbg.g_00644	Syah.g_02316
OG0001157	Prbg.g_00645	Syah.g_02317
OG0001158	Prbg.g_00646	Syah.g_02318
OG0001159	Prbg.g_00647	Syah.g_02319
OG0001161	Prbg.g_01593	Syah.g_00475
OG0001162	Prbg.g_00726	Syah.g_01745
OG0001163	Prbg.g_01641	Syah.g_02370
OG0001164	Prbg.g_01645	Syah.g_02376
OG0001165	Prbg.g_01648	Syah.g_02381
OG0001166	Prbg.g_01669	Syah.g_02410
OG0001167	Prbg.g_01686	Syah.g_02259
OG0001168	Prbg.g_01688	Syah.g_02261
OG0001169	Prbg.g_01690	Syah.g_02263
OG0001170	Prbg.g_01692	Syah.g_02265
OG0001171	Prbg.g_01702	Syah.g_02276
OG0001172	Prbg.g_01718	Syah.g_00692
OG0001173	Prbg.g_01719	Syah.g_00693
OG0001174	Prbg.g_01727	Syah.g_00701
OG0001175	Prbg.g_01728	Syah.g_00702
OG0001176	Prbg.g_01736	Syah.g_00738
OG0001177	Prbg.g_01738	Syah.g_00736
OG0001178	Prbg.g_01655	Syah.g_02390
OG0001179	Prbg.g_01768	Syah.g_00767
OG0001180	Prbg.g_01791	Syah.g_00792
OG0001181	Prbg.g_01795	Syah.g_00796
OG0001182	Prbg.g_01803	Syah.g_00805
OG0001183	Prbg.g_01808	Syah.g_00810
OG0001184	Prbg.g_01826	Syah.g_00192
OG0001185	Prbg.g_01842	Syah.g_00244
OG0001186	Prbg.g_01866	Syah.g_00294
OG0001187	Prbg.g_01869	Syah.g_00289
OG0001188	Prbg.g_01871	Syah.g_00299
OG0001189	Prbg.g_01888	Syah.g_00316
OG0001190	Prbg.g_01893	Syah.g_00512
OG0001191	Prbg.g_01903	Syah.g_00491
OG0001192	Prbg.g_01908	Syah.g_00485
OG0001193	Prbg.g_01920	Syah.g_00456
OG0001194	Prbg.g_01921	Syah.g_00454
OG0001195	Prbg.g_01922	Syah.g_00453
OG0001196	Prbg.g_01938	Syah.g_00390
OG0001197	Prbg.g_01940	Syah.g_00388
OG0001198	Prbg.g_00764	Syah.g_00376
OG0001199	Prbg.g_00795	Syah.g_02488
OG0001200	Prbg.g_00793	Syah.g_02490
OG0001201	Prbg.g_00880	Syah.g_02538
OG0001202	Prbg.g_00978	Syah.g_00594
OG0001203	Prbg.g_01020	Syah.g_00909
OG0001204	Prbg.g_01026	Syah.g_00676
OG0001205	Prbg.g_00165	Syah.g_02222
OG0001206	Prbg.g_00185	Syah.g_01208
OG0001207	Prbg.g_00196	Syah.g_00987
OG0001208	Prbg.g_00201	Syah.g_00999
OG0001209	Prbg.g_00252	Syah.g_01067
OG0001210	Prbg.g_00257	Syah.g_01074
OG0001211	Prbg.g_00268	Syah.g_01092
OG0001212	Prbg.g_00315	Syah.g_01150
OG0001213	Prbg.g_00350	Syah.g_01946
OG0001214	Prbg.g_01420	Syah.g_01933
OG0001215	Prbg.g_01132	Syah.g_01996
OG0001216	Prbg.g_01153	Syah.g_01727
OG0001217	Prbg.g_00006	Syah.g_01869
OG0001218	Prbg.g_01549	Syah.g_01244
OG0001219	Prbg.g_01258	Syah.g_01578
OG0001220	Prbg.g_01215	Syah.g_02113
OG0001221	Prbg.g_01095	Syah.g_01816
OG0001223	Prbg.g_01305	Syah.g_01654
OG0001224	Prbg.g_01238	Syah.g_02034
OG0001225	Prbg.g_01236	Syah.g_02032
OG0001226	Prbg.g_00358	Syah.g_01887
OG0001227	Prbg.g_01534	Syah.g_00472
OG0001228	Prbg.g_01436	Syah.g_02228
OG0001229	Prbg.g_01548	Syah.g_02009
OG0001230	Prbg.g_00584	Syah.g_01302
OG0001231	Prbg.g_00142	Syah.g_00356
OG0001232	Prbg.g_01673	Syah.g_02422
OG0001233	Prbg.g_01693	Syah.g_02266
OG0001234	Prbg.g_01730	Syah.g_00706
OG0001236	Prbg.g_01823	Syah.g_00189
OG0001237	Prbg.g_01827	Syah.g_00201
OG0001238	Prbg.g_01904	Syah.g_00490
OG0001240	Prbg.g_00863	Syah.g_02523
OG0001241	Prbg.g_00873	Syah.g_02532
OG0001242	Prbg.g_00893	Syah.g_00011
OG0001243	Prbg.g_00900	Syah.g_00017
OG0001244	Prbg.g_00915	Syah.g_00049
OG0001245	Prbg.g_01525	Syah.g_01848
OG0001247	Prbg.g_01125	Syah.g_01741
OG0001248	Prbg.g_01127	Syah.g_01744
OG0001249	Prbg.g_00114	Syah.g_00849
OG0001250	Prbg.g_01202	Syah.g_02090
OG0001251	Prbg.g_01063	Syah.g_00448
OG0001252	Prbg.g_01243	Syah.g_02041
OG0001253	Prbg.g_00361	Syah.g_01849
OG0001254	Prbg.g_00751	Syah.g_01438
OG0001255	Prbg.g_01504	Syah.g_00919
OG0001256	Prbg.g_00680	Syah.g_02369
OG0001258	Prbg.g_01646	Syah.g_02379
OG0001259	Prbg.g_01691	Syah.g_02264
OG0001260	Prbg.g_01708	Syah.g_02286
OG0001262	Prbg.g_01886	Syah.g_00314
OG0001263	Prbg.g_00902	Syah.g_00020
OG0001265	Prbg.g_00892	Syah.g_00009
OG0001266	Prbg.g_00982	Syah.g_00590
OG0001267	Prbg.g_00059	Syah.g_00624
OG0001268	Prbg.g_00122	Syah.g_00864
OG0001269	Prbg.g_01214	Syah.g_00916
OG0001270	Prbg.g_00154	Syah.g_02238
OG0001271	Prbg.g_00191	Syah.g_01218
OG0001272	Prbg.g_00205	Syah.g_01003
OG0001273	Prbg.g_01426	Syah.g_01940
OG0001274	Prbg.g_01006	Syah.g_00537
OG0001275	Prbg.g_01315	Syah.g_01669
OG0001276	Prbg.g_01329	Syah.g_01685
OG0001277	Prbg.g_01926	Syah.g_00404
OG0001278	Prbg.g_01432	Syah.g_01390
OG0001279	Prbg.g_00407	Syah.g_01323
OG0001280	Prbg.g_00476	Syah.g_02197
OG0001281	Prbg.g_00482	Syah.g_02207
OG0001282	Prbg.g_00530	Syah.g_00985
OG0001283	Prbg.g_01935	Syah.g_00395
OG0001284	Prbg.g_00666	Syah.g_02348
OG0001286	Prbg.g_01789	Syah.g_00790
OG0001287	Prbg.g_01849	Syah.g_00252
OG0001288	Prbg.g_01859	Syah.g_00266
OG0001289	Prbg.g_00783	Syah.g_02508
OG0001291	Prbg.g_00910	Syah.g_00032
OG0001292	Prbg.g_01031	Syah.g_00671
OG0001293	Prbg.g_01044	Syah.g_00650
OG0001295	Prbg.g_00714	Syah.g_01076
OG0001296	Prbg.g_00228	Syah.g_01030
OG0001297	Prbg.g_00233	Syah.g_01034
OG0001298	Prbg.g_00295	Syah.g_01128
OG0001299	Prbg.g_01389	Syah.g_01501
OG0001300	Prbg.g_01136	Syah.g_02005
OG0001301	Prbg.g_01141	Syah.g_02018
OG0001302	Prbg.g_01254	Syah.g_01901
OG0001303	Prbg.g_01612	Syah.g_01580
OG0001304	Prbg.g_01342	Syah.g_01698
OG0001305	Prbg.g_01230	Syah.g_02024
OG0001306	Prbg.g_01501	Syah.g_02179
OG0001307	Prbg.g_00504	Syah.g_00724
OG0001309	Prbg.g_00708	Syah.g_01040
OG0001310	Prbg.g_01663	Syah.g_02402
OG0001311	Prbg.g_01331	Syah.g_01687
OG0001312	Prbg.g_01267	Syah.g_01590
OG0001314	Prbg.g_00439	Syah.g_02117
OG0001315	Prbg.g_01539	Syah.g_00808
OG0001316	Prbg.g_00914	Syah.g_00039
OG0001317	Prbg.g_01016	Syah.g_00905
OG0001318	Prbg.g_01040	Syah.g_00658
OG0001319	Prbg.g_00052	Syah.g_00635
OG0001321	Prbg.g_00171	Syah.g_02216
OG0001322	Prbg.g_00172	Syah.g_02215
OG0001323	Prbg.g_00238	Syah.g_01043
OG0001324	Prbg.g_01137	Syah.g_02006
OG0001325	Prbg.g_01372	Syah.g_01723
OG0001327	Prbg.g_01072	Syah.g_01519
OG0001328	Prbg.g_00458	Syah.g_01822
OG0001329	Prbg.g_01609	Syah.g_01906
OG0001330	Prbg.g_00697	Syah.g_02190
OG0001332	Prbg.g_00637	Syah.g_02308
OG0001333	Prbg.g_01687	Syah.g_02260
OG0001334	Prbg.g_01811	Syah.g_00818
OG0001335	Prbg.g_01812	Syah.g_00819
OG0001337	Prbg.g_00109	Syah.g_00815, Syah.g_00837
OG0001338	Prbg.g_00112	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829
OG0001340	Prbg.g_00110	Syah.g_00838
OG0001341	Prbg.g_01541	Syah.g_02011
OG0001343	Prbg.g_01060	Syah.g_00450
OG0001344	Prbg.g_01482	Syah.g_02153
OG0001345	Prbg.g_01466	Syah.g_02124
OG0001346	Prbg.g_00478	Syah.g_02200
OG0001348	Prbg.g_00712	Syah.g_02073
OG0001349	Prbg.g_00553	Syah.g_02427
OG0001352	Prbg.g_01121	Syah.g_01058
OG0001353	Prbg.g_01192	Syah.g_02079
OG0001354	Prbg.g_01297	Syah.g_01641
OG0001355	Prbg.g_01351	Syah.g_01077
OG0001359	Prbg.g_01061	Syah.g_00451
OG0001362	Prbg.g_00605	Syah.g_01275
OG0001363	Prbg.g_00607	Syah.g_01273
OG0001364	Prbg.g_01814	Syah.g_00174
OG0001368	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441	Syah.g_00677
OG0001370	Prbg.g_00182	Syah.g_00429, Syah.g_01732
OG0001372	Prbg.g_00359	Syah.g_01055
OG0001375	Prbg.g_01059	Syah.g_00449
OG0001379	Prbg.g_00471	Syah.g_02192
OG0001381	Prbg.g_01511	Syah.g_00717
OG0001382	Prbg.g_01554	Syah.g_00258
OG0001394	Prbg.g_01099	Syah.g_01810
OG0001397	Prbg.g_00606	Syah.g_01274
OG0001398	Prbg.g_00737	Syah.g_01563
OG0001401	Prbg.g_01197	Syah.g_02084
OG0001402	Prbg.g_00344	Syah.g_01958
OG0001403	Prbg.g_00843	Syah.g_00341
OG0001404	Prbg.g_00801	Syah.g_02482
OG0001407	Prbg.g_01558	Syah.g_01059
OG0001410	Prbg.g_00503	Syah.g_00725
OG0001414	Prbg.g_01011	Syah.g_00718
OG0001419	Prbg.g_01557	Syah.g_01060
OG0001421	Prbg.g_00681	Syah.g_01851
OG0001423	Prbg.g_00429	Syah.g_00965
OG0001425	Prbg.g_01907	Syah.g_00486
OG0001428	Prbg.g_00950	Syah.g_00081
OG0001430	Prbg.g_01550	Syah.g_00518
OG0001433	Prbg.g_01637	Syah.g_01513
OG0001434	Prbg.g_01104	Syah.g_01805
OG0001435	Prbg.g_01080	Syah.g_01525
OG0001443	Prbg.g_01547	Syah.g_00478
OG0001446	Prbg.g_00017	Syah.g_01731
OG0001448	Prbg.g_00175	Syah.g_01540
OG0001460	Prbg.g_01636	Syah.g_01512
OG0001461	Prbg.g_00817	Syah.g_00711
OG0001465	Prbg.g_01148	Syah.g_01737
OG0001468	Prbg.g_01051	Syah.g_01899
OG0001476	Prbg.g_01479	Syah.g_02145
OG0001477	Prbg.g_00384	Syah.g_02015
OG0001481	Prbg.g_00457	Syah.g_01703
OG0001484	Prbg.g_00696	Syah.g_00435
OG0001487	Prbg.g_00631	Syah.g_01245
OG0001488	Prbg.g_01473	Syah.g_02136
OG0001489	Prbg.g_01800	Syah.g_00801
OG0001496	Prbg.g_00386	Syah.g_02013
OG0001497	Prbg.g_00385	Syah.g_02014
OG0001498	Prbg.g_00138	Syah.g_00889
OG0001510	Prbg.g_01853	Syah.g_00256
OG0001511	Prbg.g_00884	Syah.g_02546
OG0001512	Prbg.g_01543	Syah.g_00910
OG0001514	Prbg.g_00387	Syah.g_02012
OG0001515	Prbg.g_01134	Syah.g_02001
OG0001516	Prbg.g_01392	Syah.g_01498
OG0001517	Prbg.g_00118	Syah.g_00859
OG0001518	Prbg.g_01906	Syah.g_00488
OG0001519	Prbg.g_01911	Syah.g_00476
OG0001522	Prbg.g_01193	Syah.g_02080
OG0001527	Prbg.g_00281	Syah.g_01107
OG0001529	Prbg.g_00833	Syah.g_00328
OG0001530	Prbg.g_00883	Syah.g_02544
OG0001531	Prbg.g_01021	Syah.g_00911
OG0001532	Prbg.g_01455	Syah.g_01420
OG0001534	Prbg.g_01343	Syah.g_01699
OG0001535	Prbg.g_01327	Syah.g_01683
OG0001536	Prbg.g_01283	Syah.g_01617
OG0001537	Prbg.g_01096	Syah.g_01815
OG0001538	Prbg.g_01164	Syah.g_01774
OG0001539	Prbg.g_01074	Syah.g_01521
OG0001540	Prbg.g_00904	Syah.g_00022
OG0001541	Prbg.g_00958	Syah.g_00621
OG0001542	Prbg.g_00964	Syah.g_00612
OG0001543	Prbg.g_00463	Syah.g_00568
OG0001544	Prbg.g_01910	Syah.g_00477
OG0001545	Prbg.g_01925	Syah.g_00405
OG0001549	Prbg.g_01224	Syah.g_02121
OG0001557	Prbg.g_01100	Syah.g_01809
OG0001559	Prbg.g_00882	Syah.g_02543
OG0001560	Prbg.g_00871	Syah.g_02531
OG0001561	Prbg.g_01333	Syah.g_01689
OG0001562	Prbg.g_01320	Syah.g_01675
OG0001563	Prbg.g_01784	Syah.g_00784
OG0001572	Prbg.g_00406	Syah.g_01333
OG0001574	Prbg.g_00279	Syah.g_01105
OG0001575	Prbg.g_00284	Syah.g_01110
OG0001576	Prbg.g_00491	Syah.g_01172
OG0001577	Prbg.g_01491	Syah.g_02162
OG0001579	Prbg.g_00107	Syah.g_00824, Syah.g_00828
OG0001580	Prbg.g_00826	Syah.g_00523, Syah.g_00522
OG0001588	Prbg.g_00145	Syah.g_00177
OG0001589	Prbg.g_01695	Syah.g_02269
OG0001591	Prbg.g_01113	Syah.g_01509
OG0001592	Prbg.g_00827	Syah.g_00521
OG0001614	Prbg.g_01841	Syah.g_00242
OG0001616	Prbg.g_01463	Syah.g_01430
OG0001617	Prbg.g_01138	Syah.g_02008
OG0001619	Prbg.g_01276	Syah.g_01607
OG0001620	Prbg.g_00126	Syah.g_00871
OG0001621	Prbg.g_01036	Syah.g_00662
OG0001622	Prbg.g_01934	Syah.g_00396
OG0001636	Prbg.g_00839	Syah.g_00336
OG0001638	Prbg.g_01661	Syah.g_02399
OG0001639	Prbg.g_00640	Syah.g_02312
OG0001640	Prbg.g_01246	Syah.g_02060
OG0001641	Prbg.g_01308	Syah.g_01660
OG0001643	Prbg.g_01417	Syah.g_01930
OG0001644	Prbg.g_01362	Syah.g_01709
OG0001654	Prbg.g_00638	Syah.g_02310
OG0001656	Prbg.g_00106	Syah.g_00827
OG0001657	Prbg.g_00933	Syah.g_00063
OG0001658	Prbg.g_00831	Syah.g_00513
OG0001659	Prbg.g_00717	Syah.g_01424
OG0001676	Prbg.g_00108	Syah.g_00826
OG0001678	Prbg.g_01717	Syah.g_00691
OG0001679	Prbg.g_00113	Syah.g_01114
OG0001691	Prbg.g_01248	Syah.g_01965
OG0001693	Prbg.g_01594	Syah.g_02029
OG0001717	Prbg.g_00391	Syah.g_00076
OG0001733	Prbg.g_01634	Syah.g_01514
OG0001747	Prbg.g_00146	Syah.g_00044
OG0001758	Prbg.g_01628	Syah.g_01464
OG0001769	Prbg.g_01538	Syah.g_01915
OG0001770	Prbg.g_01565	Syah.g_01448
OG0001771	Prbg.g_01577	Syah.g_02078
OG0001795	Prbg.g_01617, Prbg.g_01049	Syah.g_01461
OG0001807	Prbg.g_00815	Syah.g_00170
OG0001842	Prbg.g_00020	Syah.g_02303
OG0001875	Prbg.g_01627	Syah.g_01465
OG0001876	Prbg.g_01626	Syah.g_01466
OG0001916	Prbg.g_00215	Syah.g_01014
OG0001917	Prbg.g_01328	Syah.g_01684
OG0001930	Prbg.g_00019	Syah.g_02304
OG0001931	Prbg.g_00018	Syah.g_02305
OG0001965	Prbg.g_01584	Syah.g_01902
OG0002106	Prbg.g_00449	Syah.g_00469
OG0002340	Prbg.g_00988	Syah.g_00576
OG0002518	Prbg.g_00374	Syah.g_01479
