Orthogroup	Prbg	Syaa
OG0001081	Prbg.g_01401	Syaa.g_01056
OG0001082	Prbg.g_01400	Syaa.g_01057
OG0001083	Prbg.g_01395	Syaa.g_01064
OG0001084	Prbg.g_01394	Syaa.g_01065
OG0001085	Prbg.g_01111	Syaa.g_01075
OG0001086	Prbg.g_01112	Syaa.g_01077
OG0001087	Prbg.g_01130	Syaa.g_00920
OG0001088	Prbg.g_01131	Syaa.g_00916
OG0001089	Prbg.g_01142	Syaa.g_00890
OG0001090	Prbg.g_01152	Syaa.g_01237
OG0001091	Prbg.g_01374	Syaa.g_01239
OG0001092	Prbg.g_01373	Syaa.g_01242
OG0001093	Prbg.g_01368	Syaa.g_01248
OG0001094	Prbg.g_01375	Syaa.g_01148
OG0001095	Prbg.g_01172	Syaa.g_01185
OG0001096	Prbg.g_01186	Syaa.g_01200
OG0001097	Prbg.g_01206	Syaa.g_00828
OG0001098	Prbg.g_01225	Syaa.g_01441
OG0001099	Prbg.g_01067	Syaa.g_02400
OG0001100	Prbg.g_01075	Syaa.g_01086
OG0001101	Prbg.g_01078	Syaa.g_01088
OG0001102	Prbg.g_01081	Syaa.g_01091
OG0001103	Prbg.g_01083	Syaa.g_01093
OG0001104	Prbg.g_01106	Syaa.g_01133
OG0001105	Prbg.g_01110	Syaa.g_01137
OG0001106	Prbg.g_01278	Syaa.g_01372
OG0001107	Prbg.g_01285	Syaa.g_01359
OG0001108	Prbg.g_01289	Syaa.g_01350
OG0001109	Prbg.g_01290	Syaa.g_01349
OG0001110	Prbg.g_01292	Syaa.g_01347
OG0001111	Prbg.g_01293	Syaa.g_01345
OG0001112	Prbg.g_01294	Syaa.g_01343
OG0001113	Prbg.g_01295	Syaa.g_01342
OG0001114	Prbg.g_01296	Syaa.g_01341
OG0001115	Prbg.g_01298	Syaa.g_01337
OG0001116	Prbg.g_01299	Syaa.g_01335
OG0001117	Prbg.g_01300	Syaa.g_01334
OG0001118	Prbg.g_01301	Syaa.g_01333
OG0001119	Prbg.g_01302	Syaa.g_01331
OG0001120	Prbg.g_01304	Syaa.g_01328
OG0001122	Prbg.g_01324	Syaa.g_01301
OG0001123	Prbg.g_01330	Syaa.g_01294
OG0001124	Prbg.g_01332	Syaa.g_01292
OG0001125	Prbg.g_01334	Syaa.g_01290
OG0001126	Prbg.g_01245	Syaa.g_00864
OG0001127	Prbg.g_01244	Syaa.g_00865
OG0001128	Prbg.g_01242	Syaa.g_00868
OG0001129	Prbg.g_01241	Syaa.g_00870
OG0001130	Prbg.g_01240	Syaa.g_00871
OG0001131	Prbg.g_00141	Syaa.g_01108
OG0001132	Prbg.g_00022	Syaa.g_01468
OG0001133	Prbg.g_00528	Syaa.g_01656
OG0001134	Prbg.g_00749	Syaa.g_01028
OG0001136	Prbg.g_01489	Syaa.g_00767
OG0001137	Prbg.g_01477	Syaa.g_00786
OG0001138	Prbg.g_01456	Syaa.g_01002
OG0001139	Prbg.g_01454	Syaa.g_01000
OG0001140	Prbg.g_01453	Syaa.g_00999
OG0001141	Prbg.g_01452	Syaa.g_00998
OG0001142	Prbg.g_01451	Syaa.g_00997
OG0001143	Prbg.g_01444	Syaa.g_00987
OG0001144	Prbg.g_01439	Syaa.g_00978
OG0001145	Prbg.g_00469	Syaa.g_00748
OG0001146	Prbg.g_00481	Syaa.g_00729
OG0001147	Prbg.g_00501	Syaa.g_01837
OG0001148	Prbg.g_00531	Syaa.g_02061
OG0001149	Prbg.g_00532	Syaa.g_02062
OG0001150	Prbg.g_00533	Syaa.g_02063
OG0001151	Prbg.g_00544	Syaa.g_02076
OG0001152	Prbg.g_00545	Syaa.g_02077
OG0001153	Prbg.g_00623	Syaa.g_01811
OG0001154	Prbg.g_00624	Syaa.g_01812
OG0001156	Prbg.g_00644	Syaa.g_00623
OG0001157	Prbg.g_00645	Syaa.g_00622
OG0001158	Prbg.g_00646	Syaa.g_00619
OG0001159	Prbg.g_00647	Syaa.g_00618
OG0001160	Prbg.g_00673	Syaa.g_00574
OG0001161	Prbg.g_01593	Syaa.g_02620
OG0001162	Prbg.g_00726	Syaa.g_01203
OG0001163	Prbg.g_01641	Syaa.g_00566
OG0001164	Prbg.g_01645	Syaa.g_00560
OG0001165	Prbg.g_01648	Syaa.g_00555
OG0001166	Prbg.g_01669	Syaa.g_00527
OG0001167	Prbg.g_01686	Syaa.g_00673
OG0001168	Prbg.g_01688	Syaa.g_00672
OG0001169	Prbg.g_01690	Syaa.g_00670
OG0001170	Prbg.g_01692	Syaa.g_00668
OG0001171	Prbg.g_01702	Syaa.g_00655
OG0001172	Prbg.g_01718	Syaa.g_02347
OG0001173	Prbg.g_01719	Syaa.g_02346
OG0001174	Prbg.g_01727	Syaa.g_02338
OG0001175	Prbg.g_01728	Syaa.g_02337
OG0001176	Prbg.g_01736	Syaa.g_02314
OG0001177	Prbg.g_01738	Syaa.g_02316
OG0001178	Prbg.g_01655	Syaa.g_00546
OG0001179	Prbg.g_01768	Syaa.g_02268
OG0001180	Prbg.g_01791	Syaa.g_02243
OG0001181	Prbg.g_01795	Syaa.g_02239
OG0001182	Prbg.g_01803	Syaa.g_02230
OG0001183	Prbg.g_01808	Syaa.g_02224
OG0001184	Prbg.g_01826	Syaa.g_00151
OG0001186	Prbg.g_01866	Syaa.g_00081
OG0001187	Prbg.g_01869	Syaa.g_00082
OG0001188	Prbg.g_01871	Syaa.g_00075
OG0001189	Prbg.g_01888	Syaa.g_00057
OG0001190	Prbg.g_01893	Syaa.g_02592
OG0001191	Prbg.g_01903	Syaa.g_02605
OG0001192	Prbg.g_01908	Syaa.g_02612
OG0001193	Prbg.g_01920	Syaa.g_02658
OG0001194	Prbg.g_01921	Syaa.g_02660
OG0001195	Prbg.g_01922	Syaa.g_02661
OG0001196	Prbg.g_01938	Syaa.g_02741
OG0001197	Prbg.g_01940	Syaa.g_02743
OG0001198	Prbg.g_00764	Syaa.g_02755
OG0001199	Prbg.g_00795	Syaa.g_00347
OG0001200	Prbg.g_00793	Syaa.g_00345
OG0001201	Prbg.g_00880	Syaa.g_02381
OG0001202	Prbg.g_00978	Syaa.g_02528
OG0001203	Prbg.g_01020	Syaa.g_02106
OG0001204	Prbg.g_01026	Syaa.g_00316
OG0001205	Prbg.g_00165	Syaa.g_00713
OG0001206	Prbg.g_00185	Syaa.g_01855
OG0001207	Prbg.g_00196	Syaa.g_02058
OG0001208	Prbg.g_00201	Syaa.g_02049
OG0001209	Prbg.g_00252	Syaa.g_01977
OG0001210	Prbg.g_00257	Syaa.g_01967
OG0001211	Prbg.g_00268	Syaa.g_01950
OG0001212	Prbg.g_00315	Syaa.g_01892
OG0001213	Prbg.g_00350	Syaa.g_01646
OG0001214	Prbg.g_01420	Syaa.g_01631
OG0001215	Prbg.g_01132	Syaa.g_00914
OG0001216	Prbg.g_01153	Syaa.g_01238
OG0001217	Prbg.g_00006	Syaa.g_01559
OG0001218	Prbg.g_01549	Syaa.g_01820
OG0001219	Prbg.g_01258	Syaa.g_01404
OG0001220	Prbg.g_01215	Syaa.g_00812
OG0001221	Prbg.g_01095	Syaa.g_01111
OG0001222	Prbg.g_01337	Syaa.g_01371
OG0001223	Prbg.g_01305	Syaa.g_01326
OG0001224	Prbg.g_01238	Syaa.g_00874
OG0001225	Prbg.g_01236	Syaa.g_00876
OG0001226	Prbg.g_00358	Syaa.g_01579
OG0001227	Prbg.g_01534	Syaa.g_02622
OG0001228	Prbg.g_01436	Syaa.g_00695
OG0001229	Prbg.g_01548	Syaa.g_00899
OG0001230	Prbg.g_00584	Syaa.g_01764
OG0001231	Prbg.g_00142	Syaa.g_00017
OG0001232	Prbg.g_01673	Syaa.g_00508
OG0001233	Prbg.g_01693	Syaa.g_00667
OG0001234	Prbg.g_01730	Syaa.g_02333
OG0001235	Prbg.g_01734	Syaa.g_02323
OG0001236	Prbg.g_01823	Syaa.g_00154
OG0001238	Prbg.g_01904	Syaa.g_02607
OG0001239	Prbg.g_00798	Syaa.g_00350
OG0001240	Prbg.g_00863	Syaa.g_02364
OG0001241	Prbg.g_00873	Syaa.g_02374
OG0001242	Prbg.g_00893	Syaa.g_02407
OG0001243	Prbg.g_00900	Syaa.g_02415
OG0001244	Prbg.g_00915	Syaa.g_02445
OG0001245	Prbg.g_01525	Syaa.g_01492
OG0001247	Prbg.g_01125	Syaa.g_01207
OG0001248	Prbg.g_01127	Syaa.g_01204
OG0001250	Prbg.g_01202	Syaa.g_00832
OG0001251	Prbg.g_01063	Syaa.g_02667
OG0001252	Prbg.g_01243	Syaa.g_00867
OG0001253	Prbg.g_00361	Syaa.g_01467
OG0001254	Prbg.g_00751	Syaa.g_01029
OG0001255	Prbg.g_01504	Syaa.g_01696
OG0001256	Prbg.g_00680	Syaa.g_00567
OG0001258	Prbg.g_01646	Syaa.g_00557
OG0001259	Prbg.g_01691	Syaa.g_00669
OG0001260	Prbg.g_01708	Syaa.g_00642
OG0001261	Prbg.g_01776	Syaa.g_02259
OG0001262	Prbg.g_01886	Syaa.g_00059
OG0001263	Prbg.g_00902	Syaa.g_02418
OG0001265	Prbg.g_00892	Syaa.g_02405
OG0001266	Prbg.g_00982	Syaa.g_02532
OG0001267	Prbg.g_00059	Syaa.g_00262
OG0001268	Prbg.g_00122	Syaa.g_02176
OG0001269	Prbg.g_01214	Syaa.g_01499
OG0001270	Prbg.g_00154	Syaa.g_00701
OG0001271	Prbg.g_00191	Syaa.g_01845
OG0001272	Prbg.g_00205	Syaa.g_02045
OG0001273	Prbg.g_01426	Syaa.g_01639
OG0001274	Prbg.g_01006	Syaa.g_02563
OG0001275	Prbg.g_01315	Syaa.g_01311
OG0001276	Prbg.g_01329	Syaa.g_01295
OG0001277	Prbg.g_01926	Syaa.g_02724
OG0001278	Prbg.g_01432	Syaa.g_00966
OG0001279	Prbg.g_00407	Syaa.g_01749
OG0001280	Prbg.g_00476	Syaa.g_00738
OG0001281	Prbg.g_00482	Syaa.g_00728
OG0001282	Prbg.g_00530	Syaa.g_02060
OG0001283	Prbg.g_01935	Syaa.g_02734
OG0001284	Prbg.g_00666	Syaa.g_00583
OG0001286	Prbg.g_01789	Syaa.g_02245
OG0001287	Prbg.g_01849	Syaa.g_00121
OG0001289	Prbg.g_00783	Syaa.g_00327
OG0001290	Prbg.g_00872	Syaa.g_02373
OG0001291	Prbg.g_00910	Syaa.g_02428
OG0001292	Prbg.g_01031	Syaa.g_00310
OG0001293	Prbg.g_01044	Syaa.g_00288
OG0001295	Prbg.g_00714	Syaa.g_01964
OG0001296	Prbg.g_00228	Syaa.g_02017
OG0001297	Prbg.g_00233	Syaa.g_02013
OG0001298	Prbg.g_00295	Syaa.g_01913
OG0001299	Prbg.g_01389	Syaa.g_01070
OG0001300	Prbg.g_01136	Syaa.g_00905
OG0001301	Prbg.g_01141	Syaa.g_00891
OG0001302	Prbg.g_01254	Syaa.g_01600
OG0001303	Prbg.g_01612	Syaa.g_01402
OG0001304	Prbg.g_01342	Syaa.g_01281
OG0001305	Prbg.g_01230	Syaa.g_00885
OG0001306	Prbg.g_01501	Syaa.g_00753
OG0001309	Prbg.g_00708	Syaa.g_02005
OG0001310	Prbg.g_01663	Syaa.g_00535
OG0001311	Prbg.g_01331	Syaa.g_01293
OG0001312	Prbg.g_01267	Syaa.g_01391
OG0001314	Prbg.g_00439	Syaa.g_01225
OG0001315	Prbg.g_01539	Syaa.g_02226
OG0001316	Prbg.g_00914	Syaa.g_02434
OG0001317	Prbg.g_01016	Syaa.g_02112
OG0001318	Prbg.g_01040	Syaa.g_00296
OG0001319	Prbg.g_00052	Syaa.g_00273
OG0001321	Prbg.g_00171	Syaa.g_00719
OG0001322	Prbg.g_00172	Syaa.g_00720
OG0001323	Prbg.g_00238	Syaa.g_02002
OG0001324	Prbg.g_01137	Syaa.g_00904
OG0001325	Prbg.g_01372	Syaa.g_01243
OG0001327	Prbg.g_01072	Syaa.g_01083
OG0001328	Prbg.g_00458	Syaa.g_01104
OG0001330	Prbg.g_00697	Syaa.g_00746
OG0001331	Prbg.g_00535	Syaa.g_02065
OG0001334	Prbg.g_01811	Syaa.g_02216
OG0001335	Prbg.g_01812	Syaa.g_02215
OG0001337	Prbg.g_00109	Syaa.g_02219, Syaa.g_02200
OG0001338	Prbg.g_00112	Syaa.g_02206, Syaa.g_02184, Syaa.g_02195
OG0001339	Prbg.g_00875	Syaa.g_02376
OG0001340	Prbg.g_00110	Syaa.g_02199
OG0001341	Prbg.g_01541	Syaa.g_00897
OG0001343	Prbg.g_01060	Syaa.g_02664
OG0001344	Prbg.g_01482	Syaa.g_00775
OG0001345	Prbg.g_01466	Syaa.g_00803
OG0001346	Prbg.g_00478	Syaa.g_00734
OG0001348	Prbg.g_00712	Syaa.g_00847
OG0001349	Prbg.g_00553	Syaa.g_00437
OG0001350	Prbg.g_01019	Syaa.g_02107
OG0001351	Prbg.g_00177	Syaa.g_01863
OG0001352	Prbg.g_01121	Syaa.g_01987
OG0001353	Prbg.g_01192	Syaa.g_00841
OG0001354	Prbg.g_01297	Syaa.g_01338
OG0001355	Prbg.g_01351	Syaa.g_01524
OG0001356	Prbg.g_01638	Syaa.g_00848
OG0001357	Prbg.g_00451	Syaa.g_02307
OG0001359	Prbg.g_01061	Syaa.g_02663
OG0001362	Prbg.g_00605	Syaa.g_01789
OG0001363	Prbg.g_00607	Syaa.g_01791
OG0001364	Prbg.g_01814	Syaa.g_00171
OG0001368	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441	Syaa.g_00317
OG0001369	Prbg.g_00862	Syaa.g_02363
OG0001370	Prbg.g_00182	Syaa.g_02140, Syaa.g_01218
OG0001375	Prbg.g_01059	Syaa.g_02665
OG0001379	Prbg.g_00471	Syaa.g_00744
OG0001382	Prbg.g_01554	Syaa.g_01866
OG0001394	Prbg.g_01099	Syaa.g_01118
OG0001398	Prbg.g_00737	Syaa.g_01424
OG0001401	Prbg.g_01197	Syaa.g_00837
OG0001402	Prbg.g_00344	Syaa.g_01658
OG0001404	Prbg.g_00801	Syaa.g_00355
OG0001407	Prbg.g_01558	Syaa.g_01986
OG0001411	Prbg.g_00808	Syaa.g_00457
OG0001419	Prbg.g_01557	Syaa.g_01985
OG0001421	Prbg.g_00681	Syaa.g_01583, Syaa.g_01469
OG0001422	Prbg.g_01561	Syaa.g_00743
OG0001423	Prbg.g_00429	Syaa.g_00365
OG0001428	Prbg.g_00950	Syaa.g_02481
OG0001430	Prbg.g_01550	Syaa.g_02584
OG0001433	Prbg.g_01637	Syaa.g_00849
OG0001434	Prbg.g_01104	Syaa.g_01123
OG0001435	Prbg.g_01080	Syaa.g_01090
OG0001443	Prbg.g_01547	Syaa.g_02617
OG0001448	Prbg.g_00175	Syaa.g_00423
OG0001460	Prbg.g_01636	Syaa.g_00850
OG0001461	Prbg.g_00817	Syaa.g_02328
OG0001465	Prbg.g_01148	Syaa.g_01211
OG0001467	Prbg.g_00524	Syaa.g_01601
OG0001468	Prbg.g_01051	Syaa.g_01597
OG0001477	Prbg.g_00384	Syaa.g_00893
OG0001486	Prbg.g_01488	Syaa.g_00768
OG0001487	Prbg.g_00631	Syaa.g_01819
OG0001488	Prbg.g_01473	Syaa.g_00791
OG0001489	Prbg.g_01800	Syaa.g_02234
OG0001496	Prbg.g_00386	Syaa.g_00895
OG0001497	Prbg.g_00385	Syaa.g_00894
OG0001498	Prbg.g_00138	Syaa.g_02148
OG0001505	Prbg.g_00039	Syaa.g_00495
OG0001510	Prbg.g_01853	Syaa.g_00116
OG0001511	Prbg.g_00884	Syaa.g_02389
OG0001512	Prbg.g_01543	Syaa.g_02105
OG0001514	Prbg.g_00387	Syaa.g_00896
OG0001515	Prbg.g_01134	Syaa.g_00909
OG0001516	Prbg.g_01392	Syaa.g_01067
OG0001517	Prbg.g_00118	Syaa.g_02181
OG0001518	Prbg.g_01906	Syaa.g_02609
OG0001519	Prbg.g_01911	Syaa.g_02619
OG0001523	Prbg.g_00754	Syaa.g_02713
OG0001524	Prbg.g_00755	Syaa.g_02714
OG0001527	Prbg.g_00281	Syaa.g_01936
OG0001529	Prbg.g_00833	Syaa.g_00050
OG0001530	Prbg.g_00883	Syaa.g_02387
OG0001531	Prbg.g_01021	Syaa.g_02104
OG0001532	Prbg.g_01455	Syaa.g_01001
OG0001534	Prbg.g_01343	Syaa.g_01280
OG0001535	Prbg.g_01327	Syaa.g_01297
OG0001536	Prbg.g_01283	Syaa.g_01362
OG0001537	Prbg.g_01096	Syaa.g_01112
OG0001538	Prbg.g_01164	Syaa.g_01159
OG0001539	Prbg.g_01074	Syaa.g_01085
OG0001540	Prbg.g_00904	Syaa.g_02420
OG0001541	Prbg.g_00958	Syaa.g_02490
OG0001542	Prbg.g_00964	Syaa.g_02499
OG0001543	Prbg.g_00463	Syaa.g_02547
OG0001544	Prbg.g_01910	Syaa.g_02618
OG0001545	Prbg.g_01925	Syaa.g_02723
OG0001549	Prbg.g_01224	Syaa.g_00806
OG0001552	Prbg.g_00684	Syaa.g_01229
OG0001557	Prbg.g_01100	Syaa.g_01119
OG0001559	Prbg.g_00882	Syaa.g_02386
OG0001560	Prbg.g_00871	Syaa.g_02372
OG0001561	Prbg.g_01333	Syaa.g_01291
OG0001562	Prbg.g_01320	Syaa.g_01305
OG0001563	Prbg.g_01784	Syaa.g_02250
OG0001564	Prbg.g_00814	Syaa.g_02683
OG0001572	Prbg.g_00406	Syaa.g_01180
OG0001574	Prbg.g_00279	Syaa.g_01938
OG0001575	Prbg.g_00284	Syaa.g_01933
OG0001577	Prbg.g_01491	Syaa.g_00765
OG0001579	Prbg.g_00107	Syaa.g_02207
OG0001580	Prbg.g_00826	Syaa.g_02580
OG0001588	Prbg.g_00145	Syaa.g_00168
OG0001589	Prbg.g_01695	Syaa.g_00664
OG0001591	Prbg.g_01113	Syaa.g_01078
OG0001592	Prbg.g_00827	Syaa.g_02581
OG0001607	Prbg.g_00416	Syaa.g_01519
OG0001614	Prbg.g_01841	Syaa.g_00130
OG0001616	Prbg.g_01463	Syaa.g_01024
OG0001617	Prbg.g_01138	Syaa.g_00901
OG0001619	Prbg.g_01276	Syaa.g_01374
OG0001620	Prbg.g_00126	Syaa.g_02169
OG0001621	Prbg.g_01036	Syaa.g_00300
OG0001622	Prbg.g_01934	Syaa.g_02733
OG0001636	Prbg.g_00839	Syaa.g_00043
OG0001638	Prbg.g_01661	Syaa.g_00538
OG0001639	Prbg.g_00640	Syaa.g_00626
OG0001640	Prbg.g_01246	Syaa.g_00862
OG0001641	Prbg.g_01308	Syaa.g_01321
OG0001642	Prbg.g_01213	Syaa.g_00814
OG0001643	Prbg.g_01417	Syaa.g_01628
OG0001644	Prbg.g_01362	Syaa.g_01263
OG0001654	Prbg.g_00638	Syaa.g_00628
OG0001656	Prbg.g_00106	Syaa.g_02209
OG0001657	Prbg.g_00933	Syaa.g_02464
OG0001658	Prbg.g_00831	Syaa.g_02591
OG0001659	Prbg.g_00717	Syaa.g_01006
OG0001678	Prbg.g_01717	Syaa.g_02348
OG0001691	Prbg.g_01248	Syaa.g_01665
OG0001693	Prbg.g_01594	Syaa.g_00880
OG0001709	Prbg.g_00567	Syaa.g_00453
OG0001717	Prbg.g_00391	Syaa.g_02476
OG0001733	Prbg.g_01634	Syaa.g_01080
OG0001747	Prbg.g_00146	Syaa.g_02442
OG0001769	Prbg.g_01538	Syaa.g_01614
OG0001770	Prbg.g_01565	Syaa.g_00115
OG0001771	Prbg.g_01577	Syaa.g_01514
OG0001807	Prbg.g_00815	Syaa.g_00176
OG0001842	Prbg.g_00020	Syaa.g_00634
OG0001916	Prbg.g_00215	Syaa.g_02034
OG0001917	Prbg.g_01328	Syaa.g_01296
OG0001930	Prbg.g_00019	Syaa.g_00633
OG0001931	Prbg.g_00018	Syaa.g_00632
OG0001965	Prbg.g_01584	Syaa.g_01602
OG0001996	Prbg.g_00845	Syaa.g_00036
OG0002019	Prbg.g_00720	Syaa.g_01419
OG0002096	Prbg.g_00036, Prbg.g_00564	Syaa.g_00492
OG0002106	Prbg.g_00449	Syaa.g_02085
OG0002344	Prbg.g_00133	Syaa.g_02159, Syaa.g_02396
