Orthogroup	Prbg	Syas
OG0001152	Prbg.g_00545	Syas.g_01367
OG0001153	Prbg.g_00623	Syas.g_01301
OG0001154	Prbg.g_00624	Syas.g_01302
OG0001155	Prbg.g_00641	Syas.g_01478
OG0001156	Prbg.g_00644	Syas.g_01489
OG0001157	Prbg.g_00645	Syas.g_01490
OG0001158	Prbg.g_00646	Syas.g_01491
OG0001159	Prbg.g_00647	Syas.g_01492
OG0001160	Prbg.g_00673	Syas.g_02705
OG0001161	Prbg.g_01593	Syas.g_02030
OG0001162	Prbg.g_00726	Syas.g_02473
OG0001163	Prbg.g_01641	Syas.g_02697
OG0001164	Prbg.g_01645	Syas.g_02691
OG0001165	Prbg.g_01648	Syas.g_02686
OG0001166	Prbg.g_01669	Syas.g_02658
OG0001167	Prbg.g_01686	Syas.g_01046
OG0001168	Prbg.g_01688	Syas.g_02597
OG0001169	Prbg.g_01690	Syas.g_02595
OG0001170	Prbg.g_01692	Syas.g_02593
OG0001171	Prbg.g_01702	Syas.g_02580
OG0001172	Prbg.g_01718	Syas.g_01665
OG0001173	Prbg.g_01719	Syas.g_01664
OG0001174	Prbg.g_01727	Syas.g_01656
OG0001175	Prbg.g_01728	Syas.g_01655
OG0001176	Prbg.g_01736	Syas.g_01638
OG0001177	Prbg.g_01738	Syas.g_01640
OG0001178	Prbg.g_01655	Syas.g_02676
OG0001179	Prbg.g_01768	Syas.g_01608
OG0001180	Prbg.g_01791	Syas.g_01583
OG0001181	Prbg.g_01795	Syas.g_01579
OG0001182	Prbg.g_01803	Syas.g_01571
OG0001183	Prbg.g_01808	Syas.g_01564
OG0001184	Prbg.g_01826	Syas.g_02188
OG0001185	Prbg.g_01842	Syas.g_02162
OG0001186	Prbg.g_01866	Syas.g_02113
OG0001187	Prbg.g_01869	Syas.g_02111
OG0001189	Prbg.g_01888	Syas.g_02089
OG0001190	Prbg.g_01893	Syas.g_01881
OG0001191	Prbg.g_01903	Syas.g_01900
OG0001193	Prbg.g_01920	Syas.g_01952
OG0001194	Prbg.g_01921	Syas.g_01953
OG0001195	Prbg.g_01922	Syas.g_01954
OG0001196	Prbg.g_01938	Syas.g_02010
OG0001197	Prbg.g_01940	Syas.g_02012
OG0001198	Prbg.g_00764	Syas.g_02031
OG0001199	Prbg.g_00795	Syas.g_02516
OG0001200	Prbg.g_00793	Syas.g_02514
OG0001201	Prbg.g_00880	Syas.g_02419
OG0001202	Prbg.g_00978	Syas.g_02270
OG0001203	Prbg.g_01020	Syas.g_02557
OG0001204	Prbg.g_01026	Syas.g_01687
OG0001205	Prbg.g_00165	Syas.g_02745
OG0001207	Prbg.g_00196	Syas.g_01260
OG0001208	Prbg.g_00201	Syas.g_01251
OG0001209	Prbg.g_00252	Syas.g_00065
OG0001210	Prbg.g_00257	Syas.g_00761
OG0001211	Prbg.g_00268	Syas.g_00788
OG0001212	Prbg.g_00315	Syas.g_00847
OG0001213	Prbg.g_00350	Syas.g_00100
OG0001214	Prbg.g_01420	Syas.g_00744
OG0001215	Prbg.g_01132	Syas.g_02245
OG0001217	Prbg.g_00006	Syas.g_01397, Syas.g_02493
OG0001218	Prbg.g_01549	Syas.g_01309
OG0001219	Prbg.g_01258	Syas.g_00399
OG0001220	Prbg.g_01215	Syas.g_02447
OG0001221	Prbg.g_01095	Syas.g_02669
OG0001222	Prbg.g_01337	Syas.g_00448
OG0001223	Prbg.g_01305	Syas.g_00541
OG0001224	Prbg.g_01238	Syas.g_01015
OG0001225	Prbg.g_01236	Syas.g_01017
OG0001226	Prbg.g_00358	Syas.g_02506
OG0001227	Prbg.g_01534	Syas.g_00824
OG0001228	Prbg.g_01436	Syas.g_02195
OG0001229	Prbg.g_01548	Syas.g_00285
OG0001230	Prbg.g_00584	Syas.g_02806
OG0001231	Prbg.g_00142	Syas.g_02050
OG0001232	Prbg.g_01673	Syas.g_02649
OG0001233	Prbg.g_01693	Syas.g_02592
OG0001234	Prbg.g_01730	Syas.g_01310
OG0001235	Prbg.g_01734	Syas.g_01646
OG0001236	Prbg.g_01823	Syas.g_02191
OG0001237	Prbg.g_01827	Syas.g_02187
OG0001238	Prbg.g_01904	Syas.g_01901
OG0001239	Prbg.g_00798	Syas.g_02519
OG0001240	Prbg.g_00863	Syas.g_02435
OG0001241	Prbg.g_00873	Syas.g_02427
OG0001242	Prbg.g_00893	Syas.g_02398
OG0001243	Prbg.g_00900	Syas.g_02391
OG0001244	Prbg.g_00915	Syas.g_02370
OG0001245	Prbg.g_01525	Syas.g_00524
OG0001249	Prbg.g_00114	Syas.g_01547
OG0001250	Prbg.g_01202	Syas.g_00239
OG0001251	Prbg.g_01063	Syas.g_00516, Syas.g_00408
OG0001252	Prbg.g_01243	Syas.g_00994
OG0001253	Prbg.g_00361	Syas.g_00143
OG0001255	Prbg.g_01504	Syas.g_00492
OG0001256	Prbg.g_00680	Syas.g_02698
OG0001258	Prbg.g_01646	Syas.g_02688
OG0001259	Prbg.g_01691	Syas.g_02594
OG0001260	Prbg.g_01708	Syas.g_02572
OG0001261	Prbg.g_01776	Syas.g_01599
OG0001262	Prbg.g_01886	Syas.g_02091
OG0001263	Prbg.g_00902	Syas.g_02388
OG0001265	Prbg.g_00892	Syas.g_02399
OG0001266	Prbg.g_00982	Syas.g_02266
OG0001267	Prbg.g_00059	Syas.g_01753
OG0001268	Prbg.g_00122	Syas.g_01535
OG0001269	Prbg.g_01214	Syas.g_00510
OG0001270	Prbg.g_00154	Syas.g_01499
OG0001271	Prbg.g_00191	Syas.g_01336
OG0001272	Prbg.g_00205	Syas.g_01247
OG0001273	Prbg.g_01426	Syas.g_00751
OG0001274	Prbg.g_01006	Syas.g_01849
OG0001275	Prbg.g_01315	Syas.g_00554
OG0001276	Prbg.g_01329	Syas.g_00215
OG0001277	Prbg.g_01926	Syas.g_00110
OG0001278	Prbg.g_01432	Syas.g_01074
OG0001279	Prbg.g_00407	Syas.g_02792
OG0001280	Prbg.g_00476	Syas.g_01095
OG0001281	Prbg.g_00482	Syas.g_02845
OG0001282	Prbg.g_00530	Syas.g_01262
OG0001284	Prbg.g_00666	Syas.g_02713
OG0001286	Prbg.g_01789	Syas.g_01585
OG0001287	Prbg.g_01849	Syas.g_00136
OG0001288	Prbg.g_01859	Syas.g_02144
OG0001289	Prbg.g_00783	Syas.g_02474
OG0001290	Prbg.g_00872	Syas.g_02428
OG0001291	Prbg.g_00910	Syas.g_02378
OG0001292	Prbg.g_01031	Syas.g_01693
OG0001293	Prbg.g_01044	Syas.g_01720
OG0001295	Prbg.g_00714	Syas.g_00770
OG0001296	Prbg.g_00228	Syas.g_01217
OG0001297	Prbg.g_00233	Syas.g_01213
OG0001298	Prbg.g_00295	Syas.g_00829
OG0001299	Prbg.g_01389	Syas.g_00700
OG0001303	Prbg.g_01612	Syas.g_00400
OG0001304	Prbg.g_01342	Syas.g_00199
OG0001305	Prbg.g_01230	Syas.g_01027
OG0001306	Prbg.g_01501	Syas.g_01202
OG0001307	Prbg.g_00504	Syas.g_01923
OG0001308	Prbg.g_00601	Syas.g_02830
OG0001309	Prbg.g_00708	Syas.g_00003
OG0001310	Prbg.g_01663	Syas.g_02666
OG0001311	Prbg.g_01331	Syas.g_00213
OG0001312	Prbg.g_01267	Syas.g_00414
OG0001314	Prbg.g_00439	Syas.g_01925
OG0001315	Prbg.g_01539	Syas.g_01566
OG0001317	Prbg.g_01016	Syas.g_02553
OG0001318	Prbg.g_01040	Syas.g_01706
OG0001319	Prbg.g_00052	Syas.g_01736
OG0001323	Prbg.g_00238	Syas.g_00006
OG0001325	Prbg.g_01372	Syas.g_00179
OG0001327	Prbg.g_01072	Syas.g_00687
OG0001329	Prbg.g_01609	Syas.g_00773
OG0001330	Prbg.g_00697	Syas.g_02865
OG0001331	Prbg.g_00535	Syas.g_01267
OG0001333	Prbg.g_01687	Syas.g_02598
OG0001337	Prbg.g_00109	Syas.g_01548
OG0001339	Prbg.g_00875	Syas.g_02425
OG0001345	Prbg.g_01466	Syas.g_01132
OG0001346	Prbg.g_00478	Syas.g_02853
OG0001348	Prbg.g_00712	Syas.g_00119
OG0001349	Prbg.g_00553	Syas.g_02643
OG0001351	Prbg.g_00177	Syas.g_01280
OG0001353	Prbg.g_01192	Syas.g_00228
OG0001354	Prbg.g_01297	Syas.g_00526
OG0001355	Prbg.g_01351	Syas.g_01057
OG0001356	Prbg.g_01638	Syas.g_01715
OG0001364	Prbg.g_01814	Syas.g_02212
OG0001365	Prbg.g_01897	Syas.g_01886
OG0001371	Prbg.g_01120	Syas.g_02499
OG0001379	Prbg.g_00471	Syas.g_02861
OG0001380	Prbg.g_01551	Syas.g_00126
OG0001394	Prbg.g_01099	Syas.g_00627
OG0001398	Prbg.g_00737	Syas.g_02481
OG0001401	Prbg.g_01197	Syas.g_00233
OG0001402	Prbg.g_00344	Syas.g_00112
OG0001403	Prbg.g_00843	Syas.g_02069
OG0001409	Prbg.g_01478	Syas.g_00154
OG0001411	Prbg.g_00808	Syas.g_01156
OG0001418	Prbg.g_01126	Syas.g_01177
OG0001423	Prbg.g_00429	Syas.g_02532
OG0001428	Prbg.g_00950	Syas.g_02325
OG0001429	Prbg.g_01259	Syas.g_00401
OG0001433	Prbg.g_01637	Syas.g_01398
OG0001435	Prbg.g_01080	Syas.g_00678
OG0001443	Prbg.g_01547	Syas.g_01910
OG0001450	Prbg.g_01129	Syas.g_02208, Syas.g_00474
OG0001451	Prbg.g_01226	Syas.g_02342, Syas.g_02343
OG0001460	Prbg.g_01636	Syas.g_01399
OG0001461	Prbg.g_00817	Syas.g_00566
OG0001476	Prbg.g_01479	Syas.g_00155
OG0001477	Prbg.g_00384	Syas.g_00934
OG0001484	Prbg.g_00696	Syas.g_00166, Syas.g_00167
OG0001486	Prbg.g_01488	Syas.g_01186
OG0001488	Prbg.g_01473	Syas.g_01142
OG0001489	Prbg.g_01800	Syas.g_01574
OG0001496	Prbg.g_00386	Syas.g_00936
OG0001497	Prbg.g_00385	Syas.g_00935
OG0001498	Prbg.g_00138	Syas.g_01511
OG0001505	Prbg.g_00039	Syas.g_02135
OG0001510	Prbg.g_01853	Syas.g_02151
OG0001511	Prbg.g_00884	Syas.g_02413
OG0001512	Prbg.g_01543	Syas.g_02559
OG0001514	Prbg.g_00387	Syas.g_00937
OG0001515	Prbg.g_01134	Syas.g_00734
OG0001517	Prbg.g_00118	Syas.g_01540
OG0001518	Prbg.g_01906	Syas.g_01903
OG0001519	Prbg.g_01911	Syas.g_01912
OG0001522	Prbg.g_01193	Syas.g_00369
OG0001527	Prbg.g_00281	Syas.g_00803
OG0001529	Prbg.g_00833	Syas.g_02082
OG0001530	Prbg.g_00883	Syas.g_02415
OG0001531	Prbg.g_01021	Syas.g_02560
OG0001532	Prbg.g_01455	Syas.g_01113
OG0001534	Prbg.g_01343	Syas.g_00198
OG0001535	Prbg.g_01327	Syas.g_00218
OG0001536	Prbg.g_01283	Syas.g_00456
OG0001537	Prbg.g_01096	Syas.g_00651
OG0001538	Prbg.g_01164	Syas.g_00591
OG0001539	Prbg.g_01074	Syas.g_00683
OG0001540	Prbg.g_00904	Syas.g_02386
OG0001541	Prbg.g_00958	Syas.g_02316
OG0001542	Prbg.g_00964	Syas.g_02294
OG0001543	Prbg.g_00463	Syas.g_02230
OG0001544	Prbg.g_01910	Syas.g_01911
OG0001545	Prbg.g_01925	Syas.g_01982
OG0001549	Prbg.g_01224	Syas.g_00482
OG0001557	Prbg.g_01100	Syas.g_00626
OG0001559	Prbg.g_00882	Syas.g_02416
OG0001560	Prbg.g_00871	Syas.g_02429
OG0001561	Prbg.g_01333	Syas.g_00211
OG0001562	Prbg.g_01320	Syas.g_00560
OG0001563	Prbg.g_01784	Syas.g_01590
OG0001564	Prbg.g_00814	Syas.g_01034
OG0001565	Prbg.g_00432	Syas.g_00351
OG0001574	Prbg.g_00279	Syas.g_00801
OG0001575	Prbg.g_00284	Syas.g_00806
OG0001576	Prbg.g_00491	Syas.g_02834
OG0001577	Prbg.g_01491	Syas.g_01189
OG0001580	Prbg.g_00826	Syas.g_01875
OG0001584	Prbg.g_01379	Syas.g_00607
OG0001587	Prbg.g_01710	Syas.g_02569
OG0001589	Prbg.g_01695	Syas.g_02589
OG0001591	Prbg.g_01113	Syas.g_00690
OG0001592	Prbg.g_00827	Syas.g_01877
OG0001614	Prbg.g_01841	Syas.g_02165
OG0001616	Prbg.g_01463	Syas.g_01127
OG0001617	Prbg.g_01138	Syas.g_00076
OG0001619	Prbg.g_01276	Syas.g_00445
OG0001620	Prbg.g_00126	Syas.g_01528
OG0001621	Prbg.g_01036	Syas.g_01702
OG0001622	Prbg.g_01934	Syas.g_02002
OG0001636	Prbg.g_00839	Syas.g_02075
OG0001638	Prbg.g_01661	Syas.g_02670
OG0001639	Prbg.g_00640	Syas.g_01477
OG0001640	Prbg.g_01246	Syas.g_00989
OG0001641	Prbg.g_01308	Syas.g_00545
OG0001643	Prbg.g_01417	Syas.g_00741
OG0001644	Prbg.g_01362	Syas.g_00921, Syas.g_00767
OG0001654	Prbg.g_00638	Syas.g_01475
OG0001657	Prbg.g_00933	Syas.g_02355
OG0001659	Prbg.g_00717	Syas.g_01118
OG0001678	Prbg.g_01717	Syas.g_01666
OG0001679	Prbg.g_00113	Syas.g_02407
OG0001693	Prbg.g_01594	Syas.g_01022
OG0001717	Prbg.g_00391	Syas.g_02330
OG0001733	Prbg.g_01634	Syas.g_00974
OG0001769	Prbg.g_01538	Syas.g_00723
OG0001771	Prbg.g_01577	Syas.g_00034
OG0001842	Prbg.g_00020	Syas.g_00658
OG0001917	Prbg.g_01328	Syas.g_00216
OG0001930	Prbg.g_00019	Syas.g_00657
OG0001931	Prbg.g_00018	Syas.g_00656
OG0001955	Prbg.g_00725	Syas.g_00480
OG0001956	Prbg.g_01220	Syas.g_00971
OG0001977	Prbg.g_01916	Syas.g_01942
OG0001996	Prbg.g_00845	Syas.g_02067
OG0002003	Prbg.g_00014	Syas.g_00491
OG0002019	Prbg.g_00720	Syas.g_02163
OG0002098	Prbg.g_00512	Syas.g_02608
OG0002109	Prbg.g_00009	Syas.g_02770
OG0002348	Prbg.g_00711	Syas.g_00879
OG0002389	Prbg.g_01804	Syas.g_01570
