Orthogroup	Prbg	Syad
OG0001120	Prbg.g_01304	Syad.g_01717
OG0001122	Prbg.g_01324	Syad.g_01689
OG0001123	Prbg.g_01330	Syad.g_01682
OG0001124	Prbg.g_01332	Syad.g_01680
OG0001125	Prbg.g_01334	Syad.g_01678
OG0001126	Prbg.g_01245	Syad.g_01276
OG0001127	Prbg.g_01244	Syad.g_01277
OG0001128	Prbg.g_01242	Syad.g_01280
OG0001129	Prbg.g_01241	Syad.g_01282
OG0001130	Prbg.g_01240	Syad.g_01283
OG0001131	Prbg.g_00141	Syad.g_01953
OG0001132	Prbg.g_00022	Syad.g_02038
OG0001133	Prbg.g_00528	Syad.g_02172
OG0001134	Prbg.g_00749	Syad.g_01527
OG0001136	Prbg.g_01489	Syad.g_01150
OG0001137	Prbg.g_01477	Syad.g_01169
OG0001138	Prbg.g_01456	Syad.g_01493
OG0001139	Prbg.g_01454	Syad.g_01491
OG0001140	Prbg.g_01453	Syad.g_01490
OG0001141	Prbg.g_01452	Syad.g_01489
OG0001142	Prbg.g_01451	Syad.g_01488
OG0001143	Prbg.g_01444	Syad.g_01473
OG0001144	Prbg.g_01439	Syad.g_01457
OG0001145	Prbg.g_00469	Syad.g_01112
OG0001146	Prbg.g_00481	Syad.g_02412
OG0001147	Prbg.g_00501	Syad.g_02349
OG0001148	Prbg.g_00531	Syad.g_00889
OG0001149	Prbg.g_00532	Syad.g_00888
OG0001150	Prbg.g_00533	Syad.g_00887
OG0001151	Prbg.g_00544	Syad.g_00875
OG0001152	Prbg.g_00545	Syad.g_00872
OG0001153	Prbg.g_00623	Syad.g_02318
OG0001154	Prbg.g_00624	Syad.g_02319
OG0001155	Prbg.g_00641	Syad.g_02540
OG0001156	Prbg.g_00644	Syad.g_02543
OG0001157	Prbg.g_00645	Syad.g_02544
OG0001158	Prbg.g_00646	Syad.g_02546
OG0001159	Prbg.g_00647	Syad.g_02547
OG0001160	Prbg.g_00673	Syad.g_02595
OG0001161	Prbg.g_01593	Syad.g_00026
OG0001162	Prbg.g_00726	Syad.g_01844
OG0001163	Prbg.g_01641	Syad.g_02610
OG0001164	Prbg.g_01645	Syad.g_02616
OG0001165	Prbg.g_01648	Syad.g_02621
OG0001166	Prbg.g_01669	Syad.g_02647
OG0001167	Prbg.g_01686	Syad.g_02486
OG0001168	Prbg.g_01688	Syad.g_02488
OG0001169	Prbg.g_01690	Syad.g_02490
OG0001170	Prbg.g_01692	Syad.g_02492
OG0001171	Prbg.g_01702	Syad.g_02503
OG0001172	Prbg.g_01718	Syad.g_00594
OG0001173	Prbg.g_01719	Syad.g_00595
OG0001174	Prbg.g_01727	Syad.g_00603
OG0001175	Prbg.g_01728	Syad.g_00604
OG0001176	Prbg.g_01736	Syad.g_00644
OG0001177	Prbg.g_01738	Syad.g_00641
OG0001178	Prbg.g_01655	Syad.g_02629
OG0001179	Prbg.g_01768	Syad.g_00675
OG0001180	Prbg.g_01791	Syad.g_00700
OG0001181	Prbg.g_01795	Syad.g_00704
OG0001182	Prbg.g_01803	Syad.g_00712
OG0001183	Prbg.g_01808	Syad.g_00717
OG0001184	Prbg.g_01826	Syad.g_00378
OG0001185	Prbg.g_01842	Syad.g_00354
OG0001186	Prbg.g_01866	Syad.g_00247
OG0001187	Prbg.g_01869	Syad.g_00245
OG0001188	Prbg.g_01871	Syad.g_00238
OG0001189	Prbg.g_01888	Syad.g_00217
OG0001190	Prbg.g_01893	Syad.g_03034
OG0001192	Prbg.g_01908	Syad.g_00013
OG0001193	Prbg.g_01920	Syad.g_00072
OG0001194	Prbg.g_01921	Syad.g_00075
OG0001195	Prbg.g_01922	Syad.g_00076
OG0001196	Prbg.g_01938	Syad.g_00144
OG0001197	Prbg.g_01940	Syad.g_00146
OG0001198	Prbg.g_00764	Syad.g_00159
OG0001199	Prbg.g_00795	Syad.g_02735
OG0001200	Prbg.g_00793	Syad.g_02737
OG0001201	Prbg.g_00880	Syad.g_02802
OG0001202	Prbg.g_00978	Syad.g_02945
OG0001203	Prbg.g_01020	Syad.g_00821
OG0001204	Prbg.g_01026	Syad.g_00577
OG0001205	Prbg.g_00165	Syad.g_02440
OG0001206	Prbg.g_00185	Syad.g_02385
OG0001207	Prbg.g_00196	Syad.g_00893
OG0001208	Prbg.g_00201	Syad.g_00906
OG0001209	Prbg.g_00252	Syad.g_00980
OG0001210	Prbg.g_00257	Syad.g_00993
OG0001212	Prbg.g_00315	Syad.g_01082
OG0001213	Prbg.g_00350	Syad.g_02163
OG0001214	Prbg.g_01420	Syad.g_02150
OG0001215	Prbg.g_01132	Syad.g_01366
OG0001216	Prbg.g_01153	Syad.g_01816
OG0001218	Prbg.g_01549	Syad.g_02328
OG0001219	Prbg.g_01258	Syad.g_01653
OG0001220	Prbg.g_01215	Syad.g_01195
OG0001221	Prbg.g_01095	Syad.g_01950
OG0001222	Prbg.g_01337	Syad.g_01770
OG0001223	Prbg.g_01305	Syad.g_01715
OG0001224	Prbg.g_01238	Syad.g_01286
OG0001225	Prbg.g_01236	Syad.g_01288
OG0001226	Prbg.g_00358	Syad.g_02100
OG0001227	Prbg.g_01534	Syad.g_00029
OG0001228	Prbg.g_01436	Syad.g_02460
OG0001229	Prbg.g_01548	Syad.g_01314
OG0001231	Prbg.g_00142	Syad.g_00179
OG0001232	Prbg.g_01673	Syad.g_02658
OG0001233	Prbg.g_01693	Syad.g_02493
OG0001234	Prbg.g_01730	Syad.g_00608
OG0001235	Prbg.g_01734	Syad.g_00633
OG0001236	Prbg.g_01823	Syad.g_00412
OG0001237	Prbg.g_01827	Syad.g_00376
OG0001238	Prbg.g_01904	Syad.g_00007
OG0001239	Prbg.g_00798	Syad.g_02732
OG0001240	Prbg.g_00863	Syad.g_02785
OG0001241	Prbg.g_00873	Syad.g_02795
OG0001242	Prbg.g_00893	Syad.g_02827
OG0001243	Prbg.g_00900	Syad.g_02841
OG0001244	Prbg.g_00915	Syad.g_02873
OG0001245	Prbg.g_01525	Syad.g_02223
OG0001247	Prbg.g_01125	Syad.g_01837
OG0001248	Prbg.g_01127	Syad.g_01843
OG0001249	Prbg.g_00114	Syad.g_00756
OG0001250	Prbg.g_01202	Syad.g_01227
OG0001251	Prbg.g_01063	Syad.g_00083
OG0001252	Prbg.g_01243	Syad.g_01279
OG0001253	Prbg.g_00361	Syad.g_02037
OG0001254	Prbg.g_00751	Syad.g_01528
OG0001255	Prbg.g_01504	Syad.g_02224
OG0001256	Prbg.g_00680	Syad.g_02609
OG0001258	Prbg.g_01646	Syad.g_02619
OG0001260	Prbg.g_01708	Syad.g_02514
OG0001261	Prbg.g_01776	Syad.g_00684
OG0001262	Prbg.g_01886	Syad.g_00219
OG0001263	Prbg.g_00902	Syad.g_02844
OG0001265	Prbg.g_00892	Syad.g_02825
OG0001266	Prbg.g_00982	Syad.g_02949
OG0001267	Prbg.g_00059	Syad.g_00523
OG0001268	Prbg.g_00122	Syad.g_00767
OG0001270	Prbg.g_00154	Syad.g_02453
OG0001271	Prbg.g_00191	Syad.g_02356
OG0001272	Prbg.g_00205	Syad.g_00910
OG0001273	Prbg.g_01426	Syad.g_02157
OG0001274	Prbg.g_01006	Syad.g_02988
OG0001275	Prbg.g_01315	Syad.g_01699
OG0001276	Prbg.g_01329	Syad.g_01683
OG0001277	Prbg.g_01926	Syad.g_00127
OG0001278	Prbg.g_01432	Syad.g_01445
OG0001279	Prbg.g_00407	Syad.g_02248
OG0001280	Prbg.g_00476	Syad.g_02402
OG0001281	Prbg.g_00482	Syad.g_02413
OG0001282	Prbg.g_00530	Syad.g_00890
OG0001283	Prbg.g_01935	Syad.g_00138
OG0001284	Prbg.g_00666	Syad.g_02585
OG0001285	Prbg.g_01676	Syad.g_02043
OG0001286	Prbg.g_01789	Syad.g_00698
OG0001287	Prbg.g_01849	Syad.g_00346
OG0001288	Prbg.g_01859	Syad.g_00326
OG0001289	Prbg.g_00783	Syad.g_02767
OG0001290	Prbg.g_00872	Syad.g_02794
OG0001291	Prbg.g_00910	Syad.g_02854
OG0001292	Prbg.g_01031	Syad.g_00572
OG0001293	Prbg.g_01044	Syad.g_00549
OG0001295	Prbg.g_00714	Syad.g_00997
OG0001296	Prbg.g_00228	Syad.g_00939
OG0001297	Prbg.g_00233	Syad.g_00943
OG0001298	Prbg.g_00295	Syad.g_01055
OG0001299	Prbg.g_01389	Syad.g_01591
OG0001300	Prbg.g_01136	Syad.g_01339
OG0001301	Prbg.g_01141	Syad.g_01303
OG0001302	Prbg.g_01254	Syad.g_02123
OG0001303	Prbg.g_01612	Syad.g_01655
OG0001304	Prbg.g_01342	Syad.g_01669
OG0001305	Prbg.g_01230	Syad.g_01296
OG0001306	Prbg.g_01501	Syad.g_01119
OG0001307	Prbg.g_00504	Syad.g_00626
OG0001309	Prbg.g_00708	Syad.g_00950
OG0001310	Prbg.g_01663	Syad.g_02638
OG0001311	Prbg.g_01331	Syad.g_01681
OG0001312	Prbg.g_01267	Syad.g_01788
OG0001314	Prbg.g_00439	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Prbg.g_01539	Syad.g_00715
OG0001316	Prbg.g_00914	Syad.g_02861
OG0001317	Prbg.g_01016	Syad.g_00814
OG0001318	Prbg.g_01040	Syad.g_00557
OG0001321	Prbg.g_00171	Syad.g_02423
OG0001322	Prbg.g_00172	Syad.g_02422
OG0001323	Prbg.g_00238	Syad.g_00953
OG0001324	Prbg.g_01137	Syad.g_01338
OG0001325	Prbg.g_01372	Syad.g_01811
OG0001327	Prbg.g_01072	Syad.g_01605
OG0001328	Prbg.g_00458	Syad.g_01638
OG0001329	Prbg.g_01609	Syad.g_00866
OG0001330	Prbg.g_00697	Syad.g_02395
OG0001332	Prbg.g_00637	Syad.g_02535
OG0001333	Prbg.g_01687	Syad.g_02487
OG0001334	Prbg.g_01811	Syad.g_00725
OG0001335	Prbg.g_01812	Syad.g_00726
OG0001337	Prbg.g_00109	Syad.g_00750, Syad.g_00741
OG0001338	Prbg.g_00112	Syad.g_00735, Syad.g_00722, Syad.g_00745
OG0001339	Prbg.g_00875	Syad.g_02797
OG0001340	Prbg.g_00110	Syad.g_00742
OG0001341	Prbg.g_01541	Syad.g_01312
OG0001343	Prbg.g_01060	Syad.g_00079
OG0001344	Prbg.g_01482	Syad.g_01157
OG0001345	Prbg.g_01466	Syad.g_01188
OG0001346	Prbg.g_00478	Syad.g_02406
OG0001348	Prbg.g_00712	Syad.g_01250
OG0001349	Prbg.g_00553	Syad.g_02663
OG0001350	Prbg.g_01019	Syad.g_00820
OG0001352	Prbg.g_01121	Syad.g_00969
OG0001353	Prbg.g_01192	Syad.g_01244
OG0001354	Prbg.g_01297	Syad.g_01728
OG0001355	Prbg.g_01351	Syad.g_02116
OG0001356	Prbg.g_01638	Syad.g_01251
OG0001359	Prbg.g_01061	Syad.g_00078
OG0001362	Prbg.g_00605	Syad.g_02294
OG0001363	Prbg.g_00607	Syad.g_02296
OG0001364	Prbg.g_01814	Syad.g_00431
OG0001368	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441	Syad.g_00578
OG0001369	Prbg.g_00862	Syad.g_02784
OG0001370	Prbg.g_00182	Syad.g_02045, Syad.g_02124
OG0001375	Prbg.g_01059	Syad.g_00080
OG0001379	Prbg.g_00471	Syad.g_02397
OG0001381	Prbg.g_01511	Syad.g_01266, Syad.g_00614
OG0001394	Prbg.g_01099	Syad.g_01920
OG0001397	Prbg.g_00606	Syad.g_02295
OG0001398	Prbg.g_00737	Syad.g_01977
OG0001401	Prbg.g_01197	Syad.g_01233
OG0001402	Prbg.g_00344	Syad.g_02174
OG0001403	Prbg.g_00843	Syad.g_00197
OG0001404	Prbg.g_00801	Syad.g_02727
OG0001407	Prbg.g_01558	Syad.g_00970
OG0001410	Prbg.g_00503	Syad.g_00627
OG0001411	Prbg.g_00808	Syad.g_00372
OG0001414	Prbg.g_01011	Syad.g_00615
OG0001419	Prbg.g_01557	Syad.g_00971
OG0001421	Prbg.g_00681	Syad.g_02105, Syad.g_02039
OG0001423	Prbg.g_00429	Syad.g_02707, Syad.g_02708
OG0001425	Prbg.g_01907	Syad.g_00012
OG0001428	Prbg.g_00950	Syad.g_02906
OG0001429	Prbg.g_01259	Syad.g_01656
OG0001430	Prbg.g_01550	Syad.g_03026
OG0001431	Prbg.g_01532, Prbg.g_00722	Syad.g_00393
OG0001433	Prbg.g_01637	Syad.g_01253, Syad.g_01252
OG0001434	Prbg.g_01104	Syad.g_01916
OG0001435	Prbg.g_01080	Syad.g_01612
OG0001443	Prbg.g_01547	Syad.g_00023
OG0001448	Prbg.g_00175	Syad.g_02723
OG0001460	Prbg.g_01636	Syad.g_01254
OG0001461	Prbg.g_00817	Syad.g_02162
OG0001463	Prbg.g_00066	Syad.g_01264
OG0001464	Prbg.g_00111	Syad.g_00743
OG0001465	Prbg.g_01148	Syad.g_01830
OG0001477	Prbg.g_00384	Syad.g_01307
OG0001487	Prbg.g_00631	Syad.g_02327
OG0001488	Prbg.g_01473	Syad.g_01175
OG0001489	Prbg.g_01800	Syad.g_00709
OG0001496	Prbg.g_00386	Syad.g_01309
OG0001497	Prbg.g_00385	Syad.g_01308
OG0001498	Prbg.g_00138	Syad.g_00786
OG0001505	Prbg.g_00039	Syad.g_00259
OG0001510	Prbg.g_01853	Syad.g_00342
OG0001511	Prbg.g_00884	Syad.g_02810
OG0001512	Prbg.g_01543	Syad.g_00822
OG0001513	Prbg.g_01582	Syad.g_00646
OG0001514	Prbg.g_00387	Syad.g_01310
OG0001515	Prbg.g_01134	Syad.g_01343
OG0001516	Prbg.g_01392	Syad.g_01588
OG0001517	Prbg.g_00118	Syad.g_00762
OG0001518	Prbg.g_01906	Syad.g_00009
OG0001519	Prbg.g_01911	Syad.g_00025
OG0001522	Prbg.g_01193	Syad.g_01243
OG0001525	Prbg.g_01615	Syad.g_00036
OG0001527	Prbg.g_00281	Syad.g_01030
OG0001529	Prbg.g_00833	Syad.g_00210
OG0001530	Prbg.g_00883	Syad.g_02808
OG0001531	Prbg.g_01021	Syad.g_00823
OG0001532	Prbg.g_01455	Syad.g_01492
OG0001534	Prbg.g_01343	Syad.g_01668
OG0001535	Prbg.g_01327	Syad.g_01685
OG0001536	Prbg.g_01283	Syad.g_01762
OG0001537	Prbg.g_01096	Syad.g_01949
OG0001538	Prbg.g_01164	Syad.g_01884
OG0001539	Prbg.g_01074	Syad.g_01607
OG0001540	Prbg.g_00904	Syad.g_02846
OG0001541	Prbg.g_00958	Syad.g_02915
OG0001542	Prbg.g_00964	Syad.g_02924
OG0001543	Prbg.g_00463	Syad.g_02969
OG0001544	Prbg.g_01910	Syad.g_00024
OG0001545	Prbg.g_01925	Syad.g_00126
OG0001559	Prbg.g_00882	Syad.g_02807
OG0001560	Prbg.g_00871	Syad.g_02793
OG0001561	Prbg.g_01333	Syad.g_01679
OG0001562	Prbg.g_01320	Syad.g_01693
OG0001563	Prbg.g_01784	Syad.g_00693
OG0001564	Prbg.g_00814	Syad.g_01539
OG0001574	Prbg.g_00279	Syad.g_01028
OG0001575	Prbg.g_00284	Syad.g_01033
OG0001576	Prbg.g_00491	Syad.g_01103
OG0001577	Prbg.g_01491	Syad.g_01148
OG0001579	Prbg.g_00107	Syad.g_00732
OG0001580	Prbg.g_00826	Syad.g_03020
OG0001588	Prbg.g_00145	Syad.g_00428
OG0001589	Prbg.g_01695	Syad.g_02495
OG0001591	Prbg.g_01113	Syad.g_01599
OG0001592	Prbg.g_00827	Syad.g_03021
OG0001614	Prbg.g_01841	Syad.g_00356
OG0001616	Prbg.g_01463	Syad.g_01515
OG0001617	Prbg.g_01138	Syad.g_01335
OG0001619	Prbg.g_01276	Syad.g_01773
OG0001620	Prbg.g_00126	Syad.g_00774
OG0001621	Prbg.g_01036	Syad.g_00562
OG0001622	Prbg.g_01934	Syad.g_00137
OG0001636	Prbg.g_00839	Syad.g_00203
OG0001638	Prbg.g_01661	Syad.g_02636
OG0001639	Prbg.g_00640	Syad.g_02539
OG0001640	Prbg.g_01246	Syad.g_01274
OG0001641	Prbg.g_01308	Syad.g_01711
OG0001642	Prbg.g_01213	Syad.g_01197
OG0001643	Prbg.g_01417	Syad.g_02147
OG0001644	Prbg.g_01362	Syad.g_01799
OG0001654	Prbg.g_00638	Syad.g_02537
OG0001656	Prbg.g_00106	Syad.g_00731
OG0001657	Prbg.g_00933	Syad.g_02889
OG0001658	Prbg.g_00831	Syad.g_03033
OG0001659	Prbg.g_00717	Syad.g_01507
OG0001676	Prbg.g_00108	Syad.g_00734
OG0001678	Prbg.g_01717	Syad.g_00593
OG0001679	Prbg.g_00113	Syad.g_01038, Syad.g_01037
OG0001691	Prbg.g_01248	Syad.g_02182
OG0001693	Prbg.g_01594	Syad.g_01291
OG0001717	Prbg.g_00391	Syad.g_02901
OG0001733	Prbg.g_01634	Syad.g_01602
OG0001747	Prbg.g_00146	Syad.g_02871
OG0001758	Prbg.g_01628	Syad.g_01546
OG0001769	Prbg.g_01538	Syad.g_02133
OG0001771	Prbg.g_01577	Syad.g_02075
OG0001780	Prbg.g_00558	Syad.g_00288
OG0001795	Prbg.g_01617, Prbg.g_01049	Syad.g_00817
OG0001807	Prbg.g_00815	Syad.g_00435
OG0001842	Prbg.g_00020	Syad.g_02522
OG0001875	Prbg.g_01627	Syad.g_01547
OG0001876	Prbg.g_01626	Syad.g_01548
OG0001916	Prbg.g_00215	Syad.g_00921
OG0001917	Prbg.g_01328	Syad.g_01684
OG0001923	Prbg.g_00566	Syad.g_00251, Syad.g_00317
OG0001930	Prbg.g_00019	Syad.g_02523
OG0001931	Prbg.g_00018	Syad.g_02524
OG0001965	Prbg.g_01584	Syad.g_02126
OG0002019	Prbg.g_00720	Syad.g_01962
OG0002106	Prbg.g_00449	Syad.g_01217
OG0002321	Prbg.g_00559	Syad.g_00278
OG0002397	Prbg.g_01318	Syad.g_02009
OG0002421	Prbg.g_00560	Syad.g_00276
OG0002480	Prbg.g_00556	Syad.g_00290
OG0002487	Prbg.g_00460	Syad.g_00850
OG0002663	Prbg.g_01629	Syad.g_00962
OG0002772	Prbg.g_00520	Syad.g_00287
OG0002773	Prbg.g_00515	Syad.g_00275
OG0002774	Prbg.g_00516	Syad.g_00274
OG0002775	Prbg.g_00513	Syad.g_00273
OG0003013	Prbg.g_00518	Syad.g_00280
