Orthogroup	Prbg	Syae
OG0001126	Prbg.g_01245	Syae.g_00807
OG0001127	Prbg.g_01244	Syae.g_00806
OG0001128	Prbg.g_01242	Syae.g_00803
OG0001129	Prbg.g_01241	Syae.g_00801
OG0001130	Prbg.g_01240	Syae.g_00800
OG0001131	Prbg.g_00141	Syae.g_00562
OG0001132	Prbg.g_00022	Syae.g_00242
OG0001133	Prbg.g_00528	Syae.g_00053
OG0001134	Prbg.g_00749	Syae.g_00638
OG0001136	Prbg.g_01489	Syae.g_00923
OG0001137	Prbg.g_01477	Syae.g_00903
OG0001138	Prbg.g_01456	Syae.g_00654
OG0001139	Prbg.g_01454	Syae.g_00656
OG0001140	Prbg.g_01453	Syae.g_00657
OG0001141	Prbg.g_01452	Syae.g_00658
OG0001142	Prbg.g_01451	Syae.g_00660
OG0001143	Prbg.g_01444	Syae.g_00673
OG0001144	Prbg.g_01439	Syae.g_00684
OG0001145	Prbg.g_00469	Syae.g_00948
OG0001146	Prbg.g_00481	Syae.g_00968
OG0001147	Prbg.g_00501	Syae.g_02536
OG0001148	Prbg.g_00531	Syae.g_02297
OG0001149	Prbg.g_00532	Syae.g_02296
OG0001150	Prbg.g_00533	Syae.g_02295
OG0001151	Prbg.g_00544	Syae.g_02282
OG0001152	Prbg.g_00545	Syae.g_02281
OG0001153	Prbg.g_00623	Syae.g_02613
OG0001155	Prbg.g_00641	Syae.g_01083
OG0001156	Prbg.g_00644	Syae.g_01093
OG0001157	Prbg.g_00645	Syae.g_01094
OG0001158	Prbg.g_00646	Syae.g_01100
OG0001159	Prbg.g_00647	Syae.g_01103
OG0001160	Prbg.g_00673	Syae.g_01142
OG0001161	Prbg.g_01593	Syae.g_01597
OG0001162	Prbg.g_00726	Syae.g_00487
OG0001163	Prbg.g_01641	Syae.g_01150
OG0001164	Prbg.g_01645	Syae.g_01156
OG0001165	Prbg.g_01648	Syae.g_01161
OG0001166	Prbg.g_01669	Syae.g_01186
OG0001167	Prbg.g_01686	Syae.g_01031
OG0001168	Prbg.g_01688	Syae.g_01033
OG0001169	Prbg.g_01690	Syae.g_01035
OG0001170	Prbg.g_01692	Syae.g_01037
OG0001171	Prbg.g_01702	Syae.g_01047
OG0001172	Prbg.g_01718	Syae.g_02036
OG0001173	Prbg.g_01719	Syae.g_02037
OG0001174	Prbg.g_01727	Syae.g_02045
OG0001175	Prbg.g_01728	Syae.g_02046
OG0001176	Prbg.g_01736	Syae.g_02076
OG0001177	Prbg.g_01738	Syae.g_02073
OG0001178	Prbg.g_01655	Syae.g_01168
OG0001179	Prbg.g_01768	Syae.g_02106
OG0001180	Prbg.g_01791	Syae.g_02130
OG0001181	Prbg.g_01795	Syae.g_02134
OG0001182	Prbg.g_01803	Syae.g_02143
OG0001183	Prbg.g_01808	Syae.g_02147
OG0001184	Prbg.g_01826	Syae.g_01862
OG0001185	Prbg.g_01842	Syae.g_01835
OG0001188	Prbg.g_01871	Syae.g_01783
OG0001189	Prbg.g_01888	Syae.g_01767
OG0001190	Prbg.g_01893	Syae.g_01567
OG0001191	Prbg.g_01903	Syae.g_01580
OG0001192	Prbg.g_01908	Syae.g_01587
OG0001193	Prbg.g_01920	Syae.g_01617
OG0001194	Prbg.g_01921	Syae.g_01625
OG0001195	Prbg.g_01922	Syae.g_01626
OG0001196	Prbg.g_01938	Syae.g_01695
OG0001197	Prbg.g_01940	Syae.g_01697
OG0001198	Prbg.g_00764	Syae.g_01709
OG0001199	Prbg.g_00795	Syae.g_01291
OG0001200	Prbg.g_00793	Syae.g_01293
OG0001201	Prbg.g_00880	Syae.g_01364
OG0001202	Prbg.g_00978	Syae.g_01494
OG0001203	Prbg.g_01020	Syae.g_02240
OG0001204	Prbg.g_01026	Syae.g_02022
OG0001205	Prbg.g_00165	Syae.g_00984
OG0001206	Prbg.g_00185	Syae.g_02502
OG0001207	Prbg.g_00196	Syae.g_02300
OG0001208	Prbg.g_00201	Syae.g_02311
OG0001209	Prbg.g_00252	Syae.g_02377
OG0001210	Prbg.g_00257	Syae.g_02387
OG0001211	Prbg.g_00268	Syae.g_02403
OG0001212	Prbg.g_00315	Syae.g_02460
OG0001213	Prbg.g_00350	Syae.g_00062
OG0001214	Prbg.g_01420	Syae.g_00076
OG0001215	Prbg.g_01132	Syae.g_00757
OG0001216	Prbg.g_01153	Syae.g_00470
OG0001217	Prbg.g_00006	Syae.g_00151
OG0001218	Prbg.g_01549	Syae.g_02605
OG0001219	Prbg.g_01258	Syae.g_00312
OG0001220	Prbg.g_01215	Syae.g_00880
OG0001221	Prbg.g_01095	Syae.g_00559
OG0001222	Prbg.g_01337	Syae.g_00347
OG0001223	Prbg.g_01305	Syae.g_00392
OG0001224	Prbg.g_01238	Syae.g_00797
OG0001225	Prbg.g_01236	Syae.g_00795
OG0001226	Prbg.g_00358	Syae.g_00135
OG0001227	Prbg.g_01534	Syae.g_01600
OG0001228	Prbg.g_01436	Syae.g_01004
OG0001229	Prbg.g_01548	Syae.g_00771
OG0001230	Prbg.g_00584	Syae.g_02662
OG0001231	Prbg.g_00142	Syae.g_01729
OG0001232	Prbg.g_01673	Syae.g_01197
OG0001233	Prbg.g_01693	Syae.g_01038
OG0001234	Prbg.g_01730	Syae.g_02050
OG0001235	Prbg.g_01734	Syae.g_02066
OG0001236	Prbg.g_01823	Syae.g_01867
OG0001237	Prbg.g_01827	Syae.g_01860
OG0001238	Prbg.g_01904	Syae.g_01582
OG0001239	Prbg.g_00798	Syae.g_01288
OG0001240	Prbg.g_00863	Syae.g_01347
OG0001241	Prbg.g_00873	Syae.g_01357
OG0001242	Prbg.g_00893	Syae.g_01387
OG0001243	Prbg.g_00900	Syae.g_01395
OG0001244	Prbg.g_00915	Syae.g_01425
OG0001245	Prbg.g_01525	Syae.g_00149
OG0001247	Prbg.g_01125	Syae.g_00482
OG0001248	Prbg.g_01127	Syae.g_00485
OG0001249	Prbg.g_00114	Syae.g_02186
OG0001250	Prbg.g_01202	Syae.g_00841
OG0001251	Prbg.g_01063	Syae.g_01632
OG0001252	Prbg.g_01243	Syae.g_00804
OG0001253	Prbg.g_00361	Syae.g_00243
OG0001254	Prbg.g_00751	Syae.g_00637
OG0001255	Prbg.g_01504	Syae.g_00667
OG0001256	Prbg.g_00680	Syae.g_01149
OG0001258	Prbg.g_01646	Syae.g_01159
OG0001259	Prbg.g_01691	Syae.g_01036
OG0001260	Prbg.g_01708	Syae.g_01058
OG0001261	Prbg.g_01776	Syae.g_02115
OG0001262	Prbg.g_01886	Syae.g_01769
OG0001263	Prbg.g_00902	Syae.g_01399
OG0001265	Prbg.g_00892	Syae.g_01385
OG0001266	Prbg.g_00982	Syae.g_01498
OG0001267	Prbg.g_00059	Syae.g_01969
OG0001268	Prbg.g_00122	Syae.g_02198
OG0001269	Prbg.g_01214	Syae.g_00225
OG0001270	Prbg.g_00154	Syae.g_00997
OG0001271	Prbg.g_00191	Syae.g_02527
OG0001272	Prbg.g_00205	Syae.g_02315
OG0001273	Prbg.g_01426	Syae.g_00069
OG0001274	Prbg.g_01006	Syae.g_01535
OG0001275	Prbg.g_01315	Syae.g_00407
OG0001276	Prbg.g_01329	Syae.g_00423
OG0001277	Prbg.g_01926	Syae.g_01677
OG0001278	Prbg.g_01432	Syae.g_00697
OG0001279	Prbg.g_00407	Syae.g_00007
OG0001280	Prbg.g_00476	Syae.g_00958
OG0001281	Prbg.g_00482	Syae.g_00969
OG0001282	Prbg.g_00530	Syae.g_02298
OG0001283	Prbg.g_01935	Syae.g_01688
OG0001284	Prbg.g_00666	Syae.g_01132
OG0001285	Prbg.g_01676	Syae.g_00237
OG0001287	Prbg.g_01849	Syae.g_01827
OG0001288	Prbg.g_01859	Syae.g_01815
OG0001289	Prbg.g_00783	Syae.g_01330
OG0001290	Prbg.g_00872	Syae.g_01356
OG0001291	Prbg.g_00910	Syae.g_01409
OG0001292	Prbg.g_01031	Syae.g_02017
OG0001293	Prbg.g_01044	Syae.g_01996
OG0001295	Prbg.g_00714	Syae.g_02389
OG0001296	Prbg.g_00228	Syae.g_02343
OG0001297	Prbg.g_00233	Syae.g_02347
OG0001298	Prbg.g_00295	Syae.g_02439
OG0001299	Prbg.g_01389	Syae.g_00599
OG0001300	Prbg.g_01136	Syae.g_00766
OG0001301	Prbg.g_01141	Syae.g_00780
OG0001302	Prbg.g_01254	Syae.g_00110
OG0001303	Prbg.g_01612	Syae.g_00314
OG0001304	Prbg.g_01342	Syae.g_00436
OG0001305	Prbg.g_01230	Syae.g_00786
OG0001306	Prbg.g_01501	Syae.g_00943
OG0001307	Prbg.g_00504	Syae.g_02059
OG0001310	Prbg.g_01663	Syae.g_01178
OG0001311	Prbg.g_01331	Syae.g_00425
OG0001312	Prbg.g_01267	Syae.g_00326
OG0001314	Prbg.g_00439	Syae.g_00097
OG0001315	Prbg.g_01539	Syae.g_02145
OG0001316	Prbg.g_00914	Syae.g_01415
OG0001317	Prbg.g_01016	Syae.g_02235
OG0001318	Prbg.g_01040	Syae.g_02004
OG0001319	Prbg.g_00052	Syae.g_01980
OG0001321	Prbg.g_00171	Syae.g_00978
OG0001322	Prbg.g_00172	Syae.g_00977
OG0001323	Prbg.g_00238	Syae.g_02355
OG0001324	Prbg.g_01137	Syae.g_00767
OG0001325	Prbg.g_01372	Syae.g_00465
OG0001327	Prbg.g_01072	Syae.g_00586
OG0001328	Prbg.g_00458	Syae.g_00565
OG0001330	Prbg.g_00697	Syae.g_00950
OG0001331	Prbg.g_00535	Syae.g_02293
OG0001332	Prbg.g_00637	Syae.g_01077
OG0001333	Prbg.g_01687	Syae.g_01032
OG0001334	Prbg.g_01811	Syae.g_02156
OG0001335	Prbg.g_01812	Syae.g_02157
OG0001337	Prbg.g_00109	Syae.g_02153, Syae.g_02175
OG0001338	Prbg.g_00112	Syae.g_02162, Syae.g_00689, Syae.g_02178
OG0001339	Prbg.g_00875	Syae.g_01359
OG0001340	Prbg.g_00110	Syae.g_02176
OG0001341	Prbg.g_01541	Syae.g_00737
OG0001342	Prbg.g_01632	Syae.g_02559
OG0001343	Prbg.g_01060	Syae.g_01629
OG0001344	Prbg.g_01482	Syae.g_00916
OG0001345	Prbg.g_01466	Syae.g_00886
OG0001346	Prbg.g_00478	Syae.g_00962
OG0001348	Prbg.g_00712	Syae.g_00821
OG0001349	Prbg.g_00553	Syae.g_01228, Syae.g_01245
OG0001350	Prbg.g_01019	Syae.g_02239
OG0001351	Prbg.g_00177	Syae.g_02492
OG0001352	Prbg.g_01121	Syae.g_00666
OG0001353	Prbg.g_01192	Syae.g_00831
OG0001354	Prbg.g_01297	Syae.g_00379
OG0001355	Prbg.g_01351	Syae.g_00120
OG0001356	Prbg.g_01638	Syae.g_00820
OG0001359	Prbg.g_01061	Syae.g_01628
OG0001362	Prbg.g_00605	Syae.g_02637
OG0001363	Prbg.g_00607	Syae.g_02635
OG0001364	Prbg.g_01814	Syae.g_01883
OG0001368	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441	Syae.g_02023
OG0001369	Prbg.g_00862	Syae.g_01346
OG0001370	Prbg.g_00182	Syae.g_01270, Syae.g_00109
OG0001375	Prbg.g_01059	Syae.g_01630
OG0001379	Prbg.g_00471	Syae.g_00952
OG0001382	Prbg.g_01554	Syae.g_02490
OG0001394	Prbg.g_01099	Syae.g_00553
OG0001397	Prbg.g_00606	Syae.g_02636
OG0001398	Prbg.g_00737	Syae.g_00289
OG0001401	Prbg.g_01197	Syae.g_00835
OG0001402	Prbg.g_00344	Syae.g_00051
OG0001404	Prbg.g_00801	Syae.g_01283
OG0001407	Prbg.g_01558	Syae.g_02368
OG0001410	Prbg.g_00503	Syae.g_02060
OG0001419	Prbg.g_01557	Syae.g_02369
OG0001421	Prbg.g_00681	Syae.g_00241
OG0001422	Prbg.g_01561	Syae.g_00953
OG0001425	Prbg.g_01907	Syae.g_01586
OG0001428	Prbg.g_00950	Syae.g_01456
OG0001429	Prbg.g_01259	Syae.g_00315
OG0001430	Prbg.g_01550	Syae.g_01560
OG0001433	Prbg.g_01637	Syae.g_00819
OG0001434	Prbg.g_01104	Syae.g_00548
OG0001435	Prbg.g_01080	Syae.g_00579
OG0001443	Prbg.g_01547	Syae.g_01594
OG0001460	Prbg.g_01636	Syae.g_00818
OG0001461	Prbg.g_00817	Syae.g_00063
OG0001465	Prbg.g_01148	Syae.g_00475
OG0001468	Prbg.g_01051	Syae.g_00113
OG0001476	Prbg.g_01479	Syae.g_00908
OG0001477	Prbg.g_00384	Syae.g_00776
OG0001484	Prbg.g_00696	Syae.g_01649
OG0001487	Prbg.g_00631	Syae.g_02606
OG0001488	Prbg.g_01473	Syae.g_00898
OG0001489	Prbg.g_01800	Syae.g_02139
OG0001496	Prbg.g_00386	Syae.g_00774
OG0001497	Prbg.g_00385	Syae.g_00775
OG0001498	Prbg.g_00138	Syae.g_02220
OG0001505	Prbg.g_00039	Syae.g_01204
OG0001510	Prbg.g_01853	Syae.g_01823
OG0001511	Prbg.g_00884	Syae.g_01372
OG0001512	Prbg.g_01543	Syae.g_02241
OG0001514	Prbg.g_00387	Syae.g_00773
OG0001515	Prbg.g_01134	Syae.g_00762
OG0001516	Prbg.g_01392	Syae.g_00602
OG0001517	Prbg.g_00118	Syae.g_02193
OG0001518	Prbg.g_01906	Syae.g_01584
OG0001519	Prbg.g_01911	Syae.g_01596
OG0001527	Prbg.g_00281	Syae.g_02417
OG0001529	Prbg.g_00833	Syae.g_01760
OG0001530	Prbg.g_00883	Syae.g_01370
OG0001531	Prbg.g_01021	Syae.g_02242
OG0001532	Prbg.g_01455	Syae.g_00655
OG0001534	Prbg.g_01343	Syae.g_00437
OG0001535	Prbg.g_01327	Syae.g_00421
OG0001536	Prbg.g_01283	Syae.g_00355
OG0001537	Prbg.g_01096	Syae.g_00558
OG0001538	Prbg.g_01164	Syae.g_00516
OG0001539	Prbg.g_01074	Syae.g_00584
OG0001540	Prbg.g_00904	Syae.g_01401
OG0001541	Prbg.g_00958	Syae.g_01465
OG0001542	Prbg.g_00964	Syae.g_01474
OG0001543	Prbg.g_00463	Syae.g_01516
OG0001544	Prbg.g_01910	Syae.g_01595
OG0001545	Prbg.g_01925	Syae.g_01676
OG0001549	Prbg.g_01224	Syae.g_00882
OG0001557	Prbg.g_01100	Syae.g_00552
OG0001559	Prbg.g_00882	Syae.g_01369
OG0001560	Prbg.g_00871	Syae.g_01355
OG0001561	Prbg.g_01333	Syae.g_00427
OG0001562	Prbg.g_01320	Syae.g_00413
OG0001563	Prbg.g_01784	Syae.g_02124
OG0001564	Prbg.g_00814	Syae.g_02485
OG0001572	Prbg.g_00406	Syae.g_00134
OG0001574	Prbg.g_00279	Syae.g_02415
OG0001575	Prbg.g_00284	Syae.g_02420
OG0001576	Prbg.g_00491	Syae.g_02478
OG0001577	Prbg.g_01491	Syae.g_00925
OG0001579	Prbg.g_00107	Syae.g_02165
OG0001580	Prbg.g_00826	Syae.g_01556
OG0001588	Prbg.g_00145	Syae.g_01880
OG0001589	Prbg.g_01695	Syae.g_01040
OG0001592	Prbg.g_00827	Syae.g_01557
OG0001614	Prbg.g_01841	Syae.g_01837
OG0001616	Prbg.g_01463	Syae.g_00642
OG0001617	Prbg.g_01138	Syae.g_00769
OG0001619	Prbg.g_01276	Syae.g_00344
OG0001620	Prbg.g_00126	Syae.g_02205
OG0001621	Prbg.g_01036	Syae.g_02008
OG0001622	Prbg.g_01934	Syae.g_01687
OG0001636	Prbg.g_00839	Syae.g_01753
OG0001638	Prbg.g_01661	Syae.g_01175
OG0001639	Prbg.g_00640	Syae.g_01082
OG0001640	Prbg.g_01246	Syae.g_00809
OG0001641	Prbg.g_01308	Syae.g_00397
OG0001642	Prbg.g_01213	Syae.g_00878
OG0001643	Prbg.g_01417	Syae.g_00079
OG0001644	Prbg.g_01362	Syae.g_00452
OG0001654	Prbg.g_00638	Syae.g_01080
OG0001656	Prbg.g_00106	Syae.g_02164
OG0001657	Prbg.g_00933	Syae.g_01439
OG0001658	Prbg.g_00831	Syae.g_01566
OG0001659	Prbg.g_00717	Syae.g_00650
OG0001676	Prbg.g_00108	Syae.g_02167
OG0001678	Prbg.g_01717	Syae.g_02035
OG0001679	Prbg.g_00113	Syae.g_02424
OG0001691	Prbg.g_01248	Syae.g_00044
OG0001693	Prbg.g_01594	Syae.g_00792
OG0001717	Prbg.g_00391	Syae.g_01451
OG0001733	Prbg.g_01634	Syae.g_00589
OG0001746	Prbg.g_00731	Syae.g_01064
OG0001747	Prbg.g_00146	Syae.g_01422
OG0001758	Prbg.g_01628	Syae.g_00620
OG0001769	Prbg.g_01538	Syae.g_00093
OG0001770	Prbg.g_01565	Syae.g_00617
OG0001771	Prbg.g_01577	Syae.g_00183
OG0001807	Prbg.g_00815	Syae.g_01887
OG0001842	Prbg.g_00020	Syae.g_01072
OG0001875	Prbg.g_01627	Syae.g_00619
OG0001876	Prbg.g_01626	Syae.g_00618
OG0001916	Prbg.g_00215	Syae.g_02326
OG0001917	Prbg.g_01328	Syae.g_00422
OG0001930	Prbg.g_00019	Syae.g_01073
OG0001931	Prbg.g_00018	Syae.g_01074
OG0001965	Prbg.g_01584	Syae.g_00108
OG0001996	Prbg.g_00845	Syae.g_01746
OG0002019	Prbg.g_00720	Syae.g_00294
OG0002106	Prbg.g_00449	Syae.g_00444
OG0002487	Prbg.g_00460	Syae.g_00132
OG0002518	Prbg.g_00374	Syae.g_00206
OG0002703	Prbg.g_00037	Syae.g_01206
