Orthogroup	Prbg	Syab
OG0001116	Prbg.g_01299	Syab.g_01355
OG0001117	Prbg.g_01300	Syab.g_01354
OG0001118	Prbg.g_01301	Syab.g_01353
OG0001119	Prbg.g_01302	Syab.g_01351
OG0001120	Prbg.g_01304	Syab.g_01347
OG0001122	Prbg.g_01324	Syab.g_01320
OG0001123	Prbg.g_01330	Syab.g_01312
OG0001124	Prbg.g_01332	Syab.g_01310
OG0001125	Prbg.g_01334	Syab.g_01308
OG0001126	Prbg.g_01245	Syab.g_01231
OG0001127	Prbg.g_01244	Syab.g_01230
OG0001128	Prbg.g_01242	Syab.g_01227
OG0001129	Prbg.g_01241	Syab.g_01225
OG0001130	Prbg.g_01240	Syab.g_01224
OG0001131	Prbg.g_00141	Syab.g_01609
OG0001132	Prbg.g_00022	Syab.g_01790
OG0001133	Prbg.g_00528	Syab.g_01895
OG0001134	Prbg.g_00749	Syab.g_01748
OG0001135	Prbg.g_00752	Syab.g_01747
OG0001136	Prbg.g_01489	Syab.g_00966
OG0001137	Prbg.g_01477	Syab.g_00990
OG0001138	Prbg.g_01456	Syab.g_01023
OG0001139	Prbg.g_01454	Syab.g_01025
OG0001140	Prbg.g_01453	Syab.g_01026, Syab.g_00642
OG0001141	Prbg.g_01452	Syab.g_01027
OG0001142	Prbg.g_01451	Syab.g_01028
OG0001143	Prbg.g_01444	Syab.g_01037
OG0001144	Prbg.g_01439	Syab.g_01052
OG0001145	Prbg.g_00469	Syab.g_00928
OG0001146	Prbg.g_00481	Syab.g_00907
OG0001147	Prbg.g_00501	Syab.g_00716
OG0001148	Prbg.g_00531	Syab.g_02085
OG0001149	Prbg.g_00532	Syab.g_02084
OG0001150	Prbg.g_00533	Syab.g_02083
OG0001151	Prbg.g_00544	Syab.g_02070
OG0001152	Prbg.g_00545	Syab.g_02069
OG0001153	Prbg.g_00623	Syab.g_00731
OG0001154	Prbg.g_00624	Syab.g_00730
OG0001155	Prbg.g_00641	Syab.g_02171
OG0001156	Prbg.g_00644	Syab.g_02174
OG0001157	Prbg.g_00645	Syab.g_02175
OG0001158	Prbg.g_00646	Syab.g_02176
OG0001159	Prbg.g_00647	Syab.g_02177
OG0001160	Prbg.g_00673	Syab.g_02231
OG0001161	Prbg.g_01593	Syab.g_02797
OG0001162	Prbg.g_00726	Syab.g_00893
OG0001163	Prbg.g_01641	Syab.g_02241
OG0001164	Prbg.g_01645	Syab.g_02247
OG0001165	Prbg.g_01648	Syab.g_02252
OG0001166	Prbg.g_01669	Syab.g_02296
OG0001167	Prbg.g_01686	Syab.g_02322
OG0001168	Prbg.g_01688	Syab.g_02324
OG0001169	Prbg.g_01690	Syab.g_02326
OG0001170	Prbg.g_01692	Syab.g_02328
OG0001171	Prbg.g_01702	Syab.g_02339
OG0001172	Prbg.g_01718	Syab.g_00371
OG0001173	Prbg.g_01719	Syab.g_00372
OG0001174	Prbg.g_01727	Syab.g_00380
OG0001175	Prbg.g_01728	Syab.g_00381
OG0001176	Prbg.g_01736	Syab.g_00398
OG0001177	Prbg.g_01738	Syab.g_00396
OG0001178	Prbg.g_01655	Syab.g_02263
OG0001179	Prbg.g_01768	Syab.g_00427
OG0001180	Prbg.g_01791	Syab.g_00453
OG0001181	Prbg.g_01795	Syab.g_00457
OG0001182	Prbg.g_01803	Syab.g_00467
OG0001183	Prbg.g_01808	Syab.g_00474
OG0001184	Prbg.g_01826	Syab.g_00196
OG0001185	Prbg.g_01842	Syab.g_00119
OG0001186	Prbg.g_01866	Syab.g_00085
OG0001187	Prbg.g_01869	Syab.g_00081
OG0001188	Prbg.g_01871	Syab.g_00079
OG0001189	Prbg.g_01888	Syab.g_00058
OG0001190	Prbg.g_01893	Syab.g_02755
OG0001191	Prbg.g_01903	Syab.g_02771
OG0001192	Prbg.g_01908	Syab.g_02778
OG0001193	Prbg.g_01920	Syab.g_02827
OG0001194	Prbg.g_01921	Syab.g_02833
OG0001195	Prbg.g_01922	Syab.g_02834
OG0001196	Prbg.g_01938	Syab.g_02896
OG0001197	Prbg.g_01940	Syab.g_02898
OG0001198	Prbg.g_00764	Syab.g_02911
OG0001199	Prbg.g_00795	Syab.g_02440
OG0001200	Prbg.g_00793	Syab.g_02442
OG0001201	Prbg.g_00880	Syab.g_02501
OG0001202	Prbg.g_00978	Syab.g_02635
OG0001203	Prbg.g_01020	Syab.g_02369
OG0001204	Prbg.g_01026	Syab.g_00353
OG0001205	Prbg.g_00165	Syab.g_00593
OG0001206	Prbg.g_00185	Syab.g_00641
OG0001207	Prbg.g_00196	Syab.g_02088
OG0001208	Prbg.g_00201	Syab.g_02098
OG0001209	Prbg.g_00252	Syab.g_02038
OG0001210	Prbg.g_00257	Syab.g_02030
OG0001211	Prbg.g_00268	Syab.g_02013
OG0001212	Prbg.g_00315	Syab.g_01955
OG0001213	Prbg.g_00350	Syab.g_01886
OG0001214	Prbg.g_01420	Syab.g_01872
OG0001215	Prbg.g_01132	Syab.g_01171
OG0001216	Prbg.g_01153	Syab.g_01269
OG0001217	Prbg.g_00006	Syab.g_01464
OG0001218	Prbg.g_01549	Syab.g_00723
OG0001220	Prbg.g_01215	Syab.g_01737
OG0001221	Prbg.g_01095	Syab.g_01607
OG0001222	Prbg.g_01337	Syab.g_01396
OG0001223	Prbg.g_01305	Syab.g_01345
OG0001224	Prbg.g_01238	Syab.g_01214
OG0001225	Prbg.g_01236	Syab.g_01212
OG0001226	Prbg.g_00358	Syab.g_02450
OG0001227	Prbg.g_01534	Syab.g_00891
OG0001228	Prbg.g_01436	Syab.g_01697
OG0001229	Prbg.g_01548	Syab.g_01184
OG0001230	Prbg.g_00584	Syab.g_00791
OG0001231	Prbg.g_00142	Syab.g_00017
OG0001232	Prbg.g_01673	Syab.g_02306
OG0001233	Prbg.g_01693	Syab.g_02329
OG0001234	Prbg.g_01730	Syab.g_00385
OG0001235	Prbg.g_01734	Syab.g_00391
OG0001236	Prbg.g_01823	Syab.g_00200
OG0001237	Prbg.g_01827	Syab.g_00192
OG0001238	Prbg.g_01904	Syab.g_02773
OG0001239	Prbg.g_00798	Syab.g_02437
OG0001240	Prbg.g_00863	Syab.g_02484
OG0001241	Prbg.g_00873	Syab.g_02494
OG0001242	Prbg.g_00893	Syab.g_02525
OG0001243	Prbg.g_00900	Syab.g_02533
OG0001244	Prbg.g_00915	Syab.g_02561
OG0001245	Prbg.g_01525	Syab.g_01762
OG0001247	Prbg.g_01125	Syab.g_02825
OG0001248	Prbg.g_01127	Syab.g_01163
OG0001249	Prbg.g_00114	Syab.g_00514
OG0001250	Prbg.g_01202	Syab.g_01714
OG0001251	Prbg.g_01063	Syab.g_01816
OG0001252	Prbg.g_01243	Syab.g_01228
OG0001253	Prbg.g_00361	Syab.g_01761
OG0001254	Prbg.g_00751	Syab.g_01749
OG0001255	Prbg.g_01504	Syab.g_01846
OG0001256	Prbg.g_00680	Syab.g_02238
OG0001258	Prbg.g_01646	Syab.g_02250
OG0001259	Prbg.g_01691	Syab.g_02327
OG0001260	Prbg.g_01708	Syab.g_02350
OG0001261	Prbg.g_01776	Syab.g_00436
OG0001262	Prbg.g_01886	Syab.g_00060
OG0001263	Prbg.g_00902	Syab.g_02536
OG0001265	Prbg.g_00892	Syab.g_02523
OG0001266	Prbg.g_00982	Syab.g_02639
OG0001267	Prbg.g_00059	Syab.g_00295
OG0001268	Prbg.g_00122	Syab.g_00529
OG0001269	Prbg.g_01214	Syab.g_01809
OG0001270	Prbg.g_00154	Syab.g_00579
OG0001271	Prbg.g_00191	Syab.g_00694
OG0001272	Prbg.g_00205	Syab.g_02102
OG0001273	Prbg.g_01426	Syab.g_01878
OG0001274	Prbg.g_01006	Syab.g_02706
OG0001275	Prbg.g_01315	Syab.g_01330
OG0001276	Prbg.g_01329	Syab.g_01313
OG0001277	Prbg.g_01926	Syab.g_02163
OG0001278	Prbg.g_01432	Syab.g_01152
OG0001279	Prbg.g_00407	Syab.g_01807
OG0001280	Prbg.g_00476	Syab.g_00918
OG0001281	Prbg.g_00482	Syab.g_00906
OG0001282	Prbg.g_00530	Syab.g_02086
OG0001283	Prbg.g_01935	Syab.g_02885
OG0001284	Prbg.g_00666	Syab.g_02211
OG0001285	Prbg.g_01676	Syab.g_02309
OG0001286	Prbg.g_01789	Syab.g_00451
OG0001287	Prbg.g_01849	Syab.g_00111
OG0001288	Prbg.g_01859	Syab.g_00094
OG0001289	Prbg.g_00783	Syab.g_02465
OG0001290	Prbg.g_00872	Syab.g_02493
OG0001291	Prbg.g_00910	Syab.g_02546
OG0001292	Prbg.g_01031	Syab.g_00348
OG0001293	Prbg.g_01044	Syab.g_00322
OG0001295	Prbg.g_00714	Syab.g_01215
OG0001296	Prbg.g_00228	Syab.g_02132
OG0001297	Prbg.g_00233	Syab.g_02136
OG0001298	Prbg.g_00295	Syab.g_01980
OG0001299	Prbg.g_01389	Syab.g_01557
OG0001300	Prbg.g_01136	Syab.g_01180
OG0001301	Prbg.g_01141	Syab.g_01197
OG0001302	Prbg.g_01254	Syab.g_01844
OG0001303	Prbg.g_01612	Syab.g_01424
OG0001304	Prbg.g_01342	Syab.g_01298
OG0001305	Prbg.g_01230	Syab.g_01204
OG0001306	Prbg.g_01501	Syab.g_00941
OG0001307	Prbg.g_00504	Syab.g_01552
OG0001308	Prbg.g_00601	Syab.g_00759
OG0001309	Prbg.g_00708	Syab.g_02142
OG0001310	Prbg.g_01663	Syab.g_02288
OG0001311	Prbg.g_01331	Syab.g_01311
OG0001312	Prbg.g_01267	Syab.g_01414
OG0001315	Prbg.g_01539	Syab.g_00472
OG0001316	Prbg.g_00914	Syab.g_02552
OG0001317	Prbg.g_01016	Syab.g_02373
OG0001318	Prbg.g_01040	Syab.g_00333
OG0001319	Prbg.g_00052	Syab.g_00306
OG0001321	Prbg.g_00171	Syab.g_00616
OG0001322	Prbg.g_00172	Syab.g_00617
OG0001323	Prbg.g_00238	Syab.g_02145
OG0001324	Prbg.g_01137	Syab.g_01181
OG0001325	Prbg.g_01372	Syab.g_01273
OG0001327	Prbg.g_01072	Syab.g_01643
OG0001328	Prbg.g_00458	Syab.g_01616
OG0001329	Prbg.g_01609	Syab.g_00361
OG0001330	Prbg.g_00697	Syab.g_00925
OG0001331	Prbg.g_00535	Syab.g_02081
OG0001332	Prbg.g_00637	Syab.g_02165
OG0001333	Prbg.g_01687	Syab.g_02323
OG0001334	Prbg.g_01811	Syab.g_00483
OG0001335	Prbg.g_01812	Syab.g_00484
OG0001337	Prbg.g_00109	Syab.g_00480, Syab.g_00502
OG0001338	Prbg.g_00112	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Prbg.g_00875	Syab.g_02496
OG0001340	Prbg.g_00110	Syab.g_00503
OG0001341	Prbg.g_01541	Syab.g_01779
OG0001343	Prbg.g_01060	Syab.g_00359
OG0001344	Prbg.g_01482	Syab.g_00974
OG0001345	Prbg.g_01466	Syab.g_01008
OG0001346	Prbg.g_00478	Syab.g_00914
OG0001348	Prbg.g_00712	Syab.g_01258
OG0001351	Prbg.g_00177	Syab.g_00625
OG0001353	Prbg.g_01192	Syab.g_01702
OG0001354	Prbg.g_01297	Syab.g_01358
OG0001357	Prbg.g_00451	Syab.g_00620, Syab.g_01373, Syab.g_02891
OG0001359	Prbg.g_01061	Syab.g_00360
OG0001362	Prbg.g_00605	Syab.g_00754
OG0001363	Prbg.g_00607	Syab.g_00752
OG0001364	Prbg.g_01814	Syab.g_00211
OG0001365	Prbg.g_01897	Syab.g_02760
OG0001369	Prbg.g_00862	Syab.g_02483
OG0001370	Prbg.g_00182	Syab.g_01831
OG0001375	Prbg.g_01059	Syab.g_00358
OG0001379	Prbg.g_00471	Syab.g_00923
OG0001381	Prbg.g_01511	Syab.g_01937
OG0001382	Prbg.g_01554	Syab.g_00393
OG0001394	Prbg.g_01099	Syab.g_01599
OG0001397	Prbg.g_00606	Syab.g_00753
OG0001398	Prbg.g_00737	Syab.g_02457
OG0001401	Prbg.g_01197	Syab.g_01708
OG0001402	Prbg.g_00344	Syab.g_01896
OG0001404	Prbg.g_00801	Syab.g_02433
OG0001407	Prbg.g_01558	Syab.g_01158
OG0001409	Prbg.g_01478	Syab.g_00988
OG0001410	Prbg.g_00503	Syab.g_01550
OG0001411	Prbg.g_00808	Syab.g_00147
OG0001414	Prbg.g_01011	Syab.g_01938
OG0001415	Prbg.g_01013	Syab.g_02471
OG0001419	Prbg.g_01557	Syab.g_01159
OG0001425	Prbg.g_01907	Syab.g_02777
OG0001428	Prbg.g_00950	Syab.g_02594
OG0001429	Prbg.g_01259	Syab.g_01423
OG0001430	Prbg.g_01550	Syab.g_02743
OG0001434	Prbg.g_01104	Syab.g_01594
OG0001435	Prbg.g_01080	Syab.g_01637
OG0001443	Prbg.g_01547	Syab.g_02794
OG0001448	Prbg.g_00175	Syab.g_01789
OG0001450	Prbg.g_01129	Syab.g_01081
OG0001461	Prbg.g_00817	Syab.g_01754
OG0001463	Prbg.g_00066	Syab.g_01104
OG0001467	Prbg.g_00524	Syab.g_00805
OG0001472	Prbg.g_00367	Syab.g_01800
OG0001476	Prbg.g_01479	Syab.g_00984
OG0001477	Prbg.g_00384	Syab.g_01191
OG0001481	Prbg.g_00457	Syab.g_00621
OG0001484	Prbg.g_00696	Syab.g_02849
OG0001486	Prbg.g_01488	Syab.g_00967
OG0001488	Prbg.g_01473	Syab.g_00994
OG0001489	Prbg.g_01800	Syab.g_00462
OG0001496	Prbg.g_00386	Syab.g_01188
OG0001497	Prbg.g_00385	Syab.g_01190
OG0001498	Prbg.g_00138	Syab.g_00552
OG0001505	Prbg.g_00039	Syab.g_00189
OG0001510	Prbg.g_01853	Syab.g_00103
OG0001511	Prbg.g_00884	Syab.g_02509
OG0001512	Prbg.g_01543	Syab.g_02368
OG0001513	Prbg.g_01582	Syab.g_00470
OG0001514	Prbg.g_00387	Syab.g_01187
OG0001515	Prbg.g_01134	Syab.g_01176
OG0001516	Prbg.g_01392	Syab.g_01554
OG0001517	Prbg.g_00118	Syab.g_00524
OG0001518	Prbg.g_01906	Syab.g_02775
OG0001519	Prbg.g_01911	Syab.g_02796
OG0001522	Prbg.g_01193	Syab.g_01703
OG0001525	Prbg.g_01615	Syab.g_01823
OG0001527	Prbg.g_00281	Syab.g_01998
OG0001529	Prbg.g_00833	Syab.g_00051
OG0001530	Prbg.g_00883	Syab.g_02507
OG0001531	Prbg.g_01021	Syab.g_02367
OG0001532	Prbg.g_01455	Syab.g_01024
OG0001534	Prbg.g_01343	Syab.g_01297
OG0001535	Prbg.g_01327	Syab.g_01316
OG0001536	Prbg.g_01283	Syab.g_01388
OG0001537	Prbg.g_01096	Syab.g_01606
OG0001538	Prbg.g_01164	Syab.g_01278
OG0001539	Prbg.g_01074	Syab.g_01641
OG0001540	Prbg.g_00904	Syab.g_02538
OG0001541	Prbg.g_00958	Syab.g_02603
OG0001542	Prbg.g_00964	Syab.g_02614
OG0001543	Prbg.g_00463	Syab.g_02686
OG0001544	Prbg.g_01910	Syab.g_02795
OG0001545	Prbg.g_01925	Syab.g_02874
OG0001557	Prbg.g_01100	Syab.g_01598
OG0001559	Prbg.g_00882	Syab.g_02506
OG0001560	Prbg.g_00871	Syab.g_02492
OG0001561	Prbg.g_01333	Syab.g_01309
OG0001562	Prbg.g_01320	Syab.g_01324
OG0001564	Prbg.g_00814	Syab.g_00177
OG0001565	Prbg.g_00432	Syab.g_01837
OG0001572	Prbg.g_00406	Syab.g_02215
OG0001574	Prbg.g_00279	Syab.g_02000
OG0001575	Prbg.g_00284	Syab.g_01995
OG0001576	Prbg.g_00491	Syab.g_00896
OG0001577	Prbg.g_01491	Syab.g_00964
OG0001579	Prbg.g_00107	Syab.g_00489, Syab.g_00494
OG0001580	Prbg.g_00826	Syab.g_02740
OG0001589	Prbg.g_01695	Syab.g_02331
OG0001591	Prbg.g_01113	Syab.g_01566
OG0001592	Prbg.g_00827	Syab.g_02741
OG0001614	Prbg.g_01841	Syab.g_00121
OG0001616	Prbg.g_01463	Syab.g_01013
OG0001617	Prbg.g_01138	Syab.g_01183
OG0001619	Prbg.g_01276	Syab.g_01399
OG0001620	Prbg.g_00126	Syab.g_00535
OG0001621	Prbg.g_01036	Syab.g_00337
OG0001622	Prbg.g_01934	Syab.g_02884
OG0001636	Prbg.g_00839	Syab.g_00041
OG0001638	Prbg.g_01661	Syab.g_02270
OG0001639	Prbg.g_00640	Syab.g_02170
OG0001640	Prbg.g_01246	Syab.g_01233
OG0001641	Prbg.g_01308	Syab.g_01341
OG0001642	Prbg.g_01213	Syab.g_02027
OG0001643	Prbg.g_01417	Syab.g_01869
OG0001644	Prbg.g_01362	Syab.g_01672
OG0001654	Prbg.g_00638	Syab.g_02168
OG0001656	Prbg.g_00106	Syab.g_00493
OG0001657	Prbg.g_00933	Syab.g_02575
OG0001658	Prbg.g_00831	Syab.g_02754
OG0001659	Prbg.g_00717	Syab.g_01020
OG0001669	Prbg.g_00495, Prbg.g_01592	Syab.g_02892
OG0001676	Prbg.g_00108	Syab.g_00492
OG0001678	Prbg.g_01717	Syab.g_00370
OG0001679	Prbg.g_00113	Syab.g_02475, Syab.g_01425
OG0001693	Prbg.g_01594	Syab.g_01209
OG0001709	Prbg.g_00567	Syab.g_00162
OG0001717	Prbg.g_00391	Syab.g_02588
OG0001747	Prbg.g_00146	Syab.g_02559
OG0001758	Prbg.g_01628	Syab.g_01483
OG0001770	Prbg.g_01565	Syab.g_01743
OG0001807	Prbg.g_00815	Syab.g_00215
OG0001875	Prbg.g_01627	Syab.g_01493
OG0001876	Prbg.g_01626	Syab.g_01494
OG0001917	Prbg.g_01328	Syab.g_01314
OG0001922	Prbg.g_00573	Syab.g_00153
OG0001965	Prbg.g_01584	Syab.g_02045
OG0002003	Prbg.g_00014	Syab.g_01175
OG0002106	Prbg.g_00449	Syab.g_00956
OG0002122	Prbg.g_00015	Syab.g_01174
OG0002177	Prbg.g_00355	Syab.g_01480
OG0002246	Prbg.g_01598	Syab.g_00563
OG0002340	Prbg.g_00988	Syab.g_02676
OG0002433	Prbg.g_00736	Syab.g_02671
OG0002663	Prbg.g_01629	Syab.g_00346
