Orthogroup	Prbg	Prae
OG0001123	Prbg.g_01330	Prae.g_01016
OG0001124	Prbg.g_01332	Prae.g_01018
OG0001125	Prbg.g_01334	Prae.g_01019
OG0001126	Prbg.g_01245	Prae.g_01029
OG0001127	Prbg.g_01244	Prae.g_01030
OG0001128	Prbg.g_01242	Prae.g_01032
OG0001129	Prbg.g_01241	Prae.g_01033
OG0001130	Prbg.g_01240	Prae.g_01034
OG0001131	Prbg.g_00141	Prae.g_01072
OG0001132	Prbg.g_00022	Prae.g_01081
OG0001133	Prbg.g_00528	Prae.g_01115
OG0001134	Prbg.g_00749	Prae.g_01130
OG0001135	Prbg.g_00752	Prae.g_01133
OG0001136	Prbg.g_01489	Prae.g_01160
OG0001137	Prbg.g_01477	Prae.g_01171
OG0001138	Prbg.g_01456	Prae.g_01189
OG0001139	Prbg.g_01454	Prae.g_01190
OG0001140	Prbg.g_01453	Prae.g_01191
OG0001141	Prbg.g_01452	Prae.g_01192
OG0001142	Prbg.g_01451	Prae.g_01193
OG0001143	Prbg.g_01444	Prae.g_01200
OG0001144	Prbg.g_01439	Prae.g_01205
OG0001145	Prbg.g_00469	Prae.g_01320
OG0001146	Prbg.g_00481	Prae.g_01333
OG0001147	Prbg.g_00501	Prae.g_01354
OG0001148	Prbg.g_00531	Prae.g_01370
OG0001149	Prbg.g_00532	Prae.g_01371
OG0001150	Prbg.g_00533	Prae.g_01372
OG0001151	Prbg.g_00544	Prae.g_01383
OG0001152	Prbg.g_00545	Prae.g_01384
OG0001153	Prbg.g_00623	Prae.g_01491
OG0001154	Prbg.g_00624	Prae.g_01492
OG0001155	Prbg.g_00641	Prae.g_01504
OG0001156	Prbg.g_00644	Prae.g_01507
OG0001157	Prbg.g_00645	Prae.g_01508
OG0001158	Prbg.g_00646	Prae.g_01509
OG0001159	Prbg.g_00647	Prae.g_01510
OG0001160	Prbg.g_00673	Prae.g_01534
OG0001161	Prbg.g_01593	Prae.g_01547
OG0001162	Prbg.g_00726	Prae.g_01558
OG0001163	Prbg.g_01641	Prae.g_01615
OG0001164	Prbg.g_01645	Prae.g_01619
OG0001165	Prbg.g_01648	Prae.g_01622
OG0001166	Prbg.g_01669	Prae.g_01642
OG0001167	Prbg.g_01686	Prae.g_01659
OG0001168	Prbg.g_01688	Prae.g_01661
OG0001169	Prbg.g_01690	Prae.g_01663
OG0001170	Prbg.g_01692	Prae.g_01665
OG0001171	Prbg.g_01702	Prae.g_01674
OG0001172	Prbg.g_01718	Prae.g_01689
OG0001173	Prbg.g_01719	Prae.g_01690
OG0001174	Prbg.g_01727	Prae.g_01698
OG0001175	Prbg.g_01728	Prae.g_01699
OG0001176	Prbg.g_01736	Prae.g_01706
OG0001177	Prbg.g_01738	Prae.g_01709
OG0001178	Prbg.g_01655	Prae.g_01714
OG0001179	Prbg.g_01768	Prae.g_01742
OG0001180	Prbg.g_01791	Prae.g_01765
OG0001181	Prbg.g_01795	Prae.g_01769
OG0001182	Prbg.g_01803	Prae.g_01776
OG0001183	Prbg.g_01808	Prae.g_01780
OG0001184	Prbg.g_01826	Prae.g_01796
OG0001185	Prbg.g_01842	Prae.g_01810
OG0001186	Prbg.g_01866	Prae.g_01833
OG0001187	Prbg.g_01869	Prae.g_01837
OG0001188	Prbg.g_01871	Prae.g_01839
OG0001189	Prbg.g_01888	Prae.g_01856
OG0001190	Prbg.g_01893	Prae.g_01860
OG0001191	Prbg.g_01903	Prae.g_01870
OG0001192	Prbg.g_01908	Prae.g_01875
OG0001193	Prbg.g_01920	Prae.g_01885
OG0001194	Prbg.g_01921	Prae.g_01886
OG0001195	Prbg.g_01922	Prae.g_01887
OG0001196	Prbg.g_01938	Prae.g_01900
OG0001197	Prbg.g_01940	Prae.g_01901
OG0001198	Prbg.g_00764	Prae.g_01908
OG0001199	Prbg.g_00795	Prae.g_00074
OG0001200	Prbg.g_00793	Prae.g_00076
OG0001201	Prbg.g_00880	Prae.g_00107
OG0001202	Prbg.g_00978	Prae.g_00202
OG0001203	Prbg.g_01020	Prae.g_00241
OG0001204	Prbg.g_01026	Prae.g_00246
OG0001205	Prbg.g_00165	Prae.g_00419
OG0001206	Prbg.g_00185	Prae.g_00436
OG0001207	Prbg.g_00196	Prae.g_00451
OG0001208	Prbg.g_00201	Prae.g_00456
OG0001209	Prbg.g_00252	Prae.g_00510
OG0001210	Prbg.g_00257	Prae.g_00515
OG0001211	Prbg.g_00268	Prae.g_00525
OG0001212	Prbg.g_00315	Prae.g_00570
OG0001213	Prbg.g_00350	Prae.g_00603
OG0001214	Prbg.g_01420	Prae.g_00611
OG0001215	Prbg.g_01132	Prae.g_00664
OG0001216	Prbg.g_01153	Prae.g_00713
OG0001217	Prbg.g_00006	Prae.g_00752
OG0001218	Prbg.g_01549	Prae.g_00759
OG0001219	Prbg.g_01258	Prae.g_00794
OG0001220	Prbg.g_01215	Prae.g_00857
OG0001221	Prbg.g_01095	Prae.g_00919
OG0001222	Prbg.g_01337	Prae.g_00956
OG0001223	Prbg.g_01305	Prae.g_00982
OG0001224	Prbg.g_01238	Prae.g_01036
OG0001225	Prbg.g_01236	Prae.g_01038
OG0001226	Prbg.g_00358	Prae.g_01066
OG0001227	Prbg.g_01534	Prae.g_01084
OG0001228	Prbg.g_01436	Prae.g_01208
OG0001229	Prbg.g_01548	Prae.g_01366
OG0001230	Prbg.g_00584	Prae.g_01451
OG0001231	Prbg.g_00142	Prae.g_01556
OG0001232	Prbg.g_01673	Prae.g_01646
OG0001233	Prbg.g_01693	Prae.g_01666
OG0001234	Prbg.g_01730	Prae.g_01701
OG0001235	Prbg.g_01734	Prae.g_01711
OG0001236	Prbg.g_01823	Prae.g_01793
OG0001237	Prbg.g_01827	Prae.g_01797
OG0001238	Prbg.g_01904	Prae.g_01871
OG0001239	Prbg.g_00798	Prae.g_00071
OG0001240	Prbg.g_00863	Prae.g_00093
OG0001241	Prbg.g_00873	Prae.g_00101
OG0001242	Prbg.g_00893	Prae.g_00119
OG0001243	Prbg.g_00900	Prae.g_00125
OG0001244	Prbg.g_00915	Prae.g_00141
OG0001245	Prbg.g_01525	Prae.g_00380
OG0001247	Prbg.g_01125	Prae.g_00657
OG0001248	Prbg.g_01127	Prae.g_00659
OG0001249	Prbg.g_00114	Prae.g_00784
OG0001250	Prbg.g_01202	Prae.g_00846
OG0001251	Prbg.g_01063	Prae.g_00893
OG0001252	Prbg.g_01243	Prae.g_01031
OG0001253	Prbg.g_00361	Prae.g_01085
OG0001254	Prbg.g_00751	Prae.g_01132
OG0001255	Prbg.g_01504	Prae.g_01147
OG0001256	Prbg.g_00680	Prae.g_01549
OG0001258	Prbg.g_01646	Prae.g_01620
OG0001259	Prbg.g_01691	Prae.g_01664
OG0001260	Prbg.g_01708	Prae.g_01680
OG0001261	Prbg.g_01776	Prae.g_01750
OG0001262	Prbg.g_01886	Prae.g_01854
OG0001263	Prbg.g_00902	Prae.g_00128
OG0001265	Prbg.g_00892	Prae.g_00118
OG0001266	Prbg.g_00982	Prae.g_00206
OG0001267	Prbg.g_00059	Prae.g_00281
OG0001268	Prbg.g_00122	Prae.g_00339
OG0001269	Prbg.g_01214	Prae.g_00358
OG0001270	Prbg.g_00154	Prae.g_00408
OG0001271	Prbg.g_00191	Prae.g_00446
OG0001272	Prbg.g_00205	Prae.g_00460
OG0001273	Prbg.g_01426	Prae.g_00605
OG0001274	Prbg.g_01006	Prae.g_00677
OG0001275	Prbg.g_01315	Prae.g_00992
OG0001276	Prbg.g_01329	Prae.g_01015
OG0001277	Prbg.g_01926	Prae.g_01074
OG0001278	Prbg.g_01432	Prae.g_01213
OG0001279	Prbg.g_00407	Prae.g_01265
OG0001280	Prbg.g_00476	Prae.g_01328
OG0001281	Prbg.g_00482	Prae.g_01334
OG0001282	Prbg.g_00530	Prae.g_01369
OG0001283	Prbg.g_01935	Prae.g_01388
OG0001284	Prbg.g_00666	Prae.g_01529
OG0001285	Prbg.g_01676	Prae.g_01649
OG0001286	Prbg.g_01789	Prae.g_01762
OG0001287	Prbg.g_01849	Prae.g_01817
OG0001288	Prbg.g_01859	Prae.g_01826
OG0001289	Prbg.g_00783	Prae.g_00087
OG0001290	Prbg.g_00872	Prae.g_00100
OG0001291	Prbg.g_00910	Prae.g_00135
OG0001292	Prbg.g_01031	Prae.g_00251
OG0001293	Prbg.g_01044	Prae.g_00264
OG0001295	Prbg.g_00714	Prae.g_00441
OG0001296	Prbg.g_00228	Prae.g_00483
OG0001297	Prbg.g_00233	Prae.g_00488
OG0001298	Prbg.g_00295	Prae.g_00551
OG0001299	Prbg.g_01389	Prae.g_00640
OG0001300	Prbg.g_01136	Prae.g_00667
OG0001301	Prbg.g_01141	Prae.g_00670
OG0001302	Prbg.g_01254	Prae.g_00793
OG0001303	Prbg.g_01612	Prae.g_00996
OG0001304	Prbg.g_01342	Prae.g_01025
OG0001305	Prbg.g_01230	Prae.g_01044
OG0001306	Prbg.g_01501	Prae.g_01149
OG0001307	Prbg.g_00504	Prae.g_01351
OG0001308	Prbg.g_00601	Prae.g_01469
OG0001309	Prbg.g_00708	Prae.g_01553
OG0001310	Prbg.g_01663	Prae.g_01635
OG0001311	Prbg.g_01331	Prae.g_01017
OG0001315	Prbg.g_01539	Prae.g_00061
OG0001316	Prbg.g_00914	Prae.g_00140
OG0001317	Prbg.g_01016	Prae.g_00237
OG0001318	Prbg.g_01040	Prae.g_00259
OG0001319	Prbg.g_00052	Prae.g_00275
OG0001320	Prbg.g_01578, Prbg.g_01611	Prae.g_00381
OG0001321	Prbg.g_00171	Prae.g_00425
OG0001322	Prbg.g_00172	Prae.g_00426
OG0001323	Prbg.g_00238	Prae.g_00493
OG0001324	Prbg.g_01137	Prae.g_00668
OG0001325	Prbg.g_01372	Prae.g_00716
OG0001327	Prbg.g_01072	Prae.g_01057
OG0001328	Prbg.g_00458	Prae.g_01083
OG0001329	Prbg.g_01609	Prae.g_01122
OG0001330	Prbg.g_00697	Prae.g_01292
OG0001331	Prbg.g_00535	Prae.g_01374
OG0001332	Prbg.g_00637	Prae.g_01502
OG0001333	Prbg.g_01687	Prae.g_01660
OG0001334	Prbg.g_01811	Prae.g_01783
OG0001335	Prbg.g_01812	Prae.g_01784
OG0001339	Prbg.g_00875	Prae.g_00103
OG0001340	Prbg.g_00110	Prae.g_00329
OG0001341	Prbg.g_01541	Prae.g_00750
OG0001342	Prbg.g_01632	Prae.g_00788
OG0001343	Prbg.g_01060	Prae.g_00890
OG0001344	Prbg.g_01482	Prae.g_01167
OG0001345	Prbg.g_01466	Prae.g_01182
OG0001346	Prbg.g_00478	Prae.g_01330
OG0001348	Prbg.g_00712	Prae.g_01578
OG0001351	Prbg.g_00177	Prae.g_00428
OG0001352	Prbg.g_01121	Prae.g_00654
OG0001353	Prbg.g_01192	Prae.g_00838
OG0001354	Prbg.g_01297	Prae.g_00974
OG0001356	Prbg.g_01638	Prae.g_01231
OG0001359	Prbg.g_01061	Prae.g_00891
OG0001362	Prbg.g_00605	Prae.g_01473
OG0001363	Prbg.g_00607	Prae.g_01475
OG0001364	Prbg.g_01814	Prae.g_01786
OG0001365	Prbg.g_01897	Prae.g_01864
OG0001369	Prbg.g_00862	Prae.g_00092
OG0001371	Prbg.g_01120	Prae.g_00653
OG0001372	Prbg.g_00359	Prae.g_00758
OG0001375	Prbg.g_01059	Prae.g_00889
OG0001379	Prbg.g_00471	Prae.g_01323
OG0001380	Prbg.g_01551	Prae.g_01356
OG0001381	Prbg.g_01511	Prae.g_01362
OG0001382	Prbg.g_01554	Prae.g_01570
OG0001397	Prbg.g_00606	Prae.g_01474
OG0001398	Prbg.g_00737	Prae.g_01583
OG0001401	Prbg.g_01197	Prae.g_00687
OG0001402	Prbg.g_00344	Prae.g_00767
OG0001403	Prbg.g_00843	Prae.g_00030
OG0001404	Prbg.g_00801	Prae.g_00068
OG0001407	Prbg.g_01558	Prae.g_01064
OG0001409	Prbg.g_01478	Prae.g_01170
OG0001410	Prbg.g_00503	Prae.g_01352
OG0001414	Prbg.g_01011	Prae.g_00232
OG0001415	Prbg.g_01013	Prae.g_00234
OG0001418	Prbg.g_01126	Prae.g_00658
OG0001419	Prbg.g_01557	Prae.g_01065
OG0001421	Prbg.g_00681	Prae.g_01550
OG0001422	Prbg.g_01561	Prae.g_01576
OG0001424	Prbg.g_00025	Prae.g_00894
OG0001425	Prbg.g_01907	Prae.g_01874
OG0001428	Prbg.g_00950	Prae.g_00175
OG0001429	Prbg.g_01259	Prae.g_00795
OG0001430	Prbg.g_01550	Prae.g_01287
OG0001431	Prbg.g_00722, Prbg.g_01532	Prae.g_01290
OG0001433	Prbg.g_01637	Prae.g_01232
OG0001437	Prbg.g_01012	Prae.g_00233
OG0001440	Prbg.g_01614, Prbg.g_01608	Prae.g_00402
OG0001446	Prbg.g_00017	Prae.g_00079
OG0001448	Prbg.g_00175	Prae.g_00366
OG0001450	Prbg.g_01129	Prae.g_00661
OG0001451	Prbg.g_01226	Prae.g_00866
OG0001455	Prbg.g_01542	Prae.g_01322
OG0001460	Prbg.g_01636	Prae.g_01233
OG0001461	Prbg.g_00817	Prae.g_01228
OG0001463	Prbg.g_00066	Prae.g_00287
OG0001464	Prbg.g_00111	Prae.g_00330
OG0001465	Prbg.g_01148	Prae.g_00676
OG0001467	Prbg.g_00524	Prae.g_00785
OG0001468	Prbg.g_01051	Prae.g_01054
OG0001472	Prbg.g_00367	Prae.g_01552
OG0001481	Prbg.g_00457	Prae.g_00373
OG0001484	Prbg.g_00696	Prae.g_01299
OG0001485	Prbg.g_00414	Prae.g_01588
OG0001486	Prbg.g_01488	Prae.g_01161
OG0001491	Prbg.g_01251	Prae.g_00791
OG0001500	Prbg.g_01046	Prae.g_00266
OG0001501	Prbg.g_01070	Prae.g_00679
OG0001503	Prbg.g_00011	Prae.g_01137
OG0001506	Prbg.g_00635	Prae.g_01500
OG0001521	Prbg.g_01249	Prae.g_00751
OG0001523	Prbg.g_00754	Prae.g_01134
OG0001524	Prbg.g_00755	Prae.g_01135
OG0001525	Prbg.g_01615	Prae.g_01561
OG0001526	Prbg.g_00813	Prae.g_01684, Prae.g_01425
OG0001549	Prbg.g_01224	Prae.g_00864
OG0001550	Prbg.g_00007	Prae.g_01119
OG0001552	Prbg.g_00684	Prae.g_01225
OG0001566	Prbg.g_01117	Prae.g_00650
OG0001569	Prbg.g_00442	Prae.g_01091
OG0001571	Prbg.g_00404	Prae.g_01113
OG0001581	Prbg.g_00496	Prae.g_00147
OG0001583	Prbg.g_01250	Prae.g_00790
OG0001587	Prbg.g_01710	Prae.g_01682
OG0001595	Prbg.g_00803	Prae.g_00067
OG0001596	Prbg.g_00794	Prae.g_00075
OG0001597	Prbg.g_00632	Prae.g_00361
OG0001598	Prbg.g_01139	Prae.g_00399
OG0001599	Prbg.g_00183	Prae.g_00434
OG0001600	Prbg.g_00230	Prae.g_00485
OG0001601	Prbg.g_01115	Prae.g_00648
OG0001603	Prbg.g_01253	Prae.g_00792
OG0001604	Prbg.g_01092	Prae.g_00916
OG0001605	Prbg.g_00012	Prae.g_01008
OG0001606	Prbg.g_00002	Prae.g_01071
OG0001607	Prbg.g_00416	Prae.g_01136
OG0001608	Prbg.g_01345	Prae.g_01359
OG0001609	Prbg.g_00633	Prae.g_01498
OG0001610	Prbg.g_00636	Prae.g_01501
OG0001611	Prbg.g_01571	Prae.g_01564
OG0001626	Prbg.g_00421	Prae.g_00749
OG0001628	Prbg.g_00357	Prae.g_00761
OG0001629	Prbg.g_00395	Prae.g_00762
OG0001630	Prbg.g_01068	Prae.g_00898
OG0001631	Prbg.g_00412	Prae.g_01060
OG0001648	Prbg.g_01586	Prae.g_00372
OG0001649	Prbg.g_00004	Prae.g_01062
OG0001651	Prbg.g_01522	Prae.g_01562
OG0001663	Prbg.g_01505	Prae.g_01146
OG0001684	Prbg.g_00308	Prae.g_00563
OG0001685	Prbg.g_00362	Prae.g_00868
OG0001686	Prbg.g_01526	Prae.g_01007
OG0001687	Prbg.g_00181	Prae.g_01053
OG0001689	Prbg.g_01857	Prae.g_01824
OG0001701	Prbg.g_00812	Prae.g_01685
OG0001705	Prbg.g_01712	Prae.g_00395
OG0001706	Prbg.g_00732	Prae.g_00999
OG0001707	Prbg.g_01533	Prae.g_01078
OG0001710	Prbg.g_00375	Prae.g_01704
OG0001722	Prbg.g_01066	Prae.g_00896
OG0001820	Prbg.g_00023	Prae.g_00744
OG0001988	Prbg.g_00453	Prae.g_01346
OG0002030	Prbg.g_01563	Prae.g_01347
OG0002270	Prbg.g_00562	Prae.g_01407
OG0002487	Prbg.g_00460	Prae.g_01603
OG0002702	Prbg.g_01622	Prae.g_01260
OG0002703	Prbg.g_00037	Prae.g_01419
OG0002786	Prbg.g_00437	Prae.g_00684
OG0002903	Prbg.g_00438	Prae.g_00685
