Orthogroup	Prbg	Syap
OG0001291	Prbg.g_00910	Syap.g_02207
OG0001292	Prbg.g_01031	Syap.g_01583
OG0001297	Prbg.g_00233	Syap.g_00255
OG0001299	Prbg.g_01389	Syap.g_01959
OG0001303	Prbg.g_01612	Syap.g_02795
OG0001304	Prbg.g_01342	Syap.g_00536
OG0001305	Prbg.g_01230	Syap.g_01562
OG0001306	Prbg.g_01501	Syap.g_00245
OG0001307	Prbg.g_00504	Syap.g_00403
OG0001308	Prbg.g_00601	Syap.g_02751, Syap.g_02750
OG0001310	Prbg.g_01663	Syap.g_01774
OG0001311	Prbg.g_01331	Syap.g_01871
OG0001312	Prbg.g_01267	Syap.g_01735
OG0001314	Prbg.g_00439	Syap.g_00330, Syap.g_00391
OG0001315	Prbg.g_01539	Syap.g_00596
OG0001318	Prbg.g_01040	Syap.g_01596, Syap.g_01597
OG0001319	Prbg.g_00052	Syap.g_02338
OG0001323	Prbg.g_00238	Syap.g_00757
OG0001332	Prbg.g_00637	Syap.g_01548
OG0001333	Prbg.g_01687	Syap.g_01373
OG0001337	Prbg.g_00109	Syap.g_00576
OG0001345	Prbg.g_01466	Syap.g_01877, Syap.g_02776
OG0001346	Prbg.g_00478	Syap.g_01484
OG0001348	Prbg.g_00712	Syap.g_00938
OG0001351	Prbg.g_00177	Syap.g_01996
OG0001353	Prbg.g_01192	Syap.g_01849
OG0001364	Prbg.g_01814	Syap.g_01052
OG0001365	Prbg.g_01897	Syap.g_00138
OG0001368	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441	Syap.g_01576
OG0001371	Prbg.g_01120	Syap.g_02544, Syap.g_02545
OG0001379	Prbg.g_00471	Syap.g_01474
OG0001382	Prbg.g_01554	Syap.g_00677
OG0001394	Prbg.g_01099	Syap.g_00159
OG0001398	Prbg.g_00737	Syap.g_02356
OG0001401	Prbg.g_01197	Syap.g_01844
OG0001411	Prbg.g_00808	Syap.g_00853
OG0001415	Prbg.g_01013	Syap.g_00447, Syap.g_00446
OG0001418	Prbg.g_01126	Syap.g_00221
OG0001422	Prbg.g_01561	Syap.g_01682
OG0001425	Prbg.g_01907	Syap.g_01024
OG0001428	Prbg.g_00950	Syap.g_01196
OG0001433	Prbg.g_01637	Syap.g_00790
OG0001434	Prbg.g_01104	Syap.g_00167
OG0001435	Prbg.g_01080	Syap.g_01259
OG0001437	Prbg.g_01012	Syap.g_00448
OG0001443	Prbg.g_01547	Syap.g_01006
OG0001460	Prbg.g_01636	Syap.g_00789
OG0001461	Prbg.g_00817	Syap.g_02707
OG0001487	Prbg.g_00631	Syap.g_00699
OG0001488	Prbg.g_01473	Syap.g_00209
OG0001489	Prbg.g_01800	Syap.g_00603
OG0001498	Prbg.g_00138	Syap.g_02044, Syap.g_02043
OG0001510	Prbg.g_01853	Syap.g_01117
OG0001511	Prbg.g_00884	Syap.g_02629, Syap.g_02676
OG0001512	Prbg.g_01543	Syap.g_01151, Syap.g_01152
OG0001515	Prbg.g_01134	Syap.g_00906
OG0001516	Prbg.g_01392	Syap.g_01964
OG0001517	Prbg.g_00118	Syap.g_00568
OG0001518	Prbg.g_01906	Syap.g_01026
OG0001519	Prbg.g_01911	Syap.g_02079
OG0001527	Prbg.g_00281	Syap.g_00287, Syap.g_00292
OG0001529	Prbg.g_00833	Syap.g_01809
OG0001530	Prbg.g_00883	Syap.g_02627
OG0001531	Prbg.g_01021	Syap.g_01150
OG0001534	Prbg.g_01343	Syap.g_00534
OG0001535	Prbg.g_01327	Syap.g_01875
OG0001536	Prbg.g_01283	Syap.g_02018
OG0001537	Prbg.g_01096	Syap.g_00153
OG0001538	Prbg.g_01164	Syap.g_00199
OG0001539	Prbg.g_01074	Syap.g_02370
OG0001540	Prbg.g_00904	Syap.g_02214
OG0001541	Prbg.g_00958	Syap.g_01187
OG0001542	Prbg.g_00964	Syap.g_01177
OG0001543	Prbg.g_00463	Syap.g_01417, Syap.g_01416
OG0001557	Prbg.g_01100	Syap.g_00162
OG0001562	Prbg.g_01320	Syap.g_02700
OG0001563	Prbg.g_01784	Syap.g_00473
OG0001564	Prbg.g_00814	Syap.g_00876
OG0001574	Prbg.g_00279	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prbg.g_01491	Syap.g_00232
OG0001580	Prbg.g_00826	Syap.g_01340, Syap.g_01341
OG0001584	Prbg.g_01379	Syap.g_00183
OG0001587	Prbg.g_01710	Syap.g_02669
OG0001592	Prbg.g_00827	Syap.g_01342
OG0001614	Prbg.g_01841	Syap.g_01101
OG0001616	Prbg.g_01463	Syap.g_01884
OG0001619	Prbg.g_01276	Syap.g_01752
OG0001620	Prbg.g_00126	Syap.g_00557
OG0001621	Prbg.g_01036	Syap.g_01592
OG0001622	Prbg.g_01934	Syap.g_02601
OG0001636	Prbg.g_00839	Syap.g_01797
OG0001638	Prbg.g_01661	Syap.g_01778
OG0001639	Prbg.g_00640	Syap.g_00751
OG0001641	Prbg.g_01308	Syap.g_02685
OG0001642	Prbg.g_01213	Syap.g_00530
OG0001643	Prbg.g_01417	Syap.g_00902
OG0001644	Prbg.g_01362	Syap.g_00346
OG0001654	Prbg.g_00638	Syap.g_00753
OG0001657	Prbg.g_00933	Syap.g_02175
OG0001658	Prbg.g_00831	Syap.g_00131
OG0001659	Prbg.g_00717	Syap.g_01892
OG0001678	Prbg.g_01717	Syap.g_02678
OG0001679	Prbg.g_00113	Syap.g_02521
OG0001717	Prbg.g_00391	Syap.g_01200
OG0001733	Prbg.g_01634	Syap.g_00794
OG0001769	Prbg.g_01538	Syap.g_00643
OG0001771	Prbg.g_01577	Syap.g_00329
OG0001842	Prbg.g_00020	Syap.g_00147, Syap.g_00146
OG0001930	Prbg.g_00019	Syap.g_00148
OG0001931	Prbg.g_00018	Syap.g_00149
OG0001956	Prbg.g_01220	Syap.g_01978
OG0001977	Prbg.g_01916	Syap.g_02094
OG0002019	Prbg.g_00720	Syap.g_01103
OG0002098	Prbg.g_00512	Syap.g_02161
OG0002122	Prbg.g_00015	Syap.g_01294
OG0002389	Prbg.g_01804	Syap.g_00600
OG0002588	Prbg.g_00570	Syap.g_02162
OG0002888	Prbg.g_00561	Syap.g_00862
