Orthogroup	Syas	Praz
OG0001180	Syas.g_01583	Praz.g_00257
OG0001181	Syas.g_01579	Praz.g_00253
OG0001182	Syas.g_01571	Praz.g_00246
OG0001183	Syas.g_01564	Praz.g_00241
OG0001184	Syas.g_02188	Praz.g_00225
OG0001185	Syas.g_02162	Praz.g_00211
OG0001186	Syas.g_02113	Praz.g_00187
OG0001187	Syas.g_02111	Praz.g_00183
OG0001189	Syas.g_02089	Praz.g_00163
OG0001190	Syas.g_01881	Praz.g_00159
OG0001191	Syas.g_01900	Praz.g_00149
OG0001193	Syas.g_01952	Praz.g_00134
OG0001194	Syas.g_01953	Praz.g_00133
OG0001195	Syas.g_01954	Praz.g_00132
OG0001196	Syas.g_02010	Praz.g_00119
OG0001197	Syas.g_02012	Praz.g_00118
OG0001198	Syas.g_02031	Praz.g_00362
OG0001199	Syas.g_02516	Praz.g_00434
OG0001200	Syas.g_02514	Praz.g_00436
OG0001201	Syas.g_02419	Praz.g_00468
OG0001202	Syas.g_02270	Praz.g_00559
OG0001203	Syas.g_02557	Praz.g_00598
OG0001204	Syas.g_01687	Praz.g_00603
OG0001205	Syas.g_02745	Praz.g_01883
OG0001207	Syas.g_01260	Praz.g_01851
OG0001208	Syas.g_01251	Praz.g_01846
OG0001209	Syas.g_00065	Praz.g_01793
OG0001210	Syas.g_00761	Praz.g_01788
OG0001211	Syas.g_00788	Praz.g_01778
OG0001212	Syas.g_00847	Praz.g_01734
OG0001213	Syas.g_00100	Praz.g_01701
OG0001214	Syas.g_00744	Praz.g_01693
OG0001215	Syas.g_02245	Praz.g_01640
OG0001217	Syas.g_01397, Syas.g_02493	Praz.g_01567
OG0001218	Syas.g_01309	Praz.g_01560
OG0001219	Syas.g_00399	Praz.g_01523
OG0001220	Syas.g_02447	Praz.g_01460
OG0001221	Syas.g_02669	Praz.g_01397
OG0001222	Syas.g_00448	Praz.g_01358
OG0001223	Syas.g_00541	Praz.g_01332
OG0001224	Syas.g_01015	Praz.g_01280
OG0001225	Syas.g_01017	Praz.g_00064
OG0001226	Syas.g_02506	Praz.g_00090
OG0001227	Syas.g_00824	Praz.g_00108
OG0001228	Syas.g_02195	Praz.g_00709
OG0001229	Syas.g_00285	Praz.g_01141
OG0001230	Syas.g_02806	Praz.g_01049
OG0001231	Syas.g_02050	Praz.g_00944
OG0001232	Syas.g_02649	Praz.g_00854
OG0001233	Syas.g_02592	Praz.g_00834
OG0001234	Syas.g_01310	Praz.g_00320
OG0001235	Syas.g_01646	Praz.g_00310
OG0001236	Syas.g_02191	Praz.g_00228
OG0001237	Syas.g_02187	Praz.g_00224
OG0001238	Syas.g_01901	Praz.g_00148
OG0001239	Syas.g_02519	Praz.g_00431
OG0001240	Syas.g_02435	Praz.g_00453
OG0001241	Syas.g_02427	Praz.g_00461
OG0001242	Syas.g_02398	Praz.g_00479
OG0001243	Syas.g_02391	Praz.g_00485
OG0001244	Syas.g_02370	Praz.g_00501
OG0001245	Syas.g_00524	Praz.g_00794
OG0001246	Syas.g_01829, Syas.g_01224	Praz.g_01824
OG0001249	Syas.g_01547	Praz.g_01534
OG0001250	Syas.g_00239	Praz.g_01471
OG0001251	Syas.g_00516, Syas.g_00408	Praz.g_01423
OG0001252	Syas.g_00994	Praz.g_01285
OG0001253	Syas.g_00143	Praz.g_00109
OG0001255	Syas.g_00492	Praz.g_00008
OG0001256	Syas.g_02698	Praz.g_00951
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Praz.g_00945
OG0001258	Syas.g_02688	Praz.g_00880
OG0001259	Syas.g_02594	Praz.g_00836
OG0001260	Syas.g_02572	Praz.g_00820
OG0001261	Syas.g_01599	Praz.g_00271
OG0001262	Syas.g_02091	Praz.g_00165
OG0001263	Syas.g_02388	Praz.g_00488
OG0001265	Syas.g_02399	Praz.g_00478
OG0001266	Syas.g_02266	Praz.g_00563
OG0001267	Syas.g_01753	Praz.g_00638
OG0001268	Syas.g_01535	Praz.g_00341
OG0001269	Syas.g_00510	Praz.g_00815
OG0001270	Syas.g_01499	Praz.g_01894
OG0001271	Syas.g_01336	Praz.g_01856
OG0001272	Syas.g_01247	Praz.g_01842
OG0001273	Syas.g_00751	Praz.g_01699
OG0001274	Syas.g_01849	Praz.g_01627
OG0001275	Syas.g_00554	Praz.g_01322
OG0001276	Syas.g_00215	Praz.g_01302
OG0001277	Syas.g_00110	Praz.g_00098
OG0001278	Syas.g_01074	Praz.g_00704
OG0001279	Syas.g_02792	Praz.g_01236
OG0001280	Syas.g_01095	Praz.g_01181
OG0001281	Syas.g_02845	Praz.g_01175
OG0001282	Syas.g_01262	Praz.g_01138
OG0001284	Syas.g_02124, Syas.g_02713	Praz.g_00971
OG0001286	Syas.g_01585	Praz.g_00259
OG0001287	Syas.g_00136	Praz.g_00203
OG0001288	Syas.g_02144	Praz.g_00194
OG0001289	Syas.g_02474	Praz.g_00447
OG0001290	Syas.g_02428	Praz.g_00460
OG0001291	Syas.g_02378	Praz.g_00495
OG0001292	Syas.g_01693	Praz.g_00608
OG0001293	Syas.g_01720	Praz.g_00620
OG0001294	Syas.g_00692	Praz.g_00796
OG0001295	Syas.g_00770	Praz.g_01861
OG0001296	Syas.g_01217	Praz.g_01819
OG0001297	Syas.g_01213	Praz.g_01814
OG0001298	Syas.g_00829	Praz.g_01752
OG0001299	Syas.g_00700	Praz.g_01664
OG0001303	Syas.g_00400	Praz.g_01318
OG0001304	Syas.g_00199	Praz.g_01291
OG0001305	Syas.g_01027	Praz.g_00070
OG0001306	Syas.g_01202	Praz.g_00006
OG0001307	Syas.g_01923	Praz.g_01156
OG0001308	Syas.g_02830	Praz.g_01031
OG0001309	Syas.g_00003	Praz.g_00947
OG0001310	Syas.g_02666	Praz.g_00865
OG0001311	Syas.g_00213	Praz.g_01300
OG0001312	Syas.g_00414	Praz.g_01369
OG0001314	Syas.g_01925	Praz.g_01575
OG0001315	Syas.g_01566	Praz.g_00422
OG0001317	Syas.g_02553	Praz.g_00594
OG0001318	Syas.g_01706	Praz.g_00616
OG0001319	Syas.g_01736	Praz.g_00631
OG0001323	Syas.g_00006	Praz.g_01809
OG0001325	Syas.g_00179	Praz.g_01602
OG0001326	Syas.g_01960, Syas.g_01961	Praz.g_01435
OG0001327	Syas.g_00687	Praz.g_00082
OG0001329	Syas.g_00773	Praz.g_00032
OG0001330	Syas.g_02865	Praz.g_01206
OG0001331	Syas.g_01267	Praz.g_01133
OG0001333	Syas.g_02598	Praz.g_00840
OG0001336	Syas.g_02003	Praz.g_00122
OG0001339	Syas.g_02425	Praz.g_00463
OG0001345	Syas.g_01132	Praz.g_00735
OG0001346	Syas.g_02853	Praz.g_01179
OG0001351	Syas.g_01280	Praz.g_01874
OG0001353	Syas.g_00228	Praz.g_01480
OG0001354	Syas.g_00526	Praz.g_01340
OG0001355	Syas.g_01057	Praz.g_00914
OG0001356	Syas.g_01715, Syas.g_00972	Praz.g_01548
OG0001358	Syas.g_00122	Praz.g_01710
OG0001360	Syas.g_01130	Praz.g_00110
OG0001361	Syas.g_01135	Praz.g_00738
OG0001364	Syas.g_02212	Praz.g_00235
OG0001365	Syas.g_01886	Praz.g_00155
OG0001371	Syas.g_02499	Praz.g_01651
OG0001373	Syas.g_01959	Praz.g_01436
OG0001374	Syas.g_01968	Praz.g_01428
OG0001376	Syas.g_00468	Praz.g_00076
OG0001377	Syas.g_00467	Praz.g_00077
OG0001378	Syas.g_01500	Praz.g_00061
OG0001379	Syas.g_02861	Praz.g_01186
OG0001380	Syas.g_00126	Praz.g_01151
OG0001385	Syas.g_01956	Praz.g_01439
OG0001386	Syas.g_01957	Praz.g_01438
OG0001387	Syas.g_01958	Praz.g_01437
OG0001388	Syas.g_01962	Praz.g_01434
OG0001389	Syas.g_01963	Praz.g_01433
OG0001390	Syas.g_01964	Praz.g_01432
OG0001391	Syas.g_01965	Praz.g_01431
OG0001392	Syas.g_01966	Praz.g_01430
OG0001393	Syas.g_01967	Praz.g_01429
OG0001395	Syas.g_00195	Praz.g_01289
OG0001398	Syas.g_02481	Praz.g_00917
OG0001399	Syas.g_02459	Praz.g_00318
OG0001402	Syas.g_00112	Praz.g_01553
OG0001403	Syas.g_02069	Praz.g_00395
OG0001406	Syas.g_00469	Praz.g_00075
OG0001408	Syas.g_00142	Praz.g_00093
OG0001409	Syas.g_00154	Praz.g_00747
OG0001413	Syas.g_01481	Praz.g_00956
OG0001416	Syas.g_01061	Praz.g_01869
OG0001417	Syas.g_00507	Praz.g_01859
OG0001418	Syas.g_01177	Praz.g_01646
OG0001420	Syas.g_00017	Praz.g_00052
OG0001428	Syas.g_02325	Praz.g_00532
OG0001429	Syas.g_00401	Praz.g_01522
OG0001432	Syas.g_01484	Praz.g_00958
OG0001433	Syas.g_01398	Praz.g_01549
OG0001439	Syas.g_01809	Praz.g_00664
OG0001441	Syas.g_00008	Praz.g_01807
OG0001447	Syas.g_02390	Praz.g_00486
OG0001449	Syas.g_02567	Praz.g_00772
OG0001450	Syas.g_02208, Syas.g_00474	Praz.g_01643
OG0001451	Syas.g_02342, Syas.g_02343	Praz.g_01451
OG0001452	Syas.g_01700	Praz.g_01421
OG0001453	Syas.g_00547	Praz.g_01328
OG0001454	Syas.g_01483	Praz.g_00103
OG0001456	Syas.g_01969	Praz.g_00015
OG0001457	Syas.g_01970	Praz.g_00014
OG0001458	Syas.g_01971	Praz.g_00013
OG0001459	Syas.g_02778	Praz.g_01222
OG0001460	Syas.g_01399	Praz.g_01550
OG0001471	Syas.g_01819	Praz.g_00955
OG0001473	Syas.g_00323	Praz.g_00186
OG0001474	Syas.g_01534	Praz.g_00342
OG0001475	Syas.g_02120	Praz.g_01105
OG0001479	Syas.g_01537	Praz.g_01934
OG0001480	Syas.g_00771	Praz.g_00806
OG0001482	Syas.g_00535	Praz.g_01871
OG0001486	Syas.g_01186	Praz.g_00757
OG0001492	Syas.g_01077	Praz.g_00707
OG0001493	Syas.g_01069	Praz.g_00699
OG0001502	Syas.g_00290	Praz.g_01542
OG0001504	Syas.g_02777	Praz.g_01221
OG0001505	Syas.g_02135	Praz.g_01106
OG0001507	Syas.g_01183	Praz.g_00902
OG0001508	Syas.g_02114	Praz.g_01117
OG0001520	Syas.g_00828	Praz.g_00780
OG0001522	Syas.g_00369	Praz.g_01479
OG0001546	Syas.g_00011	Praz.g_01804
OG0001547	Syas.g_00300	Praz.g_01540
OG0001549	Syas.g_00482	Praz.g_01453
OG0001554	Syas.g_00153	Praz.g_00949
OG0001555	Syas.g_00654	Praz.g_00934
OG0001564	Syas.g_01034	Praz.g_01077
OG0001565	Syas.g_00351	Praz.g_01909
OG0001567	Syas.g_00294	Praz.g_01541
OG0001568	Syas.g_00368	Praz.g_01539
OG0001570	Syas.g_00309	Praz.g_00049
OG0001584	Syas.g_00607	Praz.g_01377
OG0001587	Syas.g_02569	Praz.g_00339
OG0001627	Syas.g_01474	Praz.g_01563
OG0001635	Syas.g_02140	Praz.g_00895
OG0001666	Syas.g_02785	Praz.g_01223
OG0001704	Syas.g_00425, Syas.g_00426	Praz.g_00419
OG0001726	Syas.g_00337	Praz.g_01920
OG0002029	Syas.g_01930, Syas.g_02786	Praz.g_01224
OG0002098	Syas.g_02608	Praz.g_01090
OG0002249	Syas.g_01325	Praz.g_01263
OG0002349	Syas.g_02590	Praz.g_00832
OG0002478	Syas.g_01099	Praz.g_01914
OG0002495	Syas.g_02299	Praz.g_01160
OG0002666	Syas.g_01383	Praz.g_01265
OG0002699	Syas.g_02123	Praz.g_01112
OG0003223	Syas.g_02125	Praz.g_01113
