Orthogroup	Syas	Prae
OG0001181	Syas.g_01579	Prae.g_01769
OG0001182	Syas.g_01571	Prae.g_01776
OG0001183	Syas.g_01564	Prae.g_01780
OG0001184	Syas.g_02188	Prae.g_01796
OG0001185	Syas.g_02162	Prae.g_01810
OG0001186	Syas.g_02113	Prae.g_01833
OG0001187	Syas.g_02111	Prae.g_01837
OG0001189	Syas.g_02089	Prae.g_01856
OG0001190	Syas.g_01881	Prae.g_01860
OG0001191	Syas.g_01900	Prae.g_01870
OG0001193	Syas.g_01952	Prae.g_01885
OG0001194	Syas.g_01953	Prae.g_01886
OG0001195	Syas.g_01954	Prae.g_01887
OG0001196	Syas.g_02010	Prae.g_01900
OG0001197	Syas.g_02012	Prae.g_01901
OG0001198	Syas.g_02031	Prae.g_01908
OG0001199	Syas.g_02516	Prae.g_00074
OG0001200	Syas.g_02514	Prae.g_00076
OG0001201	Syas.g_02419	Prae.g_00107
OG0001202	Syas.g_02270	Prae.g_00202
OG0001203	Syas.g_02557	Prae.g_00241
OG0001204	Syas.g_01687	Prae.g_00246
OG0001205	Syas.g_02745	Prae.g_00419
OG0001207	Syas.g_01260	Prae.g_00451
OG0001208	Syas.g_01251	Prae.g_00456
OG0001209	Syas.g_00065	Prae.g_00510
OG0001210	Syas.g_00761	Prae.g_00515
OG0001211	Syas.g_00788	Prae.g_00525
OG0001212	Syas.g_00847	Prae.g_00570
OG0001213	Syas.g_00100	Prae.g_00603
OG0001214	Syas.g_00744	Prae.g_00611
OG0001215	Syas.g_02245	Prae.g_00664
OG0001217	Syas.g_01397, Syas.g_02493	Prae.g_00752
OG0001218	Syas.g_01309	Prae.g_00759
OG0001219	Syas.g_00399	Prae.g_00794
OG0001220	Syas.g_02447	Prae.g_00857
OG0001221	Syas.g_02669	Prae.g_00919
OG0001222	Syas.g_00448	Prae.g_00956
OG0001223	Syas.g_00541	Prae.g_00982
OG0001224	Syas.g_01015	Prae.g_01036
OG0001225	Syas.g_01017	Prae.g_01038
OG0001226	Syas.g_02506	Prae.g_01066
OG0001227	Syas.g_00824	Prae.g_01084
OG0001228	Syas.g_02195	Prae.g_01208
OG0001229	Syas.g_00285	Prae.g_01366
OG0001230	Syas.g_02806	Prae.g_01451
OG0001231	Syas.g_02050	Prae.g_01556
OG0001232	Syas.g_02649	Prae.g_01646
OG0001233	Syas.g_02592	Prae.g_01666
OG0001234	Syas.g_01310	Prae.g_01701
OG0001235	Syas.g_01646	Prae.g_01711
OG0001236	Syas.g_02191	Prae.g_01793
OG0001237	Syas.g_02187	Prae.g_01797
OG0001238	Syas.g_01901	Prae.g_01871
OG0001239	Syas.g_02519	Prae.g_00071
OG0001240	Syas.g_02435	Prae.g_00093
OG0001241	Syas.g_02427	Prae.g_00101
OG0001242	Syas.g_02398	Prae.g_00119
OG0001243	Syas.g_02391	Prae.g_00125
OG0001244	Syas.g_02370	Prae.g_00141
OG0001245	Syas.g_00524	Prae.g_00380
OG0001246	Syas.g_01829, Syas.g_01224	Prae.g_00478
OG0001249	Syas.g_01547	Prae.g_00784
OG0001250	Syas.g_00239	Prae.g_00846
OG0001251	Syas.g_00516, Syas.g_00408	Prae.g_00893
OG0001252	Syas.g_00994	Prae.g_01031
OG0001253	Syas.g_00143	Prae.g_01085
OG0001255	Syas.g_00492	Prae.g_01147
OG0001256	Syas.g_02698	Prae.g_01549
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prae.g_01555
OG0001258	Syas.g_02688	Prae.g_01620
OG0001259	Syas.g_02594	Prae.g_01664
OG0001260	Syas.g_02572	Prae.g_01680
OG0001261	Syas.g_01599	Prae.g_01750
OG0001262	Syas.g_02091	Prae.g_01854
OG0001263	Syas.g_02388	Prae.g_00128
OG0001265	Syas.g_02399	Prae.g_00118
OG0001266	Syas.g_02266	Prae.g_00206
OG0001267	Syas.g_01753	Prae.g_00281
OG0001268	Syas.g_01535	Prae.g_00339
OG0001269	Syas.g_00510	Prae.g_00358
OG0001270	Syas.g_01499	Prae.g_00408
OG0001271	Syas.g_01336	Prae.g_00446
OG0001272	Syas.g_01247	Prae.g_00460
OG0001273	Syas.g_00751	Prae.g_00605
OG0001274	Syas.g_01849	Prae.g_00677
OG0001275	Syas.g_00554	Prae.g_00992
OG0001276	Syas.g_00215	Prae.g_01015
OG0001277	Syas.g_00110	Prae.g_01074
OG0001278	Syas.g_01074	Prae.g_01213
OG0001279	Syas.g_02792	Prae.g_01265
OG0001280	Syas.g_01095	Prae.g_01328
OG0001281	Syas.g_02845	Prae.g_01334
OG0001282	Syas.g_01262	Prae.g_01369
OG0001284	Syas.g_02124, Syas.g_02713	Prae.g_01529
OG0001286	Syas.g_01585	Prae.g_01762
OG0001287	Syas.g_00136	Prae.g_01817
OG0001288	Syas.g_02144	Prae.g_01826
OG0001289	Syas.g_02474	Prae.g_00087
OG0001290	Syas.g_02428	Prae.g_00100
OG0001291	Syas.g_02378	Prae.g_00135
OG0001292	Syas.g_01693	Prae.g_00251
OG0001293	Syas.g_01720	Prae.g_00264
OG0001294	Syas.g_00692	Prae.g_00378
OG0001295	Syas.g_00770	Prae.g_00441
OG0001296	Syas.g_01217	Prae.g_00483
OG0001297	Syas.g_01213	Prae.g_00488
OG0001298	Syas.g_00829	Prae.g_00551
OG0001299	Syas.g_00700	Prae.g_00640
OG0001303	Syas.g_00400	Prae.g_00996
OG0001304	Syas.g_00199	Prae.g_01025
OG0001305	Syas.g_01027	Prae.g_01044
OG0001306	Syas.g_01202	Prae.g_01149
OG0001307	Syas.g_01923	Prae.g_01351
OG0001308	Syas.g_02830	Prae.g_01469
OG0001309	Syas.g_00003	Prae.g_01553
OG0001310	Syas.g_02666	Prae.g_01635
OG0001311	Syas.g_00213	Prae.g_01017
OG0001315	Syas.g_01566	Prae.g_00061
OG0001317	Syas.g_02553	Prae.g_00237
OG0001318	Syas.g_01706	Prae.g_00259
OG0001319	Syas.g_01736	Prae.g_00275
OG0001323	Syas.g_00006	Prae.g_00493
OG0001325	Syas.g_00179	Prae.g_00716
OG0001326	Syas.g_01960, Syas.g_01961	Prae.g_00881
OG0001327	Syas.g_00687	Prae.g_01057
OG0001329	Syas.g_00773	Prae.g_01122
OG0001330	Syas.g_02865	Prae.g_01292
OG0001331	Syas.g_01267	Prae.g_01374
OG0001333	Syas.g_02598	Prae.g_01660
OG0001336	Syas.g_02003	Prae.g_01897
OG0001339	Syas.g_02425	Prae.g_00103
OG0001345	Syas.g_01132	Prae.g_01182
OG0001346	Syas.g_02853	Prae.g_01330
OG0001348	Syas.g_00119	Prae.g_01578
OG0001351	Syas.g_01280	Prae.g_00428
OG0001353	Syas.g_00228	Prae.g_00838
OG0001354	Syas.g_00526	Prae.g_00974
OG0001356	Syas.g_01715, Syas.g_00972	Prae.g_01231
OG0001358	Syas.g_00122	Prae.g_00594
OG0001360	Syas.g_01130	Prae.g_01086
OG0001361	Syas.g_01135	Prae.g_01179
OG0001364	Syas.g_02212	Prae.g_01786
OG0001365	Syas.g_01886	Prae.g_01864
OG0001371	Syas.g_02499	Prae.g_00653
OG0001373	Syas.g_01959	Prae.g_00880
OG0001374	Syas.g_01968	Prae.g_00888
OG0001376	Syas.g_00468	Prae.g_01050
OG0001377	Syas.g_00467	Prae.g_01051
OG0001378	Syas.g_01500	Prae.g_01095
OG0001379	Syas.g_02861	Prae.g_01323
OG0001380	Syas.g_00126	Prae.g_01356
OG0001385	Syas.g_01956	Prae.g_00877
OG0001386	Syas.g_01957	Prae.g_00878
OG0001387	Syas.g_01958	Prae.g_00879
OG0001388	Syas.g_01962	Prae.g_00882
OG0001389	Syas.g_01963	Prae.g_00883
OG0001390	Syas.g_01964	Prae.g_00884
OG0001391	Syas.g_01965	Prae.g_00885
OG0001392	Syas.g_01966	Prae.g_00886
OG0001393	Syas.g_01967	Prae.g_00887
OG0001395	Syas.g_00195	Prae.g_01027
OG0001398	Syas.g_02481	Prae.g_01583
OG0001399	Syas.g_02459	Prae.g_01703
OG0001401	Syas.g_00233	Prae.g_00687
OG0001402	Syas.g_00112	Prae.g_00767
OG0001403	Syas.g_02069	Prae.g_00030
OG0001406	Syas.g_00469	Prae.g_01049
OG0001408	Syas.g_00142	Prae.g_01069
OG0001409	Syas.g_00154	Prae.g_01170
OG0001413	Syas.g_01481	Prae.g_01544
OG0001416	Syas.g_01061	Prae.g_00433
OG0001417	Syas.g_00507	Prae.g_00443
OG0001418	Syas.g_01177	Prae.g_00658
OG0001420	Syas.g_00017	Prae.g_01104
OG0001428	Syas.g_02325	Prae.g_00175
OG0001429	Syas.g_00401	Prae.g_00795
OG0001432	Syas.g_01484	Prae.g_01542
OG0001433	Syas.g_01398	Prae.g_01232
OG0001438	Syas.g_01767	Prae.g_00294
OG0001439	Syas.g_01809	Prae.g_00308
OG0001441	Syas.g_00008	Prae.g_00495
OG0001447	Syas.g_02390	Prae.g_00126
OG0001449	Syas.g_02567	Prae.g_00394
OG0001450	Syas.g_02208, Syas.g_00474	Prae.g_00661
OG0001451	Syas.g_02342, Syas.g_02343	Prae.g_00866
OG0001452	Syas.g_01700	Prae.g_00895
OG0001453	Syas.g_00547	Prae.g_00986
OG0001454	Syas.g_01483	Prae.g_01079
OG0001456	Syas.g_01969	Prae.g_01140
OG0001457	Syas.g_01970	Prae.g_01141
OG0001458	Syas.g_01971	Prae.g_01142
OG0001459	Syas.g_02778	Prae.g_01277
OG0001460	Syas.g_01399	Prae.g_01233
OG0001461	Syas.g_00566	Prae.g_01228
OG0001471	Syas.g_01819	Prae.g_01545
OG0001473	Syas.g_00323	Prae.g_01834
OG0001474	Syas.g_01534	Prae.g_00340
OG0001480	Syas.g_00771	Prae.g_00368
OG0001482	Syas.g_00535	Prae.g_00431
OG0001484	Syas.g_00166, Syas.g_00167	Prae.g_01299
OG0001486	Syas.g_01186	Prae.g_01161
OG0001492	Syas.g_01077	Prae.g_01210
OG0001493	Syas.g_01069	Prae.g_01218
OG0001495	Syas.g_01641	Prae.g_01708
OG0001502	Syas.g_00290	Prae.g_00776
OG0001504	Syas.g_02777	Prae.g_01278
OG0001520	Syas.g_00828	Prae.g_00389
OG0001546	Syas.g_00011	Prae.g_00498
OG0001547	Syas.g_00300	Prae.g_00778
OG0001549	Syas.g_00482	Prae.g_00864
OG0001554	Syas.g_00153	Prae.g_01551
OG0001555	Syas.g_00654	Prae.g_01566
OG0001556	Syas.g_00976, Syas.g_01679	Prae.g_01237
OG0001558	Syas.g_02053	Prae.g_00690
OG0001567	Syas.g_00294	Prae.g_00777
OG0001568	Syas.g_00368	Prae.g_00779
OG0001570	Syas.g_00309	Prae.g_01106
OG0001587	Syas.g_02569	Prae.g_01682
OG0001625	Syas.g_01708	Prae.g_00261
OG0001627	Syas.g_01474	Prae.g_00756
OG0001635	Syas.g_02140	Prae.g_01601
OG0001652	Syas.g_02051	Prae.g_00688
OG0001666	Syas.g_02785	Prae.g_01276
OG0001671	Syas.g_01830	Prae.g_00695
OG0001700	Syas.g_01390, Syas.g_01391	Prae.g_01234
OG0001749	Syas.g_02217	Prae.g_01394
OG0001995	Syas.g_00916	Prae.g_01259
OG0002029	Syas.g_01930, Syas.g_02786	Prae.g_01275
OG0002364	Syas.g_00402	Prae.g_00796
OG0002787	Syas.g_00915	Prae.g_01301
OG0002788	Syas.g_00914	Prae.g_01302
OG0002789	Syas.g_00913	Prae.g_01303
OG0002790	Syas.g_00912	Prae.g_01304
OG0002791	Syas.g_00911	Prae.g_01305
OG0002792	Syas.g_00910	Prae.g_01306
OG0002793	Syas.g_00909	Prae.g_01307
