Orthogroup	Syas	Prap
OG0001180	Syas.g_01583	Prap.g_01636
OG0001181	Syas.g_01579	Prap.g_01632
OG0001182	Syas.g_01571	Prap.g_01624
OG0001183	Syas.g_01564	Prap.g_01619
OG0001184	Syas.g_02188	Prap.g_01601
OG0001185	Syas.g_02162	Prap.g_01585
OG0001186	Syas.g_02113	Prap.g_01561
OG0001187	Syas.g_02111	Prap.g_01558
OG0001189	Syas.g_02089	Prap.g_01540
OG0001190	Syas.g_01881	Prap.g_01535
OG0001191	Syas.g_01900	Prap.g_01525
OG0001193	Syas.g_01952	Prap.g_01508
OG0001194	Syas.g_01953	Prap.g_01507
OG0001195	Syas.g_01954	Prap.g_01506
OG0001196	Syas.g_02010	Prap.g_01490
OG0001197	Syas.g_02012	Prap.g_01488
OG0001198	Syas.g_02031	Prap.g_01868
OG0001199	Syas.g_02516	Prap.g_00876
OG0001201	Syas.g_02419	Prap.g_01068
OG0001202	Syas.g_02270	Prap.g_00970
OG0001203	Syas.g_02557	Prap.g_01474
OG0001204	Syas.g_01687	Prap.g_01468
OG0001205	Syas.g_02745	Prap.g_01321
OG0001207	Syas.g_01260	Prap.g_01290
OG0001208	Syas.g_01251	Prap.g_01285
OG0001209	Syas.g_00065	Prap.g_01234
OG0001210	Syas.g_00761	Prap.g_01229
OG0001211	Syas.g_00788	Prap.g_01219
OG0001212	Syas.g_00847	Prap.g_01172
OG0001213	Syas.g_00100	Prap.g_01137
OG0001214	Syas.g_00744	Prap.g_00390
OG0001215	Syas.g_02245	Prap.g_00810
OG0001217	Syas.g_01397, Syas.g_02493	Prap.g_00036
OG0001218	Syas.g_01309	Prap.g_00519
OG0001219	Syas.g_00399	Prap.g_00685
OG0001220	Syas.g_02447	Prap.g_00727
OG0001221	Syas.g_02669	Prap.g_00847
OG0001222	Syas.g_00448	Prap.g_00307
OG0001223	Syas.g_00541	Prap.g_00275
OG0001224	Syas.g_01015	Prap.g_00704
OG0001225	Syas.g_01017	Prap.g_00706
OG0001226	Syas.g_02506	Prap.g_01129
OG0001227	Syas.g_00824	Prap.g_00504
OG0001228	Syas.g_02195	Prap.g_00406
OG0001229	Syas.g_00285	Prap.g_00518
OG0001230	Syas.g_02806	Prap.g_00114
OG0001231	Syas.g_02050	Prap.g_01344
OG0001233	Syas.g_02592	Prap.g_01735
OG0001234	Syas.g_01310	Prap.g_01698
OG0001235	Syas.g_01646	Prap.g_01694
OG0001236	Syas.g_02191	Prap.g_01604
OG0001237	Syas.g_02187	Prap.g_01600
OG0001238	Syas.g_01901	Prap.g_01524
OG0001239	Syas.g_02519	Prap.g_00879
OG0001240	Syas.g_02435	Prap.g_01085
OG0001241	Syas.g_02427	Prap.g_01075
OG0001242	Syas.g_02398	Prap.g_01055
OG0001243	Syas.g_02391	Prap.g_01048
OG0001244	Syas.g_02370	Prap.g_01033
OG0001245	Syas.g_00524	Prap.g_00495
OG0001249	Syas.g_01547	Prap.g_01375
OG0001250	Syas.g_00239	Prap.g_00740
OG0001251	Syas.g_00516, Syas.g_00408	Prap.g_00659
OG0001252	Syas.g_00994	Prap.g_00699
OG0001253	Syas.g_00143	Prap.g_01126
OG0001255	Syas.g_00492	Prap.g_00474
OG0001256	Syas.g_02698	Prap.g_00210
OG0001258	Syas.g_02688	Prap.g_01783
OG0001259	Syas.g_02594	Prap.g_01737
OG0001260	Syas.g_02572	Prap.g_01720
OG0001261	Syas.g_01599	Prap.g_01652
OG0001263	Syas.g_02388	Prap.g_01046
OG0001265	Syas.g_02399	Prap.g_01056
OG0001266	Syas.g_02266	Prap.g_00966
OG0001267	Syas.g_01753	Prap.g_01430
OG0001268	Syas.g_01535	Prap.g_01367
OG0001269	Syas.g_00510	Prap.g_00728
OG0001270	Syas.g_01499	Prap.g_01332
OG0001271	Syas.g_01336	Prap.g_01295
OG0001272	Syas.g_01247	Prap.g_01281
OG0001273	Syas.g_00751	Prap.g_00396
OG0001274	Syas.g_01849	Prap.g_00942
OG0001275	Syas.g_00554	Prap.g_00285
OG0001276	Syas.g_00215	Prap.g_00299
OG0001277	Syas.g_00110	Prap.g_01502
OG0001278	Syas.g_01074	Prap.g_00402
OG0001279	Syas.g_02792	Prap.g_00610
OG0001280	Syas.g_01095	Prap.g_00560
OG0001281	Syas.g_02845	Prap.g_00566
OG0001282	Syas.g_01262	Prap.g_00060
OG0001284	Syas.g_02124, Syas.g_02713	Prap.g_00196
OG0001286	Syas.g_01585	Prap.g_01638
OG0001287	Syas.g_00136	Prap.g_01578
OG0001288	Syas.g_02144	Prap.g_01568
OG0001289	Syas.g_02474	Prap.g_01091
OG0001290	Syas.g_02428	Prap.g_01076
OG0001291	Syas.g_02378	Prap.g_01038
OG0001292	Syas.g_01693	Prap.g_01463
OG0001293	Syas.g_01720	Prap.g_01450
OG0001295	Syas.g_00770	Prap.g_01919
OG0001296	Syas.g_01217	Prap.g_01258
OG0001297	Syas.g_01213	Prap.g_01253
OG0001298	Syas.g_00829	Prap.g_01192
OG0001299	Syas.g_00700	Prap.g_00359
OG0001303	Syas.g_00400	Prap.g_01817
OG0001304	Syas.g_00199	Prap.g_00312
OG0001305	Syas.g_01027	Prap.g_00712
OG0001306	Syas.g_01202	Prap.g_00471
OG0001307	Syas.g_01923	Prap.g_01927
OG0001308	Syas.g_02830	Prap.g_00131
OG0001309	Syas.g_00003	Prap.g_00238
OG0001310	Syas.g_02666	Prap.g_01766
OG0001311	Syas.g_00213	Prap.g_00301
OG0001312	Syas.g_00414	Prap.g_00676
OG0001314	Syas.g_01925	Prap.g_00644
OG0001315	Syas.g_01566	Prap.g_00509
OG0001317	Syas.g_02553	Prap.g_01478
OG0001318	Syas.g_01706	Prap.g_01454
OG0001319	Syas.g_01736	Prap.g_01437
OG0001323	Syas.g_00006	Prap.g_01248
OG0001325	Syas.g_00179	Prap.g_00342
OG0001327	Syas.g_00687	Prap.g_00870
OG0001329	Syas.g_00773	Prap.g_01820
OG0001330	Syas.g_02865	Prap.g_00227
OG0001331	Syas.g_01267	Prap.g_00065
OG0001333	Syas.g_02598	Prap.g_01741
OG0001337	Syas.g_01548	Prap.g_01380
OG0001339	Syas.g_02425	Prap.g_01073
OG0001345	Syas.g_01132	Prap.g_00436
OG0001346	Syas.g_02853	Prap.g_00562
OG0001348	Syas.g_00119	Prap.g_01921
OG0001351	Syas.g_01280	Prap.g_01309
OG0001353	Syas.g_00228	Prap.g_00750
OG0001354	Syas.g_00526	Prap.g_00267
OG0001355	Syas.g_01057	Prap.g_00321
OG0001356	Syas.g_01715, Syas.g_00972	Prap.g_01791
OG0001357	Syas.g_00764	Prap.g_00535
OG0001364	Syas.g_02212	Prap.g_01613
OG0001365	Syas.g_01886	Prap.g_01531
OG0001371	Syas.g_02499	Prap.g_00822
OG0001379	Syas.g_02861	Prap.g_00555
OG0001380	Syas.g_00126	Prap.g_00521
OG0001394	Syas.g_00627	Prap.g_00843
OG0001398	Syas.g_02481	Prap.g_01896
OG0001401	Syas.g_00233	Prap.g_00745
OG0001402	Syas.g_00112	Prap.g_01143
OG0001403	Syas.g_02069	Prap.g_00924
OG0001409	Syas.g_00154	Prap.g_00448
OG0001411	Syas.g_01156	Prap.g_00889
OG0001418	Syas.g_01177	Prap.g_00816
OG0001423	Syas.g_02532	Prap.g_00633
OG0001428	Syas.g_02325	Prap.g_00998
OG0001429	Syas.g_00401	Prap.g_00684
OG0001433	Syas.g_01398	Prap.g_01792
OG0001435	Syas.g_00678	Prap.g_00862
OG0001443	Syas.g_01910	Prap.g_00517
OG0001450	Syas.g_02208, Syas.g_00474	Prap.g_00813
OG0001451	Syas.g_02342, Syas.g_02343	Prap.g_00716
OG0001460	Syas.g_01399	Prap.g_01793
OG0001461	Syas.g_00566	Prap.g_00898
OG0001476	Syas.g_00155	Prap.g_00449
OG0001477	Syas.g_00934	Prap.g_00587
OG0001484	Syas.g_00166, Syas.g_00167	Prap.g_00226
OG0001486	Syas.g_01186	Prap.g_00458
OG0001488	Syas.g_01142	Prap.g_00443
OG0001489	Syas.g_01574	Prap.g_01627
OG0001496	Syas.g_00936	Prap.g_00589
OG0001497	Syas.g_00935	Prap.g_00588
OG0001498	Syas.g_01511	Prap.g_01348
OG0001505	Syas.g_02135	Prap.g_00003
OG0001510	Syas.g_02151	Prap.g_01574
OG0001511	Syas.g_02413	Prap.g_01064
OG0001512	Syas.g_02559	Prap.g_00513
OG0001514	Syas.g_00937	Prap.g_00590
OG0001515	Syas.g_00734	Prap.g_00808
OG0001516	Syas.g_00703	Prap.g_00362
OG0001517	Syas.g_01540	Prap.g_01371
OG0001518	Syas.g_01903	Prap.g_01522
OG0001519	Syas.g_01912	Prap.g_01517
OG0001522	Syas.g_00369	Prap.g_00749
OG0001527	Syas.g_00803	Prap.g_01206
OG0001529	Syas.g_02082	Prap.g_00914
OG0001530	Syas.g_02415	Prap.g_01065
OG0001531	Syas.g_02560	Prap.g_01473
OG0001532	Syas.g_01113	Prap.g_00425
OG0001534	Syas.g_00198	Prap.g_00313
OG0001535	Syas.g_00218	Prap.g_00297
OG0001536	Syas.g_00456	Prap.g_00253
OG0001537	Syas.g_00651	Prap.g_00846
OG0001538	Syas.g_00591	Prap.g_00778
OG0001539	Syas.g_00683	Prap.g_00868
OG0001540	Syas.g_02386	Prap.g_01044
OG0001541	Syas.g_02316	Prap.g_00990
OG0001542	Syas.g_02294	Prap.g_00984
OG0001543	Syas.g_02230	Prap.g_00547
OG0001544	Syas.g_01911	Prap.g_01518
OG0001545	Syas.g_01982	Prap.g_01503
OG0001549	Syas.g_00482	Prap.g_00718
OG0001557	Syas.g_00626	Prap.g_00842
OG0001559	Syas.g_02416	Prap.g_01066
OG0001560	Syas.g_02429	Prap.g_01077
OG0001561	Syas.g_00211	Prap.g_00303
OG0001562	Syas.g_00560	Prap.g_00290
OG0001563	Syas.g_01590	Prap.g_01643
OG0001564	Syas.g_01034	Prap.g_00895
OG0001565	Syas.g_00351	Prap.g_00636
OG0001574	Syas.g_00801	Prap.g_01208
OG0001575	Syas.g_00806	Prap.g_01203
OG0001576	Syas.g_02834	Prap.g_00575
OG0001577	Syas.g_01189	Prap.g_00461
OG0001580	Syas.g_01875	Prap.g_00907
OG0001584	Syas.g_00607	Prap.g_00349
OG0001587	Syas.g_02569	Prap.g_01718
OG0001589	Syas.g_02589	Prap.g_01733
OG0001591	Syas.g_00690	Prap.g_00829
OG0001592	Syas.g_01877	Prap.g_00908
OG0001614	Syas.g_02165	Prap.g_01586
OG0001616	Syas.g_01127	Prap.g_00433
OG0001617	Syas.g_00076	Prap.g_00804
OG0001619	Syas.g_00445	Prap.g_00246
OG0001620	Syas.g_01528	Prap.g_01363
OG0001621	Syas.g_01702	Prap.g_01458
OG0001622	Syas.g_02002	Prap.g_01494
OG0001636	Syas.g_02075	Prap.g_00920
OG0001638	Syas.g_02670	Prap.g_01768
OG0001639	Syas.g_01477	Prap.g_00170
OG0001640	Syas.g_00989	Prap.g_00696
OG0001641	Syas.g_00545	Prap.g_00278
OG0001643	Syas.g_00741	Prap.g_00387
OG0001644	Syas.g_00921, Syas.g_00767	Prap.g_00332
OG0001654	Syas.g_01475	Prap.g_00168
OG0001657	Syas.g_02355	Prap.g_01015
OG0001659	Syas.g_01118	Prap.g_01916
OG0001678	Syas.g_01666	Prap.g_01711
OG0001679	Syas.g_02407	Prap.g_01376
OG0001693	Syas.g_01022	Prap.g_01835
OG0001717	Syas.g_02330	Prap.g_00594
OG0001733	Syas.g_00974	Prap.g_01795
OG0001769	Syas.g_00723	Prap.g_00508
OG0001771	Syas.g_00034	Prap.g_01852
OG0001842	Syas.g_00658	Prap.g_00022
OG0001917	Syas.g_00216	Prap.g_00298
OG0001930	Syas.g_00657	Prap.g_00023
OG0001931	Syas.g_00656	Prap.g_00024
OG0001955	Syas.g_00480	Prap.g_01908
OG0001956	Syas.g_00971	Prap.g_00722
OG0001977	Syas.g_01942	Prap.g_01512
OG0001996	Syas.g_02067	Prap.g_00926
OG0002003	Syas.g_00491	Prap.g_00028
OG0002019	Syas.g_02163	Prap.g_01913
OG0002098	Syas.g_02608	Prap.g_01935
OG0002109	Syas.g_02770	Prap.g_00033
OG0002348	Syas.g_00879	Prap.g_01922
OG0002389	Syas.g_01570	Prap.g_01623
