Orthogroup	Syas	Prao
OG0001189	Syas.g_02089	Prao.g_01785
OG0001190	Syas.g_01881	Prao.g_01789
OG0001191	Syas.g_01900	Prao.g_01799
OG0001193	Syas.g_01952	Prao.g_01814
OG0001194	Syas.g_01953	Prao.g_01815
OG0001195	Syas.g_01954	Prao.g_01816
OG0001196	Syas.g_02010	Prao.g_01829
OG0001197	Syas.g_02012	Prao.g_01830
OG0001198	Syas.g_02031	Prao.g_01838
OG0001199	Syas.g_02516	Prao.g_00213
OG0001200	Syas.g_02514	Prao.g_00215
OG0001201	Syas.g_02419	Prao.g_00246
OG0001202	Syas.g_02270	Prao.g_00337
OG0001203	Syas.g_02557	Prao.g_00376
OG0001204	Syas.g_01687	Prao.g_00381
OG0001205	Syas.g_02745	Prao.g_00549
OG0001207	Syas.g_01260	Prao.g_00583
OG0001208	Syas.g_01251	Prao.g_00588
OG0001209	Syas.g_00065	Prao.g_01856
OG0001210	Syas.g_00761	Prao.g_01159
OG0001211	Syas.g_00788	Prao.g_01169
OG0001212	Syas.g_00847	Prao.g_00034
OG0001213	Syas.g_00100	Prao.g_00068
OG0001214	Syas.g_00744	Prao.g_00076
OG0001215	Syas.g_02245	Prao.g_00128
OG0001217	Syas.g_01397, Syas.g_02493	Prao.g_00687
OG0001218	Syas.g_01309	Prao.g_00694
OG0001219	Syas.g_00399	Prao.g_00729
OG0001220	Syas.g_02447	Prao.g_00793
OG0001221	Syas.g_02669	Prao.g_00856
OG0001222	Syas.g_00448	Prao.g_00894
OG0001223	Syas.g_00541	Prao.g_00920
OG0001224	Syas.g_01015	Prao.g_00970
OG0001225	Syas.g_01017	Prao.g_00972
OG0001226	Syas.g_02506	Prao.g_01001
OG0001227	Syas.g_00824	Prao.g_01019
OG0001228	Syas.g_02195	Prao.g_01044
OG0001229	Syas.g_00285	Prao.g_01241
OG0001230	Syas.g_02806	Prao.g_01389
OG0001231	Syas.g_02050	Prao.g_01493
OG0001232	Syas.g_02649	Prao.g_01575
OG0001233	Syas.g_02592	Prao.g_01595
OG0001234	Syas.g_01310	Prao.g_01630
OG0001235	Syas.g_01646	Prao.g_01640
OG0001236	Syas.g_02191	Prao.g_01721
OG0001238	Syas.g_01901	Prao.g_01800
OG0001239	Syas.g_02519	Prao.g_00210
OG0001240	Syas.g_02435	Prao.g_00232
OG0001241	Syas.g_02427	Prao.g_00240
OG0001242	Syas.g_02398	Prao.g_00258
OG0001243	Syas.g_02391	Prao.g_00264
OG0001244	Syas.g_02370	Prao.g_00279
OG0001245	Syas.g_00524	Prao.g_00514
OG0001246	Syas.g_01829, Syas.g_01224	Prao.g_00610
OG0001249	Syas.g_01547	Prao.g_00718
OG0001250	Syas.g_00239	Prao.g_00782
OG0001251	Syas.g_00516, Syas.g_00408	Prao.g_00830
OG0001252	Syas.g_00994	Prao.g_00965
OG0001253	Syas.g_00143	Prao.g_01020
OG0001255	Syas.g_00492	Prao.g_01105
OG0001256	Syas.g_02698	Prao.g_01486
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prao.g_01492
OG0001258	Syas.g_02688	Prao.g_01549
OG0001259	Syas.g_02594	Prao.g_01593
OG0001260	Syas.g_02572	Prao.g_01609
OG0001261	Syas.g_01599	Prao.g_01679
OG0001262	Syas.g_02091	Prao.g_01783
OG0001263	Syas.g_02388	Prao.g_00267
OG0001265	Syas.g_02399	Prao.g_00257
OG0001266	Syas.g_02266	Prao.g_00341
OG0001267	Syas.g_01753	Prao.g_00417
OG0001268	Syas.g_01535	Prao.g_00475
OG0001269	Syas.g_00510	Prao.g_00493
OG0001270	Syas.g_01499	Prao.g_00538
OG0001271	Syas.g_01336	Prao.g_00578
OG0001272	Syas.g_01247	Prao.g_00592
OG0001273	Syas.g_00751	Prao.g_00070
OG0001274	Syas.g_01849	Prao.g_00141
OG0001275	Syas.g_00554	Prao.g_00930
OG0001276	Syas.g_00215	Prao.g_00949
OG0001277	Syas.g_00110	Prao.g_01009
OG0001278	Syas.g_01074	Prao.g_01039
OG0001280	Syas.g_01095	Prao.g_01277
OG0001281	Syas.g_02845	Prao.g_01271
OG0001282	Syas.g_01262	Prao.g_01238
OG0001284	Syas.g_02124, Syas.g_02713	Prao.g_01466
OG0001286	Syas.g_01585	Prao.g_01691
OG0001287	Syas.g_00136	Prao.g_01745
OG0001288	Syas.g_02144	Prao.g_01754
OG0001289	Syas.g_02474	Prao.g_00226
OG0001290	Syas.g_02428	Prao.g_00239
OG0001292	Syas.g_01693	Prao.g_00386
OG0001293	Syas.g_01720	Prao.g_00399
OG0001294	Syas.g_00692	Prao.g_00512
OG0001295	Syas.g_00770	Prao.g_00573
OG0001296	Syas.g_01217	Prao.g_00615
OG0001297	Syas.g_01213	Prao.g_00620
OG0001298	Syas.g_00829	Prao.g_01869
OG0001299	Syas.g_00700	Prao.g_00105
OG0001304	Syas.g_00199	Prao.g_00959
OG0001305	Syas.g_01027	Prao.g_00978
OG0001306	Syas.g_01202	Prao.g_01103
OG0001307	Syas.g_01923	Prao.g_01256
OG0001308	Syas.g_02830	Prao.g_01407
OG0001309	Syas.g_00003	Prao.g_01490
OG0001310	Syas.g_02666	Prao.g_01564
OG0001311	Syas.g_00213	Prao.g_00951
OG0001312	Syas.g_00414	Prao.g_00883
OG0001315	Syas.g_01566	Prao.g_00200
OG0001317	Syas.g_02553	Prao.g_00372
OG0001318	Syas.g_01706	Prao.g_00394
OG0001319	Syas.g_01736	Prao.g_00410
OG0001323	Syas.g_00006	Prao.g_00625
OG0001325	Syas.g_00179	Prao.g_00653
OG0001326	Syas.g_01960, Syas.g_01961	Prao.g_00817
OG0001327	Syas.g_00687	Prao.g_00993
OG0001329	Syas.g_00773	Prao.g_01129
OG0001330	Syas.g_02865	Prao.g_01306
OG0001331	Syas.g_01267	Prao.g_01233
OG0001333	Syas.g_02598	Prao.g_01589
OG0001336	Syas.g_02003	Prao.g_01826
OG0001339	Syas.g_02425	Prao.g_00242
OG0001345	Syas.g_01132	Prao.g_01070
OG0001346	Syas.g_02853	Prao.g_01275
OG0001347	Syas.g_01950	Prao.g_01189
OG0001349	Syas.g_02643	Prao.g_01360
OG0001351	Syas.g_01280	Prao.g_00558
OG0001353	Syas.g_00228	Prao.g_00773
OG0001354	Syas.g_00526	Prao.g_00912
OG0001355	Syas.g_01057	Prao.g_01521
OG0001358	Syas.g_00122	Prao.g_00059
OG0001360	Syas.g_01130	Prao.g_01021
OG0001361	Syas.g_01135	Prao.g_01073
OG0001364	Syas.g_02212	Prao.g_01714
OG0001365	Syas.g_01886	Prao.g_01793
OG0001371	Syas.g_02499	Prao.g_00117
OG0001373	Syas.g_01959	Prao.g_00816
OG0001374	Syas.g_01968	Prao.g_00824
OG0001376	Syas.g_00468	Prao.g_00987
OG0001377	Syas.g_00467	Prao.g_00988
OG0001378	Syas.g_01500	Prao.g_01157
OG0001379	Syas.g_02861	Prao.g_01282
OG0001380	Syas.g_00126	Prao.g_01251
OG0001385	Syas.g_01956	Prao.g_00813
OG0001386	Syas.g_01957	Prao.g_00814
OG0001387	Syas.g_01958	Prao.g_00815
OG0001388	Syas.g_01962	Prao.g_00818
OG0001389	Syas.g_01963	Prao.g_00819
OG0001390	Syas.g_01964	Prao.g_00820
OG0001391	Syas.g_01965	Prao.g_00821
OG0001392	Syas.g_01966	Prao.g_00822
OG0001393	Syas.g_01967	Prao.g_00823
OG0001395	Syas.g_00195	Prao.g_00961
OG0001396	Syas.g_01949	Prao.g_01188
OG0001399	Syas.g_02459	Prao.g_01632
OG0001401	Syas.g_00233	Prao.g_00642
OG0001402	Syas.g_00112	Prao.g_00702
OG0001406	Syas.g_00469	Prao.g_00986
OG0001408	Syas.g_00142	Prao.g_01005
OG0001409	Syas.g_00154	Prao.g_01082
OG0001413	Syas.g_01481	Prao.g_01481
OG0001416	Syas.g_01061	Prao.g_00565
OG0001417	Syas.g_00507	Prao.g_00575
OG0001418	Syas.g_01177	Prao.g_00122
OG0001420	Syas.g_00017	Prao.g_01148
OG0001423	Syas.g_02532	Prao.g_01368
OG0001428	Syas.g_02325	Prao.g_00310
OG0001429	Syas.g_00401	Prao.g_00730
OG0001432	Syas.g_01484	Prao.g_01479
OG0001438	Syas.g_01767	Prao.g_00430
OG0001439	Syas.g_01809	Prao.g_00443
OG0001441	Syas.g_00008	Prao.g_00627
OG0001447	Syas.g_02390	Prao.g_00265
OG0001449	Syas.g_02567	Prao.g_00527
OG0001450	Syas.g_02208, Syas.g_00474	Prao.g_00125
OG0001451	Syas.g_02342, Syas.g_02343	Prao.g_00802
OG0001452	Syas.g_01700	Prao.g_00832
OG0001453	Syas.g_00547	Prao.g_00924
OG0001454	Syas.g_01483	Prao.g_01014
OG0001456	Syas.g_01969	Prao.g_01112
OG0001457	Syas.g_01970	Prao.g_01111
OG0001458	Syas.g_01971	Prao.g_01110
OG0001459	Syas.g_02778	Prao.g_01323
OG0001471	Syas.g_01819	Prao.g_01482
OG0001473	Syas.g_00323	Prao.g_01762
OG0001477	Syas.g_00934	Prao.g_00006
OG0001479	Syas.g_01537	Prao.g_00473
OG0001480	Syas.g_00771	Prao.g_00504
OG0001482	Syas.g_00535	Prao.g_00561
OG0001484	Syas.g_00166, Syas.g_00167	Prao.g_01298
OG0001486	Syas.g_01186	Prao.g_01091
OG0001492	Syas.g_01077	Prao.g_01042
OG0001493	Syas.g_01069	Prao.g_01034
OG0001495	Syas.g_01641	Prao.g_01637
OG0001496	Syas.g_00936	Prao.g_00008
OG0001497	Syas.g_00935	Prao.g_00007
OG0001502	Syas.g_00290	Prao.g_00710
OG0001504	Syas.g_02777	Prao.g_01322
OG0001507	Syas.g_01183	Prao.g_01532
OG0001514	Syas.g_00937	Prao.g_00009
OG0001520	Syas.g_00828	Prao.g_00522
OG0001522	Syas.g_00369	Prao.g_00774
OG0001546	Syas.g_00011	Prao.g_00630
OG0001547	Syas.g_00300	Prao.g_00712
OG0001549	Syas.g_00482	Prao.g_00800
OG0001554	Syas.g_00153	Prao.g_01488
OG0001555	Syas.g_00654	Prao.g_01501
OG0001558	Syas.g_02053	Prao.g_00638
OG0001564	Syas.g_01034	Prao.g_01209
OG0001567	Syas.g_00294	Prao.g_00711
OG0001568	Syas.g_00368	Prao.g_00713
OG0001570	Syas.g_00309	Prao.g_01146
OG0001573	Syas.g_02025	Prao.g_01352
OG0001584	Syas.g_00607	Prao.g_00875
OG0001587	Syas.g_02569	Prao.g_01611
OG0001625	Syas.g_01708	Prao.g_00396
OG0001627	Syas.g_01474	Prao.g_00691
OG0001641	Syas.g_00545	Prao.g_01200
OG0001647	Syas.g_01738	Prao.g_00411
OG0001652	Syas.g_02051	Prao.g_00636
OG0001666	Syas.g_02785	Prao.g_01324
OG0001671	Syas.g_01830	Prao.g_00151
OG0001748	Syas.g_01832	Prao.g_00152
OG0001837	Syas.g_01831	Prao.g_00153
OG0001928	Syas.g_02787	Prao.g_01376
OG0001959	Syas.g_01814	Prao.g_01345
OG0002029	Syas.g_01930, Syas.g_02786	Prao.g_01325
OG0002098	Syas.g_02608	Prao.g_01357
OG0002364	Syas.g_00402	Prao.g_00731
OG0002699	Syas.g_02123	Prao.g_01356
OG0002731	Syas.g_00197	Prao.g_00643
OG0002732	Syas.g_02223	Prao.g_00644
OG0002916	Syas.g_00615	Prao.g_01259
OG0002932	Syas.g_02224	Prao.g_00645
OG0002933	Syas.g_02225	Prao.g_00646
