Orthogroup	Syas	Prat
OG0001182	Syas.g_01571	Prat.g_01745
OG0001183	Syas.g_01564	Prat.g_01749
OG0001184	Syas.g_02188	Prat.g_01766
OG0001185	Syas.g_02162	Prat.g_01783
OG0001186	Syas.g_02113	Prat.g_01807
OG0001187	Syas.g_02111	Prat.g_01810
OG0001189	Syas.g_02089	Prat.g_01829
OG0001190	Syas.g_01881	Prat.g_01834
OG0001191	Syas.g_01900	Prat.g_01844
OG0001193	Syas.g_01952	Prat.g_01863
OG0001194	Syas.g_01953	Prat.g_01864
OG0001195	Syas.g_01954	Prat.g_01865
OG0001196	Syas.g_02010	Prat.g_01881
OG0001197	Syas.g_02012	Prat.g_01883
OG0001198	Syas.g_02031	Prat.g_01890
OG0001200	Syas.g_02514	Prat.g_00073
OG0001201	Syas.g_02419	Prat.g_00105
OG0001202	Syas.g_02270	Prat.g_00201
OG0001203	Syas.g_02557	Prat.g_00243
OG0001205	Syas.g_02745	Prat.g_00406
OG0001207	Syas.g_01260	Prat.g_00436
OG0001208	Syas.g_01251	Prat.g_00442
OG0001209	Syas.g_00065	Prat.g_00497
OG0001210	Syas.g_00761	Prat.g_00501
OG0001211	Syas.g_00788	Prat.g_00511
OG0001212	Syas.g_00847	Prat.g_00558
OG0001213	Syas.g_00100	Prat.g_00593
OG0001214	Syas.g_00744	Prat.g_01088
OG0001215	Syas.g_02245	Prat.g_00764
OG0001217	Syas.g_01397, Syas.g_02493	Prat.g_01486
OG0001218	Syas.g_01309	Prat.g_01217
OG0001219	Syas.g_00399	Prat.g_00863
OG0001220	Syas.g_02447	Prat.g_00984
OG0001221	Syas.g_02669	Prat.g_00728
OG0001222	Syas.g_00448	Prat.g_00944
OG0001223	Syas.g_00541	Prat.g_00914
OG0001224	Syas.g_01015	Prat.g_00961
OG0001225	Syas.g_01017	Prat.g_00963
OG0001226	Syas.g_02506	Prat.g_00078
OG0001227	Syas.g_00824	Prat.g_01197
OG0001228	Syas.g_02195	Prat.g_01106
OG0001229	Syas.g_00285	Prat.g_01228
OG0001230	Syas.g_02806	Prat.g_01343
OG0001232	Syas.g_02649	Prat.g_01614
OG0001233	Syas.g_02592	Prat.g_01635
OG0001234	Syas.g_01310	Prat.g_01672
OG0001235	Syas.g_01646	Prat.g_01676
OG0001236	Syas.g_02191	Prat.g_01763
OG0001237	Syas.g_02187	Prat.g_01767
OG0001238	Syas.g_01901	Prat.g_01845
OG0001239	Syas.g_02519	Prat.g_00068
OG0001240	Syas.g_02435	Prat.g_00090
OG0001241	Syas.g_02427	Prat.g_00099
OG0001243	Syas.g_02391	Prat.g_00125
OG0001244	Syas.g_02370	Prat.g_00140
OG0001245	Syas.g_00524	Prat.g_00671
OG0001246	Syas.g_01829, Syas.g_01224	Prat.g_01485, Prat.g_00467
OG0001249	Syas.g_01547	Prat.g_00345
OG0001250	Syas.g_00239	Prat.g_00997
OG0001251	Syas.g_00516, Syas.g_00408	Prat.g_00695
OG0001253	Syas.g_00143	Prat.g_01480
OG0001255	Syas.g_00492	Prat.g_01172
OG0001256	Syas.g_02698	Prat.g_01446
OG0001258	Syas.g_02688	Prat.g_01588
OG0001259	Syas.g_02594	Prat.g_01633
OG0001260	Syas.g_02572	Prat.g_01651
OG0001261	Syas.g_01599	Prat.g_01717
OG0001262	Syas.g_02091	Prat.g_01827
OG0001263	Syas.g_02388	Prat.g_00127
OG0001265	Syas.g_02399	Prat.g_00117
OG0001266	Syas.g_02266	Prat.g_00205
OG0001267	Syas.g_01753	Prat.g_00287
OG0001268	Syas.g_01535	Prat.g_00353
OG0001269	Syas.g_00510	Prat.g_00985
OG0001270	Syas.g_01499	Prat.g_00394
OG0001271	Syas.g_01336	Prat.g_00431
OG0001272	Syas.g_01247	Prat.g_00446
OG0001273	Syas.g_00751	Prat.g_01095
OG0001274	Syas.g_01849	Prat.g_00228
OG0001275	Syas.g_00554	Prat.g_00922
OG0001276	Syas.g_00215	Prat.g_00936
OG0001277	Syas.g_00110	Prat.g_00817
OG0001278	Syas.g_01074	Prat.g_01102
OG0001279	Syas.g_02792	Prat.g_00828
OG0001280	Syas.g_01095	Prat.g_01248
OG0001281	Syas.g_02845	Prat.g_01254
OG0001282	Syas.g_01262	Prat.g_01292
OG0001284	Syas.g_02124, Syas.g_02713	Prat.g_01433
OG0001286	Syas.g_01585	Prat.g_01730
OG0001287	Syas.g_00136	Prat.g_01790
OG0001288	Syas.g_02144	Prat.g_01800
OG0001289	Syas.g_02474	Prat.g_00085
OG0001290	Syas.g_02428	Prat.g_00098
OG0001291	Syas.g_02378	Prat.g_00135
OG0001292	Syas.g_01693	Prat.g_00254
OG0001293	Syas.g_01720	Prat.g_00268
OG0001294	Syas.g_00692	Prat.g_01546
OG0001295	Syas.g_00770	Prat.g_01215
OG0001296	Syas.g_01217	Prat.g_00472
OG0001297	Syas.g_01213	Prat.g_00477
OG0001298	Syas.g_00829	Prat.g_00541
OG0001299	Syas.g_00700	Prat.g_01057
OG0001303	Syas.g_00400	Prat.g_01550
OG0001304	Syas.g_00199	Prat.g_00949
OG0001305	Syas.g_01027	Prat.g_00969
OG0001306	Syas.g_01202	Prat.g_01170
OG0001307	Syas.g_01923	Prat.g_01283
OG0001308	Syas.g_02830	Prat.g_01363
OG0001309	Syas.g_00003	Prat.g_00481
OG0001310	Syas.g_02666	Prat.g_01604
OG0001311	Syas.g_00213	Prat.g_00938
OG0001312	Syas.g_00414	Prat.g_00872
OG0001317	Syas.g_02553	Prat.g_00239
OG0001318	Syas.g_01706	Prat.g_00263
OG0001319	Syas.g_01736	Prat.g_00280
OG0001325	Syas.g_00179	Prat.g_00793
OG0001327	Syas.g_00687	Prat.g_00704
OG0001329	Syas.g_00773	Prat.g_01542
OG0001330	Syas.g_02865	Prat.g_01468
OG0001331	Syas.g_01267	Prat.g_01297
OG0001333	Syas.g_02598	Prat.g_01629
OG0001336	Syas.g_02003	Prat.g_01878
OG0001337	Syas.g_01548	Prat.g_00339
OG0001339	Syas.g_02425	Prat.g_00101
OG0001346	Syas.g_02853	Prat.g_01250
OG0001348	Syas.g_00119	Prat.g_00827
OG0001351	Syas.g_01280	Prat.g_00416
OG0001353	Syas.g_00228	Prat.g_01005
OG0001354	Syas.g_00526	Prat.g_00906
OG0001361	Syas.g_01135	Prat.g_01138
OG0001364	Syas.g_02212	Prat.g_01755
OG0001365	Syas.g_01886	Prat.g_01838
OG0001371	Syas.g_02499	Prat.g_00752
OG0001379	Syas.g_02861	Prat.g_01243
OG0001380	Syas.g_00126	Prat.g_01178
OG0001394	Syas.g_00627	Prat.g_00732
OG0001398	Syas.g_02481	Prat.g_00810
OG0001401	Syas.g_00233	Prat.g_00850
OG0001402	Syas.g_00112	Prat.g_00588
OG0001403	Syas.g_02069	Prat.g_00032
OG0001409	Syas.g_00154	Prat.g_01148
OG0001416	Syas.g_01061	Prat.g_00421
OG0001418	Syas.g_01177	Prat.g_00758
OG0001428	Syas.g_02325	Prat.g_00173
OG0001429	Syas.g_00401	Prat.g_00864
OG0001435	Syas.g_00678	Prat.g_00711
OG0001438	Syas.g_01767	Prat.g_00301
OG0001441	Syas.g_00008	Prat.g_00484
OG0001443	Syas.g_01910	Prat.g_01227
OG0001450	Syas.g_02208, Syas.g_00474	Prat.g_00761
OG0001451	Syas.g_02342, Syas.g_02343	Prat.g_00973
OG0001452	Syas.g_01700	Prat.g_00697
OG0001461	Syas.g_00566	Prat.g_00378
OG0001477	Syas.g_00934	Prat.g_01515, Prat.g_01514
OG0001484	Syas.g_00166, Syas.g_00167	Prat.g_00635
OG0001489	Syas.g_01574	Prat.g_01741
OG0001495	Syas.g_01641	Prat.g_01681
OG0001496	Syas.g_00936	Prat.g_01512
OG0001497	Syas.g_00935	Prat.g_01513
OG0001498	Syas.g_01511	Prat.g_00371
OG0001510	Syas.g_02151	Prat.g_01794
OG0001511	Syas.g_02413	Prat.g_00109
OG0001512	Syas.g_02559	Prat.g_01231
OG0001514	Syas.g_00937	Prat.g_01511
OG0001515	Syas.g_00734	Prat.g_00766
OG0001516	Syas.g_00703	Prat.g_01060
OG0001517	Syas.g_01540	Prat.g_01328, Prat.g_00349
OG0001518	Syas.g_01903	Prat.g_01847
OG0001519	Syas.g_01912	Prat.g_01852
OG0001527	Syas.g_00803	Prat.g_00526
OG0001529	Syas.g_02082	Prat.g_00043
OG0001530	Syas.g_02415	Prat.g_00108
OG0001531	Syas.g_02560	Prat.g_00244
OG0001532	Syas.g_01113	Prat.g_01125
OG0001534	Syas.g_00198	Prat.g_00950
OG0001535	Syas.g_00218	Prat.g_00935
OG0001536	Syas.g_00456	Prat.g_00892
OG0001537	Syas.g_00651	Prat.g_00729
OG0001538	Syas.g_00591	Prat.g_01032
OG0001539	Syas.g_00683	Prat.g_00706
OG0001540	Syas.g_02386	Prat.g_00129
OG0001541	Syas.g_02316	Prat.g_00181
OG0001542	Syas.g_02294	Prat.g_00187
OG0001543	Syas.g_02230	Prat.g_01221
OG0001544	Syas.g_01911	Prat.g_01851
OG0001545	Syas.g_01982	Prat.g_01868
OG0001549	Syas.g_00482	Prat.g_00975
OG0001557	Syas.g_00626	Prat.g_00733
OG0001559	Syas.g_02416	Prat.g_00107
OG0001560	Syas.g_02429	Prat.g_00097
OG0001561	Syas.g_00211	Prat.g_00940
OG0001562	Syas.g_00560	Prat.g_00927
OG0001563	Syas.g_01590	Prat.g_01725
OG0001574	Syas.g_00801	Prat.g_00524
OG0001575	Syas.g_00806	Prat.g_00529
OG0001576	Syas.g_02834	Prat.g_01262
OG0001577	Syas.g_01189	Prat.g_01160
OG0001580	Syas.g_01875	Prat.g_00050
OG0001584	Syas.g_00607	Prat.g_01047
OG0001589	Syas.g_02589	Prat.g_01638
OG0001591	Syas.g_00690	Prat.g_00746
OG0001592	Syas.g_01877	Prat.g_00049
OG0001614	Syas.g_02165	Prat.g_01782
OG0001616	Syas.g_01127	Prat.g_01133
OG0001617	Syas.g_00076	Prat.g_00770
OG0001619	Syas.g_00445	Prat.g_00882
OG0001620	Syas.g_01528	Prat.g_00357
OG0001621	Syas.g_01702	Prat.g_00259
OG0001622	Syas.g_02002	Prat.g_01876
OG0001625	Syas.g_01708	Prat.g_00265
OG0001636	Syas.g_02075	Prat.g_00035
OG0001639	Syas.g_01477	Prat.g_01406
OG0001640	Syas.g_00989	Prat.g_00954
OG0001643	Syas.g_00741	Prat.g_01085
OG0001644	Syas.g_00921, Syas.g_00767	Prat.g_00806
OG0001652	Syas.g_02051	Prat.g_00844
OG0001654	Syas.g_01475	Prat.g_01404
OG0001655	Syas.g_01854	Prat.g_01230
OG0001657	Syas.g_02355	Prat.g_00155
OG0001671	Syas.g_01830	Prat.g_00837
OG0001673	Syas.g_02551	Prat.g_00237
OG0001678	Syas.g_01666	Prat.g_01659
OG0001679	Syas.g_02407	Prat.g_00343
OG0001692	Syas.g_02810	Prat.g_01347
OG0001693	Syas.g_01022	Prat.g_00625
OG0001694	Syas.g_01755	Prat.g_00289
OG0001703	Syas.g_01259	Prat.g_00437
OG0001717	Syas.g_02330	Prat.g_00168
OG0001729	Syas.g_02564	Prat.g_00247
OG0001731	Syas.g_02729	Prat.g_01419
OG0001737	Syas.g_01777	Prat.g_00836
OG0001748	Syas.g_01832	Prat.g_00838
OG0001749	Syas.g_02217	Prat.g_01325
OG0001752	Syas.g_02570	Prat.g_01653
OG0001761	Syas.g_01040	Prat.g_00578
OG0001769	Syas.g_00723	Prat.g_01222
OG0001771	Syas.g_00034	Prat.g_01576
OG0001803	Syas.g_02741	Prat.g_00402
OG0001813	Syas.g_01936	Prat.g_01855
OG0001816	Syas.g_00688	Prat.g_00703
OG0001837	Syas.g_01831	Prat.g_00839
OG0001955	Syas.g_00480	Prat.g_01218
OG0001956	Syas.g_00971	Prat.g_00979
OG0001977	Syas.g_01942	Prat.g_01859
OG0001996	Syas.g_02067	Prat.g_00030
OG0002097	Syas.g_02623	Prat.g_01321
OG0002247	Syas.g_00813	Prat.g_00535
OG0002274	Syas.g_02624	Prat.g_01319
OG0002276	Syas.g_00095	Prat.g_01566
OG0002285	Syas.g_00418	Prat.g_00875
OG0002348	Syas.g_00879	Prat.g_01518
OG0002349	Syas.g_02590	Prat.g_01637
OG0002495	Syas.g_02299	Prat.g_01541
