Orthogroup	Syas	Pras
OG0001179	Syas.g_01608	Pras.g_00671
OG0001180	Syas.g_01583	Pras.g_00693
OG0001181	Syas.g_01579	Pras.g_00697
OG0001182	Syas.g_01571	Pras.g_00704
OG0001183	Syas.g_01564	Pras.g_00708
OG0001184	Syas.g_02188	Pras.g_00724
OG0001185	Syas.g_02162	Pras.g_00738
OG0001186	Syas.g_02113	Pras.g_00762
OG0001187	Syas.g_02111	Pras.g_00766
OG0001189	Syas.g_02089	Pras.g_00786
OG0001190	Syas.g_01881	Pras.g_00790
OG0001191	Syas.g_01900	Pras.g_00800
OG0001193	Syas.g_01952	Pras.g_00815
OG0001194	Syas.g_01953	Pras.g_00816
OG0001195	Syas.g_01954	Pras.g_00817
OG0001196	Syas.g_02010	Pras.g_00830
OG0001197	Syas.g_02012	Pras.g_00831
OG0001198	Syas.g_02031	Pras.g_00839
OG0001199	Syas.g_02516	Pras.g_00925
OG0001200	Syas.g_02514	Pras.g_00927
OG0001201	Syas.g_02419	Pras.g_00959
OG0001202	Syas.g_02270	Pras.g_01050
OG0001203	Syas.g_02557	Pras.g_01090
OG0001204	Syas.g_01687	Pras.g_01095
OG0001205	Syas.g_02745	Pras.g_01323
OG0001207	Syas.g_01260	Pras.g_01355
OG0001208	Syas.g_01251	Pras.g_01360
OG0001209	Syas.g_00065	Pras.g_01412
OG0001210	Syas.g_00761	Pras.g_01417
OG0001211	Syas.g_00788	Pras.g_01427
OG0001212	Syas.g_00847	Pras.g_01472
OG0001213	Syas.g_00100	Pras.g_01505
OG0001214	Syas.g_00744	Pras.g_01513
OG0001215	Syas.g_02245	Pras.g_01566
OG0001217	Syas.g_01397, Syas.g_02493	Pras.g_01649
OG0001218	Syas.g_01309	Pras.g_01657
OG0001219	Syas.g_00399	Pras.g_01690
OG0001220	Syas.g_02447	Pras.g_01752
OG0001221	Syas.g_02669	Pras.g_01812
OG0001222	Syas.g_00448	Pras.g_01851
OG0001223	Syas.g_00541	Pras.g_01877
OG0001224	Syas.g_01015	Pras.g_01930
OG0001225	Syas.g_01017	Pras.g_01932
OG0001226	Syas.g_02506	Pras.g_01958
OG0001227	Syas.g_00824	Pras.g_01976
OG0001228	Syas.g_02195	Pras.g_00102
OG0001229	Syas.g_00285	Pras.g_00248
OG0001230	Syas.g_02806	Pras.g_00342
OG0001231	Syas.g_02050	Pras.g_00450
OG0001232	Syas.g_02649	Pras.g_00573
OG0001233	Syas.g_02592	Pras.g_00593
OG0001234	Syas.g_01310	Pras.g_00628
OG0001235	Syas.g_01646	Pras.g_00638
OG0001236	Syas.g_02191	Pras.g_00721
OG0001237	Syas.g_02187	Pras.g_00725
OG0001238	Syas.g_01901	Pras.g_00801
OG0001240	Syas.g_02435	Pras.g_00944
OG0001241	Syas.g_02427	Pras.g_00952
OG0001242	Syas.g_02398	Pras.g_00970
OG0001243	Syas.g_02391	Pras.g_00976
OG0001244	Syas.g_02370	Pras.g_00992
OG0001245	Syas.g_00524	Pras.g_01233
OG0001246	Syas.g_01829, Syas.g_01224	Pras.g_01382
OG0001249	Syas.g_01547	Pras.g_01679
OG0001250	Syas.g_00239	Pras.g_01741
OG0001251	Syas.g_00516, Syas.g_00408	Pras.g_01789
OG0001252	Syas.g_00994	Pras.g_01925
OG0001253	Syas.g_00143	Pras.g_01977
OG0001255	Syas.g_00492	Pras.g_00040
OG0001256	Syas.g_02698	Pras.g_00443
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Pras.g_00449
OG0001258	Syas.g_02688	Pras.g_00547
OG0001259	Syas.g_02594	Pras.g_00591
OG0001260	Syas.g_02572	Pras.g_00608
OG0001261	Syas.g_01599	Pras.g_00679
OG0001262	Syas.g_02091	Pras.g_00784
OG0001263	Syas.g_02388	Pras.g_00979
OG0001265	Syas.g_02399	Pras.g_00969
OG0001266	Syas.g_02266	Pras.g_01054
OG0001267	Syas.g_01753	Pras.g_01132
OG0001268	Syas.g_01535	Pras.g_01192
OG0001269	Syas.g_00510	Pras.g_01212
OG0001270	Syas.g_01499	Pras.g_01312
OG0001271	Syas.g_01336	Pras.g_01350
OG0001272	Syas.g_01247	Pras.g_01364
OG0001273	Syas.g_00751	Pras.g_01507
OG0001274	Syas.g_01849	Pras.g_01579
OG0001275	Syas.g_00554	Pras.g_01888
OG0001276	Syas.g_00215	Pras.g_01909
OG0001277	Syas.g_00110	Pras.g_01966
OG0001278	Syas.g_01074	Pras.g_00107
OG0001279	Syas.g_02792	Pras.g_00152
OG0001280	Syas.g_01095	Pras.g_00208
OG0001282	Syas.g_01262	Pras.g_00251
OG0001284	Syas.g_02124, Syas.g_02713	Pras.g_00423
OG0001286	Syas.g_01585	Pras.g_00691
OG0001287	Syas.g_00136	Pras.g_00745
OG0001288	Syas.g_02144	Pras.g_00754
OG0001289	Syas.g_02474	Pras.g_00938
OG0001290	Syas.g_02428	Pras.g_00951
OG0001291	Syas.g_02378	Pras.g_00986
OG0001292	Syas.g_01693	Pras.g_01100
OG0001293	Syas.g_01720	Pras.g_01113
OG0001294	Syas.g_00692	Pras.g_01231
OG0001295	Syas.g_00770	Pras.g_01345
OG0001296	Syas.g_01217	Pras.g_01387
OG0001297	Syas.g_01213	Pras.g_01392
OG0001298	Syas.g_00829	Pras.g_01453
OG0001299	Syas.g_00700	Pras.g_01542
OG0001303	Syas.g_00400	Pras.g_01892
OG0001304	Syas.g_00199	Pras.g_01919
OG0001305	Syas.g_01027	Pras.g_01938
OG0001306	Syas.g_01202	Pras.g_00042
OG0001307	Syas.g_01923	Pras.g_00233
OG0001308	Syas.g_02830	Pras.g_00360
OG0001309	Syas.g_00003	Pras.g_00447
OG0001310	Syas.g_02666	Pras.g_00562
OG0001311	Syas.g_00213	Pras.g_01911
OG0001314	Syas.g_01925	Pras.g_01639
OG0001315	Syas.g_01566	Pras.g_00913
OG0001317	Syas.g_02553	Pras.g_01086
OG0001318	Syas.g_01706	Pras.g_01108
OG0001319	Syas.g_01736	Pras.g_01124
OG0001323	Syas.g_00006	Pras.g_01397
OG0001325	Syas.g_00179	Pras.g_01611
OG0001326	Syas.g_01960, Syas.g_01961	Pras.g_01777
OG0001327	Syas.g_00687	Pras.g_01950
OG0001329	Syas.g_00773	Pras.g_00017
OG0001330	Syas.g_02865	Pras.g_00177
OG0001331	Syas.g_01267	Pras.g_00256
OG0001333	Syas.g_02598	Pras.g_00587
OG0001336	Syas.g_02003	Pras.g_00827
OG0001339	Syas.g_02425	Pras.g_00954
OG0001345	Syas.g_01132	Pras.g_00075
OG0001346	Syas.g_02853	Pras.g_00210
OG0001355	Syas.g_01057	Pras.g_00144
OG0001358	Syas.g_00122	Pras.g_01496
OG0001360	Syas.g_01130	Pras.g_01978
OG0001361	Syas.g_01135	Pras.g_00072
OG0001364	Syas.g_02212	Pras.g_00714
OG0001365	Syas.g_01886	Pras.g_00794
OG0001371	Syas.g_02499	Pras.g_01555
OG0001373	Syas.g_01959	Pras.g_01776
OG0001374	Syas.g_01968	Pras.g_01784
OG0001376	Syas.g_00468	Pras.g_01944
OG0001377	Syas.g_00467	Pras.g_01945
OG0001378	Syas.g_01500	Pras.g_01987
OG0001380	Syas.g_00126	Pras.g_00238
OG0001385	Syas.g_01956	Pras.g_01773
OG0001386	Syas.g_01957	Pras.g_01774
OG0001387	Syas.g_01958	Pras.g_01775
OG0001388	Syas.g_01962	Pras.g_01778
OG0001389	Syas.g_01963	Pras.g_01779
OG0001390	Syas.g_01964	Pras.g_01780
OG0001391	Syas.g_01965	Pras.g_01781
OG0001392	Syas.g_01966	Pras.g_01782
OG0001393	Syas.g_01967	Pras.g_01783
OG0001394	Syas.g_00627	Pras.g_01816
OG0001395	Syas.g_00195	Pras.g_01921
OG0001399	Syas.g_02459	Pras.g_00630
OG0001403	Syas.g_02069	Pras.g_00872
OG0001406	Syas.g_00469	Pras.g_01943
OG0001408	Syas.g_00142	Pras.g_01961
OG0001409	Syas.g_00154	Pras.g_00063
OG0001413	Syas.g_01481	Pras.g_00438
OG0001416	Syas.g_01061	Pras.g_01336
OG0001417	Syas.g_00507	Pras.g_01347
OG0001418	Syas.g_01177	Pras.g_01560
OG0001420	Syas.g_00017	Pras.g_01996
OG0001423	Syas.g_02532	Pras.g_01277, Pras.g_01276
OG0001428	Syas.g_02325	Pras.g_01023
OG0001429	Syas.g_00401	Pras.g_01691
OG0001432	Syas.g_01484	Pras.g_00436
OG0001435	Syas.g_00678	Pras.g_01797
OG0001439	Syas.g_01809	Pras.g_01159
OG0001441	Syas.g_00008	Pras.g_01399
OG0001447	Syas.g_02390	Pras.g_00977
OG0001449	Syas.g_02567	Pras.g_01254, Pras.g_01253
OG0001450	Syas.g_02208, Syas.g_00474	Pras.g_01563
OG0001451	Syas.g_02342, Syas.g_02343	Pras.g_01761
OG0001453	Syas.g_00547	Pras.g_01882
OG0001454	Syas.g_01483	Pras.g_01971
OG0001456	Syas.g_01969	Pras.g_00033
OG0001457	Syas.g_01970	Pras.g_00034
OG0001458	Syas.g_01971	Pras.g_00035
OG0001471	Syas.g_01819	Pras.g_00439
OG0001473	Syas.g_00323	Pras.g_00763
OG0001474	Syas.g_01534	Pras.g_01193
OG0001475	Syas.g_02120	Pras.g_00306
OG0001479	Syas.g_01537	Pras.g_01190
OG0001480	Syas.g_00771	Pras.g_01222
OG0001482	Syas.g_00535	Pras.g_01334
OG0001484	Syas.g_00166, Syas.g_00167	Pras.g_00535
OG0001486	Syas.g_01186	Pras.g_00054
OG0001492	Syas.g_01077	Pras.g_00104
OG0001493	Syas.g_01069	Pras.g_00112
OG0001495	Syas.g_01641	Pras.g_00635
OG0001502	Syas.g_00290	Pras.g_01671
OG0001507	Syas.g_01183	Pras.g_00491
OG0001520	Syas.g_00828	Pras.g_01246
OG0001522	Syas.g_00369	Pras.g_01733
OG0001547	Syas.g_00300	Pras.g_01673
OG0001549	Syas.g_00482	Pras.g_01759
OG0001554	Syas.g_00153	Pras.g_00445
OG0001555	Syas.g_00654	Pras.g_00459
OG0001557	Syas.g_00626	Pras.g_01817
OG0001564	Syas.g_01034	Pras.g_00320, Pras.g_00300
OG0001565	Syas.g_00351	Pras.g_01295
OG0001567	Syas.g_00294	Pras.g_01672
OG0001568	Syas.g_00368	Pras.g_01674
OG0001584	Syas.g_00607	Pras.g_01832
OG0001587	Syas.g_02569	Pras.g_00610
OG0001625	Syas.g_01708	Pras.g_01110
OG0001627	Syas.g_01474	Pras.g_01654
OG0001647	Syas.g_01738	Pras.g_01125
OG0001704	Syas.g_00425, Syas.g_00426	Pras.g_00906
OG0001726	Syas.g_00337	Pras.g_01264
OG0001755	Syas.g_01208	Pras.g_00305
OG0001924	Syas.g_00040	Pras.g_00517
OG0001925	Syas.g_00041	Pras.g_00518
OG0001926	Syas.g_00042	Pras.g_00519
OG0001927	Syas.g_00043	Pras.g_00520
OG0001959	Syas.g_01814	Pras.g_00228
OG0001993	Syas.g_00038	Pras.g_00515
OG0001994	Syas.g_00039	Pras.g_00516
OG0002015	Syas.g_02219	Pras.g_00315
OG0002098	Syas.g_02127	Pras.g_00284
OG0002098	Syas.g_02608	Pras.g_00287
OG0002244	Syas.g_00244	Pras.g_00490
OG0002349	Syas.g_02590	Pras.g_00595
OG0002478	Syas.g_01099	Pras.g_01272
