Orthogroup	Syas	Prad
OG0001183	Syas.g_01564	Prad.g_00786
OG0001184	Syas.g_02188	Prad.g_00770
OG0001185	Syas.g_02162	Prad.g_01636
OG0001186	Syas.g_02113	Prad.g_01614
OG0001187	Syas.g_02111	Prad.g_01610
OG0001189	Syas.g_02089	Prad.g_01591
OG0001190	Syas.g_01881	Prad.g_01587
OG0001191	Syas.g_01900	Prad.g_01577
OG0001193	Syas.g_01952	Prad.g_01562
OG0001194	Syas.g_01953	Prad.g_01561
OG0001195	Syas.g_01954	Prad.g_01560
OG0001196	Syas.g_02010	Prad.g_01547
OG0001197	Syas.g_02012	Prad.g_01546
OG0001198	Syas.g_02031	Prad.g_01539
OG0001199	Syas.g_02516	Prad.g_01919
OG0001200	Syas.g_02514	Prad.g_01917
OG0001201	Syas.g_02419	Prad.g_01885
OG0001202	Syas.g_02270	Prad.g_01792
OG0001203	Syas.g_02557	Prad.g_01753
OG0001204	Syas.g_01687	Prad.g_01748
OG0001205	Syas.g_02745	Prad.g_00062
OG0001207	Syas.g_01260	Prad.g_00030
OG0001208	Syas.g_01251	Prad.g_00025
OG0001209	Syas.g_00065	Prad.g_00094
OG0001210	Syas.g_00761	Prad.g_01330
OG0001211	Syas.g_00788	Prad.g_01340
OG0001212	Syas.g_00847	Prad.g_01385
OG0001213	Syas.g_00100	Prad.g_01418
OG0001214	Syas.g_00744	Prad.g_01426
OG0001215	Syas.g_02245	Prad.g_01264
OG0001217	Syas.g_01397, Syas.g_02493	Prad.g_01092
OG0001218	Syas.g_01309	Prad.g_01100
OG0001219	Syas.g_00399	Prad.g_01134
OG0001220	Syas.g_02447	Prad.g_00296
OG0001221	Syas.g_02669	Prad.g_00234
OG0001222	Syas.g_00448	Prad.g_00194
OG0001223	Syas.g_00541	Prad.g_00168
OG0001224	Syas.g_01015	Prad.g_01022
OG0001225	Syas.g_01017	Prad.g_01020
OG0001226	Syas.g_02506	Prad.g_00995
OG0001227	Syas.g_00824	Prad.g_00978
OG0001228	Syas.g_02195	Prad.g_01450
OG0001229	Syas.g_00285	Prad.g_00596
OG0001230	Syas.g_02806	Prad.g_00523
OG0001231	Syas.g_02050	Prad.g_00417
OG0001232	Syas.g_02649	Prad.g_00918
OG0001233	Syas.g_02592	Prad.g_00898
OG0001234	Syas.g_01310	Prad.g_00864
OG0001235	Syas.g_01646	Prad.g_00854
OG0001236	Syas.g_02191	Prad.g_00773
OG0001237	Syas.g_02187	Prad.g_00769
OG0001238	Syas.g_01901	Prad.g_01576
OG0001239	Syas.g_02519	Prad.g_01922
OG0001240	Syas.g_02435	Prad.g_01900
OG0001241	Syas.g_02427	Prad.g_01892
OG0001242	Syas.g_02398	Prad.g_01874
OG0001243	Syas.g_02391	Prad.g_01868
OG0001244	Syas.g_02370	Prad.g_01852
OG0001245	Syas.g_00524	Prad.g_00729
OG0001246	Syas.g_01829, Syas.g_01224	Prad.g_00125
OG0001249	Syas.g_01547	Prad.g_01123
OG0001250	Syas.g_00239	Prad.g_00307
OG0001251	Syas.g_00516, Syas.g_00408	Prad.g_00259
OG0001252	Syas.g_00994	Prad.g_01027
OG0001253	Syas.g_00143	Prad.g_00977
OG0001255	Syas.g_00492	Prad.g_01512
OG0001256	Syas.g_02698	Prad.g_00424
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prad.g_00418
OG0001258	Syas.g_02688	Prad.g_00944
OG0001259	Syas.g_02594	Prad.g_00900
OG0001260	Syas.g_02572	Prad.g_00883
OG0001261	Syas.g_01599	Prad.g_00815
OG0001262	Syas.g_02091	Prad.g_01593
OG0001263	Syas.g_02388	Prad.g_01865
OG0001265	Syas.g_02399	Prad.g_01875
OG0001266	Syas.g_02266	Prad.g_01788
OG0001267	Syas.g_01753	Prad.g_01711
OG0001268	Syas.g_01535	Prad.g_01652
OG0001269	Syas.g_00510	Prad.g_00752
OG0001270	Syas.g_01499	Prad.g_00668
OG0001271	Syas.g_01336	Prad.g_00035
OG0001272	Syas.g_01247	Prad.g_00021
OG0001273	Syas.g_00751	Prad.g_01420
OG0001274	Syas.g_01849	Prad.g_01277
OG0001275	Syas.g_00554	Prad.g_00158
OG0001276	Syas.g_00215	Prad.g_00138
OG0001277	Syas.g_00110	Prad.g_00988
OG0001278	Syas.g_01074	Prad.g_01445
OG0001279	Syas.g_02792	Prad.g_01216
OG0001280	Syas.g_01095	Prad.g_00629
OG0001281	Syas.g_02845	Prad.g_00623
OG0001282	Syas.g_01262	Prad.g_00593
OG0001284	Syas.g_02124, Syas.g_02713	Prad.g_00444
OG0001286	Syas.g_01585	Prad.g_00803
OG0001287	Syas.g_00136	Prad.g_01629
OG0001288	Syas.g_02144	Prad.g_01621
OG0001289	Syas.g_02474	Prad.g_01906
OG0001290	Syas.g_02428	Prad.g_01893
OG0001291	Syas.g_02378	Prad.g_01858
OG0001292	Syas.g_01693	Prad.g_01743
OG0001293	Syas.g_01720	Prad.g_01730
OG0001294	Syas.g_00692	Prad.g_00731
OG0001295	Syas.g_00770	Prad.g_00039
OG0001296	Syas.g_01217	Prad.g_00120
OG0001297	Syas.g_01213	Prad.g_00115
OG0001298	Syas.g_00829	Prad.g_01366
OG0001299	Syas.g_00700	Prad.g_01240
OG0001303	Syas.g_00400	Prad.g_00154
OG0001304	Syas.g_00199	Prad.g_01034
OG0001305	Syas.g_01027	Prad.g_01014
OG0001306	Syas.g_01202	Prad.g_01510
OG0001307	Syas.g_01923	Prad.g_00611
OG0001308	Syas.g_02830	Prad.g_00505
OG0001309	Syas.g_00003	Prad.g_00420
OG0001310	Syas.g_02666	Prad.g_00929
OG0001312	Syas.g_00414	Prad.g_00205
OG0001315	Syas.g_01566	Prad.g_01932
OG0001317	Syas.g_02553	Prad.g_01757
OG0001318	Syas.g_01706	Prad.g_01735
OG0001319	Syas.g_01736	Prad.g_01719
OG0001323	Syas.g_00006	Prad.g_00110
OG0001325	Syas.g_00179	Prad.g_01054
OG0001326	Syas.g_01960, Syas.g_01961	Prad.g_00271
OG0001327	Syas.g_00687	Prad.g_01003
OG0001329	Syas.g_00773	Prad.g_00663
OG0001330	Syas.g_02865	Prad.g_00340
OG0001331	Syas.g_01267	Prad.g_00588
OG0001333	Syas.g_02598	Prad.g_00904
OG0001336	Syas.g_02003	Prad.g_01550
OG0001339	Syas.g_02425	Prad.g_01890
OG0001345	Syas.g_01132	Prad.g_01477
OG0001346	Syas.g_02853	Prad.g_00627
OG0001347	Syas.g_01950	Prad.g_01978
OG0001348	Syas.g_00119	Prad.g_00395
OG0001351	Syas.g_01280	Prad.g_00053
OG0001353	Syas.g_00228	Prad.g_01178
OG0001355	Syas.g_01057	Prad.g_00384
OG0001358	Syas.g_00122	Prad.g_01409
OG0001360	Syas.g_01130	Prad.g_00976
OG0001361	Syas.g_01135	Prad.g_01480
OG0001364	Syas.g_02212	Prad.g_00780
OG0001365	Syas.g_01886	Prad.g_01583
OG0001371	Syas.g_02499	Prad.g_01253
OG0001373	Syas.g_01959	Prad.g_00272
OG0001374	Syas.g_01968	Prad.g_00264
OG0001376	Syas.g_00468	Prad.g_01009
OG0001377	Syas.g_00467	Prad.g_01008
OG0001378	Syas.g_01500	Prad.g_00634
OG0001379	Syas.g_02861	Prad.g_00364
OG0001380	Syas.g_00126	Prad.g_00606
OG0001385	Syas.g_01956	Prad.g_00275
OG0001386	Syas.g_01957	Prad.g_00274
OG0001387	Syas.g_01958	Prad.g_00273
OG0001388	Syas.g_01962	Prad.g_00270
OG0001389	Syas.g_01963	Prad.g_00269
OG0001390	Syas.g_01964	Prad.g_00268
OG0001391	Syas.g_01965	Prad.g_00267
OG0001392	Syas.g_01966	Prad.g_00266
OG0001393	Syas.g_01967	Prad.g_00265
OG0001394	Syas.g_00627	Prad.g_00230
OG0001395	Syas.g_00195	Prad.g_01032
OG0001396	Syas.g_01949	Prad.g_01977
OG0001399	Syas.g_02459	Prad.g_00862
OG0001401	Syas.g_00233	Prad.g_01046
OG0001403	Syas.g_02069	Prad.g_01956
OG0001406	Syas.g_00469	Prad.g_01010
OG0001408	Syas.g_00142	Prad.g_00992
OG0001409	Syas.g_00154	Prad.g_01489
OG0001412	Syas.g_01951	Prad.g_01979
OG0001413	Syas.g_01481	Prad.g_00429
OG0001416	Syas.g_01061	Prad.g_00048
OG0001417	Syas.g_00507	Prad.g_00037
OG0001418	Syas.g_01177	Prad.g_01258
OG0001420	Syas.g_00017	Prad.g_00643
OG0001423	Syas.g_02532	Prad.g_00546
OG0001428	Syas.g_02325	Prad.g_01819
OG0001429	Syas.g_00401	Prad.g_01135
OG0001432	Syas.g_01484	Prad.g_00431
OG0001438	Syas.g_01767	Prad.g_01698
OG0001439	Syas.g_01809	Prad.g_01684
OG0001441	Syas.g_00008	Prad.g_00108
OG0001447	Syas.g_02390	Prad.g_01867
OG0001449	Syas.g_02567	Prad.g_00702
OG0001450	Syas.g_02208, Syas.g_00474	Prad.g_01261
OG0001451	Syas.g_02342, Syas.g_02343	Prad.g_00287
OG0001452	Syas.g_01700	Prad.g_00257
OG0001453	Syas.g_00547	Prad.g_00164
OG0001454	Syas.g_01483	Prad.g_00983
OG0001456	Syas.g_01969	Prad.g_01519
OG0001457	Syas.g_01970	Prad.g_01518
OG0001458	Syas.g_01971	Prad.g_01517
OG0001459	Syas.g_02778	Prad.g_00323
OG0001471	Syas.g_01819	Prad.g_00428
OG0001473	Syas.g_00323	Prad.g_01613
OG0001474	Syas.g_01534	Prad.g_01651
OG0001479	Syas.g_01537	Prad.g_01654
OG0001480	Syas.g_00771	Prad.g_00741
OG0001482	Syas.g_00535	Prad.g_00050
OG0001484	Syas.g_00166, Syas.g_00167	Prad.g_00348
OG0001486	Syas.g_01186	Prad.g_01498
OG0001492	Syas.g_01077	Prad.g_01448
OG0001493	Syas.g_01069	Prad.g_01440
OG0001495	Syas.g_01641	Prad.g_00857
OG0001502	Syas.g_00290	Prad.g_01115
OG0001504	Syas.g_02777	Prad.g_00324
OG0001507	Syas.g_01183	Prad.g_00368
OG0001520	Syas.g_00828	Prad.g_00710
OG0001522	Syas.g_00369	Prad.g_01179
OG0001546	Syas.g_00011	Prad.g_00105
OG0001547	Syas.g_00300	Prad.g_01117
OG0001554	Syas.g_00153	Prad.g_00422
OG0001555	Syas.g_00654	Prad.g_00407
OG0001557	Syas.g_00626	Prad.g_00229
OG0001558	Syas.g_02053	Prad.g_01042
OG0001567	Syas.g_00294	Prad.g_01116
OG0001568	Syas.g_00368	Prad.g_01118
OG0001570	Syas.g_00309	Prad.g_00646, Prad.g_01295
OG0001584	Syas.g_00607	Prad.g_00213
OG0001587	Syas.g_02569	Prad.g_00881
OG0001625	Syas.g_01708	Prad.g_01733
OG0001627	Syas.g_01474	Prad.g_01097
OG0001647	Syas.g_01738	Prad.g_01718
OG0001652	Syas.g_02051	Prad.g_01040
OG0001671	Syas.g_01830	Prad.g_01322
OG0001726	Syas.g_00337	Prad.g_00682
OG0001748	Syas.g_01832	Prad.g_01323
OG0001837	Syas.g_01831	Prad.g_01324
OG0001924	Syas.g_00040	Prad.g_01311
OG0001925	Syas.g_00041	Prad.g_01310
OG0001926	Syas.g_00042	Prad.g_01309
OG0001927	Syas.g_00043	Prad.g_01308
OG0001928	Syas.g_02787	Prad.g_00538
OG0001993	Syas.g_00038	Prad.g_01313
OG0001994	Syas.g_00039	Prad.g_01312
OG0002098	Syas.g_02127, Syas.g_02608	Prad.g_00553
OG0002109	Syas.g_02770	Prad.g_01286
OG0002276	Syas.g_00095	Prad.g_00085
OG0002364	Syas.g_00402	Prad.g_01136
OG0002478	Syas.g_01099	Prad.g_00676
OG0002699	Syas.g_02123	Prad.g_00551
OG0002895	Syas.g_02769	Prad.g_01284
