Orthogroup	Syae	Prbf
OG0001126	Syae.g_00807	Prbf.g_01159
OG0001127	Syae.g_00806	Prbf.g_01160
OG0001128	Syae.g_00803	Prbf.g_01162
OG0001129	Syae.g_00801	Prbf.g_01163
OG0001130	Syae.g_00800	Prbf.g_01164
OG0001131	Syae.g_00562	Prbf.g_01705
OG0001132	Syae.g_00242	Prbf.g_00296
OG0001133	Syae.g_00053	Prbf.g_00094
OG0001134	Syae.g_00638	Prbf.g_00788
OG0001136	Syae.g_00923	Prbf.g_00915
OG0001137	Syae.g_00903	Prbf.g_00927
OG0001138	Syae.g_00654	Prbf.g_00948
OG0001139	Syae.g_00656	Prbf.g_00950
OG0001140	Syae.g_00657	Prbf.g_00951
OG0001141	Syae.g_00658	Prbf.g_00952
OG0001142	Syae.g_00660	Prbf.g_00953
OG0001143	Syae.g_00673	Prbf.g_00960
OG0001144	Syae.g_00684	Prbf.g_00965
OG0001145	Syae.g_00948	Prbf.g_00034
OG0001146	Syae.g_00968	Prbf.g_00022
OG0001147	Syae.g_02536	Prbf.g_00002
OG0001148	Syae.g_02297	Prbf.g_00097
OG0001149	Syae.g_02296	Prbf.g_00098
OG0001150	Syae.g_02295	Prbf.g_00099
OG0001151	Syae.g_02282	Prbf.g_00110
OG0001152	Syae.g_02281	Prbf.g_00111
OG0001153	Syae.g_02613	Prbf.g_00189
OG0001155	Syae.g_01083	Prbf.g_00207
OG0001156	Syae.g_01093	Prbf.g_00210
OG0001157	Syae.g_01094	Prbf.g_00211
OG0001158	Syae.g_01100	Prbf.g_00212
OG0001159	Syae.g_01103	Prbf.g_00213
OG0001160	Syae.g_01142	Prbf.g_00239
OG0001161	Syae.g_01597	Prbf.g_00750
OG0001162	Syae.g_00487	Prbf.g_00812
OG0001163	Syae.g_01150	Prbf.g_00702
OG0001164	Syae.g_01156	Prbf.g_00698
OG0001165	Syae.g_01161	Prbf.g_00695
OG0001166	Syae.g_01186	Prbf.g_00674
OG0001167	Syae.g_01031	Prbf.g_00657
OG0001168	Syae.g_01033	Prbf.g_00655
OG0001169	Syae.g_01035	Prbf.g_00653
OG0001170	Syae.g_01037	Prbf.g_00651
OG0001171	Syae.g_01047	Prbf.g_00641
OG0001172	Syae.g_02036	Prbf.g_00625
OG0001173	Syae.g_02037	Prbf.g_00624
OG0001174	Syae.g_02045	Prbf.g_00616
OG0001175	Syae.g_02046	Prbf.g_00615
OG0001176	Syae.g_02076	Prbf.g_00607
OG0001177	Syae.g_02073	Prbf.g_00605
OG0001178	Syae.g_01168	Prbf.g_00688
OG0001179	Syae.g_02106	Prbf.g_00575
OG0001180	Syae.g_02130	Prbf.g_00552
OG0001181	Syae.g_02134	Prbf.g_00548
OG0001182	Syae.g_02143	Prbf.g_00540
OG0001183	Syae.g_02147	Prbf.g_00535
OG0001184	Syae.g_01862	Prbf.g_00517
OG0001185	Syae.g_01835	Prbf.g_00501
OG0001188	Syae.g_01783	Prbf.g_00471
OG0001189	Syae.g_01767	Prbf.g_00455
OG0001190	Syae.g_01567	Prbf.g_00450
OG0001191	Syae.g_01580	Prbf.g_00440
OG0001192	Syae.g_01587	Prbf.g_00435
OG0001193	Syae.g_01617	Prbf.g_00423
OG0001194	Syae.g_01625	Prbf.g_00422
OG0001195	Syae.g_01626	Prbf.g_00421
OG0001196	Syae.g_01695	Prbf.g_00405
OG0001197	Syae.g_01697	Prbf.g_00403
OG0001198	Syae.g_01709	Prbf.g_00396
OG0001199	Syae.g_01291	Prbf.g_01401
OG0001200	Syae.g_01293	Prbf.g_01403
OG0001201	Syae.g_01364	Prbf.g_01436
OG0001202	Syae.g_01494	Prbf.g_01534
OG0001203	Syae.g_02240	Prbf.g_01576
OG0001204	Syae.g_02022	Prbf.g_01582
OG0001205	Syae.g_00984	Prbf.g_01729
OG0001206	Syae.g_02502	Prbf.g_01749
OG0001207	Syae.g_02300	Prbf.g_01760
OG0001208	Syae.g_02311	Prbf.g_01765
OG0001209	Syae.g_02377	Prbf.g_01816
OG0001210	Syae.g_02387	Prbf.g_01821
OG0001211	Syae.g_02403	Prbf.g_01831
OG0001212	Syae.g_02460	Prbf.g_01878
OG0001213	Syae.g_00062	Prbf.g_01913
OG0001214	Syae.g_00076	Prbf.g_00984
OG0001215	Syae.g_00757	Prbf.g_01272
OG0001216	Syae.g_00470	Prbf.g_01251
OG0001217	Syae.g_00151	Prbf.g_00280
OG0001218	Syae.g_02605	Prbf.g_00855
OG0001219	Syae.g_00312	Prbf.g_01146
OG0001220	Syae.g_00880	Prbf.g_01189
OG0001221	Syae.g_00559	Prbf.g_01309
OG0001222	Syae.g_00347	Prbf.g_01067
OG0001223	Syae.g_00392	Prbf.g_01099
OG0001224	Syae.g_00797	Prbf.g_01166
OG0001225	Syae.g_00795	Prbf.g_01168
OG0001226	Syae.g_00135	Prbf.g_01921
OG0001227	Syae.g_01600	Prbf.g_00870
OG0001228	Syae.g_01004	Prbf.g_00968
OG0001229	Syae.g_00771	Prbf.g_00856
OG0001230	Syae.g_02662	Prbf.g_00150
OG0001231	Syae.g_01729	Prbf.g_01706
OG0001232	Syae.g_01197	Prbf.g_00670
OG0001233	Syae.g_01038	Prbf.g_00650
OG0001234	Syae.g_02050	Prbf.g_00613
OG0001235	Syae.g_02066	Prbf.g_00609
OG0001236	Syae.g_01867	Prbf.g_00520
OG0001237	Syae.g_01860	Prbf.g_00516
OG0001238	Syae.g_01582	Prbf.g_00439
OG0001239	Syae.g_01288	Prbf.g_01398
OG0001240	Syae.g_01347	Prbf.g_01419
OG0001241	Syae.g_01357	Prbf.g_01429
OG0001242	Syae.g_01387	Prbf.g_01449
OG0001243	Syae.g_01395	Prbf.g_01456
OG0001244	Syae.g_01425	Prbf.g_01471
OG0001245	Syae.g_00149	Prbf.g_00879
OG0001247	Syae.g_00482	Prbf.g_01279
OG0001248	Syae.g_00485	Prbf.g_01277
OG0001249	Syae.g_02186	Prbf.g_01675
OG0001250	Syae.g_00841	Prbf.g_01202
OG0001251	Syae.g_01632	Prbf.g_00837
OG0001252	Syae.g_00804	Prbf.g_01161
OG0001253	Syae.g_00243	Prbf.g_01924
OG0001254	Syae.g_00637	Prbf.g_00786
OG0001255	Syae.g_00667	Prbf.g_00900
OG0001256	Syae.g_01149	Prbf.g_00246
OG0001258	Syae.g_01159	Prbf.g_00697
OG0001259	Syae.g_01036	Prbf.g_00652
OG0001260	Syae.g_01058	Prbf.g_00635
OG0001261	Syae.g_02115	Prbf.g_00567
OG0001263	Syae.g_01399	Prbf.g_01458
OG0001265	Syae.g_01385	Prbf.g_01448
OG0001266	Syae.g_01498	Prbf.g_01538
OG0001267	Syae.g_01969	Prbf.g_01620
OG0001268	Syae.g_02198	Prbf.g_01683
OG0001269	Syae.g_00225	Prbf.g_01190
OG0001270	Syae.g_00997	Prbf.g_01718
OG0001271	Syae.g_02527	Prbf.g_01755
OG0001272	Syae.g_02315	Prbf.g_01769
OG0001273	Syae.g_00069	Prbf.g_00978
OG0001274	Syae.g_01535	Prbf.g_01562
OG0001275	Syae.g_00407	Prbf.g_01089
OG0001276	Syae.g_00423	Prbf.g_01075
OG0001277	Syae.g_01677	Prbf.g_00417
OG0001278	Syae.g_00697	Prbf.g_00972
OG0001279	Syae.g_00007	Prbf.g_00339
OG0001280	Syae.g_00958	Prbf.g_00027
OG0001281	Syae.g_00969	Prbf.g_00021
OG0001282	Syae.g_02298	Prbf.g_00096
OG0001283	Syae.g_01688	Prbf.g_00408
OG0001284	Syae.g_01132	Prbf.g_00232
OG0001285	Syae.g_00237	Prbf.g_00667
OG0001287	Syae.g_01827	Prbf.g_00494
OG0001288	Syae.g_01815	Prbf.g_00483
OG0001289	Syae.g_01330	Prbf.g_01413
OG0001290	Syae.g_01356	Prbf.g_01428
OG0001291	Syae.g_01409	Prbf.g_01466
OG0001292	Syae.g_02017	Prbf.g_01587
OG0001293	Syae.g_01996	Prbf.g_01600
OG0001295	Syae.g_02389	Prbf.g_00824
OG0001296	Syae.g_02343	Prbf.g_01792
OG0001297	Syae.g_02347	Prbf.g_01797
OG0001298	Syae.g_02439	Prbf.g_01858
OG0001299	Syae.g_00599	Prbf.g_01015
OG0001300	Syae.g_00766	Prbf.g_01268
OG0001301	Syae.g_00780	Prbf.g_01263
OG0001302	Syae.g_00110	Prbf.g_01150
OG0001303	Syae.g_00314	Prbf.g_00731
OG0001304	Syae.g_00436	Prbf.g_01062
OG0001305	Syae.g_00786	Prbf.g_01174
OG0001306	Syae.g_00943	Prbf.g_00903
OG0001307	Syae.g_02059	Prbf.g_00070
OG0001310	Syae.g_01178	Prbf.g_00680
OG0001311	Syae.g_00425	Prbf.g_01073
OG0001312	Syae.g_00326	Prbf.g_01137
OG0001314	Syae.g_00097	Prbf.g_00372
OG0001315	Syae.g_02145	Prbf.g_00865
OG0001316	Syae.g_01415	Prbf.g_01470
OG0001317	Syae.g_02235	Prbf.g_01572
OG0001318	Syae.g_02004	Prbf.g_01596
OG0001319	Syae.g_01980	Prbf.g_01613
OG0001321	Syae.g_00978	Prbf.g_01735
OG0001322	Syae.g_00977	Prbf.g_01736
OG0001323	Syae.g_02355	Prbf.g_01802
OG0001324	Syae.g_00767	Prbf.g_01267
OG0001325	Syae.g_00465	Prbf.g_01032
OG0001327	Syae.g_00586	Prbf.g_01332
OG0001328	Syae.g_00565	Prbf.g_00045
OG0001330	Syae.g_00950	Prbf.g_00263
OG0001331	Syae.g_02293	Prbf.g_00101
OG0001332	Syae.g_01077	Prbf.g_00203
OG0001333	Syae.g_01032	Prbf.g_00656
OG0001334	Syae.g_02156	Prbf.g_00532
OG0001335	Syae.g_02157	Prbf.g_00531
OG0001337	Syae.g_02153, Syae.g_02175	Prbf.g_01670
OG0001338	Syae.g_02162, Syae.g_00689, Syae.g_02178	Prbf.g_01673
OG0001339	Syae.g_01359	Prbf.g_01431
OG0001340	Syae.g_02176	Prbf.g_01671
OG0001341	Syae.g_00737	Prbf.g_00863
OG0001342	Syae.g_02559	Prbf.g_00711
OG0001343	Syae.g_01629	Prbf.g_00840
OG0001344	Syae.g_00916	Prbf.g_00922
OG0001345	Syae.g_00886	Prbf.g_00938
OG0001346	Syae.g_00962	Prbf.g_00025
OG0001348	Syae.g_00821	Prbf.g_00826
OG0001349	Syae.g_01228, Syae.g_01245	Prbf.g_00119
OG0001350	Syae.g_02239	Prbf.g_01575
OG0001351	Syae.g_02492	Prbf.g_01741
OG0001352	Syae.g_00666	Prbf.g_01283
OG0001353	Syae.g_00831	Prbf.g_01212
OG0001354	Syae.g_00379	Prbf.g_01107
OG0001355	Syae.g_00120	Prbf.g_01053
OG0001356	Syae.g_00820	Prbf.g_00705
OG0001359	Syae.g_01628	Prbf.g_00839
OG0001362	Syae.g_02637	Prbf.g_00171
OG0001363	Syae.g_02635	Prbf.g_00173
OG0001364	Syae.g_01883	Prbf.g_00529
OG0001368	Syae.g_02023	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001369	Syae.g_01346	Prbf.g_01418
OG0001370	Syae.g_01270, Syae.g_00109	Prbf.g_01746
OG0001375	Syae.g_01630	Prbf.g_00841
OG0001379	Syae.g_00952	Prbf.g_00032
OG0001382	Syae.g_02490	Prbf.g_00063
OG0001394	Syae.g_00553	Prbf.g_01305
OG0001397	Syae.g_02636	Prbf.g_00172
OG0001398	Syae.g_00289	Prbf.g_00801
OG0001401	Syae.g_00835	Prbf.g_01207
OG0001402	Syae.g_00051	Prbf.g_01907
OG0001404	Syae.g_01283	Prbf.g_01395
OG0001407	Syae.g_02368	Prbf.g_00059
OG0001410	Syae.g_02060	Prbf.g_00069
OG0001419	Syae.g_02369	Prbf.g_00060
OG0001421	Syae.g_00241	Prbf.g_00247
OG0001422	Syae.g_00953	Prbf.g_00056
OG0001425	Syae.g_01586	Prbf.g_00436
OG0001428	Syae.g_01456	Prbf.g_01506
OG0001429	Syae.g_00315	Prbf.g_01145
OG0001430	Syae.g_01560	Prbf.g_00854
OG0001433	Syae.g_00819	Prbf.g_00706
OG0001434	Syae.g_00548	Prbf.g_01300
OG0001435	Syae.g_00579	Prbf.g_01324
OG0001443	Syae.g_01594	Prbf.g_00857
OG0001460	Syae.g_00818	Prbf.g_00707
OG0001461	Syae.g_00063	Prbf.g_01379
OG0001465	Syae.g_00475	Prbf.g_01256
OG0001468	Syae.g_00113	Prbf.g_00849
OG0001476	Syae.g_00908	Prbf.g_00925
OG0001477	Syae.g_00776	Prbf.g_00316
OG0001484	Syae.g_01649	Prbf.g_00262
OG0001487	Syae.g_02606	Prbf.g_00197
OG0001488	Syae.g_00898	Prbf.g_00931
OG0001489	Syae.g_02139	Prbf.g_00543
OG0001496	Syae.g_00774	Prbf.g_00318
OG0001497	Syae.g_00775	Prbf.g_00317
OG0001498	Syae.g_02220	Prbf.g_01702
OG0001505	Syae.g_01204	Prbf.g_00313
OG0001510	Syae.g_01823	Prbf.g_00490, Prbf.g_00489
OG0001511	Syae.g_01372	Prbf.g_01440
OG0001512	Syae.g_02241	Prbf.g_00861
OG0001514	Syae.g_00773	Prbf.g_00319
OG0001515	Syae.g_00762	Prbf.g_01270
OG0001516	Syae.g_00602	Prbf.g_01012
OG0001517	Syae.g_02193	Prbf.g_01679
OG0001518	Syae.g_01584	Prbf.g_00437
OG0001519	Syae.g_01596	Prbf.g_00432
OG0001527	Syae.g_02417	Prbf.g_01844
OG0001529	Syae.g_01760	Prbf.g_01363
OG0001530	Syae.g_01370	Prbf.g_01439
OG0001531	Syae.g_02242	Prbf.g_01577
OG0001532	Syae.g_00655	Prbf.g_00949
OG0001534	Syae.g_00437	Prbf.g_01061
OG0001535	Syae.g_00421	Prbf.g_01077
OG0001536	Syae.g_00355	Prbf.g_01121
OG0001537	Syae.g_00558	Prbf.g_01308
OG0001538	Syae.g_00516	Prbf.g_01240
OG0001539	Syae.g_00584	Prbf.g_01330
OG0001540	Syae.g_01401	Prbf.g_01460
OG0001541	Syae.g_01465	Prbf.g_01514
OG0001542	Syae.g_01474	Prbf.g_01520
OG0001543	Syae.g_01516	Prbf.g_00040
OG0001544	Syae.g_01595	Prbf.g_00433
OG0001545	Syae.g_01676	Prbf.g_00418
OG0001549	Syae.g_00882	Prbf.g_01180
OG0001557	Syae.g_00552	Prbf.g_01304
OG0001559	Syae.g_01369	Prbf.g_01438
OG0001560	Syae.g_01355	Prbf.g_01427
OG0001561	Syae.g_00427	Prbf.g_01071
OG0001562	Syae.g_00413	Prbf.g_01084
OG0001563	Syae.g_02124	Prbf.g_00559
OG0001564	Syae.g_02485	Prbf.g_01382
OG0001572	Syae.g_00134	Prbf.g_00338
OG0001574	Syae.g_02415	Prbf.g_01842
OG0001575	Syae.g_02420	Prbf.g_01847
OG0001576	Syae.g_02478	Prbf.g_00012
OG0001577	Syae.g_00925	Prbf.g_00913
OG0001579	Syae.g_02165	Prbf.g_01668
OG0001580	Syae.g_01556	Prbf.g_01370
OG0001588	Syae.g_01880	Prbf.g_01709
OG0001589	Syae.g_01040	Prbf.g_00648
OG0001592	Syae.g_01557	Prbf.g_01369
OG0001614	Syae.g_01837	Prbf.g_00502
OG0001616	Syae.g_00642	Prbf.g_00941
OG0001617	Syae.g_00769	Prbf.g_01266
OG0001619	Syae.g_00344	Prbf.g_01128
OG0001620	Syae.g_02205	Prbf.g_01687
OG0001621	Syae.g_02008	Prbf.g_01592
OG0001622	Syae.g_01687	Prbf.g_00409
OG0001636	Syae.g_01753	Prbf.g_01357
OG0001638	Syae.g_01175	Prbf.g_00682
OG0001639	Syae.g_01082	Prbf.g_00206
OG0001640	Syae.g_00809	Prbf.g_01158
OG0001641	Syae.g_00397	Prbf.g_01096
OG0001642	Syae.g_00878	Prbf.g_01191
OG0001643	Syae.g_00079	Prbf.g_00987
OG0001644	Syae.g_00452	Prbf.g_01042
OG0001654	Syae.g_01080	Prbf.g_00204
OG0001656	Syae.g_02164	Prbf.g_01667
OG0001657	Syae.g_01439	Prbf.g_01489
OG0001658	Syae.g_01566	Prbf.g_01365
OG0001659	Syae.g_00650	Prbf.g_00821
OG0001676	Syae.g_02167	Prbf.g_01669
OG0001678	Syae.g_02035	Prbf.g_00626
OG0001679	Syae.g_02424	Prbf.g_01674
OG0001691	Syae.g_00044	Prbf.g_01156
OG0001693	Syae.g_00792	Prbf.g_00749
OG0001717	Syae.g_01451	Prbf.g_00323
OG0001733	Syae.g_00589	Prbf.g_00709
OG0001746	Syae.g_01064	Prbf.g_00807
OG0001747	Syae.g_01422	Prbf.g_01710
OG0001758	Syae.g_00620	Prbf.g_00715
OG0001769	Syae.g_00093	Prbf.g_00866
OG0001770	Syae.g_00617	Prbf.g_00778
OG0001771	Syae.g_00183	Prbf.g_00766
OG0001807	Syae.g_01887	Prbf.g_01381
OG0001842	Syae.g_01072	Prbf.g_00294
OG0001875	Syae.g_00619	Prbf.g_00716
OG0001876	Syae.g_00618	Prbf.g_00717
OG0001916	Syae.g_02326	Prbf.g_01779
OG0001917	Syae.g_00422	Prbf.g_01076
OG0001930	Syae.g_01073	Prbf.g_00293
OG0001931	Syae.g_01074	Prbf.g_00292
OG0001965	Syae.g_00108	Prbf.g_00759
OG0001996	Syae.g_01746	Prbf.g_01351
OG0002019	Syae.g_00294	Prbf.g_00818
OG0002106	Syae.g_00444	Prbf.g_00054
OG0002487	Syae.g_00132	Prbf.g_00043
OG0002518	Syae.g_00206	Prbf.g_01937
OG0002703	Syae.g_01206	Prbf.g_00311
