Orthogroup	Syae	Prbi
OG0001125	Syae.g_00428	Prbi.g_01065
OG0001126	Syae.g_00807	Prbi.g_01075
OG0001127	Syae.g_00806	Prbi.g_01076
OG0001128	Syae.g_00803	Prbi.g_01078
OG0001129	Syae.g_00801	Prbi.g_01079
OG0001130	Syae.g_00800	Prbi.g_01080
OG0001131	Syae.g_00562	Prbi.g_01117
OG0001132	Syae.g_00242	Prbi.g_01127
OG0001133	Syae.g_00053	Prbi.g_01161
OG0001134	Syae.g_00638	Prbi.g_01174
OG0001136	Syae.g_00923	Prbi.g_01204
OG0001137	Syae.g_00903	Prbi.g_01215
OG0001138	Syae.g_00654	Prbi.g_01233
OG0001139	Syae.g_00656	Prbi.g_01234
OG0001140	Syae.g_00657	Prbi.g_01235
OG0001141	Syae.g_00658	Prbi.g_01236
OG0001142	Syae.g_00660	Prbi.g_01237
OG0001143	Syae.g_00673	Prbi.g_01244
OG0001144	Syae.g_00684	Prbi.g_01249
OG0001145	Syae.g_00948	Prbi.g_01383
OG0001146	Syae.g_00968	Prbi.g_01395
OG0001147	Syae.g_02536	Prbi.g_01425
OG0001148	Syae.g_02297	Prbi.g_01441
OG0001149	Syae.g_02296	Prbi.g_01442
OG0001150	Syae.g_02295	Prbi.g_01443
OG0001151	Syae.g_02282	Prbi.g_01454
OG0001152	Syae.g_02281	Prbi.g_01455
OG0001153	Syae.g_02613	Prbi.g_01622
OG0001155	Syae.g_01083	Prbi.g_01635
OG0001156	Syae.g_01093	Prbi.g_01638
OG0001157	Syae.g_01094	Prbi.g_01639
OG0001158	Syae.g_01100	Prbi.g_01640
OG0001159	Syae.g_01103	Prbi.g_01641
OG0001160	Syae.g_01142	Prbi.g_01665
OG0001161	Syae.g_01597	Prbi.g_01678
OG0001162	Syae.g_00487	Prbi.g_01689
OG0001163	Syae.g_01150	Prbi.g_01779
OG0001164	Syae.g_01156	Prbi.g_01783
OG0001166	Syae.g_01186	Prbi.g_01806
OG0001167	Syae.g_01031	Prbi.g_01823
OG0001168	Syae.g_01033	Prbi.g_01825
OG0001169	Syae.g_01035	Prbi.g_01827
OG0001170	Syae.g_01037	Prbi.g_01829
OG0001171	Syae.g_01047	Prbi.g_01838
OG0001172	Syae.g_02036	Prbi.g_01851
OG0001173	Syae.g_02037	Prbi.g_01852
OG0001174	Syae.g_02045	Prbi.g_01860
OG0001175	Syae.g_02046	Prbi.g_01861
OG0001176	Syae.g_02076	Prbi.g_01869
OG0001177	Syae.g_02073	Prbi.g_01872
OG0001178	Syae.g_01168	Prbi.g_01877
OG0001179	Syae.g_02106	Prbi.g_01922
OG0001180	Syae.g_02130	Prbi.g_01944
OG0001181	Syae.g_02134	Prbi.g_01948
OG0001182	Syae.g_02143	Prbi.g_01955
OG0001183	Syae.g_02147	Prbi.g_01959
OG0001184	Syae.g_01862	Prbi.g_01975
OG0001185	Syae.g_01835	Prbi.g_01989
OG0001188	Syae.g_01783	Prbi.g_02031
OG0001189	Syae.g_01767	Prbi.g_02048
OG0001190	Syae.g_01567	Prbi.g_02052
OG0001191	Syae.g_01580	Prbi.g_02062
OG0001192	Syae.g_01587	Prbi.g_02067
OG0001193	Syae.g_01617	Prbi.g_02077
OG0001194	Syae.g_01625	Prbi.g_02078
OG0001195	Syae.g_01626	Prbi.g_02079
OG0001196	Syae.g_01695	Prbi.g_02092
OG0001197	Syae.g_01697	Prbi.g_02093
OG0001198	Syae.g_01709	Prbi.g_02100
OG0001199	Syae.g_01291	Prbi.g_00081
OG0001200	Syae.g_01293	Prbi.g_00083
OG0001201	Syae.g_01364	Prbi.g_00115
OG0001202	Syae.g_01494	Prbi.g_00223
OG0001203	Syae.g_02240	Prbi.g_00262
OG0001204	Syae.g_02022	Prbi.g_00267
OG0001205	Syae.g_00984	Prbi.g_00446
OG0001206	Syae.g_02502	Prbi.g_00464
OG0001207	Syae.g_02300	Prbi.g_00480
OG0001208	Syae.g_02311	Prbi.g_00485
OG0001209	Syae.g_02377	Prbi.g_00538
OG0001210	Syae.g_02387	Prbi.g_00543
OG0001211	Syae.g_02403	Prbi.g_00553
OG0001212	Syae.g_02460	Prbi.g_00598
OG0001213	Syae.g_00062	Prbi.g_00631
OG0001214	Syae.g_00076	Prbi.g_00640
OG0001215	Syae.g_00757	Prbi.g_00693
OG0001216	Syae.g_00470	Prbi.g_00747
OG0001217	Syae.g_00151	Prbi.g_00792
OG0001218	Syae.g_02605	Prbi.g_00800
OG0001219	Syae.g_00312	Prbi.g_00835
OG0001220	Syae.g_00880	Prbi.g_00899
OG0001221	Syae.g_00559	Prbi.g_00962
OG0001222	Syae.g_00347	Prbi.g_01001
OG0001223	Syae.g_00392	Prbi.g_01027
OG0001224	Syae.g_00797	Prbi.g_01082
OG0001225	Syae.g_00795	Prbi.g_01084
OG0001226	Syae.g_00135	Prbi.g_01111
OG0001227	Syae.g_01600	Prbi.g_01130
OG0001228	Syae.g_01004	Prbi.g_01252
OG0001229	Syae.g_00771	Prbi.g_01437
OG0001230	Syae.g_02662	Prbi.g_01581
OG0001231	Syae.g_01729	Prbi.g_01687
OG0001232	Syae.g_01197	Prbi.g_01810
OG0001233	Syae.g_01038	Prbi.g_01830
OG0001234	Syae.g_02050	Prbi.g_01864
OG0001235	Syae.g_02066	Prbi.g_01874
OG0001236	Syae.g_01867	Prbi.g_01972
OG0001237	Syae.g_01860	Prbi.g_01976
OG0001238	Syae.g_01582	Prbi.g_02063
OG0001239	Syae.g_01288	Prbi.g_00078
OG0001240	Syae.g_01347	Prbi.g_00100
OG0001241	Syae.g_01357	Prbi.g_00108
OG0001242	Syae.g_01387	Prbi.g_00127
OG0001243	Syae.g_01395	Prbi.g_00133
OG0001244	Syae.g_01425	Prbi.g_00149
OG0001245	Syae.g_00149	Prbi.g_00404
OG0001246	Syae.g_02337	Prbi.g_00507
OG0001247	Syae.g_00482	Prbi.g_00686
OG0001248	Syae.g_00485	Prbi.g_00688
OG0001249	Syae.g_02186	Prbi.g_00825
OG0001250	Syae.g_00841	Prbi.g_00888
OG0001251	Syae.g_01632	Prbi.g_00935
OG0001252	Syae.g_00804	Prbi.g_01077
OG0001253	Syae.g_00243	Prbi.g_01131
OG0001254	Syae.g_00637	Prbi.g_01176
OG0001255	Syae.g_00667	Prbi.g_01191
OG0001256	Syae.g_01149	Prbi.g_01680
OG0001257	Syae.g_00295	Prbi.g_01686
OG0001258	Syae.g_01159	Prbi.g_01784
OG0001259	Syae.g_01036	Prbi.g_01828
OG0001260	Syae.g_01058	Prbi.g_01844
OG0001261	Syae.g_02115	Prbi.g_01930
OG0001262	Syae.g_01769	Prbi.g_02046
OG0001263	Syae.g_01399	Prbi.g_00136
OG0001264	Syae.g_01222	Prbi.g_00047, Prbi.g_01743
OG0001265	Syae.g_01385	Prbi.g_00126
OG0001266	Syae.g_01498	Prbi.g_00227
OG0001267	Syae.g_01969	Prbi.g_00304
OG0001268	Syae.g_02198	Prbi.g_00363
OG0001269	Syae.g_00225	Prbi.g_00383
OG0001270	Syae.g_00997	Prbi.g_00435
OG0001271	Syae.g_02527	Prbi.g_00475
OG0001272	Syae.g_02315	Prbi.g_00489
OG0001273	Syae.g_00069	Prbi.g_00634
OG0001274	Syae.g_01535	Prbi.g_00707
OG0001275	Syae.g_00407	Prbi.g_01037
OG0001276	Syae.g_00423	Prbi.g_01061
OG0001277	Syae.g_01677	Prbi.g_01119
OG0001278	Syae.g_00697	Prbi.g_01257
OG0001279	Syae.g_00007	Prbi.g_01332
OG0001280	Syae.g_00958	Prbi.g_01390
OG0001281	Syae.g_00969	Prbi.g_01396
OG0001282	Syae.g_02298	Prbi.g_01440
OG0001283	Syae.g_01688	Prbi.g_01459
OG0001284	Syae.g_01132	Prbi.g_01660
OG0001285	Syae.g_00237	Prbi.g_01813
OG0001287	Syae.g_01827	Prbi.g_01996
OG0001288	Syae.g_01815	Prbi.g_02005
OG0001289	Syae.g_01330	Prbi.g_00094
OG0001290	Syae.g_01356	Prbi.g_00107
OG0001291	Syae.g_01409	Prbi.g_00143
OG0001292	Syae.g_02017	Prbi.g_00272
OG0001293	Syae.g_01996	Prbi.g_00285
OG0001294	Syae.g_00593	Prbi.g_00402
OG0001295	Syae.g_02389	Prbi.g_00469
OG0001296	Syae.g_02343	Prbi.g_00512
OG0001297	Syae.g_02347	Prbi.g_00517
OG0001298	Syae.g_02439	Prbi.g_00579
OG0001299	Syae.g_00599	Prbi.g_00669
OG0001300	Syae.g_00766	Prbi.g_00696
OG0001301	Syae.g_00780	Prbi.g_00699
OG0001302	Syae.g_00110	Prbi.g_00834
OG0001303	Syae.g_00314	Prbi.g_01041
OG0001304	Syae.g_00436	Prbi.g_01071
OG0001305	Syae.g_00786	Prbi.g_01090
OG0001306	Syae.g_00943	Prbi.g_01193
OG0001307	Syae.g_02059	Prbi.g_01422
OG0001310	Syae.g_01178	Prbi.g_01799
OG0001311	Syae.g_00425	Prbi.g_01063
OG0001312	Syae.g_00326	Prbi.g_00990
OG0001314	Syae.g_00097	Prbi.g_00723, Prbi.g_00783
OG0001315	Syae.g_02145	Prbi.g_00068
OG0001316	Syae.g_01415	Prbi.g_00148
OG0001317	Syae.g_02235	Prbi.g_00258
OG0001318	Syae.g_02004	Prbi.g_00280
OG0001319	Syae.g_01980	Prbi.g_00296
OG0001321	Syae.g_00978	Prbi.g_00452
OG0001322	Syae.g_00977	Prbi.g_00453
OG0001323	Syae.g_02355	Prbi.g_00522
OG0001324	Syae.g_00767	Prbi.g_00697
OG0001325	Syae.g_00465	Prbi.g_00750
OG0001326	Syae.g_01641	Prbi.g_00923
OG0001327	Syae.g_00586	Prbi.g_01102
OG0001328	Syae.g_00565	Prbi.g_01129
OG0001330	Syae.g_00950	Prbi.g_01362
OG0001331	Syae.g_02293	Prbi.g_01445
OG0001332	Syae.g_01077	Prbi.g_01633
OG0001333	Syae.g_01032	Prbi.g_01824
OG0001334	Syae.g_02156	Prbi.g_01962
OG0001335	Syae.g_02157	Prbi.g_01963
OG0001336	Syae.g_01689	Prbi.g_02089
OG0001339	Syae.g_01359	Prbi.g_00110
OG0001340	Syae.g_02176	Prbi.g_00352
OG0001341	Syae.g_00737	Prbi.g_00790
OG0001342	Syae.g_02559	Prbi.g_00829
OG0001343	Syae.g_01629	Prbi.g_00932
OG0001344	Syae.g_00916	Prbi.g_01211
OG0001345	Syae.g_00886	Prbi.g_01226
OG0001346	Syae.g_00962	Prbi.g_01392
OG0001348	Syae.g_00821	Prbi.g_01707
OG0001349	Syae.g_01228, Syae.g_01245	Prbi.g_01590
OG0001350	Syae.g_02239	Prbi.g_01748
OG0001351	Syae.g_02492	Prbi.g_00455
OG0001352	Syae.g_00666	Prbi.g_00683
OG0001353	Syae.g_00831	Prbi.g_00879
OG0001354	Syae.g_00379	Prbi.g_01019
OG0001355	Syae.g_00120	Prbi.g_01724
OG0001356	Syae.g_00820	Prbi.g_01301
OG0001358	Syae.g_00046	Prbi.g_00622
OG0001359	Syae.g_01628	Prbi.g_00933
OG0001360	Syae.g_00883	Prbi.g_01132
OG0001361	Syae.g_00889	Prbi.g_01223
OG0001362	Syae.g_02637	Prbi.g_01605
OG0001363	Syae.g_02635	Prbi.g_01607
OG0001364	Syae.g_01883	Prbi.g_01965
OG0001369	Syae.g_01346	Prbi.g_01522, Prbi.g_00099
OG0001370	Syae.g_01270, Syae.g_00109	Prbi.g_00461
OG0001373	Syae.g_01640	Prbi.g_00922
OG0001374	Syae.g_01648	Prbi.g_00930
OG0001375	Syae.g_01630	Prbi.g_00931
OG0001376	Syae.g_01589	Prbi.g_01096
OG0001377	Syae.g_01588	Prbi.g_01097
OG0001378	Syae.g_00998	Prbi.g_01141
OG0001379	Syae.g_00952	Prbi.g_01385
OG0001382	Syae.g_02490	Prbi.g_01699
OG0001385	Syae.g_01637	Prbi.g_00919
OG0001386	Syae.g_01638	Prbi.g_00920
OG0001387	Syae.g_01639	Prbi.g_00921
OG0001388	Syae.g_01642	Prbi.g_00924
OG0001389	Syae.g_01643	Prbi.g_00925
OG0001390	Syae.g_01644	Prbi.g_00926
OG0001391	Syae.g_01645	Prbi.g_00927
OG0001392	Syae.g_01646	Prbi.g_00928
OG0001393	Syae.g_01647	Prbi.g_00929
OG0001394	Syae.g_00553	Prbi.g_00966
OG0001395	Syae.g_00446	Prbi.g_01073
OG0001397	Syae.g_02636	Prbi.g_01606
OG0001402	Syae.g_00051	Prbi.g_00808
OG0001404	Syae.g_01283	Prbi.g_00075
OG0001405	Syae.g_02159	Prbi.g_00350
OG0001406	Syae.g_01590	Prbi.g_01095
OG0001407	Syae.g_02368	Prbi.g_01109
OG0001408	Syae.g_00712	Prbi.g_01114
OG0001410	Syae.g_02060	Prbi.g_01423
OG0001413	Syae.g_00123	Prbi.g_01675
OG0001416	Syae.g_00966	Prbi.g_00460
OG0001417	Syae.g_00378	Prbi.g_00471
OG0001419	Syae.g_02369	Prbi.g_01110
OG0001420	Syae.g_00727, Syae.g_02365	Prbi.g_01150
OG0001421	Syae.g_00241	Prbi.g_01681
OG0001422	Syae.g_00953	Prbi.g_01705
OG0001425	Syae.g_01586	Prbi.g_02066
OG0001428	Syae.g_01456	Prbi.g_00196
OG0001429	Syae.g_00315	Prbi.g_00836
OG0001430	Syae.g_01560	Prbi.g_01356
OG0001432	Syae.g_00742	Prbi.g_01673
OG0001433	Syae.g_00819	Prbi.g_01302
OG0001435	Syae.g_00579	Prbi.g_00947
OG0001438	Syae.g_01954	Prbi.g_00317
OG0001439	Syae.g_01929	Prbi.g_00331
OG0001442	Syae.g_00538	Prbi.g_00781
OG0001447	Syae.g_01396	Prbi.g_00134
OG0001449	Syae.g_02253	Prbi.g_00421
OG0001452	Syae.g_02009	Prbi.g_00937
OG0001453	Syae.g_00399	Prbi.g_01031
OG0001454	Syae.g_00131	Prbi.g_01125
OG0001456	Syae.g_01650	Prbi.g_01184
OG0001457	Syae.g_01651	Prbi.g_01185
OG0001458	Syae.g_01652	Prbi.g_01186
OG0001459	Syae.g_00621	Prbi.g_01344
OG0001460	Syae.g_00818	Prbi.g_01303
OG0001461	Syae.g_00063	Prbi.g_01545
OG0001462	Syae.g_01754	Prbi.g_00034
OG0001465	Syae.g_00475	Prbi.g_00706
OG0001468	Syae.g_00113	Prbi.g_01100
OG0001471	Syae.g_01934	Prbi.g_01676
OG0001473	Syae.g_00107	Prbi.g_02013
OG0001474	Syae.g_02199	Prbi.g_00364
OG0001475	Syae.g_01008	Prbi.g_01472
OG0001479	Syae.g_02196	Prbi.g_00361
OG0001482	Syae.g_00388	Prbi.g_00458
OG0001484	Syae.g_01649	Prbi.g_01369
OG0001492	Syae.g_00694	Prbi.g_01254
OG0001493	Syae.g_00702	Prbi.g_01262
OG0001495	Syae.g_02072	Prbi.g_01871
OG0001499	Syae.g_00216	Prbi.g_00067
OG0001502	Syae.g_00874	Prbi.g_00817
OG0001504	Syae.g_00622	Prbi.g_01345
OG0001507	Syae.g_00192	Prbi.g_01739
OG0001508	Syae.g_01005	Prbi.g_01473
OG0001520	Syae.g_02425	Prbi.g_00416
OG0001546	Syae.g_02359	Prbi.g_00527
OG0001547	Syae.g_00293	Prbi.g_00819
OG0001548	Syae.g_00142	Prbi.g_00823
OG0001551	Syae.g_00815	Prbi.g_01183
OG0001554	Syae.g_01565	Prbi.g_01682
OG0001557	Syae.g_00552	Prbi.g_00967
OG0001564	Syae.g_02485	Prbi.g_01485
OG0001567	Syae.g_00291	Prbi.g_00818
OG0001568	Syae.g_00297	Prbi.g_00820
OG0001570	Syae.g_00278	Prbi.g_01152
OG0001572	Syae.g_00134	Prbi.g_01326
OG0001582	Syae.g_00443	Prbi.g_00470
OG0001585	Syae.g_02396, Syae.g_00440	Prbi.g_01336
OG0001602	Syae.g_00476	Prbi.g_00705
OG0001625	Syae.g_02002	Prbi.g_00282
OG0001627	Syae.g_01079	Prbi.g_00797
OG0001647	Syae.g_01978	Prbi.g_00297
OG0001667	Syae.g_00731	Prbi.g_01365
OG0001695	Syae.g_01670	Prbi.g_01299, Prbi.g_01550
OG0001740	Syae.g_01673	Prbi.g_01298, Prbi.g_01551
OG0001758	Syae.g_00620	Prbi.g_01756
OG0001770	Syae.g_00617	Prbi.g_01537
OG0001875	Syae.g_00619	Prbi.g_01757
OG0001876	Syae.g_00618	Prbi.g_01758
OG0001995	Syae.g_00747	Prbi.g_01411
OG0002001	Syae.g_01315	Prbi.g_00771
OG0002020	Syae.g_01666	Prbi.g_01297, Prbi.g_01552
OG0002021	Syae.g_01664	Prbi.g_01295, Prbi.g_01554
OG0002022	Syae.g_01662	Prbi.g_01294, Prbi.g_01555
OG0002023	Syae.g_01661	Prbi.g_01293, Prbi.g_01556
OG0002024	Syae.g_01655	Prbi.g_01289, Prbi.g_01560
OG0002054	Syae.g_01654	Prbi.g_01288, Prbi.g_01561
OG0002055	Syae.g_01657	Prbi.g_01291, Prbi.g_01558
OG0002131	Syae.g_01665	Prbi.g_01296, Prbi.g_01553
OG0002132	Syae.g_01658	Prbi.g_01292, Prbi.g_01557
OG0002133	Syae.g_01656	Prbi.g_01290, Prbi.g_01559
OG0002178	Syae.g_01659	Prbi.g_01286, Prbi.g_01563
OG0002380	Syae.g_00141	Prbi.g_00425
OG0002416	Syae.g_00724	Prbi.g_01269
OG0002445	Syae.g_02601	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164
OG0002651	Syae.g_01225, Syae.g_01209	Prbi.g_01479
OG0002767	Syae.g_02553	Prbi.g_00045
OG0002843	Syae.g_02560	Prbi.g_00730
OG0003160	Syae.g_01218	Prbi.g_01488
