Orthogroup	Syae	Prae
OG0001177	Syae.g_02073	Prae.g_01709
OG0001178	Syae.g_01168	Prae.g_01714
OG0001179	Syae.g_02106	Prae.g_01742
OG0001180	Syae.g_02130	Prae.g_01765
OG0001181	Syae.g_02134	Prae.g_01769
OG0001182	Syae.g_02143	Prae.g_01776
OG0001183	Syae.g_02147	Prae.g_01780
OG0001184	Syae.g_01862	Prae.g_01796
OG0001185	Syae.g_01835	Prae.g_01810
OG0001188	Syae.g_01783	Prae.g_01839
OG0001189	Syae.g_01767	Prae.g_01856
OG0001190	Syae.g_01567	Prae.g_01860
OG0001191	Syae.g_01580	Prae.g_01870
OG0001192	Syae.g_01587	Prae.g_01875
OG0001193	Syae.g_01617	Prae.g_01885
OG0001194	Syae.g_01625	Prae.g_01886
OG0001195	Syae.g_01626	Prae.g_01887
OG0001196	Syae.g_01695	Prae.g_01900
OG0001197	Syae.g_01697	Prae.g_01901
OG0001198	Syae.g_01709	Prae.g_01908
OG0001199	Syae.g_01291	Prae.g_00074
OG0001200	Syae.g_01293	Prae.g_00076
OG0001201	Syae.g_01364	Prae.g_00107
OG0001202	Syae.g_01494	Prae.g_00202
OG0001203	Syae.g_02240	Prae.g_00241
OG0001204	Syae.g_02022	Prae.g_00246
OG0001205	Syae.g_00984	Prae.g_00419
OG0001206	Syae.g_02502	Prae.g_00436
OG0001207	Syae.g_02300	Prae.g_00451
OG0001208	Syae.g_02311	Prae.g_00456
OG0001209	Syae.g_02377	Prae.g_00510
OG0001210	Syae.g_02387	Prae.g_00515
OG0001211	Syae.g_02403	Prae.g_00525
OG0001212	Syae.g_02460	Prae.g_00570
OG0001213	Syae.g_00062	Prae.g_00603
OG0001214	Syae.g_00076	Prae.g_00611
OG0001215	Syae.g_00757	Prae.g_00664
OG0001216	Syae.g_00470	Prae.g_00713
OG0001217	Syae.g_00151	Prae.g_00752
OG0001218	Syae.g_02605	Prae.g_00759
OG0001219	Syae.g_00312	Prae.g_00794
OG0001220	Syae.g_00880	Prae.g_00857
OG0001221	Syae.g_00559	Prae.g_00919
OG0001222	Syae.g_00347	Prae.g_00956
OG0001223	Syae.g_00392	Prae.g_00982
OG0001224	Syae.g_00797	Prae.g_01036
OG0001225	Syae.g_00795	Prae.g_01038
OG0001226	Syae.g_00135	Prae.g_01066
OG0001227	Syae.g_01600	Prae.g_01084
OG0001228	Syae.g_01004	Prae.g_01208
OG0001229	Syae.g_00771	Prae.g_01366
OG0001230	Syae.g_02662	Prae.g_01451
OG0001231	Syae.g_01729	Prae.g_01556
OG0001232	Syae.g_01197	Prae.g_01646
OG0001233	Syae.g_01038	Prae.g_01666
OG0001234	Syae.g_02050	Prae.g_01701
OG0001235	Syae.g_02066	Prae.g_01711
OG0001236	Syae.g_01867	Prae.g_01793
OG0001237	Syae.g_01860	Prae.g_01797
OG0001238	Syae.g_01582	Prae.g_01871
OG0001239	Syae.g_01288	Prae.g_00071
OG0001240	Syae.g_01347	Prae.g_00093
OG0001241	Syae.g_01357	Prae.g_00101
OG0001242	Syae.g_01387	Prae.g_00119
OG0001243	Syae.g_01395	Prae.g_00125
OG0001244	Syae.g_01425	Prae.g_00141
OG0001245	Syae.g_00149	Prae.g_00380
OG0001246	Syae.g_02337	Prae.g_00478
OG0001247	Syae.g_00482	Prae.g_00657
OG0001248	Syae.g_00485	Prae.g_00659
OG0001249	Syae.g_02186	Prae.g_00784
OG0001250	Syae.g_00841	Prae.g_00846
OG0001251	Syae.g_01632	Prae.g_00893
OG0001252	Syae.g_00804	Prae.g_01031
OG0001253	Syae.g_00243	Prae.g_01085
OG0001254	Syae.g_00637	Prae.g_01132
OG0001255	Syae.g_00667	Prae.g_01147
OG0001256	Syae.g_01149	Prae.g_01549
OG0001257	Syae.g_00295	Prae.g_01555
OG0001258	Syae.g_01159	Prae.g_01620
OG0001259	Syae.g_01036	Prae.g_01664
OG0001260	Syae.g_01058	Prae.g_01680
OG0001261	Syae.g_02115	Prae.g_01750
OG0001262	Syae.g_01769	Prae.g_01854
OG0001263	Syae.g_01399	Prae.g_00128
OG0001264	Syae.g_01222	Prae.g_00039, Prae.g_00040
OG0001265	Syae.g_01385	Prae.g_00118
OG0001266	Syae.g_01498	Prae.g_00206
OG0001267	Syae.g_01969	Prae.g_00281
OG0001268	Syae.g_02198	Prae.g_00339
OG0001269	Syae.g_00225	Prae.g_00358
OG0001270	Syae.g_00997	Prae.g_00408
OG0001271	Syae.g_02527	Prae.g_00446
OG0001272	Syae.g_02315	Prae.g_00460
OG0001273	Syae.g_00069	Prae.g_00605
OG0001274	Syae.g_01535	Prae.g_00677
OG0001275	Syae.g_00407	Prae.g_00992
OG0001276	Syae.g_00423	Prae.g_01015
OG0001277	Syae.g_01677	Prae.g_01074
OG0001278	Syae.g_00697	Prae.g_01213
OG0001279	Syae.g_00007	Prae.g_01265
OG0001280	Syae.g_00958	Prae.g_01328
OG0001281	Syae.g_00969	Prae.g_01334
OG0001282	Syae.g_02298	Prae.g_01369
OG0001283	Syae.g_01688	Prae.g_01388
OG0001284	Syae.g_01132	Prae.g_01529
OG0001285	Syae.g_00237	Prae.g_01649
OG0001287	Syae.g_01827	Prae.g_01817
OG0001288	Syae.g_01815	Prae.g_01826
OG0001289	Syae.g_01330	Prae.g_00087
OG0001290	Syae.g_01356	Prae.g_00100
OG0001291	Syae.g_01409	Prae.g_00135
OG0001292	Syae.g_02017	Prae.g_00251
OG0001293	Syae.g_01996	Prae.g_00264
OG0001294	Syae.g_00593	Prae.g_00378
OG0001295	Syae.g_02389	Prae.g_00441
OG0001296	Syae.g_02343	Prae.g_00483
OG0001297	Syae.g_02347	Prae.g_00488
OG0001298	Syae.g_02439	Prae.g_00551
OG0001299	Syae.g_00599	Prae.g_00640
OG0001300	Syae.g_00766	Prae.g_00667
OG0001301	Syae.g_00780	Prae.g_00670
OG0001302	Syae.g_00110	Prae.g_00793
OG0001303	Syae.g_00314	Prae.g_00996
OG0001304	Syae.g_00436	Prae.g_01025
OG0001305	Syae.g_00786	Prae.g_01044
OG0001306	Syae.g_00943	Prae.g_01149
OG0001307	Syae.g_02059	Prae.g_01351
OG0001310	Syae.g_01178	Prae.g_01635
OG0001311	Syae.g_00425	Prae.g_01017
OG0001313	Syae.g_02509	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001315	Syae.g_02145	Prae.g_00061
OG0001316	Syae.g_01415	Prae.g_00140
OG0001317	Syae.g_02235	Prae.g_00237
OG0001318	Syae.g_02004	Prae.g_00259
OG0001319	Syae.g_01980	Prae.g_00275
OG0001321	Syae.g_00978	Prae.g_00425
OG0001322	Syae.g_00977	Prae.g_00426
OG0001323	Syae.g_02355	Prae.g_00493
OG0001324	Syae.g_00767	Prae.g_00668
OG0001325	Syae.g_00465	Prae.g_00716
OG0001326	Syae.g_01641	Prae.g_00881
OG0001327	Syae.g_00586	Prae.g_01057
OG0001328	Syae.g_00565	Prae.g_01083
OG0001330	Syae.g_00950	Prae.g_01292
OG0001331	Syae.g_02293	Prae.g_01374
OG0001332	Syae.g_01077	Prae.g_01502
OG0001333	Syae.g_01032	Prae.g_01660
OG0001334	Syae.g_02156	Prae.g_01783
OG0001335	Syae.g_02157	Prae.g_01784
OG0001336	Syae.g_01689	Prae.g_01897
OG0001339	Syae.g_01359	Prae.g_00103
OG0001340	Syae.g_02176	Prae.g_00329
OG0001341	Syae.g_00737	Prae.g_00750
OG0001342	Syae.g_02559	Prae.g_00788
OG0001343	Syae.g_01629	Prae.g_00890
OG0001344	Syae.g_00916	Prae.g_01167
OG0001345	Syae.g_00886	Prae.g_01182
OG0001346	Syae.g_00962	Prae.g_01330
OG0001348	Syae.g_00821	Prae.g_01578
OG0001351	Syae.g_02492	Prae.g_00428
OG0001352	Syae.g_00666	Prae.g_00654
OG0001353	Syae.g_00831	Prae.g_00838
OG0001354	Syae.g_00379	Prae.g_00974
OG0001356	Syae.g_00820	Prae.g_01231
OG0001358	Syae.g_00046	Prae.g_00594
OG0001359	Syae.g_01628	Prae.g_00891
OG0001360	Syae.g_00883	Prae.g_01086
OG0001361	Syae.g_00889	Prae.g_01179
OG0001362	Syae.g_02637	Prae.g_01473
OG0001363	Syae.g_02635	Prae.g_01475
OG0001364	Syae.g_01883	Prae.g_01786
OG0001369	Syae.g_01346	Prae.g_00092
OG0001373	Syae.g_01640	Prae.g_00880
OG0001374	Syae.g_01648	Prae.g_00888
OG0001375	Syae.g_01630	Prae.g_00889
OG0001376	Syae.g_01589	Prae.g_01050
OG0001377	Syae.g_01588	Prae.g_01051
OG0001378	Syae.g_00998	Prae.g_01095
OG0001379	Syae.g_00952	Prae.g_01323
OG0001382	Syae.g_02490	Prae.g_01570
OG0001385	Syae.g_01637	Prae.g_00877
OG0001386	Syae.g_01638	Prae.g_00878
OG0001387	Syae.g_01639	Prae.g_00879
OG0001388	Syae.g_01642	Prae.g_00882
OG0001389	Syae.g_01643	Prae.g_00883
OG0001390	Syae.g_01644	Prae.g_00884
OG0001391	Syae.g_01645	Prae.g_00885
OG0001392	Syae.g_01646	Prae.g_00886
OG0001393	Syae.g_01647	Prae.g_00887
OG0001395	Syae.g_00446	Prae.g_01027
OG0001397	Syae.g_02636	Prae.g_01474
OG0001398	Syae.g_00289	Prae.g_01583
OG0001401	Syae.g_00835	Prae.g_00687
OG0001402	Syae.g_00051	Prae.g_00767
OG0001404	Syae.g_01283	Prae.g_00068
OG0001405	Syae.g_02159	Prae.g_00327
OG0001406	Syae.g_01590	Prae.g_01049
OG0001407	Syae.g_02368	Prae.g_01064
OG0001408	Syae.g_00712	Prae.g_01069
OG0001410	Syae.g_02060	Prae.g_01352
OG0001413	Syae.g_00123	Prae.g_01544
OG0001416	Syae.g_00966	Prae.g_00433
OG0001417	Syae.g_00378	Prae.g_00443
OG0001419	Syae.g_02369	Prae.g_01065
OG0001420	Syae.g_00727, Syae.g_02365	Prae.g_01104
OG0001421	Syae.g_00241	Prae.g_01550
OG0001422	Syae.g_00953	Prae.g_01576
OG0001425	Syae.g_01586	Prae.g_01874
OG0001428	Syae.g_01456	Prae.g_00175
OG0001429	Syae.g_00315	Prae.g_00795
OG0001430	Syae.g_01560	Prae.g_01287
OG0001432	Syae.g_00742	Prae.g_01542
OG0001433	Syae.g_00819	Prae.g_01232
OG0001436	Syae.g_01889, Syae.g_01888	Prae.g_01418
OG0001438	Syae.g_01954	Prae.g_00294
OG0001439	Syae.g_01929	Prae.g_00308
OG0001442	Syae.g_00538	Prae.g_00741
OG0001447	Syae.g_01396	Prae.g_00126
OG0001449	Syae.g_02253	Prae.g_00394
OG0001452	Syae.g_02009	Prae.g_00895
OG0001453	Syae.g_00399	Prae.g_00986
OG0001454	Syae.g_00131	Prae.g_01079
OG0001456	Syae.g_01650	Prae.g_01140
OG0001457	Syae.g_01651	Prae.g_01141
OG0001458	Syae.g_01652	Prae.g_01142
OG0001459	Syae.g_00621	Prae.g_01277
OG0001460	Syae.g_00818	Prae.g_01233
OG0001461	Syae.g_00063	Prae.g_01228
OG0001462	Syae.g_01754	Prae.g_00034
OG0001465	Syae.g_00475	Prae.g_00676
OG0001468	Syae.g_00113	Prae.g_01054
OG0001471	Syae.g_01934	Prae.g_01545
OG0001473	Syae.g_00107	Prae.g_01834
OG0001474	Syae.g_02199	Prae.g_00340
OG0001482	Syae.g_00388	Prae.g_00431
OG0001484	Syae.g_01649	Prae.g_01299
OG0001492	Syae.g_00694	Prae.g_01210
OG0001493	Syae.g_00702	Prae.g_01218
OG0001495	Syae.g_02072	Prae.g_01708
OG0001499	Syae.g_00216	Prae.g_00060
OG0001502	Syae.g_00874	Prae.g_00776
OG0001504	Syae.g_00622	Prae.g_01278
OG0001520	Syae.g_02425	Prae.g_00389
OG0001546	Syae.g_02359	Prae.g_00498
OG0001547	Syae.g_00293	Prae.g_00778
OG0001548	Syae.g_00142	Prae.g_00782
OG0001549	Syae.g_00882	Prae.g_00864
OG0001551	Syae.g_00815	Prae.g_01139
OG0001554	Syae.g_01565	Prae.g_01551
OG0001556	Syae.g_00648	Prae.g_01237
OG0001558	Syae.g_01732	Prae.g_00690
OG0001567	Syae.g_00291	Prae.g_00777
OG0001568	Syae.g_00297	Prae.g_00779
OG0001570	Syae.g_00278	Prae.g_01106
OG0001582	Syae.g_00443	Prae.g_00442
OG0001585	Syae.g_02396, Syae.g_00440	Prae.g_01269
OG0001586	Syae.g_01215	Prae.g_01404
OG0001602	Syae.g_00476	Prae.g_00675
OG0001625	Syae.g_02002	Prae.g_00261
OG0001627	Syae.g_01079	Prae.g_00756
OG0001635	Syae.g_01811	Prae.g_01601
OG0001652	Syae.g_01730	Prae.g_00688
OG0001666	Syae.g_00214	Prae.g_01276
OG0001667	Syae.g_00731	Prae.g_01295
OG0001671	Syae.g_01521	Prae.g_00695
OG0001700	Syae.g_00290	Prae.g_01234
OG0001991	Syae.g_00567	Prae.g_01254
OG0001995	Syae.g_00747	Prae.g_01259
OG0002374	Syae.g_00669	Prae.g_01230
OG0002380	Syae.g_00141	Prae.g_00397
OG0002487	Syae.g_00132	Prae.g_01603
OG0002488	Syae.g_01882	Prae.g_01435
OG0002703	Syae.g_01206	Prae.g_01419
OG0002767	Syae.g_02553	Prae.g_00055
OG0002787	Syae.g_00173	Prae.g_01301
OG0002788	Syae.g_00174	Prae.g_01302
OG0002789	Syae.g_00175	Prae.g_01303
OG0002790	Syae.g_00176	Prae.g_01304
OG0002791	Syae.g_00177	Prae.g_01305
OG0002792	Syae.g_00178	Prae.g_01306
OG0002793	Syae.g_00179	Prae.g_01307
OG0004057	Syae.g_01217	Prae.g_01427
