Orthogroup	Syae	Prbg
OG0001126	Syae.g_00807	Prbg.g_01245
OG0001127	Syae.g_00806	Prbg.g_01244
OG0001128	Syae.g_00803	Prbg.g_01242
OG0001129	Syae.g_00801	Prbg.g_01241
OG0001130	Syae.g_00800	Prbg.g_01240
OG0001131	Syae.g_00562	Prbg.g_00141
OG0001132	Syae.g_00242	Prbg.g_00022
OG0001133	Syae.g_00053	Prbg.g_00528
OG0001134	Syae.g_00638	Prbg.g_00749
OG0001136	Syae.g_00923	Prbg.g_01489
OG0001137	Syae.g_00903	Prbg.g_01477
OG0001138	Syae.g_00654	Prbg.g_01456
OG0001139	Syae.g_00656	Prbg.g_01454
OG0001140	Syae.g_00657	Prbg.g_01453
OG0001141	Syae.g_00658	Prbg.g_01452
OG0001142	Syae.g_00660	Prbg.g_01451
OG0001143	Syae.g_00673	Prbg.g_01444
OG0001144	Syae.g_00684	Prbg.g_01439
OG0001145	Syae.g_00948	Prbg.g_00469
OG0001146	Syae.g_00968	Prbg.g_00481
OG0001147	Syae.g_02536	Prbg.g_00501
OG0001148	Syae.g_02297	Prbg.g_00531
OG0001149	Syae.g_02296	Prbg.g_00532
OG0001150	Syae.g_02295	Prbg.g_00533
OG0001151	Syae.g_02282	Prbg.g_00544
OG0001152	Syae.g_02281	Prbg.g_00545
OG0001153	Syae.g_02613	Prbg.g_00623
OG0001155	Syae.g_01083	Prbg.g_00641
OG0001156	Syae.g_01093	Prbg.g_00644
OG0001157	Syae.g_01094	Prbg.g_00645
OG0001158	Syae.g_01100	Prbg.g_00646
OG0001159	Syae.g_01103	Prbg.g_00647
OG0001160	Syae.g_01142	Prbg.g_00673
OG0001161	Syae.g_01597	Prbg.g_01593
OG0001162	Syae.g_00487	Prbg.g_00726
OG0001163	Syae.g_01150	Prbg.g_01641
OG0001164	Syae.g_01156	Prbg.g_01645
OG0001165	Syae.g_01161	Prbg.g_01648
OG0001166	Syae.g_01186	Prbg.g_01669
OG0001167	Syae.g_01031	Prbg.g_01686
OG0001168	Syae.g_01033	Prbg.g_01688
OG0001169	Syae.g_01035	Prbg.g_01690
OG0001170	Syae.g_01037	Prbg.g_01692
OG0001171	Syae.g_01047	Prbg.g_01702
OG0001172	Syae.g_02036	Prbg.g_01718
OG0001173	Syae.g_02037	Prbg.g_01719
OG0001174	Syae.g_02045	Prbg.g_01727
OG0001175	Syae.g_02046	Prbg.g_01728
OG0001176	Syae.g_02076	Prbg.g_01736
OG0001177	Syae.g_02073	Prbg.g_01738
OG0001178	Syae.g_01168	Prbg.g_01655
OG0001179	Syae.g_02106	Prbg.g_01768
OG0001180	Syae.g_02130	Prbg.g_01791
OG0001181	Syae.g_02134	Prbg.g_01795
OG0001182	Syae.g_02143	Prbg.g_01803
OG0001183	Syae.g_02147	Prbg.g_01808
OG0001184	Syae.g_01862	Prbg.g_01826
OG0001185	Syae.g_01835	Prbg.g_01842
OG0001188	Syae.g_01783	Prbg.g_01871
OG0001189	Syae.g_01767	Prbg.g_01888
OG0001190	Syae.g_01567	Prbg.g_01893
OG0001191	Syae.g_01580	Prbg.g_01903
OG0001192	Syae.g_01587	Prbg.g_01908
OG0001193	Syae.g_01617	Prbg.g_01920
OG0001194	Syae.g_01625	Prbg.g_01921
OG0001195	Syae.g_01626	Prbg.g_01922
OG0001196	Syae.g_01695	Prbg.g_01938
OG0001197	Syae.g_01697	Prbg.g_01940
OG0001198	Syae.g_01709	Prbg.g_00764
OG0001199	Syae.g_01291	Prbg.g_00795
OG0001200	Syae.g_01293	Prbg.g_00793
OG0001201	Syae.g_01364	Prbg.g_00880
OG0001202	Syae.g_01494	Prbg.g_00978
OG0001203	Syae.g_02240	Prbg.g_01020
OG0001204	Syae.g_02022	Prbg.g_01026
OG0001205	Syae.g_00984	Prbg.g_00165
OG0001206	Syae.g_02502	Prbg.g_00185
OG0001207	Syae.g_02300	Prbg.g_00196
OG0001208	Syae.g_02311	Prbg.g_00201
OG0001209	Syae.g_02377	Prbg.g_00252
OG0001210	Syae.g_02387	Prbg.g_00257
OG0001211	Syae.g_02403	Prbg.g_00268
OG0001212	Syae.g_02460	Prbg.g_00315
OG0001213	Syae.g_00062	Prbg.g_00350
OG0001214	Syae.g_00076	Prbg.g_01420
OG0001215	Syae.g_00757	Prbg.g_01132
OG0001216	Syae.g_00470	Prbg.g_01153
OG0001217	Syae.g_00151	Prbg.g_00006
OG0001218	Syae.g_02605	Prbg.g_01549
OG0001219	Syae.g_00312	Prbg.g_01258
OG0001220	Syae.g_00880	Prbg.g_01215
OG0001221	Syae.g_00559	Prbg.g_01095
OG0001222	Syae.g_00347	Prbg.g_01337
OG0001223	Syae.g_00392	Prbg.g_01305
OG0001224	Syae.g_00797	Prbg.g_01238
OG0001225	Syae.g_00795	Prbg.g_01236
OG0001226	Syae.g_00135	Prbg.g_00358
OG0001227	Syae.g_01600	Prbg.g_01534
OG0001228	Syae.g_01004	Prbg.g_01436
OG0001229	Syae.g_00771	Prbg.g_01548
OG0001230	Syae.g_02662	Prbg.g_00584
OG0001231	Syae.g_01729	Prbg.g_00142
OG0001232	Syae.g_01197	Prbg.g_01673
OG0001233	Syae.g_01038	Prbg.g_01693
OG0001234	Syae.g_02050	Prbg.g_01730
OG0001235	Syae.g_02066	Prbg.g_01734
OG0001236	Syae.g_01867	Prbg.g_01823
OG0001237	Syae.g_01860	Prbg.g_01827
OG0001238	Syae.g_01582	Prbg.g_01904
OG0001239	Syae.g_01288	Prbg.g_00798
OG0001240	Syae.g_01347	Prbg.g_00863
OG0001241	Syae.g_01357	Prbg.g_00873
OG0001242	Syae.g_01387	Prbg.g_00893
OG0001243	Syae.g_01395	Prbg.g_00900
OG0001244	Syae.g_01425	Prbg.g_00915
OG0001245	Syae.g_00149	Prbg.g_01525
OG0001247	Syae.g_00482	Prbg.g_01125
OG0001248	Syae.g_00485	Prbg.g_01127
OG0001249	Syae.g_02186	Prbg.g_00114
OG0001250	Syae.g_00841	Prbg.g_01202
OG0001251	Syae.g_01632	Prbg.g_01063
OG0001252	Syae.g_00804	Prbg.g_01243
OG0001253	Syae.g_00243	Prbg.g_00361
OG0001254	Syae.g_00637	Prbg.g_00751
OG0001255	Syae.g_00667	Prbg.g_01504
OG0001256	Syae.g_01149	Prbg.g_00680
OG0001258	Syae.g_01159	Prbg.g_01646
OG0001259	Syae.g_01036	Prbg.g_01691
OG0001260	Syae.g_01058	Prbg.g_01708
OG0001261	Syae.g_02115	Prbg.g_01776
OG0001262	Syae.g_01769	Prbg.g_01886
OG0001263	Syae.g_01399	Prbg.g_00902
OG0001265	Syae.g_01385	Prbg.g_00892
OG0001266	Syae.g_01498	Prbg.g_00982
OG0001267	Syae.g_01969	Prbg.g_00059
OG0001268	Syae.g_02198	Prbg.g_00122
OG0001269	Syae.g_00225	Prbg.g_01214
OG0001270	Syae.g_00997	Prbg.g_00154
OG0001271	Syae.g_02527	Prbg.g_00191
OG0001272	Syae.g_02315	Prbg.g_00205
OG0001273	Syae.g_00069	Prbg.g_01426
OG0001274	Syae.g_01535	Prbg.g_01006
OG0001275	Syae.g_00407	Prbg.g_01315
OG0001276	Syae.g_00423	Prbg.g_01329
OG0001277	Syae.g_01677	Prbg.g_01926
OG0001278	Syae.g_00697	Prbg.g_01432
OG0001279	Syae.g_00007	Prbg.g_00407
OG0001280	Syae.g_00958	Prbg.g_00476
OG0001281	Syae.g_00969	Prbg.g_00482
OG0001282	Syae.g_02298	Prbg.g_00530
OG0001283	Syae.g_01688	Prbg.g_01935
OG0001284	Syae.g_01132	Prbg.g_00666
OG0001285	Syae.g_00237	Prbg.g_01676
OG0001287	Syae.g_01827	Prbg.g_01849
OG0001288	Syae.g_01815	Prbg.g_01859
OG0001289	Syae.g_01330	Prbg.g_00783
OG0001290	Syae.g_01356	Prbg.g_00872
OG0001291	Syae.g_01409	Prbg.g_00910
OG0001292	Syae.g_02017	Prbg.g_01031
OG0001293	Syae.g_01996	Prbg.g_01044
OG0001295	Syae.g_02389	Prbg.g_00714
OG0001296	Syae.g_02343	Prbg.g_00228
OG0001297	Syae.g_02347	Prbg.g_00233
OG0001298	Syae.g_02439	Prbg.g_00295
OG0001299	Syae.g_00599	Prbg.g_01389
OG0001300	Syae.g_00766	Prbg.g_01136
OG0001301	Syae.g_00780	Prbg.g_01141
OG0001302	Syae.g_00110	Prbg.g_01254
OG0001303	Syae.g_00314	Prbg.g_01612
OG0001304	Syae.g_00436	Prbg.g_01342
OG0001305	Syae.g_00786	Prbg.g_01230
OG0001306	Syae.g_00943	Prbg.g_01501
OG0001307	Syae.g_02059	Prbg.g_00504
OG0001310	Syae.g_01178	Prbg.g_01663
OG0001311	Syae.g_00425	Prbg.g_01331
OG0001312	Syae.g_00326	Prbg.g_01267
OG0001314	Syae.g_00097	Prbg.g_00439
OG0001315	Syae.g_02145	Prbg.g_01539
OG0001316	Syae.g_01415	Prbg.g_00914
OG0001317	Syae.g_02235	Prbg.g_01016
OG0001318	Syae.g_02004	Prbg.g_01040
OG0001319	Syae.g_01980	Prbg.g_00052
OG0001321	Syae.g_00978	Prbg.g_00171
OG0001322	Syae.g_00977	Prbg.g_00172
OG0001323	Syae.g_02355	Prbg.g_00238
OG0001324	Syae.g_00767	Prbg.g_01137
OG0001325	Syae.g_00465	Prbg.g_01372
OG0001327	Syae.g_00586	Prbg.g_01072
OG0001328	Syae.g_00565	Prbg.g_00458
OG0001330	Syae.g_00950	Prbg.g_00697
OG0001331	Syae.g_02293	Prbg.g_00535
OG0001332	Syae.g_01077	Prbg.g_00637
OG0001333	Syae.g_01032	Prbg.g_01687
OG0001334	Syae.g_02156	Prbg.g_01811
OG0001335	Syae.g_02157	Prbg.g_01812
OG0001337	Syae.g_02153, Syae.g_02175	Prbg.g_00109
OG0001338	Syae.g_02162, Syae.g_00689, Syae.g_02178	Prbg.g_00112
OG0001339	Syae.g_01359	Prbg.g_00875
OG0001340	Syae.g_02176	Prbg.g_00110
OG0001341	Syae.g_00737	Prbg.g_01541
OG0001342	Syae.g_02559	Prbg.g_01632
OG0001343	Syae.g_01629	Prbg.g_01060
OG0001344	Syae.g_00916	Prbg.g_01482
OG0001345	Syae.g_00886	Prbg.g_01466
OG0001346	Syae.g_00962	Prbg.g_00478
OG0001348	Syae.g_00821	Prbg.g_00712
OG0001349	Syae.g_01228, Syae.g_01245	Prbg.g_00553
OG0001350	Syae.g_02239	Prbg.g_01019
OG0001351	Syae.g_02492	Prbg.g_00177
OG0001352	Syae.g_00666	Prbg.g_01121
OG0001353	Syae.g_00831	Prbg.g_01192
OG0001354	Syae.g_00379	Prbg.g_01297
OG0001355	Syae.g_00120	Prbg.g_01351
OG0001356	Syae.g_00820	Prbg.g_01638
OG0001359	Syae.g_01628	Prbg.g_01061
OG0001362	Syae.g_02637	Prbg.g_00605
OG0001363	Syae.g_02635	Prbg.g_00607
OG0001364	Syae.g_01883	Prbg.g_01814
OG0001368	Syae.g_02023	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001369	Syae.g_01346	Prbg.g_00862
OG0001370	Syae.g_01270, Syae.g_00109	Prbg.g_00182
OG0001375	Syae.g_01630	Prbg.g_01059
OG0001379	Syae.g_00952	Prbg.g_00471
OG0001382	Syae.g_02490	Prbg.g_01554
OG0001394	Syae.g_00553	Prbg.g_01099
OG0001397	Syae.g_02636	Prbg.g_00606
OG0001398	Syae.g_00289	Prbg.g_00737
OG0001401	Syae.g_00835	Prbg.g_01197
OG0001402	Syae.g_00051	Prbg.g_00344
OG0001404	Syae.g_01283	Prbg.g_00801
OG0001407	Syae.g_02368	Prbg.g_01558
OG0001410	Syae.g_02060	Prbg.g_00503
OG0001419	Syae.g_02369	Prbg.g_01557
OG0001421	Syae.g_00241	Prbg.g_00681
OG0001422	Syae.g_00953	Prbg.g_01561
OG0001425	Syae.g_01586	Prbg.g_01907
OG0001428	Syae.g_01456	Prbg.g_00950
OG0001429	Syae.g_00315	Prbg.g_01259
OG0001430	Syae.g_01560	Prbg.g_01550
OG0001433	Syae.g_00819	Prbg.g_01637
OG0001434	Syae.g_00548	Prbg.g_01104
OG0001435	Syae.g_00579	Prbg.g_01080
OG0001443	Syae.g_01594	Prbg.g_01547
OG0001460	Syae.g_00818	Prbg.g_01636
OG0001461	Syae.g_00063	Prbg.g_00817
OG0001465	Syae.g_00475	Prbg.g_01148
OG0001468	Syae.g_00113	Prbg.g_01051
OG0001476	Syae.g_00908	Prbg.g_01479
OG0001477	Syae.g_00776	Prbg.g_00384
OG0001484	Syae.g_01649	Prbg.g_00696
OG0001487	Syae.g_02606	Prbg.g_00631
OG0001488	Syae.g_00898	Prbg.g_01473
OG0001489	Syae.g_02139	Prbg.g_01800
OG0001496	Syae.g_00774	Prbg.g_00386
OG0001497	Syae.g_00775	Prbg.g_00385
OG0001498	Syae.g_02220	Prbg.g_00138
OG0001505	Syae.g_01204	Prbg.g_00039
OG0001510	Syae.g_01823	Prbg.g_01853
OG0001511	Syae.g_01372	Prbg.g_00884
OG0001512	Syae.g_02241	Prbg.g_01543
OG0001514	Syae.g_00773	Prbg.g_00387
OG0001515	Syae.g_00762	Prbg.g_01134
OG0001516	Syae.g_00602	Prbg.g_01392
OG0001517	Syae.g_02193	Prbg.g_00118
OG0001518	Syae.g_01584	Prbg.g_01906
OG0001519	Syae.g_01596	Prbg.g_01911
OG0001527	Syae.g_02417	Prbg.g_00281
OG0001529	Syae.g_01760	Prbg.g_00833
OG0001530	Syae.g_01370	Prbg.g_00883
OG0001531	Syae.g_02242	Prbg.g_01021
OG0001532	Syae.g_00655	Prbg.g_01455
OG0001534	Syae.g_00437	Prbg.g_01343
OG0001535	Syae.g_00421	Prbg.g_01327
OG0001536	Syae.g_00355	Prbg.g_01283
OG0001537	Syae.g_00558	Prbg.g_01096
OG0001538	Syae.g_00516	Prbg.g_01164
OG0001539	Syae.g_00584	Prbg.g_01074
OG0001540	Syae.g_01401	Prbg.g_00904
OG0001541	Syae.g_01465	Prbg.g_00958
OG0001542	Syae.g_01474	Prbg.g_00964
OG0001543	Syae.g_01516	Prbg.g_00463
OG0001544	Syae.g_01595	Prbg.g_01910
OG0001545	Syae.g_01676	Prbg.g_01925
OG0001549	Syae.g_00882	Prbg.g_01224
OG0001557	Syae.g_00552	Prbg.g_01100
OG0001559	Syae.g_01369	Prbg.g_00882
OG0001560	Syae.g_01355	Prbg.g_00871
OG0001561	Syae.g_00427	Prbg.g_01333
OG0001562	Syae.g_00413	Prbg.g_01320
OG0001563	Syae.g_02124	Prbg.g_01784
OG0001564	Syae.g_02485	Prbg.g_00814
OG0001572	Syae.g_00134	Prbg.g_00406
OG0001574	Syae.g_02415	Prbg.g_00279
OG0001575	Syae.g_02420	Prbg.g_00284
OG0001576	Syae.g_02478	Prbg.g_00491
OG0001577	Syae.g_00925	Prbg.g_01491
OG0001579	Syae.g_02165	Prbg.g_00107
OG0001580	Syae.g_01556	Prbg.g_00826
OG0001588	Syae.g_01880	Prbg.g_00145
OG0001589	Syae.g_01040	Prbg.g_01695
OG0001592	Syae.g_01557	Prbg.g_00827
OG0001614	Syae.g_01837	Prbg.g_01841
OG0001616	Syae.g_00642	Prbg.g_01463
OG0001617	Syae.g_00769	Prbg.g_01138
OG0001619	Syae.g_00344	Prbg.g_01276
OG0001620	Syae.g_02205	Prbg.g_00126
OG0001621	Syae.g_02008	Prbg.g_01036
OG0001622	Syae.g_01687	Prbg.g_01934
OG0001636	Syae.g_01753	Prbg.g_00839
OG0001638	Syae.g_01175	Prbg.g_01661
OG0001639	Syae.g_01082	Prbg.g_00640
OG0001640	Syae.g_00809	Prbg.g_01246
OG0001641	Syae.g_00397	Prbg.g_01308
OG0001642	Syae.g_00878	Prbg.g_01213
OG0001643	Syae.g_00079	Prbg.g_01417
OG0001644	Syae.g_00452	Prbg.g_01362
OG0001654	Syae.g_01080	Prbg.g_00638
OG0001656	Syae.g_02164	Prbg.g_00106
OG0001657	Syae.g_01439	Prbg.g_00933
OG0001658	Syae.g_01566	Prbg.g_00831
OG0001659	Syae.g_00650	Prbg.g_00717
OG0001676	Syae.g_02167	Prbg.g_00108
OG0001678	Syae.g_02035	Prbg.g_01717
OG0001679	Syae.g_02424	Prbg.g_00113
OG0001691	Syae.g_00044	Prbg.g_01248
OG0001693	Syae.g_00792	Prbg.g_01594
OG0001717	Syae.g_01451	Prbg.g_00391
OG0001733	Syae.g_00589	Prbg.g_01634
OG0001746	Syae.g_01064	Prbg.g_00731
OG0001747	Syae.g_01422	Prbg.g_00146
OG0001758	Syae.g_00620	Prbg.g_01628
OG0001769	Syae.g_00093	Prbg.g_01538
OG0001770	Syae.g_00617	Prbg.g_01565
OG0001771	Syae.g_00183	Prbg.g_01577
OG0001807	Syae.g_01887	Prbg.g_00815
OG0001842	Syae.g_01072	Prbg.g_00020
OG0001875	Syae.g_00619	Prbg.g_01627
OG0001876	Syae.g_00618	Prbg.g_01626
OG0001916	Syae.g_02326	Prbg.g_00215
OG0001917	Syae.g_00422	Prbg.g_01328
OG0001930	Syae.g_01073	Prbg.g_00019
OG0001931	Syae.g_01074	Prbg.g_00018
OG0001965	Syae.g_00108	Prbg.g_01584
OG0001996	Syae.g_01746	Prbg.g_00845
OG0002019	Syae.g_00294	Prbg.g_00720
OG0002106	Syae.g_00444	Prbg.g_00449
OG0002487	Syae.g_00132	Prbg.g_00460
OG0002518	Syae.g_00206	Prbg.g_00374
OG0002703	Syae.g_01206	Prbg.g_00037
