Orthogroup	Syae	Prar
OG0001177	Syae.g_02073	Prar.g_01091
OG0001178	Syae.g_01168	Prar.g_01086
OG0001179	Syae.g_02106	Prar.g_01043
OG0001180	Syae.g_02130	Prar.g_01022
OG0001181	Syae.g_02134	Prar.g_01018
OG0001182	Syae.g_02143	Prar.g_01011
OG0001183	Syae.g_02147	Prar.g_00618
OG0001184	Syae.g_01862	Prar.g_00634
OG0001185	Syae.g_01835	Prar.g_00648
OG0001188	Syae.g_01783	Prar.g_00676
OG0001189	Syae.g_01767	Prar.g_00693
OG0001190	Syae.g_01567	Prar.g_00697
OG0001191	Syae.g_01580	Prar.g_00707
OG0001192	Syae.g_01587	Prar.g_00074
OG0001193	Syae.g_01617	Prar.g_00064
OG0001194	Syae.g_01625	Prar.g_00063
OG0001195	Syae.g_01626	Prar.g_00062
OG0001196	Syae.g_01695	Prar.g_00049
OG0001197	Syae.g_01697	Prar.g_00048
OG0001198	Syae.g_01709	Prar.g_00041
OG0001199	Syae.g_01291	Prar.g_00254
OG0001200	Syae.g_01293	Prar.g_00252
OG0001201	Syae.g_01364	Prar.g_00220
OG0001202	Syae.g_01494	Prar.g_00128
OG0001203	Syae.g_02240	Prar.g_00089
OG0001204	Syae.g_02022	Prar.g_00084
OG0001205	Syae.g_00984	Prar.g_00493
OG0001206	Syae.g_02502	Prar.g_00511
OG0001207	Syae.g_02300	Prar.g_00527
OG0001208	Syae.g_02311	Prar.g_00532
OG0001209	Syae.g_02377	Prar.g_01365
OG0001210	Syae.g_02387	Prar.g_01370
OG0001211	Syae.g_02403	Prar.g_01380
OG0001212	Syae.g_02460	Prar.g_01426
OG0001213	Syae.g_00062	Prar.g_01459
OG0001214	Syae.g_00076	Prar.g_01467
OG0001215	Syae.g_00757	Prar.g_01520
OG0001216	Syae.g_00470	Prar.g_01601
OG0001217	Syae.g_00151	Prar.g_01638
OG0001219	Syae.g_00312	Prar.g_01672
OG0001220	Syae.g_00880	Prar.g_01735
OG0001221	Syae.g_00559	Prar.g_01787
OG0001222	Syae.g_00347	Prar.g_01825
OG0001223	Syae.g_00392	Prar.g_01851
OG0001224	Syae.g_00797	Prar.g_01900
OG0001225	Syae.g_00795	Prar.g_01902
OG0001226	Syae.g_00135	Prar.g_01928
OG0001227	Syae.g_01600	Prar.g_01947
OG0001228	Syae.g_01004	Prar.g_01218
OG0001229	Syae.g_00771	Prar.g_00913
OG0001230	Syae.g_02662	Prar.g_00347
OG0001231	Syae.g_01729	Prar.g_00751
OG0001232	Syae.g_01197	Prar.g_01120
OG0001233	Syae.g_01038	Prar.g_00599
OG0001234	Syae.g_02050	Prar.g_01099
OG0001235	Syae.g_02066	Prar.g_01089
OG0001236	Syae.g_01867	Prar.g_00631
OG0001237	Syae.g_01860	Prar.g_00635
OG0001238	Syae.g_01582	Prar.g_00708
OG0001239	Syae.g_01288	Prar.g_00547
OG0001240	Syae.g_01347	Prar.g_00235
OG0001241	Syae.g_01357	Prar.g_00227
OG0001242	Syae.g_01387	Prar.g_00209
OG0001243	Syae.g_01395	Prar.g_00203
OG0001244	Syae.g_01425	Prar.g_00187
OG0001245	Syae.g_00149	Prar.g_00441
OG0001246	Syae.g_02337	Prar.g_01335
OG0001247	Syae.g_00482	Prar.g_01513
OG0001248	Syae.g_00485	Prar.g_01515
OG0001249	Syae.g_02186	Prar.g_01661
OG0001250	Syae.g_00841	Prar.g_01724
OG0001251	Syae.g_01632	Prar.g_01760
OG0001252	Syae.g_00804	Prar.g_01895
OG0001253	Syae.g_00243	Prar.g_01948
OG0001254	Syae.g_00637	Prar.g_01294
OG0001255	Syae.g_00667	Prar.g_01279
OG0001256	Syae.g_01149	Prar.g_00758
OG0001257	Syae.g_00295	Prar.g_00752
OG0001258	Syae.g_01159	Prar.g_01146
OG0001259	Syae.g_01036	Prar.g_00597
OG0001260	Syae.g_01058	Prar.g_00613
OG0001261	Syae.g_02115	Prar.g_01035
OG0001262	Syae.g_01769	Prar.g_00691
OG0001263	Syae.g_01399	Prar.g_00200
OG0001264	Syae.g_01222	Prar.g_00593
OG0001265	Syae.g_01385	Prar.g_00210
OG0001266	Syae.g_01498	Prar.g_00124
OG0001267	Syae.g_01969	Prar.g_00307
OG0001268	Syae.g_02198	Prar.g_00399
OG0001269	Syae.g_00225	Prar.g_00419
OG0001270	Syae.g_00997	Prar.g_00482
OG0001271	Syae.g_02527	Prar.g_00522
OG0001272	Syae.g_02315	Prar.g_00536
OG0001273	Syae.g_00069	Prar.g_01461
OG0001274	Syae.g_01535	Prar.g_01533
OG0001275	Syae.g_00407	Prar.g_01860
OG0001276	Syae.g_00423	Prar.g_01879
OG0001277	Syae.g_01677	Prar.g_01937
OG0001278	Syae.g_00697	Prar.g_01213
OG0001280	Syae.g_00958	Prar.g_00956
OG0001281	Syae.g_00969	Prar.g_00950
OG0001282	Syae.g_02298	Prar.g_00910
OG0001283	Syae.g_01688	Prar.g_00891
OG0001284	Syae.g_01132	Prar.g_00777
OG0001285	Syae.g_00237	Prar.g_01966
OG0001287	Syae.g_01827	Prar.g_00655
OG0001288	Syae.g_01815	Prar.g_00663
OG0001289	Syae.g_01330	Prar.g_00241
OG0001290	Syae.g_01356	Prar.g_00228
OG0001291	Syae.g_01409	Prar.g_00193
OG0001292	Syae.g_02017	Prar.g_00079
OG0001293	Syae.g_01996	Prar.g_00326
OG0001294	Syae.g_00593	Prar.g_00439
OG0001295	Syae.g_02389	Prar.g_00516
OG0001296	Syae.g_02343	Prar.g_01340
OG0001298	Syae.g_02439	Prar.g_01406
OG0001299	Syae.g_00599	Prar.g_01496
OG0001300	Syae.g_00766	Prar.g_01523
OG0001301	Syae.g_00780	Prar.g_01526
OG0001302	Syae.g_00110	Prar.g_01670
OG0001303	Syae.g_00314	Prar.g_01864
OG0001304	Syae.g_00436	Prar.g_01889
OG0001305	Syae.g_00786	Prar.g_01908
OG0001306	Syae.g_00943	Prar.g_01277
OG0001307	Syae.g_02059	Prar.g_00928
OG0001310	Syae.g_01178	Prar.g_01131
OG0001311	Syae.g_00425	Prar.g_01881
OG0001312	Syae.g_00326	Prar.g_01814
OG0001315	Syae.g_02145	Prar.g_00556
OG0001316	Syae.g_01415	Prar.g_00188
OG0001317	Syae.g_02235	Prar.g_00093
OG0001318	Syae.g_02004	Prar.g_00331
OG0001319	Syae.g_01980	Prar.g_00315
OG0001321	Syae.g_00978	Prar.g_00499
OG0001322	Syae.g_00977	Prar.g_00500
OG0001323	Syae.g_02355	Prar.g_01349
OG0001324	Syae.g_00767	Prar.g_01524
OG0001325	Syae.g_00465	Prar.g_01604
OG0001326	Syae.g_01641	Prar.g_01547
OG0001327	Syae.g_00586	Prar.g_01920
OG0001328	Syae.g_00565	Prar.g_01946
OG0001330	Syae.g_00950	Prar.g_00977
OG0001331	Syae.g_02293	Prar.g_00905
OG0001332	Syae.g_01077	Prar.g_00804
OG0001333	Syae.g_01032	Prar.g_01958
OG0001334	Syae.g_02156	Prar.g_00621
OG0001335	Syae.g_02157	Prar.g_00622
OG0001336	Syae.g_01689	Prar.g_00052
OG0001339	Syae.g_01359	Prar.g_00225
OG0001340	Syae.g_02176	Prar.g_00259
OG0001341	Syae.g_00737	Prar.g_01636
OG0001342	Syae.g_02559	Prar.g_01665
OG0001343	Syae.g_01629	Prar.g_01757
OG0001344	Syae.g_00916	Prar.g_01259
OG0001345	Syae.g_00886	Prar.g_01244
OG0001346	Syae.g_00962	Prar.g_00954
OG0001348	Syae.g_00821	Prar.g_00732
OG0001349	Syae.g_01228, Syae.g_01245	Prar.g_00867
OG0001351	Syae.g_02492	Prar.g_00502
OG0001352	Syae.g_00666	Prar.g_01510
OG0001355	Syae.g_00120	Prar.g_00722, Prar.g_01158
OG0001356	Syae.g_00820	Prar.g_01181
OG0001358	Syae.g_00046	Prar.g_01450
OG0001359	Syae.g_01628	Prar.g_01758
OG0001360	Syae.g_00883	Prar.g_01949
OG0001361	Syae.g_00889	Prar.g_01247
OG0001362	Syae.g_02637	Prar.g_00833
OG0001363	Syae.g_02635	Prar.g_00831
OG0001364	Syae.g_01883	Prar.g_00624
OG0001369	Syae.g_01346	Prar.g_00236
OG0001370	Syae.g_01270, Syae.g_00109	Prar.g_00508
OG0001373	Syae.g_01640	Prar.g_01548
OG0001374	Syae.g_01648	Prar.g_01540
OG0001375	Syae.g_01630	Prar.g_01756
OG0001376	Syae.g_01589	Prar.g_01914
OG0001377	Syae.g_01588	Prar.g_01915
OG0001378	Syae.g_00998	Prar.g_01325
OG0001382	Syae.g_02490	Prar.g_00738
OG0001385	Syae.g_01637	Prar.g_01551
OG0001386	Syae.g_01638	Prar.g_01550
OG0001387	Syae.g_01639	Prar.g_01549
OG0001388	Syae.g_01642	Prar.g_01546
OG0001389	Syae.g_01643	Prar.g_01545
OG0001390	Syae.g_01644	Prar.g_01544
OG0001391	Syae.g_01645	Prar.g_01543
OG0001392	Syae.g_01646	Prar.g_01542
OG0001393	Syae.g_01647	Prar.g_01541
OG0001395	Syae.g_00446	Prar.g_01891
OG0001397	Syae.g_02636	Prar.g_00832
OG0001400	Syae.g_01423	Prar.g_00368
OG0001404	Syae.g_01283	Prar.g_00550
OG0001405	Syae.g_02159	Prar.g_00261
OG0001406	Syae.g_01590	Prar.g_01913
OG0001407	Syae.g_02368	Prar.g_01926
OG0001408	Syae.g_00712	Prar.g_01932, Prar.g_01931
OG0001410	Syae.g_02060	Prar.g_00927
OG0001413	Syae.g_00123	Prar.g_00763
OG0001416	Syae.g_00966	Prar.g_00507
OG0001417	Syae.g_00378	Prar.g_00518, Prar.g_00519
OG0001419	Syae.g_02369	Prar.g_01927
OG0001420	Syae.g_00727, Syae.g_02365	Prar.g_01316
OG0001421	Syae.g_00241	Prar.g_00757
OG0001422	Syae.g_00953	Prar.g_00734
OG0001428	Syae.g_01456	Prar.g_00155
OG0001429	Syae.g_00315	Prar.g_01673
OG0001430	Syae.g_01560	Prar.g_00982
OG0001432	Syae.g_00742	Prar.g_00764
OG0001433	Syae.g_00819	Prar.g_01180
OG0001435	Syae.g_00579	Prar.g_01772
OG0001438	Syae.g_01954	Prar.g_00294
OG0001439	Syae.g_01929	Prar.g_00280
OG0001442	Syae.g_00538	Prar.g_01629
OG0001447	Syae.g_01396	Prar.g_00202
OG0001452	Syae.g_02009	Prar.g_01762
OG0001453	Syae.g_00399	Prar.g_01854
OG0001454	Syae.g_00131	Prar.g_01942
OG0001456	Syae.g_01650	Prar.g_01286
OG0001457	Syae.g_01651	Prar.g_01285
OG0001458	Syae.g_01652	Prar.g_01284
OG0001459	Syae.g_00621	Prar.g_00996
OG0001462	Syae.g_01754	Prar.g_00003
OG0001465	Syae.g_00475	Prar.g_01532
OG0001468	Syae.g_00113	Prar.g_01918
OG0001470	Syae.g_01006	Prar.g_00889
OG0001471	Syae.g_01934	Prar.g_00762
OG0001473	Syae.g_00107	Prar.g_00671
OG0001474	Syae.g_02199	Prar.g_00400
OG0001475	Syae.g_01008	Prar.g_00887
OG0001479	Syae.g_02196	Prar.g_00397
OG0001482	Syae.g_00388	Prar.g_00505
OG0001492	Syae.g_00694	Prar.g_01216
OG0001493	Syae.g_00702	Prar.g_01208
OG0001499	Syae.g_00216	Prar.g_00557
OG0001502	Syae.g_00874	Prar.g_01657
OG0001504	Syae.g_00622	Prar.g_00995
OG0001507	Syae.g_00192	Prar.g_00714
OG0001508	Syae.g_01005	Prar.g_00890
OG0001520	Syae.g_02425	Prar.g_00454, Prar.g_00455
OG0001528	Syae.g_01007	Prar.g_00888
OG0001546	Syae.g_02359	Prar.g_01354
OG0001548	Syae.g_00142	Prar.g_01659
OG0001551	Syae.g_00815	Prar.g_01287
OG0001554	Syae.g_01565	Prar.g_00756
OG0001572	Syae.g_00134	Prar.g_01192
OG0001582	Syae.g_00443	Prar.g_00517
OG0001585	Syae.g_02396, Syae.g_00440	Prar.g_00998
OG0001588	Syae.g_01880	Prar.g_00363
OG0001602	Syae.g_00476	Prar.g_01531
OG0001625	Syae.g_02002	Prar.g_00329
OG0001627	Syae.g_01079	Prar.g_01643
OG0001647	Syae.g_01978	Prar.g_00314
OG0001667	Syae.g_00731	Prar.g_00975
OG0001712	Syae.g_00150	Prar.g_00472
OG0001713	Syae.g_00907	Prar.g_00560
OG0001746	Syae.g_01064	Prar.g_01188
OG0001924	Syae.g_00038	Prar.g_01574
OG0001925	Syae.g_00037	Prar.g_01573
OG0001926	Syae.g_00036	Prar.g_01572
OG0001927	Syae.g_00035	Prar.g_01571
OG0001993	Syae.g_00040	Prar.g_01576
OG0001994	Syae.g_00039	Prar.g_01575
OG0002063	Syae.g_00714	Prar.g_01973
OG0002156	Syae.g_02681	Prar.g_00583, Prar.g_00582
OG0002445	Syae.g_02601	Prar.g_01085
OG0002478	Syae.g_01214	Prar.g_00474
OG0002488	Syae.g_01882	Prar.g_00377
OG0002627	Syae.g_01895	Prar.g_00374
