Orthogroup	Prab	Syap
OG0001391	Prab.g_01091	Syap.g_01833
OG0001392	Prab.g_01090	Syap.g_01832
OG0001393	Prab.g_01089	Syap.g_01831
OG0001394	Prab.g_01053	Syap.g_00159
OG0001395	Prab.g_00942	Syap.g_00531
OG0001398	Prab.g_01603	Syap.g_02356
OG0001406	Prab.g_01105	Syap.g_01989
OG0001408	Prab.g_01123	Syap.g_01862
OG0001411	Prab.g_01391	Syap.g_00853
OG0001415	Prab.g_00222	Syap.g_00447, Syap.g_00446
OG0001418	Prab.g_00689	Syap.g_00221
OG0001420	Prab.g_01158	Syap.g_02736
OG0001422	Prab.g_01592	Syap.g_01682
OG0001425	Prab.g_01917	Syap.g_01024
OG0001428	Prab.g_00163	Syap.g_01196
OG0001432	Prab.g_01549	Syap.g_01967
OG0001433	Prab.g_00792	Syap.g_00790
OG0001434	Prab.g_01049	Syap.g_00167
OG0001437	Prab.g_00221	Syap.g_00448
OG0001438	Prab.g_00281	Syap.g_01346, Syap.g_01630
OG0001439	Prab.g_00295	Syap.g_01674
OG0001441	Prab.g_00525	Syap.g_02749
OG0001443	Prab.g_01604	Syap.g_01006
OG0001447	Prab.g_00116	Syap.g_02218
OG0001452	Prab.g_01081	Syap.g_01590
OG0001453	Prab.g_00988	Syap.g_02687
OG0001456	Prab.g_01197	Syap.g_01828
OG0001457	Prab.g_01198	Syap.g_01826
OG0001458	Prab.g_01199	Syap.g_01825
OG0001459	Prab.g_01557, Prab.g_01653	Syap.g_00351
OG0001460	Prab.g_00791	Syap.g_00789
OG0001461	Prab.g_01286	Syap.g_02707
OG0001474	Prab.g_00327	Syap.g_00562
OG0001492	Prab.g_01266	Syap.g_02441
OG0001493	Prab.g_01274	Syap.g_02433
OG0001502	Prab.g_00810	Syap.g_00833
OG0001504	Prab.g_01652	Syap.g_00350
OG0001507	Prab.g_01586	Syap.g_00227
OG0001527	Prab.g_00567	Syap.g_00287, Syap.g_00292
OG0001546	Prab.g_00528	Syap.g_02745
OG0001547	Prab.g_00812	Syap.g_00840, Syap.g_00839
OG0001553	Prab.g_01463	Syap.g_02121
OG0001556	Prab.g_00785	Syap.g_00796, Syap.g_00041, Syap.g_00411
OG0001567	Prab.g_00811	Syap.g_00838
OG0001568	Prab.g_00813	Syap.g_00842
OG0001570	Prab.g_01161	Syap.g_00438
OG0001584	Prab.g_01037	Syap.g_00183
OG0001587	Prab.g_01728	Syap.g_02669
OG0001613	Prab.g_01821	Syap.g_00597
OG0001632	Prab.g_00977	Syap.g_02524
OG0001634	Prab.g_01589	Syap.g_01956
OG0001669	Prab.g_01292	Syap.g_01283
OG0001700	Prab.g_00790	Syap.g_00975
OG0001745	Prab.g_01548	Syap.g_02401
OG0001919	Prab.g_00385	Syap.g_01968
OG0001991	Prab.g_00796	Syap.g_00791
OG0002026	Prab.g_00384	Syap.g_00821
OG0002029	Prab.g_01655	Syap.g_00356
OG0002097	Prab.g_01388	Syap.g_00711
OG0002107	Prab.g_00409	Syap.g_00420
OG0002225	Prab.g_00408	Syap.g_00419
OG0002227	Prab.g_00787	Syap.g_01023, Syap.g_01022
OG0002274	Prab.g_01387	Syap.g_00710
OG0002369	Prab.g_01416	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002375	Prab.g_01409	Syap.g_00880
OG0002622	Prab.g_01418	Syap.g_01448
OG0002771	Prab.g_01397	Syap.g_00878
OG0002776	Prab.g_00407	Syap.g_02308
OG0002893	Prab.g_01386	Syap.g_00729
OG0004518	Prab.g_01410	Syap.g_00877
